DBN,School Year,Overall Rating
07X600,SY08-09,P
08X650,SY08-09,P
10X660,SY08-09,P
12X690,SY08-09,U
12X692,SY08-09,U
75X721,SY08-09,P
75X723,SY08-09,P
75X754,SY08-09,WD
75X811,SY08-09,P
19K013,SY09-10,UPF
14K016,SY09-10,P
14K018,SY09-10,WD
14K019,SY09-10,P
13K020,SY09-10,P
16K021,SY09-10,WD
16K028,SY09-10,P
15K038,SY09-10,P
23K041,SY09-10,P
75K053,SY09-10,WD
13K056,SY09-10,WD
17K061,SY09-10,P
14K071,SY09-10,UPF
23K073,SY09-10,P
14K084,SY09-10,P
21K090,SY09-10,P
13K093,SY09-10,P
21K095,SY09-10,P
21K096,SY09-10,P
21K098,SY09-10,WD
21K099,SY09-10,P
13K103,SY09-10,P
20K104,SY09-10,WD
32K116,SY09-10,P
14K126,SY09-10,P
20K127,SY09-10,WD
21K128,SY09-10,P
23K137,SY09-10,UPF
14K147,SY09-10,WD
23K150,SY09-10,P
23K165,SY09-10,P
19K166,SY09-10,P
17K167,SY09-10,P
20K170,SY09-10,P
19K171,SY09-10,UPF
19K174,SY09-10,WD
20K179,SY09-10,P
23K184,SY09-10,P
17K191,SY09-10,WD
22K198,SY09-10,P
21K199,SY09-10,WD
20K220,SY09-10,WD
20K223,SY09-10,P
22K236,SY09-10,WD
19K260,SY09-10,P
13K265,SY09-10,P
22K277,SY09-10,P
22K278,SY09-10,P
13K282,SY09-10,WD
18K285,SY09-10,P
13K287,SY09-10,P
17K289,SY09-10,P
32K291,SY09-10,P
14K297,SY09-10,P
23K298,SY09-10,P
32K299,SY09-10,P
13K301,SY09-10,P
19K302,SY09-10,P
16K309,SY09-10,P
19K311,SY09-10,P
13K313,SY09-10,P
14K322,SY09-10,P
12X680,SY06-07,U
17K340,SY09-10,P
21K344,SY09-10,P
13K350,SY09-10,P
22K381,SY09-10,P
17K382,SY09-10,P
32K383,SY09-10,P
75K396,SY09-10,P
32K403,SY09-10,P
22K405,SY09-10,WD
19K409,SY09-10,P
21K410,SY09-10,P
13K419,SY09-10,P
22K425,SY09-10,WD
15K442,SY09-10,WD
20K445,SY09-10,WD
15K448,SY09-10,P
15K462,SY09-10,P
15K463,SY09-10,P
15K464,SY09-10,WD
14K474,SY09-10,P
14K477,SY09-10,P
17K489,SY09-10,P
20K490,SY09-10,WD
13K492,SY09-10,WD
23K493,SY09-10,WD
22K495,SY09-10,P
13K499,SY09-10,WD
19K502,SY09-10,P
19K504,SY09-10,P
20K505,SY09-10,WD
13K509,SY09-10,P
19K510,SY09-10,WD
23K514,SY09-10,P
23K518,SY09-10,P
15K519,SY09-10,P
21K525,SY09-10,WD
13K527,SY09-10,WD
17K528,SY09-10,UPF
17K533,SY09-10,P
16K534,SY09-10,P
17K537,SY09-10,WD
21K540,SY09-10,P
17K543,SY09-10,WD
17K544,SY09-10,P
32K545,SY09-10,P
17K547,SY09-10,UPF
17K548,SY09-10,P
32K549,SY09-10,P
32K552,SY09-10,P
22K555,SY09-10,P
32K556,SY09-10,P
32K564,SY09-10,P
18K567,SY09-10,P
13K571,SY09-10,P
13K575,SY09-10,WD
17K587,SY09-10,P
18K588,SY09-10,P
15K592,SY09-10,P
13K596,SY09-10,UPF
17K600,SY09-10,P
13K605,SY09-10,P
14K610,SY09-10,WD
14K614,SY09-10,WD
19K615,SY09-10,P
13K616,SY09-10,P
18K617,SY09-10,P
19K618,SY09-10,P
21K620,SY09-10,UPF
16K627,SY09-10,P
16K628,SY09-10,P
18K629,SY09-10,P
23K631,SY09-10,P
14K632,SY09-10,P
18K633,SY09-10,WD
23K634,SY09-10,P
18K635,SY09-10,P
16K636,SY09-10,P
18K637,SY09-10,UPF
19K639,SY09-10,P
18K642,SY09-10,P
23K643,SY09-10,P
23K644,SY09-10,WD
23K646,SY09-10,UPF
23K647,SY09-10,P
15K656,SY09-10,P
13K670,SY09-10,P
21K690,SY09-10,P
15K698,SY09-10,WD
75K771,SY09-10,P
02M001,SY09-10,P
01M015,SY09-10,P
01M019,SY09-10,P
04M045,SY09-10,P
02M047,SY09-10,P
01M063,SY09-10,P
03M087,SY09-10,P
05M092,SY09-10,WD
04M096,SY09-10,P
04M102,SY09-10,P
01M110,SY09-10,P
06M115,SY09-10,P
05M125,SY09-10,WD
05M133,SY09-10,P
01M134,SY09-10,P
04M155,SY09-10,P
03M166,SY09-10,WD
06M173,SY09-10,P
05M175,SY09-10,P
01M188,SY09-10,WD
05M194,SY09-10,P
05M195,SY09-10,P
05M197,SY09-10,P
02M198,SY09-10,P
02M217,SY09-10,P
04M224,SY09-10,P
03M241,SY09-10,UPF
02M255,SY09-10,WD
03M256,SY09-10,P
02M260,SY09-10,UPF
03M283,SY09-10,UPF
05M285,SY09-10,P
02M289,SY09-10,WD
01M292,SY09-10,P
02M296,SY09-10,P
03M299,SY09-10,P
01M301,SY09-10,WD
05M302,SY09-10,P
05M304,SY09-10,P
02M305,SY09-10,P
03M307,SY09-10,P
02M312,SY09-10,P
02M313,SY09-10,P
05M318,SY09-10,P
01M332,SY09-10,P
03M333,SY09-10,WD
03M334,SY09-10,WD
01M345,SY09-10,P
06M349,SY09-10,P
01M361,SY09-10,UPF
01M363,SY09-10,P
01M364,SY09-10,WD
06M366,SY09-10,P
05M367,SY09-10,UPF
04M372,SY09-10,WD
02M374,SY09-10,P
04M375,SY09-10,P
02M376,SY09-10,WD
04M377,SY09-10,WD
01M378,SY09-10,WD
04M381,SY09-10,P
02M400,SY09-10,WD
02M407,SY09-10,WD
02M408,SY09-10,P
04M409,SY09-10,P
02M419,SY09-10,P
02M420,SY09-10,P
02M425,SY09-10,P
02M429,SY09-10,UPF
04M435,SY09-10,WD
02M442,SY09-10,P
01M448,SY09-10,UPF
02M460,SY09-10,P
06M463,SY09-10,WD
02M489,SY09-10,WD
05M499,SY09-10,P
03M505,SY09-10,UPF
01M509,SY09-10,P
02M519,SY09-10,WD
02M520,SY09-10,P
02M529,SY09-10,P
06M540,SY09-10,WD
02M544,SY09-10,P
02M560,SY09-10,WD
02M575,SY09-10,P
02M580,SY09-10,P
02M586,SY09-10,UPF
02M605,SY09-10,P
04M610,SY09-10,WD
02M615,SY09-10,P
02M625,SY09-10,UPF
02M630,SY09-10,UPF
02M655,SY09-10,P
05M670,SY09-10,P
05M685,SY09-10,P
01M696,SY09-10,WD
03M860,SY09-10,P
30Q002,SY09-10,WD
25Q025,SY09-10,P
28Q030,SY09-10,P
29Q035,SY09-10,P
29Q036,SY09-10,P
29Q037,SY09-10,P
29Q038,SY09-10,P
28Q040,SY09-10,P
27Q047,SY09-10,WD
28Q054,SY09-10,P
28Q072,SY09-10,WD
28Q080,SY09-10,WD
24Q088,SY09-10,UPF
24Q091,SY09-10,UPF
26Q098,SY09-10,P
28Q101,SY09-10,WD
29Q109,SY09-10,P
28Q117,SY09-10,WD
29Q118,SY09-10,P
30Q126,SY09-10,P
24Q128,SY09-10,P
29Q131,SY09-10,WD
28Q140,SY09-10,P
27Q146,SY09-10,P
29Q147,SY09-10,P
30Q149,SY09-10,P
30Q151,SY09-10,P
29Q156,SY09-10,P
28Q190,SY09-10,P
29Q195,SY09-10,P
28Q196,SY09-10,P
27Q215,SY09-10,P
28Q217,SY09-10,P
30Q222,SY09-10,P
27Q226,SY09-10,P
30Q227,SY09-10,P
29Q231,SY09-10,P
25Q244,SY09-10,P
25Q250,SY09-10,UPF
27Q260,SY09-10,P
24Q267,SY09-10,P
29Q283,SY09-10,P
24Q293,SY09-10,P
29Q295,SY09-10,P
24Q296,SY09-10,P
24Q299,SY09-10,P
30Q301,SY09-10,WD
27Q302,SY09-10,P
28Q303,SY09-10,WD
24Q305,SY09-10,P
27Q306,SY09-10,WD
24Q307,SY09-10,P
27Q308,SY09-10,P
27Q309,SY09-10,P
28Q310,SY09-10,WD
27Q400,SY09-10,UPF
26Q415,SY09-10,P
25Q425,SY09-10,P
26Q435,SY09-10,P
30Q445,SY09-10,P
30Q450,SY09-10,P
24Q455,SY09-10,P
25Q460,SY09-10,P
27Q475,SY09-10,P
27Q480,SY09-10,WD
24Q485,SY09-10,WD
29Q492,SY09-10,UPF
26Q495,SY09-10,WD
29Q496,SY09-10,UPF
29Q498,SY09-10,P
25Q499,SY09-10,P
30Q502,SY09-10,P
28Q505,SY09-10,P
24Q520,SY09-10,P
25Q540,SY09-10,WD
30Q555,SY09-10,WD
24Q560,SY09-10,P
26Q566,SY09-10,WD
30Q575,SY09-10,P
30Q580,SY09-10,P
24Q600,SY09-10,WD
24Q610,SY09-10,WD
28Q620,SY09-10,WD
25Q670,SY09-10,P
28Q680,SY09-10,P
28Q690,SY09-10,P
24Q744,SY09-10,WD
75Q811,SY09-10,WD
31R002,SY09-10,WD
31R003,SY09-10,P
31R013,SY09-10,WD
31R014,SY09-10,P
31R024,SY09-10,P
75R025,SY09-10,P
31R030,SY09-10,P
31R032,SY09-10,WD
31R035,SY09-10,WD
31R036,SY09-10,WD
31R044,SY09-10,P
31R046,SY09-10,WD
31R051,SY09-10,P
31R054,SY09-10,WD
31R055,SY09-10,P
31R061,SY09-10,WD
31R063,SY09-10,P
31R064,SY09-10,P
31R065,SY09-10,WD
31R075,SY09-10,WD
31R080,SY09-10,WD
31R445,SY09-10,WD
31R450,SY09-10,WD
31R460,SY09-10,WD
10X009,SY09-10,WD
11X021,SY09-10,P
10X023,SY09-10,WD
10X024,SY09-10,WD
07X029,SY09-10,WD
12X050,SY09-10,P
09X058,SY09-10,P
08X062,SY09-10,P
09X064,SY09-10,P
07X065,SY09-10,P
09X073,SY09-10,P
11X087,SY09-10,P
12X092,SY09-10,P
10X094,SY09-10,P
08X100,SY09-10,P
08X101,SY09-10,WD
12X102,SY09-10,UPF
08X107,SY09-10,UPF
11X108,SY09-10,P
11X111,SY09-10,WD
08X125,SY09-10,UPF
08X130,SY09-10,P
08X131,SY09-10,P
09X132,SY09-10,UPF
10X141,SY09-10,P
11X142,SY09-10,UPF
07X154,SY09-10,P
75X188,SY09-10,WD
11X189,SY09-10,P
10X213,SY09-10,P
10X226,SY09-10,WD
09X227,SY09-10,P
09X230,SY09-10,P
09X236,SY09-10,P
09X239,SY09-10,P
10X243,SY09-10,P
11X253,SY09-10,P
09X260,SY09-10,WD
09X263,SY09-10,WD
11X265,SY09-10,WD
11X270,SY09-10,P
12X271,SY09-10,P
11X272,SY09-10,P
09X276,SY09-10,P
12X278,SY09-10,UPF
10X284,SY09-10,P
11X287,SY09-10,P
08X295,SY09-10,UPF
12X300,SY09-10,WD
08X301,SY09-10,WD
09X303,SY09-10,P
08X305,SY09-10,UPF
07X321,SY09-10,P
11X322,SY09-10,P
11X326,SY09-10,UPF
08X333,SY09-10,P
07X334,SY09-10,P
10X368,SY09-10,WD
07X369,SY09-10,UPF
08X377,SY09-10,UPF
07X379,SY09-10,P
07X381,SY09-10,P
10X382,SY09-10,P
12X383,SY09-10,WD
12X384,SY09-10,P
07X385,SY09-10,P
10X386,SY09-10,P
12X388,SY09-10,WD
10X397,SY09-10,WD
08X405,SY09-10,P
09X412,SY09-10,P
09X414,SY09-10,P
11X418,SY09-10,P
08X424,SY09-10,WD
07X427,SY09-10,P
10X433,SY09-10,P
10X438,SY09-10,P
10X439,SY09-10,P
10X440,SY09-10,P
10X442,SY09-10,WD
08X452,SY09-10,UPF
11X455,SY09-10,P
10X475,SY09-10,P
07X495,SY09-10,P
07X500,SY09-10,P
09X505,SY09-10,P
11X514,SY09-10,P
08X519,SY09-10,P
07X520,SY09-10,P
09X525,SY09-10,P
07X527,SY09-10,P
08X530,SY09-10,WD
10X546,SY09-10,P
07X547,SY09-10,UPF
08X560,SY09-10,U
07X600,SY09-10,P
08X650,SY09-10,P
07X655,SY09-10,UPF
10X660,SY09-10,P
07X670,SY09-10,P
12X684,SY09-10,P
12X692,SY09-10,P
15K001,SY10-11,P
16K005,SY10-11,P
17K006,SY10-11,WD
13K008,SY10-11,P
13K011,SY10-11,P
19K013,SY10-11,D
22K014,SY10-11,D
14K016,SY10-11,D
14K017,SY10-11,P
14K019,SY10-11,D
17K022,SY10-11,D
15K024,SY10-11,WD
16K025,SY10-11,D
16K026,SY10-11,P
14K034,SY10-11,WD
15K038,SY10-11,P
15K039,SY10-11,P
16K040,SY10-11,P
13K044,SY10-11,D
20K048,SY10-11,P
14K059,SY10-11,D
14K071,SY10-11,P
32K075,SY10-11,P
16K081,SY10-11,P
32K086,SY10-11,P
19K089,SY10-11,P
17K092,SY10-11,P
15K094,SY10-11,WD
21K100,SY10-11,P
21K101,SY10-11,WD
32K106,SY10-11,P
14K110,SY10-11,P
20K112,SY10-11,WD
13K113,SY10-11,D
18K115,SY10-11,P
22K119,SY10-11,P 
14K120,SY10-11,P
32K123,SY10-11,P
14K126,SY10-11,D
20K127,SY10-11,D
15K130,SY10-11,WD
14K132,SY10-11,WD
18K135,SY10-11,D
15K136,SY10-11,D
22K139,SY10-11,D
75K140,SY10-11,U
32K145,SY10-11,P
32K151,SY10-11,D
22K152,SY10-11,WD
21K153,SY10-11,D
15K154,SY10-11,P
23K155,SY10-11,P
19K158,SY10-11,D
20K160,SY10-11,WD
17K161,SY10-11,D
32K162,SY10-11,WD
19K166,SY10-11,D
17K167,SY10-11,D
15K169,SY10-11,P
19K171,SY10-11,D
21K177,SY10-11,WD
20K180,SY10-11,D
20K185,SY10-11,P
20K186,SY10-11,WD
21K188,SY10-11,P
20K200,SY10-11,WD
19K202,SY10-11,D
20K204,SY10-11,WD
20K205,SY10-11,WD
22K207,SY10-11,P
21K209,SY10-11,D
18K211,SY10-11,WD
21K212,SY10-11,WD
21K215,SY10-11,D
22K217,SY10-11,WD
19K218,SY10-11,U
18K219,SY10-11,P
20K227,SY10-11,P
21K228,SY10-11,P
20K229,SY10-11,P
15K230,SY10-11,P
18K235,SY10-11,P
21K238,SY10-11,P
16K243,SY10-11,D
18K244,SY10-11,WD
22K245,SY10-11,P
17K246,SY10-11,P
14K250,SY10-11,P
22K251,SY10-11,WD
13K266,SY10-11,P
16K267,SY10-11,P
18K268,SY10-11,D
22K269,SY10-11,D
18K272,SY10-11,D
19K273,SY10-11,WD
18K276,SY10-11,P
22K278,SY10-11,D
18K279,SY10-11,P
21K281,SY10-11,P
18K285,SY10-11,D
13K287,SY10-11,P
32K296,SY10-11,D
23K298,SY10-11,D
13K301,SY10-11,D
19K302,SY10-11,D
21K303,SY10-11,P
13K307,SY10-11,P
16K308,SY10-11,P
22K312,SY10-11,WD
13K313,SY10-11,D
15K321,SY10-11,WD
23K323,SY10-11,P
21K329,SY10-11,P
17K334,SY10-11,U
16K335,SY10-11,P
32K349,SY10-11,D
17K354,SY10-11,P
22K361,SY10-11,D
19K364,SY10-11,P
75K368,SY10-11,D
32K377,SY10-11,D
17K382,SY10-11,U
16K385,SY10-11,P
16K393,SY10-11,U
75K396,SY10-11,U
17K408,SY10-11,D
15K429,SY10-11,P
19K452,SY10-11,P
14K454,SY10-11,D
16K455,SY10-11,D
21K468,SY10-11,WD
14K477,SY10-11,D
17K484,SY10-11,D
23K493,SY10-11,P
22K495,SY10-11,P
16K498,SY10-11,P
19K502,SY10-11,D
20K503,SY10-11,WD
19K504,SY10-11,P
20K505,SY10-11,P
20K506,SY10-11,WD
19K507,SY10-11,D
23K518,SY10-11,P
15K519,SY10-11,D
23K522,SY10-11,P
13K527,SY10-11,P
17K528,SY10-11,D
15K530,SY10-11,U
17K531,SY10-11,P
17K533,SY10-11,P
16K534,SY10-11,P
21K540,SY10-11,D
17K543,SY10-11,WD
17K547,SY10-11,D
32K564,SY10-11,P
14K577,SY10-11,P
18K578,SY10-11,D
18K581,SY10-11,D
16K584,SY10-11,D
14K586,SY10-11,D
17K587,SY10-11,P
18K588,SY10-11,D
15K592,SY10-11,P
13K605,SY10-11,P
14K610,SY10-11,D
14K614,SY10-11,WD
13K616,SY10-11,P
21K620,SY10-11,P
16K627,SY10-11,D
23K631,SY10-11,D
23K634,SY10-11,P
23K646,SY10-11,P
23K647,SY10-11,P
15K656,SY10-11,P
19K659,SY10-11,P
19K660,SY10-11,D
13K670,SY10-11,P
15K698,SY10-11,P
75K811,SY10-11,D
15K821,SY10-11,P
02M003,SY10-11,P
06M004,SY10-11,P
02M006,SY10-11,WD
04M007,SY10-11,P
04M012,SY10-11,P
04M013,SY10-11,D
05M030,SY10-11,P
01M034,SY10-11,WD
04M037,SY10-11,P
02M040,SY10-11,WD
02M041,SY10-11,WD
02M051,SY10-11,WD
01M063,SY10-11,P
01M064,SY10-11,P
03M075,SY10-11,D
03M084,SY10-11,D
02M089,SY10-11,WD
02M104,SY10-11,P
04M108,SY10-11,P
01M110,SY10-11,P
02M114,SY10-11,WD
06M115,SY10-11,P
05M129,SY10-11,P
01M137,SY10-11,D
01M140,SY10-11,D
06M143,SY10-11,P
04M146,SY10-11,D
02M150,SY10-11,WD
02M151,SY10-11,P
06M152,SY10-11,P
05M154,SY10-11,P
04M155,SY10-11,P
05M161,SY10-11,WD
03M163,SY10-11,P
03M166,SY10-11,D
75M169,SY10-11,P
04M171,SY10-11,WD
05M175,SY10-11,P
03M180,SY10-11,WD
06M187,SY10-11,P
01M188,SY10-11,U
06M189,SY10-11,P
03M191,SY10-11,D
05M200,SY10-11,D
04M206,SY10-11,P
02M234,SY10-11,WD
03M241,SY10-11,D
03M243,SY10-11,WD
03M245,SY10-11,WD
03M283,SY10-11,D
05M285,SY10-11,U
01M292,SY10-11,D
02M300,SY10-11,P
06M311,SY10-11,WD
02M313,SY10-11,P
01M315,SY10-11,P
06M322,SY10-11,P
06M325,SY10-11,P
06M328,SY10-11,WD
01M332,SY10-11,P
01M361,SY10-11,P
01M364,SY10-11,D
04M375,SY10-11,D
04M381,SY10-11,D
02M397,SY10-11,P
02M407,SY10-11,WD
04M409,SY10-11,U
02M413,SY10-11,WD
03M415,SY10-11,D
02M429,SY10-11,D
01M448,SY10-11,D
02M460,SY10-11,P
06M468,SY10-11,P
05M469,SY10-11,P
04M497,SY10-11,P
05M499,SY10-11,P
02M500,SY10-11,D
03M505,SY10-11,D
02M520,SY10-11,D
06M528,SY10-11,D
01M539,SY10-11,P
02M570,SY10-11,D
02M580,SY10-11,P
02M586,SY10-11,D
02M605,SY10-11,P
04M610,SY10-11,P
02M615,SY10-11,P
02M620,SY10-11,U
02M625,SY10-11,U
02M630,SY10-11,P
05M670,SY10-11,P
04M680,SY10-11,D
05M685,SY10-11,D
75M721,SY10-11,P
75M811,SY10-11,P
04M825,SY10-11,D
03M860,SY10-11,D
28Q008,SY10-11,D
30Q011,SY10-11,P
24Q016,SY10-11,P
30Q017,SY10-11,D
26Q018,SY10-11,WD
25Q021,SY10-11,P
25Q022,SY10-11,WD
26Q026,SY10-11,P
28Q030,SY10-11,D
25Q032,SY10-11,D
29Q033,SY10-11,P
29Q035,SY10-11,D
29Q036,SY10-11,P
29Q037,SY10-11,P
29Q038,SY10-11,P
28Q040,SY10-11,P
27Q045,SY10-11,P
28Q048,SY10-11,D
28Q050,SY10-11,D
28Q055,SY10-11,D
27Q064,SY10-11,P
27Q065,SY10-11,P
26Q067,SY10-11,WD
30Q070,SY10-11,P
24Q071,SY10-11,P
28Q072,SY10-11,D
24Q073,SY10-11,D
26Q074,SY10-11,P
24Q077,SY10-11,P
25Q079,SY10-11,WD
28Q082,SY10-11,D
30Q084,SY10-11,P
30Q085,SY10-11,P
24Q087,SY10-11,P
24Q088,SY10-11,D
24Q091,SY10-11,P
24Q093,SY10-11,P
26Q094,SY10-11,WD
29Q095,SY10-11,D
27Q100,SY10-11,P
27Q105,SY10-11,P
25Q107,SY10-11,P
30Q111,SY10-11,D
26Q115,SY10-11,P
29Q116,SY10-11,D
29Q118,SY10-11,D
24Q119,SY10-11,P
27Q124,SY10-11,WD
24Q125,SY10-11,WD
30Q126,SY10-11,P
30Q127,SY10-11,P
27Q137,SY10-11,P
24Q143,SY10-11,P
28Q144,SY10-11,WD
29Q147,SY10-11,D
30Q151,SY10-11,D
26Q158,SY10-11,WD
28Q160,SY10-11,P
25Q164,SY10-11,P
25Q165,SY10-11,D
30Q166,SY10-11,P
25Q169,SY10-11,WD
26Q172,SY10-11,P
28Q174,SY10-11,WD
26Q178,SY10-11,P
29Q181,SY10-11,P
28Q182,SY10-11,P
25Q185,SY10-11,P
26Q186,SY10-11,WD
25Q189,SY10-11,WD
25Q193,SY10-11,P
25Q194,SY10-11,D
29Q195,SY10-11,P
27Q202,SY10-11,P
30Q204,SY10-11,P
28Q206,SY10-11,P
25Q209,SY10-11,WD
27Q210,SY10-11,P
30Q212,SY10-11,P
27Q215,SY10-11,D
28Q220,SY10-11,WD
30Q230,SY10-11,P
29Q231,SY10-11,D
75Q233,SY10-11,WD
30Q234,SY10-11,P
24Q239,SY10-11,WD
25Q250,SY10-11,D
29Q251,SY10-11,P
25Q252,SY10-11,P
27Q253,SY10-11,P
26Q266,SY10-11,P
27Q309,SY10-11,D
27Q333,SY10-11,P
27Q400,SY10-11,D
27Q410,SY10-11,U
30Q445,SY10-11,D
30Q450,SY10-11,P
24Q455,SY10-11,U
25Q460,SY10-11,D
28Q470,SY10-11,U
27Q475,SY10-11,D
27Q480,SY10-11,D
24Q485,SY10-11,P
29Q492,SY10-11,D
29Q494,SY10-11,D
29Q496,SY10-11,D
24Q550,SY10-11,WD
24Q600,SY10-11,WD
25Q670,SY10-11,P
25Q792,SY10-11,P
31R004,SY10-11,D
31R007,SY10-11,WD
31R011,SY10-11,P
31R014,SY10-11,D
31R018,SY10-11,P
31R020,SY10-11,P
31R030,SY10-11,D
31R035,SY10-11,P
75R037,SY10-11,P
31R041,SY10-11,P
31R044,SY10-11,D
31R045,SY10-11,D
31R046,SY10-11,P
31R054,SY10-11,P
31R055,SY10-11,P
31R056,SY10-11,D
31R058,SY10-11,P
31R063,SY10-11,WD
31R069,SY10-11,P
31R080,SY10-11,P
75R373,SY10-11,P
07X001,SY10-11,D
09X004,SY10-11,P
07X005,SY10-11,P
12X006,SY10-11,U
10X009,SY10-11,P
08X014,SY10-11,D
11X016,SY10-11,D
11X019,SY10-11,P
09X022,SY10-11,D
08X036,SY10-11,P
07X049,SY10-11,D
10X051,SY10-11,P
09X053,SY10-11,P
09X055,SY10-11,D
12X061,SY10-11,P
09X063,SY10-11,WD
12X066,SY10-11,WD
11X068,SY10-11,D
09X070,SY10-11,D
08X075,SY10-11,P
10X080,SY10-11,P
11X087,SY10-11,D
08X093,SY10-11,P
11X097,SY10-11,P
09X110,SY10-11,P
09X117,SY10-11,D
08X119,SY10-11,P
08X125,SY10-11,U
09X126,SY10-11,D
12X129,SY10-11,P
08X130,SY10-11,D
08X131,SY10-11,P
09X132,SY10-11,D
08X138,SY10-11,D
10X141,SY10-11,P
11X142,SY10-11,D
11X144,SY10-11,U
07X157,SY10-11,P
10X159,SY10-11,P
11X160,SY10-11,D
07X161,SY10-11,D
07X162,SY10-11,U
09X163,SY10-11,P
75X168,SY10-11,P
11X178,SY10-11,D
07X179,SY10-11,P
75X186,SY10-11,D
11X189,SY10-11,D
11X194,SY10-11,P
12X195,SY10-11,D
07X203,SY10-11,D
12X212,SY10-11,P
12X214,SY10-11,WD
09X215,SY10-11,P
10X226,SY10-11,P
09X230,SY10-11,D
11X270,SY10-11,D
11X272,SY10-11,D
12X273,SY10-11,D
09X276,SY10-11,D
07X277,SY10-11,D
12X278,SY10-11,D
11X288,SY10-11,P
08X295,SY10-11,P
09X297,SY10-11,P
07X298,SY10-11,D
08X304,SY10-11,WD
08X305,SY10-11,P
10X306,SY10-11,D
10X308,SY10-11,WD
07X321,SY10-11,D
09X325,SY10-11,D
11X326,SY10-11,D
09X329,SY10-11,D
07X334,SY10-11,P
09X339,SY10-11,D
10X340,SY10-11,WD
10X360,SY10-11,P
08X366,SY10-11,D
07X369,SY10-11,D
11X370,SY10-11,D
12X372,SY10-11,D
08X375,SY10-11,D
08X377,SY10-11,D
07X381,SY10-11,D
10X382,SY10-11,P
10X386,SY10-11,D
10X391,SY10-11,U
08X405,SY10-11,D
09X412,SY10-11,U
09X413,SY10-11,P
11X415,SY10-11,U
10X438,SY10-11,U
10X439,SY10-11,D
10X440,SY10-11,D
08X452,SY10-11,D
11X462,SY10-11,D
07X473,SY10-11,P
09X517,SY10-11,D
08X530,SY10-11,D
11X542,SY10-11,P
07X547,SY10-11,U
08X560,SY10-11,D
07X600,SY10-11,D
08X650,SY10-11,U
07X655,SY10-11,U
10X660,SY10-11,D
12X691,SY10-11,D
12X050,SY 11-12,D
05M369,SY 11-12,D
17K221,SY 11-12,D
29Q015,SY 11-12,P
13K430,SY 11-12,P
03M541,SY 11-12,P
16K057,SY 11-12,D
25Q129,SY 11-12,D
26Q162,SY 11-12,P
18K569,SY 11-12,P
75X176,SY 11-12,D
08X269,SY 11-12,D
27Q282,SY 11-12,P
24Q013,SY 11-12,P
32K296,SY 11-12,U
07X600,SY 11-12,U
28Q086,SY 11-12,D
22K052,SY 11-12,P
20K102,SY 11-12,P
01M839,SY 11-12,P
17K002,SY 11-12,D
10X080,SY 11-12,D
04M050,SY 11-12,D
02M167,SY 11-12,D
09X035,SY 11-12,P
30Q010,SY 11-12,P
03M165,SY 11-12,WD
18K068,SY 11-12,D
06M368,SY 11-12,D
02M316,SY 11-12,P
07X018,SY 11-12,D
12X044,SY 11-12,D
10X331,SY 11-12,P
14K157,SY 11-12,P
11X096,SY 11-12,P
03M242,SY 11-12,P
05M046,SY 11-12,P
10X003,SY 11-12,D
19K007,SY 11-12,P
15K136,SY 11-12,D
02M303,SY 11-12,P
31R072,SY 11-12,P
28Q139,SY 11-12,P
19K190,SY 11-12,D
10X020,SY 11-12,P
11X142,SY 11-12,D
04M038,SY 11-12,P
08X014,SY 11-12,D
14K318,SY 11-12,P
30Q078,SY 11-12,P
11X089,SY 11-12,D
08X367,SY 11-12,D
10X291,SY 11-12,P
23K156,SY 11-12,P
27Q318,SY 11-12,P
02M111,SY 11-12,D
22K278,SY 11-12,D
32K347,SY 11-12,P
31R038,SY 11-12,P
07X655,SY 11-12,U
16K308,SY 11-12,D
31R001,SY 11-12,WD
19K660,SY 11-12,D
22K193,SY 11-12,D
05M410,SY 11-12,D
17K524,SY 11-12,P
21K216,SY 11-12,P
15K519,SY 11-12,D
25Q285,SY 11-12,WD
08X650,SY 11-12,U
13K256,SY 11-12,D
11X370,SY 11-12,D
19K159,SY 11-12,D
08X107,SY 11-12,D
29Q034,SY 11-12,P
75K231,SY 11-12,D
06M218,SY 11-12,P
19K166,SY 11-12,D
19K202,SY 11-12,D
25Q154,SY 11-12,WD
18K673,SY 11-12,P
08X467,SY 11-12,D
07X029,SY 11-12,P
16K688,SY 11-12,D
22K206,SY 11-12,P
18K208,SY 11-12,P
09X443,SY 11-12,D
10X391,SY 11-12,D
13K133,SY 11-12,P
24Q019,SY 11-12,P
02M225,SY 11-12,P
21K225,SY 11-12,P
31R022,SY 11-12,P
06M052,SY 11-12,WD
15K088,SY 11-12,P
23K178,SY 11-12,D
17K399,SY 11-12,D
75K004,SY 11-12,P
10X054,SY 11-12,D
09X028,SY 11-12,P
11X299,SY 11-12,D
20K609,SY 11-12,D
11X322,SY 11-12,D
04M072,SY 11-12,P
19K108,SY 11-12,P
30Q112,SY 11-12,P
10X206,SY 11-12,P
02M131,SY 11-12,D
29Q270,SY 11-12,P
25Q237,SY 11-12,D
31R440,SY 11-12,WD
11X105,SY 11-12,D
06M192,SY 11-12,D
01M188,SY 11-12,D
10X007,SY 11-12,P
27Q650,SY 11-12,P
13K270,SY 11-12,P
05M194,SY 11-12,U
07X025,SY 11-12,P
15K146,SY 11-12,WD
22K194,SY 11-12,P
29Q181,SY 11-12,D
21K226,SY 11-12,P
06M005,SY 11-12,D
10X447,SY 11-12,P
