"Borough, Block, Lot #",Street Address,Zip Code,Borough,Utility,Building Manager,Owner,Owner Telephone,DEP Boiler Application #,#6 Deadline,Boiler Model,# of Identical Boilers,Boiler Capacity (Gross  BTU),Boiler Installation Date,Boiler Age Range,Est. Retirement Year,Burner Model,Primary Fuel,Total Gallons (High),Total Gallons (Low),Total MMBTU (High),Total MMBTU (low),Greener Greater Buildings,GGB Deadline,Building Type,City Council District,City Community Board,Bldg Sqft,# of Bldgs,# of Floors,# of Res. Units,Total Units,Year Built,Condo?,Coop?,Location 1,Owner Address
1015347501,200 EAST 89 STREET,10128,Manhattan,Con Edison,WILLIAM J.,THE MONARCH CONDOMINIUM,914-779-0405,CA049686H,2/13/14,CLEAVER BROOKS CB 400-200,2,8.40,1986,21 to 26 years old,2021,CLEAVER BROOKS CB 400-200,#6,153318,107323,22998,16098,Yes,2014,Condominiums,5,108,224039,1,45,253,255,1987,YES,NO,"200 EAST 89 STREET
Manhattan, New York 10128
(40.78057833269452, -73.95223719253187)","66 PALMER AVENUE SUITE#43, BRONXVILLE NY 10708"
1015410021,225 EAST 95 STREET,10128,Manhattan,Con Edison,"OGDEN CAP PROPERTIES, LLC","OGDEN CAP PROPERTIES, LLC",x,CA322286N,3/4/14,FEDERAL FST-500,4,6.30,1986,21 to 26 years old,2021,ST. JOHNSON FD 68CAHM-500,#6,461090,322763,67476,47233,Yes,2021,Elevator Apartments,4,108,968264,4,35,1092,1097,1986,NO,NO,"225 EAST 95 STREET
Manhattan, New York 10128
(40.78431794411101, -73.9492005662102)","20 WEST 64 ST., MANHATTAN NY 10023"
1015507501,1695 1 AVENUE,10128,Manhattan,Con Edison,LEIGHTON HOUSE,LEIGH HOUSE C/O COOPER SQUARE REALTY,x,CA403089Z,7/30/14,CLEAVERBROOKS CB 600 300,2,12.62,1989,21 to 26 years old,2024,CLEAVERBROOKS CB 600 300,#6,252534,176774,36956,25869,Yes,2020,Condominiums,5,108,212760,1,43,163,164,1988,YES,NO,"1695 1 AVENUE
Manhattan, New York 10128
(40.778052838498084, -73.94860415852807)","6 EAST 43RD STREET, MANHATTAN NY 10017"
1015510026,1705 1 AVENUE,10128,Manhattan,Con Edison,EBERHART BROTHERS,FRANK & WALTER LP I,212 570-2400,CA244892M,4/29/14,BEST  4 A 55,1,2.30,1992,16 to 20 years old,2027,ICI  MMG-28,#4,18177,12724,2636,1845,No,NA,Walk-Up Apartments,5,108,20010,1,5,24,27,1920,NO,NO,"1705 1 AVENUE
Manhattan, New York 10128
(40.77841995982419, -73.9482981620435)","312 EAST 82 STREET, MANHATTAN NY 10028"
1015540039,320 EAST 92 STREET,10128,Manhattan,Con Edison,BAYFIELD DEVELOPMENT CO.,BAYFIELD DEVELOPMENT CO.#1,x,CA020285H,3/27/15,BEST 5B-100,1,4.20,1985,21 to 26 years old,2020,IND COMB INC MEG-42(P),#6,22484,15739,3373,2361,No,NA,Walk-Up Apartments,5,108,20909,1,6,35,35,1915,NO,NO,"320 EAST 92 STREET
Manhattan, New York 10128
(40.78116289201358, -73.94779454170708)","312 EAST 82 STREET, MANHATTAN NY 10028"
1015560017,333 EAST 93 STREET,10128,Manhattan,Con Edison,MOUNT SINAI REAL ESTATE DIV.,MOUNT SINAI MEDICAL CENTER,212 410-0307,CA182298Z,2/21/14,FEDERAL FST-150,1,6.27,1998,11 to 15 years old,2033,INDUSTRIAL COMB. DE-83 (S),#4,49056,34339,7113,4979,Yes,2016,Elevator Apartments,4,108,54450,1,5,94,94,1920,NO,NO,"333 EAST 93 STREET
Manhattan, New York 10128
(40.78203142309913, -73.94766358830654)","61 EAST 97TH STREET, MANHATTAN NY 10029"
1015650029,444 EAST 86 STREET,10028,Manhattan,Con Edison,CENTURY OPERATING CORP,CENTURY OPERATING CORP.,212 560-6422,CA234587R,10/2/14,FEDERAL FST 250,3,10.00,1987,21 to 26 years old,2022,I.C.I. DEG 105 (P),#6,202028,141419,29565,20696,Yes,2015,Elevator Apartments,5,108,384646,1,37,315,317,1973,NO,YES,"444 EAST 86 STREET
Manhattan, New York 10028
(40.77640336202705, -73.9483873981149)","7 PENN PLAZA  STE#1400, MANHATTAN NY 10028"
1015660001,401 EAST 86 STREET,10028,Manhattan,Con Edison,FAIRMOUNT TENANTS%GOODSTEIN MGMT,FAIRMOUNT TENANT%GOODSTEIN MGMT,212 376-8600,CB192201M,9/9/14,FEDERAL FST-300,2,12.60,2001,5 to 10 years old,2036,S.T. JOHNSON-  FD-68-CA300HP,#6,123188,86231,18478,12935,Yes,2016,Elevator Apartments,5,108,184745,1,19,229,232,1963,NO,YES,"401 EAST 86 STREET
Manhattan, New York 10028
(40.77690135574725, -73.94926553755775)","211 EAST 46 STREET, NEW YORK N.Y. 10017"
1015760014,515 EAST 79 STREET,10021,Manhattan,Con Edison,KREISEL CO.INC./79 ST. E.END AVE CO.,79ST. E.END AVE CO.,212 879-3696,CA234881H,11/17/12,FEDERAL FST-200,2,9.16,1981,26 to 30 years old,2016,HEVE OIL DEG-84P,#6,228145,159702,33426,23399,Yes,2016,Elevator Apartments,5,108,232400,1,30,163,163,1981,NO,YES,"515 EAST 79 STREET
Manhattan, New York 10021
(40.76944000035587, -73.95844999986747)","515 EAST 79TH STREET, MANHATTAN NY 10075"
1015760027,10 EAST END AVENUE,10021,Manhattan,Con Edison,10 EAST END OWNERS INC.,10 EAST END AVE%WALLACK MGMT.,212 753-3381,CA201498Y,2/10/14,FEDERAL  FST-300,1,11.93,1998,11 to 15 years old,2033,HEVE (ICI) DEG 145 P,#6,131400,91980,19710,13797,Yes,2016,Elevator Apartments,5,108,230473,1,20,198,198,1957,NO,YES,"10 EAST END AVENUE
Manhattan, New York 10021
(40.76944000035587, -73.95844999986747)","18 EAST 64 STREET, MANHATTAN NY 10065"
1015780014,525 EAST 81 STREET,10028,Manhattan,Con Edison,525 REALTY COMPANY,ELK INVESTORS 525 EAST81ST LLC.,516 825-5155,CA082083N,1/20/14,FITZGIBBONS DM-121,1,5.54,1983,26 to 30 years old,2018,ICI MEG-34 (S),#6,37559,26291,5634,3944,No,NA,Elevator Apartments,5,108,24960,1,5,44,44,1957,NO,NO,"525 EAST 81 STREET
Manhattan, New York 10028
(40.772499804392545, -73.94882807497149)","10 EAST MERRICK ROAD RM 208, VALLEY STREAM NY 11580"
1015800023,80 EAST END AVENUE,10028,Manhattan,Con Edison,80 EAST END OWNERS'S CORP.,DOUGLAS ELLIMAN PROPERTY MGMT.,212 -370-9200---,CA093383Z,7/11/13,PACIFIC 9303A,2,8.40,1983,26 to 30 years old,2018,ICI DEG 105S,#6,178608,125025,26138,18296,Yes,2020,Elevator Apartments,5,108,182000,1,20,152,154,1958,NO,YES,"80 EAST END AVENUE
Manhattan, New York 10028
(40.77315892595283, -73.94609482307175)","675 THIRD AVENUE, MANHATTAN NY 10017"
1015820023,120 EAST END AVENUE,10028,Manhattan,Con Edison,INSIGNA 120 EAST END AVENUE CORP.,120 EAST END AVENUE CORP./NICK WAGNER,x,CA141265L,3/17/13,CLEAVER BROOKS C B 665-300,2,11.80,1965,41 - 45 years old,2010,CLEAVER BROOKS INTEGAL,#6,503580,352506,51300,35910,Yes,2022,Elevator Apartments,5,108,211270,1,17,34,34,1931,NO,YES,"120 EAST END AVENUE
Manhattan, New York 10028
(40.774444956454715, -73.94516852138156)","120  E. END AVENUE, NEW YORK NY 10028"
1015830012,525 EAST 86 STREET,10028,Manhattan,Con Edison,THIRD EQUITY OWNERS CORP. %D. ELLIMAN,DOUGLAS EILLIMAN PROPERTY MGMT.,212 370-9200,CB574603Z,5/5/14,ROCKMILLS MP-200 (NEW),2,6.69,2003,5 to 10 years old,2038,HEVE (I.C.) DEG-84P (NEW),#6,82125,57487,12319,8623,Yes,2013,Elevator Apartments,5,108,223473,1,21,138,139,1962,NO,YES,"525 EAST 86 STREET
Manhattan, New York 10028
(40.77544320390723, -73.94590596544555)","675 THIRD AVENUE, NEW YORK NY 10017"
1015830015,535 EAST 86 STREET,10028,Manhattan,Con Edison,535 EAST 86TH STREET CORP.,DOUGLAS ELLIMAN PROPERTY MGMT. GROUP.,212 370-9200,CA319494K,5/23/13,FEDERAL FLW 4250,2,20.66,1994,16 to 20 years old,2029,HEVE-DEG-145-S,#6,147825,103478,22174,15522,Yes,2013,Elevator Apartments,5,108,320600,2,21,143,143,1960,NO,YES,"535 EAST 86 STREET
Manhattan, New York 10028
(40.775299312382515, -73.94553724341358)","675 3 AVENUE, MANHATTAN NY 10017"
1015860043,520 EAST 90 STREET,10128,Manhattan,Con Edison,GRACIE GARDENS OWNERS CORP.,GRACIE GARDENS/OWENERS CO,212 634-8913,CA437687Y,3/14/15,ROCKMILL MP 150,1,6.27,1987,21 to 26 years old,2022,INDUSTRIAL COMBUSTION DEG 63 P,#6,55845,39092,11038,7726,Yes,2016,Elevator Apartments,5,108,71000,1,6,68,68,1942,NO,YES,"520 EAST 90 STREET
Manhattan, New York 10128
(40.77822434228193, -73.94479175152115)","6 EAST 43 STREET, MANHATTAN NY 10017"
1015890002,1 EAST END AVENUE,10021,Manhattan,Con Edison,ONE E. END AVE. CORP. % BROWN HARRIS,"BROWN HARRIS, STEVENS,LLC",212 508-7200,CB513103L,4/11/14,BEST 5C-150 (NEW),2,5.02,2003,5 to 10 years old,2038,ICI DEG-63P (NEW),#6,65700,45990,9855,6899,Yes,2019,Elevator Apartments,5,108,115835,1,14,33,33,1929,NO,YES,"1 EAST END AVENUE
Manhattan, New York 10021
(40.76944000035587, -73.95844999986747)","770 LEXINGTON AVENUE, NEW YORK NY 10065"
1015900042,1 GRACIE SQUARE,10028,Manhattan,Con Edison,1 GRACIE SQUARE CORP,1 GRACIE SQUARE CORP,212 744-5740,CA003285N,10/9/12,ROCKMILLS BOILER MP-100,1,4.20,1985,21 to 26 years old,2020,INDUSTR COMBUST DEG-42-P,#6,43800,30660,6570,4599,Yes,2020,Elevator Apartments,5,108,53736,1,14,22,22,1929,NO,YES,"1 GRACIE SQUARE
Manhattan, New York 10028
(40.77356226034428, -73.94574629837028)","1 GRACIE SQUARE, MANHATTAN NY 10028"
1015900044,7 GRACIE SQUARE,10028,Manhattan,Con Edison,"7 GRACIE SQ CORP./BROWN,HARRIS,&STEVENS","C/O BROWN,HARRIS,& STEVENS",212 -508-7308,CA082283H,12/1/13,ROCKMILLS MP 150,1,6.27,1983,26 to 30 years old,2018,I.C.I. DEG-63 P,#4,66683,46678,9588,6711,Yes,2020,Elevator Apartments,5,108,87869,1,15,43,43,1929,NO,YES,"7 GRACIE SQUARE
Manhattan, New York 10028
(40.77354466299007, -73.94571006852337)","770 LEXINGTON AVENUE, MANHATTAN NY 10065"
1016020060,12 EAST 97 STREET,10029,Manhattan,Con Edison,12 EAST 97TH OWNERS%INSIGNIA RESIDENTIAL GROUP,12 E 97TH STREET OWNERS.c/o DOUGLAS ELLIMAN ,212-350-2839,CA244971K,9/12/12,AMES  820,1,5.90,1971,36 - 40 year old,2010,TODD  AO.8,#6,61904,43333,9286,6500,Yes,2022,Elevator Apartments,4,111,121369,1,11,113,113,1928,NO,YES,"12 EAST 97 STREET
Manhattan, New York 10029
(40.78822256994357, -73.95449449082537)","675 3 AVENUE, MANHATTAN NY 10017"
1016020060,12 EAST 97 STREET,10029,Manhattan,Con Edison,12 EAST 97TH ST.OWNERS CORP.,12 E 97TH ST. OWNERS C/O DOUGLAS ELLIMAN,212 370 9200,CA144781L,6/7/15,ROCKMILLS MP-200,1,8.19,1981,26 to 30 years old,2016,HEV-E OIL DEG 84 P,#6,171806,120264,25130,17591,Yes,2022,Elevator Apartments,4,111,121369,1,11,113,113,1928,NO,YES,"12 EAST 97 STREET
Manhattan, New York 10029
(40.78822256994357, -73.95449449082537)","675 3 AVENUE, MANHATTAN NY 10017"
1016027501,65 EAST 96 STREET,10128,Manhattan,Con Edison,THE GATSBY CONDOMINIUM,65 E. 96TH ST. OWNRS CORP % J & C LAMB MGT.,212 779-6000,CB041508R,8/12/14,ROCKMILLS MP - 150 (EXSTG),1,5.00,2008,Fewer than 5 years old,2043,ICI DEG - 63P (NEW),#6,45443,31810,6816,4772,Yes,2022,Condominiums,4,111,97000,1,15,60,62,1924,YES,NO,"65 EAST 96 STREET
Manhattan, New York 10128
(40.787066759331914, -73.95362909475138)","4 PARK AVENUE MEZZ., NEW YORK NY 10016"
1016030069,1165 5 AVENUE,10029,Manhattan,Con Edison,2 E98TH ST CORP/INSIGNIA RES. GRP,BROWN HARRIS & STEVENS,212 508-7308,CA210693Y,2/2/15,ROCKMILLS  MP-200,1,8.55,1993,16 to 20 years old,2028,HEVE  DEG-84 (P),#6,82125,57487,12319,8623,Yes,2013,Elevator Apartments,8,111,155979,1,15,54,54,1926,NO,YES,"1165 5 AVENUE
Manhattan, New York 10029
(40.78903195976994, -73.95491717217914)","770 LEXINGTON AVE , NEW YORK  NY 10021"
1016030069,1165 5 AVENUE,10029,Manhattan,Con Edison,TWO EAST 98TH STREET ,BROWN HARRIS & STEVENS,x,CA532385Y,2/25/13,ROCKMILLS  MP-200,1,8.60,1985,21 to 26 years old,2020,I.C.I.  DEG-84 (P),#6,102200,71540,9855,6899,Yes,2013,Elevator Apartments,8,111,155979,1,15,54,54,1926,NO,YES,"1165 5 AVENUE
Manhattan, New York 10029
(40.78903195976994, -73.95491717217914)","770 LEXINGTON AVENUE, MANHATTAN NY 10021"
1016150011,19 EAST 109 STREET,10029,Manhattan,Con Edison,LEVITES REALTY,LEVITES REALTY,718-993-9060,CA028288J,4/19/15,FEDERAL FST 50,1,2.00,1988,21 to 26 years old,2023,HEVE MMG 22,#4,16425,11498,2382,1667,No,NA,Elevator Apartments,8,111,20905,1,6,30,30,1935,NO,NO,"19 EAST 109 STREET
Manhattan, New York 10029
(40.79580385465056, -73.9486578908552)","341 E. 149TH STREET, BRONX NY 10451"
1016750011,315 EAST 103 STREET,10029,Manhattan,Con Edison,E.104TH ST.HOUSING DEV. CORP.,E.104TH ST.HSG.DEV.CORP.,718 279-4441,CA311493M,1/5/15,FEDERAL(EXISTING) FLW 1215,2,4.10,1993,16 to 20 years old,2028,HEVE DEG 42 P ( I.C.I. ),#6,84179,58925,12319,8623,No,NA,Elevator Apartments,8,111,49203,2,6,100,100,1971,NO,NO,"315 EAST 103 STREET
Manhattan, New York 10029
(40.78816789177375, -73.94246022170917)","902 BROADWAY , MANHATTAN NY 10010"
1018260013,225 WEST 110 STREET,10026,Manhattan,Con Edison,LEVITES REALTY,LEVITES REALTY,718-993-9060,CA233782H,7/2/14,FEDERAL BOILER FST-125,1,5.20,1982,26 to 30 years old,2017,INDUSTRIAL COMBUSTION MEG-54-P,#4,74830,52381,10770,7539,Yes,2016,Elevator Apartments,9,110,53098,1,6,58,58,1926,NO,NO,"225 WEST 110 STREET
Manhattan, New York 10026
(40.800075634289726, -73.95678776200009)","341 EAST 149 STREET, BRONX NY 10451"
1018380021,50 MANHATTAN AVENUE,10025,Manhattan,Con Edison,WICK HOLDING CORP.,LANSAM PROPERTY SERVICE LLC.,718 518-8000,CB141003J,9/22/13,FEDERAL FST-80 (NEW),1,2.67,2003,5 to 10 years old,2038,IC MEG-34P,#6,24528,17170,3679,2575,No,NA,Elevator Apartments,8,107,42783,1,6,49,49,1925,NO,NO,"50 MANHATTAN AVENUE
Manhattan, New York 10025
(40.796226536004326, -73.963199928069)","1601 BRONXDALE AVENUE, BRONX NY 10462"
1018730042,216 WEST 102 STREET,10025,Manhattan,Con Edison,M. D. MANAGEMENT CO. % MILBROOK PROPERTIES,M. D. MANAGEMENT CO. % MILBROOK PROPERTIES,516 869-1240,CB130108H,11/29/13,FEDERAL FST - 90 (NEW),1,3.00,2008,Fewer than 5 years old,2043,ICI MMG - 42P (NEW),#4,29127,20389,4223,2956,No,NA,Elevator Apartments,8,107,45209,1,7,37,41,1920,NO,NO,"216 WEST 102 STREET
Manhattan, New York 10025
(40.798193453057614, -73.96848255248159)","42 BAYVIEW AVENUE, MANHASSETT NY 11030"
1018937502,610 WEST 110 STREET,10025,Manhattan,Con Edison,CHARTER EQUITIES,610 WEST 110TH HOLDING LLC.,201 553-9800,CA018579K,9/12/12,ROCKMILLS MP175,1,7.35,1979,31 to 35 years old,2014,ICI DE 84P,#6,81760,57232,12318,8623,Yes,2013,Condominiums,9,107,86200,1,14,67,67,1922,YES,NO,"610 WEST 110 STREET
Manhattan, New York 10025
(40.80422652365316, -73.96698441749828)","590 56TH STREET, WEST NEW YORK NJ 07093"
1018940036,611 WEST 111 STREET,10025,Manhattan,Con Edison,605-611 WEST 111 REALTY CORP.,54W. 16TH ST. APT CORP. CHARLES GREENTHAL &CO ,212 340-9604,CA186396K,3/8/14,FEDERAL  FST-100,1,4.10,1996,11 to 15 years old,2031,INDUSTRIAL COMB. DEG-42 (S),#6,44713,31299,6707,4695,Yes,2014,Elevator Apartments,9,109,50658,2,6,51,51,1900,NO,YES,"611 WEST 111 STREET
Manhattan, New York 10025
(40.804990509299316, -73.9664596936939)","4 PARK AVE , NEW YORK NY 10016"
1018940067,395 RIVERSIDE DRIVE,10025,Manhattan,Con Edison,MATINCOTE CORPORATION.,BLUE MGMT. GROUP INC./A.J.REXHEPI,212-661-2233,CA267782N,6/28/13,ROCKMILLS MP - 300,1,12.62,1982,26 to 30 years old,2017,IND COMB DE-145-P,#6,131400,91980,19710,13797,Yes,2014,Elevator Apartments,9,109,151912,1,15,115,115,1929,NO,YES,"395 RIVERSIDE DRIVE
Manhattan, New York 10025
(40.80578632917582, -73.96747170770817)","42 RIVER STREET 2nd fl., SLEEPY HOLLOW NY 10591"
1020610060,460 WEST 147 STREET,10031,Manhattan,Con Edison,WICK HOLDING CORP.,"LANGSAM PROERTY SERVICES,CORP.",718-518-8000,CA350985K,3/5/13,ROCKMILLS M P 100,1,7.40,1985,21 to 26 years old,2020,HEVE MEG 42 P  ( I.C.I. ),#6,32850,22995,4928,3449,Yes,2021,Elevator Apartments,7,109,52070,1,6,49,49,1920,NO,NO,"460 WEST 147 STREET
Manhattan, New York 10031
(40.826254898562695, -73.94607683663111)","1601 BRONXDALE AVENUE, BRONX NY 10462"
1020990063,760 RIVERSIDE DRIVE,10031,Manhattan,Con Edison,LUDOR PROPERTIES,"LUDOR PROPERTIES, LLC C/O MILBROOK PROPERTIES LTD.",516 869 1240,CA236371R,4/20/14,ROCKMILLS - MP 125,1,4.60,1971,36 - 40 year old,2010,IRON FIREMAN A06-6.3,#6,56466,39526,8470,5929,Yes,2019,Elevator Apartments,7,109,66366,1,6,56,56,1929,NO,NO,"760 RIVERSIDE DRIVE
Manhattan, New York 10031
(40.83220841039662, -73.94940432813956)","42 BAYVIEW AVENUE, MANHASSET NY 11030"
1021090046,1001 ST NICHOLAS AVENUE,10032,Manhattan,Con Edison,HEIGHTS REALTY ASSOC.,HEIGHTS REALTY ASSOC.,718-933-0404,CA011084R,7/1/14,ROCKMILLS MP4-133,1,4.90,1984,26 to 30 years old,2019,ICI DEG 54 P,#6,40004,28003,6000,4200,Yes,2019,Walk-Up Apartments,7,112,66190,1,6,63,75,1923,NO,NO,"1001 ST NICHOLAS AVENUE
Manhattan, New York 10032
(40.833953095133495, -73.94032117564359)","2123 WILLIAMSBRIDGE RD , BRONX NY 10161"
1021230026,1 AUDUBON AVENUE,10032,Manhattan,Con Edison,MILBROOK POPERTIES,MILBROOK PROPERTIES,516 869-1240,CA144797X,2/5/13,FEDERAL FST-90,1,3.57,1997,11 to 15 years old,2032,I.C.I  MEG-42 P,#6,27923,19546,4188,2932,No,NA,Walk-Up Apartments,10,112,40122,1,6,55,59,1910,NO,NO,"1 AUDUBON AVENUE
Manhattan, New York 10032
(40.838926345955485, -73.93946681971579)","42 BAYVIEW AVENUE, MANHASSET NY 11030"
1021300008,590 WEST 174 STREET,10033,Manhattan,Con Edison,RIGS MGMT. CO.,MILBROOK PROPERTIES/JEFF KATZ,516 869-1240,CA135388K,6/21/15,ROCKMILLS MP 100,1,4.20,1988,21 to 26 years old,2023,ICI DEG 42,#6,21243,14870,3225,2258,No,NA,Elevator Apartments,10,112,47988,1,6,43,50,1910,NO,NO,"590 WEST 174 STREET
Manhattan, New York 10033
(40.84464168676575, -73.93684725191916)","42 BAYVIEW AVE, MANHASSET NY 11030"
1021330034,598 WEST 177 STREET,10033,Manhattan,Con Edison,MILBROOK PROPERTIES,"MARGIS REALTY CO., LLC",516 869 1240,CA402286N,12/31/13,ROCKMILLS MP-100,1,3.79,1986,21 to 26 years old,2021,HEV-E-OIL DEG 42 P,#6,19710,13797,5935,4154,No,NA,Elevator Apartments,10,112,45690,1,6,56,62,1920,NO,NO,"598 WEST 177 STREET
Manhattan, New York 10033
(40.846666955064606, -73.93561189669285)","42 BAYVIEW AVENUE, MANHASSET NY 11030"
1021360090,645 WEST 160 STREET,10032,Manhattan,Con Edison,MIRIMAR CORP.,LANGSAM PROPERTY MGMT.,718 518-8000,CA049396J,7/11/14,ROCKMILLS MP-125,1,4.82,1996,11 to 15 years old,2031,I.C. DEG-54  (P),#6,37668,26368,5650,3955,Yes,2016,Elevator Apartments,7,112,63384,1,6,48,48,1914,NO,NO,"645 WEST 160 STREET
Manhattan, New York 10032
(40.83671401376341, -73.94532140612654)","1601 BRONX AVE, BRONX NY 10462"
1021390200,271 FORT WASHINGTON AVENUE,10032,Manhattan,Con Edison,"WEISS REALTY, LLC",WEISS REALTY LLC,x,CB292201J,7/11/14,(EXISTING) ROCKMILLS-MP90,1,3.78,2001,5 to 10 years old,2036,INDUSTRIAL COMB.-DEG 42 P,#6,41647,29153,6247,4373,No,NA,Elevator Apartments,10,112,41757,1,5,42,43,1917,NO,NO,"271 FORT WASHINGTON AVENUE
Manhattan, New York 10032
(40.84417838660664, -73.9410945925888)","P.O.B. P.O.BOX 198, BRONX N.Y. 10461"
1021530037,556 WEST 180 STREET,10033,Manhattan,Con Edison,EQUITIES BY MARCY MILBROOK PRO,MILBROOK PROPERTIES,516 869-1240 ,CA295892M,12/23/13,FEDERAL FST 125 SPECIAL,1,5.30,1992,16 to 20 years old,2027,INDUSTRIAL COMBUSTION MEG-54P,#6,57488,40241,8623,6036,No,NA,Walk-Up Apartments,10,112,25825,1,5,31,31,1915,NO,NO,"556 WEST 180 STREET
Manhattan, New York 10033
(40.84837822048348, -73.93370216550795)","42  BAYVIEW AVENUE , MANHASSET  NY 11030"
1021530057,561 WEST 180 STREET,10033,Manhattan,Con Edison,MILBROOK PROPERTIES,NORM MANAGEMENT CO.,516 869 1240,CA245287Z,8/5/14,ROCKMILLS MP 90,1,3.70,1987,21 to 26 years old,2022,I.C.I. MMG-42P,#4,32850,22995,4763,3334,Yes,2013,Walk-Up Apartments,10,112,51479,1,6,40,44,1907,NO,NO,"561 WEST 180 STREET
Manhattan, New York 10033
(40.84829445148359, -73.93330590898711)","42 BAYVIEW AVENUE, MANHASSET NY 11030"
1021550068,515 WEST 183 STREET,10033,Manhattan,Con Edison,"ZIERING,GERALD",515 WEST REALTY ASSOCIATE,914-235-8584,CA309284N,12/1/14,FEDERAL FST 70,1,2.84,1984,26 to 30 years old,2019,INDUSTRIAL COMBUSTION MEG-34P,#4,22229,15560,3223,2256,No,NA,Elevator Apartments,10,112,36492,1,6,21,26,1928,NO,NO,"515 WEST 183 STREET
Manhattan, New York 10033
(40.84954482328379, -73.93042940916044)","515 WEST 183 STREET, MANHATTAN NY 10033"
1021550091,501 WEST 183 STREET,10033,Manhattan,Con Edison,KING DAVID REALTY CO.,KING DAVID REALTY CO.,914 235-8584,CA136891M,12/1/12,FEDERAL FST-80,1,3.40,1991,16 to 20 years old,2026,HEVE (I.C.) MMG-34-P,#4,32850,22995,4763,3334,No,NA,Elevator Apartments,10,112,36810,1,6,43,43,1930,NO,NO,"501 WEST 183 STREET
Manhattan, New York 10033
(40.84937962532496, -73.93003244093102)","P.O.B. 39 WYKAGAL STATION, NEW ROCHELLE NY 10804"
1021660023,601 WEST 184 STREET,10033,Manhattan,Con Edison,RANDI MANAGEMENT PROP.,RANDI MANAGEMENT ,516 869 1240,CA098987M,5/19/14,FEDERAL FST 60,1,2.60,1987,21 to 26 years old,2022,HEVE MMG 28,#4,24638,17246,3572,2501,No,NA,Elevator Apartments,10,112,47726,1,6,38,46,1920,NO,NO,"601 WEST 184 STREET
Manhattan, New York 10033
(40.85129108552129, -73.93274140193654)","42 BAYVIEW AVENUE, MANHASSET NY 11030"
1021700091,4520 BROADWAY,10040,Manhattan,Con Edison,SUMNO MGMT CO. LLC.,SUMO MGMT ,516 869 1240,CA042587K,2/27/14,ROCKMILLS MP-100,1,4.20,1987,21 to 26 years old,2022,ICI MEG 42P,#6,47517,33262,6900,4830,Yes,2020,Elevator Apartments,10,112,52215,1,6,54,58,1925,NO,NO,"4520 BROADWAY
Manhattan, New York 10040
(40.8585045865334, -73.93165171128118)","42 BAYVIEW AVENUE, MANHASSET NY 11030"
1021700260,374 WADSWORTH AVENUE,10040,Manhattan,Con Edison,RUBIN EQUITIES,BRUIN EQUITIES ,516 869 1240,CA307883X,6/19/14,FEDERAL FST 90,1,3.10,1983,26 to 30 years old,2018,I.C.I. MEG 42 P,#6,57232,40062,8585,6009,Yes,2020,Elevator Apartments,10,112,50094,1,6,43,43,1912,NO,NO,"374 WADSWORTH AVENUE
Manhattan, New York 10040
(40.85662500349213, -73.92971816891816)","42 BAYVIEW AVENUE, MANHASSET NY 11030"
1021760128,714 WEST 181 STREET,10033,Manhattan,Con Edison,714 REALTY NY LLC % LANGSAM PROP SVCS,714 REALTY NY LLC % LANGSAM PROP. SVCS,718 518-8000,CB150708X,6/11/13,FEDERAL FST - 70 (NEW),1,2.30,2008,Fewer than 5 years old,2043,ICI DEG - 42YP (NEW),#6,22229,15560,3334,2334,No,NA,Elevator Apartments,7,112,49274,1,6,35,41,1915,NO,NO,"714 WEST 181 STREET
Manhattan, New York 10033
(40.850383708608774, -73.93650805023941)","1601 BRONXDALE AVENUE #201, BRONX NY 10462"
1022150442,108 WEST 227 STREET,10463,Manhattan,Con Edison,MILBROOK PROPERTIES,R&G ASSOCIATES,516 869 1240,CA402086Z,12/31/13,ROCKMILLS MP-125,1,4.30,1986,21 to 26 years old,2021,IND. COMB. HEVEOIL DEG-54(P),#6,84906,59434,12395,8677,Yes,2015,Elevator Apartments,10,208,67896,1,6,82,82,1925,NO,NO,"108 WEST 227 STREET
Manhattan, New York 10463
(40.87659894576291, -73.90962731478362)","42 BAYVIEW AVENUE, MANHASSET NY 11030"
1022150591,120 WEST 228 STREET,10463,Manhattan,Con Edison,MILBROOK PROPERTIES,MILBROOK PROPERTIES,516 869 1240,CA271684L,4/20/15,FEDERAL FST-125,1,5.30,1984,26 to 30 years old,2019,INDUSTR COMBUS DEG-54(P),#6,57488,40241,8623,6036,Yes,2015,Elevator Apartments,10,208,59718,1,6,56,63,1930,NO,NO,"120 WEST 228 STREET
Manhattan, New York 10463
(40.87616727118882, -73.90848517580639)","42 BAYVIEW AVENUE, MANHASSET NY 11030"
1022230012,512 ISHAM STREET,10034,Manhattan,Con Edison,H.R.S. PROPERTIES ,H.R.S.PROPERTIES ,516-869-1240,CA068693J,5/14/14,ROCKMILLS MP 100,1,4.10,1993,16 to 20 years old,2028,I.C.I. MEG-42 P,#6,44713,31299,6707,4695,Yes,2013,Walk-Up Apartments,10,112,55340,1,6,65,69,1927,NO,NO,"512 ISHAM STREET
Manhattan, New York 10034
(40.865868026149464, -73.9183920166185)","42 BAYVIEW AVENUE, MANHASSET NY 11030"
