TYPE,APPROVAL STATUS,TRADE NAME,BUS NAME,MAILING OFFICE,MAIL CITY,State,Zip
CL.1,APPROVED,RUSSO'S LANDSCAPING LLC,RUSSO'S LANDSCAPING LLC,415 DAVIS AVENUE,STATEN ISLAND,NY,10310
CL.2-EXEMPT,APPROVED,RUTTURA & SONS CONSTRUCTION CO INC.,RUTTURA & SONS CONSTRUCTION CO INC.,200 CABOT STREET,WEST BABYLON,NY,11704
CL.2-EXEMPT,APPROVED,S & DZ CONSTRUCTION INC,S & DZ CONSTRUCTION INC,85 MULBERRY CIRCLE,STATEN ISLAND,NY,10314
CL.1,APPROVED,S & K LANDSCAPING & GARDENING DESIGN INC.,S & K LANDSCAPING & GARDENING DESIGN INC.,68 - 39 147TH STREET,FLUSHING,NY,11367
LICENSE,APPROVED,S & M PROMPT RUBBISH REMOVAL SERVICE,S & M PROMPT RUBBISH REMOVAL SERVICE,228 MILLER AVENUE,FREEPORT,NY,11520
CL.2-EXEMPT,APPROVED,S & S CONTAINERS INC,S & S CONTAINERS INC,2302 AVE T,BROOKLYN,NY,11229
CL.2-EXEMPT,APPROVED,S AND Z CONSTRUCTION CORP.,"S AND Z CONSTRUCTION CORP,",525 LONGFELLOW AVENUE,BRONX,NY,10474
CL.2-EXEMPT,APPROVED,S&D LIN 138 INC.,S&D LIN 138 INC.,966 55TH STREET,BROOKLYN,NY,11219
CL.1,APPROVED,S&G LANDSCAPING INC.,S&G LANDSCAPING INC.,188 PULASKI AVENUE,STATEN ISLAND,NY,10303
CL.1,APPROVED,S&L LANDSCAPING INC.,S&L LANDSCAPING INC.,160 DARTMOUTH LOOP,STATEN ISLAND,NY,10306
LICENSE,APPROVED,"S&M TIRE RECYCLING, INC.","S&M TIRE RECYCLING, INC.",228 MILLER AVENUE,FREEPORT,NY,11520
CL.2-EXEMPT,APPROVED,DIFAZIO ENVIRONMENTAL SERVICES,S. DIFAZIO & SONS CONSTRUCTION INC. d/b/a DiFAZIO ENVIRONMENTAL SERVICES,38 KINSEY PLACE,STATEN ISLAND,NY,10303
CL.1,APPROVED,S.A.R. LANDSCAPE CORP,S.A.R. LANDSCAPE CORP,P.O BOX 140987,STATEN ISLAND,NY,10314
CL.2-BROKER,APPROVED,"S.L.M. WASTE AND RECYCLING SERVICES, INC.","S.L.M. WASTE AND RECYCLING SERVICES, INC.",5000 COMMERCE DRIVE,GREEN LANE,PA,18054
CL.2-EXEMPT,APPROVED,S.M.Q. TRUCKING CORP.,S.M.Q. TRUCKING CORP.,12-06 149 STREET,WHITESTONE,NY,11357
CL.2-EXEMPT,DENIED,S.R.D CONTRACTING CORP.,S.R.D CONTRACTING CORP.,20 LAMBERT STREET SUITE 2B,STATEN ISLAND,NY,10314
CL.2-EXEMPT,APPROVED,SAFECO CONSTRUCTION CORP.,SAFECO CONSTRUCTION CORP.,30 ENGLEWOOD AVE,STATEN ISLAND,NY,10309
CL.2-BROKER,APPROVED,SAFETY COMPLIANCE SERVICES & CONSULTING INC.,SAFETY COMPLIANCE SERVICES & CONSULTING INC.,1074 E. 12TH STREET,BROOKLYN,NY,11230
CL.2-EXEMPT,APPROVED,SAFEWAY WRECKING CORP.,SAFEWAY WRECKING CORP.,252 - 36 BRATTLE AVENUE,LITTLE NECK,NY,11362
CL.2-EXEMPT,APPROVED,"SAGONA LANDSCAPING, LTD.","SAGONA LANDSCAPING, LTD.",30 SAGONA CT.,STATEN ISLAND,NY,10309
CL.1,APPROVED,SAL & TONY'S LANDSCAPE CORP,SAL & TONY'S LANDSCAPE CORP,880 ANNADALE ROAD,STATEN ISLAND,NY,10312
CL.1,APPROVED,SAL CHAR DEVELOPMENT CORP.,SAL CHAR DEVELOPMENT CORP.,11 DEMOPOLIS AVENUE,STATEN ISLAND,NY,10308
CL.2-EXEMPT,APPROVED,SAL D'AMICO CONSTRUCTION INC.,SAL D'AMICO CONSTRUCTION INC.,152-12  12TH ROAD,BEECHHURST,NY,11357
CL.1,APPROVED,SAL DEL PRIORE LANDSCAPING,SAL DEL PRIORE LANDSCAPING,1211 NORTH RAILROAD AVENUE,STATEN ISLAND,NY,10306
CL.2-EXEMPT,APPROVED,SAL DONA INC.,SAL DONA INC.,786 EAST 94 STREET,BROOKLYN,NY,11236
CL.2-EXEMPT,APPROVED,SAL MUSSO GENERAL CONTRACTOR INC.,SAL MUSSO GENERAL CONTRACTOR INC.,164-12 91ST STREET,HOWARD BEACH,NY,11414
CL.2-EXEMPT,APPROVED,SAL NARRACCI,SAL NARRACCI,87-14 110 STREET,RICHMOND HILL,NY,11418
CL.2-EXEMPT,APPROVED,SAL-AM GENERAL CONTRACTING CORP.,SAL-AM GENERAL CONTRACTING CORP.,7140 71ST PLACE,GLENDALE,NY,11385
CL.2-EXEMPT,APPROVED,"SALAZAR TRUCKING, LLC.","SALAZAR TRUCKING, LLC.","441 A MARSHALL STREET, APT #1",PATERSON,NJ,7503
LICENSE,APPROVED,SALCO INDUSTRIES INC.,SALCO INDUSTRIES INC.,419 E. PENN STREET,LONG BEACH,NY,11561
CL.2-EXEMPT,APPROVED,SALCORA CONSTRUCTION CORP.,SALCORA CONSTRUCTION CORP.,666 WARWICK STREET,BROOKLYN,NY,11207
CL.2-EXEMPT,APPROVED,SALIK CONSTRUCTION CO INC.,SALIK CONSTRUCTION CO INC.,2239 BENSON AVENUE,BROOKLYN,NY,11214
LICENSE,APPROVED,SALIKEGNE EXPRESS,SALIKEGNE EXPRESS,1155 DEAN STREET #4A,BROOKLYN,NY,11216
CL.1,APPROVED,SALS BEST LAWNCARE INC,SALS BEST LAWNCARE INC,77 LAKE AVENUE,STATEN ISLAND,NY,10303
LICENSE,APPROVED,SAL'S HAULING CORP.,SAL'S HAULING CORP.,555 INDUSTRIAL ROAD,CARLSTADT,NJ,7072
CL.1,APPROVED,SALVADOR ESCOBAR d/b/a ESCOBAR LANDSCAPING,SALVADOR ESCOBAR d/b/a ESCOBAR LANDSCAPING,191 WEST BROADWAY,INWOOD,NY,11096
CL.1,APPROVED,SALVADOR VASQUEZ LANDSCAPE,SALVADOR VASQUEZ RIVERA AND MARIA MOLINA-NAVARRO,150-39 33RD AVE,FLUSHING,NY,11354
CL.1,APPROVED,LANDSCAPE CONTRACTOR,SALVATORE CASTELLANO,1855 BAY RIDGE PARKWAY,BROOKLYN,NY,11204
CL.2-EXEMPT,APPROVED,SALVATORE GIANONE,SALVATORE GIANONE,108 CHANDLER AVENUE,STATEN ISLAND,NY,10314
CL.1,APPROVED,SALVATORE J. GUARNIERI,SALVATORE J. GUARNIERI,119-23 26TH AVE,COLLEGE POINT,NY,11354
CL.1,APPROVED,SALVATORE LA RUSSA d/b/a SALVATORE LARUSSA LANDSCAPING AND GARDENING,SALVATORE LA RUSSA d/b/a SALVATORE LARUSSA LANDSCAPING AND GARDENING,66-79 73RD PLACE,MIDDLE VILLAGE,NY,11379
CL.1,APPROVED,SALVATORE MONTEMARANO LANDSCAPING & GARDENING,SALVATORE MONTEMARANO LANDSCAPING & GARDENING,20 GILBERT STREET,STATEN ISLAND,NY,10306
CL.1,APPROVED,SALVATORE SCACCIA,SALVATORE SCACCIA,3549 McOWEN AVE,BRONX,NY,10475
CL.2-EXEMPT,APPROVED,SALVATORE VALENZA CONTRACTORS INC,SALVATORE VALENZA CONTRACTORS INC,12-44 CLINTONVILLE STREET,WHITESTONE,NY,11357
CL.2-EXEMPT,APPROVED,SALVATORE VICARI d/b/a SAL GENERAL CONTRACTOR,SALVATORE VICARI d/b/a SAL GENERAL CONTRACTOR,60-54 74 STREET,ELMHURST,NY,11379
LICENSE,APPROVED,SCIENTIFIC FIRE PREVENTION  CO.,"SAMIRO SERVICES, INC d/b/a SCIENTIFIC FIRE PREVENTION CO. & ENVIRONMENTAL SERVICES",47-25 34TH STREET,LONG ISLAND CITY,NY,11101
CL.1,APPROVED,SANCHEZ LANDSCAPE,SANCHEZ LANDSCAPE,2 CRABBS LANE,STATEN ISLAND,NY,10314
CL.1,APPROVED,SANDRA P. ORELLANA D.B.A. SANDRA LANDSCAPING,SANDRA P. ORELLANA D.B.A. SANDRA LANDSCAPING,32 SUMMER AVENUE,GREAT NECK,NY,11020
LICENSE,APPROVED,SANITATION SALVAGE CORP.,SANITATION SALVAGE CORP.,421 MANIDA STREET,BRONX,NY,10474
CL.2-EXEMPT,APPROVED,SANO CONSTRUCTION CORP.,SANO CONSTRUCTION CORP.,14-07 113TH STREET,COLLEGE POINT,NY,11356
CL.1,APPROVED,SANTOS CHAVEZ d/b/a SANTOS CHAVEZ LANDSCAPING,SANTOS CHAVEZ d/b/a SANTOS CHAVEZ LANDSCAPING,991 UNIONDALE AVENUE,UNIONDALE,NY,11553
CL.1,APPROVED,SANTOS LANDSCAPE,SANTOS H. GUERRA d/b/a SANTOS LANDSCAPE,45 HAGEN STREET,BRENTWOOD,NY,11717
CL.1,APPROVED,SANTOS RODRIGUEZ LANDSCAPING,SANTOS RODRIGUEZ,159 - 04 SANFORD AVE  APT. 1A,FLUSHING,NY,11358
CL.2-EXEMPT,APPROVED,SANVITO REALTY HOLDING CORP.,SANVITO REALTY HOLDING CORP.,41-63 71 STREET,WOODSIDE,NY,11377
CL.2-EXEMPT,APPROVED,SANZO ENTERPRISES INC.,SANZO ENTERPRISES INC.,1264 VIELE AVE,BRONX,NY,10474
CL.2-EXEMPT,APPROVED,SARCONA MASONRY CONTRACTING CORP,SARCONA MASONRY CONTRACTING CORP,383 BRADFORD AVENUE,STATEN ISLAND,NY,10309
CL.2-EXEMPT,APPROVED,SARCONE MASONRY INC.,SARCONE MASONRY INC.,30 GOVERNOR RD,STATEN ISLAND,NY,10314
CL.1,APPROVED,SARNI & SONS LANDSCAPING INC.,SARNI & SONS LANDSCAPING INC.,204 BAY TERRACE,STATEN ISLAND,NY,10306
CL.2-EXEMPT,APPROVED,"SAVO BROTHERS, INC.","SAVO BROTHERS, INC.",5655 AMBOY ROAD,STATEN ISLAND,NY,10309
CL.2-EXEMPT,APPROVED,SAVOY INDUSTRIES INC.,SAVOY INDUSTRIES INC.,15 SECOND STREET,ELMONT,NY,11003
LICENSE,APPROVED,SAXON LIMITED,SAXON LIMITED,105-08 150TH STREET,JAMAICA,NY,11435
CL.2-EXEMPT,APPROVED,SBN ENTERPRISE INC,SBN ENTERPRISE INC,50-63 41ST STREET,LONG ISLAND CITY,NY,11104
CL.2-EXEMPT,APPROVED,SBP BROTHERS CORP.,SBP BROTHERS CORP.,1836 HAIGHT AVENUE,BRONX,NY,10461
CL.2-EXEMPT,APPROVED,SCALA CONTRACTING CO. INC.,SCALA CONTRACTING CO. INC.,135 13TH STREET,BROOKLYN,NY,11215
CL.2-EXEMPT,APPROVED,SCAMPA CONTRACTING CORP.,SCAMPA CONTRACTING CORP.,144 JEROME ROAD,STATEN ISLAND,NY,10305
CL.2-EXEMPT,APPROVED,SCARA INDUSTRIES INC,SCARA INDUSTRIES INC,40 S. MERRICK ROAD,MASSAPEQUA,NY,11758
CL.2-EXEMPT,APPROVED,SCHERILLO & SONS CONSTRUCTION CORP. d/b/a PRESTIGE CUSTOM BUILDERS,SCHERILLO & SONS CONSTRUCTION CORP. d/b/a PRESTIGE CUSTOM BUILDERS,7 PUMPKIN STREET,NORTHPORT,NY,11731
LICENSE,APPROVED,SCOCOZZO CARTING CORP.,SCOCOZZO CARTING CORP.,67 EAST FIGUREA AVENUE,STATEN ISLAND,NY,10308
CL.1,APPROVED,"SCOTT LANDSCAPE DESIGN, INC.","SCOTT LANDSCAPE DESIGN, INC.",472 HARRIOT AVENUE,HARRINGTON,NJ,7640
CL.1,APPROVED,SCR LANDSCAPING CORP.,SCR LANDSCAPING CORP.,118 HAIG ROAD,VALLEY STREAM,NY,11581
CL.2-EXEMPT,APPROVED,SCS TRUCKING CORP.,SCS TRUCKING CORP.,103 HARBOR RD,PORT WASHINGTON,NY,11050
CL.2-EXEMPT,DENIED,"SDC ASSETS, INC.","SDC ASSETS, INC.",63  FLUSHING AVE UNIT# 112 BLDG 131 A,BROOKLYN,NY,11205
CL.1,APPROVED,ESPINOSA LANDSCAPING,SERAFIN ESPINOSA d/b/a ESPINOSA LANDSCAPING,P.O. BOX 20446,STATEN ISLAND,NY,10302
CL.2-EXEMPT,APPROVED,SG DELIVERY AND WASTE REMOVAL,SERGEY KOCHNEV DBA SG DELIVERY AND WASTE REMOVAL,1237 AVE Z APT. 3R,BROOKLYN,NY,11235
CL.2-EXEMPT,APPROVED,SERGIO A. CACERES DBA / CACERES RUBBISH REMOVAL,SERGIO A. CACERES DBA / CACERES RUBBISH REMOVAL,95-25 90TH STREET,OZONE PARK,NY,11416
CL.1,APPROVED,SERIO LANDSCAPING CORP.,SERIO LANDSCAPING CORP.,43 DORVAL AVENUE,STATEN ISLAND,NY,10312
CL.2-EXEMPT,APPROVED,SHAMROCK CONCRETE INC.,SHAMROCK CONCRETE INC.,48-08 70TH STREET,WOODSIDE,NY,11377
CL.2-BROKER,APPROVED,SHAMROCK MATERIALS LLC.,SHAMROCK MATERIALS LLC.,"100 ST. MARY'S AVENUE, 3RD FL",STATEN ISLAND,NY,10301
CL.2-EXEMPT,APPROVED,SHAO WEN CHEN TRADE WASTE,SHAO WEN CHEN TRADE WASTE,2867 CROPESY AVENUE  1ST FL,BROOKLYN,NY,11214
CL.2-EXEMPT,APPROVED,SOUTH FERRY CONCRETE,SHELBOURNE CONSTRUCTION CORP,44-02  23RD STREET STE 306,LONG ISLAND CITY,NY,11101
CL.2-EXEMPT,APPROVED,"SHIRLEY EXPRESS, LLC","SHIRLEY EXPRESS, LLC",702 RAMSEY AVE,HILLSIDE,NJ,7107
CL.2-EXEMPT,APPROVED,"SHORELINE TRUCKING, INC.","SHORELINE TRUCKING, INC.",148 AKRON STREET,LINDENHURST,NY,11757
LICENSE,APPROVED,TIME SHRED SERVICES,SHRED SERVICES INC,202 COFFEY STREET,BROOKLYN,NY,11231
LICENSE,APPROVED,SHRED UP INC.,SHRED UP INC.,1772 56TH STREET,BROOKLYN,NY,11204
LICENSE,APPROVED,SHRED-IT USA INC.,SHRED-IT USA INC.,2794 SOUTH SHERIDAN WAY,"OAKVILLE, ON L6J 7T4",ON,
CL.2-EXEMPT,APPROVED,SHUN TAI TRUCKING INC.,SHUN TAI TRUCKING INC.,45 DIVISION STREET 2FL,NEW YORK,NY,10002
CL.2-EXEMPT,APPROVED,SICA CONTRACTING CORP.,SICA CONTRACTING CORP.,110 DALE AVENUE,STATEN ISLAND,NY,10306
CL.2-EXEMPT,APPROVED,SICILIAN DEVELOPMENT CORP,SICILIAN DEVELOPMENT CORP,159-03  102ND STREET,HOWARD BEACH,NY,11414
CL.2-EXEMPT,APPROVED,SICON CONSTRUCTION SERVICE CORP.,SICON CONSTRUCTION SERVICE CORP.,4233 ARTHUR KILL ROAD SUITE 2B,STATEN ISLAND,NY,10309
CL.2-EXEMPT,APPROVED,WORLDWIDE ENVIRONMENTAL,SIDOTI CARTING CORP.,2390 MCDONALD AVENUE,BROOKLYN,NY,11223
CL.2-EXEMPT,APPROVED,SIGNATURE INTERIOR DEMOLITION INC.,SIGNATURE INTERIOR DEMOLITION INC.,37-30 REVIEW AVENUE,LONG ISLAND CITY,NY,11101
CL.2-BROKER,APPROVED,"SILVER OAK ENVIRONMENTAL, INC.","SILVER OAK ENVIRONMENTAL, INC.",658 HENRY STREET,BROOKLYN,NY,11231
CL.2-EXEMPT,APPROVED,SILVER SERVICES GROUP CORP.,SILVER SERVICES GROUP CORP.,340 S. RIVER STREET,HACKENSACK,NJ,7601
LICENSE,DENIED,SILVER STAR CARTING CORP.,SILVER STAR CARTING CORP.,4108 BERRIAN BLVD,ASTORIA,NY,11105
CL.2-EXEMPT,APPROVED,SILVER STAR HOME IMPROVEMENTS INC.,SILVER STAR HOME IMPROVEMENTS INC.,3724 MARTHA BLVD,BETHPAGE,NY,11714
CL.2-EXEMPT,APPROVED,SILVERITE CONTRACTING CORPORATION AKA CJK II LEASING,SILVERITE CONTRACTING CORPORATION,520 OLD COUNTRY ROAD,HICKSVILLE,NY,11801
CL.1,APPROVED,"SINGH LANDSCAPING & LAWN SPRINKLER, CORP.","SINGH LANDSCAPING & LAWN SPRINKLER, CORP.",99-05 211TH STREET,QUEENS VILLAGE,NY,11429
CL.1,APPROVED,SIPRIANO ROMERO D/B/A SIPRIANO ROMERO LANDSCAPING,SIPRIANO ROMERO D/B/A SIPRIANO ROMERO LANDSCAPING,1084 BROADWAY 2F,WOODMERE,NY,11598
CL.2-EXEMPT,APPROVED,SIVILLI LANDSCAPING CONTRACTING CORP,SIVILLI LANDSCAPING CONTRACTING CORP,57 ALBERTSON AVE,AKBERTSON,NY,11507
CL.2-EXEMPT,APPROVED,SJG SERVICES INC.,SJG SERVICES INC.,PO BOX 832,NORTH BERGEN,NJ,7047
CL.2-EXEMPT,APPROVED,SKILL- MAN CONTRACTING INC.,SKILL- MAN CONTRACTING INC.,244 SKILLMAN AVENUE,BROOKLYN,NY,11211
CL.2-EXEMPT,APPROVED,SKY MATERIALS CORP.,SKY MATERIALS CORP.,P.O. BOX 302,CALVERTON,NY,11933
LICENSE,APPROVED,SKYLYN CORP.,SKYLYN CORP.,2701 GRAND CONCOURSE APT. #2A,BRONX,NY,10468
CL.2-EXEMPT,APPROVED,BESS & CO.,SMG MATERIALS INC.,163-30 25TH DRIVE,FLUSHING,NY,11358
LICENSE,DENIED,SMITH RECYCLING GROUP LTD.,SMITH RECYCLING GROUP LTD.,334 MESEROLE STREET,BROOKLYN,NY,11206
CL.2-EXEMPT,APPROVED,SONY HOME IMPROVEMENT CORP,SONY HOME IMPROVEMENT CORP,129-31 132ND STREET,SOUTH OZONE PARK,NY,11420
CL.1,APPROVED,SOTERO MONGE d/b/a SOTERO MONGE LANDSCAPING,SOTERO MONGE d/b/a SOTERO MONGE LANDSCAPING,19 SCHOOL STREET,INWOOD,NY,11096
CL.2-EXEMPT,APPROVED,SOUND MAINTENANCE INC.,SOUND MAINTENANCE INC.,150 WEST 22ND STREET,NEW YORK,NY,10011
CL.1,APPROVED,SOUTH SHORE LAWN CARE INC,SOUTH SHORE LAWN CARE INC,P.O. BOX 70211,STATEN ISLAND,NY,10307
CL.1,APPROVED,SOUTHEAST LANDSCAPING AND ROOFING CORP.,SOUTHEAST LANDSCAPING AND ROOFING CORP.,103 RYAN PLACE,STATEN ISLAND,NY,10312
CL.2-EXEMPT,APPROVED,SP HAULER INCORPORATED,SP HAULER INCORPORATED,115-07 174 STREET,JAMAICA,NY,11434
CL.1,APPROVED,SPINELLI LANDSCAPE AND DESIGN INC.,SPINELLI LANDSCAPE AND DESIGN INC.,P.O. BOX 141015,STATEN ISLAND,NY,10314
CL.2-EXEMPT,APPROVED,ST. JOHNS ENTERPRISES INC.,ST. JOHNS ENTERPRISES INC.,127-36 NORTHERN BOULEVARD,FLUSHING,NY,11368
CL.1,APPROVED,ST. RAYMOND CEMETERY,ST. RAYMOND CEMETERY,2600 LAFAYETTE AVENUE,BRONX,NY,10465
LICENSE,DENIED,STALLION RECYCLING CORP,STALLION RECYCLING CORP,20 WESTPORT LANE,STATEN ISLAND,NY,10314
LICENSE,APPROVED,STANDARD WASTE SERVICES INC.,STANDARD WASTE SERVICES INC.,21 EDGEBORO ROAD,EAST BRUNSWICK,NJ,8816
CL.2-BROKER,APPROVED,STANDARD WASTE SERVICES INC. d/b/a ALLIANCE WASTE SOLUTIONS,STANDARD WASTE SERVICES INC. d/b/a ALLIANCE WASTE SOLUTIONS,21 EDGEBORO ROAD,EAST BRUNSWICK,NJ,8816
CL.2-EXEMPT,APPROVED,STANDARD WATERPROOFING CORP.,STANDARD WATERPROOFING CORP.,701 EAST 134 STREET,BRONX,NY,10454
CL.2-EXEMPT,APPROVED,STANLY TRUCKING CORP.,STANLY TRUCKING CORP.,5 CARL AVENUE,BELLPORT,NY,11713
CL.2-EXEMPT,APPROVED,"STANZA TRUCKING, INC.","STANZA TRUCKING, INC.",31-07 FARRINGTON STREET,FLUSHING,NY,11354
CL.2-EXEMPT,APPROVED,STAR RUBBISH REMOVAL LLC,STAR RUBBISH REMOVAL LLC,183 WILSON ST - P.O.BOX 205,BROOKLYN,NY,11211
CL.2-EXEMPT,APPROVED,STAR-CEL WATERPROOFING & RESTORATION CORP.,STAR-CEL WATERPROOFING & RESTORATION CORP.,1685 BOONE AVENUE,BRONX,NY,10460
CL.1,APPROVED,STARRETT CITY INC.,STARRETT CITY INC.,155 ELMIRA LOOP,BROOKLYN,NY,11239
LICENSE,APPROVED,STATEN ISLAND CARTING,STATEN ISLAND CARTING,4220 ARTHUR KILL ROAD,STATEN ISLAND,NY,10307
CL.1,APPROVED,STATEN ISLAND LANDSCAPING INC.,STATEN ISLAND LANDSCAPING INC.,132 GREEN VALLEY ROAD,STATEN ISLAND,NY,10312
CL.2-EXEMPT,APPROVED,STATEWIDE DEMOLITION CORP.,STATEWIDE DEMOLITION CORP.,58-75 57TH ROAD,MASPETH,NY,11378
CL.2-EXEMPT,APPROVED,STEP-1 TRUCKING LLC,STEP-1 TRUCKING LLC,423 SOUTH 4TH AVE,MT. VERNON,NY,10550
CL.1,APPROVED,WJS LANDSCAPING,STEPHEN RAFFONE D/B/A WJS LANDSCAPING,264 DELAFIELD AVE,STATEN ISLAND,NY,10310
CL.2-EXEMPT,APPROVED,STEP-MAR CONTRACTING CORP.,STEP-MAR CONTRACTING CORP.,321 FORT LEE ROAD,LEONIA,NJ,7605
LICENSE,APPROVED,STERICYCLE INC.,STERICYCLE INC.,210 SHERWOOD AVENUE,FARMINGDALE,NY,11735
CL.2-BROKER,APPROVED,"STERICYCLE, INC.","STERICYCLE, INC.",210 SHERWOOD AVENUE,FARMINGDALE,NY,11735
CL.2-EXEMPT,APPROVED,"STEVEN DUBNER LANDSCAPING, INC.","STEVEN DUBNER LANDSCAPING, INC.",140 HALF HOLLOW ROAD,DIX HILLS,NY,11746
CL.1,APPROVED,STEVE'S  LANDSCAPING & LAWN CARE INC.,STEVE'S  LANDSCAPING & LAWN CARE INC.,133 BRADLEY AVENUE,STATEN ISLAND,NY,10314
CL.2-BROKER,APPROVED,STEWART EDDY LINDEN LLC d/b/a SE LINDEN,STEWART EDDY LINDEN LLC d/b/a SE LINDEN,183 LEXINGTON AVENUE,WESTWOOD,NJ,7675
CL.1,APPROVED,STG LANDSCAPING,"STG MAINTENANCE SERVICES OF S.I., INC.",PO BOX 131562,STATEN ISLAND,NY,10313
CL.2-EXEMPT,APPROVED,STRUCTURAL CONTRACTING SERVICES INC,STRUCTURAL CONTRACTING SERVICES INC,100 PEARL STREET,MOUNT VERNON,NY,10550
LICENSE,DENIED,SUBURBAN CARTING CORP.,SUBURBAN CARTING CORP.,524 WAVERLY AVENUE,MAMARONECK,NY,10543
CL.2-EXEMPT,DENIED,SUMMIT WATERPROOFING & RESTORATION CO.,SUMMIT DEVELOPMENT CORPORATION,13-15 37TH AVENUE,LONG ISLAND CITY,NY,11101
CL.2-EXEMPT,APPROVED,SUN STAR INDUSTRIES CORP.,SUN STAR INDUSTRIES CORP.,202-35 FOOTHILL AVENUE APT.B71,HOLLIS,NY,11423
LICENSE,APPROVED,"SUNNY VENIERO, LLC","SUNNY ENVIRONMENTAL, LLC",51 SANFORD AVENUE,BELLEVILLE,NJ,7109
CL.2-EXEMPT,APPROVED,SUNRISE LANDSCAPING & PAVING INC.,SUNRISE LANDSCAPING & PAVING INC.,125-05 LIBERTY AVENUE,RICHMOND  HILL,NY,11419
LICENSE,DENIED,SUNRISE RUBBISH REMOVAL CORP,SUNRISE RUBBISH REMOVAL CORP,740 E.232 STREET APT. 2-D,BRONX,NY,10466
LICENSE,DENIED,SUNSET CARTING CORP.,SUNSET CARTING CORP.,900 EAST 92 STREET,BROOKLYN,NY,11236
CL.1,APPROVED,SUNSHINE LANDSCAPING,SUNSHINE LANDSCAPING,598 NEWTONS CORNER RD,HOWELL,NJ,7731
CL.2-EXEMPT,APPROVED,SUPERIOR QUALITY DESIGN PAVER INC,SUPERIOR QUALITY DESIGN PAVER INC,160 BADEN PLACE,STATEN ISLAND,NY,10306
CL.2-EXEMPT,APPROVED,SUPERIOR SERVICES DEMO INC.,SUPERIOR SERVICES DEMO INC.,527 CHESTNUT STREET,CEDARHURST,NY,11516
LICENSE,DENIED,SUPERIOR WASTE SERVICES INC.,SUPERIOR WASTE SERVICES INC.,2400 NATIONAL DRIVE,BROOKLYN,NY,11231
CL.2-EXEMPT,APPROVED,SURE SHOT CONSTRUCTION LLC,SURE SHOT CONSTRUCTION LLC,3341 EASTCHESTER ROAD,BRONX,NY,10469
CL.2-EXEMPT,APPROVED,SUS  ENTERPRISES  INC.,SUS  ENTERPRISES  INC.,145-18 LIBERTY AVE,JAMAICA,NY,11435
CL.2-EXEMPT,APPROVED,SV TRUCKING CORP.,SV TRUCKING CORP.,27 LINDEN AVENUE,BELLEVILLE,NJ,7109
CL.2-EXEMPT,APPROVED,SWEET HOLLOW MANAGEMENT CORP,SWEET HOLLOW MANAGEMENT CORP,1-07 SCHWAB RD,MELVILLE,NY,11747
LICENSE,APPROVED,SWF TRUCKING INC,SWF TRUCKING INC,422 SPENCER STREET,STATEN ISLAND,NY,10314
CL.1,APPROVED,T & I AND SONS LANDSCAPING CONTRACTORS INC.,T & I AND SONS LANDSCAPING CONTRACTORS INC.,97-30 75 ST.,OZONE PARK,NY,11416
CL.1,APPROVED,T & J LANDSCAPE DESIGN CORP.,T & J LANDSCAPE DESIGN CORP.,26-11 150 STREET,FLUSHING,NY,11354
CL.2-EXEMPT,DENIED,T & S TRUCKING CO. INC.,T & S TRUCKING CO. INC.,53 2 AVENUE,BROOKLYN,NY,11215
CL.2-EXEMPT,APPROVED,T & T INDUSTRY INC.,T & T INDUSTRY INC.,54-01 43RD STREET 2ND FLOOR,MASPETH,NY,11378
CL.1,APPROVED,"T DONOHUE INC,","T DONOHUE INC,",81 SEDGWICK AVENUE,YONKERS,NY,10705
CL.2-EXEMPT,APPROVED,,T.P.K. CONSTRUCTION INC.,234 VALENTINE LANE,YONKERS,NY,10705
CL.2-EXEMPT,APPROVED,"T.S. CONTRACTING & EQUIPMENT, INC.","T.S CONTRACTING & EQUIPMENT, INC.",265 FRONT STREET,BROOKLYN,NY,11201
CL.2-EXEMPT,DENIED,"T.S. HAULERS, INC.","T.S. HAULERS, INC.",P.O. BOX 263,CALVERTON,NY,11933
LICENSE,APPROVED,T.Z. BROTHERS GENERAL CONTRACTORS INC.,T.Z. BROTHERS GENERAL CONTRACTORS INC.,6808 13TH AVENUE 1F,BROOKLYN,NY,11219
CL.2-EXEMPT,APPROVED,TARI RESTORATION INC.,TARI RESTORATION INC.,79-53 262 ND STREET,FLORAL PARK,NY,11004
CL.2-EXEMPT,APPROVED,"TCB, LLC","TCB, LLC",218 EDMONTON CT.,LIVINGSTON,NJ,7039
CL.2-EXEMPT,APPROVED,TECHNICAL CONSTRUCTION SERVICES INC.,TECHNICAL CONSTRUCTION SERVICES INC.,750 HUYLER STREET,TETERBORO,NJ,7608
CL.2-EXEMPT,APPROVED,TEDDY RENOVATIONS INC.,TEDDY RENOVATIONS INC.,459 - 6TH AVENUE,BROOKLYN,NY,11215
CL.2-EXEMPT,APPROVED,TELL CAR TRUCKING CORP,TELL CAR TRUCKING CORP,1593 GATES AVE,BROOKLYN,NY,11237
CL.2-EXEMPT,APPROVED,TERENCE J. MCINERNEY DBA TRUCKING & EXCAVATION,TERENCE J. MCINERNEY DBA TRUCKING & EXCAVATION,2 DOROTHY DRIVE,MONROE,NY,10950
CL.2-EXEMPT,APPROVED,L & J  TESTANI ENTERPRISES,TESTANI ENTERPRISES INC.,117 MAGNOLIA AVENUE,WESTBURY,NY,11590
