Entity Type,License Number,Entity Name,Camis Trade Name,Address Street Name,Street Address,Address Location,Address Zip Code,Telephone Number,Location 1
LAUNDRY,1314742,NY YOUME CLEANERS INC,,EAST   87 STREET,210 EAST   87 STREET,,10128,2125346766,"210 87 STREET
NEW YORK, NY 10128
(40.779229349650564, -73.95284873151178)"
LAUNDRY,1316392,64 WOODSIDE LAUNDROMAT INC.,,WOODSIDE AVENUE,64-14 WOODSIDE AVENUE,,11377,7185051278,"64 14 WOODSIDE AVENUE
WOODSIDE, NY 11377
(40.74519376448069, -73.9048471440804)"
LAUNDRY,1317054,"KE, SHENG FENG",CRYSTAL LAUNDROMAT,ROCKAWAY PARKWAY,1360 ROCKAWAY PARKWAY,,11236,7186494324,"1360 ROCKAWAY PARKWAY
BROOKLYN, NY 11236
(40.646523324644, -73.90390221414205)"
LAUNDRY,1318656,ELEVEN LAUNDROMAT INC,,58 STREET,41-19 58 STREET,,11377,2129616266,"41 19 58 STREET
WOODSIDE, NY 11377
(40.74519376448069, -73.9048471440804)"
LAUNDRY,1320823,"S & J 21, LLC",,COLUMBUS AVENUE,922 COLUMBUS AVENUE,,10025,2126780744,"922 COLUMBUS AVENUE
NEW YORK, NY 10025
(40.798771617347256, -73.96320892128932)"
LAUNDRY,1321403,DNG LAUNDROMAT INC.,,CONEY ISLAND AVENUE,3161 CONEY ISLAND AVENUE,,11235,7182069532,"3161 CONEY ISLAND AVENUE
BROOKLYN, NY 11235
(40.57888961534675, -73.95966890296891)"
LAUNDRY,1325591,J. LAUNDROMAT INC.,,MORRIS PARK AVENUE,685 MORRIS PARK AVENUE,,10462,6466713823,"685 MORRIS PARK AVENUE
BRONX, NY 10462
(40.84515966196225, -73.86656437036567)"
LAUNDRY,1326670,"UNI-CARE SERVICES, INC.",,WEST END AVENUE,85 WEST END AVENUE,,11235,7189343100,"85 END AVENUE
BROOKLYN, NY 11235
(40.57841410882412, -73.94026000009887)"
LAUNDRY,1326893,7 STAR LAUNDRY CENTER INC.,,UTICA AVENUE,356 UTICA AVENUE,,11213,7187433047,"356 UTICA AVENUE
BROOKLYN, NY 11213
(40.66593987343249, -73.93143466048642)"
LAUNDRY,1328681,RABCO OF NEW YORK LLC,PERSTIGE LAUNDRY,AMSTERDAM AVENUE,409 AMSTERDAM AVENUE,,10024,2123629750,"409 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.78348314206423, -73.9780432004708)"
LAUNDRY,1328891,LIKEY LAUNDROMAT INC,,20 AVENUE,8015 20 AVENUE,,11214,7182361106,"8015 20 AVENUE
BROOKLYN, NY 11214
(40.60789481887349, -73.99477045564271)"
LAUNDRY,1328953,J & A NEW CORPORATION,J & A LAUNDROMAT,ROOSEVELT AVENUE,7510 ROOSEVELT AVENUE,,11372,9174636381,"7510 ROOSEVELT AVENUE
JACKSON HEIGHTS, NY 11372
(40.74693682587636, -73.8903616864991)"
LAUNDRY,1334080,CLEAN N'GREEN LAUNDROMAT LLC,,5 AVENUE,504 5 AVENUE,,11215,3473868256,"504 5 AVENUE
BROOKLYN, NY 11215
(40.66722003697161, -73.98797599584762)"
LAUNDRY,1335113,G & L LAUNDROMAT INC,,ATLANTIC AVENUE,2064 ATLANTIC AVENUE,,11233,7183459681,"2064 ATLANTIC AVENUE
BROOKLYN, NY 11233
(40.676677932849586, -73.91922428830462)"
LAUNDRY,1335465,SMITH LUCKY MAY INC,,OCEAN AVENUE,1791 OCEAN AVENUE,,11230,7183773132,"1791 OCEAN AVENUE
BROOKLYN, NY 11230
(40.618307800144464, -73.95489561307187)"
LAUNDRY,1336321,CROSSBAY EXPRESS LAUNDROMAT INC.,,CROSSBAY BOULEVARD,137-20 CROSSBAY BOULEVARD,,11417,3474944480,"137 20 CROSSBAY BOULEVARD
QUEENS, NY 11417
(40.6763637308016, -73.84454275534387)"
LAUNDRY,1336576,LEE'S EVERCLEAN LAUNDROMAT INC,,EAST   74 STREET,400 EAST   74 STREET,,10021,2125356809,"400 74 STREET
NEW YORK, NY 10021
(40.76906843069036, -73.95499298524281)"
LAUNDRY,1342044,NY BEST LAUNDROMAT INC.,,FULTON STREET,2863 FULTON STREET,,11207,7188866939,"2863 FULTON STREET
BROOKLYN, NY 11207
(40.67858383244873, -73.889003113628)"
LAUNDRY,1342324,GLENDALE LAUNDROMAT NY INC,,CENTRAL AVENUE,67-39 CENTRAL AVENUE,,11385,3475137395,"67 39 CENTRAL AVENUE
RIDGEWOOD, NY 11385
(40.70122489161548, -73.88334858436963)"
LAUNDRY,1342515,1263 LAUNDROMAT CORP,,EDWARD L GRANT HIGHWAY,1263 EDWARD L GRANT HIGHWAY,,10452,7183920111,"1263 EDWARD L GRANT HIGHWAY
BRONX, NY 10452
(40.837929632017676, -73.92232662376351)"
LAUNDRY,1342963,TOP CHOICE LAUNDROMAT INC,,BRIGGS AVENUE,2627 BRIGGS AVENUE,,10458,9176717012,"2627 BRIGGS AVENUE
BRONX, NY 10458
(40.864795095098174, -73.89295742702907)"
LAUNDRY,1343703,L & C WONDER LAUNDROMAT INC.,,BEDFORD AVENUE,2022 BEDFORD AVENUE,,11226,9177707098,"2022 BEDFORD AVENUE
BROOKLYN, NY 11226
(40.655396906952696, -73.95638224638417)"
LAUNDRY,1345462,"GUILLAUME, JOSEPH E.",COMMUNITY LAUNDROMAT,NOSTRAND AVENUE,2079 NOSTRAND AVENUE,,11210,7184214360,"2079 NOSTRAND AVENUE
BROOKLYN, NY 11210
(40.63480041251843, -73.94783731369677)"
LAUNDRY,1346158,NEW XIN LONG LAUNDROMAT INC,,WYCKOFF AVENUE,814 WYCKOFF AVENUE,,11237,3477893579,"814 WYCKOFF AVENUE
BROOKLYN, NY 11237
(40.69784792486557, -73.90814329774948)"
LAUNDRY,1346418,MGK LAUNDRY CORP,,31 AVENUE,35-01 31 AVENUE,,11106,7182746446,"35 01 31 AVENUE
QUEENS, NY 11106
(40.761699790013324, -73.9316632529567)"
LAUNDRY,1346422,MGK LAUNDRY CORP,,31 AVENUE,3517 31 AVENUE,,11106,7182746446,"3517 31 AVENUE
ASTORIA, NY 11106
(40.762773276441095, -73.92011094954968)"
LAUNDRY,1347762,"JJ&A LAUNDROMAT, INC",,WEST BURNSIDE AVENUE,193 WEST BURNSIDE AVENUE,,10453,7187161310,"193 BURNSIDE AVENUE
BRONX, NY 10453
(40.85263083853349, -73.90386326488003)"
LAUNDRY,1348195,LAUDROMARY CORPORATION,,69TH AVENUE,164-18 69TH AVENUE,,11365,7183808666,"164 18 69TH AVENUE
FLUSHING, NY 11365
(40.73987184371066, -73.79462153515567)"
LAUNDRY,1349684,125LSTR INC,,MERRICK BOULEVARD,12515 MERRICK BOULEVARD,,11434,7185013258,"12515 MERRICK BOULEVARD
JAMAICA, NY 11434
(40.68236664787411, -73.76693500836681)"
LAUNDRY,1352434,"JSLS LAUNDRY, INC",,CORONA AVENUE,106-17 CORONA AVENUE,,11368,7182007067,"106 17 CORONA AVENUE
CORONA, NY 11368
(40.749678220373596, -73.85304068857687)"
LAUNDRY,1355324,DSC LAUNDROMAT INC,,AMSTERDAM AVENUE,1745 AMSTERDAM AVENUE,,10031,9175070747,"1745 AMSTERDAM AVENUE
NEW YORK, NY 10031
(40.82618295280031, -73.94691320611838)"
LAUNDRY,1355652,"MALCOLM, STEVE M.",FRESH START LAUNDROMAT,EAST GUN HILL ROAD,771 EAST GUN HILL ROAD,,10467,9177746779,"771 GUN HILL ROAD
BRONX, NY 10467
(40.876357862201154, -73.86311631904223)"
LAUNDRY,1359391,SUPERCLEAN IV INC.,,HYLAN BLVD,1501 HYLAN BLVD,,10305,6466445090,"1501 HYLAN BLVD
STATEN ISLAND, NY 10305
(40.59181685299602, -74.0876681297852)"
LAUNDRY,1293393,EXCELLENT LAUNDRY SERVICE INC,,EAST   67 STREET,350 EAST   67 STREET,,10065,2127171365,"350 67 STREET
NEW YORK, NY 10065
(40.76507774444866, -73.95949133861441)"
LAUNDRY,1293475,LAM'S 7TH AVE LAUNDROMAT INC.,,60 STREET,683 60 STREET,,11220,9178866580,"683 60 STREET
BROOKLYN, NY 11220
(40.637088943166674, -74.01214497274117)"
LAUNDRY,1295736,SLOPE LAUNDROMAT INC,,5 AVENUE,54 5 AVENUE,,11217,7187897024,"54 5 AVENUE
BROOKLYN, NY 11217
(40.681410048613806, -73.97712160646797)"
LAUNDRY,1298713,"JSES, INC.",LAUNDRY CITY SUPERSTORE,GRAND AVENUE,632 GRAND AVENUE,,11238,7186223939,"632 GRAND AVENUE
BROOKLYN, NY 11238
(40.67686206864453, -73.96276721130052)"
LAUNDRY,1298781,"LI'S TRADING COMPANY, LLC",LI'S GOOD NEIGHBOR LAUNDROMAT & DRYCLEANER,WILLETS POINT BOULEVARD,160-26 WILLETS POINT BOULEVARD,,11357,7183536202,"160 26 WILLETS POINT BOULEVARD
WHITWSTONE, NY 11357
(40.78628404147537, -73.81123206101074)"
LAUNDRY,1303022,LILY LAUNDROMAT INC,,MYRTLE AVENUE,68-34 MYRTLE AVENUE,,11385,9173700976,"68 34 MYRTLE AVENUE
RIDGEWOOD, NY 11385
(40.70122489161548, -73.88334858436963)"
LAUNDRY,1304031,BUBBLES LAUNDROMAT INC,,SCHENECTADY AVENUE,203A SCHENECTADY AVENUE,,11213,7184724300,"203A SCHENECTADY AVENUE
BROOKLYN, NY 11213
(40.67192594562449, -73.93358129598985)"
LAUNDRY,1304236,METROPOLITAN LAUNDRY INC.,,BROADWAY,3875 BROADWAY,GROUND FLOOR,10032,2129233900,"3875 BROADWAY
NEW YORK, NY 10032
(40.837109715456336, -73.94279431122419)"
LAUNDRY,1305216,YONG MEI LAUNDROMAT INC,,ROOSEVELT AVENUE,65-18 ROOSEVELT AVENUE,,11377,7182052629,"65 18 ROOSEVELT AVENUE
WOODSIDE, NY 11377
(40.74519376448069, -73.9048471440804)"
LAUNDRY,1306745,"PATH-WASH, INC",,STANLEY AVENUE,815 STANLEY AVENUE,,11207,6465427,"815 STANLEY AVENUE
BROOKLYN, NY 11207
(40.66148747712177, -73.87901602412919)"
LAUNDRY,1307062,"THAI SELECT, INC",,CHURCH AVENUE,3118 CHURCH AVENUE,,11226,7187579485,"3118 CHURCH AVENUE
BROOKLYN, NY 11226
(40.650834734041645, -73.94837747487266)"
LAUNDRY,1307063,"THAI SELECT, INC",,CHURCH AVENUE,3201 CHURCH AVENUE,,11226,7187579485,"3201 CHURCH AVENUE
BROOKLYN, NY 11226
(40.65093404489564, -73.94761545180346)"
LAUNDRY,1307411,KING 55 LANDROMAT INC,,103 STREET,55-14 103 STREET,,11368,7182191407,"55 14 103 STREET
CORONA, NY 11368
(40.749678220373596, -73.85304068857687)"
LAUNDRY,1308322,"L & Z LAUNDROMAT, INC",,4 AVENUE,470 4 AVENUE,,11215,9174421585,"470 4 AVENUE
BROOKLYN, NY 11215
(40.66954452406293, -73.9895520285536)"
LAUNDRY,1308825,BLUE LAUNDROMAT INC.,,DEKALB AVENUE,886 DEKALB AVENUE,,11221,9175353209,"886 DEKALB AVENUE
BROOKLYN, NY 11221
(40.69259105411594, -73.94049724371497)"
LAUNDRY,1310647,BROADWAY SUPER WASH CORP.,,BROADWAY,1628 BROADWAY,,11207,5167179064,"1628 BROADWAY
BROOKLYN, NY 11207
(40.68499000977859, -73.91419968115902)"
LAUNDRY,1311486,NEW YORK RELIABE LAUNDRY & CLEANERS INC,,EAST   73 STREET,414 EAST   73 STREET,,10021,2127446345,"414 73 STREET
NEW YORK, NY 10021
(40.76807775648723, -73.95453945692685)"
LAUNDRY,1314627,HEB614 INC.,LAUNDRY DAY,BOSTON ROAD,1309 BOSTON ROAD,,10456,7188936060,"1309 BOSTON ROAD
BRONX, NY 10456
(40.831707648923945, -73.89956058923626)"
LAUNDRY,1316602,AUBURNDALE LAUNDROMAT INC.,,FRANCIS LEWIS BOULEVARD,36-24 FRANCIS LEWIS BOULEVARD,,11358,7183535939,"36 24 FRANCIS LEWIS BOULEVARD
QUEENS, NY 11358
(40.760350968822195, -73.79632645819947)"
LAUNDRY,1316993,"Z & J LAUNDROMAT, INC.",,46 STREET,47-52 46 STREET,,11377,7184821793,"47 52 46 STREET
WOODSIDE, NY 11377
(40.74519376448069, -73.9048471440804)"
LAUNDRY,1317571,SUNNY'S LAUNDROMAT NY CORP,,3 AVENUE,123 3 AVENUE,,11217,2036175875,"123 3 AVENUE
BROOKLYN, NY 11217
(40.68235425584582, -73.98266974013607)"
LAUNDRY,1318005,"GUO, ZHEN HUA",JFK LAUNDROMAT,ROCKAWAY BOULEVARD,146-07 ROCKAWAY BOULEVARD,,11436,7185298888,"146 07 ROCKAWAY BOULEVARD
JAMAICA, NY 11436
(40.67571820912809, -73.79646501494847)"
LAUNDRY,1318866,KISSENA CLRANERS INC,,KISSENA BOULEVARD,59-14 KISSENA BOULEVARD,,11355,7183589794,"59 14 KISSENA BOULEVARD
FLUSHING, NY 11355
(40.7512997969481, -73.82147854789662)"
LAUNDRY,1319545,WAY CLEANER INC.,ROCK A WASH,ROCKAWAY AVENUE,864 ROCKAWAY AVENUE,,11212,7183427500,"864 ROCKAWAY AVENUE
BROOKLYN, NY 11212
(40.65859102712504, -73.90793998088913)"
LAUNDRY,1320524,"LIBERTY AVE. LAUNDROMAT, INC.",,LIBERTY AVENUE,115-24 LIBERTY AVENUE,,11419,6469320276,"115 24 LIBERTY AVENUE
S RICHMOND HILL, NY 11419
(40.68871379040917, -73.82288833053201)"
LAUNDRY,1323178,548 LEFFERTS LLC,FAYE'S LAUNDRY CENTER,LEFFERTS AVENUE,548 LEFFERTS AVENUE,,11225,3472950617,"548 LEFFERTS AVENUE
BROOKLYN, NY 11225
(40.66280631318387, -73.94305824953634)"
LAUNDRY,1323651,"SUPER CLEAN LAUNDROMAT 11, INC",,23 AVENUE,5802 23 AVENUE,,11204,7182596782,"5802 23 AVENUE
BROOKLYN, NY 11204
(40.61603268524532, -73.97556267192465)"
LAUNDRY,1324234,A & J QUALITY CLEANERS CORP,,MCGUINNESS BOULEVARD,212 MCGUINNESS BOULEVARD,,11222,7183891352,"212 MCGUINNESS BOULEVARD
BROOKLYN, NY 11222
(40.729476001198364, -73.9508144016153)"
LAUNDRY,1327823,"JIANG, MEI ZHEN",EL APPLE LAUNDRY,7TH AVENUE,409 7TH AVENUE,,11215,7189654653,"409 7TH AVENUE
BROOKLYN, NY 11215
(40.66438017787468, -73.98363078295753)"
LAUNDRY,1327859,"YUN, YONG TAE",YUN'S LAUNDROMAT,ARCHER STREET,1853 ARCHER STREET,,10460,3472815459,"1853 ARCHER STREET
BRONX, NY 10460
(40.83776841114002, -73.86485258112644)"
LAUNDRY,1329224,GRANDMA LAUNDRY CORNER INC,,FRANKLIN AVENUE,895 FRANKLIN AVENUE,,11225,7187353545,"895 FRANKLIN AVENUE
BROOKLYN, NY 11225
(40.66810730816732, -73.95885826169203)"
LAUNDRY,1331234,69 LAUNDROMAT INC,,WOODSIDE AVENUE,69-05 WOODSIDE AVENUE,,11377,7184466874,"69 05 WOODSIDE AVENUE
WOODSIDE, NY 11377
(40.74519376448069, -73.9048471440804)"
LAUNDRY,1331951,RED FLOWER LAUNDROMAT INC,,BAY STREET,385 BAY STREET,,10301,9172808057,"385 BAY STREET
STATEN ISLAND, NY 10301
(40.63269389892732, -74.07546949256178)"
LAUNDRY,1332227,EGQ LAUNDROMAT INC.,,91 AVENUE,87-01 91 AVENUE,,11421,6462508588,"87 01 91 AVENUE
WOODHAVEN, NY 11421
(40.69176458756573, -73.85702228584978)"
LAUNDRY,1332625,BUSINESS AT1230 OGDEN INC,,OGDEN AVENUE,1230 OGDEN AVENUE,,10452,7186813000,"1230 OGDEN AVENUE
BRONX, NY 10452
(40.83849137612981, -73.9261744314753)"
LAUNDRY,1335938,PARSONS LAUNDROMAT & WASH INC,,PARSONS BOULEVARD,79-09 PARSONS BOULEVARD,,11366,7183617350,"79 09 PARSONS BOULEVARD
FRESH MEADOWS, NY 11366
(40.72816440726166, -73.79226817393703)"
LAUNDRY,1336598,2001 CAMBRIA HEIGHTS LAUNDROMAT INC,,LINDEN BOULEVARD,221-25 LINDEN BOULEVARD,,11411,7182760197,"221 25 LINDEN BOULEVARD
QUEENS, NY 11411
(40.694293339066405, -73.73568329125084)"
LAUNDRY,1336829,"NEW SMILE LAUNDROMAT, INC",,GRAND AVENUE,85-12 GRAND AVENUE,,11373,7186393176,"85 12 GRAND AVENUE
QUEENS, NY 11373
(40.73871040256307, -73.87835115518163)"
LAUNDRY,1337443,NEW CENTURY LAUNDROMAT INC,,PENNSYLVANIA AVENUE,1110 PENNSYLVANIA AVENUE,STORE # 13,11207,9177165923,"1110 PENNSYLVANIA AVENUE
BROOKLYN, NY 11207
(40.65339170157715, -73.88689559559903)"
LAUNDRY,1338484,"SOOKRAM, DHANDAI",,FULTON STREET,3288 FULTON STREET,,11208,7188271416,"3288 FULTON STREET
BROOKLYN, NY 11208
(40.6831098243527, -73.87396105540341)"
LAUNDRY,1339327,A & R HEMPSTEAD AVENUE INC,,HEMPSTEAD AVENUE,218-02 HEMPSTEAD AVENUE,,11429,7184650100,"218 02 HEMPSTEAD AVENUE
QUEENS VILLAGE, NY 11429
(40.70991312049415, -73.73864031609764)"
LAUNDRY,1340469,81 FAMILY LAUNDROMAT CORP,,ELDRIDGE STREET,81 ELDRIDGE STREET,,10002,7186872336,"81 ELDRIDGE STREET
NEW YORK, NY 10002
(40.717104183866525, -73.99250883300391)"
LAUNDRY,1340685,JJ GENESIS INC,BROADWAY LAUNDROMAT,KINGSBRIDGE AVENUE,3632 KINGSBRIDGE AVENUE,,10463,7184326313,"3632 KINGSBRIDGE AVENUE
BRONX, NY 10463
(40.884265745457135, -73.90203571988361)"
LAUNDRY,1340768,SHAN XUN CHEN,CHEN'S LAUNDROMAT,AVENUE J,4624 AVENUE J,,11234,7182586256,"4624 AVENUE
BROOKLYN, NY 11234
(40.61636866748006, -73.92773224974349)"
LAUNDRY,1341305,PEARL RIVER LAUNDROMAT INC,,NEWKIRK AVENUE,1618 NEWKIRK AVENUE,,11226,7188590296,"1618 NEWKIRK AVENUE
BROOKLYN, NY 11226
(40.63600455518737, -73.96228453152371)"
LAUNDRY,1341695,55 LAUNDRY INC,,ROOSEVELT AVENUE,55-02 ROOSEVELT AVENUE,,11377,9176266397,"55 02 ROOSEVELT AVENUE
WOODSIDE, NY 11377
(40.74519376448069, -73.9048471440804)"
LAUNDRY,1293510,R&A LAUNDROMAT INC.,,WEBSTER AVE,3001 WEBSTER AVE,,10458,6464016147,"3001 WEBSTER AVE
BRONX, NY 10458
(40.868351226456134, -73.88202317501502)"
LAUNDRY,1294023,NEW ABSOLUTE LAUNDRY INC,,LEXINGTON AVENUE,137 LEXINGTON AVENUE,,10016,2122133006,"137 LEXINGTON AVENUE
NEW YORK, NY 10016
(40.743364387122085, -73.98193280593932)"
LAUNDRY,1294612,"YUAN, BI LIAN",FU WANG LAUNDROMAT,CLARKSON AVENUE,870 CLARKSON AVENUE,,11203,9172572751,"870 CLARKSON AVENUE
BROOKLYN, NY 11203
(40.65669890633753, -73.929234224378)"
LAUNDRY,1296921,"LIANG, SHAO XIANG",HAPPY PANDA LAUNDROMAT CO,AVENUE Z,611 AVENUE Z,,11223,6462729066,"611 AVENUE
BROOKLYN, NY 11223
(40.596939623165156, -73.97331147204676)"
LAUNDRY,1297228,GLOBAL MISSIONS INC,,FRANCIS LEWIS BOULEVARD,245-19 FRANCIS LEWIS BOULEVARD,,11422,5165035922,"245 19 FRANCIS LEWIS BOULEVARD
ROSEDALE, NY 11422
(40.66161349396765, -73.736051726406)"
LAUNDRY,1297455,SONYA LAUNDROMAT INC.,,LEFFERTS BOULEVARD,81-68 LEFFERTS BOULEVARD,,11415,7188467746,"81 68 LEFFERTS BOULEVARD
KEW GARDENS, NY 11415
(40.708286075142325, -73.82855612156771)"
LAUNDRY,1302324,GUANG XIU LAUNDROMAT INC.,,BRADDOCK AVENUE,224-02 BRADDOCK AVENUE,,11428,7184641839,"224 02 BRADDOCK AVENUE
QUEENS VILLAGE, NY 11428
(40.721396964798146, -73.74193729726841)"
LAUNDRY,1302626,"RAMOS, PEDRO",LA RACHERITA LAUNDROMAT,SHERMAN AVENUE,40807 SHERMAN AVENUE,,10040,2125679579,"40807 SHERMAN AVENUE
NEW YORK, NY 10040
(40.863542110790746, -73.92603340380025)"
LAUNDRY,1303087,2286 D&D LAUNDROMAT CORPORATION,,DAVIDSON AVENUE,2286 DAVIDSON AVENUE,,10468,3475974926,"2286 DAVIDSON AVENUE
BRONX, NY 10468
(40.859054193443946, -73.90461652626237)"
LAUNDRY,1303911,L & YING TRADING INC,,MARCUS GARVEY BOULEVARD,100 MARCUS GARVEY BOULEVARD,,11206,6462871681,"100 MARCUS GARVEY BOULEVARD
BROOKLYN, NY 11206
(40.695478837377784, -73.94058356252724)"
LAUNDRY,1304560,LUCKY LAUNDROMAT NY INC.,,163 STREET,89-18 163 STREET,,11432,7186585289,"89 18 163 STREET
JAMAICA, NY 11432
(40.71311535449007, -73.79282099978928)"
LAUNDRY,1305322,ROGERS AVENUE LAUNDRY CENTER INC.,,ROGERS AVENUE,1021 ROGERS AVENUE,,11226,7182820118,"1021 ROGERS AVENUE
BROOKLYN, NY 11226
(40.64524455151545, -73.95186199314311)"
LAUNDRY,1306394,"MOHSIN, ABDULLA A.",421 LAUNDROMAT,CORTELYOU ROAD,2101 CORTELYOU ROAD,,11226,7187038299,"2101 CORTELYOU ROAD
BROOKLYN, NY 11226
(40.643814989145156, -73.95874583710341)"
LAUNDRY,1306608,MR. LONG'S LAUNDROMAT INCORPORATED,,SPRINGFIELD BOULEVARD,78-33 SPRINGFIELD BOULEVARD,,11364,6464600811,"78 33 SPRINGFIELD BOULEVARD
QUEENS, NY 11364
(40.745924680379744, -73.75790275560763)"
LAUNDRY,1308720,"PARK'S WASH TOWN, INC.",,WHITE PLAINS ROAD,3870 WHITE PLAINS ROAD,,10467,7183250239,"3870 WHITE PLAINS ROAD
BRONX, NY 10467
(40.88529966301732, -73.86184692674564)"
LAUNDRY,1309323,NEW R & D LAUNDRY CORP,,ROCKAWAY BOULEVARD,125-06 ROCKAWAY BOULEVARD,,11420,9176095678,"125 06 ROCKAWAY BOULEVARD
S OZONE PARK, NY 11420
(40.67334524268887, -73.81770717164864)"
LAUNDRY,1309597,FENG HUA LAUNDROMAT INC.,,MCDONALD AVENUE,314 MCDONALD AVENUE,,11218,7184384377,"314 MCDONALD AVENUE
BROOKLYN, NY 11218
(40.64645924920414, -73.9801659240397)"
LAUNDRY,1309894,4-SUDS LAUNDRY LLC.,,14 AVENUE,122-10 14 AVENUE,,11356,7188889090,"122 10 14 AVENUE
COLLEGE POINT, NY 11356
(40.7849280967543, -73.84181070040347)"
LAUNDRY,1310119,EVER GREEN 08 LAUNDROMAT INC.,,43RD AVENUE,102-08 43RD AVENUE,,11368,7183950781,"102 08 43RD AVENUE
CORONA, NY 11368
(40.749678220373596, -73.85304068857687)"
LAUNDRY,1310336,"BEPOT LAUNDROMAT, INC",,11 AVENUE,6724 11 AVENUE,,11219,7182386588,"6724 11 AVENUE
BROOKLYN, NY 11219
(40.627321272107885, -74.00733912743624)"
LAUNDRY,1310453,"SUNNY LAUNDROMAT, INC.",,UTICA AVENUE,399 UTICA AVENUE,,11213,7186041906,"399 UTICA AVENUE
BROOKLYN, NY 11213
(40.664705870978175, -73.93147488149273)"
LAUNDRY,1310589,BEST SEASON LAUNDROMAT INC,,AVENUE O,18 AVENUE O,,11204,7182325568,"18 AVENUE
BROOKLYN, NY 11204
(40.619055848049015, -73.98479859887618)"
LAUNDRY,1311176,CHARDO'S LAUNDRY CENTER INC.,,SKILLMAN AVENUE,48-12 SKILLMAN AVENUE,,11104,7187723635,"48 12 SKILLMAN AVENUE
SUNNYSIDE, NY 11104
(40.74489336663561, -73.92054134530679)"
LAUNDRY,1311222,SWEET LAUNDROMAT INC,,FT HAMILTON PARKWAY,6909 FT HAMILTON PARKWAY,,11228,9999999999,"6909 FT HAMILTON PARKWAY
BROOKLYN, NY 11228
(40.62861143021838, -74.01220193656631)"
LAUNDRY,1311601,"JARVIS, ANNE-MARIE",SOAPY SUDS,LOTT PLACE,11 LOTT PLACE,,11234,7183381283,"11 LOTT PLACE
BROOKLYN, NY 11234
(40.62212486708631, -73.935865196542)"
LAUNDRY,1313567,"NEW AGE LAUNDROMAT & CLEANER, INC.",,24 AVENUE,27-09 24 AVENUE,,11102,7186266430,"27 09 24 AVENUE
QUEENS, NY 11102
(40.77152402451418, -73.92643545073543)"
LAUNDRY,1313818,PENG & FU (USA) CORPORATION,,NEW UTRECHT AVENUE,8150 NEW UTRECHT AVENUE,,11214,6462416798,"8150 NEW UTRECHT AVENUE
BROOKLYN, NY 11214
(40.610620456573464, -74.00145766871236)"
LAUNDRY,1314106,NEW YORK RELIABLE LAUNDRY & CLEANERS INC.,,EAST   82 STREET,506 EAST   82 STREET,,10028,2127342160,"506 82 STREET
NEW YORK, NY 10028
(40.7730600005296, -73.94834312814498)"
LAUNDRY,1314334,"HARLEM SPIN CITY, LLC",,3 AVENUE,2275 3 AVENUE,,10035,9148151558,"2275 3 AVENUE
NEW YORK, NY 10035
(40.802791586818216, -73.93647207735819)"
LAUNDRY,1314923,"SNOW WASH LAUNDROMAT, INC",,101 AVENUE,83-03 101 AVENUE,,11416,7187855900,"83 03 101 AVENUE
QUEENS, NY 11416
(40.68457809700163, -73.8496016684822)"
LAUNDRY,1315292,"PAR45, INC",,7 AVENUE,4521 7 AVENUE,,11220,3474042034,"4521 7 AVENUE
BROOKLYN, NY 11220
(40.645107924959255, -74.0031099906715)"
LAUNDRY,1322211,"JIAN DONG LAUNDROMAT, INC.",,FOREST AVENUE,62-95 FOREST AVENUE,,11385,9175573666,"62 95 FOREST AVENUE
RIDGEWOOD, NY 11385
(40.70122489161548, -73.88334858436963)"
LAUNDRY,1323075,RI DE TONG LAUNDROMAT INC,,NOSTRAND AVENUE,893 NOSTRAND AVENUE,,11225,7182215650,"893 NOSTRAND AVENUE
BROOKLYN, NY 11225
(40.66617786201769, -73.95080796495823)"
LAUNDRY,1324176,NEW WEST LAKE INC.,,SULLIVAN STREET,149 SULLIVAN STREET,,10012,2122281805,"149 SULLIVAN STREET
NEW YORK, NY 10012
(40.72719457703528, -74.00175386346513)"
LAUNDRY,1326783,"PUMAREJO, JESUS",,FAIRVIEW AVENUE,507 FAIRVIEW AVENUE,,11385,6312420558,"507 FAIRVIEW AVENUE
RIDGEWOOD, NY 11385
(40.70851534104916, -73.90883384715899)"
LAUNDRY,1327625,"WU, AI WAH",WAH FU LAUNDROMAT,FORT HAMILTON PARKWAY,6803 FORT HAMILTON PARKWAY,,11219,9173252359,"6803 FORT HAMILTON PARKWAY
BROOKLYN, NY 11219
(40.629115389286625, -74.01144220228394)"
LAUNDRY,1328959,NEW GOOD DAY LAUNDROMAT INC,,11 AVENUE,6214A 11 AVENUE,,11219,7184922228,"6214A 11 AVENUE
BROOKLYN, NY 11219
(40.63028328235723, -74.00426065523398)"
LAUNDRY,1329662,L & IAN LAUNDROMAT INC,,BEDFORD STREET,62 BEDFORD STREET,,10014,3477617257,"62 BEDFORD STREET
NEW YORK, NY 10014
(40.73124079078354, -74.00470960308515)"
LAUNDRY,1329997,K.J.M. FAMOUS CLEANERS CORP,,23 AVENUE,27-05 23 AVENUE,,11105,7187214919,"27 05 23 AVENUE
ASTORIA, NY 11105
(40.780092072491186, -73.90960650023976)"
LAUNDRY,1336597,EXCELLENT CLEANER & LAUNDRY CORP,,WEST   67 STREET,137 WEST   67 STREET,,10023,2125802781,"137 67 STREET
NEW YORK, NY 10023
(40.77516441407812, -73.98333574830502)"
