BORO,BLOCK,LOT,PARCEL_NAME,PARCEL_ADDRESS,JURIS,Jurisdiction Description,RPAD,RPAD_DESCRIPTION,PROP_FRONT,PROP_DEPTH,PROP_SQFT,IRREG,BLD_FRONT,BLD_DEPTH,BLD_SQFT,NUM_BLD,FLOORS,CD,COUNCIL_DISTRICT,COUNCILMEMBER_NAME,PR_ZONE,OV_ZONE,SD_ZONE,BBL,WATERFRONT,URBAN RENEWAL SITE,Agency,Owned/Leased,Primary Use Text,Final Commitment Text,Agreement (Lease-Out)
3,1212,6,ACS-FIELD OFFICE/AGING-SR CTR,19-29 GRANT SQUARE,,,W2,"PAROCHIAL SCHOOLS, YESHIVAS",120,115,13688,,100,100,39076,1,4,8,36,ALBERT VANN,R6,,,3012120006,,,ACS,L,FIELD OFFICE-PUBLIC,,
5,2820,95,,1 EDGEWATER STREET,,,T1,"AIRPORT,AIR FIELDS, TERMINALS",1034,1625,795385,I,320,120,255880,3,7,1,49,DEBORAH ROSE,M2-1,,,5028200095,Y,,CB501,L,AGCY OFFICE,,
3,6699,9,,808 EAST 16 STREET,,,S2,MULTI USE 2 FAM W/STORE OR OFCE,20,60,1200,,20,50,2000,1,2,14,45,JUMAANE WILLIAMS,R5D,C2-4,,3066990009,,,CB314,L,AGCY OFFICE,,
3,1414,51,OHEL SARAH DAY CARE CENTER,771 CROWN STREET,,,W2,"PAROCHIAL SCHOOLS, YESHIVAS",25,127,3258,I,20,80,3200,1,2,9,41,DARLENE MEALY,R4,C1-3,,3014140051,,,ACS,L,DAY CARE CENTER,,
1,93,1,ACS HEADQUARTERS,150 WILLIAM STREET,,,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,260,119,30332,I,260,120,463679,1,20,1,1,MARGARET CHIN,C6-4,,LM,1000930001,,,ACS,L,AGCY EXECUTVE OFFICE,,
4,295,45,,3027 REVIEW AVENUE,,,F9,FACTORY/INDUSTRY  MISCELLANEOUS,390,510,175037,I,390,510,171278,1,2,2,26,JAMES VAN BRAMER,M1-3,,,4002950045,,,FINAN,L,AGCY OFFICE,,
1,1360,1,,866 UNITED NATIONS PLAZA,,,O9,OFFICE BLDGS/MISC,207,404,88350,I,165,419,373486,1,6,6,4,DANIEL R. GARODNICK,C5-2,,,1013600001,,,CB106,L,AGCY OFFICE,,
2,5351,19,COMM BD 10,3165 EAST TREMONT AVENUE,,,K1,ONE STORY STORE BUILDING,50,87,4463,,50,65,3250,1,1,10,13,JAMES VACCA,R4A,C1-2,,2053510019,,,CB210,L,AGCY OFFICE,,
5,5,51,FIELD OFFICE-S.I.TORT.DIVN,60 BAY STREET,,,O1,OFCE BLG/FIREPROOF TO 9 STORIES,160,200,28000,I,160,200,168722,1,9,1,49,DEBORAH ROSE,C4-2,,SG,5000050051,,,DEP,L,AGCY OFFICE,,
3,184,25,DAY CARE/SENIOR CENTERS,460 ATLANTIC AVENUE,,,I5,"HLTH CENTR, CHILD CENTR, CLNIC",125,90,11250,,125,90,45000,1,4,2,33,STEPHEN LEVIN,R6A,C2-4,DB,3001840025,,,ACS,L,DAY CARE CENTER,,
3,335,47,COMMUNICATIONS GARAGE,93 UNION STREET,,,E1,WAREHOUSES/FIREPROOF,53,100,5333,,53,100,5340,1,1,6,39,BRAD LANDER,M1-1,,,3003350047,,,FIRE,L,VEHICLE MAINTENANCE,,
3,335,10,COMMUNICATIONS GARAGE,87 UNION STREET,,,F2,FACTORY/INDUSTRY/SPEC CONSTRUCT,115,195,22425,,115,195,22400,1,1,6,39,BRAD LANDER,M1-1,,,3003350010,,,FIRE,L,VEHICLE MAINTENANCE,,
3,133,5,,131-43 FLATBUSH AVENUE EXT,,,O9,OFFICE BLDGS/MISC,128,189,19391,I,125,104,75000,2,6,2,35,LETITIA JAMES,C6-4,,DB,3001330005,,,NYPD,L,AGCY OFFICE,,
4,3358,13,,120-42 QUEENS BOULEVARD,,,O1,OFCE BLG/FIREPROOF TO 9 STORIES,100,99,8700,I,100,70,29134,1,4,9,29,KAREN KOSLOWITZ,C4-4,,,4033580013,,,HLTH,L,AGCY OFFICE,,
4,277,1,DDC HEADQUARTERS,3030 THOMSON AVENUE,,,O9,OFFICE BLDGS/MISC,200,600,120000,,200,600,625000,1,5,2,26,JAMES VAN BRAMER,M1-4,,,4002770001,,,DDC,L,AGCY EXECUTVE OFFICE,,
4,3605,1,QUEENS STOREHOUSE,66-26 METROPOLITAN AVENUE,,,K9,STORE BLDGS/MISCELLANEOUS,1270,1270,960770,I,1102,500,1572198,1,3,5,30,ELIZABETH CROWLEY,M1-2,C1-3,,4036050001,,,CORR,L,TRAIN FAC-INDOOR,,
2,3246,2,HERBERT H LEHMAN COLLEGE,2901-25 GOULDEN AVENUE,,,W5,CITY UNIVERSITY,2067,180,310000,I,200,100,20000,1,1,8,11,G. OLIVER KOPPELL,R6,,,2032460002,,,DEP,O,OTH WATER SUPPLY FAC,,
3,4298,7,DAY CARE CENTER,370 NEW LOTS AVENUE,,,I5,"HLTH CENTR, CHILD CENTR, CLNIC",50,136,12640,I,50,95,23100,1,2,5,42,CHARLES BARRON,R6,C1-3,,3042980007,,,ACS,L,DAY CARE CENTER,,
3,664,3,,813 THIRD AVENUE,,,V9,VACANT LAND/MISC,200,375,61101,I,100,145,17478,1,1,7,38,SARA M. GONZALEZ,M1-2D,,,3006640003,,,NYPD,L,OUTDOOR PARKING,,
3,7226,62,NARCOTICS,2615-49 WEST 13 STREET,,,E9,WAREHOUSES/MISCELLANEOUS,348,177,61555,I,299,163,48761,1,1,13,47,"DOMENIC M. RECCHIA, JR",M1-1,,,3072260062,,,NYPD,L,AGCY OFFICE,,
3,3259,23,BETHESDA DCC/RDGWD-BUSHWK SC,319 STANHOPE STREET,,,I5,"HLTH CENTR, CHILD CENTR, CLNIC",50,200,10000,,50,185,28250,1,5,4,37,ERIK MARTIN DILAN,R6,,,3032590023,,,AGING,L,SENIOR CENTER,,
3,3331,25,ROUNDTABLE DCC & SENIOR CENTR,1165-75 GATES AVENUE,,,I5,"HLTH CENTR, CHILD CENTR, CLNIC",90,100,9050,,90,100,40270,1,5,4,34,DIANA REYNA,R6,,,3033310025,,,AGING,L,SENIOR CENTER,,
1,2014,36,ASOC OF BLACK SOCIAL WORKER,120 WEST 146 STREET,,,O9,OFFICE BLDGS/MISC,99,240,23989,,100,224,36200,1,2,10,9,INEZ E. DICKENS,C8-3,,,1020140036,,,AGING,L,SENIOR CENTER,,
4,242,9,DCAS TESTING,3409 QUEENS BOULEVARD,,,F1,HEAVY MANUFACTURING(FIREPROOF),200,500,100000,,200,500,149121,2,4,2,26,JAMES VAN BRAMER,M1-4,,,4002420009,,,DCAS,L,TESTING FACILITY,,
3,165,22,,240-52 LIVINGSTON STREET,,,O1,OFCE BLG/FIREPROOF TO 9 STORIES,139,171,29707,I,139,70,306853,1,8,2,33,STEPHEN LEVIN,C6-4,,DB,3001650022,,,DEP,L,BOROUGH OFFICE,,
4,9993,3,,14406 94 AVENUE,,,F1,HEAVY MANUFACTURING(FIREPROOF),295,200,60100,I,100,100,85678,8,1,12,27,"LEROY G. COMRIE, JR",C6-3,,DJ,4099930003,,,OATH,L,AGCY OFFICE,,
3,2517,27,KINGSLAND AVE-WAREHOUSE,540 KINGSLAND AVENUE,,,F9,FACTORY/INDUSTRY  MISCELLANEOUS,401,565,196857,I,60,52,123740,2,1,1,33,STEPHEN LEVIN,M3-1,,,3025170027,Y,,HLTH,L,INDOOR STORAGE(WHSE),,
1,70,32,HRA HEADQUARTERS,180 WATER STREET,,,O4,OFFICE BLDG/TOWER TYPE,173,127,23555,I,173,104,453857,1,24,1,1,MARGARET CHIN,C5-5,,LM,1000700032,,,HRA,L,AGCY EXECUTVE OFFICE,,
1,177,2,HRA/DSS CENTRAL OFFICE,250 CHURCH STREET,,,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,76,200,13606,I,76,200,202000,1,15,1,1,MARGARET CHIN,C6-2A,,,1001770002,,,HRA,L,FIELD OFFICE-STAFF,,
1,872,13,,109 EAST   16 STREET,,,O2,OFFCE BLG/10 FLS & OVER/SIDE ST,146,225,24764,I,146,225,288402,1,11,5,2,ROSIE MENDEZ,C6-2A,,,1008720013,,,HRA,L,FIELD OFFICE-PUBLIC,,
4,277,1,DDC HEADQUARTERS,3030 THOMSON AVENUE,,,O9,OFFICE BLDGS/MISC,200,600,120000,,200,600,625000,1,5,2,26,JAMES VAN BRAMER,M1-4,,,4002770001,,,DDC,L,BOROUGH OFFICE,,
3,165,22,,240-52 LIVINGSTON STREET,,,O1,OFCE BLG/FIREPROOF TO 9 STORIES,139,171,29707,I,139,70,306853,1,8,2,33,STEPHEN LEVIN,C6-4,,DB,3001650022,,,HRA,L,FIELD OFFICE-PUBLIC,,
4,10336,170,PUMPING STATION #24,180 STREET,,,V1,VACANT LAND,297,369,10953,I,,,,,,12,27,"LEROY G. COMRIE, JR",M1-1,,,4103360170,,,DEP,O,PUMPING STATION,,
3,161,1,,23 HANOVER PLACE,,,K9,STORE BLDGS/MISCELLANEOUS,41,80,4376,I,41,80,12070,1,3,2,33,STEPHEN LEVIN,C6-4,,DB,3001610001,,,HUMRT,L,FIELD OFFICE-PUBLIC,,
4,214,240,QNS EMPLOYMENT ELIGIBILITY CTR,33-28 NORTHERN BOULEVARD,,,O1,OFCE BLG/FIREPROOF TO 9 STORIES,75,100,7500,,75,87,19500,1,3,2,26,JAMES VAN BRAMER,M1-5,,,4002140240,,,HRA,L,FIELD OFFICE-PUBLIC,,
4,3638,65,,61-23 MYRTLE AVENUE,,,S2,MULTI USE 2 FAM W/STORE OR OFCE,25,99,2494,,25,60,4275,1,2,5,30,ELIZABETH CROWLEY,R5D,C1-3,,4036380065,,,CB405,L,AGCY OFFICE,,
2,3293,8,FORDHAM JOB CENTER,2547 BAINBRIDGE AVENUE,,,O5,OFFICE BLDG/SEMI-FIREPROOF,115,102,13450,I,115,102,49897,1,4,7,15,JOEL RIVERA,C4-4,,,2032930008,,,HRA,L,FIELD OFFICE-PUBLIC,,
3,173,1,,45-53 NEVINS STREET,,,O1,OFCE BLG/FIREPROOF TO 9 STORIES,104,120,11544,I,104,120,31131,1,3,2,33,STEPHEN LEVIN,C6-1,,DB,3001730001,,,HRA,L,FIELD OFFICE-PUBLIC,,
3,1038,1,BROOKLYN 2 GARAGE,465 HAMILTON AVENUE,,,G1,GARAGE - TWO OR MORE STORIES,240,200,34245,I,206,180,43145,1,2,6,38,SARA M. GONZALEZ,M2-1,,,3010380001,,,SANIT,L,GARAGE,,
1,1931,21,,215 WEST 125 STREET,,,O1,OFCE BLG/FIREPROOF TO 9 STORIES,150,199,29975,,150,172,170841,1,6,10,9,INEZ E. DICKENS,C4-7,,125,1019310021,,,CB110,L,AGCY OFFICE,,
3,3448,15,AUDREY JOHNSON D.C.C,272 MOFFAT STREET,,,I5,"HLTH CENTR, CHILD CENTR, CLNIC",250,80,20024,,250,75,18750,1,1,4,37,ERIK MARTIN DILAN,M1-1,,,3034480015,,,ACS,L,DAY CARE CENTER,,
1,68,7,,81-87 MAIDEN LANE,,,O2,OFFCE BLG/10 FLS & OVER/SIDE ST,106,132,10894,I,106,132,155450,1,13,1,1,MARGARET CHIN,C5-5,,LM,1000680007,,,DOI,L,AGCY OFFICE,,
1,698,1,HRA OFFICE OF FACILITIES OPR,260   11 AVENUE,,,O1,OFCE BLG/FIREPROOF TO 9 STORIES,198,208,34198,I,197,125,154433,1,7,4,3,CHRISTINE C. QUINN,C6-3,,WCH,1006980001,,,HRA,L,FIELD OFFICE-STAFF,,
3,118,6,VETERANS JOB CENTER,25 CHAPEL STREET,,,F1,HEAVY MANUFACTURING(FIREPROOF),385,109,35952,I,99,250,309952,2,12,2,35,LETITIA JAMES,C6-2,,,3001180006,,,HRA,L,FIELD OFFICE-PUBLIC,,
1,22,20,OFFICE BLDG,42 BROADWAY,,,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,116,197,21490,I,116,197,389927,1,21,1,1,MARGARET CHIN,C5-5,,LM,1000220020,,,HLTH,L,AGCY OFFICE,,
3,6642,45,COUNCIL SENIOR CENTER,1001 QUENTIN ROAD,,,P5,COMMUNITY CENTER,50,125,5000,I,50,125,24834,1,5,15,44,DAVID G. GREENFIELD,C8-2,,OP,3066420045,,,AGING,L,SENIOR CENTER,,
1,855,37,OCA OFFICES,35-41 MADISON AVENUE,,,O9,OFFICE BLDGS/MISC,98,225,22218,,99,225,524937,1,43,5,2,ROSIE MENDEZ,C5-3,,,1008550037,,,OCA,L,AGCY OFFICE,,
1,55,2,,40 RECTOR STREET,,,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,176,177,30080,I,176,177,449355,1,17,1,1,MARGARET CHIN,C6-9,,LM,1000550002,,,CCRB,L,AGCY EXECUTVE OFFICE,,
2,2877,522,HEIGHT SENIOR CTR/YW-YMCA CTR,200 WEST TREMONT AVENUE,,,P5,COMMUNITY CENTER,125,94,11711,,125,53,39750,1,6,5,16,HELEN D. FOSTER,R6,,,2028770522,,,AGING,L,SENIOR CENTER,,
4,214,210,MATERIALS FOR THE ARTS,33-00 NORTHERN BOULEVARD,,,F5,FACT/INDUST/LIGHT MANUFACTURING,391,238,62750,I,391,238,436814,1,8,2,26,JAMES VAN BRAMER,M1-5,,,4002140210,,,HRA,L,FIELD OFFICE-PUBLIC,,
1,15,1003,,2 WASHINGTON STREET,,,R5,CONDOS/COMMERCIAL BLDGS,,,,,,,,,,1,1,MARGARET CHIN,,,,1000151003,,,HRA,L,FIELD OFFICE-PUBLIC,,
3,4214,1,EUCLID JOB CENTER,404 PINE STREET,,,O1,OFCE BLG/FIREPROOF TO 9 STORIES,100,200,20000,I,170,80,60180,1,4,5,42,CHARLES BARRON,R5,C2-2,,3042140001,,,ACS,L,FIELD OFFICE-PUBLIC,,
1,148,10,,151-163 WEST BROADWAY,,,O1,OFCE BLG/FIREPROOF TO 9 STORIES,149,99,15008,I,149,100,110750,1,7,1,1,MARGARET CHIN,C6-2A,,TMU,1001480010,,,HRA,L,FIELD OFFICE-PUBLIC,,
3,928,1,,35 4 AVENUE,,,O7,PROFESSIONAL OFFICE BUILDING,100,180,18000,,96,130,24960,1,2,6,33,STEPHEN LEVIN,R8A,C2-4,,3009280001,,,HRA,L,FIELD OFFICE-PUBLIC,,
1,1775,33,EAST END JOB CTR/SENIOR CENTER,2322 THIRD AVENUE,,,O9,OFFICE BLDGS/MISC,150,204,26425,,141,180,123885,1,5,11,9,INEZ E. DICKENS,R7-2,C1-4,,1017750033,,Y,AGING,L,SENIOR CENTER,,
3,1296,1,WI-LO HAVEN DAY CARE CENTER,317 ROGERS AVENUE,,,Z9,OTHER,27,100,2775,,27,100,8250,1,3,9,35,LETITIA JAMES,R6,C1-3,,3012960001,,,ACS,L,DAY CARE CENTER,,
4,15561,29,,19-31 MOTT AVENUE,,,O9,OFFICE BLDGS/MISC,130,99,10550,I,99,130,51480,1,4,14,31,"JAMES SANDERS, JR",C4-2,,,4155610029,,,CB414,L,AGCY OFFICE,,
4,10530,1,,19701 HILLSIDE AVENUE,,,K1,ONE STORY STORE BUILDING,276,84,24208,I,240,84,21500,1,1,8,23,MARK WEPRIN,R3-2,C1-2,,4105300001,,,CB408,L,AGCY OFFICE,,
1,125,20,LAW DEPT HEADQUARTERS,100 CHURCH STREET,,,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,160,335,53354,I,159,335,918240,1,19,1,1,MARGARET CHIN,C5-3,,LM,1001250020,,,LAW,L,AGCY EXECUTVE OFFICE,,
4,576,12,EMS ST 49,2510 30 AVENUE,,,I1,"HOSP, SANITARIUMS, MENTAL INST",185,204,39500,I,145,119,105000,3,6,1,22,"PETER F. VALLONE, JR",R6,C1-3,,4005760012,,,FIRE,L,EMERGENCY MEDICL STN,,
1,1113,51,ARSENAL WEST/MAN BORO OFFICE,16 WEST 61 STREET,,,L2,LOFTS/FIREPROOF & STORAGE TYPE,100,201,11850,I,100,114,113736,1,11,7,6,GALE A. BREWER,C4-7,,L,1011130051,,,PARKS,L,BOROUGH OFFICE,,
2,5064,78,BRONX NARCOTICS PARKING,510 EAST 241 STREET,,,V1,VACANT LAND,1301,162,130708,I,,,,,,12,11,G. OLIVER KOPPELL,M1-1,,,2050640078,,,NYPD,L,OUTDOOR PKNG-AGENCY,,
4,246,1,TECHNICAL SERVICES DIVISION,3402 QUEENS BOULEVARD,,,F1,HEAVY MANUFACTURING(FIREPROOF),200,600,120000,,200,600,188000,1,2,2,26,JAMES VAN BRAMER,M1-4,,,4002460001,,,FIRE,L,INDOOR STORAGE(WHSE),,
1,2032,17,CHAMA CHILD DEVELOPMENT CENTER,219 WEST 146 STREET,,,I5,"HLTH CENTR, CHILD CENTR, CLNIC",50,199,10017,,50,199,22922,1,2,10,7,ROBERT JACKSON,R7-2,,,1020320017,,,ACS,L,DAY CARE CENTER,,
3,250,44,,16 COURT STREET,,,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,100,125,12500,I,92,125,290440,1,37,2,33,STEPHEN LEVIN,C5-2A,,DB,3002500044,,,DOT,L,BOROUGH OFFICE,,
4,3348,37,FIELD OFFICE QUEENS TORT DIV,80-02 QUEENS BOULEVARD,,,V1,VACANT LAND,248,270,67200,,105,178,514975,1,12,9,29,KAREN KOSLOWITZ,C4-4,,,4033480037,,,DA-QN,L,AGCY OFFICE,,
4,249,1003,,32-02 QUEENS BOULEVARD,,,,,,,,,,,,,,2,26,JAMES VAN BRAMER,,,,4002491003,,,TLC,L,AGCY OFFICE,,
1,68,7,,81-87 MAIDEN LANE,,,O2,OFFCE BLG/10 FLS & OVER/SIDE ST,106,132,10894,I,106,132,155450,1,13,1,1,MARGARET CHIN,C5-5,,LM,1000680007,,,BLDGS,L,AGCY OFFICE,,
5,5,51,FIELD OFFICE-S.I.TORT.DIVN,60 BAY STREET,,,O1,OFCE BLG/FIREPROOF TO 9 STORIES,160,200,28000,I,160,200,168722,1,9,1,49,DEBORAH ROSE,C4-2,,SG,5000050051,,,LAW,L,AGCY OFFICE,,
2,2977,103,CASA BORICUA SENIOR CENTER,910 EAST 172 STREET,,,P5,COMMUNITY CENTER,150,100,15000,,100,100,40000,1,4,3,16,HELEN D. FOSTER,R7-1,C2-4,,2029770103,,,AGING,L,SENIOR CENTER,,
1,1723,10,,61 WEST 125 STREET,,,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,175,199,19152,I,175,98,221261,1,15,10,9,INEZ E. DICKENS,C4-7,,125,1017230010,,,ACS,L,FIELD OFFICE-STAFF,,
2,2877,522,HEIGHT SENIOR CTR/YW-YMCA CTR,200 WEST TREMONT AVENUE,,,P5,COMMUNITY CENTER,125,94,11711,,125,53,39750,1,6,5,16,HELEN D. FOSTER,R6,,,2028770522,,,ACS,L,DAY CARE CENTER,,
2,3167,1,BRONX FIELD OFFICE,2501 GRAND CONCOURSE,,,K3,"DEPARTMENT STORES, MULTI-STORY",145,306,52944,I,145,206,264720,1,4,7,15,JOEL RIVERA,C4-4,C1-3,C,2031670001,,,ACS,L,FIELD OFFICE-PUBLIC,,
3,154,28,KINGS COUNTY CIVIL COURT,141 LIVINGSTON STREET,,,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,75,147,12536,I,75,142,193125,1,18,2,33,STEPHEN LEVIN,C6-4.5,,DB,3001540028,,,OCA,L,COURTHOUSE,,
1,55,2,,40 RECTOR STREET,,,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,176,177,30080,I,176,177,449355,1,17,1,1,MARGARET CHIN,C6-9,,LM,1000550002,,,BSA,L,AGCY EXECUTVE OFFICE,,
1,55,2,,40 RECTOR STREET,,,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,176,177,30080,I,176,177,449355,1,17,1,1,MARGARET CHIN,C6-9,,LM,1000550002,,,OLR,L,AGCY EXECUTVE OFFICE,,
1,55,2,,40 RECTOR STREET,,,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,176,177,30080,I,176,177,449355,1,17,1,1,MARGARET CHIN,C6-9,,LM,1000550002,,,HUMRT,L,AGCY EXECUTVE OFFICE,,
1,55,2,,40 RECTOR STREET,,,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,176,177,30080,I,176,177,449355,1,17,1,1,MARGARET CHIN,C6-9,,LM,1000550002,,,OCB,L,AGCY EXECUTVE OFFICE,,
1,55,2,,40 RECTOR STREET,,,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,176,177,30080,I,176,177,449355,1,17,1,1,MARGARET CHIN,C6-9,,LM,1000550002,,,CFB,L,AGCY EXECUTVE OFFICE,,
1,55,2,,40 RECTOR STREET,,,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,176,177,30080,I,176,177,449355,1,17,1,1,MARGARET CHIN,C6-9,,LM,1000550002,,,OATH,L,AGCY EXECUTVE OFFICE,,
1,55,2,,40 RECTOR STREET,,,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,176,177,30080,I,176,177,449355,1,17,1,1,MARGARET CHIN,C6-9,,LM,1000550002,,,CCRB,L,AGCY EXECUTVE OFFICE,,
1,55,2,,40 RECTOR STREET,,,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,176,177,30080,I,176,177,449355,1,17,1,1,MARGARET CHIN,C6-9,,LM,1000550002,,,TLC,L,AGCY EXECUTVE OFFICE,,
1,92,5,,161 WILLIAM STREET,,,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,82,118,10586,I,83,119,177433,1,22,1,1,MARGARET CHIN,C6-4,,LM,1000920005,,,DYCD,L,AGCY OFFICE,,
5,5,51,FIELD OFFICE-S.I.TORT.DIVN,60 BAY STREET,,,O1,OFCE BLG/FIREPROOF TO 9 STORIES,160,200,28000,I,160,200,168722,1,9,1,49,DEBORAH ROSE,C4-2,,SG,5000050051,,,HUMRT,L,FIELD OFFICE-PUBLIC,,
1,1070,44,MIDTOWN NORTH PRECINCT,524 WEST   42 STREET,,,Y2,GOV'T INSTALLATIONS/POLICE DEPT,58,98,5802,,59,84,19420,1,4,4,3,CHRISTINE C. QUINN,C6-4,,CL,1010700044,,,NYPD,L,AGCY OFFICE,,
1,15,1003,,2 WASHINGTON STREET,,,R5,CONDOS/COMMERCIAL BLDGS,,,,,,,,,,1,1,MARGARET CHIN,,,,1000151003,,,DCAS,L,TRAINING FACILITY,,
1,15,1003,,2 WASHINGTON STREET,,,R5,CONDOS/COMMERCIAL BLDGS,,,,,,,,,,1,1,MARGARET CHIN,,,,1000151003,,,ACS,L,FIELD OFFICE-PUBLIC,,
1,127,18,,255 GREENWICH STREET,,,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,165,288,42601,I,163,276,550000,1,13,1,1,MARGARET CHIN,C6-4,,LM,1001270018,,,OMB,L,AGCY EXECUTVE OFFICE,,
1,127,18,,255 GREENWICH STREET,,,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,165,288,42601,I,163,276,550000,1,13,1,1,MARGARET CHIN,C6-4,,LM,1001270018,,,ACTRY,L,AGCY EXECUTVE OFFICE,,
1,127,18,,255 GREENWICH STREET,,,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,165,288,42601,I,163,276,550000,1,13,1,1,MARGARET CHIN,C6-4,,LM,1001270018,,,DOITT,L,AGCY EXECUTVE OFFICE,,
5,497,1,,215 BAY STREET,,,K9,STORE BLDGS/MISCELLANEOUS,120,109,14039,I,120,109,13080,1,1,1,49,DEBORAH ROSE,M1-1,,,5004970001,,,HRA,L,FIELD OFFICE-PUBLIC,,
3,4685,24,LEASED OFFICE - DOT,5913 CHURCH AVENUE,,,K1,ONE STORY STORE BUILDING,200,100,20000,,50,199,10000,1,1,17,41,DARLENE MEALY,C8-1,,,3046850024,,,NYPD,L,AGCY OFFICE,,
1,757,54,,330-48 WEST 34 STREET,,,O2,OFFCE BLG/10 FLS & OVER/SIDE ST,235,197,46412,,235,194,622264,2,18,4,3,CHRISTINE C. QUINN,C6-4,,HY,1007570054,,,NYPD,L,AGCY OFFICE,,
1,855,37,OCA OFFICES,35-41 MADISON AVENUE,,,O9,OFFICE BLDGS/MISC,98,225,22218,,99,225,524937,1,43,5,2,ROSIE MENDEZ,C5-3,,,1008550037,,,OCA,L,AGCY OFFICE,,
3,612,205,,,,,,,3550,335,450000,I,618,100,97200,4,1,6,38,SARA M. GONZALEZ,M3-1,,,3006120205,Y,,NYPD,L,OUTDOOR PARKING,,
3,583,1,,645 CLINTON STREET,,,F9,FACTORY/INDUSTRY  MISCELLANEOUS,200,515,80400,I,,,75677,1,1,6,38,SARA M. GONZALEZ,M1-1,,,3005830001,,,ELECT,L,INDOOR STORAGE-EQUIP,,
3,2094,1,DAY CARE / OFFICES,625 FULTON STREET,,,F9,FACTORY/INDUSTRY  MISCELLANEOUS,83,307,62472,I,83,390,384000,1,7,2,35,LETITIA JAMES,C6-4,,DB,3020940001,,,HRA,L,FIELD OFFICE-PUBLIC,,
3,7918,114,EMS STATION 58,410 EAST 83 STREET,,,G9,MISCELLANEOUS,180,100,18000,,180,100,18000,1,1,18,45,JUMAANE WILLIAMS,M1-1,,,3079180114,,,FIRE,L,VEHICLE MAINTENANCE,,
2,2856,20,CONCOURSE JOB CENTER,1363-77 JEROME AVENUE,,,O9,OFFICE BLDGS/MISC,150,225,26063,I,150,125,52250,1,2,4,16,HELEN D. FOSTER,R8,C2-4,,2028560020,,,HRA,L,FIELD OFFICE-PUBLIC,,
3,706,1,BUSH TERMINAL,148-19 39 STREET,,,L2,LOFTS/FIREPROOF & STORAGE TYPE,460,494,223374,I,460,475,1324592,9,8,7,38,SARA M. GONZALEZ,M3-1,,,3007060001,,,LAW,L,INDOOR STORAGE(WHSE),,
2,2795,14,MICSA/HASA,1776-90 GRAND CONCOURSE,,,O9,OFFICE BLDGS/MISC,152,196,22879,I,147,96,243047,2,8,5,14,FEMANDO CABRERA,R8,,C,2027950014,,,HRA,L,FIELD OFFICE-PUBLIC,,
3,3568,1,"FAITH, HOPE AND CHARITY D.C.C",776 SARATOGA AVENUE,,,I5,"HLTH CENTR, CHILD CENTR, CLNIC",100,200,16800,I,60,200,24000,3,2,16,42,CHARLES BARRON,R6,C2-3,,3035680001,,,ACS,L,DAY CARE CENTER,,
1,1306,33,ENG 8 LAD 2 BAT 8; NYPD 17 PCT,165 EAST 51 STREET,,,O4,OFFICE BLDG/TOWER TYPE,200,195,31625,I,200,194,488366,1,21,5,4,DANIEL R. GARODNICK,C6-6,,MID,1013060033,,,NYPD,L,POLICE STATION,,
1,1025,43,,01691-95 BROADWAY,,,J5,THEATR PART OF BLDG OF OTHER USE,50,190,17527,I,50,163,96067,1,13,5,3,CHRISTINE C. QUINN,C6-7,,MID,1010250043,,,MOME,L,AGCY OFFICE,,
1,15,1003,,2 WASHINGTON STREET,,,R5,CONDOS/COMMERCIAL BLDGS,,,,,,,,,,1,1,MARGARET CHIN,,,,1000151003,,,VAC,L,AGCY OFFICE,,
1,177,2,HRA/DSS CENTRAL OFFICE,250 CHURCH STREET,,,O3,OFCE BLG 10 FLS & OVER/MAIN AVE,76,200,13606,I,76,200,202000,1,15,1,1,MARGARET CHIN,C6-2A,,,1001770002,,,PA-MN,L,INDOOR STORAGE(WHSE),,
1,1634,3,,105-11 EAST 106 STREET,,,O9,OFFICE BLDGS/MISC,100,100,10092,,100,100,111580,1,11,11,8,MELISSA MARK VIVERITO,C8-4,,,1016340003,,,HPD,L,AGCY OFFICE,,
3,173,1,,45-53 NEVINS STREET,,,O1,OFCE BLG/FIREPROOF TO 9 STORIES,104,120,11544,I,104,120,31131,1,3,2,33,STEPHEN LEVIN,C6-1,,DB,3001730001,,,NYPD,L,AGCY OFFICE,,
