TYPE,BUS NAME,MAILING OFFICE,MAIL CITY,MSTAT,COMP PHONE,Location 1
CL.2-EXEMPT,SUS  ENTERPRISES  INC.,145-18 LIBERTY AVE,JAMAICA,NY,(718) 658-1814,"145 18 LIBERTY AVE
JAMAICA, NY 11435
(40.70119264912154, -73.80979665579099)"
CL.2-EXEMPT,SV TRUCKING CORP.,782 CLIFTON AVENUE 2ND. FLOOR,NEWARK,NJ,(973) 418-6878,"782 CLIFTON AVENUE
NEWARK, NJ 07109
(40.77730480050786, -74.1661679168617)"
CL.2-EXEMPT,"T & N TRUCKING, INC.",1813 HERING AVENUE,BRONX,NY,(917) 217-1662,"1813 HERING AVENUE
BRONX, NY 10461
(40.85139890072966, -73.850001148528)"
CL.2-EXEMPT,T & T INDUSTRY INC.,54-01 43RD STREET 2ND FLOOR,MASPETH,NY,(516) 791-9000,"54 01 43RD STREET
MASPETH, NY 11378
(40.72145310497689, -73.90854350068196)"
CL.2-EXEMPT,"T.S CONTRACTING & EQUIPMENT, INC.",265 FRONT STREET,BROOKLYN,NY,(718) 596-3573,"265 FRONT STREET
BROOKLYN, NY 11201
(40.7023206649737, -73.98259121502113)"
CL.2-EXEMPT,TARI RESTORATION INC.,79-53 262 ND STREET,FLORAL PARK,NY,(347) 723-2940,"79 53 262 ND STREET
FLORAL PARK, NY 11004
(40.74323783435864, -73.71201500019208)"
CL.2-EXEMPT,TESTRI MACHINERY CORP.,P.O.BOX. 650247,FRESH MEADOWS,NY,(516) 644-7533,"650247 FRESH MEADOWS
NY 11365
(40.73987184371066, -73.79462153515567)"
CL.2-EXEMPT,THAMES BUILDERS INC.,535 WEST 46TH STREET,NEW YORK,NY,(212) 888-7590,"535 46TH STREET
NEW YORK, NY 10036
(40.76272826969654, -73.99483728600262)"
CL.2-EXEMPT,THE BROOKLYN UNION GAS COMPANY,287 MASPETH AVENUE,BROOKLYN,NY,(718) 963-5446,"287 MASPETH AVENUE
BROOKLYN, NY 11211
(40.7179229667755, -73.93207568134409)"
CL.2-EXEMPT,THE NEW MILLENIUM CONCRETE & PAVERS INC.,225 CROWN AVE,STATEN ISLAND,NY,(347) 236-0729,"225 CROWN AVE
STATEN ISLAND, NY 10312
(40.54906772592002, -74.18725600747352)"
CL.2-EXEMPT,THE POOL DOCTOR CONTRACTORS INC.,42 KENILWORTH AVENUE,STATEN ISLAND,NY,(718) 317-0196,"42 KENILWORTH AVENUE
STATEN ISLAND, NY 10312
(40.56466856313346, -74.18328140914645)"
CL.2-EXEMPT,TIGER GENERAL CONTRACTOR & SON INC.,2707 STILLWELL AVENUE,BROOKLYN,NY,(718) 714-4697,"2707 STILLWELL AVENUE
BROOKLYN, NY 11224
(40.5818137031394, -73.9823953296703)"
CL.2-EXEMPT,TONAR CONSTRUCTION CORP.,134-02 CROSSBAY BLVD.,OZONE PARK,NY,(718) 843-8484,"134 02 CROSSBAY BLVD
OZONE PARK, NY 11417
(40.6763637308016, -73.84454275534387)"
CL.2-EXEMPT,TONY'S RUBBISH REMOVAL,7084 AMBOY ROAD,STATEN ISLAND,NY,(347) 350-3823,"7084 AMBOY ROAD
STATEN ISLAND, NY 10307
(40.515011609821514, -74.23457900906614)"
CL.2-EXEMPT,TRI STATE DISMANTLING CORP.,207 DUPONT STREET,BROOKLYN,NY,(718) 349-2552,"207 DUPONT STREET
BROOKLYN, NY 11222
(40.736221145196176, -73.95184122880933)"
CL.2-EXEMPT,TRI-MESSINE CONSTRUCTION CO. INC.,2703 NO.JERUSALEM ROAD,EAST MEADOW,NY,(516) 679-9797,"2703 NO JERUSALEM ROAD
EAST MEADOW, NY 11554
(40.70621339409172, -73.53513163534251)"
CL.2-EXEMPT,TRINACRIA DEMOLITION & CONTRACTING CORP.,149  22-21 AVENUE,WHITESTONE,NY,(718) 460-4437,"149 22-21 AVENUE
WHITESTONE, NY 11357
(40.78628404147537, -73.81123206101074)"
CL.2-EXEMPT,TRINITY GROUP INDUSTRIES INC,976 MCLEAN AVENUE,YONKERS,NY,(914) 844-4056,"976 MCLEAN AVENUE
YONKERS, NY 10704
(40.903016366055105, -73.86538952301994)"
CL.2-EXEMPT,TRIPLE  I  TRUCKING INC,86 SYLRAN PLACE,VALLEY STREAM,NY,(917) 416-7256,"86 SYLRAN PLACE
VALLEY STREAM, NY 11581
(40.65666852403319, -73.7122580006062)"
CL.2-EXEMPT,TRI-STATE SOIL SOLUTIONS LLC,28 LAKE SHORE ROAD,RANDOLPH,NJ,(973) 578-2601,"28 LAKE SHORE ROAD
RANDOLPH, NJ 07869
(40.83182213442985, -74.54285076910993)"
CL.2-EXEMPT,TRUCKIN CONSTRUCTION CORP.,1 MAPLE STREET,GLEN HEAD,NY,(516) 674-3943,"1 MAPLE STREET
GLEN HEAD, NY 11545
(40.82708058584155, -73.64210240877443)"
CL.2-EXEMPT,TRUE LINE PIPE CO INC,16 HULSE ROAD,EAST SETAUKET,NY,(631) 331-8500,"16 HULSE ROAD
EAST SETAUKET, NY 11733
(40.93161698378977, -73.07959538737579)"
CL.2-EXEMPT,ULTRA GENERAL CONTRACTING INC,730 DELAFIELD AVENUE,STATEN ISLAND,NY,(718) 370-0190,"730 DELAFIELD AVENUE
STATEN ISLAND, NY 10310
(40.62932524360122, -74.12286577440125)"
CL.2-EXEMPT,"UNICORN CONSTRUCTION ENTERPRISES, INC.",305 WEST GRAND AVENUE,MONTVALE,NJ,(800) 722-6780,"305 GRAND AVENUE
MONTVALE, NJ 07645
(41.05462873468309, -74.06412184619705)"
CL.2-EXEMPT,UNITED LJC CORP.,9 UNION AVENUE,RONKONKOMA,NY,(631) 467-4181,"9 UNION AVENUE
RONKONKOMA, NY 11779
(40.809518515597404, -73.11036385446351)"
CL.2-EXEMPT,UPGRADE CONTRACTING CO. INC.,81 APOLLO STREET,BROOKLYN,NY,(718) 302-1616,"81 APOLLO STREET
BROOKLYN, NY 11222
(40.72683033395451, -73.93806422393078)"
CL.2-EXEMPT,URBAN ENVIRONMENTAL CORP.,PO BOX 630092,LITTLE NECK,NY,(718) 224-6137,"630092 LITTLE NECK
NY 11363
(40.772398418252465, -73.74679788741253)"
CL.2-EXEMPT,"URIEL TRUCKING, LLC.",275 NORTH 6TH STREET,NEWARK,NJ,(973) 230-9285,"275 6TH STREET
NEWARK, NJ 07107
(40.75805375786223, -74.18731138797145)"
CL.2-EXEMPT,V V S L TRUCKING LLC,114 WILLOW STREET,BLOOMFIELD,NJ,(973) 743-6507,"114 WILLOW STREET
BLOOMFIELD, NJ 07003
(40.78477816657136, -74.20327394379063)"
CL.2-EXEMPT,"V. DISALVO CONTRACTING CO, INC.",4214 3RD AVENUE,BROOKLYN,NY,(718) 832-9400,"4214 3RD AVENUE
BROOKLYN, NY 11232
(40.652195874916565, -74.01019707763832)"
CL.2-EXEMPT,V.J. & SONS INC.,88-19 199 STREET,HOLLIS,NY,(718) 479-3878,"88 19 199 STREET
HOLLIS, NY 11423
(40.71722229567246, -73.7671414999802)"
CL.2-EXEMPT,"VAN ALPHEN BROS, INC.",874 RICHMOND ROAD,STATEN ISLAND,NY,(718) 273-3961,"874 RICHMOND ROAD
STATEN ISLAND, NY 10304
(40.60578376731478, -74.09263223557217)"
CL.2-EXEMPT,VANBRO CORPORATION,1900 SOUTH AVENUE,STATEN ISLAND,NY,(718) 698-1100,"1900 SOUTH AVENUE
STATEN ISLAND, NY 10314
(40.601185205194774, -74.19431212476708)"
CL.2-EXEMPT,VARDARO CONSTRUCTION CORP.,1050 ROCKAWAY AVENUE,BROOKLYN,NY,(718) 649-3556,"1050 ROCKAWAY AVENUE
BROOKLYN, NY 11236
(40.65381628616357, -73.90672487873313)"
CL.2-EXEMPT,VARGAS RUBBISH REMOVAL CORP.,153 EAST 99TH STREET,NEW YORK,NY,(212) 569-0812,"153 99TH STREET
NEW YORK, NY 10029
(40.78767398350573, -73.94924245017427)"
CL.2-EXEMPT,VENUS CONSTRUCTION,60-01 171 STREET,FRESH MEADOWS,NY,(917) 916-9239,"60 01 171 STREET
FRESH MEADOWS, NY 11365
(40.73987184371066, -73.79462153515567)"
CL.2-EXEMPT,VENUS CONSTRUCTION LTD.,181 HURON STREET,BROOKLYN,NY,(718) 349-0667,"181 HURON STREET
BROOKLYN, NY 11222
(40.73312974675902, -73.95392630441025)"
CL.2-EXEMPT,VERA CARTING CORP.,22 PENGUINE LANE,COMMACK,NY,(631) 864-2374,"22 PENGUINE LANE
COMMACK, NY 11725
(40.83031983413508, -73.26404899605058)"
CL.2-EXEMPT,VICTORY CONTRACTING CO. INC.,786 E 94 STREET,BROOKLYN,NY,(718) 345-2663,"786 94 STREET
BROOKLYN, NY 11236
(40.64935857149253, -73.911165798038)"
CL.2-EXEMPT,"VIKRAM CONSTRUCTION, INC.",81- 52 LITTLE NECK PKWY,FLORAL PARK,NY,(718) 343-6992,"81 52 LITTLE NECK PKWY
FLORAL PARK, NY 11004
(40.74323783435864, -73.71201500019208)"
CL.2-EXEMPT,VINCENT RUSCIANO CONSTRUCTION CO. INC.,2243 HOLLERS AVENUE,BRONX,NY,(718) 325-6165,"2243 HOLLERS AVENUE
BRONX, NY 10475
(40.88375547736779, -73.82945694987336)"
CL.2-EXEMPT,VINNY & SON CONTRACTING CORP.,150-20 24TH AVENUE,WHITESTONE,NY,(718) 539-0524,"150 20 24TH AVENUE
WHITESTONE, NY 11357
(40.78628404147537, -73.81123206101074)"
CL.2-EXEMPT,VINNY CONSTRUCTION CORP.,22-17 PARSONS BLVD.,WHITESTONE,NY,(718) 358-1481,"22 17 PARSONS BLVD
WHITESTONE, NY 11357
(40.78628404147537, -73.81123206101074)"
CL.2-EXEMPT,VIRGINIA CONSTRUCTION & MNGT INC,950 GEORGIA AVE,BROOKLYN,NY,(718) 238-6381,"950 GEORGIA AVE
BROOKLYN, NY 11207
(40.65397869361243, -73.8894323685736)"
CL.2-EXEMPT,VISALVO INDUSTRIES INC.,25-62 127 STREET,FLUSHING,NY,(718) 463-4118,"25 62 127 STREET
FLUSHING, NY 11354
(40.76862022064671, -73.82719028070687)"
CL.2-EXEMPT,VISION TRANSPORT INC,2 FISH HOUSE ROAD,S KEARNY,NJ,(201) 997-9500,"2 FISH HOUSE ROAD
S KEARNY, NJ 07032
(40.73887560664075, -74.09552873379776)"
CL.2-EXEMPT,VITO HOME IMPROVEMENT CORP.,46 28 BURLING STREET,FLUSHING,NY,(718) 939-5025,"46 28 BURLING STREET
FLUSHING, NY 11355
(40.7512997969481, -73.82147854789662)"
CL.2-EXEMPT,VLAIDMIR DELIVERY AND RUBBISH INC,"6308 BAY PKWY, 2ND FL.",BROOKLYN,NY,(917) 880-8650,"6308 BAY PKWY
BROOKLYN, NY 11204
(40.614962677809785, -73.9803137733044)"
CL.2-EXEMPT,"VLIBO RUBBISH, INC.",2615 AVE. O  APT 6M,BROOKLYN,NY,(646) 915-7949,"2615 AVE
BROOKLYN, NY 11230
(40.62192951023877, -73.96551106018723)"
CL.2-EXEMPT,VORDONIA CONTRACTING & SUPPLIES CORP.,28-18 31ST STREET,ASTORIA,NY,(718) 267-0300,"28 18 31ST STREET
ASTORIA, NY 11102
(40.77152402451418, -73.92643545073543)"
CL.2-EXEMPT,WAY TRUCKING CORP,40-50 JUNCTION BLVD 2R,CORONA,NY,(347) 246-1674,"40 50 JUNCTION BLVD
CORONA, NY 11368
(40.749678220373596, -73.85304068857687)"
CL.2-EXEMPT,WC CONTRACTING SERVICES INC.,24-27 49TH STREET,ASTORIA,NY,(718) 721-5511,"24 27 49TH STREET
ASTORIA, NY 11103
(40.76286893025696, -73.91327185810974)"
CL.2-EXEMPT,"WEE DOO SERVICES, INC.",580 E 7TH STREET,BROOKLYN,NY,(718) 693-6969,"580 7TH STREET
BROOKLYN, NY 11218
(40.6375713972441, -73.97165057555848)"
CL.2-EXEMPT,WEST COAST RECLAMATION INC.,888 EAST BAY DRIVE,WEST ISLIP,NY,(631) 539-6353,"888 BAY DRIVE
WEST ISLIP, NY 11795
(40.68548402131637, -73.29421225691334)"
CL.2-EXEMPT,WORLD CONTRACTING INC.,108 - 58 154TH ST,JAMAICA,NY,(718) 637-3854,"108 58 154TH ST
JAMAICA, NY 11433
(40.698104881734935, -73.7875740339145)"
CL.2-EXEMPT,XOLLE LLC,2071 FLATBUSH AVENUE,BROOKLYN,NY,(718) 354-8742,"2071 FLATBUSH AVENUE
BROOKLYN, NY 11234
(40.61940446940304, -73.9333189118252)"
CL.2-EXEMPT,YANICK CARTING & DEMOLITION INC.,12 WEST AVENUE,OLD BRIDGE,NJ,(732) 387-0882,"12 WEST AVENUE
OLD BRIDGE, NJ 08857
(40.39586635500058, -74.36766101752642)"
CL.2-EXEMPT,YANKEE CARTING CORP.,31-48 82ND STREET,JACKSON HEIGHTS,NY,(718) 205-0423,"31 48 82ND STREET
JACKSON HEIGHTS, NY 11370
(40.75935377085989, -73.89184400040028)"
CL.2-EXEMPT,YCC & ASSOCIATES INC.,81 PONDFIELD ROAD SUITE 220,BRONXVILLE,NY,(914) 961-9435,"81 PONDFIELD ROAD
BRONXVILLE, NY 10710
(40.94013604713291, -73.83323890161489)"
CL.2-EXEMPT,YELLOWSTONE CONTRACTORS CORP.,66 WEST SHORE DRIVE,MASSAPEQUA,NY,(516) 799-0828,"66 SHORE DRIVE
MASSAPEQUA, NY 11758
(40.66321680787087, -73.44423715784114)"
CL.2-EXEMPT,YONG YU TRADE WASTE,55 - 39 97TH ST.,CORONA,NY,(718) 521-4243,"55 39 97TH ST
CORONA, NY 11368
(40.749678220373596, -73.85304068857687)"
CL.2-EXEMPT,Z & Z  SERVICES INC.,93 DICTUM COURT,BROOKLYN,NY,(347) 374-6348,"93 DICTUM COURT
BROOKLYN, NY 11229
(40.59487453426912, -73.93015392538007)"
CL.2-EXEMPT,"ZANO INDUSTRIES, INC.",P.O BOX 560222,COLLEGE POINT,NY,(718) 886-3000,"560222 COLLEGE POINT
NY 11356
(40.7849280967543, -73.84181070040347)"
CL.2-EXEMPT,ZERO BELOW TRUCKING CORPORATION,P.O. BOX 581,HEMPSTEAD,NY,(516) 587-6605,"581 HEMPSTEAD
NY 11551
(40.70647999995208, -73.63202799969241)"
LICENSE,A A A SHREDDING LLC,P O BOX 50,RIDGEWOOD,NJ,(201) 488-5015,"50 RIDGEWOOD
NJ 07450
(40.982205063413005, -74.11251658457269)"
LICENSE,A&L CESSPOOL SERVICE CORP.,38-40 REVIEW AVENUE,LONG ISLAND CITY.,NY,(718) 729-3018,"38 40 REVIEW AVENUE
LONG ISLAND CITY, NY 11101
(40.74570244980828, -73.93866902925225)"
LICENSE,AAA ENVIRONMENTAL SERVICES INC.,P. O. BOX 338,FLORHAM PARK,NJ,(201) 998-1100,"338 FLORHAM PARK
NJ 07932
(40.777544297631266, -74.3959269430739)"
LICENSE,ACCELERATED WASTE SYSTEM INC.,278 SECAUCUS ROAD,SECAUCUS,NJ,(718) 946-1900,"278 SECAUCUS ROAD
SECAUCUS, NJ 07094
(40.772871142903455, -74.0584021580907)"
LICENSE,ALLGONE REMOVAL INC,3165 HARKNESS AVENUE,BROOKLYN,NY,(718) 891-2696,"3165 HARKNESS AVENUE
BROOKLYN, NY 11235
(40.58655145537878, -73.9294886014875)"
LICENSE,"ALPHA MEDICAL WASTE REMOVAL, INC.",26 LAMPORT BLVD,STATEN ISLAND,NY,(917) 807-7889,"26 LAMPORT BLVD
STATEN ISLAND, NY 10305
(40.59784747696681, -74.0792726216947)"
LICENSE,AMERICAN BY-PRODUCTS RECYCLERS LLC.,P.O.BOX 2446,MORRISTOWN,NJ,(800) 825-0630,"2446 MORRISTOWN
NJ 07962-2446
(40.80097600044212, -74.46677599971258)"
LICENSE,AMERICAN ENVIRONMENTAL WASTE MANAGEMENT,60-68 69 LANE,MASPETH,NY,(718) 446-5512,"60 68 69 LANE
MASPETH, NY 11378
(40.72145310497689, -73.90854350068196)"
LICENSE,"AMERICAN RECYCLING MANAGEMENT, LLC",172-33 DOUGLAS AVENUE,JAMAICA,NY,(718) 739-2301,"172 33 DOUGLAS AVENUE
JAMAICA, NY 11433
(40.698104881734935, -73.7875740339145)"
LICENSE,ANTHONY RUBBISH REMOVAL INC.,1854 COLDEN AVENUE,BRONX,NY,(917) 742-3385,"1854 COLDEN AVENUE
BRONX, NY 10462
(40.849182128153764, -73.85709818946533)"
LICENSE,ARCO EQUIPMENT CORP.,57-52 49 PLACE,MASPETH,NY,(718) 366-4900,"57 52 49 PLACE
MASPETH, NY 11378
(40.72145310497689, -73.90854350068196)"
LICENSE,ASTORIA RUBBISH REMOVAL CO. INC.,20-37 HAZEN STREET,JACKSON HEIGHTS,NY,(718) 278-5174,"20 37 HAZEN STREET
JACKSON HEIGHTS, NY 11370
(40.75935377085989, -73.89184400040028)"
LICENSE,ATLANTIC MAINTENANCE CORPORATION,154 CONOVER STREET,BROOKLYN,NY,(718) 222-4549,"154 CONOVER STREET
BROOKLYN, NY 11231
(40.678799498463654, -74.01345108587306)"
LICENSE,AVID WASTE SYSTEMS INC.,PO BOX 888,SYOSSET,NY,(718) 991-9700,"888 SYOSSET
NY 11791
(40.826748520727676, -73.50184101704923)"
LICENSE,BASIN HAULAGE INC.,P.O. BOX 790058,MIDDLE VILLAGE,NY,(718) 366-6513,"790058 MIDDLE VILLAGE
NY 11379
(40.71679766547993, -73.87933421310339)"
LICENSE,BAVARO CARTING CORP.,P.O. BOX 1771,LONG ISLAND CITY,NY,(718) 302-6672,"1771 LONG ISLAND
CITY, NY 11101
(40.74570244980828, -73.93866902925225)"
LICENSE,BESTWAY CARTING INC.,49-60 ANNANDALE LANE,LITTLE NECK,NY,(718) 423-6473,"49 60 ANNANDALE LANE
LITTLE NECK, NY 11362
(40.759074216601846, -73.73430017711144)"
LICENSE,"BIG APPLE SANITATION, INC.",P.O.BOX 070777,BROOKLYN,NY,(718) 747-3995,"070777 BROOKLYN
NY 11207
(40.670802431187326, -73.89384115004901)"
LICENSE,BORO-WIDE RECYCLING CORP.,3 RAILROAD PLACE,MASPETH,NY,(718) 416-1204,"3 RAILROAD PLACE
MASPETH, NY 11378
(40.72368634381525, -73.91634043322733)"
LICENSE,BRONX RIVER HAULAGE INC.,283 EAST 7 STREET,MT. VERNON,NY,(914) 668-0395,"283 7 STREET
MT VERNON, NY 10550
(40.899487922743454, -73.82217247860615)"
LICENSE,"CAMBRIA RUBBISH & CONTAINER SERVICE, LLC.",219-11 118 AVENUE,CAMBRIA HEIGHTS,NY,(718) 528-0917,"219 11 118 AVENUE
CAMBRIA HEIGHTS, NY 11411
(40.694293339066405, -73.73568329125084)"
LICENSE,CENTURY WASTE SERVICES L.L.C.,623 DOWD AVENUE,ELIZABETH,NJ,(908) 558-9540,"623 DOWD AVENUE
ELIZABETH, NJ 07201
(40.666198696294906, -74.18736982042887)"
LICENSE,CHAMBERS PAPER FIBRES CORP.,280 MADISON AVENUE ROOM 900,NEW YORK,NY,(718) 624-8181,"280 MADISON AVENUE
NEW YORK, NY 10016
(40.75152439055351, -73.98025142140301)"
LICENSE,CINELLI CARTING INC.,150-11 GUINZBURG ROAD,JAMAICA,NY,(718) 523-1881,"150 11 GUINZBURG ROAD
JAMAICA, NY 11433
(40.698104881734935, -73.7875740339145)"
LICENSE,"CITIWASTE, LLC.",100-02  FARRAGUT RD.,BROOKLYN,NY,(718) 372-3887,"100 02 FARRAGUT RD
BROOKLYN, NY 11236
(40.64002149379695, -73.90112193992553)"
LICENSE,"CONFIDENTIAL SHREDDING, LLC",P.O BOX 8643,WOODCLIFF LAKE,NJ,(866) 577-4733,"8643 WOODCLIFF LAKE
NJ 07677
(41.02087732422916, -74.0553450003714)"
LICENSE,CROWN CONTAINER CO. INC.,75 AMBY AVENUE,PLAINVIEW,NY,(718) 527-1414,"75 AMBY AVENUE
PLAINVIEW, NY 11803
(40.77909445134617, -73.49352000504678)"
LICENSE,CROWN WASTE CORP,P.O. BOX 1133,BETHPAGE,NY,(516) 827-5060,"1133 BETHPAGE
NY 11714
(40.742554964739895, -73.4855540771589)"
LICENSE,D&D CARTING CO. INC.,107 8 STREET,BROOKLYN,NY,(718) 965-4790,"107 8 STREET
BROOKLYN, NY 11215
(40.672448380773616, -73.99124895089618)"
LICENSE,D. DANIELS CONTRACTING LTD.,32 GATES AVENUE,INWOOD,NY,(516) 239-2067,"32 GATES AVENUE
INWOOD, NY 11096
(40.61511207252363, -73.75685948166642)"
LICENSE,"DANIELS SHARPSMART, INC.","135 S. LASALLE STREET, SUITE 2850",CHICAGO,IL,(312) 546-8926,"135 LASALLE STREET
CHICAGO, IL 60603
(41.88001749995436, -87.63229222766938)"
LICENSE,DARLING INTERNATIONAL INC,825 WILSON AVENUE,NEWARK,NJ,(973) 465-1900,"825 WILSON AVENUE
NEWARK, NJ 07105
(40.71328181838532, -74.12710602567486)"
LICENSE,DAVID ZUIDEMA INC,90 MIDLAND AVE,MIDLAND PARK,NJ,(201) 445-3188,"90 MIDLAND AVE
MIDLAND PARK, NJ 07432
(41.00106511461803, -74.15391015760235)"
LICENSE,"DIAG EXPRESS TRUCKING, LLC.",241 EAST 115TH STREET APT.D1,NEW YORK,NY,(646) 796-7890,"241 115TH STREET
NEW YORK, NY 10029
(40.79655029193492, -73.93885528073588)"
LICENSE,"EAST COAST CARTING SERVICES, INC.",P.O.BOX 2501 PETER STUYVESANT TATION,NEW YORK,NY,(212) 228-2188,"2501 PETER
NEW YORK, NY 10009
(40.72664935898081, -73.97911148500697)"
LICENSE,EMPIRE WASTE SERVICE INC.,P O BOX 875,BETHEL,CT,(203) 300-5704,"875 BETHEL
CT 06801
(41.37477225133836, -73.39315769776948)"
LICENSE,"ENVIRONMENTAL ENERGY RECYCLING CORP,LLC",1 TANGLEWOOD DRIVE,WARREN,NJ,(888) 473-2735,"1 TANGLEWOOD DRIVE
WARREN, NJ 07059
(40.61409583863053, -74.56291282330773)"
LICENSE,"ENVIRONMENTAL PRODUCTS & SERVICES OF VERMONT, INC.",P.O. BOX 315,SYRACUSE,NY,(315) 471-0503,"315 SYRACUSE
NY 13209
(43.07280462663226, -76.2196757504355)"
LICENSE,EVEREST REMOVAL INC.,150-64 32nd AVENUE,FLUSHING,NY,(718) 539-3612,"150 64 32nd AVENUE
FLUSHING, NY 11354
(40.76862022064671, -73.82719028070687)"
LICENSE,FALLETTA CARTING CORP.,162 21ST STREET,BROOKLYN,NY,(718) 788-0739,"162 21ST STREET
BROOKLYN, NY 11232
(40.663006130478735, -73.99623224350505)"
LICENSE,FALSO CARTING CO. INC.,429 CASANOVA STREET,BRONX,NY,(718) 292-0649,"429 CASANOVA STREET
BRONX, NY 10474
(40.80863125256133, -73.8888258005721)"
LICENSE,FRED A. COOK JR INC,P.O.BOX 71,MONTROSE,NY,(914) 739-3300,"71 MONTROSE
NY 10548
(41.23486348945852, -73.94473050031229)"
LICENSE,FRONTLINE MAINTENANCE INC.,2583 COUNTY HIGHWAY 37,FLEISCHMANNS,NY,(516) 680-1579,"2583 COUNTY HIGHWAY
FLEISCHMANNS, NY 12430
(42.2079179252997, -74.57204944112037)"
LICENSE,GALAXY RECYCLING INC,3 NEW YORK AVENUE,JERSEY CITY,NJ,(201) 420-4321,"3 NEW YORK AVENUE
JERSEY CITY, NJ 07307
(40.738031407488336, -74.04495729375265)"
LICENSE,GIOVE PAPER RECYCLING LLC,80-02 KEW GARDENS ROAD SUITE901,KEW GARDENS,NY,(718) 657-5200,"80 02 KEW GARDENS ROAD
KEW GARDENS, NY 11415
(40.708286075142325, -73.82855612156771)"
LICENSE,GOTHAM GREASE RECYCLING LLC,55 EDISON AVENUE,WEST BABYLON,NY,(631) 920-0560,"55 EDISON AVENUE
WEST BABYLON, NY 11704
(40.73429470342617, -73.37475313724781)"
LICENSE,GREEEN HORIZONS TECHNOLOGY INC.,783 McDONALD AVE 1ST FLOOR STE B,BROOKLYN,NY,(718) 435-3700,"783 McDONALD AVE
BROOKLYN, NY 11218
(40.634950414930884, -73.97791078809794)"
LICENSE,HERMES WASTE SERVICES CORP.,38-25 10TH STREET,LONG ISLAND CITY,NY,(718) 361-5255,"38 25 10TH STREET
LONG ISLAND CITY, NY 11101
(40.74570244980828, -73.93866902925225)"
LICENSE,HHD REFUSE & DISPOSAL INC,2284 12th AVE,NEW YORK,NY,(646) 616-8075,"2284 12th AVE
NEW YORK, NY 10027
(40.819605051715925, -73.95907706020209)"
LICENSE,HPB HAULING & RECYCLING CORP.,P.O. BOX 20274,FLORAL PARK,NY,(516) 877-0100,"20274 FLORAL PARK
NY 11001
(40.72139000494485, -73.70739692842545)"
LICENSE,"IMS DISPOSAL, LLC.",42 DOUGLAS AVENUE,STATEN ISLAND,NY,(718) 420-9592,"42 DOUGLAS AVENUE
STATEN ISLAND, NY 10310
(40.62412861488444, -74.11206446113017)"
LICENSE,INDEPENDENCE CARTING INC.,PO BOX 3283 CHURCH STREET STATION,NEW YORK,NY,(516) 682-9283,"3283 CHURCH STREET STATION
NEW YORK, NY 10008
(40.712344999722006, -74.00994500036143)"
LICENSE,ISABELLA CITY CARTING CORP.,1564 HAIGHT AVENUE,BRONX,NY,(718) 824-8246,"1564 HAIGHT AVENUE
BRONX, NY 10461
(40.8458738478349, -73.85014844108284)"
LICENSE,J & R RENDERING INC.,6600 BLVD EAST SUITE 5M,WEST NEW YORK,NJ,(800) 704-1811,"6600 BLVD
WEST NEW YORK, NJ 07093
(40.78673558837676, -74.00884892553745)"
LICENSE,"JEG, INC.",4 BEACON WAY APT. 813,JERSEY CITY,NJ,(973) 357-1111,"4 BEACON WAY
JERSEY CITY, NJ 07304
(40.73469534215488, -74.05043845279415)"
LICENSE,JEM SANITATION CORP.,PO BOX 708,LYNDHURST,NJ,(212) 226-3442,"708 LYNDHURST
NJ 07071
(40.81017973780473, -74.12560775029738)"
LICENSE,JFRU LLC.,680 W 232 STREET,BRONX,NY,(800) 468-5865,"680 232 STREET
BRONX, NY 10463
(40.88473785363062, -73.91545357612921)"
LICENSE,JOE'S WASTE PAPER CORP.,P.O. BOX 320358,BROOKLYN,NY,(718) 369-1312,"320358 BROOKLYN
NY 11232
(40.65451161701759, -74.00003392912248)"
LICENSE,JORO CARTING INC.,1325 61ST STREET,BROOKLYN,NY,(718) 871-9822,"1325 61ST STREET
BROOKLYN, NY 11219
(40.62793288075909, -73.99854992702141)"
LICENSE,JUNKLUGGERS OF NEW YORK LLC,555 8TH AVENUE  SUITE 1709,NEW YORK,NY,(888) 584-5865,"555 8TH AVENUE
NEW YORK, NY 10018
(40.75452497350568, -73.99178038216019)"
LICENSE,JUST GET IT DONE INC,80 BROAD STREET 5TH FLOOR,NEW YORK,NY,(718) 384-2514,"80 BROAD STREET
NEW YORK, NY 10004
(40.70429391952464, -74.01160106873355)"
LICENSE,JUST RUBBISH REMOVAL LLC,2054 64TH STREET,BROOKLYN,NY,(646) 371-2167,"2054 64TH STREET
BROOKLYN, NY 11204
(40.61628822843067, -73.98389134500138)"
LICENSE,KEY CONTAINER SERVICE INC.,900 MERCHANTS CONCOURSE SUITE 214,WESTBURY,NY,(516) 489-3708,"900 MERCHANTS
WESTBURY, NY 11590
(40.744358899743276, -73.59205883482569)"
LICENSE,KINGS COUNTY CARTING CORP.,108 INGRAHAM STREET,BROOKLYN,NY,(718) 594-7191,"108 INGRAHAM STREET
BROOKLYN, NY 11237
(40.70745420558266, -73.9294253847108)"
LICENSE,"KNA  WASTE REMOVAL, INC.",2868 WATERBURY AVENUE,BRONX,NY,(917) 807-1799,"2868 WATERBURY AVENUE
BRONX, NY 10461
(40.83723722045329, -73.83174686190476)"
LICENSE,L. NEW HIGH INSTALLATION INC.,285 EAST 165TH STREET,BRONX,NY,(718) 293-9696,"285 165TH STREET
BRONX, NY 10456
(40.829074357116475, -73.91566658631415)"
