Category,Type of Business,Business,Parsed Address,City/State,Zip Code,Phone Number,Location 1
Retail,Beauty,Sephora,45,"New York, NY",10003,212-995-8833,"45 17th Street
New York, NY 10003
(40.73692407152698, -73.98988380918901)"
Retail,Beauty,Sephora,119,"New York, NY",10003,212-674-3570,"119 5th Avenue
New York, NY 10003
(40.73921851256699, -73.99128575504403)"
Retail,Beauty,Tamago Skincare,236,"New York, NY",10003,212-505-1599,"236 13th Street
New York, NY 10003
(40.73196098379054, -73.98615961947701)"
Retail,Beauty,VMV Hypoallergenics,868,"New York, NY",10003,212-217-2762,"868 Broadway
New York, NY 10003
(40.73746483460991, -73.9901975753886)"
Retail,Beauty,Wigs and Plus,37,"New York, NY",10011,212-675-4129,"37 14th Street
New York, NY 10011
(40.73683530918936, -73.99560250078468)"
Retail,Books and News,6th Ave News & Tobacco,488,"New York, NY",10011,----,"488 6th Avenue
New York, NY 10011
(40.73622243086033, -73.9976250271726)"
Retail,Books and News,Alabaster Book Shop,122,"New York, NY",10003,212-982-3550,"122 4th Avenue
New York, NY 10003
(40.73285992990638, -73.99003663627462)"
Retail,Books and News,Barnes & Noble Booksellers,33,"New York, NY",10003,212-253-0810,"33 17th Street
New York, NY 10003
(40.736799336308195, -73.98963999573044)"
Retail,Books and News,Books of Wonder,18,"New York, NY",10011,212-989-3270,"18 18th Street
New York, NY 10011
(40.7390836142626, -73.99321030418673)"
Retail,Books and News,C & B Convenience Store,248,"New York, NY",10003,212-295-9365,"248 14th Street
New York, NY 10003
(40.73280477488535, -73.9861083395686)"
Retail,Books and News,Convenience Store,279,"New York, NY",10003,,"279 1st Avenue
New York, NY 10003
(40.73258151599077, -73.98166300933053)"
Retail,Books and News,Forbidden Planet,840,"New York, NY",10003,212-473-1576,"840 Broadway
New York, NY 10003
(40.733813587170914, -73.99097099233381)"
Retail,Books and News,Idlewild Books,12,"New York, NY",10011,212-414-8888,"12 19th Street
New York, NY 10011
(40.73945233629462, -73.99223903639512)"
Retail,Books and News,International News and Tobacco,108,"New York, NY",10003,212-807-1540,"108 University Place
New York, NY 10003
(40.7342010429636, -73.99257063538674)"
Retail,Books and News,Namaste Book Shop,2,"New York, NY",10011,212-645-0141,"2 14th Street
New York, NY 10011
(40.73600705846937, -73.99372903824292)"
Retail,Books and News,Strand Bookstore,828,"New York, NY",10003,212-473-1452,"828 Broadway
New York, NY 10003
(40.73353063062016, -73.9910116583804)"
Retail,Books and News,Union Square Magazine Shop,200,"New York, NY",10003,212-598-9406,"200 Park Avenue
New York, NY 10003
(40.73677235664735, -73.98892053810698)"
Retail,Books and News,Union Square One Stop Tobacco News & Café ,141,"New York, NY",10003,---,"141 4th Avenue
New York, NY 10003
(40.733712839238855, -73.98979439361055)"
Retail,Books and News,Universal News,11,"New York, NY",10011,212-627-5708,"11 14th Street
New York, NY 10011
(40.73618597014327, -73.9940015482904)"
Retail,Electronics and Video,Sprint,234,"New York, NY",10003,,"234 3rd Avenue
New York, NY 10003
(40.73667745476819, -73.98475703806339)"
Retail,Electronics and Video,Verizon Wireless,210,"New York, NY",10003,,"210 3rd Avenue
New York, NY 10003
(40.73604790308219, -73.985207561102)"
Retail,Electronics and Video,14 St. Digital Corporation,44,"New York, NY",10011,212-206-9973,"44 14th Street
New York, NY 10011
(40.736871282070524, -73.99568343976733)"
Retail,Electronics and Video,17th Street Photo ,33,"New York, NY",10011,212-366-9870,"33 17th Street
New York, NY 10011
(40.73866093290883, -73.99398372113194)"
Retail,Electronics and Video,Adorama,42,"New York, NY",10011,800-223-2500,"42 18th Street
New York, NY 10011
(40.73902003477329, -73.99314522204398)"
Retail,Electronics and Video,AT&T,4,"New York, NY",10011,212-255-5655,"4 14th Street
New York, NY 10011
(40.736033828287425, -73.9937919120919)"
Retail,Electronics and Video,AT&T,31,"New York, NY",10003,212-614-2522,"31 17th Street
New York, NY 10003
(40.736880275290844, -73.98984683979717)"
Retail,Electronics and Video,AT&T,245,"New York, NY",10003,212-254-2030,"245 14th Street
New York, NY 10003
(40.73288820737043, -73.98615732179584)"
Retail,Electronics and Video,AT&T Wireless,484,"New York, NY",10011,212-229-1666,"484 6th Avenue
New York, NY 10011
(40.736131391802125, -73.99769265618727)"
Retail,Electronics and Video,AT&T Wireless,592,"New York, NY",10011,212-645-0008,"592 6th Avenue
New York, NY 10011
(40.739268268919155, -73.99539610345721)"
Retail,Electronics and Video,Best Buy,1,"New York, NY",10003,212-466-4789,"1 Union Square
New York, NY 10003
(40.735387400722175, -73.99159152453399)"
Retail,Electronics and Video,Best Buy Mobile,2,"New York, NY",10003,212-254-0498,"2 Union Square
New York, NY 10003
(40.73593208964157, -73.98934099792693)"
Retail,Electronics and Video,Cable Doctor,226,"New York, NY",10003,212-614-9207,"226 14th Street
New York, NY 10003
(40.73282433293872, -73.9860696872741)"
Retail,Electronics and Video,Metro PCS,237,"New York, NY",10003,212-505-5400,"237 1st Avenue
New York, NY 10003
(40.73138294427425, -73.98257961272317)"
Retail,Electronics and Video,Metro PCS,540,"New York, NY",10011,212-929-1899,"540 6th Avenue
New York, NY 10011
(40.73768974529953, -73.99653771953173)"
Retail,Electronics and Video,P.C. Richard & Son,120,"New York, NY",10003,212-979-2600,"120 14th Street
New York, NY 10003
(40.73389906784387, -73.98868063316195)"
Retail,Electronics and Video,Photo Tech,110,"New York, NY",10003,212-673-8400,"110 13th Street
New York, NY 10003
(40.733229027851905, -73.98917234827519)"
Retail,Electronics and Video,Radio Shack,7,"New York, NY",10003,212-463-0143,"7 14th Street
New York, NY 10003
(40.73588023182016, -73.99327322372638)"
Retail,Electronics and Video,Radio Shack,641,"New York, NY",10011,212-604-0695,"641 6th Avenue
New York, NY 10011
(40.74077433967773, -73.99437042960454)"
Retail,Electronics and Video,Sprint,39,"New York, NY",10011,212-229-9900,"39 14th Street
New York, NY 10011
(40.73655309907478, -73.99486381821508)"
Retail,Electronics and Video,Super Value Electronics,6,"New York, NY",10011,212-414-9697,"6 14th Street
New York, NY 10011
(40.73623276342977, -73.9941815719784)"
Retail,Electronics and Video,T-Mobile,30,"New York, NY",10003,212-242-3570,"30 14th Street
New York, NY 10003
(40.735387400722175, -73.99214910419215)"
Retail,Electronics and Video,T-Mobile,595,"New York, NY",10011,212-647-7062,"595 6th Avenue
New York, NY 10011
(40.739416363413454, -73.9953327041759)"
Retail,Electronics and Video,Verizon Wireless,101,"New York, NY",10003,212-460-8104,"101 University Place
New York, NY 10003
(40.73391616194979, -73.99272372204022)"
Retail,Electronics and Video,Verizon Wireless,319,"New York, NY",10003,212-254-4460,"319 14th Street
New York, NY 10003
(40.731987963451445, -73.98409117880965)"
Retail,Electronics and Video,Verizon Wireless,859B,"New York, NY",10003,212-206-7587,"859B Broadway
New York, NY 10003
(40.73738389562726, -73.99022455504945)"
Retail,Electronics and Video,Wireless Center,69,"New York, NY",10011,212-620-7766,"69 14th Street
New York, NY 10011
(40.736946451551304, -73.99578767896585)"
Retail,"Entertainment, Music & Games",Academy Records and CDs,10,"New York, NY",10011,212-242-3000,"10 18th Street
New York, NY 10011
(40.738903749856775, -73.99279661605328)"
Retail,"Entertainment, Music & Games",Gamestop,32,"New York, NY",10003,212-242-2567,"32 14th Street
New York, NY 10003
(40.735361766025065, -73.99216716677242)"
Retail,"Entertainment, Music & Games",Gamestop,107,"New York, NY",10003,,"107 14th Street
New York, NY 10003
(40.734294897574884, -73.98949492102506)"
Retail,"Entertainment, Music & Games",Guitar Center,25,"New York, NY",10011,212-463-7500,"25 14th Street
New York, NY 10011
(40.73636953461515, -73.99443268326714)"
Retail,"Entertainment, Music & Games",Kidding Around Toy Store,60,"New York, NY",10011,212-645-6337,"60 15th Street
New York, NY 10011
(40.737860536302776, -73.99586330417316)"
Retail,"Entertainment, Music & Games",Party City,38,"New York, NY",10011,212-271-7310,"38 14th Street
New York, NY 10011
(40.73648891521267, -73.99486076756764)"
Retail,"Entertainment, Music & Games",Second Hand Rose's Music Inc,48,"New York, NY",10003,212-675-3735,"48 12th Street
New York, NY 10003
(40.733493192724204, -73.99183522512085)"
Retail,Gifts and Florists,6th Avenue General Merchandise,534,"New York, NY",10011,212-691-1430,"534 6th Avenue
New York, NY 10011
(40.737494466514086, -73.99668227655471)"
Retail,Gifts and Florists,Blue Meadow Flowers,336,"New York, NY",10003,212-979-8618,"336 13th Street
New York, NY 10003
(40.731268935755054, -73.98458794767713)"
Retail,Gifts and Florists,Cigarville,51,"New York, NY",10011,212-488-8100,"51 14th Street
New York, NY 10011
(40.7370241668155, -73.99603417535877)"
Retail,Gifts and Florists,Gramercy Park Flower Shop,236,"New York, NY",10003,212-475-4989,"236 3rd Avenue
New York, NY 10003
(40.73674719719156, -73.98470737300433)"
Retail,Gifts and Florists,Petco,860,"New York, NY",10003,212-358-0692,"860 Broadway
New York, NY 10003
(40.73731194986493, -73.99024254149003)"
Retail,Gifts and Florists,Russian Souvenirs,227,"New York, NY",10003,212-358-8756,"227 14th Street
New York, NY 10003
(40.73282433293872, -73.98608767371468)"
Retail,Gifts and Florists,The Flower Stall,143,"New York, NY",10003,212-780-0980,"143 13th Street
New York, NY 10003
(40.732779366837235, -73.98812014150093)"
Retail,Home Furnishings,145 Antiques,27,"New York, NY",10011,212-807-1149,"27 20th Street
New York, NY 10011
(40.740477563408035, -73.99281460249387)"
Retail,Home Furnishings,ABC Carpet and Home,881,"New York, NY",10003,212-473-3000,"881 Broadway
New York, NY 10003
(40.73841811596094, -73.9899457652204)"
Retail,Home Furnishings,ABC Carpet and Home,888,"New York, NY",10003,212-473-3000,"888 Broadway
New York, NY 10003
(40.73845479657408, -73.98990665486154)"
Retail,Home Furnishings,Ace Hardware,130,"New York, NY",10003,212-673-4292,"130 4th Avenue
New York, NY 10003
(40.73317856795933, -73.98996192968173)"
Retail,Home Furnishings,ACE Moving and Storage,227,"New York, NY",10003,212-316-5300,"227 14th Street
New York, NY 10003
(40.73282433293872, -73.98608767371468)"
Retail,Home Furnishings,Ann Gish,4,"New York, NY",10011,212-969-9200,"4 20th Street
New York, NY 10011
(40.73973805247662, -73.99113015093624)"
Retail,Home Furnishings,Ann Sacks,37,"New York, NY",10003,212-529-2800,"37 18th Street
New York, NY 10003
(40.73752778715192, -73.98950509742605)"
Retail,Home Furnishings,Basics Plus,121,"New York, NY",10003,212-228-4950,"121 University Place
New York, NY 10003
(40.73454654587285, -73.99219711008143)"
Retail,Home Furnishings,Basics Plus,194,"New York, NY",10003,,"194 3rd Avenue
New York, NY 10003
(40.73547733292514, -73.98558405337826)"
Retail,Home Furnishings,Bed Bath & Beyond,620,"New York, NY",10011,212-225-3550,"620 6th Avenue
New York, NY 10011
(40.73998098469299, -73.99488336487511)"
Retail,Home Furnishings,Big D Home,22,"New York, NY",10011,212-243-5621,"22 14th Street
New York, NY 10011
(40.73660148546173, -73.99504492112652)"
Retail,Home Furnishings,Blinds and Beyond ,32,"New York, NY",10003,212-352-0033,"32 13th Street
New York, NY 10003
(40.73473643600275, -73.99283054272729)"
Retail,Home Furnishings,Broadway Kitchen & Baths,819,"New York, NY",10003,212-260-7768,"819 Broadway
New York, NY 10003
(40.73321035135768, -73.99116468091988)"
Retail,Home Furnishings,Charles P. Rogers Beds,55,"New York, NY",10011,212-675-4400,"55 17th Street
New York, NY 10011
(40.73902965494085, -73.99487404994096)"
Retail,Home Furnishings,Complete Tile Collection,42,"New York, NY",10011,212-255-4450,"42 15th Street
New York, NY 10011
(40.7375457735925, -73.99514384654975)"
Retail,Home Furnishings,Country Floor,15,"New York, NY",10003,212-627-8300,"15 16th Street
New York, NY 10003
(40.736880275290844, -73.99162749741515)"
Retail,Home Furnishings,Design Within Reach,903,"New York, NY",10011,212-477-1155,"903 Broadway
New York, NY 10011
(40.73948830917578, -73.98966697539129)"
Retail,Home Furnishings,Dryden Gallery and Custom Framing,129,"New York, NY",10003,212-420-1690,"129 4th Avenue
New York, NY 10003
(40.73329235493585, -73.98986205525829)"
Retail,Home Furnishings,Duro Carpet,341,"New York, NY",10003,,"341 1st Avenue
New York, NY 10003
(40.73491076004666, -73.97994530425456)"
Retail,Home Furnishings,Environment Furniture,876,"New York, NY",10003,212-780-0051,"876 Broadway
New York, NY 10003
(40.73795946172601, -73.99007167030447)"
Retail,Home Furnishings,Excel Art & Custom Framing,489,"New York, NY",10011,212-255-2970,"489 6th Avenue
New York, NY 10011
(40.73617483556421, -73.99774341026306)"
Retail,Home Furnishings,Fishs Eddy,889,"New York, NY",10003,212-420-9020,"889 Broadway
New York, NY 10003
(40.73867891934947, -73.98988281267833)"
Retail,Home Furnishings,Frenchman Air Conditioning,333,"New York, NY",10003,,"333 1st Avenue
New York, NY 10003
(40.734703915979935, -73.98009818899953)"
Retail,Home Furnishings,Gothic Cabinet & Craft,104,"New York, NY",10003,212-420-9556,"104 3rd Avenue
New York, NY 10003
(40.73248259056754, -73.98776940590949)"
Retail,Home Furnishings,Homeland Locksmith,229,"New York, NY",10003,212 260-7487,"229 14th Street
New York, NY 10003
(40.7327883600575, -73.98599774151177)"
Retail,Home Furnishings,Hyde Park Antiques,836,"New York, NY",10003,212-477-0033,"836 Broadway
New York, NY 10003
(40.733651709205674, -73.99101595843524)"
Retail,Home Furnishings,I.Q. Décor,242,"New York, NY",10003,917-261-6658,"242 14th Street
New York, NY 10003
(40.732858084484015, -73.98623462638486)"
Retail,Home Furnishings,Innovation Luggage,134,"New York, NY",10011,212-924-0141,"134 5th Avenue
New York, NY 10011
(40.73877784477264, -73.9916005177543)"
Retail,Home Furnishings,Jennifer Convertibles & Furniture,113,"New York, NY",10003,212-260-0522,"113 3rd Avenue
New York, NY 10003
(40.73295672583448, -73.98737406160902)"
Retail,Home Furnishings,Kentshire Galleries,37,"New York, NY",10003,212-673-6644,"37 12th Street
New York, NY 10003
(40.733651709205674, -73.99213111775157)"
Retail,Home Furnishings,Krup's Kitchen and Bath,11,"New York, NY",10011,212-243-5787,"11 18th Street
New York, NY 10011
(40.738652876052356, -73.99213828551613)"
Retail,Home Furnishings,Lighting and Beyond,35,"New York, NY",10011,212-929-2738,"35 14th Street
New York, NY 10011
(40.73675437020671, -73.99540464993822)"
Retail,Home Furnishings,Ligne Roset,250,"New York, NY",10003,212-375-1036,"250 Park Avenue
New York, NY 10003
(40.738333453173844, -73.9878407889095)"
Retail,Home Furnishings,Lillian August,12,"New York, NY",10011,212-206-1883,"12 20th Street
New York, NY 10011
(40.7398437228201, -73.99138235082269)"
Retail,Home Furnishings,LV Wood Floors,24,"New York, NY",10011,212-627-9663,"24 20th Street
New York, NY 10011
(40.74035165832396, -73.99251782622417)"
Retail,Home Furnishings,Makari,97,"New York, NY",10003,212-995-5888,"97 3rd Avenue
New York, NY 10003
(40.73251805532835, -73.98770648627257)"
Retail,Home Furnishings,Manhattan Kitchen and Bath,29,"New York, NY",10003,212-995-0500,"29 19th Street
New York, NY 10003
(40.738202278673896, -73.98928026691868)"
Retail,Home Furnishings,Modani,40,"New York, NY",10003,212-796-6926,"40 19th Street
New York, NY 10003
(40.73808536681008, -73.98899248386931)"
Retail,Home Furnishings,Muji,16,"New York, NY",10011,212-414-9024,"16 19th Street
New York, NY 10011
(40.73953327527727, -73.99244588046184)"
Retail,Home Furnishings,NY Central Framing & Furniture Annex,102,"New York, NY",10003,212-420-6060,"102 3rd Avenue
New York, NY 10003
(40.732428631245796, -73.98781437201097)"
Retail,Home Furnishings,Olde Good Things Antiques,5,"New York, NY",10003,212-989-8814,"5 16th Street
New York, NY 10003
(40.73704215325614, -73.9920052126675)"
Retail,Home Furnishings,Park's Upholstery,309,"New York, NY",10003,212-228-3077,"309 14th Street
New York, NY 10003
(40.73214984141674, -73.98446889406193)"
Retail,Home Furnishings,Pier 1 Imports   ,71,"New York, NY",10003,212-447-1610,"71 5th Avenue
New York, NY 10003
(40.73649356681824, -73.9932462770679)"
Retail,Home Furnishings,Rafael Interior Decorators,12,"New York, NY",10011,212-337-3200,"12 18th Street
New York, NY 10011
(40.73895770917852, -73.99292252113736)"
Retail,Home Furnishings,Raymour & Flanigan Furniture,133,"New York, NY",10003,646-652-0372,"133 14th Street
New York, NY 10003
(40.73387841813797, -73.98848519225746)"
Retail,Home Furnishings,Restoration Anitques,109,"New York, NY",10003,212-475-4396,"109 12th Street
New York, NY 10003
(40.732509570228444, -73.9894511381043)"
Retail,Home Furnishings,Samson Mini Storage,35,"New York, NY",10011,917-606-0888,"35 13th Street
New York, NY 10011
(40.73581734527472, -73.99524961992947)"
Retail,Home Furnishings,Savings Paradise,250,"New York, NY",10003,212-228-9938,"250 14th Street
New York, NY 10003
(40.73278700500806, -73.98606624393696)"
Retail,Home Furnishings,Seidenberg Antiques,36,"New York, NY",10003,212-260-2810,"36 12th Street
New York, NY 10003
(40.73360674310419, -73.99203219232834)"
Retail,Home Furnishings,Sit Down New York,873,"New York, NY",10003,212-777-7795,"873 Broadway
New York, NY 10003
(40.73808536681008, -73.99003569742331)"
Retail,Home Furnishings,Sleepy's,600,"New York, NY",10011,212-991-9886,"600 6th Avenue
New York, NY 10011
(40.739471155967024, -73.99525162328676)"
Retail,Home Furnishings,Sleepy's ,22,"New York, NY",10011,212-645-9891,"22 14th Street
New York, NY 10011
(40.73660148546173, -73.99504492112652)"
Retail,Home Furnishings,Sleepy's ,874,"New York, NY",10003,212-995-0044,"874 Broadway
New York, NY 10003
(40.737869529523095, -73.99009864996538)"
Retail,Home Furnishings,Surprise Surprise,91,"New York, NY",10003,212-777-0990,"91 3rd Avenue
New York, NY 10003
(40.73237011685453, -73.98781427001778)"
Retail,Home Furnishings,Town & Village Hardware,337,"New York, NY",10003,212-673-3192,"337 1st Avenue
New York, NY 10003
(40.73482982106401, -73.98000825679662)"
Retail,Home Furnishings,Universe Antiques,833,"New York, NY",10003,212-260-9292,"833 Broadway
New York, NY 10003
(40.73390351937388, -73.99095300589323)"
Retail,Home Furnishings,Waterworks,7,"New York, NY",10003,212-254-6025,"7 20th Street
New York, NY 10003
(40.73939837697287, -73.99031448725242)"
Retail,Office Supplies and Stationary,A.I. Friedman,44,"New York, NY",10011,212-243-9000,"44 18th Street
New York, NY 10011
(40.73904962246805, -73.99321390776397)"
Retail,Office Supplies and Stationary,Comzone,25,"New York, NY",10003,212-645-6428,"25 15th Street
New York, NY 10003
(40.73650043142968, -73.99260700748584)"
Retail,Office Supplies and Stationary,Container Store,629,"New York, NY",10011,212-366-4200,"629 6th Avenue
New York, NY 10011
(40.740308643821365, -73.9947208434821)"
Retail,Office Supplies and Stationary,Downtown Stationers,494,"New York, NY",10011,212-807-1649,"494 6th Avenue
New York, NY 10011
(40.73635898945328, -73.9975235836464)"
Retail,Office Supplies and Stationary,Eastside Copy.com,15,"New York, NY",10003,212-807-0465,"15 13th Street
New York, NY 10003
(40.7349017668264, -73.99315634486499)"
Retail,Office Supplies and Stationary,FedEx,650,"New York, NY",10003,646-638-9238,"650 6th Avenue
New York, NY 10003
(40.73194394755518, -73.98887214913032)"
Retail,Office Supplies and Stationary,FedEx Office,257,"New York, NY",10003,646-602-0074,"257 Park Avenue
New York, NY 10003
(40.73826172036685, -73.98766899496006)"
Retail,Office Supplies and Stationary,Jam Paper and Envelope,135,"New York, NY",10003,212-473-6666,"135 3rd Avenue
New York, NY 10003
(40.73380459395065, -73.9868161245584)"
Retail,Office Supplies and Stationary,Kyotoya,23,"New York, NY",10011,212-414-0720,"23 19th Street
New York, NY 10011
(40.73941189021371, -73.99208707349392)"
Retail,Office Supplies and Stationary,"Mail Boxes, etc.",511,"New York, NY",10011,212-924-4002,"511 6th Avenue
New York, NY 10011
(40.73676371502545, -73.99730618024762)"
Retail,Office Supplies and Stationary,Paper Presentation,23,"New York, NY",10011,212-463-7035,"23 18th Street
New York, NY 10011
(40.73881674636389, -73.9925245512505)"
Retail,Office Supplies and Stationary,Papyrus,641,"New York, NY",10011,212-741-7890,"641 6th Avenue
New York, NY 10011
(40.74077433967773, -73.99437042960454)"
Retail,Office Supplies and Stationary,Print Icon,7,"New York, NY",10011,212-255-4489,"7 18th Street
New York, NY 10011
(40.738831804094445, -73.99262574486772)"
Retail,Office Supplies and Stationary,Staples,5,"New York, NY",10011,212-929-6323,"5 Union Square
New York, NY 10011
(40.73554927868747, -73.99147461267017)"
Retail,Office Supplies and Stationary,The Container Store,629,"New York, NY",10011,212-366-4200,"629 6th Avenue
New York, NY 10011
(40.740308643821365, -73.9947208434821)"
Retail,Office Supplies and Stationary,The Village Invites,20,"New York, NY",10003,212-220-6195,"20 13th Street
New York, NY 10003
(40.734883780385815, -73.99312037198382)"
Retail,Office Supplies and Stationary,University Stationary,28,"New York, NY",10003,212-366-9200,"28 12th Street
New York, NY 10003
(40.73403841767828, -73.99308439910266)"
Retail,Office Supplies and Stationery,FedEx Office,4,"New York, NY",10003,212-353-3860,"4 Union Square
New York, NY 10003
(40.735947587962606, -73.9893301960668)"
Retail,Office Supplies and Stationery,UPS Store,111,"New York, NY",10003,212-979-8785,"111 14th Street
New York, NY 10003
(40.73420096837262, -73.98926385518747)"
Retail,Optical,All About Eyes,313,"New York, NY",10003,212-388-1668,"313 14th Street
New York, NY 10003
(40.732086888874676, -73.98431600931696)"
Retail,Optical,Baccus Optician,356,"New York, NY",10003,212-674-4121,"356 19th Street
New York, NY 10003
(40.73483319268763, -73.98136180587895)"
Retail,Optical,Cohen's Fashion Optical,2,"New York, NY",10011,212-989-3937,"2 14th Street
New York, NY 10011
(40.73600705846937, -73.99372903824292)"
Retail,Optical,Cohen's Fashion Optical,841,"New York, NY",10003,212-475-0999,"841 Broadway
New York, NY 10003
(40.73396689745794, -73.99097622768353)"
Retail,Optical,General Vision,20,"New York, NY",10011,212-229-1470,"20 14th Street
New York, NY 10011
(40.73624798684102, -73.99429490290528)"
Retail,Optical,HMY Vision,212,"New York, NY",10003,,"212 3rd Avenue
New York, NY 10003
(40.73609298908638, -73.98517515553648)"
Retail,Optical,Lenscrafters ,150,"New York, NY",10011,212-352-1460,"150 5th Avenue
New York, NY 10011
(40.73968973484038, -73.99099785775785)"
Retail,Optical,Optyx Opticians,228,"New York, NY",10003,212-375-1062,"228 2nd Avenue
New York, NY 10003
(40.732333813046516, -73.984947796573)"
Retail,Optical,Petite Optique,40,"New York, NY",10003,212-477-9515,"40 Union Square
New York, NY 10003
(40.7362272703127, -73.9891351371314)"
Retail,Optical,Sol Moscot Optician,69,"New York, NY",10011,212-647-1550,"69 14th Street
New York, NY 10011
(40.736946451551304, -73.99578767896585)"
Retail,Optical,Sunglass Hut,510,"New York, NY",10011,212-647-0904,"510 6th Avenue
New York, NY 10011
(40.73673689551687, -73.9972430761928)"
Retail,Optical,Union Square Eyecare,235,"New York, NY",10003,212-844-2020,"235 Park Avenue
New York, NY 10003
(40.737851543082456, -73.98800322963712)"
Retail,Optical,Union Square Optical,9,"New York, NY",10011,212-242-0314,"9 14th Street
New York, NY 10011
(40.73615974664728, -73.99393995757944)"
Retail,Pharmacies,CVS,215,"New York, NY",10003,646-602-8237,"215 Park Avenue
New York, NY 10003
(40.736979200714075, -73.98865074149819)"
Retail,Pharmacies,Duane Reade,24,"New York, NY",10003,212-989-3632,"24 14th Street
New York, NY 10003
(40.73551660084933, -73.99254268571404)"
Retail,Pharmacies,Duane Reade,52,"New York, NY",10003,212-358-8206,"52 14th Street
New York, NY 10003
(40.734533044794375, -73.99015260928712)"
Retail,Pharmacies,Duane Reade,196,"New York, NY",10003,,"196 3rd Avenue
New York, NY 10003
(40.73561223122954, -73.98548512795509)"
Retail,Pharmacies,Duane Reade,333,"New York, NY",10003,212-529-0091,"333 14th Street
New York, NY 10003
(40.73169118718175, -73.98336272796593)"
Retail,Pharmacies,Duane Reade,611,"New York, NY",10011,212-691-0952,"611 6th Avenue
New York, NY 10011
(40.739801519179196, -73.99509858088177)"
Retail,Pharmacies,Duane Reade,873,"New York, NY",10003,917-534-1351,"873 Broadway
New York, NY 10003
(40.73808536681008, -73.99003569742331)"
Retail,Pharmacies,Duane Reade ,254,"New York, NY",10003,212-387-7340,"254 Park Avenue
New York, NY 10003
(40.738333453173844, -73.9878407889095)"
Retail,Pharmacies,GNC,10,"New York, NY",10003,212-598-1121,"10 Union Square
New York, NY 10003
(40.73599408290443, -73.9892977905013)"
Retail,Pharmacies,GNC,549,"New York, NY",10011,212-924-5925,"549 6th Avenue
New York, NY 10011
(40.73797693630967, -73.9964080817033)"
Retail,Pharmacies,Metro Drugs,7,"New York, NY",10011,212-627-2300,"7 14th Street
New York, NY 10011
(40.736133523151295, -73.99387836686847)"
Retail,Pharmacies,Rite Aid,501,"New York, NY",10011,212-727-3720,"501 6th Avenue
New York, NY 10011
(40.7364976104131, -73.997503634661)"
Retail,Pharmacies,Vitamin Shoppe,509,"New York, NY",10011,212-675-3715,"509 6th Avenue
New York, NY 10011
(40.736871282070524, -73.99718530755626)"
Retail,Pharmacies,Vitamin Shoppe,24-30,"New York, NY",10003,212-254-8816,"24 30 Union Square
New York, NY 10003
(40.73194394755518, -73.98887214913032)"
Retail,Pharmacies,Walgreens,145,"New York, NY",10003,212-677-0214,"145 4th Avenue
New York, NY 10003
(40.733887963771586, -73.98979182138295)"
Retail,Pharmacies ,Duane Reade,141,"New York, NY",10003,212-529-7140,"141 3rd Avenue
New York, NY 10003
(40.73381917784906, -73.9867688712686)"
Retail,Pharmacies ,Esquire Pharmacy,277,"New York, NY",10003,,"277 1st Avenue
New York, NY 10003
(40.73252755666903, -73.9816989822117)"
Retail,Pharmacies ,Vitamin Shoppe,237,"New York, NY",10003,212-533-4748,"237 1st Avenue
New York, NY 10003
(40.73138294427425, -73.98257961272317)"
Services,Banks and Finances,Amalgamated Bank,10,"New York, NY",10003,212-823-8708,"10 14th Street
New York, NY 10003
(40.73572914309335, -73.99296748723884)"
Services,Banks and Finances,Apple Bank,4,"New York, NY",10003,,"4 Irving Place
New York, NY 10003
(40.734106908087384, -73.98864446892128)"
Services,Banks and Finances,Bank of America,36,"New York, NY",10003,212-542-1002,"36 14th Street
New York, NY 10003
(40.73529746851926, -73.99192427368484)"
Services,Banks and Finances,Bank of America,110,"New York, NY",10003,,"110 3rd Avenue
New York, NY 10003
(40.7328423193793, -73.98750860252096)"
Services,Banks and Finances,Bank of America,116,"New York, NY",10011,212-633-7505,"116 5th Avenue
New York, NY 10011
(40.73790071244934, -73.99226556817207)"
Services,Banks and Finances,Bank of America,240,"New York, NY",10003,646-794-1060,"240 Park Avenue
New York, NY 10003
(40.73799543460717, -73.98805718895886)"
Services,Banks and Finances,Capital One Bank,31,"New York, NY",10003,212-979-5255,"31 17th Street
New York, NY 10003
(40.736880275290844, -73.98984683979717)"
Services,Banks and Finances,Capital One Bank,123,"New York, NY",10003,917-522-6138,"123 3rd Avenue
New York, NY 10003
(40.733130102428674, -73.98729276523397)"
Services,Banks and Finances,Chase,90,"New York, NY",10011,212-255-8121,"90 5th Avenue
New York, NY 10011
(40.736544694020786, -73.99325285176597)"
Services,Banks and Finances,Chase,611,"New York, NY",10011,877-682-4273,"611 6th Avenue
New York, NY 10011
(40.739801519179196, -73.99509858088177)"
Services,Banks and Finances,Chase ,835,"New York, NY",10003,212-353-1930,"835 Broadway
New York, NY 10003
(40.73397546513621, -73.99093501945259)"
Services,Banks and Finances,Chase ,228-230,"New York, NY",10003,877-682-4273,"228 230 Park Avenue
New York, NY 10003
(40.73194394755518, -73.98887214913032)"
Services,Banks and Finances,Citibank,52,"New York, NY",10003,,"52 14th Street
New York, NY 10003
(40.734533044794375, -73.99015260928712)"
Services,Banks and Finances,Citibank,79,"New York, NY",10003,800-627-3999,"79 5th Avenue
New York, NY 10003
(40.73708711935757, -73.99281460249387)"
