MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Address,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
1-00289-9001,"1 BOWERY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",CHINATOWN,D4-ELEVATOR,790,1977,1217600,31450608,25.8,152000000,125,1-01422-0021,"1283 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,176,1973,348130,10111150,29,49000000,141,3.95,1-00427-0030,"93 HOUSTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D9-ELEVATOR,362,2003,475000,13471155,28.4,65300000,137,0.6
1-00299-0027,"25 ORCHARD STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C8-WALK-UP,15,1900,12325,314432,25.5,1520000,123,1-00350-0020,"293 HOUSTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C4-WALK-UP,19,1920,11620,306836,26.4,1490000,128,0.55,1-00349-0019,"165 STANTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,20,1920,11620,320553,27.6,1550000,133,0.45
1-00311-0013,"357 GRAND STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D4-ELEVATOR,893,1960,986641,16881427,17.11,68700000,70,1-00900-0027,"329 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,302,1963,291894,5003940,17.14,20400000,70,1.45,1-00816-0007,"53 14 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D6-ELEVATOR,245,1965,310000,5305000,17.11,21600000,70,1.55
1-00315-0001,"409 GRAND STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D4-ELEVATOR,880,1960,1034940,13081642,12.64,49200000,47.5,1-00816-0007,"53 14 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",FLATIRON,D6-ELEVATOR,245,1965,310000,5305000,17.11,21600000,70,1.6,1-00900-0027,"329 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,302,1963,291894,5003940,17.14,20400000,70,1.45
1-00321-0001,"570 GRAND STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D4-ELEVATOR,842,1955,1231250,18468750,15,73200000,59,1-01423-0010,"1299 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,624,1962,938324,25240393,26.9,122000000,130,3.7,1-01457-0017,"450 63 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (59-79),D6-ELEVATOR,509,1950,723578,13591715,18.78,55300000,76,3.35
1-00331-0001,"504 GRAND STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D4-ELEVATOR,240,1929,216200,5621200,26,27200000,126,1-00412-0008,"186 ORCHARD STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D6-ELEVATOR,22,1930,12225,326200,26.7,1580000,129,0.55,1-00424-0028,"139 CHRYSTIE STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D7-ELEVATOR,11,1900,10960,285093,26,1380000,126,0.65
1-00331-0065,"484 GRAND STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D4-ELEVATOR,274,1949,299510,7487750,25,33500000,112,1-00420-0045,"150 FORSYTH STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D7-ELEVATOR,11,1995,10000,251872,25.2,1130000,113,0.6,1-00420-0068,"167 ELDRIDGE STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D6-ELEVATOR,19,2002,32700,1004196,30.7,4870000,149,0.6
1-00331-0120,"530 GRAND STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D4-ELEVATOR,533,1949,532006,12236138,23,54700000,103,1-00411-0045,"144 LUDLOW STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D1-ELEVATOR,52,1900,34904,777033,22.26,3470000,99,0.55,1-00424-0028,"139 CHRYSTIE STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D7-ELEVATOR,11,1900,10960,285093,26,1380000,126,0.75
1-00333-0001,"87 DELANCEY STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D4-ELEVATOR,1139,1966,1191180,18534760,15.56,52300000,43.9,1-00420-0045,"150 FORSYTH STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D7-ELEVATOR,11,1995,10000,251872,25.2,1130000,113,0.55,1-00420-0068,"167 ELDRIDGE STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D6-ELEVATOR,19,2002,32700,1004196,30.7,4870000,149,0.55
1-00341-0070,"131 BROOME STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D4-ELEVATOR,201,1972,228000,3604680,15.81,10200000,44.7,1-00336-0001,"16 BIALYSTOKER PLACE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D3-ELEVATOR,128,1982,98052,1580829,16.12,4460000,45.5,0.1,1-00346-0001,"50 NORFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D6-ELEVATOR,157,1982,137909,2403723,17.43,6790000,49.2,0.1
1-00343-0062,"63 PITT STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,16,1920,10070,276925,27.5,1340000,133,1-00418-0033,"102 FORSYTH STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,20,1900,9490,203507,21.44,910000,96,0.45,1-00418-0048,"105 ELDRIDGE STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,20,1900,13544,463881,34.2,2330000,172,0.45
1-00344-0017,"129 RIDGE STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D4-ELEVATOR,28,1925,27299,818970,30,2310000,85,1-00354-0020,"155 NORFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D1-ELEVATOR,49,1912,22500,664716,29.5,3220000,143,0.15,1-00414-0050,"77 DELANCEY STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D5-ELEVATOR,20,1914,21200,628476,29.6,3050000,144,0.35
1-00344-0154,"141 ATTORNEY STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,21,1920,18753,431319,23,1220000,65,1-00412-0046,"176 LUDLOW STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,22,1900,18960,518089,27.3,2510000,132,0.25,1-00413-0049,"75 ORCHARD STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,37,1910,18445,418227,22.67,1870000,101,0.35
1-00344-0173,"72 CLINTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,22,1925,14425,418325,29,2030000,141,1-00350-0020,"293 HOUSTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C4-WALK-UP,19,1920,11620,306836,26.4,1490000,128,0.1,1-00415-0063,"81 RIVINGTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,17,1900,11415,503972,44.1,2530000,222,0.3
1-00348-0003,"100 SUFFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,20,1920,9858,315456,32,1530000,155,1-00348-0029,"101 CLINTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,18,1920,9850,319785,32.5,1550000,157,0,1-00349-0023,"49 CLINTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,17,1910,9853,333038,33.8,1610000,163,0.1
1-00348-0007,"110 SUFFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,14,1920,11652,314604,27,1520000,130,1-00350-0020,"293 HOUSTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C4-WALK-UP,19,1920,11620,306836,26.4,1490000,128,0.15,1-00415-0063,"81 RIVINGTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,17,1900,11415,503972,44.1,2530000,222,0.2
1-00348-0009,"114 SUFFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,16,1920,8750,262500,30,741000,85,1-00355-0038,"166 NORFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C4-WALK-UP,24,1930,8898,272927,30.7,1320000,148,0.2,1-00414-0054,"101 ORCHARD STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,16,1900,8745,331839,37.9,1670000,191,0.25
1-00348-0011,"118 SUFFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,13,1910,7200,216000,30,1050000,146,1-00355-0038,"166 NORFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C4-WALK-UP,24,1930,8898,272927,30.7,1320000,148,0.2,1-00414-0054,"101 ORCHARD STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,16,1900,8745,331839,37.9,1670000,191,0.25
1-00348-0030,"103 CLINTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,18,1920,9850,315200,32,890000,90,1-00348-0029,"101 CLINTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,18,1920,9850,319785,32.5,1550000,157,0,1-00349-0023,"49 CLINTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,17,1910,9853,333038,33.8,1610000,163,0.1
1-00348-0053,"173 RIVINGTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,28,1920,14701,499834,34,1410000,96,1-00344-0044,"120 RIDGE STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C1-WALK-UP,22,2001,14960,521164,34.8,2620000,175,0.15,1-00344-0069,"210 RIVINGTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,24,1920,14096,412611,29.3,2000000,142,0.15
1-00348-0073,"172 DELANCEY STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,14,1920,12180,280140,23,791000,65,1-00344-0068,"85 PITT STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,23,1920,12178,281624,23.13,1260000,103,0.15,1-00348-0074,"170 DELANCEY STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,14,1920,12180,283383,23.27,1270000,104,0
1-00349-0014,"153 STANTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,12,1920,8085,206167,25.5,582000,72,1-00349-0016,"159 STANTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C4-WALK-UP,20,1900,8201,208533,25.4,1010000,123,0,1-00414-0057,"95 ORCHARD STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,17,1900,8030,205612,25.6,996000,124,0.3
1-00350-0057,"309 HOUSTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,32,1920,20837,541762,26,2620000,126,1-00411-0061,"143 ESSEX STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,20,1920,16593,304061,18.32,1240000,75,0.2,1-00418-0048,"105 ELDRIDGE STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,20,1900,13544,463881,34.2,2330000,172,0.5
1-00351-0001,"62 ESSEX STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D4-ELEVATOR,182,1972,198260,5055630,25.5,24500000,124,1-00408-0016,"71 LUDLOW STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D5-ELEVATOR,19,1900,35650,783331,21.97,3500000,98,0.1,1-00420-0068,"167 ELDRIDGE STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,D6-ELEVATOR,19,2002,32700,1004196,30.7,4870000,149,0.25
1-00354-0027,"139 NORFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,20,1920,10255,307650,30,1490000,145,1-00410-0001,"120 ORCHARD STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,14,1900,10600,396000,37.4,1990000,188,0.1,1-00416-0066,"149 ORCHARD STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,19,1900,10593,322172,30.4,1560000,147,0.15
1-00354-0031,"128 RIVINGTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,24,1920,19405,426910,22,1210000,62,1-00411-0042,"138 LUDLOW STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,29,1920,18180,388880,21.39,1740000,96,0.05,1-00411-0075,"100 RIVINGTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,24,1900,21120,440357,20.85,1970000,93,0.05
1-00355-0039,"168 NORFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,21,1920,7300,270100,37,763000,105,1-00348-0025,"93 CLINTON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,22,1920,7500,274165,36.6,1380000,184,0.2,1-00350-0001,"166 SUFFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C1-WALK-UP,19,1910,7425,280025,37.7,1410000,190,0.05
1-00355-0040,"170 NORFOLK STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C6-WALK-UP,23,1900,10610,381960,36,1920000,181,1-00410-0001,"120 ORCHARD STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,14,1900,10600,396000,37.4,1990000,188,0.2,1-00415-0076,"121 ORCHARD STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",LOWER EAST SIDE,C7-WALK-UP,17,1900,10740,387253,36.1,1950000,182,0.25
1-00372-0055,"290 2 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,20,1920,17990,674625,37.5,1910000,106,1-00379-0057,"713 9 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C4-WALK-UP,24,1900,15996,744900,46.6,3750000,234,0.35,1-01519-0041,"170 91 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),C7-WALK-UP,16,1930,12015,385362,32.1,1870000,156,4.4
1-00373-0021,"336 4 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,D4-ELEVATOR,18,1920,16914,439764,26,1240000,73,1-00402-0011,"134 7 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,D9-ELEVATOR,78,1925,41600,1067235,25.7,5170000,124,0.3,1-00402-0015,"142 7 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,D9-ELEVATOR,83,1925,36705,1082170,29.5,5240000,143,0.3
1-00373-0040,"327 3 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,29,1920,17610,493080,28,1390000,79,1-00372-0001,"14 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,28,1920,17396,557957,32.1,2700000,155,0.05,1-00397-0018,"171 2 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,19,1900,10662,287156,26.9,1390000,130,0.3
1-00373-0046,"317 3 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,35,1925,20076,562128,28,1590000,79,1-00372-0001,"14 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,28,1920,17396,557957,32.1,2700000,155,0.05,1-00397-0018,"171 2 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,19,1900,10662,287156,26.9,1390000,130,0.3
1-00373-0049,"311 3 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,38,1920,20076,562128,28,1590000,79,1-00372-0001,"14 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,28,1920,17396,557957,32.1,2700000,155,0.05,1-00397-0018,"171 2 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,19,1900,10662,287156,26.9,1390000,130,0.3
1-00374-0006,"64 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,18,1910,16872,472416,28,1330000,79,1-00372-0001,"14 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,28,1920,17396,557957,32.1,2700000,155,0.1,1-00397-0018,"171 2 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,19,1900,10662,287156,26.9,1390000,130,0.3
1-00374-0065,"307 4 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,20,1900,19354,541912,28,1530000,79,1-00372-0001,"14 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,28,1920,17396,557957,32.1,2700000,155,0.1,1-00397-0018,"171 2 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,19,1900,10662,287156,26.9,1390000,130,0.3
1-00376-0005,"98 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,24,1900,15086,497838,33,1410000,93,1-00377-0045,"93 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,D7-ELEVATOR,24,1900,14604,485863,33.3,2350000,161,0.05,1-00372-0039,"11 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,19,1900,14400,519281,36.1,2610000,181,0.2
1-00376-0014,"246 7 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,24,1928,16776,553608,33,2680000,160,1-00372-0039,"11 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,19,1900,14400,519281,36.1,2610000,181,0.2,1-00372-0001,"14 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,28,1920,17396,557957,32.1,2700000,155,0.2
1-00376-0016,"248 7 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,12,1928,11802,389466,33,1890000,160,1-00372-0039,"11 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,19,1900,14400,519281,36.1,2610000,181,0.2,1-00377-0045,"93 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,D7-ELEVATOR,24,1900,14604,485863,33.3,2350000,161,0.05
1-00376-0018,"250 7 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,12,1928,11802,389466,33,1890000,160,1-00372-0039,"11 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,19,1900,14400,519281,36.1,2610000,181,0.2,1-00377-0045,"93 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,D7-ELEVATOR,24,1900,14604,485863,33.3,2350000,161,0.05
1-00376-0019,"254 7 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,20,1910,14508,478764,33,2320000,160,1-00372-0039,"11 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,19,1900,14400,519281,36.1,2610000,181,0.2,1-00377-0045,"93 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,D7-ELEVATOR,24,1900,14604,485863,33.3,2350000,161,0.05
1-00377-0016,"368 8 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,32,1923,19632,647856,33,3140000,160,1-00372-0039,"11 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,19,1900,14400,519281,36.1,2610000,181,0.25,1-00377-0045,"93 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,D7-ELEVATOR,24,1900,14604,485863,33.3,2350000,161,0
1-00377-0026,"388 8 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,D4-ELEVATOR,36,1900,30018,690414,23,1950000,65,1-00377-0037,"107 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,D5-ELEVATOR,30,1900,14940,327903,21.95,926000,62,0,1-01509-0066,"104 81 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER EAST SIDE (79-96),D1-ELEVATOR,48,1900,40632,945367,23.27,4220000,104,3.7
1-00377-0059,"257 7 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,12,1900,8655,285615,33,1380000,159,1-00372-0039,"11 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,19,1900,14400,519281,36.1,2610000,181,0.25,1-00377-0045,"93 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,D7-ELEVATOR,24,1900,14604,485863,33.3,2350000,161,0
1-00377-0062,"249 7 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,13,2001,9664,318912,33,1550000,160,1-00372-0039,"11 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,19,1900,14400,519281,36.1,2610000,181,0.25,1-00377-0045,"93 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,D7-ELEVATOR,24,1900,14604,485863,33.3,2350000,161,0
1-00377-0067,"241 7 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,22,1900,7986,263538,33,1280000,160,1-00372-0039,"11 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,19,1900,14400,519281,36.1,2610000,181,0.25,1-00377-0045,"93 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,D7-ELEVATOR,24,1900,14604,485863,33.3,2350000,161,0
1-00379-0011,"404 10 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,12,1900,8675,286275,33,1390000,160,1-00372-0039,"11 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,19,1900,14400,519281,36.1,2610000,181,0.35,1-00377-0045,"93 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,D7-ELEVATOR,24,1900,14604,485863,33.3,2350000,161,0.1
1-00379-0012,"406 10 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C6-WALK-UP,24,1930,14653,615426,42,3090000,211,1-00372-0039,"11 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,C7-WALK-UP,19,1900,14400,519281,36.1,2610000,181,0.35,1-00377-0045,"93 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",ALPHABET CITY,D7-ELEVATOR,24,1900,14604,485863,33.3,2350000,161,0.1
