TITLE,DESCR,SFFX,SFX DESCR,STD HRS,ASG LVL,JOBCODE,UNION CD,UNION DESCR,BARG UNIT,BARG DESCR,MIN RATE,MAX RATE
30726,CLAIM SPECIALIST,0,CLAIM SPECIALIST,35,2,4032,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$49528.00,$64983.00
30726,CLAIM SPECIALIST,0,CLAIM SPECIALIST,35,3,4033,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$58307.00,$72363.00
30726,CLAIM SPECIALIST,1,CLAIM SPECIALIST (CWW - 8HR/DAY),35,1,4034,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$40224.00,$55848.00
30726,CLAIM SPECIALIST,1,CLAIM SPECIALIST (CWW - 8HR/DAY),35,2,4035,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$49528.00,$64983.00
30726,CLAIM SPECIALIST,1,CLAIM SPECIALIST (CWW - 8HR/DAY),35,3,4036,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$58307.00,$72363.00
30726,CLAIM SPECIALIST,2,CLAIM SPECIALIST (CWW-8 3/4 HR/DAY),35,1,4037,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$40224.00,$55848.00
30726,CLAIM SPECIALIST,2,CLAIM SPECIALIST (CWW-8 3/4 HR/DAY),35,2,4038,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$49528.00,$64983.00
30726,CLAIM SPECIALIST,2,CLAIM SPECIALIST (CWW-8 3/4 HR/DAY),35,3,4039,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$58307.00,$72363.00
31435,SENIOR INSTITUTIONAL INSPECTOR,0,SENIOR INSTITUTIONAL INSPECTOR,35,0,4232,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,$56364.00,$63637.00
51236,SENIOR PHYSICAL THERAPIST,0,SENIOR PHYSICAL THERAPIST,35,0,4900,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,$55484.00,$61422.00
51215,SENIOR REHABILITATION COUNSELO,0,SENIOR REHABILITATION COUNSELOR,35,0,4884,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,$54752.00,$60689.00
51239,STAFF AUDIOLOGIST,0,STAFF AUDIOLOGIST,35,0,4904,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,$54752.00,$60689.00
51240,SUPERVISING AUDIOLOGIST,0,SUPERVISING AUDIOLOGIST,35,0,4911,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,$62421.00,$71684.00
31455,SUPERVISING INSTITUTIONAL INSP,0,SUPERVISING INSTITUTIONAL INSPECTOR,35,0,4233,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,$60893.00,$68791.00
50837,SUPERVISING MEDICAL RECORDS LI,0,SUPERVISING MEDICAL RECORDS LIBRARIAN,35,0,4751,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,$52832.00,$56553.00
50460,SUPERVISING NUTRITIONIST,0,SUPERVISING NUTRITIONIST,35,0,4715,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,$68449.00,$73710.00
51193,SUPERVISING PUBLIC HEALTH ADVI,0,SUPERVISING PUBLIC HEALTH ADVISER,35,0,4870,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,$52462.00,$64411.00
51193,SUPERVISING PUBLIC HEALTH ADVI,1,SUPVSG PUB HLTH ADVSR (COM DISEASE CNTRL) (CWW-8 3/4HR/DAY),35,0,4871,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,$52462.00,$64411.00
51196,SUPERVISING PUBLIC HEALTH ADVI,0,SUPERVISING PUBLIC HEALTH ADVISER (SCHOOL HEALTH),35,0,4874,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,$29.00,$35.00
51254,SUPERVISING SPEECH PATHOLOGIST,0,SUPERVISING SPEECH PATHOLOGIST,35,0,4918,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,$62421.00,$71684.00
51241,SUPERVISING THERAPIST,0,SUPERVISING THERAPIST,35,0,4912,130,HEALTH SERVICE TITLES DC37,DC37,District Council 37,$63255.00,$72522.00
21215,ARCHITECT,0,ARCHITECT,35,1,3543,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$65698.00,$82737.00
21215,ARCHITECT,0,ARCHITECT,35,2,3544,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$78110.00,$94363.00
22116,COMMUNITY ORGANIZATION SPECIAL,0,COMMUNITY ORGANIZATION SPECIALIST (URBAN RENEWAL),35,0,3728,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$58307.00,$69211.00
52450,CONGREG CARE SPEC-DJJ (40 HR),0,CONGREG CARE SPEC - DJJ (40 HR WK),40,1,5183,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$36027.00,$56834.00
52450,CONGREG CARE SPEC-DJJ (40 HR),0,CONGREG CARE SPEC - DJJ (40 HR WK),40,2,5184,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$43327.00,$64068.00
5245A,CONGREG CARE SPEC-ACS(35 HR WK,0,CONGREG CARE SPEC - ACS (35 HR WK),35,1,5185,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$36027.00,$56834.00
5245A,CONGREG CARE SPEC-ACS(35 HR WK,0,CONGREG CARE SPEC - ACS (35 HR WK),35,2,5186,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$43327.00,$64068.00
51614,CONSULTANT (DAY CAMP) (PR#069),0,CONSULTANT (DAY CAMP) (PYRL 816) ABC 148,35,0,4971,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$64424.00,$76924.00
51614,CONSULTANT (DAY CAMP) (PR#069),1,CONSULTANT (DAY CAMP) (PR#069) ABC 168,35,0,4972,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$64424.00,$76924.00
51611,CONSULTANT (EARLY CHILDHOOD ED,0,CONSULTANT (EARLY CHILDHOOD EDUCATION) (PYRL 816) ABC 148,35,0,4963,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$51310.00,$61266.00
51611,CONSULTANT (EARLY CHILDHOOD ED,0,CONSULTANT (EARLY CHILDHOOD EDUCATION) (PYRL 816) ABC 148,35,1,4964,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$64424.00,$76924.00
51611,CONSULTANT (EARLY CHILDHOOD ED,0,CONSULTANT (EARLY CHILDHOOD EDUCATION) (PYRL 816) ABC 148,35,2,4965,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$69211.00,$83038.00
51611,CONSULTANT (EARLY CHILDHOOD ED,1,CONSULTANT (EARLY CHILDHOOD EDUCATION)(CWW 8HR/DAY) PYRL 816,35,1,11847,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$64424.00,$76924.00
51611,CONSULTANT (EARLY CHILDHOOD ED,1,CONSULTANT (EARLY CHILDHOOD EDUCATION)(CWW 8HR/DAY) PYRL 816,35,2,11848,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$69211.00,$83038.00
51611,CONSULTANT (EARLY CHILDHOOD ED,2,CONSULTANT (EARLY CHILHOOD EDUCATION) (PR#067) ABC 168,35,1,4967,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$64424.00,$76924.00
51611,CONSULTANT (EARLY CHILDHOOD ED,2,CONSULTANT (EARLY CHILHOOD EDUCATION) (PR#067) ABC 168,35,2,4968,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$69211.00,$83038.00
51611,CONSULTANT (EARLY CHILDHOOD ED,3,CONSULTANT (EARLY CHILDHOOD EDUCATION)-(CWW-8HR/DAY)(PR#067),35,1,11845,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$64424.00,$76924.00
51611,CONSULTANT (EARLY CHILDHOOD ED,3,CONSULTANT (EARLY CHILDHOOD EDUCATION)-(CWW-8HR/DAY)(PR#067),35,2,11846,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$69211.00,$83038.00
51000,CONSULTANT (MENTAL HEALTH STAN,0,CONSULTANT (MENTAL HEALTH STANDARDS AND SERVICES),35,0,4787,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$58307.00,$69211.00
51613,CONSULTANT (PUBLIC HEALTH-SOCI,0,CONSULTANT (PUBLIC HEALTH-SOCIAL WORK),35,0,4970,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$64424.00,$76924.00
51273,CORRECTIONAL COUNSELOR,0,CORRECTIONAL COUNSELOR,35,0,4922,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$40224.00,$53788.00
06140,CORRECTIONAL STANDARDS REVIEW,0,CORRECTIONAL STANDARDS REVIEW SPECIALIST (BD OF CORRECTIONS),35,1,1075,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$47947.00,$59441.00
21215,ARCHITECT,0,ARCHITECT,35,3,3545,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$87378.00,$103007.00
21215,ARCHITECT,1,ARCHITECT (CWW - 8 3/4 HR/DAY),35,1,3546,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$65698.00,$82737.00
21215,ARCHITECT,1,ARCHITECT (CWW - 8 3/4 HR/DAY),35,2,3547,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$78110.00,$94363.00
21215,ARCHITECT,1,ARCHITECT (CWW - 8 3/4 HR/DAY),35,3,3548,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$87378.00,$103007.00
21215,ARCHITECT,2,ARCHITECT (CWW - 8 HR DAY),35,1,3549,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$65698.00,$82737.00
21215,ARCHITECT,2,ARCHITECT (CWW - 8 HR DAY),35,2,3550,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$78110.00,$94363.00
21215,ARCHITECT,2,ARCHITECT (CWW - 8 HR DAY),35,3,3551,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$87378.00,$103007.00
21215,ARCHITECT,3,ARCHITECT (CWW-9HR/DAY),35,1,3552,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$65698.00,$82737.00
21215,ARCHITECT,3,ARCHITECT (CWW-9HR/DAY),35,2,3553,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$78110.00,$94363.00
21215,ARCHITECT,3,ARCHITECT (CWW-9HR/DAY),35,3,3554,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$87378.00,$103007.00
31316,Associate Air Pollution Inspr,0,Associate Air Pollution Inspr,35,1,11756,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$48668.00,$59590.00
31316,Associate Air Pollution Inspr,0,Associate Air Pollution Inspr,35,2,11757,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$54521.00,$65922.00
31316,Associate Air Pollution Inspr,0,Associate Air Pollution Inspr,35,3,11758,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$60384.00,$72268.00
31316,Associate Air Pollution Inspr,1,Assoc Air Pol Inspr-8 3/4 hr day,35,1,11759,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$48668.00,$59590.00
31316,Associate Air Pollution Inspr,1,Assoc Air Pol Inspr-8 3/4 hr day,35,2,11760,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$54521.00,$65922.00
31316,Associate Air Pollution Inspr,1,Assoc Air Pol Inspr-8 3/4 hr day,35,3,11761,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$60384.00,$72268.00
31316,Associate Air Pollution Inspr,2,Assoc Air Poll Inspr-9 hr day,35,1,11762,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$48668.00,$59590.00
31316,Associate Air Pollution Inspr,2,Assoc Air Poll Inspr-9 hr day,35,2,11763,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$54521.00,$65922.00
31316,Associate Air Pollution Inspr,2,Assoc Air Poll Inspr-9 hr day,35,3,11764,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$60384.00,$72268.00
21822,ASSOCIATE CHEMIST,0,ASSOCIATE CHEMIST,35,1,3662,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$58216.00,$75083.00
21822,ASSOCIATE CHEMIST,0,ASSOCIATE CHEMIST,35,2,3663,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$69060.00,$84922.00
21822,ASSOCIATE CHEMIST,0,ASSOCIATE CHEMIST,35,3,3664,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$75754.00,$100047.00
21822,ASSOCIATE CHEMIST,1,ASSOCIATE CHEMIST (CWW-8 3/4 HR/DAY),35,1,3665,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$58216.00,$75083.00
21822,ASSOCIATE CHEMIST,1,ASSOCIATE CHEMIST (CWW-8 3/4 HR/DAY),35,2,3666,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$69060.00,$84922.00
21822,ASSOCIATE CHEMIST,1,ASSOCIATE CHEMIST (CWW-8 3/4 HR/DAY),35,3,3667,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$75754.00,$100047.00
21822,ASSOCIATE CHEMIST,2,ASSOCIATE CHEMIST (CWW- 8 HR/DAY),35,1,3668,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$58216.00,$75083.00
21822,ASSOCIATE CHEMIST,2,ASSOCIATE CHEMIST (CWW- 8 HR/DAY),35,2,3669,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$69060.00,$84922.00
21822,ASSOCIATE CHEMIST,2,ASSOCIATE CHEMIST (CWW- 8 HR/DAY),35,3,3670,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$75754.00,$100047.00
21822,ASSOCIATE CHEMIST,3,ASSOCIATE CHEMIST (CWW - 9 HR/DAY),35,1,3671,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$58216.00,$75083.00
21822,ASSOCIATE CHEMIST,3,ASSOCIATE CHEMIST (CWW - 9 HR/DAY),35,2,3672,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$69060.00,$84922.00
21822,ASSOCIATE CHEMIST,3,ASSOCIATE CHEMIST (CWW - 9 HR/DAY),35,3,3673,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$75754.00,$100047.00
20118,ASSOCIATE ENGINEERING TECHNICI,0,ASSOCIATE ENGINEERING TECHNICIAN,35,1,3284,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$47516.00,$60872.00
20118,ASSOCIATE ENGINEERING TECHNICI,0,ASSOCIATE ENGINEERING TECHNICIAN,35,2,3285,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$54366.00,$65886.00
20118,ASSOCIATE ENGINEERING TECHNICI,1,ASSOCIATE ENGINEERING TECHNICIAN (CWW-8 3/4HR/DAY),35,1,3286,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$47516.00,$60872.00
20118,ASSOCIATE ENGINEERING TECHNICI,1,ASSOCIATE ENGINEERING TECHNICIAN (CWW-8 3/4HR/DAY),35,2,3287,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$54366.00,$65886.00
20118,ASSOCIATE ENGINEERING TECHNICI,2,ASSOCIATE ENGINEERING TECHNICIAN (CWW -8 HR DAY),35,1,3288,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$47516.00,$60872.00
20118,ASSOCIATE ENGINEERING TECHNICI,2,ASSOCIATE ENGINEERING TECHNICIAN (CWW -8 HR DAY),35,2,3289,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$54366.00,$65886.00
20118,ASSOCIATE ENGINEERING TECHNICI,3,ASSOCIATE ENGINEERING TECHNICIAN (CWW-9HR/DAY),35,1,3290,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$47516.00,$60872.00
06140,CORRECTIONAL STANDARDS REVIEW,0,CORRECTIONAL STANDARDS REVIEW SPECIALIST (BD OF CORRECTIONS),35,2,1076,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$59441.00,$73797.00
52615,CORRECTIONAL STANDARDS REVIEW,0,CORRECTIONAL STANDARDS REVIEW SPECIALIST,35,1,5199,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$47947.00,$59441.00
52615,CORRECTIONAL STANDARDS REVIEW,0,CORRECTIONAL STANDARDS REVIEW SPECIALIST,35,2,5200,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$59441.00,$73797.00
10142,DECEDENT PROPERTY AGENT,0,DECEDENT PROPERTY AGENT,35,0,2178,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$40224.00,$53788.00
06665,DECEDENT PROPERTY AGENT(QUEENS,0,DECEDENT PROPERTY AGENT(QUEENS CO ),35,0,1652,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$40224.00,$53788.00
06775,DECEDENT PROPERTY AGENT (KINGS,0,DECEDENT PROPERTY AGENT (KINGS COUNTY),7,0,8560,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$40224.00,$53788.00
51595,FAMILY PRESERVATIONIST (JUVENI,0,FAMILY PRESERVATIONIST (JUVENILE JUSTICE),35,0,4961,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$43980.00,$63699.00
06426,FIELD INVESTIGATION SPECIALIST,0,FIELD INVESTIGATION SPECIALIST (LAW DEPARTMENT),35,1,1384,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$40929.00,$53615.00
06426,FIELD INVESTIGATION SPECIALIST,0,FIELD INVESTIGATION SPECIALIST (LAW DEPARTMENT),35,2,1385,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$48951.00,$60602.00
06426,FIELD INVESTIGATION SPECIALIST,0,FIELD INVESTIGATION SPECIALIST (LAW DEPARTMENT),35,3,1386,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$58271.00,$75588.00
31113,FRAUD INVESTIGATOR,0,"FRAUD INVESTIGATOR (NOT PYRL 069,071) ABC 148",35,1,4095,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$40224.00,$59903.00
31113,FRAUD INVESTIGATOR,0,"FRAUD INVESTIGATOR (NOT PYRL 069,071) ABC 148",35,2,4096,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$49528.00,$67856.00
31113,FRAUD INVESTIGATOR,1,"FRAUD INVESTIGATOR(CWW-8 3/4HR/DAY)(NOT PR# 069,071) ABC 148",35,1,4097,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$40224.00,$59903.00
31113,FRAUD INVESTIGATOR,1,"FRAUD INVESTIGATOR(CWW-8 3/4HR/DAY)(NOT PR# 069,071) ABC 148",35,2,4098,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$49528.00,$67856.00
31113,FRAUD INVESTIGATOR,2,"FRAUD INVESTIGATOR (CWW-8 HR/DAY) (NOT PYRL 069,071) ABC 148",35,1,4099,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$40224.00,$59903.00
31113,FRAUD INVESTIGATOR,2,"FRAUD INVESTIGATOR (CWW-8 HR/DAY) (NOT PYRL 069,071) ABC 148",35,2,4100,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$49528.00,$67856.00
31113,FRAUD INVESTIGATOR,3,"FRAUD INVESTIGATOR (CWW-9HR/DAY) (NOT PYRL 069,071) ABC 148",35,1,4101,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$40224.00,$59903.00
31113,FRAUD INVESTIGATOR,3,"FRAUD INVESTIGATOR (CWW-9HR/DAY) (NOT PYRL 069,071) ABC 148",35,2,4102,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$49528.00,$67856.00
31113,FRAUD INVESTIGATOR,4,"FRAUD INVESTIGATOR (PR#069,071) ABC 168",35,1,4103,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$40224.00,$59903.00
31113,FRAUD INVESTIGATOR,4,"FRAUD INVESTIGATOR (PR#069,071) ABC 168",35,2,4104,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$49528.00,$67856.00
31113,FRAUD INVESTIGATOR,5,"FRAUD INVESTIGATOR (CWW-8 3/4HR/DAY) (PR#069,071) ABC 168",35,1,4105,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$40224.00,$59903.00
31113,FRAUD INVESTIGATOR,5,"FRAUD INVESTIGATOR (CWW-8 3/4HR/DAY) (PR#069,071) ABC 168",35,2,4106,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$49528.00,$67856.00
31113,FRAUD INVESTIGATOR,6,"FRAUD INVESTIGATOR (CWW-8 HR/DAY) (PR#069,071) ABC 168",35,1,4107,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$40224.00,$59903.00
31113,FRAUD INVESTIGATOR,6,"FRAUD INVESTIGATOR (CWW-8 HR/DAY) (PR#069,071) ABC 168",35,2,4108,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$49528.00,$67856.00
31113,FRAUD INVESTIGATOR,7,"FRAUD INVESTIGATOR (CWW-9 HR/DAY) (PR#069,071) ABC 168",35,1,4109,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$40224.00,$59903.00
31113,FRAUD INVESTIGATOR,7,"FRAUD INVESTIGATOR (CWW-9 HR/DAY) (PR#069,071) ABC 168",35,2,4110,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$49528.00,$67856.00
52404,HOME AIDE,0,HOME AIDE,35,0,5157,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$30343.00,$34241.00
50510,HOME ECONOMIST,0,HOME ECONOMIST,35,0,4717,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$49528.00,$69211.00
52405,HOMEMAKER,0,HOMEMAKER,35,1,5158,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$31584.00,$38626.00
52405,HOMEMAKER,0,HOMEMAKER,35,2,5159,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$40224.00,$55848.00
52434,HOUSEPARENT AIDE,0,HOUSEPARENT AIDE,40,0,5176,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$33803.00,$33803.00
52434,HOUSEPARENT AIDE,1,HOUSEPARENT AIDE (CWW-14HR/DAY),40,0,5177,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$33803.00,$33803.00
56020,*HUMAN RESOURCES SPECIALIST,0,*HUMAN RESOURCES SPECIALIST,35,0,5385,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$40224.00,$55848.00
56006,HUMAN RESOURCES TECHNICIAN,0,HUMAN RESOURCES TECHNICIAN,35,0,5379,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$30343.00,$34241.00
56006,HUMAN RESOURCES TECHNICIAN,1,HUMAN RESOURCES TECHNICIAN (CWW-8 3/4HR/DAY),35,0,5380,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,$30343.00,$34241.00
90505,SUPERVISOR (PEST CONTROL),0,SUPERVISOR (PEST CONTROL),35,1,6248,131,SUPERVISORY MAINTENANCE TITLES,DC37,District Council 37,$32887.00,$38398.00
90505,SUPERVISOR (PEST CONTROL),0,SUPERVISOR (PEST CONTROL),35,2,6249,131,SUPERVISORY MAINTENANCE TITLES,DC37,District Council 37,$38650.00,$46925.00
90505,SUPERVISOR (PEST CONTROL),0,SUPERVISOR (PEST CONTROL),35,3,13011,131,SUPERVISORY MAINTENANCE TITLES,DC37,District Council 37,$62821.00,$72172.00
90505,SUPERVISOR (PEST CONTROL),1,SUPERVISOR (PEST CONTROL) (CWW - 8 HR DAY),35,1,6250,131,SUPERVISORY MAINTENANCE TITLES,DC37,District Council 37,$32887.00,$38398.00
90505,SUPERVISOR (PEST CONTROL),1,SUPERVISOR (PEST CONTROL) (CWW - 8 HR DAY),35,2,6251,131,SUPERVISORY MAINTENANCE TITLES,DC37,District Council 37,$38650.00,$46925.00
90505,SUPERVISOR (PEST CONTROL),1,SUPERVISOR (PEST CONTROL) (CWW - 8 HR DAY),35,3,13012,131,SUPERVISORY MAINTENANCE TITLES,DC37,District Council 37,$62821.00,$72172.00
90505,SUPERVISOR (PEST CONTROL),2,SUPERVISOR (PEST CONTROL) (CWW - 8 3/4 HR DAY),35,1,6252,131,SUPERVISORY MAINTENANCE TITLES,DC37,District Council 37,$32887.00,$38398.00
90505,SUPERVISOR (PEST CONTROL),2,SUPERVISOR (PEST CONTROL) (CWW - 8 3/4 HR DAY),35,2,6253,131,SUPERVISORY MAINTENANCE TITLES,DC37,District Council 37,$38650.00,$46925.00
90505,SUPERVISOR (PEST CONTROL),2,SUPERVISOR (PEST CONTROL) (CWW - 8 3/4 HR DAY),35,3,13013,131,SUPERVISORY MAINTENANCE TITLES,DC37,District Council 37,$62821.00,$72172.00
20118,ASSOCIATE ENGINEERING TECHNICI,3,ASSOCIATE ENGINEERING TECHNICIAN (CWW-9HR/DAY),35,2,3291,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$54366.00,$65886.00
20118,ASSOCIATE ENGINEERING TECHNICI,4,ASSOCIATED ENGINEERING TECHNICIAN (CWW-12 HR/DAY),35,1,3292,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$47516.00,$60872.00
20118,ASSOCIATE ENGINEERING TECHNICI,4,ASSOCIATED ENGINEERING TECHNICIAN (CWW-12 HR/DAY),35,2,3293,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$54366.00,$65886.00
22427,ASSOCIATE PROJECT MANAGER,0,ASSOCIATE PROJECT MANAGER,35,1,3816,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$65698.00,$82737.00
22427,ASSOCIATE PROJECT MANAGER,0,ASSOCIATE PROJECT MANAGER,35,2,3817,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$72383.00,$92249.00
22427,ASSOCIATE PROJECT MANAGER,0,ASSOCIATE PROJECT MANAGER,35,3,3818,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$87378.00,$103007.00
22427,ASSOCIATE PROJECT MANAGER,1,ASSOCIATE PROJECT MANAGER (CWW-8 HR/DAY),35,1,3819,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$65698.00,$82737.00
22427,ASSOCIATE PROJECT MANAGER,1,ASSOCIATE PROJECT MANAGER (CWW-8 HR/DAY),35,2,3820,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$72383.00,$92249.00
22427,ASSOCIATE PROJECT MANAGER,1,ASSOCIATE PROJECT MANAGER (CWW-8 HR/DAY),35,3,3821,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$87378.00,$103007.00
22427,ASSOCIATE PROJECT MANAGER,2,ASSOCIATE PROJECT MANAGER (CWW-9 HR/DAY),35,1,3822,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$65698.00,$82737.00
22427,ASSOCIATE PROJECT MANAGER,2,ASSOCIATE PROJECT MANAGER (CWW-9 HR/DAY),35,2,3823,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$72383.00,$92249.00
