MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Address,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
1-00866-0064,"220 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,200,1941,211910,6950000,32.8,33300000,157,1-01342-0012,"333 49 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN EAST,D3-ELEVATOR,204,1965,177380,5519806,31.1,26400000,149,0.85,1-00866-0035,"40 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,160,1950,153398,4858000,31.7,23300000,152,0.1
1-00867-0033,"31 37 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,132,1940,127089,4100000,32.3,19600000,154,1-01342-0012,"333 49 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN EAST,D3-ELEVATOR,204,1965,177380,5519806,31.1,26400000,149,0.75,1-00866-0035,"40 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,160,1950,153398,4858000,31.7,23300000,152,0.05
1-00867-0057,"242 MADISON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,186,1916,142836,4575000,32,21900000,153,1-00585-0001,"464 HUDSON STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-WEST,D7-ELEVATOR,137,1900,97290,3113426,32,14900000,153,1.75,1-00866-0035,"40 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,160,1950,153398,4858000,31.7,23300000,152,0.1
1-00868-0028,"27 38 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,20,1925,9958,360000,36.2,1810000,182,1-00592-0062,"140 WAVERLY PLACE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GREENWICH VILLAGE-WEST,D1-ELEVATOR,23,1930,12144,426000,35.1,2040000,168,1.6,1-00885-0050,"156 30 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D9-ELEVATOR,20,1920,14364,537498,37.4,2700000,188,0.5
1-00871-0007,"105 15 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,71,1900,37802,1323070,35,6340000,168,1-00908-0009,"207 27 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,82,1985,38465,1617053,42,8110000,211,0.6,1-00879-0033,"155 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,58,1910,41883,1578342,37.7,7920000,189,0.4
1-00871-0021,"22 IRVING PLACE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,29,1945,16200,567000,35,2720000,168,1-00896-0015,"231 14 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D5-ELEVATOR,16,1915,13788,559969,40.6,2810000,204,0.15,1-00903-0013,"217 22 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D2-ELEVATOR,35,1920,17526,628320,35.9,3010000,172,0.35
1-00871-0029,"131 15 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C6-WALK-UP,13,1920,8104,283640,35,1360000,168,1-00874-0062,"74 IRVING PLACE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C5-WALK-UP,18,1900,8100,327700,40.5,1640000,202,0.15,1-00908-0022,"235 27 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C5-WALK-UP,20,1920,9685,339034,35,1620000,167,0.6
1-00871-0030,"133 15 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C6-WALK-UP,15,1900,9535,333725,35,1600000,168,1-00902-0022,"233 21 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C7-WALK-UP,26,1910,17910,513486,28.7,2460000,137,0.3,1-00907-0021,"235 26 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C4-WALK-UP,20,1920,10045,243390,24.23,1060000,106,0.55
1-00871-0039,"145 15 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,249,1959,193695,6164040,31.8,29500000,152,1-00883-0044,"376 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,179,1964,175110,5290470,30.2,25300000,144,0.6,1-00896-0048,"135 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,221,1962,158505,4957433,31.3,23700000,150,0.15
1-00871-0044,"160 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,151,1963,111428,3677124,33,17600000,158,1-00878-0004,"295 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,190,1900,145299,5747773,39.6,28800000,198,0.35,1-00928-0040,"320 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D6-ELEVATOR,213,1965,153800,6188521,40.2,31000000,202,0.4
1-00871-0056,"128 16 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,13,1920,17312,605920,35,2900000,168,1-00897-0071,"206 17 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,27,1910,15416,700732,45.5,3510000,228,0.1,1-00896-0015,"231 14 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D5-ELEVATOR,16,1915,13788,559969,40.6,2810000,204,0.15
1-00872-0007,"105 16 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D0-ELEVATOR,18,1914,42067,1472345,35,7050000,168,1-00908-0009,"207 27 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,82,1985,38465,1617053,42,8110000,211,0.55,1-00879-0033,"155 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,58,1910,41883,1578342,37.7,7920000,189,0.35
1-00872-0053,"130 17 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C6-WALK-UP,13,1930,7670,268450,35,1290000,168,1-00908-0022,"235 27 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C5-WALK-UP,20,1920,9685,339034,35,1620000,167,0.55,1-00907-0021,"235 26 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C4-WALK-UP,20,1920,10045,243390,24.23,1060000,106,0.5
1-00873-0019,"58 IRVING PLACE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,290,1962,222543,7074000,31.8,33900000,152,1-00881-0041,"344 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,185,1997,151346,5973641,39.5,30000000,198,0.4,1-00878-0004,"295 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,190,1900,145299,5747773,39.6,28800000,198,0.25
1-00873-0059,"61 IRVING PLACE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,32,1950,40904,1390736,34,6660000,163,1-00908-0009,"207 27 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,82,1985,38465,1617053,42,8110000,211,0.55,1-00879-0033,"155 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,58,1910,41883,1578342,37.7,7920000,189,0.3
1-00874-0054,"132 19 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,19,1910,17934,627690,35,3010000,168,1-00897-0071,"206 17 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,27,1910,15416,700732,45.5,3510000,228,0.15,1-00896-0015,"231 14 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D5-ELEVATOR,16,1915,13788,559969,40.6,2810000,204,0.2
1-00874-0069,"112 19 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D0-ELEVATOR,26,1913,55049,1871666,34,8970000,163,1-00877-0060,"134 22 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,96,1977,57538,2113291,36.7,10600000,184,0.15,1-00876-0021,"36 GRAMERCY PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D3-ELEVATOR,55,1909,61406,2347707,38.2,11800000,192,0.15
1-00875-0008,"105 19 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,25,1920,26263,892942,34,4280000,163,1-00908-0009,"207 27 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,82,1985,38465,1617053,42,8110000,211,0.45,1-00879-0033,"155 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,58,1910,41883,1578342,37.7,7920000,189,0.2
1-00875-0019,"81 IRVING PLACE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,103,1930,72501,2465034,34,11800000,163,1-00876-0021,"36 GRAMERCY PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D3-ELEVATOR,55,1909,61406,2347707,38.2,11800000,192,0.1,1-00872-0001,"36 UNION SQUARE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D8-ELEVATOR,78,1963,65430,2975419,45.5,14900000,228,0.15
1-00875-0025,"82 IRVING PLACE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,42,1950,28500,969000,34,4640000,163,1-00908-0006,"203 27 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D7-ELEVATOR,55,1920,25777,883632,34.3,4230000,164,0.4,1-00879-0033,"155 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,58,1910,41883,1578342,37.7,7920000,189,0.2
1-00875-0047,"230 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,193,1956,170000,5271250,31,25200000,148,1-00928-0040,"320 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D6-ELEVATOR,213,1965,153800,6188521,40.2,31000000,202,0.3,1-00878-0004,"295 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,190,1900,145299,5747773,39.6,28800000,198,0.15
1-00875-0048,"31 GRAMERCY PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C6-WALK-UP,11,1930,7250,253750,35,1220000,168,1-00902-0017,"223 21 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C4-WALK-UP,12,1920,6962,247258,35.5,1180000,169,0.15,1-00874-0062,"74 IRVING PLACE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,C5-WALK-UP,18,1900,8100,327700,40.5,1640000,202,0.05
1-00875-0055,"26 GRAMERCY PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,78,1903,48234,1639956,34,7860000,163,1-00876-0021,"36 GRAMERCY PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D3-ELEVATOR,55,1909,61406,2347707,38.2,11800000,192,0.05,1-00872-0001,"36 UNION SQUARE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D8-ELEVATOR,78,1963,65430,2975419,45.5,14900000,228,0.15
1-00875-0056,"24 GRAMERCY PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,18,1935,49015,1666510,34,7980000,163,1-00877-0060,"134 22 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,96,1977,57538,2113291,36.7,10600000,184,0.1,1-00876-0021,"36 GRAMERCY PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D3-ELEVATOR,55,1909,61406,2347707,38.2,11800000,192,0.05
1-00876-0018,"34 GRAMERCY PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,45,1909,80000,2560000,32,12300000,154,1-00872-0001,"36 UNION SQUARE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D8-ELEVATOR,78,1963,65430,2975419,45.5,14900000,228,0.2,1-00902-0030,"371 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,94,1930,77640,2521897,32.5,12100000,156,0.1
1-00876-0026,"38 GRAMERCY PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,38,1930,21339,725526,34,3480000,163,1-00908-0006,"203 27 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D7-ELEVATOR,55,1920,25777,883632,34.3,4230000,164,0.35,1-00897-0008,"207 15 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,61,1930,29088,954719,32.8,4570000,157,0.25
1-00877-0009,"60 GRAMERCY PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,160,1928,184961,5918752,32,28400000,154,1-00878-0004,"295 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,190,1900,145299,5747773,39.6,28800000,198,0.05,1-00896-0048,"135 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,221,1962,158505,4957433,31.3,23700000,150,0.4
1-00877-0022,"1 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,28,1910,75379,2412128,32,11600000,154,1-00872-0001,"36 UNION SQUARE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D8-ELEVATOR,78,1963,65430,2975419,45.5,14900000,228,0.25,1-00902-0030,"371 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,94,1930,77640,2521897,32.5,12100000,156,0.1
1-00877-0026,"45 GRAMERCY PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,42,1927,78382,2508224,32,12000000,153,1-00872-0001,"36 UNION SQUARE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D8-ELEVATOR,78,1963,65430,2975419,45.5,14900000,228,0.25,1-00902-0030,"371 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,94,1930,77640,2521897,32.5,12100000,156,0.1
1-00877-0030,"44 GRAMERCY PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,84,1930,87793,2809376,32,13500000,154,1-00872-0001,"36 UNION SQUARE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D8-ELEVATOR,78,1963,65430,2975419,45.5,14900000,228,0.25,1-00902-0030,"371 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,94,1930,77640,2521897,32.5,12100000,156,0.1
1-00877-0035,"39A GRAMERCY PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,25,1930,9400,300800,32,1440000,153,1-00901-0001,"245 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,17,1960,7290,533837,73,2680000,368,0.15,1-00873-0027,"133 17 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D8-ELEVATOR,21,1925,9015,435720,48.3,2190000,243,0.2
1-00877-0042,"39 GRAMERCY PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,95,1956,99238,3175616,32,15200000,153,1-00928-0040,"320 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D6-ELEVATOR,213,1965,153800,6188521,40.2,31000000,202,0.25,1-00891-0039,"165 35 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,131,1955,96102,3066195,31.9,14700000,153,0.7
1-00877-0067,"7 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,97,1951,84851,2884934,34,13800000,163,1-00902-0030,"371 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,94,1930,77640,2521897,32.5,12100000,156,0.1,1-00872-0001,"36 UNION SQUARE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D8-ELEVATOR,78,1963,65430,2975419,45.5,14900000,228,0.25
1-00877-0074,"4 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,168,1931,120300,3849600,32,18400000,153,1-00878-0004,"295 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,190,1900,145299,5747773,39.6,28800000,198,0.05,1-00928-0040,"320 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",KIPS BAY,D6-ELEVATOR,213,1965,153800,6188521,40.2,31000000,202,0.35
1-00877-0084,"102 22 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,94,1928,71151,2561436,36,12800000,180,1-00872-0001,"36 UNION SQUARE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D8-ELEVATOR,78,1963,65430,2975419,45.5,14900000,228,0.25,1-00877-0060,"134 22 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,96,1977,57538,2113291,36.7,10600000,184,0.1
1-00880-0019,"50 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,191,1987,150340,5588260,37.2,28000000,186,1-00881-0041,"344 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,185,1997,151346,5973641,39.5,30000000,198,0.1,1-00878-0004,"295 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,190,1900,145299,5747773,39.6,28800000,198,0.1
1-00880-0042,"330 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,208,1964,186201,5864633,31.5,28100000,151,1-00878-0004,"295 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,190,1900,145299,5747773,39.6,28800000,198,0.15,1-00881-0041,"344 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,185,1997,151346,5973641,39.5,30000000,198,0.05
1-00881-0047,"160 26 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,49,1925,31283,1063622,34,5090000,163,1-00908-0009,"207 27 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,82,1985,38465,1617053,42,8110000,211,0.15,1-00879-0033,"155 23 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,58,1910,41883,1578342,37.7,7920000,189,0.1
1-00882-0039,"153 26 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,15,1905,15800,553000,35,2650000,168,1-00903-0013,"217 22 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D2-ELEVATOR,35,1920,17526,628320,35.9,3010000,172,0.25,1-00896-0015,"231 14 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D5-ELEVATOR,16,1915,13788,559969,40.6,2810000,204,0.6
1-00882-0050,"160 27 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,72,1963,69300,2356200,34,11300000,163,1-00877-0060,"134 22 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,96,1977,57538,2113291,36.7,10600000,184,0.25,1-00876-0021,"36 GRAMERCY PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D3-ELEVATOR,55,1909,61406,2347707,38.2,11800000,192,0.3
1-00882-0052,"150 27 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,62,1960,47000,1692000,36,8490000,181,1-00877-0060,"134 22 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D9-ELEVATOR,96,1977,57538,2113291,36.7,10600000,184,0.25,1-00872-0001,"36 UNION SQUARE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D8-ELEVATOR,78,1963,65430,2975419,45.5,14900000,228,0.5
1-00883-0058,"140 28 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D4-ELEVATOR,107,1931,98359,3147488,32,15100000,154,1-00872-0001,"36 UNION SQUARE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D8-ELEVATOR,78,1963,65430,2975419,45.5,14900000,228,0.55,1-00902-0030,"371 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",GRAMERCY,D6-ELEVATOR,94,1930,77640,2521897,32.5,12100000,156,0.3
1-00884-0001,"407 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,151,1984,114407,3661024,32,17500000,153,1-00887-0023,"184 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D7-ELEVATOR,100,1984,97414,4319831,44.3,21700000,223,0.15,1-00909-0028,"501 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,130,1978,108614,3954234,36.4,19800000,182,0.2
1-00884-0027,"137 28 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,37,1927,28617,972978,34,4660000,163,1-00916-0037,"657 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D9-ELEVATOR,45,1960,23200,1095863,47.2,5500000,237,0.35,1-00885-0066,"151 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D9-ELEVATOR,53,1945,28240,1171342,41.5,5870000,208,0.05
1-00885-0001,"425 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,76,1927,109012,3488384,32,16700000,153,1-00893-0082,"106 38 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D9-ELEVATOR,146,1930,110949,4410689,39.8,22100000,199,0.4,1-00909-0028,"501 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D6-ELEVATOR,130,1978,108614,3954234,36.4,19800000,182,0.2
1-00885-0008,"105 29 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D0-ELEVATOR,16,1913,45937,1561858,34,7480000,163,1-00885-0066,"151 LEXINGTON AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D9-ELEVATOR,53,1945,28240,1171342,41.5,5870000,208,0.1,1-00916-0037,"657 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D9-ELEVATOR,45,1960,23200,1095863,47.2,5500000,237,0.35
1-00885-0037,"145 29 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D4-ELEVATOR,39,1965,15360,522240,34,2500000,163,1-00886-0041,"155 30 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D1-ELEVATOR,24,1925,13000,612530,47.1,3070000,236,0.05,1-00916-0064,"535 3 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,D9-ELEVATOR,23,1910,13334,559269,41.9,2800000,210,0.3
1-00885-0074,"126 30 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,C6-WALK-UP,16,1900,6880,206400,30,989000,144,1-00912-0009,"211 31 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,C5-WALK-UP,16,1915,7312,245711,33.6,1180000,161,0.25,1-00909-0020,"239 28 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MURRAY HILL,C4-WALK-UP,20,1920,9000,360499,40.1,1810000,201,0.2
