BROOKLYN CONDOMINIUM PROPERTY Boro-Block-Lot,BROOKLYN CONDOMINIUM PROPERTY Condo Section,BROOKLYN CONDOMINIUM PROPERTY Address,BROOKLYN CONDOMINIUM PROPERTY Neighborhood,BROOKLYN CONDOMINIUM PROPERTY Building Classification,BROOKLYN CONDOMINIUM PROPERTY Total Units,BROOKLYN CONDOMINIUM PROPERTY Year Built,BROOKLYN CONDOMINIUM PROPERTY Gross SqFt,BROOKLYN CONDOMINIUM PROPERTY Est. Gross Income,BROOKLYN CONDOMINIUM PROPERTY Gross Income per SqFt,BROOKLYN CONDOMINIUM PROPERTY Full Market Value,BROOKLYN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
3-02251-7503,1705-R1,"41 THROOP AVENUE
Brooklyn, New York
(40.703045116503404, -73.94715552762705)",WILLIAMSBURG-EAST,R4-ELEVATOR,17,2006,22389,714209,31.9,3459988,155,3-02418-0040,"145 3 STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D1-ELEVATOR,66,2005,59983,1553559,25.9,4390000,73,1,,,,,,,,,,,,
3-02251-7504,1704-R1,"33 THROOP AVENUE
Brooklyn, New York
(40.70335363575732, -73.94748718582501)",WILLIAMSBURG-EAST,R4-ELEVATOR,13,2006,20004,638127,31.9,3090000,154,3-02418-0040,"145 3 STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D1-ELEVATOR,66,2005,59983,1553559,25.9,4390000,73,1,,,,,,,,,,,,
3-02260-7501,1099-R1,"760 KENT AVENUE
Brooklyn, New York
(40.69882594888389, -73.96031289798192)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,33,2004,40200,538680,13.4,2019987,50,3-08723-0400,"1182 BRIGHTON BEACH AVENU
Brooklyn, New York
(40.57725917658101, -73.95463190723147)",BRIGHTON BEACH,D1-ELEVATOR,24,2005,33408,616044,18.44,2510000,75,8.5,,,,,,,,,,,,
3-02262-7504,1354-R1,"136 WALLABOUT STREET
Brooklyn, New York
(40.69961949391673, -73.95757152733471)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,16,2003,24331,508517,20.9,2270000,93,3-02264-0063,"563 FLUSHING AVENUE
Brooklyn, New York
(40.699577374022034, -73.95222756470679)",WILLIAMSBURG-CENTRAL,D1-ELEVATOR,14,2004,28158,386844,13.74,1530000,54,0.3,,,,,,,,,,,,
3-02262-7506,1350-R1,"417 FLUSHING AVENUE
Brooklyn, New York
(40.69878711337667, -73.95835255385887)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,16,0,16303,370730,22.74,1660001,102,3-02264-0063,"563 FLUSHING AVENUE
Brooklyn, New York
(40.699577374022034, -73.95222756470679)",WILLIAMSBURG-CENTRAL,D1-ELEVATOR,14,2004,28158,386844,13.74,1530000,54,0.3,,,,,,,,,,,,
3-02262-7507,1352-R1,"730 BEDFORD AVENUE
Brooklyn, New York
(40.698991963760704, -73.95706166926271)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,13,0,14998,524930,35,2640000,176,3-00714-0044,"4018 5 AVENUE
Brooklyn, New York
(40.65063216036745, -74.00464238076827)",SUNSET PARK,C7-WALK-UP,32,1906,25600,398000,15.55,1620000,63,4.15,,,,,,,,,,,,
3-02262-7508,1567-R1,"405 FLUSHING AVENUE
Brooklyn, New York
(40.69871948436134, -73.95877523520458)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,27,2006,39038,523109,13.4,1969992,50,3-08723-0400,"1182 BRIGHTON BEACH AVENU
Brooklyn, New York
(40.57725917658101, -73.95463190723147)",BRIGHTON BEACH,D1-ELEVATOR,24,2005,33408,616044,18.44,2510000,75,8.5,,,,,,,,,,,,
3-02263-7502,1201-R1,"713 BEDFORD AVENUE
Brooklyn, New York
(40.69943323478247, -73.95707467195497)",WILLIAMSBURG-CENTRAL,R2-WALK-UP,12,2004,20148,269983,13.4,1010004,50,3-02593-0022,"114 CALYER STREET
Brooklyn, New York
(40.72715165828791, -73.95613159707153)",GREENPOINT,C1-WALK-UP,11,2005,16000,230080,14.38,912000,57,1.9,3-02132-0016,"158 BROADWAY
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D7-ELEVATOR,13,2002,24949,347290,13.92,1380000,55,0.8
3-02263-7503,1202-R1,"717 BEDFORD AVENUE
Brooklyn, New York
(40.69925993542741, -73.95704085744667)",WILLIAMSBURG-CENTRAL,R2-WALK-UP,12,2002,20931,280475,13.4,1050008,50,3-02593-0022,"114 CALYER STREET
Brooklyn, New York
(40.72715165828791, -73.95613159707153)",GREENPOINT,C1-WALK-UP,11,2005,16000,230080,14.38,912000,57,1.9,3-02132-0016,"158 BROADWAY
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D7-ELEVATOR,13,2002,24949,347290,13.92,1380000,55,0.8
3-02263-7504,1203-R1,"721 BEDFORD AVENUE
Brooklyn, New York
(40.699086636072366, -73.95700704293836)",WILLIAMSBURG-CENTRAL,R2-WALK-UP,12,2002,15840,212256,13.4,798001,50,3-02593-0022,"114 CALYER STREET
Brooklyn, New York
(40.72715165828791, -73.95613159707153)",GREENPOINT,C1-WALK-UP,11,2005,16000,230080,14.38,912000,57,1.9,3-02132-0016,"158 BROADWAY
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D7-ELEVATOR,13,2002,24949,347290,13.92,1380000,55,0.8
3-02264-7504,699-R1,"254 WALLABOUT STREET
Brooklyn, New York
(40.70018406419031, -73.9528629370064)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,19,1931,40294,527851,13.1,1979996,49.1,3-00816-0042,"5314 6 AVENUE
Brooklyn, New York
(40.642024544356794, -74.0099812343735)",SUNSET PARK,D5-ELEVATOR,45,1928,45800,598037,13.06,1690000,36.9,5,,,,,,,,,,,,
3-02264-7507,878-R1,"248 WALLABOUT STREET
Brooklyn, New York
(40.70015251296864, -73.95310407848635)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,28,2001,38600,806740,20.9,3609999,94,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,6.2,,,,,,,,,,,,
3-02264-7510,941-R1,"551 FLUSHING AVENUE
Brooklyn, New York
(40.699519406295366, -73.9527608677922)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2003,16637,347713,20.9,1550006,93,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,6.2,,,,,,,,,,,,
3-02264-7511,942-R1,"555 FLUSHING AVENUE
Brooklyn, New York
(40.69953872887522, -73.9525831000575)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,0,16648,347943,20.9,1560000,94,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,6.2,,,,,,,,,,,,
3-02264-7512,949-R1,"559 FLUSHING AVENUE
Brooklyn, New York
(40.699558051448626, -73.95240533238214)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2002,14000,291200,20.8,1300003,93,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,6.2,,,,,,,,,,,,
3-02264-7513,1284-R1,"282 WALLABOUT STREET
Brooklyn, New York
(40.70031563804304, -73.95165276276258)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,28,2003,45000,945000,21,4219993,94,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,6.2,,,,,,,,,,,,
3-02264-7514,1283-R1,"274 WALLABOUT STREET
Brooklyn, New York
(40.70027457756701, -73.95203196833535)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,28,2005,32854,721145,21.95,3220000,98,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,6.2,,,,,,,,,,,,
3-02264-7515,1313-R1,"298 WALLABOUT STREET
Brooklyn, New York
(40.7003977589855, -73.95089435170567)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,20,2005,32291,779827,24.15,3489999,108,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,6.2,,,,,,,,,,,,
3-02264-7518,1287-R1,"268 WALLABOUT STREET
Brooklyn, New York
(40.7002457014199, -73.95229885429629)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,28,2005,32523,712904,21.92,3189996,98,3-01169-0009,"381 FLATBUSH AVENUE
Brooklyn, New York
(40.690186960239, -73.98147625037406)",PROSPECT HEIGHTS,C7-WALK-UP,50,1924,35700,539761,15.12,2200000,62,1.95,,,,,,,,,,,,
3-02264-7520,1337-R1,"593 FLUSHING AVENUE
Brooklyn, New York
(40.699722293358064, -73.95089430681527)",WILLIAMSBURG-CENTRAL,R4-ELEVATOR,14,2005,17940,404188,22.53,1810002,101,3-00177-0034,"397 ATLANTIC AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",BOERUM HILL,C1-WALK-UP,13,2004,14800,333422,22.53,1490000,101,1.95,,,,,,,,,,,,
3-02267-7502,983-R1,"59 THROOP AVENUE
Brooklyn, New York
(40.70249176255038, -73.94652892070104)",WILLIAMSBURG-EAST,R4-ELEVATOR,15,2002,21000,377580,17.98,1539999,73,3-04571-0001,"1101 FORBELL STREET
Brooklyn, New York
(40.66329267111185, -73.86029961823196)",EAST NEW YORK,C9-WALK-UP,48,2002,37765,623259,16.5,2470000,65,5.3,,,,,,,,,,,,
3-02267-7503,1027-R1,"49 THROOP AVENUE
Brooklyn, New York
(40.70278763950706, -73.94685767287514)",WILLIAMSBURG-EAST,R4-ELEVATOR,26,2000,40232,764408,19,3109996,77,3-06264-0029,"2160 78 STREET
Brooklyn, New York
(40.60697514631586, -73.99005245849692)",BENSONHURST,D9-ELEVATOR,52,1991,51419,979251,19.04,2770000,54,7,,,,,,,,,,,,
3-02297-7501,1426-R1,"55 BERRY STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-NORTH,R4-ELEVATOR,45,1900,51213,1080594,21.1,4830001,94,3-02145-0018,"440 BERRY STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,2208654,37.8,11100000,190,0.95,,,,,,,,,,,,
3-02298-7501,1935-R1,"170 11 STREET
Brooklyn, New York
(40.67026964076352, -73.99210457193641)",WILLIAMSBURG-NORTH,R4-ELEVATOR,28,2006,24885,547500,22,2449998,98,3-05424-0080,"229 PARKVILLE AVENUE
Brooklyn, New York
(40.63141555357741, -73.97038995525058)",OCEAN PARKWAY-NORTH,D8-ELEVATOR,41,2004,43018,664347,15.44,2700000,63,6.1,3-04571-0001,"1101 FORBELL STREET
Brooklyn, New York
(40.66329267111185, -73.86029961823196)",EAST NEW YORK,C9-WALK-UP,48,2002,37765,623259,16.5,2470000,65,6.3
3-02383-7501,934-R1,"98 HAVEMEYER STREET
Brooklyn, New York
(40.71340008936154, -73.95644609643205)",WILLIAMSBURG-NORTH,R2-WALK-UP,24,0,28440,472104,16.6,1920004,68,3-02917-0011,"936 METROPOLITAN AVENUE
Brooklyn, New York
(40.71453404350999, -73.93785509361783)",WILLIAMSBURG-EAST,C7-WALK-UP,14,2005,20958,306406,14.62,1210000,58,1,,,,,,,,,,,,
3-02403-7501,861-R1,"330 WYTHE AVENUE
Brooklyn, New York
(40.71495076107465, -73.96488091797596)",WILLIAMSBURG-SOUTH,R4-ELEVATOR,74,1914,126785,1559455,12.3,5859995,46.2,3-01925-0007,"213 TAAFFE PLACE
Brooklyn, New York
(40.6921260857635, -73.95974625971935)",BEDFORD STUYVESANT,D1-ELEVATOR,90,1935,108000,1812951,16.79,7370000,68,1.65,,,,,,,,,,,,
3-02406-7501,1098-R1,"299 BEDFORD AVENUE
Brooklyn, New York
(40.71366907114628, -73.96179490530199)",WILLIAMSBURG-SOUTH,R4-ELEVATOR,32,2003,36768,562550,15.3,2290005,62,3-02145-0008,"54 9 STREET
Brooklyn, New York
(40.67362967579254, -73.99555529412763)",WILLIAMSBURG-SOUTH,C1-WALK-UP,24,1995,26710,384090,14.38,1520000,57,0.45,,,,,,,,,,,,
3-02408-7501,1047-R1,"236 1 STREET
Brooklyn, New York
(40.675201420010595, -73.98481644094417)",WILLIAMSBURG-SOUTH,R4-ELEVATOR,16,2002,17766,303798,17.1,1240000,70,3-03810-0001,"721 LIVONIA AVENUE
Brooklyn, New York
(40.66534319488685, -73.89028890221809)",EAST NEW YORK,C1-WALK-UP,16,2004,15000,130200,8.68,429000,28.6,4.8,,,,,,,,,,,,
3-02408-7502,1382-R1,"241 2 STREET
Brooklyn, New York
(40.67603973653806, -73.98812488125245)",WILLIAMSBURG-SOUTH,R4-ELEVATOR,15,0,15000,208800,13.92,827997,55,3-02132-0016,"158 BROADWAY
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D7-ELEVATOR,13,2002,24949,347290,13.92,1380000,55,0.3,,,,,,,,,,,,
3-02408-7503,1821-R1,"242 1 STREET
Brooklyn, New York
(40.67502380784549, -73.98445287729179)",WILLIAMSBURG-SOUTH,R0-CONDOMINIUM,23,1911,24306,0,0,1447032,60,3-02409-0003,"252 1 STREET
Brooklyn, New York
(40.67487164255959, -73.98413647010997)",WILLIAMSBURG-SOUTH,C1-WALK-UP,23,1920,6000,110400,18.4,449000,75,0.1,3-02424-0009,"358 2 STREET
Brooklyn, New York
(40.673535899018106, -73.98313020989421)",WILLIAMSBURG-SOUTH,C1-WALK-UP,27,1920,19000,400140,21.06,1320000,69,0.3
3-02446-7501,1389-R1,"180 4 STREET
Brooklyn, New York
(40.67645758880506, -73.99264375428749)",WILLIAMSBURG-SOUTH,R2-WALK-UP,11,0,17235,339529,19.7,1520000,88,3-06782-0026,"2120 OCEAN AVENUE
Brooklyn, New York
(40.61008174755378, -73.95353517549691)",MADISON,C1-WALK-UP,20,2005,26750,556400,20.8,2490000,93,6.9,,,,,,,,,,,,
3-02469-7501,1544-R1,"24 DUNHAM PLACE
Brooklyn, New York
(40.710940336675314, -73.96750417355685)",WILLIAMSBURG-SOUTH,R4-ELEVATOR,22,0,13881,380339,27.4,1840000,133,3-01149-0006,"677 CLASSON AVENUE
Brooklyn, New York
(40.677105851113765, -73.95922605156505)",CROWN HEIGHTS,C1-WALK-UP,16,1990,6100,166917,27.4,809000,133,2.45,,,,,,,,,,,,
3-02511-7501,1345-R1,"61 GREEN STREET
Brooklyn, New York
(40.73331663852705, -73.95951721129666)",GREENPOINT,R2-WALK-UP,15,2005,27666,450000,16.27,1829999,66,3-02593-0022,"114 CALYER STREET
Brooklyn, New York
(40.72715165828791, -73.95613159707153)",GREENPOINT,C1-WALK-UP,11,2005,16000,230080,14.38,912000,57,0.5,,,,,,,,,,,,
3-02521-7501,1144-R1,"84 86
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",GREENPOINT,R2-WALK-UP,16,2001,19238,292417,15.2,1190005,62,3-02593-0022,"114 CALYER STREET
Brooklyn, New York
(40.72715165828791, -73.95613159707153)",GREENPOINT,C1-WALK-UP,11,2005,16000,230080,14.38,912000,57,0.45,3-02721-0004,"600 UNION AVENUE
Brooklyn, New York
(40.718370105080815, -73.95230132387073)",GREENPOINT,C7-WALK-UP,15,1992,16000,123200,7.7,378000,23.63,1.1
3-02618-7501,379-R1,"86 MESEROLE AVENUE
Brooklyn, New York
(40.72674453464636, -73.9536668765235)",GREENPOINT,R2-WALK-UP,15,1910,13686,214870,15.7,874001,64,3-02396-0021,"289 1 STREET
Brooklyn, New York
(40.67446144598134, -73.98314853883741)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1909,19080,299746,15.71,920000,48.2,0.95,,,,,,,,,,,,
3-02697-7501,1652-R1,"297 DRIGGS AVENUE
Brooklyn, New York
(40.72233638941984, -73.94950581503)",GREENPOINT,R4-ELEVATOR,14,2007,9084,277200,30.5,1340001,148,3-02697-0016,"285 DRIGGS AVENUE
Brooklyn, New York
(40.72250256697553, -73.94910029464079)",GREENPOINT,D1-ELEVATOR,12,2004,12806,266365,20.8,1190000,93,0,,,,,,,,,,,,
3-02698-7501,1455-R1,"49 ENGERT AVENUE
Brooklyn, New York
(40.7213747728899, -73.94821520539358)",GREENPOINT,R2-WALK-UP,24,2005,30886,629456,20.38,2809995,91,3-02593-0022,"114 CALYER STREET
Brooklyn, New York
(40.72715165828791, -73.95613159707153)",GREENPOINT,C1-WALK-UP,11,2005,16000,230080,14.38,912000,57,0.5,,,,,,,,,,,,
3-02703-7501,1205-R1,"169 ENGERT AVENUE
Brooklyn, New York
(40.72182570126681, -73.94357727591712)",GREENPOINT,R2-WALK-UP,26,0,23450,405685,17.3,1650003,70,3-00714-0044,"4018 5 AVENUE
Brooklyn, New York
(40.65063216036745, -74.00464238076827)",SUNSET PARK,C7-WALK-UP,32,1906,25600,398000,15.55,1620000,63,5.9,,,,,,,,,,,,
3-02721-7501,1549-R1,"610 UNION AVENUE
Brooklyn, New York
(40.71870355369163, -73.95235768138242)",GREENPOINT,R4-ELEVATOR,22,2004,18146,313925,17.3,1279998,71,3-02593-0022,"114 CALYER STREET
Brooklyn, New York
(40.72715165828791, -73.95613159707153)",GREENPOINT,C1-WALK-UP,11,2005,16000,230080,14.38,912000,57,0.6,,,,,,,,,,,,
3-02721-7502,1757-R1,"30 BAYARD STREET
Brooklyn, New York
(40.718865994164304, -73.95110795163718)",GREENPOINT,R4-ELEVATOR,51,0,46869,721782,15.4,2939999,63,3-05424-0080,"229 PARKVILLE AVENUE
Brooklyn, New York
(40.63141555357741, -73.97038995525058)",OCEAN PARKWAY-NORTH,D8-ELEVATOR,41,2004,43018,664347,15.44,2700000,63,6.1,,,,,,,,,,,,
3-02749-7501,1789-R1,"364 MANHATTAN AVENUE
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-EAST,R4-ELEVATOR,21,2007,25438,183407,7.21,486000,19.11,3-02593-0022,"114 CALYER STREET
Brooklyn, New York
(40.72715165828791, -73.95613159707153)",GREENPOINT,C1-WALK-UP,11,2005,16000,230080,14.38,912000,57,0.9,3-02132-0016,"158 BROADWAY
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D7-ELEVATOR,13,2002,24949,347290,13.92,1380000,55,1
3-02752-7502,1801-R1,"59 CONSELYEA STREET
Brooklyn, New York
(40.71482828271537, -73.94898503441122)",WILLIAMSBURG-EAST,R2-WALK-UP,12,2005,5405,183121,33.9,960015,178,3-00999-0030,"374 7 STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",PARK SLOPE,C1-WALK-UP,14,1925,4800,159982,33.3,775000,161,3.65,3-01977-0006,"477 CLINTON AVENUE
Brooklyn, New York
(40.68405839632052, -73.96697390840774)",CLINTON HILL,C1-WALK-UP,14,1931,5675,191374,33.7,927000,163,2.35
3-02752-7503,1791-R1,"63 CONSELYEA STREET
Brooklyn, New York
(40.71484419542744, -73.94880303276697)",WILLIAMSBURG-EAST,R2-WALK-UP,12,2005,7247,217410,30,960018,132,3-00999-0030,"374 7 STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",PARK SLOPE,C1-WALK-UP,14,1925,4800,159982,33.3,775000,161,3.65,3-01977-0006,"477 CLINTON AVENUE
Brooklyn, New York
(40.68405839632052, -73.96697390840774)",CLINTON HILL,C1-WALK-UP,14,1931,5675,191374,33.7,927000,163,2.35
3-02833-7501,1250-R1,"99 KINGSLAND AVENUE
Brooklyn, New York
(40.71976615207988, -73.94071518475063)",GREENPOINT,R2-WALK-UP,24,2005,14248,294933,20.7,1319998,93,3-03023-0013,"58 TEN EYCK STREET
Brooklyn, New York
(40.70974540971964, -73.94816276538276)",WILLIAMSBURG-EAST,C1-WALK-UP,14,2002,12000,249600,20.8,1120000,93,0.8,,,,,,,,,,,,
3-02857-7501,1274-R1,"258 RICHARDSON STREET
Brooklyn, New York
(40.71916970088841, -73.94060642110118)",WILLIAMSBURG-EAST,R4-ELEVATOR,12,2002,17800,368460,20.7,1650004,93,3-03023-0013,"58 TEN EYCK STREET
Brooklyn, New York
(40.70974540971964, -73.94816276538276)",WILLIAMSBURG-EAST,C1-WALK-UP,14,2002,12000,249600,20.8,1120000,93,0.7,,,,,,,,,,,,
3-02866-7501,1944-R1,"219 WITHERS STREET
Brooklyn, New York
(40.717587022911545, -73.94284379808207)",WILLIAMSBURG-EAST,R4-ELEVATOR,12,2006,15969,240400,15.05,952998,60,3-00172-0064,"375 STATE STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",DOWNTOWN-FULTON MALL,C1-WALK-UP,20,1905,15200,248858,16.37,1010000,66,3,3-03326-0065,"255 LINDEN STREET
Brooklyn, New York
(40.69731983771483, -73.91559789185048)",BUSHWICK,C1-WALK-UP,16,1931,19800,356796,18.02,1450000,73,1.95
3-02875-7501,1295-R1,"246 WITHERS STREET
Brooklyn, New York
(40.717652002756964, -73.94162965542702)",WILLIAMSBURG-EAST,R4-ELEVATOR,25,2003,24897,515367,20.7,2300005,92,3-03023-0013,"58 TEN EYCK STREET
Brooklyn, New York
(40.70974540971964, -73.94816276538276)",WILLIAMSBURG-EAST,C1-WALK-UP,14,2002,12000,249600,20.8,1120000,93,0.6,,,,,,,,,,,,
3-02893-7501,1550-R1,"57 MASPETH AVENUE
Brooklyn, New York
(40.71572033143517, -73.94050714193267)",WILLIAMSBURG-EAST,R2-WALK-UP,17,2004,22417,441614,19.7,1969999,88,3-03113-0022,"31 GRAHAM AVENUE
Brooklyn, New York
(40.70236391737481, -73.94242000307676)",WILLIAMSBURG-EAST,C7-WALK-UP,40,1973,27480,540088,19.65,2410000,88,0.95,,,,,,,,,,,,
3-03023-7501,1279-R1,"63 69 STAGG STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-EAST,R2-WALK-UP,16,2004,25336,524455,20.7,2340001,92,3-03023-0013,"58 TEN EYCK STREET
Brooklyn, New York
(40.70974540971964, -73.94816276538276)",WILLIAMSBURG-EAST,C1-WALK-UP,14,2002,12000,249600,20.8,1120000,93,0,,,,,,,,,,,,
3-03040-7501,1721-R1,"25 MESEROLE STREET
Brooklyn, New York
(40.70752256118587, -73.94938076021833)",WILLIAMSBURG-EAST,R2-WALK-UP,16,2006,8496,175867,20.7,786003,93,3-03113-0022,"31 GRAHAM AVENUE
Brooklyn, New York
(40.70236391737481, -73.94242000307676)",WILLIAMSBURG-EAST,C7-WALK-UP,40,1973,27480,540088,19.65,2410000,88,0.5,,,,,,,,,,,,
3-03063-7501,1505-R1,"204 MONTROSE AVENUE
Brooklyn, New York
(40.70750553303016, -73.94116046094477)",WILLIAMSBURG-EAST,R2-WALK-UP,15,1920,11308,173012,15.3,704002,62,3-02785-0001,"330 UNION AVENUE
Brooklyn, New York
(40.71024077101968, -73.95096373168832)",WILLIAMSBURG-EAST,D1-ELEVATOR,60,1991,66800,2787564,41.7,14000000,210,0.55,,,,,,,,,,,,
3-03076-7501,695-R1,"14 BOERUM STREET
Brooklyn, New York
(40.705309830035496, -73.9491568892018)",WILLIAMSBURG-EAST,R4-ELEVATOR,30,1900,56091,600173,10.7,2030007,36.2,3-02792-0002,"442 LORIMER STREET
Brooklyn, New York
(40.71010998788585, -73.94868138983708)",WILLIAMSBURG-EAST,C7-WALK-UP,58,1920,48000,512830,10.68,1730000,36,0.35,,,,,,,,,,,,
3-03238-7501,1486-R1,"101 WYCKOFF AVENUE
Brooklyn, New York
(40.704772374594086, -73.91991530381266)",WYCKOFF HEIGHTS,R4-ELEVATOR,29,0,34292,519560,15.15,2109993,62,3-03303-0001,"415 BLEECKER STREET
Brooklyn, New York
(40.70288291814989, -73.9135967172509)",WYCKOFF HEIGHTS,D9-ELEVATOR,150,1986,107000,1876780,17.54,5300000,49.5,0.3,,,,,,,,,,,,
3-03755-7501,464-R1,"384 NEW JERSEY AVENUE
Brooklyn, New York
(40.670016691237684, -73.89440418524572)",EAST NEW YORK,R2-WALK-UP,12,1991,15000,132000,8.8,435000,29,3-03803-0011,"443 ALABAMA AVENUE
Brooklyn, New York
(40.66524431614699, -73.89704092543047)",EAST NEW YORK,C1-WALK-UP,84,1971,100800,886635,8.8,2500000,24.8,0.35,,,,,,,,,,,,
3-03755-7501,464-R2,"384 NEW JERSEY AVENUE
Brooklyn, New York
(40.670016691237684, -73.89440418524572)",EAST NEW YORK,R2-WALK-UP,15,1991,3750,45000,12,162999,43.5,3-03724-0029,"2173 PITKIN AVENUE
Brooklyn, New York
(40.67244731974458, -73.89225977452018)",EAST NEW YORK,C1-WALK-UP,30,1970,35180,305362,8.68,1010000,28.7,0.3,,,,,,,,,,,,
3-04414-7501,468-R1,"148 COZINE AVENUE
Brooklyn, New York
(40.65450313571059, -73.88641621983349)",EAST NEW YORK,R2-WALK-UP,56,1990,52920,493392,9.32,1609978,30.4,3-02145-0018,"440 BERRY STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,2208654,37.8,11100000,190,5.7,,,,,,,,,,,,
3-04414-7501,468-R2,"1065 VERMONT STREET
Brooklyn, New York
(40.6541758627, -73.8851405232527)",EAST NEW YORK,R4-ELEVATOR,552,1990,445921,3603524,8.08,11100013,24.89,3-02145-0018,"440 BERRY STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,2208654,37.8,11100000,190,5.7,,,,,,,,,,,,
3-04414-7501,468-R3,"971 JEROME STREET
Brooklyn, New York
(40.65691236394417, -73.87855160012056)",EAST NEW YORK,R4-ELEVATOR,542,1990,425720,3219560,7.56,9879985,23.21,3-02145-0018,"440 BERRY STREET
Brooklyn, New York
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,2208654,37.8,11100000,190,5.9,,,,,,,,,,,,
