BORO,CSD,SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF CLASSES,TOTAL REGISTER,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,DATA SOURCE,SCHOOLWIDE PUPIL-TEACHER RATIO
Q,30,Q222,P.S. Q222 - FIRE FIGHTER CHRISTOPHER A. ,,,,,,,,,,,,11.5
Q,30,Q227,I.S. 227 LOUIS ARMSTRONG,05,GEN ED,-,-,-,5,149,29.8,29,31,ATS,
Q,30,Q227,I.S. 227 LOUIS ARMSTRONG,06,GEN ED,-,-,-,12,359,29.9,28,31,ATS,
Q,30,Q227,I.S. 227 LOUIS ARMSTRONG,06,CTT,-,-,-,2,60,30,30,30,ATS,
Q,30,Q227,I.S. 227 LOUIS ARMSTRONG,07,GEN ED,-,-,-,12,350,29.2,27,30,ATS,
Q,30,Q227,I.S. 227 LOUIS ARMSTRONG,07,CTT,-,-,-,2,58,29,29,29,ATS,
Q,30,Q227,I.S. 227 LOUIS ARMSTRONG,08,GEN ED,-,-,-,12,354,29.5,28,31,ATS,
Q,30,Q227,I.S. 227 LOUIS ARMSTRONG,08,CTT,-,-,-,2,60,30,30,30,ATS,
Q,30,Q227,I.S. 227 LOUIS ARMSTRONG,0K-09,SPEC ED,-,-,12:1,3,36,12,11,13,ATS,
Q,30,Q227,I.S. 227 LOUIS ARMSTRONG,0K-09,SPEC ED,-,-,12:1:1,6,45,7.5,4,12,ATS,
Q,30,Q227,I.S. 227 LOUIS ARMSTRONG,MS Core,GEN ED,ENGLISH,-,-,24,714,29.8,28,31,STARS,
Q,30,Q227,I.S. 227 LOUIS ARMSTRONG,MS Core,GEN ED,SOCIAL STUDIES,-,-,5,149,29.8,29,31,STARS,
Q,30,Q227,I.S. 227 LOUIS ARMSTRONG,MS Core,CTT,ENGLISH,-,-,4,120,30,30,30,STARS,
Q,30,Q227,I.S. 227 LOUIS ARMSTRONG,MS Core,SPEC ED,ENGLISH,-,-,6,68,11.3,10,12,STARS,
Q,30,Q227,I.S. 227 LOUIS ARMSTRONG,09-12,GEN ED,MATH,ALGEBRA,-,4,63,15.8,12,19,STARS,
Q,30,Q227,I.S. 227 LOUIS ARMSTRONG,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,4,63,15.8,12,19,STARS,
Q,30,Q227,I.S. 227 LOUIS ARMSTRONG,,,,,,,,,,,,18.4
Q,30,Q228,P.S. 228 EARLY CHILDHOOD MAGNET SCHOOL O,0K,GEN ED,-,-,-,3,68,22.7,18,26,ATS,
Q,30,Q228,P.S. 228 EARLY CHILDHOOD MAGNET SCHOOL O,0K,CTT,-,-,-,2,46,23,23,23,ATS,
Q,30,Q228,P.S. 228 EARLY CHILDHOOD MAGNET SCHOOL O,01,GEN ED,-,-,-,2,57,28.5,28,29,ATS,
Q,30,Q228,P.S. 228 EARLY CHILDHOOD MAGNET SCHOOL O,01,CTT,-,-,-,2,52,26,26,26,ATS,
Q,30,Q228,P.S. 228 EARLY CHILDHOOD MAGNET SCHOOL O,02,GEN ED,-,-,-,2,51,25.5,24,27,ATS,
Q,30,Q228,P.S. 228 EARLY CHILDHOOD MAGNET SCHOOL O,02,CTT,-,-,-,2,49,24.5,24,25,ATS,
Q,30,Q228,P.S. 228 EARLY CHILDHOOD MAGNET SCHOOL O,,,,,,,,,,,,11.9
Q,30,Q230,I.S. 230,06,GEN ED,-,-,-,8,222,27.8,24,30,ATS,
Q,30,Q230,I.S. 230,06,CTT,-,-,-,1,28,28,28,28,ATS,
Q,30,Q230,I.S. 230,06,G&T,-,-,-,1,32,32,32,32,ATS,
Q,30,Q230,I.S. 230,07,GEN ED,-,-,-,8,223,27.9,23,30,ATS,
Q,30,Q230,I.S. 230,07,CTT,-,-,-,1,29,29,29,29,ATS,
Q,30,Q230,I.S. 230,07,G&T,-,-,-,1,33,33,33,33,ATS,
Q,30,Q230,I.S. 230,08,GEN ED,-,-,-,8,247,30.9,30,31,ATS,
Q,30,Q230,I.S. 230,08,CTT,-,-,-,1,28,28,28,28,ATS,
Q,30,Q230,I.S. 230,08,G&T,-,-,-,1,34,34,34,34,ATS,
Q,30,Q230,I.S. 230,0K-09,SPEC ED,-,-,12:1,3,35,11.7,11,12,ATS,
Q,30,Q230,I.S. 230,0K-09,SPEC ED,-,-,12:1:1,3,35,11.7,9,13,ATS,
Q,30,Q230,I.S. 230,MS Core,GEN ED,ENGLISH,-,-,27,796,29.5,23,34,STARS,
Q,30,Q230,I.S. 230,MS Core,GEN ED,MATH,-,-,27,792,29.3,23,34,STARS,
Q,30,Q230,I.S. 230,MS Core,GEN ED,SCIENCE,-,-,27,792,29.3,23,34,STARS,
Q,30,Q230,I.S. 230,MS Core,GEN ED,SOCIAL STUDIES,-,-,27,792,29.3,23,34,STARS,
Q,30,Q230,I.S. 230,MS Core,CTT,ENGLISH,-,-,3,80,26.7,25,29,STARS,
Q,30,Q230,I.S. 230,MS Core,CTT,MATH,-,-,3,84,28,27,29,STARS,
Q,30,Q230,I.S. 230,MS Core,CTT,SCIENCE,-,-,3,84,28,27,29,STARS,
Q,30,Q230,I.S. 230,MS Core,CTT,SOCIAL STUDIES,-,-,3,84,28,27,29,STARS,
Q,30,Q230,I.S. 230,MS Core,SPEC ED,ENGLISH,-,-,6,68,11.3,10,12,STARS,
Q,30,Q230,I.S. 230,MS Core,SPEC ED,MATH,-,-,6,68,11.3,10,12,STARS,
Q,30,Q230,I.S. 230,MS Core,SPEC ED,SCIENCE,-,-,6,68,11.3,10,12,STARS,
Q,30,Q230,I.S. 230,MS Core,SPEC ED,SOCIAL STUDIES,-,-,6,68,11.3,10,12,STARS,
Q,30,Q230,I.S. 230,,,,,,,,,,,,17.2
Q,30,Q234,P.S. 234,0K,GEN ED,-,-,-,5,100,20,18,21,ATS,
Q,30,Q234,P.S. 234,01,GEN ED,-,-,-,5,106,21.2,19,23,ATS,
Q,30,Q234,P.S. 234,02,GEN ED,-,-,-,5,113,22.6,22,23,ATS,
Q,30,Q234,P.S. 234,03,GEN ED,-,-,-,5,106,21.2,19,23,ATS,
Q,30,Q234,P.S. 234,04,GEN ED,-,-,-,4,104,26,24,27,ATS,
Q,30,Q234,P.S. 234,05,GEN ED,-,-,-,4,93,23.3,22,24,ATS,
Q,30,Q234,P.S. 234,0K-09,SPEC ED,-,-,12:1:1,4,34,8.5,6,10,ATS,
Q,30,Q234,P.S. 234,,,,,,,,,,,,14.3
Q,30,Q235,ACADEMY FOR NEW AMERICANS,06,GEN ED,-,-,-,2,45,22.5,22,23,ATS,
Q,30,Q235,ACADEMY FOR NEW AMERICANS,07,GEN ED,-,-,-,3,73,24.3,18,32,ATS,
Q,30,Q235,ACADEMY FOR NEW AMERICANS,08,GEN ED,-,-,-,4,82,20.5,16,25,ATS,
Q,30,Q235,ACADEMY FOR NEW AMERICANS,MS Core,GEN ED,MATH,-,-,2,34,17,15,19,STARS,
Q,30,Q235,ACADEMY FOR NEW AMERICANS,,,,,,,,,,,,13.1
Q,30,Q286,YOUNG WOMEN'S LEADERSHIP SCHOOL ASTORIA,06,GEN ED,-,-,-,5,81,16.2,16,17,ATS,
Q,30,Q286,YOUNG WOMEN'S LEADERSHIP SCHOOL ASTORIA,07,GEN ED,-,-,-,5,82,16.4,16,17,ATS,
Q,30,Q286,YOUNG WOMEN'S LEADERSHIP SCHOOL ASTORIA,08,GEN ED,-,-,-,5,82,16.4,13,18,ATS,
Q,30,Q286,YOUNG WOMEN'S LEADERSHIP SCHOOL ASTORIA,09,GEN ED,-,-,-,4,89,22.3,21,23,ATS,
Q,30,Q286,YOUNG WOMEN'S LEADERSHIP SCHOOL ASTORIA,MS Core,GEN ED,ENGLISH,-,-,12,245,20.4,19,21,STARS,
Q,30,Q286,YOUNG WOMEN'S LEADERSHIP SCHOOL ASTORIA,MS Core,GEN ED,SCIENCE,-,-,4,82,20.5,19,21,STARS,
Q,30,Q286,YOUNG WOMEN'S LEADERSHIP SCHOOL ASTORIA,MS Core,GEN ED,SOCIAL STUDIES,-,-,4,82,20.5,19,21,STARS,
Q,30,Q286,YOUNG WOMEN'S LEADERSHIP SCHOOL ASTORIA,09-12,GEN ED,ENGLISH,ENGLISH 9,-,3,80,26.7,15,33,STARS,
Q,30,Q286,YOUNG WOMEN'S LEADERSHIP SCHOOL ASTORIA,09-12,GEN ED,MATH,ALGEBRA,-,3,80,26.7,15,33,STARS,
Q,30,Q286,YOUNG WOMEN'S LEADERSHIP SCHOOL ASTORIA,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,6,160,26.7,15,33,STARS,
Q,30,Q286,YOUNG WOMEN'S LEADERSHIP SCHOOL ASTORIA,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,3,80,26.7,15,33,STARS,
Q,30,Q286,YOUNG WOMEN'S LEADERSHIP SCHOOL ASTORIA,,,,,,,,,,,,15.5
Q,30,Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,09-12,GEN ED,ENGLISH,ENGLISH 10,-,4,82,20.5,18,24,STARS,
Q,30,Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,09-12,CTT,ENGLISH,ENGLISH 10,-,1,23,23,23,23,STARS,
Q,30,Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,09-12,GEN ED,MATH,ALGEBRA,-,4,90,22.5,22,24,STARS,
Q,30,Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,09-12,GEN ED,MATH,GEOMETRY,-,4,80,20,18,21,STARS,
Q,30,Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,09-12,CTT,MATH,ALGEBRA,-,1,20,20,20,20,STARS,
Q,30,Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,09-12,CTT,MATH,GEOMETRY,-,1,25,25,25,25,STARS,
Q,30,Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,3,59,19.7,18,22,STARS,
Q,30,Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,4,90,22.5,22,24,STARS,
Q,30,Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,09-12,CTT,SCIENCE,EARTH SCIENCE,-,1,25,25,25,25,STARS,
Q,30,Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,09-12,CTT,SCIENCE,LIVING ENVIRONMENT,-,1,20,20,20,20,STARS,
Q,30,Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,4,84,21,18,23,STARS,
Q,30,Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 10,-,1,20,20,20,20,STARS,
Q,30,Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,,,,,,,,,,,,12.2
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,-,18,577,32.1,20,36,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,-,17,548,32.2,22,34,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,-,19,581,30.6,16,35,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,12,355,29.6,17,37,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 9,-,1,33,33,33,33,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 10,-,1,37,37,37,37,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 11,-,1,32,32,32,32,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 12,-,1,33,33,33,33,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,CTT,ENGLISH,OTHER,-,1,11,11,11,11,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 9,-,3,42,14,10,16,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 10,-,3,51,17,16,18,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 11,-,1,13,13,13,13,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 12,-,1,15,15,15,15,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,SPEC ED,ENGLISH,OTHER,-,3,48,16,15,18,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,GEN ED,MATH,ALGEBRA,-,64,1817,28.4,10,34,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,GEN ED,MATH,GEOMETRY,-,24,692,28.8,11,35,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,GEN ED,MATH,MATH B,-,6,178,29.7,21,34,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,CTT,MATH,ALGEBRA,-,1,16,16,16,16,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,SPEC ED,MATH,ALGEBRA,-,11,161,14.6,11,18,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,SPEC ED,MATH,GEOMETRY,-,3,39,13,11,14,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,47,1346,28.6,11,35,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,58,1815,31.3,11,35,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,GEN ED,SCIENCE,CHEMISTRY,-,17,508,29.9,16,34,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,GEN ED,SCIENCE,PHYSICS,-,8,170,21.3,10,33,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,GEN ED,SCIENCE,OTHER,-,5,132,26.4,12,31,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,CTT,SCIENCE,EARTH SCIENCE,-,1,31,31,31,31,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,SPEC ED,SCIENCE,EARTH SCIENCE,-,14,209,14.9,11,19,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,SPEC ED,SCIENCE,LIVING ENVIRONMENT,-,5,66,13.2,12,15,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,18,602,33.4,27,35,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,23,713,31,16,34,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,27,817,30.3,14,34,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,7,205,29.3,20,34,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,ECONOMICS,-,14,388,27.7,16,33,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 9,-,2,65,32.5,32,33,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 10,-,1,33,33,33,33,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,ECONOMICS,-,1,34,34,34,34,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,5,84,16.8,14,18,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,3,51,17,16,18,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,US HISTORY,-,2,31,15.5,14,17,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,US GOVERNMENT & ECONOMICS,-,1,19,19,19,19,STARS,
Q,30,Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,,,,,,,,,,,,20.1
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,-,23,696,30.3,13,34,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,-,16,506,31.6,27,34,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,-,17,550,32.4,25,34,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,16,455,28.4,11,34,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,GEN ED,ENGLISH,OTHER,-,8,219,27.4,20,32,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 9,-,2,65,32.5,31,34,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 10,-,2,56,28,26,30,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 11,-,2,64,32,32,32,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 12,-,2,62,31,30,32,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,CTT,ENGLISH,OTHER,-,4,117,29.3,27,32,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 9,-,2,25,12.5,12,13,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 10,-,2,29,14.5,13,16,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 11,-,2,27,13.5,13,14,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 12,-,2,23,11.5,10,13,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,SPEC ED,ENGLISH,OTHER,-,2,22,11,10,12,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,GEN ED,MATH,ALGEBRA,-,58,1568,27,10,35,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,GEN ED,MATH,GEOMETRY,-,21,573,27.3,13,34,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,GEN ED,MATH,MATH B,-,1,18,18,18,18,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,GEN ED,MATH,OTHER,-,2,47,23.5,18,29,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,CTT,MATH,ALGEBRA,-,7,186,26.6,17,33,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,CTT,MATH,GEOMETRY,-,2,39,19.5,14,25,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,SPEC ED,MATH,ALGEBRA,-,7,93,13.3,10,15,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,SPEC ED,MATH,GEOMETRY,-,2,25,12.5,11,14,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,SPEC ED,MATH,OTHER,-,1,10,10,10,10,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,28,747,26.7,13,34,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,23,746,32.4,29,34,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,GEN ED,SCIENCE,CHEMISTRY,-,10,281,28.1,20,34,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,GEN ED,SCIENCE,PHYSICS,-,5,72,14.4,10,17,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,GEN ED,SCIENCE,OTHER,-,2,61,30.5,28,33,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,CTT,SCIENCE,EARTH SCIENCE,-,2,46,23,20,26,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,CTT,SCIENCE,LIVING ENVIRONMENT,-,3,82,27.3,20,33,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,SPEC ED,SCIENCE,EARTH SCIENCE,-,4,54,13.5,12,15,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,SPEC ED,SCIENCE,LIVING ENVIRONMENT,-,3,40,13.3,13,14,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,27,781,28.9,12,34,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,24,684,28.5,11,34,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,24,710,29.6,11,35,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,23,535,23.3,10,34,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,ECONOMICS,-,1,15,15,15,15,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 9,-,3,67,22.3,18,26,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 10,-,2,65,32.5,30,35,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,US HISTORY,-,2,65,32.5,32,33,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,US GOVERNMENT,-,3,86,28.7,23,32,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,ECONOMICS,-,1,25,25,25,25,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,2,28,14,14,14,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,2,29,14.5,14,15,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,US HISTORY,-,3,38,12.7,11,14,STARS,
Q,30,Q450,LONG ISLAND CITY HIGH SCHOOL,,,,,,,,,,,,18.5
Q,30,Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,-,8,226,28.3,22,33,STARS,
Q,30,Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,-,7,191,27.3,23,31,STARS,
Q,30,Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,-,5,156,31.2,23,34,STARS,
Q,30,Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,6,164,27.3,19,34,STARS,
Q,30,Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,09-12,GEN ED,MATH,ALGEBRA,-,12,351,29.3,25,33,STARS,
Q,30,Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,09-12,GEN ED,MATH,GEOMETRY,-,7,192,27.4,16,33,STARS,
Q,30,Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,6,149,24.8,13,33,STARS,
Q,30,Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,8,222,27.8,24,34,STARS,
Q,30,Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,09-12,GEN ED,SCIENCE,CHEMISTRY,-,4,109,27.3,18,34,STARS,
Q,30,Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,09-12,GEN ED,SCIENCE,PHYSICS,-,2,41,20.5,18,23,STARS,
Q,30,Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,09-12,GEN ED,SCIENCE,OTHER,-,4,97,24.3,18,34,STARS,
Q,30,Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,7,223,31.9,30,34,STARS,
Q,30,Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,7,186,26.6,22,34,STARS,
Q,30,Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,5,144,28.8,17,35,STARS,
Q,30,Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,7,172,24.6,14,28,STARS,
Q,30,Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,,,,,,,,,,,,16.2
Q,30,Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,-,7,197,28.1,20,32,STARS,
