District,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
28,6,2011,Hispanic,604,676,68,11.3%,203,33.6%,211,34.9%,122,20.2%,333,55.1%
28,6,2011,White,382,691,20,5.2%,79,20.7%,133,34.8%,150,39.3%,283,74.1%
28,7,2006,Asian,577,670,27,4.7%,110,19.1%,285,49.4%,155,26.9%,440,76.3%
28,7,2006,Black,818,636,161,19.7%,335,41%,287,35.1%,35,4.3%,322,39.4%
28,7,2006,Hispanic,539,647,63,11.7%,185,34.3%,253,46.9%,38,7.1%,291,54%
28,7,2006,White,304,667,14,4.6%,56,18.4%,178,58.6%,56,18.4%,234,77%
28,7,2007,Asian,624,685,24,3.8%,62,9.9%,311,49.8%,227,36.4%,538,86.2%
28,7,2007,Black,752,646,108,14.4%,284,37.8%,326,43.4%,34,4.5%,360,47.9%
28,7,2007,Hispanic,529,655,49,9.3%,166,31.4%,249,47.1%,65,12.3%,314,59.4%
28,7,2007,White,254,677,13,5.1%,36,14.2%,120,47.2%,85,33.5%,205,80.7%
28,7,2008,Asian,579,687,9,1.6%,45,7.8%,285,49.2%,240,41.5%,525,90.7%
28,7,2008,Black,748,656,55,7.4%,223,29.8%,399,53.3%,71,9.5%,470,62.8%
28,7,2008,Hispanic,525,663,21,4%,128,24.4%,310,59%,66,12.6%,376,71.6%
28,7,2008,White,301,682,7,2.3%,27,9%,163,54.2%,104,34.6%,267,88.7%
28,7,2009,Asian,559,692,5,0.9%,31,5.5%,283,50.6%,240,42.9%,523,93.6%
28,7,2009,Black,679,668,11,1.6%,141,20.8%,429,63.2%,98,14.4%,527,77.6%
28,7,2009,Hispanic,515,674,8,1.6%,67,13%,347,67.4%,93,18.1%,440,85.4%
28,7,2009,White,277,689,0,0%,25,9%,146,52.7%,106,38.3%,252,91%
28,7,2010,Asian,612,691,25,4.1%,106,17.3%,194,31.7%,287,46.9%,481,78.6%
28,7,2010,Black,740,659,137,18.5%,337,45.5%,183,24.7%,83,11.2%,266,35.9%
28,7,2010,Hispanic,560,669,62,11.1%,205,36.6%,191,34.1%,102,18.2%,293,52.3%
28,7,2010,White,285,681,15,5.3%,88,30.9%,91,31.9%,91,31.9%,182,63.9%
28,7,2011,Asian,621,694,22,3.5%,107,17.2%,184,29.6%,308,49.6%,492,79.2%
28,7,2011,Black,740,663,121,16.4%,325,43.9%,198,26.8%,96,13%,294,39.7%
28,7,2011,Hispanic,594,671,58,9.8%,212,35.7%,201,33.8%,123,20.7%,324,54.5%
28,7,2011,White,332,686,20,6%,74,22.3%,110,33.1%,128,38.6%,238,71.7%
28,8,2006,Asian,529,675,31,5.9%,106,20%,252,47.6%,140,26.5%,392,74.1%
28,8,2006,Black,773,637,163,21.1%,349,45.1%,230,29.8%,31,4%,261,33.8%
28,8,2006,Hispanic,513,644,82,16%,206,40.2%,199,38.8%,26,5.1%,225,43.9%
28,8,2006,White,336,670,18,5.4%,86,25.6%,157,46.7%,75,22.3%,232,69%
28,8,2007,Asian,588,677,39,6.6%,104,17.7%,283,48.1%,162,27.6%,445,75.7%
28,8,2007,Black,776,638,179,23.1%,322,41.5%,237,30.5%,38,4.9%,275,35.4%
28,8,2007,Hispanic,536,648,80,14.9%,205,38.2%,217,40.5%,34,6.3%,251,46.8%
28,8,2007,White,310,669,17,5.5%,73,23.5%,160,51.6%,60,19.4%,220,71%
28,8,2008,Asian,622,688,20,3.2%,86,13.8%,287,46.1%,229,36.8%,516,83%
28,8,2008,Black,712,651,88,12.4%,224,31.5%,358,50.3%,42,5.9%,400,56.2%
28,8,2008,Hispanic,524,658,46,8.8%,158,30.2%,267,51%,53,10.1%,320,61.1%
28,8,2008,White,260,680,10,3.8%,33,12.7%,153,58.8%,64,24.6%,217,83.5%
28,8,2009,Asian,613,689,7,1.1%,86,14%,317,51.7%,203,33.1%,520,84.8%
28,8,2009,Black,752,661,44,5.9%,210,27.9%,434,57.7%,64,8.5%,498,66.2%
28,8,2009,Hispanic,532,664,21,3.9%,129,24.2%,340,63.9%,42,7.9%,382,71.8%
28,8,2009,White,322,684,10,3.1%,24,7.5%,206,64%,82,25.5%,288,89.4%
28,8,2010,Asian,590,695,24,4.1%,141,23.9%,193,32.7%,232,39.3%,425,72%
28,8,2010,Black,743,665,125,16.8%,377,50.7%,160,21.5%,81,10.9%,241,32.4%
28,8,2010,Hispanic,541,671,62,11.5%,257,47.5%,146,27%,76,14%,222,41%
28,8,2010,White,311,684,13,4.2%,99,31.8%,122,39.2%,77,24.8%,199,64%
28,8,2011,Asian,618,694,15,2.4%,126,20.4%,250,40.5%,227,36.7%,477,77.2%
28,8,2011,Black,708,659,123,17.4%,331,46.8%,216,30.5%,38,5.4%,254,35.9%
28,8,2011,Hispanic,586,669,63,10.8%,241,41.1%,222,37.9%,60,10.2%,282,48.1%
28,8,2011,White,308,682,21,6.8%,89,28.9%,129,41.9%,69,22.4%,198,64.3%
28,All Grades,2006,Asian,4004,685,147,3.7%,482,12%,1926,48.1%,1449,36.2%,3375,84.3%
28,All Grades,2006,Black,4640,649,754,16.3%,1465,31.6%,2004,43.2%,417,9%,2421,52.2%
28,All Grades,2006,Hispanic,3517,660,370,10.5%,859,24.4%,1829,52%,459,13.1%,2288,65.1%
28,All Grades,2006,White,1967,683,68,3.5%,267,13.6%,971,49.4%,661,33.6%,1632,83%
28,All Grades,2007,Asian,4066,693,118,2.9%,351,8.6%,1924,47.3%,1673,41.1%,3597,88.5%
28,All Grades,2007,Black,4411,657,573,13%,1246,28.2%,2083,47.2%,509,11.5%,2592,58.8%
28,All Grades,2007,Hispanic,3450,667,277,8%,752,21.8%,1848,53.6%,573,16.6%,2421,70.2%
28,All Grades,2007,White,1877,688,55,2.9%,207,11%,954,50.8%,661,35.2%,1615,86%
28,All Grades,2008,Asian,4014,697,69,1.7%,259,6.5%,1851,46.1%,1835,45.7%,3686,91.8%
28,All Grades,2008,Black,4204,664,317,7.5%,959,22.8%,2382,56.7%,546,13%,2928,69.6%
28,All Grades,2008,Hispanic,3367,672,155,4.6%,593,17.6%,1988,59%,631,18.7%,2619,77.8%
28,All Grades,2008,White,1921,692,41,2.1%,133,6.9%,1010,52.6%,737,38.4%,1747,90.9%
28,All Grades,2009,Asian,4110,701,49,1.2%,219,5.3%,1834,44.6%,2008,48.9%,3842,93.5%
28,All Grades,2009,Black,4146,670,183,4.4%,797,19.2%,2552,61.6%,614,14.8%,3166,76.4%
28,All Grades,2009,Hispanic,3406,678,96,2.8%,468,13.7%,2088,61.3%,754,22.1%,2842,83.4%
28,All Grades,2009,White,2085,696,29,1.4%,112,5.4%,1130,54.2%,814,39%,1944,93.2%
28,All Grades,2010,Asian,4207,700,174,4.1%,725,17.2%,1476,35.1%,1832,43.5%,3308,78.6%
28,All Grades,2010,Black,4349,669,658,15.1%,2016,46.4%,1148,26.4%,527,12.1%,1675,38.5%
28,All Grades,2010,Hispanic,3581,676,352,9.8%,1415,39.5%,1185,33.1%,629,17.6%,1814,50.7%
28,All Grades,2010,White,2216,693,104,4.7%,539,24.3%,805,36.3%,768,34.7%,1573,71%
28,All Grades,2011,Asian,4225,698,182,4.3%,705,16.7%,1571,37.2%,1767,41.8%,3338,79%
28,All Grades,2011,Black,4350,669,598,13.7%,1889,43.4%,1441,33.1%,422,9.7%,1863,42.8%
28,All Grades,2011,Hispanic,3735,677,378,10.1%,1384,37.1%,1386,37.1%,587,15.7%,1973,52.8%
28,All Grades,2011,White,2334,692,129,5.5%,488,20.9%,951,40.7%,766,32.8%,1717,73.6%
29,3,2006,Asian,330,690,13,3.9%,29,8.8%,156,47.3%,132,40%,288,87.3%
29,3,2006,Black,1910,666,179,9.4%,381,19.9%,1060,55.5%,290,15.2%,1350,70.7%
29,3,2006,Hispanic,387,673,35,9%,50,12.9%,217,56.1%,85,22%,302,78%
29,3,2006,White,29,669,4,13.8%,5,17.2%,14,48.3%,6,20.7%,20,69%
29,3,2007,Asian,367,696,14,3.8%,26,7.1%,164,44.7%,163,44.4%,327,89.1%
29,3,2007,Black,1852,676,91,4.9%,292,15.8%,1054,56.9%,415,22.4%,1469,79.3%
29,3,2007,Hispanic,339,677,18,5.3%,46,13.6%,196,57.8%,79,23.3%,275,81.1%
29,3,2007,White,30,675,1,3.3%,2,6.7%,21,70%,6,20%,27,90%
29,3,2008,Asian,375,697,3,0.8%,14,3.7%,225,60%,133,35.5%,358,95.5%
29,3,2008,Black,1724,676,62,3.6%,196,11.4%,1233,71.5%,233,13.5%,1466,85%
29,3,2008,Hispanic,351,679,6,1.7%,46,13.1%,241,68.7%,58,16.5%,299,85.2%
29,3,2008,White,71,684,3,4.2%,5,7%,44,62%,19,26.8%,63,88.7%
29,3,2009,Asian,393,702,2,0.5%,11,2.8%,238,60.6%,142,36.1%,380,96.7%
29,3,2009,Black,1757,681,19,1.1%,153,8.7%,1290,73.4%,295,16.8%,1585,90.2%
29,3,2009,Hispanic,324,682,3,0.9%,28,8.6%,240,74.1%,53,16.4%,293,90.4%
29,3,2009,White,75,683,1,1.3%,9,12%,50,66.7%,15,20%,65,86.7%
29,3,2010,Asian,431,703,24,5.6%,97,22.5%,155,36%,155,36%,310,71.9%
29,3,2010,Black,1820,682,256,14.1%,805,44.2%,515,28.3%,244,13.4%,759,41.7%
29,3,2010,Hispanic,310,684,39,12.6%,146,47.1%,87,28.1%,38,12.3%,125,40.3%
29,3,2010,White,109,689,11,10.1%,35,32.1%,41,37.6%,22,20.2%,63,57.8%
29,3,2011,Asian,439,691,17,3.9%,127,28.9%,219,49.9%,76,17.3%,295,67.2%
29,3,2011,Black,1733,681,185,10.7%,749,43.2%,706,40.7%,93,5.4%,799,46.1%
29,3,2011,Hispanic,383,679,68,17.8%,151,39.4%,143,37.3%,21,5.5%,164,42.8%
29,3,2011,White,78,681,14,17.9%,23,29.5%,35,44.9%,6,7.7%,41,52.6%
29,4,2006,Asian,385,687,22,5.7%,44,11.4%,171,44.4%,148,38.4%,319,82.9%
29,4,2006,Black,1844,663,154,8.4%,440,23.9%,998,54.1%,252,13.7%,1250,67.8%
29,4,2006,Hispanic,380,663,35,9.2%,89,23.4%,202,53.2%,54,14.2%,256,67.4%
29,4,2006,White,38,665,4,10.5%,8,21.1%,19,50%,7,18.4%,26,68.4%
29,4,2007,Asian,352,688,13,3.7%,37,10.5%,188,53.4%,114,32.4%,302,85.8%
29,4,2007,Black,1813,666,146,8.1%,411,22.7%,1005,55.4%,251,13.8%,1256,69.3%
29,4,2007,Hispanic,363,675,16,4.4%,86,23.7%,180,49.6%,81,22.3%,261,71.9%
29,4,2007,White,25,678,1,4%,6,24%,12,48%,6,24%,18,72%
29,4,2008,Asian,359,696,11,3.1%,19,5.3%,168,46.8%,161,44.8%,329,91.6%
29,4,2008,Black,1835,670,132,7.2%,329,17.9%,1072,58.4%,302,16.5%,1374,74.9%
29,4,2008,Hispanic,342,674,25,7.3%,53,15.5%,198,57.9%,66,19.3%,264,77.2%
29,4,2008,White,32,669,2,6.3%,6,18.8%,18,56.3%,6,18.8%,24,75%
29,4,2009,Asian,382,703,3,0.8%,19,5%,193,50.5%,167,43.7%,360,94.2%
29,4,2009,Black,1761,676,90,5.1%,260,14.8%,1037,58.9%,374,21.2%,1411,80.1%
29,4,2009,Hispanic,340,682,11,3.2%,40,11.8%,202,59.4%,87,25.6%,289,85%
29,4,2009,White,65,684,4,6.2%,5,7.7%,38,58.5%,18,27.7%,56,86.2%
29,4,2010,Asian,441,694,10,2.3%,118,26.8%,172,39%,141,32%,313,71%
29,4,2010,Black,1834,671,182,9.9%,866,47.2%,575,31.4%,211,11.5%,786,42.9%
29,4,2010,Hispanic,344,672,39,11.3%,148,43%,109,31.7%,48,14%,157,45.6%
29,4,2010,White,59,677,5,8.5%,23,39%,24,40.7%,7,11.9%,31,52.5%
29,4,2011,Asian,437,699,8,1.8%,70,16%,197,45.1%,162,37.1%,359,82.2%
29,4,2011,Black,1831,676,152,8.3%,737,40.3%,719,39.3%,223,12.2%,942,51.4%
29,4,2011,Hispanic,316,677,23,7.3%,133,42.1%,120,38%,40,12.7%,160,50.6%
29,4,2011,White,97,683,7,7.2%,29,29.9%,40,41.2%,21,21.6%,61,62.9%
29,5,2006,Asian,370,673,24,6.5%,59,15.9%,197,53.2%,90,24.3%,287,77.6%
29,5,2006,Black,1969,652,296,15%,587,29.8%,908,46.1%,178,9%,1086,55.2%
29,5,2006,Hispanic,383,657,45,11.7%,97,25.3%,204,53.3%,37,9.7%,241,62.9%
29,5,2006,White,40,664,3,7.5%,12,30%,18,45%,7,17.5%,25,62.5%
29,5,2007,Asian,398,684,12,3%,49,12.3%,209,52.5%,128,32.2%,337,84.7%
29,5,2007,Black,1899,663,134,7.1%,500,26.3%,1019,53.7%,246,13%,1265,66.6%
29,5,2007,Hispanic,380,669,20,5.3%,80,21.1%,217,57.1%,63,16.6%,280,73.7%
29,5,2007,White,40,675,1,2.5%,9,22.5%,21,52.5%,9,22.5%,30,75%
29,5,2008,Asian,371,690,7,1.9%,32,8.6%,199,53.6%,133,35.8%,332,89.5%
29,5,2008,Black,1855,668,90,4.9%,399,21.5%,1061,57.2%,305,16.4%,1366,73.6%
29,5,2008,Hispanic,374,676,12,3.2%,53,14.2%,223,59.6%,86,23%,309,82.6%
29,5,2008,White,21,677,1,4.8%,3,14.3%,12,57.1%,5,23.8%,17,81%
29,5,2009,Asian,375,696,7,1.9%,19,5.1%,168,44.8%,181,48.3%,349,93.1%
29,5,2009,Black,1837,674,66,3.6%,301,16.4%,1088,59.2%,382,20.8%,1470,80%
29,5,2009,Hispanic,345,680,3,0.9%,47,13.6%,206,59.7%,89,25.8%,295,85.5%
29,5,2009,White,30,683,0,0%,3,10%,19,63.3%,8,26.7%,27,90%
29,5,2010,Asian,420,694,13,3.1%,92,21.9%,167,39.8%,148,35.2%,315,75%
29,5,2010,Black,1879,670,206,11%,857,45.6%,640,34.1%,176,9.4%,816,43.4%
29,5,2010,Hispanic,364,677,33,9.1%,131,36%,148,40.7%,52,14.3%,200,54.9%
29,5,2010,White,50,681,6,12%,10,20%,23,46%,11,22%,34,68%
29,5,2011,Asian,461,695,12,2.6%,100,21.7%,189,41%,160,34.7%,349,75.7%
29,5,2011,Black,1820,674,160,8.8%,749,41.2%,733,40.3%,178,9.8%,911,50.1%
29,5,2011,Hispanic,344,677,28,8.1%,140,40.7%,130,37.8%,46,13.4%,176,51.2%
29,5,2011,White,54,675,5,9.3%,23,42.6%,19,35.2%,7,13%,26,48.1%
29,6,2006,Asian,317,671,21,6.6%,62,19.6%,170,53.6%,64,20.2%,234,73.8%
29,6,2006,Black,1909,647,296,15.5%,685,35.9%,812,42.5%,116,6.1%,928,48.6%
29,6,2006,Hispanic,275,651,38,13.8%,79,28.7%,135,49.1%,23,8.4%,158,57.5%
29,6,2006,White,26,640,7,26.9%,7,26.9%,9,34.6%,3,11.5%,12,46.2%
29,6,2007,Asian,287,679,14,4.9%,40,13.9%,145,50.5%,88,30.7%,233,81.2%
29,6,2007,Black,1843,659,186,10.1%,471,25.6%,971,52.7%,215,11.7%,1186,64.4%
29,6,2007,Hispanic,316,660,29,9.2%,93,29.4%,154,48.7%,40,12.7%,194,61.4%
29,6,2007,White,33,661,6,18.2%,6,18.2%,15,45.5%,6,18.2%,21,63.6%
29,6,2008,Asian,295,684,14,4.7%,28,9.5%,148,50.2%,105,35.6%,253,85.8%
29,6,2008,Black,1858,663,130,7%,393,21.2%,1059,57%,276,14.9%,1335,71.9%
29,6,2008,Hispanic,336,665,26,7.7%,71,21.1%,176,52.4%,63,18.8%,239,71.1%
29,6,2008,White,24,664,2,8.3%,7,29.2%,12,50%,3,12.5%,15,62.5%
29,6,2009,Asian,293,686,10,3.4%,28,9.6%,150,51.2%,105,35.8%,255,87%
29,6,2009,Black,1865,668,86,4.6%,390,20.9%,1113,59.7%,276,14.8%,1389,74.5%
29,6,2009,Hispanic,354,670,22,6.2%,62,17.5%,201,56.8%,69,19.5%,270,76.3%
29,6,2009,White,15,677,1,6.7%,1,6.7%,9,60%,4,26.7%,13,86.7%
29,6,2010,Asian,294,685,24,8.2%,82,27.9%,95,32.3%,93,31.6%,188,63.9%
29,6,2010,Black,1893,664,309,16.3%,868,45.9%,498,26.3%,218,11.5%,716,37.8%
29,6,2010,Hispanic,344,668,53,15.4%,142,41.3%,100,29.1%,49,14.2%,149,43.3%
29,6,2010,White,32,670,2,6.3%,15,46.9%,12,37.5%,3,9.4%,15,46.9%
29,6,2011,Asian,324,688,21,6.5%,71,21.9%,135,41.7%,97,29.9%,232,71.6%
29,6,2011,Black,1800,666,246,13.7%,845,46.9%,562,31.2%,147,8.2%,709,39.4%
29,6,2011,Hispanic,333,670,46,13.8%,139,41.7%,102,30.6%,46,13.8%,148,44.4%
29,6,2011,White,35,670,5,14.3%,14,40%,11,31.4%,5,14.3%,16,45.7%
29,7,2006,Asian,284,654,30,10.6%,89,31.3%,130,45.8%,35,12.3%,165,58.1%
29,7,2006,Black,1941,636,371,19.1%,832,42.9%,669,34.5%,69,3.6%,738,38%
29,7,2006,Hispanic,319,642,52,16.3%,121,37.9%,126,39.5%,20,6.3%,146,45.8%
29,7,2006,White,25,640,5,20%,7,28%,11,44%,2,8%,13,52%
29,7,2007,Asian,330,669,27,8.2%,76,23%,143,43.3%,84,25.5%,227,68.8%
29,7,2007,Black,1920,647,243,12.7%,714,37.2%,835,43.5%,128,6.7%,963,50.2%
29,7,2007,Hispanic,286,652,32,11.2%,104,36.4%,121,42.3%,29,10.1%,150,52.4%
29,7,2007,White,22,645,3,13.6%,9,40.9%,7,31.8%,3,13.6%,10,45.5%
29,7,2008,Asian,289,674,8,2.8%,48,16.6%,155,53.6%,78,27%,233,80.6%
29,7,2008,Black,1869,657,105,5.6%,577,30.9%,1021,54.6%,166,8.9%,1187,63.5%
29,7,2008,Hispanic,338,657,28,8.3%,90,26.6%,188,55.6%,32,9.5%,220,65.1%
29,7,2008,White,28,663,1,3.6%,8,28.6%,10,35.7%,9,32.1%,19,67.9%
29,7,2009,Asian,298,680,3,1%,34,11.4%,164,55%,97,32.6%,261,87.6%
29,7,2009,Black,1858,667,34,1.8%,358,19.3%,1245,67%,221,11.9%,1466,78.9%
29,7,2009,Hispanic,379,669,8,2.1%,67,17.7%,239,63.1%,65,17.2%,304,80.2%
29,7,2009,White,27,680,0,0%,3,11.1%,16,59.3%,8,29.6%,24,88.9%
29,7,2010,Asian,319,677,26,8.2%,96,30.1%,110,34.5%,87,27.3%,197,61.8%
29,7,2010,Black,1955,661,287,14.7%,915,46.8%,559,28.6%,194,9.9%,753,38.5%
29,7,2010,Hispanic,369,664,49,13.3%,162,43.9%,113,30.6%,45,12.2%,158,42.8%
29,7,2010,White,26,668,4,15.4%,9,34.6%,7,26.9%,6,23.1%,13,50%
29,7,2011,Asian,301,678,28,9.3%,76,25.2%,97,32.2%,100,33.2%,197,65.4%
29,7,2011,Black,1944,663,263,13.5%,919,47.3%,569,29.3%,193,9.9%,762,39.2%
29,7,2011,Hispanic,354,665,44,12.4%,153,43.2%,110,31.1%,47,13.3%,157,44.4%
29,7,2011,White,31,673,2,6.5%,10,32.3%,13,41.9%,6,19.4%,19,61.3%
29,8,2006,Asian,302,656,36,11.9%,88,29.1%,142,47%,36,11.9%,178,58.9%
29,8,2006,Black,2018,631,547,27.1%,937,46.4%,496,24.6%,38,1.9%,534,26.5%
29,8,2006,Hispanic,294,643,57,19.4%,118,40.1%,101,34.4%,18,6.1%,119,40.5%
29,8,2006,White,25,646,4,16%,12,48%,7,28%,2,8%,9,36%
29,8,2007,Asian,286,666,19,6.6%,75,26.2%,139,48.6%,53,18.5%,192,67.1%
29,8,2007,Black,1906,642,363,19%,794,41.7%,683,35.8%,66,3.5%,749,39.3%
29,8,2007,Hispanic,326,649,58,17.8%,106,32.5%,136,41.7%,26,8%,162,49.7%
29,8,2007,White,25,646,7,28%,5,20%,11,44%,2,8%,13,52%
29,8,2008,Asian,345,671,24,7%,82,23.8%,162,47%,77,22.3%,239,69.3%
29,8,2008,Black,1959,651,201,10.3%,742,37.9%,890,45.4%,126,6.4%,1016,51.9%
29,8,2008,Hispanic,287,654,38,13.2%,87,30.3%,138,48.1%,24,8.4%,162,56.4%
29,8,2008,White,22,645,4,18.2%,7,31.8%,9,40.9%,2,9.1%,11,50%
29,8,2009,Asian,310,679,9,2.9%,56,18.1%,167,53.9%,78,25.2%,245,79%
29,8,2009,Black,1871,660,71,3.8%,616,32.9%,1050,56.1%,134,7.2%,1184,63.3%
29,8,2009,Hispanic,336,662,14,4.2%,108,32.1%,186,55.4%,28,8.3%,214,63.7%
29,8,2009,White,30,670,1,3.3%,6,20%,18,60%,5,16.7%,23,76.7%
29,8,2010,Asian,310,679,20,6.5%,111,35.8%,109,35.2%,70,22.6%,179,57.7%
29,8,2010,Black,1978,663,308,15.6%,1042,52.7%,496,25.1%,132,6.7%,628,31.7%
29,8,2010,Hispanic,397,665,78,19.6%,182,45.8%,91,22.9%,46,11.6%,137,34.5%
29,8,2010,White,37,674,7,18.9%,14,37.8%,9,24.3%,7,18.9%,16,43.2%
29,8,2011,Asian,316,683,30,9.5%,81,25.6%,124,39.2%,81,25.6%,205,64.9%
29,8,2011,Black,1887,664,251,13.3%,925,49%,586,31.1%,125,6.6%,711,37.7%
29,8,2011,Hispanic,364,667,54,14.8%,146,40.1%,133,36.5%,31,8.5%,164,45.1%
29,8,2011,White,30,669,2,6.7%,11,36.7%,14,46.7%,3,10%,17,56.7%
29,All Grades,2006,Asian,1988,673,146,7.3%,371,18.7%,966,48.6%,505,25.4%,1471,74%
29,All Grades,2006,Black,11591,649,1843,15.9%,3862,33.3%,4943,42.6%,943,8.1%,5886,50.8%
29,All Grades,2006,Hispanic,2038,656,262,12.9%,554,27.2%,985,48.3%,237,11.6%,1222,60%
29,All Grades,2006,White,183,656,27,14.8%,51,27.9%,78,42.6%,27,14.8%,105,57.4%
29,All Grades,2007,Asian,2020,681,99,4.9%,303,15%,988,48.9%,630,31.2%,1618,80.1%
29,All Grades,2007,Black,11233,659,1163,10.4%,3182,28.3%,5567,49.6%,1321,11.8%,6888,61.3%
29,All Grades,2007,Hispanic,2010,664,173,8.6%,515,25.6%,1004,50%,318,15.8%,1322,65.8%
29,All Grades,2007,White,175,665,19,10.9%,37,21.1%,87,49.7%,32,18.3%,119,68%
29,All Grades,2008,Asian,2034,686,67,3.3%,223,11%,1057,52%,687,33.8%,1744,85.7%
29,All Grades,2008,Black,11100,664,720,6.5%,2636,23.7%,6336,57.1%,1408,12.7%,7744,69.8%
29,All Grades,2008,Hispanic,2028,668,135,6.7%,400,19.7%,1164,57.4%,329,16.2%,1493,73.6%
29,All Grades,2008,White,198,671,13,6.6%,36,18.2%,105,53%,44,22.2%,149,75.3%
29,All Grades,2009,Asian,2051,692,34,1.7%,167,8.1%,1080,52.7%,770,37.5%,1850,90.2%
29,All Grades,2009,Black,10949,671,366,3.3%,2078,19%,6823,62.3%,1682,15.4%,8505,77.7%
29,All Grades,2009,Hispanic,2078,674,61,2.9%,352,16.9%,1274,61.3%,391,18.8%,1665,80.1%
29,All Grades,2009,White,242,681,7,2.9%,27,11.2%,150,62%,58,24%,208,86%
29,All Grades,2010,Asian,2215,690,117,5.3%,596,26.9%,808,36.5%,694,31.3%,1502,67.8%
29,All Grades,2010,Black,11359,668,1548,13.6%,5353,47.1%,3283,28.9%,1175,10.3%,4458,39.2%
29,All Grades,2010,Hispanic,2128,671,291,13.7%,911,42.8%,648,30.5%,278,13.1%,926,43.5%
29,All Grades,2010,White,313,680,35,11.2%,106,33.9%,116,37.1%,56,17.9%,172,55%
29,All Grades,2011,Asian,2278,690,116,5.1%,525,23%,961,42.2%,676,29.7%,1637,71.9%
29,All Grades,2011,Black,11015,670,1257,11.4%,4924,44.7%,3875,35.2%,959,8.7%,4834,43.9%
29,All Grades,2011,Hispanic,2094,672,263,12.6%,862,41.2%,738,35.2%,231,11%,969,46.3%
29,All Grades,2011,White,325,678,35,10.8%,110,33.8%,132,40.6%,48,14.8%,180,55.4%
30,3,2006,Asian,699,700,24,3.4%,38,5.4%,286,40.9%,351,50.2%,637,91.1%
30,3,2006,Black,249,656,45,18.1%,49,19.7%,127,51%,28,11.2%,155,62.2%
30,3,2006,Hispanic,1601,675,125,7.8%,213,13.3%,883,55.2%,380,23.7%,1263,78.9%
30,3,2006,White,391,694,14,3.6%,27,6.9%,182,46.5%,168,43%,350,89.5%
30,3,2007,Asian,722,705,15,2.1%,38,5.3%,297,41.1%,372,51.5%,669,92.7%
30,3,2007,Black,276,671,17,6.2%,48,17.4%,164,59.4%,47,17%,211,76.4%
30,3,2007,Hispanic,1563,684,67,4.3%,159,10.2%,916,58.6%,421,26.9%,1337,85.5%
30,3,2007,White,415,701,19,4.6%,17,4.1%,168,40.5%,211,50.8%,379,91.3%
30,3,2008,Asian,708,702,8,1.1%,32,4.5%,368,52%,300,42.4%,668,94.4%
30,3,2008,Black,251,670,11,4.4%,39,15.5%,179,71.3%,22,8.8%,201,80.1%
30,3,2008,Hispanic,1527,684,43,2.8%,125,8.2%,1059,69.4%,300,19.6%,1359,89%
30,3,2008,White,370,699,6,1.6%,13,3.5%,205,55.4%,146,39.5%,351,94.9%
30,3,2009,Asian,794,707,2,0.3%,23,2.9%,436,54.9%,333,41.9%,769,96.9%
30,3,2009,Black,208,675,1,0.5%,28,13.5%,158,76%,21,10.1%,179,86.1%
30,3,2009,Hispanic,1337,688,11,0.8%,75,5.6%,974,72.8%,277,20.7%,1251,93.6%
30,3,2009,White,595,701,3,0.5%,21,3.5%,350,58.8%,221,37.1%,571,96%
30,3,2010,Asian,569,703,35,6.2%,121,21.3%,203,35.7%,210,36.9%,413,72.6%
30,3,2010,Black,196,672,48,24.5%,95,48.5%,44,22.4%,9,4.6%,53,27%
30,3,2010,Hispanic,1656,689,155,9.4%,636,38.4%,541,32.7%,324,19.6%,865,52.2%
30,3,2010,White,541,700,27,5%,151,27.9%,188,34.8%,175,32.3%,363,67.1%
30,3,2011,Asian,696,695,33,4.7%,138,19.8%,350,50.3%,175,25.1%,525,75.4%
30,3,2011,Black,182,675,34,18.7%,90,49.5%,56,30.8%,2,1.1%,58,31.9%
30,3,2011,Hispanic,1705,682,182,10.7%,714,41.9%,696,40.8%,113,6.6%,809,47.4%
30,3,2011,White,445,691,28,6.3%,114,25.6%,224,50.3%,79,17.8%,303,68.1%
30,4,2006,Asian,676,696,25,3.7%,43,6.4%,298,44.1%,310,45.9%,608,89.9%
30,4,2006,Black,240,655,31,12.9%,66,27.5%,126,52.5%,17,7.1%,143,59.6%
30,4,2006,Hispanic,1594,668,145,9.1%,288,18.1%,908,57%,253,15.9%,1161,72.8%
30,4,2006,White,382,683,16,4.2%,37,9.7%,218,57.1%,111,29.1%,329,86.1%
30,4,2007,Asian,707,701,19,2.7%,46,6.5%,301,42.6%,341,48.2%,642,90.8%
30,4,2007,Black,241,653,38,15.8%,64,26.6%,116,48.1%,23,9.5%,139,57.7%
30,4,2007,Hispanic,1547,672,116,7.5%,247,16%,883,57.1%,301,19.5%,1184,76.5%
30,4,2007,White,383,689,18,4.7%,32,8.4%,203,53%,130,33.9%,333,86.9%
30,4,2008,Asian,714,701,18,2.5%,35,4.9%,317,44.4%,344,48.2%,661,92.6%
30,4,2008,Black,257,664,21,8.2%,54,21%,152,59.1%,30,11.7%,182,70.8%
30,4,2008,Hispanic,1575,675,75,4.8%,216,13.7%,961,61%,323,20.5%,1284,81.5%
30,4,2008,White,401,693,20,5%,23,5.7%,205,51.1%,153,38.2%,358,89.3%
