ID,Business Name,Trade Name,Industry,License Number,Full Address,Address Building,Address Street Name,City,State,ZIP Code,Borough,Address Location,Phone Number
24025,"ALI, KARAMAT",NK WATERPROOFING CO.,HOME IMPROV CONTCTR,1032442,"390 RUGBY ROAD, BROOKLYN, NY 11226",390,RUGBY ROAD,BROOKLYN,NY,11226,Brooklyn,APT # 6G,(718) 633-3003
24026,"ALONSO,DIOGENES",ALONSO DECO FURNITURE,HOME IMPROV CONTCTR,1275373,"2709 AVENUE D, BROOKLYN, NY 11226",2709,AVENUE D,BROOKLYN,NY,11226,Brooklyn,,(718) 282-0709
24027,"ALPHONSE, SYLVESTER",SYLVESTER'S ROOFING CO,HOME IMPROV CONTCTR,1412193,"131 EAST   21 STREET, BROOKLYN, NY 11226",131,EAST   21 STREET,BROOKLYN,NY,11226,Brooklyn,#2D,(347) 249-4292
24028,ATLANTIC CONSTRUCTION OF NYC CORPORATION,,HOME IMPROV CONTCTR,1395919,"2524 BEVERLY ROAD, BROOKLYN, NY 11226",2524,BEVERLY ROAD,BROOKLYN,NY,11226,Brooklyn,,(718) 871-4100
24029,BANNISTER BROTHERS CONSTRUCTION INC,,HOME IMPROV CONTCTR,1376503,"18 BUCKINGHAM ROAD, BROOKLYN, NY 11226",18,BUCKINGHAM ROAD,BROOKLYN,NY,11226,Brooklyn,,(646) 643-4775
24030,"BAPTISTA, INGRID E",ATTENTION TO DETAIL,HOME IMPROV CONTCTR,1369218,"446 RUGBY ROAD, BROOKLYN, NY 11226",446,RUGBY ROAD,BROOKLYN,NY,11226,Brooklyn,,(917) 796-6151
24031,"BATEN, ABDUL",BROWNSTONE SPECIALIST,HOME IMPROV CONTCTR,1212613,"372 EAST 32ND STREET, BROOKLYN, NY 11226",372,EAST 32ND STREET,BROOKLYN,NY,11226,Brooklyn,,(999) 999-9999
24032,"BULLSEYE EXTERIORS, INC",,HOME IMPROV CONTCTR,1380588,"1601 BEVERLY ROAD, BROOKLYN, NY 11226",1601,BEVERLY ROAD,BROOKLYN,NY,11226,Brooklyn,6L,(718) 614-1232
24033,"CUSH, GEORGE B, CHANDLER, ANNA",C AND C CONSTRUCTION,HOME IMPROV CONTCTR,1138257,"314 EAST   25 STREET, BROOKLYN, NY 11226",314,EAST   25 STREET,BROOKLYN,NY,11226,Brooklyn,,(718) 564-1279
24034,"D.E.S. HOME IMPROVEMENT, INC.",,HOME IMPROV CONTCTR,1329023,"1815 NOSTRAND AVENUE, BROOKLYN, NY 11226",1815,NOSTRAND AVENUE,BROOKLYN,NY,11226,Brooklyn,,(718) 650-8123
24035,DEMELO CONSTRUCTION AND RESTORATION INC.,,HOME IMPROV CONTCTR,1434807,"572 MARLBOROUGH RD, BROOKLYN, NY 11226",572,MARLBOROUGH RD,BROOKLYN,NY,11226,Brooklyn,,(917) 403-3451
24036,DITMAS PARK RENOVATIONS L.L.C.,,HOME IMPROV CONTCTR,1382397,"492 MARLBOROUGH ROAD, BROOKLYN, NY 11226",492,MARLBOROUGH ROAD,BROOKLYN,NY,11226,Brooklyn,,(718) 484-2308
24037,"EUSTACHE,EVANS",EVANS CONSTRUCTION,HOME IMPROV CONTCTR,1271852,"248 EAST   28 STREET, BROOKLYN, NY 11226",248,EAST   28 STREET,BROOKLYN,NY,11226,Brooklyn,APT 1B,(718) 826-2539
24038,FENCE PLAZA CORP,FENCE PLAZA,HOME IMPROV CONTCTR,884816,"1020 ROGERS AVENUE, BROOKLYN, NY 11226",1020,ROGERS AVENUE,BROOKLYN,NY,11226,Brooklyn,,(718) 469-2200
24039,"FERNANDES, RICHARD A",R.F. CONSTRUCTION CO.,HOME IMPROV CONTCTR,1456079,"2531 CHURCH AVE, BROOKLYN, NY 11226",2531,CHURCH AVE,BROOKLYN,NY,11226,Brooklyn,,(917) 403-8000
24040,G.C.D CONSTRUCTION COMPANY INC.,,HOME IMPROV CONTCTR,1273214,"182 EAST   19 STREET, BROOKLYN, NY 11226",182,EAST   19 STREET,BROOKLYN,NY,11226,Brooklyn,APT 2B,(718) 693-7911
24041,G.M. CONSTRUCTION & HOME IMPROVEMENT CORP.,,HOME IMPROV CONTCTR,1309188,"21 MARLBOROUGH ROAD, BROOKLYN, NY 11226",21,MARLBOROUGH ROAD,BROOKLYN,NY,11226,Brooklyn,,(718) 703-2709
24042,"GABRIELLE CONSTRUCTION,LLC",,HOME IMPROV CONTCTR,1435129,"318 E 25TH ST, BROOKLYN, NY 11226",318,E 25TH ST,BROOKLYN,NY,11226,Brooklyn,,(347) 623-3702
24043,GANSEVOORT CONTRUCTION INC.,,HOME IMPROV CONTCTR,1346003,"80 WOODRUFF AVENUE, BROOKLYN, NY 11226",80,WOODRUFF AVENUE,BROOKLYN,NY,11226,Brooklyn,APT 1E,(646) 238-3841
24044,GENESIS AIR SYSTEMS LLC,,HOME IMPROV CONTCTR,1430733,"288 LINDEN BLVD, BROOKLYN, NY 11226",288,LINDEN BLVD,BROOKLYN,NY,11226,Brooklyn,,(516) 828-1305
24045,GEORGE DAVIS CONSULTING LLC,,HOME IMPROV CONTCTR,1325940,"455 EAST   28 STREET, BROOKLYN, NY 11226",455,EAST   28 STREET,BROOKLYN,NY,11226,Brooklyn,,(718) 490-0033
24046,"GOFRAN, MOHAMMED",M. GOFRAN CONTRACTING,HOME IMPROV CONTCTR,1324136,"383 MARLBOROUGH ROAD, BROOKLYN, NY 11226",383,MARLBOROUGH ROAD,BROOKLYN,NY,11226,Brooklyn,,(718) 462-7622
24047,GRENCORE CONSTRUCTION INC.,,HOME IMPROV CONTCTR,1337682,"1309 NOSTRAND AVENUE, BROOKLYN, NY 11226",1309,NOSTRAND AVENUE,BROOKLYN,NY,11226,Brooklyn,,(718) 941-1445
24048,"HANA'S HOME IMPROVEMENT USA, INC.",,HOME IMPROV CONTCTR,1341009,"65 RUGBY ROAD, BROOKLYN, NY 11226",65,RUGBY ROAD,BROOKLYN,NY,11226,Brooklyn,,(718) 462-3591
24049,HASSAN BUILDERS INC,,HOME IMPROV CONTCTR,1393115,"235 EAST   19 STREET, BROOKLYN, NY 11226",235,EAST   19 STREET,BROOKLYN,NY,11226,Brooklyn,1 FLOOR,(718) 200-9844
24050,HEWS CONSTRUCTION LLC,,HOME IMPROV CONTCTR,1422166,"967 OCEAN AVE, BROOKLYN, NY 11226",967,OCEAN AVE,BROOKLYN,NY,11226,Brooklyn,APT 3,(347) 533-8826
24051,"HOGG SR, HUBERT H",H HOGG COSTRUCTION,HOME IMPROV CONTCTR,1429287,"510 OCEAN AVE, BROOKLYN, NY 11226",510,OCEAN AVE,BROOKLYN,NY,11226,Brooklyn,APT 5A,(718) 757-6201
24052,HOQUE & SONS CONSTRUCTION LLC,,HOME IMPROV CONTCTR,1423586,"2531 CORTELYOU RD, BROOKLYN, NY 11226",2531,CORTELYOU RD,BROOKLYN,NY,11226,Brooklyn,2 FL,(917) 513-3298
24053,"HOQUE, ABUL K.M.F",HOQUE CONSTRUCTION,HOME IMPROV CONTCTR,1082271,"2531 CORTELYOU ROAD, BROOKLYN, NY 11226",2531,CORTELYOU ROAD,BROOKLYN,NY,11226,Brooklyn,,(718) 940-2681
24054,"HUSSAIN, SAYED",SAYED GENERAL CONTRACTOR,HOME IMPROV CONTCTR,987348,"410 EAST 26 STREET, BROOKLYN, NY 11226",410,EAST 26 STREET,BROOKLYN,NY,11226,Brooklyn,,(718) 941-4519
24055,"ILYAS, NAEEM",STAR KERN CONSTRUCTION CO.,HOME IMPROV CONTCTR,1383755,"1048 OCEAN VIEW AVENUE, BROOKLYN, NY 11226",1048,OCEAN VIEW AVENUE,BROOKLYN,NY,11226,Brooklyn,APT 5,(718) 785-7576
24056,"INTERLINK SERVICES, INC",,HOME IMPROV CONTCTR,1356553,"214 EAST 15 STREET, BROOKLYN, NY 11226",214,EAST 15 STREET,BROOKLYN,NY,11226,Brooklyn,,(718) 287-5346
24057,"IRVING NIENALTOW,INC.",,HOME IMPROV CONTCTR,1423385,"1140 FLATBUSH AVE, BROOKLYN, NY 11226",1140,FLATBUSH AVE,BROOKLYN,NY,11226,Brooklyn,,(718) 251-2700
24058,"ISMAIL, MOHAMED",ISMAIL CONSTRUCTION COMPANY,HOME IMPROV CONTCTR,1221896,"594 EAST   16 STREET, BROOKLYN, NY 11226",594,EAST   16 STREET,BROOKLYN,NY,11226,Brooklyn,# 3,(718) 421-6099
24059,"JOSEPH, COLIN",TRIPLE J'S ENTERPRISES,HOME IMPROV CONTCTR,1301051,"2110 ALBEMARLE TERRACE, BROOKLYN, NY 11226",2110,ALBEMARLE TERRACE,BROOKLYN,NY,11226,Brooklyn,,(888) 205-5772
24060,LOU FIX HOME IMPROVEMENTS CORP,,HOME IMPROV CONTCTR,1398640,"854 OCEAN AVENUE, BROOKLYN, NY 11226",854,OCEAN AVENUE,BROOKLYN,NY,11226,Brooklyn,,(347) 236-5521
24061,"MARGARITO, BALBUENA ORTEGA",MANGO LANDSCAPING,HOME IMPROV CONTCTR,1328985,"1902 CORTELYOU ROAD, BROOKLYN, NY 11226",1902,CORTELYOU ROAD,BROOKLYN,NY,11226,Brooklyn,,(917) 553-3957
24062,MOHAMMED ALI HAIDER,THE HOME IMPROVEMENT COMPANY,HOME IMPROV CONTCTR,1269225,"430 EAST   22 STREET, BROOKLYN, NY 11226",430,EAST   22 STREET,BROOKLYN,NY,11226,Brooklyn,SUITE 1D,(347) 293-7654
24063,"MOHIUDDIN, MOHAMMED",MU CONSTRUCTION CO,HOME IMPROV CONTCTR,1339540,"337 EAST   16 STREET, BROOKLYN, NY 11226",337,EAST   16 STREET,BROOKLYN,NY,11226,Brooklyn,1FL,(718) 469-6346
24064,MPGD CORP.,,HOME IMPROV CONTCTR,1284558,"270 MARTENSE ST, BROOKLYN, NY 11226",270,MARTENSE ST,BROOKLYN,NY,11226,Brooklyn,,(347) 623-6897
24065,NABI CONSTRUCTION CORP.,,HOME IMPROV CONTCTR,1370477,"622 MARLBOROUGH ROAD, BROOKLYN, NY 11226",622,MARLBOROUGH ROAD,BROOKLYN,NY,11226,Brooklyn,SUITE 3-A,(718) 434-0347
24066,"PHANTASTIC PHINISH, INC.",,HOME IMPROV CONTCTR,1317377,"555 OCEAN AVENUE, BROOKLYN, NY 11226",555,OCEAN AVENUE,BROOKLYN,NY,11226,Brooklyn,#2I,(347) 466-8450
24067,"PORTER JR, JAMES",EL CHRISTO NEGRO,HOME IMPROV CONTCTR,1024481,"1239 FLATBUSH AVENUE, BROOKLYN, NY 11226",1239,FLATBUSH AVENUE,BROOKLYN,NY,11226,Brooklyn,,(718) 703-4660
24068,R. LEWIS CONTRACTING CORP.,,HOME IMPROV CONTCTR,1194495,"535 EAST   19 STREET, BROOKLYN, NY 11226",535,EAST   19 STREET,BROOKLYN,NY,11226,Brooklyn,,(718) 856-1795
24069,"RASHID, FAROOQ",A & U WATERPROOFING,HOME IMPROV CONTCTR,1194598,"225 EAST   17 STREET, BROOKLYN, NY 11226",225,EAST   17 STREET,BROOKLYN,NY,11226,Brooklyn,APT 10K,(718) 284-9672
24070,"REID, HUGH",,HOME IMPROV CONTCTR,1421112,"2141 BEVERLY RD, BROOKLYN, NY 11226",2141,BEVERLY RD,BROOKLYN,NY,11226,Brooklyn,,(347) 777-4356
24071,"RHABURN, UTRIL E",RAY'S CARPENTRY CONSTRUCTION,HOME IMPROV CONTCTR,1265948,"832 OCEAN AVE, BROOKLYN, NY 11226",832,OCEAN AVE,BROOKLYN,NY,11226,Brooklyn,APT# 6J,(646) 391-2077
24072,RIAZ MOHAMMAD R.,R B RESTORATION,HOME IMPROV CONTCTR,1173767,"380 EAST   18 STREET, BROOKLYN, NY 11226",380,EAST   18 STREET,BROOKLYN,NY,11226,Brooklyn,APT 4S,(718) 856-5500
24073,"RODRIGUEZ, ALFREDO",A+AA HOME IMPROVEMENTS,HOME IMPROV CONTCTR,1233262,"2329 BEDFORD AVENUE, BROOKLYN, NY 11226",2329,BEDFORD AVENUE,BROOKLYN,NY,11226,Brooklyn,,(917) 353-4380
24074,ROSEY CONSTRUCTION CORP.,,HOME IMPROV CONTCTR,1293810,"597 EAST   22 STREET, BROOKLYN, NY 11226",597,EAST   22 STREET,BROOKLYN,NY,11226,Brooklyn,,(718) 434-4396
24075,ROYAL KRAAL INC,,HOME IMPROV CONTCTR,1304159,"1511 NOSTRAND AVENUE, BROOKLYN, NY 11226",1511,NOSTRAND AVENUE,BROOKLYN,NY,11226,Brooklyn,,(646) 207-6609
24076,S & J CONSTRUCTION OF USA CORP,,HOME IMPROV CONTCTR,1231718,"390 RUGBY ROAD, BROOKLYN, NY 11226",390,RUGBY ROAD,BROOKLYN,NY,11226,Brooklyn,APT 5D,(718) 469-2271
24077,"S.G QUALITY HOME IMPROVEMENT,INC.",,HOME IMPROV CONTCTR,1428609,"175 LOTT ST, BROOKLYN, NY 11226",175,LOTT ST,BROOKLYN,NY,11226,Brooklyn,APT 2E,(347) 683-0983
24078,"SAMUEL, CUTHBERT A",,HOME IMPROV CONTCTR,733831,"133 MARTENSE STREET, BROOKLYN, NY 11226",133,MARTENSE STREET,BROOKLYN,NY,11226,Brooklyn,,(718) 773-1111
24079,"SHROUDER, ALVIN E",ALTO CONSTRUCTION,HOME IMPROV CONTCTR,1187858,"68 EAST   19 STREET, BROOKLYN, NY 11226",68,EAST   19 STREET,BROOKLYN,NY,11226,Brooklyn,,(718) 282-1205
24080,SKY HAWK CONSTRUCTION INC,,HOME IMPROV CONTCTR,1454204,"1700 ALBEMARLE ROAD, BROOKLYN, NY 11226",1700,ALBEMARLE ROAD,BROOKLYN,NY,11226,Brooklyn,STE 4-0,(347) 217-4518
24081,STARSHINE CONSTRUCTION INC,,HOME IMPROV CONTCTR,1075362,"343 EAST   31 STREET, BROOKLYN, NY 11226",343,EAST   31 STREET,BROOKLYN,NY,11226,Brooklyn,1FL.,(718) 693-5016
24082,TORRE ALTA CONTRACTING INC.,,HOME IMPROV CONTCTR,1417432,"1232 FLATBUSH AVE, BROOKLYN, NY 11226",1232,FLATBUSH AVE,BROOKLYN,NY,11226,Brooklyn,,(718) 693-2100
24083,TRIPLE STAR MECHANICAL CORP.,,HOME IMPROV CONTCTR,1109555,"466 EAST   28 STREET, BROOKLYN, NY 11226",466,EAST   28 STREET,BROOKLYN,NY,11226,Brooklyn,,(347) 693-2970
24084,"UDDIN,MOHAMMED Z",MARINE CONSTRUCTION CO,HOME IMPROV CONTCTR,1304037,"589 EAST   22 STREET, BROOKLYN, NY 11226",589,EAST   22 STREET,BROOKLYN,NY,11226,Brooklyn,#2,(718) 462-3973
24085,"WALKER, MICHAEL",,HOME IMPROV CONTCTR,991084,"107 EAST   29 STREET, BROOKLYN, NY 11226",107,EAST   29 STREET,BROOKLYN,NY,11226,Brooklyn,,(718) 856-0703
24086,"WHITE, LARRY",LARRYS CONSTRUCTION,HOME IMPROV CONTCTR,1343843,"2-12 OAKLAND PLACE, BROOKLYN, NY 11226",12-Feb,OAKLAND PLACE,BROOKLYN,NY,11226,Brooklyn,SUITE 2A,(347) 563-2683
24087,"WRIGHT, RUEL V",WRIGHT'S WELDING,HOME IMPROV CONTCTR,924407,"260 PARKSIDE AVENUE, BROOKLYN, NY 11226",260,PARKSIDE AVENUE,BROOKLYN,NY,11226,Brooklyn,APT D3E,(718) 756-1432
24088,"GIBSON, RICKY K & GIBSON, MONIQUE L",G-UNIQUE REMODELING AND CONTRUCTION,HOME IMPROV CONTCTR,1451932,"601 E 19 ST, BROOKLYN, NY 11226-7336",601,E 19 ST,BROOKLYN,NY,11226-7336,Brooklyn,STE 3N,(718) 598-4401
24089,2001 CONSTRUCTION ODYSSEY INC,,HOME IMPROV CONTCTR,1129533,"1435 81 STREET, BROOKLYN, NY 11228",1435,  81 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 234-3927
24090,A MONTEMARANO LANDSCAPING CORP,,HOME IMPROV CONTCTR,922216,"1445 72 STREET, BROOKLYN, NY 11228",1445,  72 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 331-8222
24091,ACHILLE & SON INC,,HOME IMPROV CONTCTR,924655,"1556 74 STREET, BROOKLYN, NY 11228",1556,  74 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 236-5433
24092,AIR FLOW MECHANICAL SERVICES INC.,,HOME IMPROV CONTCTR,1392175,"1350 85 STREET, BROOKLYN, NY 11228",1350,  85 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 259-0036
24093,ALBI'S CONSTRUCTION & ROOFING CORP.,,HOME IMPROV CONTCTR,1195843,"8414 13 AVENUE, BROOKLYN, NY 11228",8414,  13 AVENUE,BROOKLYN,NY,11228,Brooklyn,2ND FLOOR,(718) 921-6580
24094,"ALI, DOMENICO",A & D HOME IMPROVEMENTS,HOME IMPROV CONTCTR,1110196,"1336 80 STREET, BROOKLYN, NY 11228",1336,  80 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 256-7241
24095,ANGELO GIUGLIANO LANDSCAPING CORP,,HOME IMPROV CONTCTR,1102818,"1042 82 STREET, BROOKLYN, NY 11228",1042,  82 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 745-2991
24096,"ANMAR HOME IMPROVEMENT, CORP.",,HOME IMPROV CONTCTR,1218408,"112 BAY   11 STREET, BROOKLYN, NY 11228",112,BAY   11 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 837-3067
24097,ANNEX CONSTRUCTION INC.,,HOME IMPROV CONTCTR,1257536,"7909 14 AVENUE, BROOKLYN, NY 11228",7909,  14 AVENUE,BROOKLYN,NY,11228,Brooklyn,,(917) 528-9245
24098,"ASTERI CONTRACTING, INC.",,HOME IMPROV CONTCTR,1456138,"1138 85 ST, BROOKLYN, NY 11228",1138,  85 ST,BROOKLYN,NY,11228,Brooklyn,,(347) 526-3222
24099,ATHENS HOME CONTRACTING CORP,,HOME IMPROV CONTCTR,1185147,"7112 14 AVENUE, BROOKLYN, NY 11228",7112,  14 AVENUE,BROOKLYN,NY,11228,Brooklyn,,(718) 621-4048
24100,ATLANTIC ELEPHANT INC.,,HOME IMPROV CONTCTR,1277164,"7003 14 AVENUE, BROOKLYN, NY 11228",7003,  14 AVENUE,BROOKLYN,NY,11228,Brooklyn,2ND FLOOR,(917) 670-8844
24101,"BAY TILE CONTRACTING,INC.",,HOME IMPROV CONTCTR,1417678,"7906 10TH AVE, BROOKLYN, NY 11228",7906,10TH AVE,BROOKLYN,NY,11228,Brooklyn,,(718) 232-4532
24102,"BILLY CONTRACTORS,INC",,HOME IMPROV CONTCTR,913644,"7422 14 AVENUE, BROOKLYN, NY 11228",7422,  14 AVENUE,BROOKLYN,NY,11228,Brooklyn,,(718) 694-9494
24103,BUDIMEX TRIBECA CONSTRUCTION CORP,,HOME IMPROV CONTCTR,1452252,"1421 82ND ST, BROOKLYN, NY 11228",1421,82ND ST,BROOKLYN,NY,11228,Brooklyn,,(718) 621-9616
24104,CAP CONSULTING INC,,HOME IMPROV CONTCTR,1129857,"1411 72 STREET, BROOKLYN, NY 11228",1411,  72 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 259-9220
24105,CARMINE SESA,FINISHING TOUCH LANDSCAPING & DESIGN,HOME IMPROV CONTCTR,1312445,"1316 73 STREET, BROOKLYN, NY 11228",1316,  73 STREET,BROOKLYN,NY,11228,Brooklyn,2ND FLOOR,(718) 331-1291
24106,CHASE LANDSCAPE CONSTRUCTION INC,,HOME IMPROV CONTCTR,1390985,"1447 77 STREET, BROOKLYN, NY 11228",1447,  77 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 236-5987
24107,COPPOLA CONSTRUCTION INC,,HOME IMPROV CONTCTR,1389377,"1534 BENSON AVENUE, BROOKLYN, NY 11228",1534,BENSON AVENUE,BROOKLYN,NY,11228,Brooklyn,,(917) 309-7685
24108,CRAWFORD CONTRACTING & CONSULTING CORP,,HOME IMPROV CONTCTR,1450632,"1224 79TH ST, BROOKLYN, NY 11228",1224,79TH ST,BROOKLYN,NY,11228,Brooklyn,,(917) 363-2932
24109,D.A.C. GENERAL CONTRACTING CORP,,HOME IMPROV CONTCTR,955411,"1439 77 STREET, BROOKLYN, NY 11228",1439,  77 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 256-5585
24110,DECKER HOME IMPROVEMENTS INC,,HOME IMPROV CONTCTR,1239904,"1276 71 STREET, BROOKLYN, NY 11228",1276,  71 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 909-9807
24111,"DIGIUSEPPE, GABRIELE",GABRIEL LANDSCAPING,HOME IMPROV CONTCTR,1005944,"1268 73 STREET, BROOKLYN, NY 11228",1268,  73 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 680-7163
24112,DIMITRI ENTERPRISES INC,,HOME IMPROV CONTCTR,1363558,"6904 8 AVENUE, BROOKLYN, NY 11228",6904,   8 AVENUE,BROOKLYN,NY,11228,Brooklyn,,(718) 745-1930
24113,DITTA MALITO & SON CONTRACTING INC,,HOME IMPROV CONTCTR,1386818,"1405 73 STREET, BROOKLYN, NY 11228",1405,  73 STREET,BROOKLYN,NY,11228,Brooklyn,,(347) 400-8235
24114,DO ALL CONSTRUCTION OF NY INC.,,HOME IMPROV CONTCTR,1210071,"6903 FORT HAMILTON PARKWAY, BROOKLYN, NY 11228",6903,FORT HAMILTON PARKWAY,BROOKLYN,NY,11228,Brooklyn,,(718) 836-2847
24115,DOMINICK & ANTHONY DILEO CONST,,HOME IMPROV CONTCTR,972098,"7122 15 AVENUE, BROOKLYN, NY 11228",7122,  15 AVENUE,BROOKLYN,NY,11228,Brooklyn,,(718) 331-2303
24116,EC WORKSHOP INC,,HOME IMPROV CONTCTR,1455358,"1247 79 ST, BROOKLYN, NY 11228",1247,  79 ST,BROOKLYN,NY,11228,Brooklyn,,(646) 206-7236
24117,ECUA SERVICE CONSTRUCTION CORP,,HOME IMPROV CONTCTR,1377001,"1507 71 STREET, BROOKLYN, NY 11228",1507,  71 STREET,BROOKLYN,NY,11228,Brooklyn,,(347) 801-9710
24118,"ENGLEZOZ, GUS",,HOME IMPROV CONTCTR,1241412,"7109 10 AVENUE, BROOKLYN, NY 11228",7109,  10 AVENUE,BROOKLYN,NY,11228,Brooklyn,,(347) 865-7088
24119,EVERGREEN LANDSCAPING INC,EVERGREEN LANDSCAPING,HOME IMPROV CONTCTR,922322,"1357 70 STREET, BROOKLYN, NY 11228",1357,  70 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 259-9382
24120,EXCELLENT HOUSE CONSTRUCTION CORP.,,HOME IMPROV CONTCTR,1327637,"8956 15 AVENUE, BROOKLYN, NY 11228",8956,  15 AVENUE,BROOKLYN,NY,11228,Brooklyn,,(718) 232-6724
24121,EXQUISITE LOOK LLC,,HOME IMPROV CONTCTR,1261801,"1048 70 STREET, BROOKLYN, NY 11228",1048,  70 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 757-6000
24122,FOWA CONSTRUCTION INC.,,HOME IMPROV CONTCTR,1308230,"1130 77 STREET, BROOKLYN, NY 11228",1130,  77 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 680-2580
24123,G & S CONSTRUCTION VENTURES CORP,,HOME IMPROV CONTCTR,1291572,"160 BAY    8 STREET, BROOKLYN, NY 11228",160,BAY    8 STREET,BROOKLYN,NY,11228,Brooklyn,1F,(718) 234-1734
24124,GENERAL LANDSCAPING DESIGN INC.,,HOME IMPROV CONTCTR,953111,"8124 13TH AVE, BROOKLYN, NY 11228",8124,13TH AVE,BROOKLYN,NY,11228,Brooklyn,,(718) 680-0985
24125,"GODOY, MIGUEL",MPG CONSTRUCTION,HOME IMPROV CONTCTR,1440023,"901 80TH ST, BROOKLYN, NY 11228",901,80TH ST,BROOKLYN,NY,11228,Brooklyn,APT 1E,(917) 416-8525
24126,GTN CONTRACTORS CORP,TILE INSTALLERS,HOME IMPROV CONTCTR,1414040,"1037 BAYRIDGE PARKWAY, BROOKLYN, NY 11228",1037,BAYRIDGE PARKWAY,BROOKLYN,NY,11228,Brooklyn,,(917) 642-7377
24127,ICE AGE MECHANICAL CORP,,HOME IMPROV CONTCTR,1439146,"7107 13TH AVE, BROOKLYN, NY 11228",7107,13TH AVE,BROOKLYN,NY,11228,Brooklyn,,(718) 344-5095
24128,"IQBAL, MAZAR",M.H.S. CONSTRUCTION CO,HOME IMPROV CONTCTR,1236984,"6914 8 AVENUE, BROOKLYN, NY 11228",6914,   8 AVENUE,BROOKLYN,NY,11228,Brooklyn,APT 3D,(718) 680-0730
24129,J FUSCHETTO LANDSCAPING INC,J FUSCHETTO LANDSCAPING,HOME IMPROV CONTCTR,922009,"1338 74 STREET, BROOKLYN, NY 11228",1338,  74 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 256-2381
24130,J.M.C CONTRACTING CORP,,HOME IMPROV CONTCTR,955073,"7618 13 AVENUE, BROOKLYN, NY 11228",7618,13 AVENUE,BROOKLYN,NY,11228,Brooklyn,SUITE #4,(718) 439-9566
24131,"JAIRALA, STEVEN",I & S ENTERPRISES,HOME IMPROV CONTCTR,1325533,"7021 7 AVENUE, BROOKLYN, NY 11228",7021,   7 AVENUE,BROOKLYN,NY,11228,Brooklyn,,(646) 712-6892
24132,JEFFREY KING INC.,,HOME IMPROV CONTCTR,1339184,"273 DAHLGREN PLACE, BROOKLYN, NY 11228",273,DAHLGREN PLACE,BROOKLYN,NY,11228,Brooklyn,,(718) 238-0411
24133,JERUSALEN CONSTRUCTION CORPORATION,,HOME IMPROV CONTCTR,1386572,"6913 NEW UTRECHT AVENUE, BROOKLYN, NY 11228",6913,NEW UTRECHT AVENUE,BROOKLYN,NY,11228,Brooklyn,,(917) 645-3076
24134,JUVENTUS CONSTRUCTION INC,,HOME IMPROV CONTCTR,1299742,"7101 14 AVENUE, BROOKLYN, NY 11228",7101,  14 AVENUE,BROOKLYN,NY,11228,Brooklyn,1 FL,(718) 621-2232
24135,K-2 KHYBER CONSTRUCTION INC,,HOME IMPROV CONTCTR,810420,"6908 8 AVENUE, BROOKLYN, NY 11228",6908,   8 AVENUE,BROOKLYN,NY,11228,Brooklyn,,(718) 748-2887
24136,KASTANI MAINTENANCE & CLEANING LTD,,HOME IMPROV CONTCTR,1091948,"6909 11 AVENUE, BROOKLYN, NY 11228",6909,  11 AVENUE,BROOKLYN,NY,11228,Brooklyn,,(718) 680-3399
24137,L & Q SERVICES INC,,HOME IMPROV CONTCTR,1373594,"1531 79TH ST, BROOKLYN, NY 11228",1531,79TH ST,BROOKLYN,NY,11228,Brooklyn,1 FL,(718) 331-8233
24138,"L. LEVINSON,INC.",,HOME IMPROV CONTCTR,1375423,"1553 BATH AVENUE, BROOKLYN, NY 11228",1553,BATH AVENUE,BROOKLYN,NY,11228,Brooklyn,,(718) 236-3400
24139,"LOMBARDO, GIOVANNI",,HOME IMPROV CONTCTR,1061056,"1358 72 STREET, BROOKLYN, NY 11228",1358,  72 STREET,BROOKLYN,NY,11228,Brooklyn,,(718) 232-5107
24140,LONG LIFE CONSTRUCTION INC.,,HOME IMPROV CONTCTR,1442067,"1134 72ND ST, BROOKLYN, NY 11228",1134,72ND ST,BROOKLYN,NY,11228,Brooklyn,2ND FLR,(718) 232-1320
24141,MADISON CONSTRUCTION CONSULTANTS CORP.,,HOME IMPROV CONTCTR,1182135,"7605 12 AVENUE, BROOKLYN, NY 11228",7605,  12 AVENUE,BROOKLYN,NY,11228,Brooklyn,,(718) 701-9736
24142,MARFI CONTRACTING CORP,,HOME IMPROV CONTCTR,1131309,"826 72 STREET, BROOKLYN, NY 11228",826,  72 STREET,BROOKLYN,NY,11228,Brooklyn,1 FLOOR,(718) 748-9041
