ID,Business Name,Trade Name,Facility Type,License Number,Full Address,Address Building,Address Street Name,City,State,ZIP Code,Borough,Address Location,Phone Number,Number of Spaces,Number of Bike Spaces
1485,QUIK PARK PCVST GARAGE LLC,,Parking Garage,1440452,"251 AVE C, NEW YORK, NY 10009",251,AVE C,NEW YORK,NY,10009,Manhattan,,(212) 832-2066,580,23
1486,QUIK PARK PCVST GARAGE LLC,,Parking Garage,1440459,"279 AVE C, NEW YORK, NY 10009",279,AVE C,NEW YORK,NY,10009,Manhattan,,(212) 832-2066,320,21
1487,"QUIK PARK PCVST GARAGE, LLC",,Parking Garage,1440471,"325-327 AVENUE C, NEW YORK, NY 10009",325-327,AVENUE C,NEW YORK,NY,10009,Manhattan,,(212) 832-2066,210,20
1488,QUIK PARK REAL LLC,,Parking Garage,1192939,"35 PARK AVENUE, NEW YORK, NY 10016",35,PARK AVENUE,NEW YORK,NY,10016,Manhattan,,(212) 832-2066,47,
1489,QUIK PARK REGENT LLC,,Parking Garage,1192997,"38 BOWERY, NEW YORK, NY 10013",38,BOWERY,NEW YORK,NY,10013,Manhattan,30-38 BOWERY,(212) 832-2066,140,14
1490,QUIK PARK RIVERSIDE GARAGE LLC,,Parking Garage,1320334,"779-789 RIVERSIDE DRIVE, NEW YORK, NY 10032",779-789,RIVERSIDE DRIVE,NEW YORK,NY,10032,Manhattan,,(212) 832-2066,90,9
1491,QUIK PARK SCH GARAGE LLC,,Parking Garage,1412999,"236 LIVINGSTON AVE, BROOKLYN, NY 11217",236,LIVINGSTON AVE,BROOKLYN,NY,11217,Brooklyn,,(212) 832-2066,109,10
1492,QUIK PARK SOUTHERN LLC,,Parking Garage,1192922,"1 NEW YORK PLAZA, NEW YORK, NY 10004",1,NEW YORK PLAZA,NEW YORK,NY,10004,Manhattan,,(212) 832-2066,150,15
1493,"QUIK PARK STANDARD, LLC",,Parking Garage,1293753,"101 PARK AVENUE, NEW YORK, NY 10017",101,PARK AVENUE,NEW YORK,NY,10017,Manhattan,,(212) 832-2066,124,12
1494,QUIK PARK SWIFT LLC,,Parking Garage,1192930,"140 EAST   56 STREET, NEW YORK, NY 10022",140,EAST   56 STREET,NEW YORK,NY,10022,Manhattan,A/K/A 667-75 LEXINGTON AVE,(212) 832-2066,50,
1495,QUIK PARK THEATER LOT LLC,,Parking Lot,1271788,"223-5 WEST   46 STREET, NEW YORK, NY 10036",223-5,WEST   46 STREET,NEW YORK,NY,10036,Manhattan,,(212) 832-2066,41,
1496,QUIK PARK TRIBECA LLC,,Parking Garage,1321864,"450 WASHINGTON STREET, NEW YORK, NY 10013",450,WASHINGTON STREET,NEW YORK,NY,10013,Manhattan,,(212) 832-2066,166,16
1497,QUIK PARK TRUFFLES LLC,,Parking Garage,1450868,"12 E 13TH ST, NEW YORK, NY 10003",12,E 13TH ST,NEW YORK,NY,10003,Manhattan,,(212) 832-2066,250,
1498,QUIK PARK W.23RD ST.LLC,,Parking Garage,1313251,"423-431 WEST   23 STREET, NEW YORK, NY 10011",423-431,WEST   23 STREET,NEW YORK,NY,10011,Manhattan,,(212) 832-2066,185,18
1499,QUIK PARK WEST 12TH ST. LLC,,Parking Garage,1247513,"175-179 WEST   12 STREET, NEW YORK, NY 10011",175-179,WEST   12 STREET,NEW YORK,NY,10011,Manhattan,AKA 21-35 7 AVENUE,(212) 832-2066,43,
1500,"QUIK PARK WEST 22 ST, LLC",,Garage - Parking Lot Combo,1228867,"235 WEST   22 STREET, NEW YORK, NY 10011",235,WEST   22 STREET,NEW YORK,NY,10011,Manhattan,,(212) 832-2066,85,8
1501,QUIK PARK WEST 22ND ST MANAGEMENT LLC,,Parking Garage,1334095,"133 WEST   22 STREET, NEW YORK, NY 10011",133,WEST   22 STREET,NEW YORK,NY,10011,Manhattan,,(212) 832-2066,137,13
1502,QUIK PARK WEST 41ST STREET LLC,,Parking Garage,1266247,"601 WEST   41 STREET, NEW YORK, NY 10036",601,WEST   41 STREET,NEW YORK,NY,10036,Manhattan,,(212) 832-2066,194,19
1503,QUIK PARK WEST 55TH ST LLC,,Parking Garage,1271791,"73-77 WEST   55 STREET, NEW YORK, NY 10019",73-77,WEST   55 STREET,NEW YORK,NY,10019,Manhattan,,(212) 832-2066,61,6
1504,"QUIK PARK WEST 56 ST, LLC",,Parking Garage,1234691,"328-340 WEST   56 STREET, NEW YORK, NY 10019",328-340,WEST   56 STREET,NEW YORK,NY,10019,Manhattan,,(212) 832-2066,115,11
1505,QUIK PARK WEST 57 LLC,,Parking Garage,1330550,"9 WEST   57 STREET, NEW YORK, NY 10019",9,WEST   57 STREET,NEW YORK,NY,10019,Manhattan,,(212) 832-2066,200,20
1506,QUIK PARK WEST 58TH LLC,,Parking Garage,1275681,"116 CENTRAL PARK SOUTH, NEW YORK, NY 10019",116,CENTRAL PARK SOUTH,NEW YORK,NY,10019,Manhattan,,(212) 832-2066,58,5
1507,QUIK PARK WEST 62ND ST LLC,,Parking Garage,1280518,"140 WEST   65 STREET, NEW YORK, NY 10023",140,WEST   65 STREET,NEW YORK,NY,10023,Manhattan,,(212) 832-2066,721,25
1508,QUIK PARK YORK AVENUE LLC,,Parking Garage,1192968,"400 EAST   71 STREET, NEW YORK, NY 10021",400,EAST   71 STREET,NEW YORK,NY,10021,Manhattan,,(212) 832-2066,180,18
1509,R & G PARKING CORP,,Parking Lot,1374690,"1810 LORING PL, BRONX, NY 10453",1810,LORING PL,BRONX,NY,10453,Bronx,,(646) 934-5560,53,5
1510,R & H 173RD SERVICES CORP,,Parking Lot,1415151,"3976 PARK AVENUE, BRONX, NY 10457",3976,PARK AVENUE,BRONX,NY,10457,Bronx,,(719) 484-4804,50,
1511,R A D VALET PARKING INC,,Parking Garage,1295487,"5423 8 AVENUE, BROOKLYN, NY 11220",5423,   8 AVENUE,BROOKLYN,NY,11220,Brooklyn,,(646) 251-8052,41,
1512,RAINBOW PARKING CORP,,Parking Garage,367503,"300 EAST   71 STREET, NEW YORK, NY 10021",300,EAST   71 STREET,NEW YORK,NY,10021,Manhattan,,(212) 249-3344,57,5
1513,RAMP PARKING CORP,,Parking Garage,904481,"44 ELIZABETH STREET, NEW YORK, NY 10013",44,ELIZABETH STREET,NEW YORK,NY,10013,Manhattan,,(212) 866-1000,150,15
1514,"RAPID 75, CORP",,Parking Garage,983786,"35 EAST   75 STREET, NEW YORK, NY 10021",35,EAST   75 STREET,NEW YORK,NY,10021,Manhattan,,(212) 866-1000,73,7
1515,RAPID 83 STREET PARKING CORP,,Parking Garage,1328283,"351 EAST   83 STREET, NEW YORK, NY 10028",351,EAST   83 STREET,NEW YORK,NY,10028,Manhattan,,(212) 866-1000,138,13
1516,RAPID E 77TH ST CORP,,Parking Garage,927031,"155 EAST   76 STREET, NEW YORK, NY 10021",155,EAST   76 STREET,NEW YORK,NY,10021,Manhattan,,(212) 866-1000,70,7
1517,RAPID E 77TH ST CORP,,Parking Garage,927032,"150 EAST   77 STREET, NEW YORK, NY 10021",150,EAST   77 STREET,NEW YORK,NY,10021,Manhattan,,(212) 866-1000,37,
1518,RAPID EAST 87TH CORP,,Parking Garage,1117868,"55 EAST   87 STREET, NEW YORK, NY 10128",55,EAST   87 STREET,NEW YORK,NY,10128,Manhattan,,(212) 831-4818,57,5
1519,RAPID RIVERSIDE CORP,RAPID RIVERSIDE,Parking Garage,921454,"70 RIVERSIDE DRIVE, NEW YORK, NY 10024",70,RIVERSIDE DRIVE,NEW YORK,NY,10024,Manhattan,,(212) 866-1000,80,8
1520,RAPID WEST 102 CORP,,Parking Garage,978502,"206 WEST  102 STREET, NEW YORK, NY 10025",206,WEST  102 STREET,NEW YORK,NY,10025,Manhattan,,(212) 866-1000,114,11
1521,REALITY PARKING LLC,,Parking Garage,1306466,"900 8 AVENUE, NEW YORK, NY 10019",900,   8 AVENUE,NEW YORK,NY,10019,Manhattan,,(212) 686-9800,355,21
1522,REALPRO PARKING LLC,,Parking Garage,1135063,"330 EAST   39 STREET, NEW YORK, NY 10016",330,EAST   39 STREET,NEW YORK,NY,10016,Manhattan,,(212) 686-9800,208,20
1523,"RECTOR WEST PARKING, LLC",,Parking Garage,1412773,"200 RECTOR PLACE, NEW YORK, NY 10280",200,RECTOR PLACE,NEW YORK,NY,10280,Manhattan,,(212) 686-9800,134,13
1524,REDBALL PARKING LLC,,Parking Garage,1313007,"142 EAST   31 STREET, NEW YORK, NY 10016",142,EAST   31 STREET,NEW YORK,NY,10016,Manhattan,,(212) 683-2056,550,23
1525,REED PARKING CORP,,Parking Garage,1002428,"100-25 QUEENS BOULEVARD, FOREST HILLS, NY 11375",100-25,QUEENS BOULEVARD,FOREST HILLS,NY,11375,Queens,,(212) 490-3460,66,6
1526,"REGAL CAR PARK, LLC",,Parking Garage,1326426,"33 WEST   56 STREET, NEW YORK, NY 10019",33,WEST   56 STREET,NEW YORK,NY,10019,Manhattan,,(121) 221-6111,76,7
1527,REGAL PARKING CORP,,Parking Garage,1146395,"98-10 64 AVENUE, REGO PARK, NY 11374",98-10,  64 AVENUE,REGO PARK,NY,11374,Queens,,(212) 736-7171,180,18
1528,REGAL PARKING CORP,,Parking Garage,1146424,"98-22 63 DRIVE, REGO PARK, NY 11374",98-22,  63 DRIVE,REGO PARK,NY,11374,Queens,,(212) 736-7171,180,18
1529,REGAL PARKING LLC.,,Parking Garage,429658,"250 MADISON AVENUE, NEW YORK, NY 10016",250,MADISON AVENUE,NEW YORK,NY,10016,Manhattan,250-264,(212) 686-9800,155,15
1530,REGINA PACIS HOUSING CORP,,Parking Lot,897920,"2424-40 CROPSEY AVENUE, BROOKLYN, NY 11214",2424-40,CROPSEY AVENUE,BROOKLYN,NY,11214,Brooklyn,,(718) 740-0416,38,
1531,RELIABLE PARKING CORP,,Parking Lot,896443,"299 EAST MOUNT EDEN AVENUE, BRONX, NY 10457",299,EAST MOUNT EDEN AVENUE,BRONX,NY,10457,Bronx,,(212) 753-6116,115,11
1532,RELIABLE PARKING CORP,,Parking Lot,896444,"585 EAST  169 STREET, BRONX, NY 10456",585,EAST  169 STREET,BRONX,NY,10456,Bronx,,(212) 753-6116,240,20
1533,RELIABLE PARKING CORP,,Parking Lot,896736,"1193 FRANKLIN AVENUE, BRONX, NY 10456",1193,FRANKLIN AVENUE,BRONX,NY,10456,Bronx,1208 FULTON ST,(212) 753-6116,150,15
1534,RELIANT PARKING LLC.,,Parking Garage,819247,"225 WEST   83 STREET, NEW YORK, NY 10024",225,WEST   83 STREET,NEW YORK,NY,10024,Manhattan,,(212) 686-9800,107,10
1535,RENOIR CAR PARK LLC,,Parking Garage,1364914,"225 E 63RD ST, NEW YORK, NY 10065",225,E 63RD ST,NEW YORK,NY,10065,Manhattan,,(212) 996-6363,31,
1536,RESOURCE PARKING LLC.,,Parking Garage,858490,"1540-48 BROADWAY, NEW YORK, NY 10036",1540-48,BROADWAY,NEW YORK,NY,10036,Manhattan,,(212) 686-9800,100,10
1537,REX PARKING CORP,,Parking Garage,1384437,"10 E 153RD ST, BRONX, NY 10451",10,E 153RD ST,BRONX,NY,10451,Bronx,AKA 68 E 153RD ST,(516) 698-4240,225,20
1538,REX PARKING CORP,,Parking Garage,1384440,"10 E 153RD ST, BRONX, NY 10451",10,E 153RD ST,BRONX,NY,10451,Bronx,AKA 68 E 153RD ST,(516) 698-4240,42,
1539,REYER PARKING CORP,,Parking Garage,1187738,"257 EAST  187 STREET, BRONX, NY 10458",257,EAST  187 STREET,BRONX,NY,10458,Bronx,,(718) 933-5279,100,10
1540,REYER PARKING CORP.,,Parking Garage,1352450,"1872 EAST TREMONT AVE, BRONX, NY 10460",1872,EAST TREMONT AVE,BRONX,NY,10460,Bronx,,(212) 541-6050,100,10
1541,RIBAR PARKING LLC,,Parking Garage,1262404,"160 WEST   10 STREET, NEW YORK, NY 10014",160,WEST   10 STREET,NEW YORK,NY,10014,Manhattan,,(212) 929-3041,200,20
1542,RICANT PARKING LLC,,Parking Garage,1192294,"443 EAST 49TH STREET, NEW YORK, NY 10017",443,EAST 49TH STREET,NEW YORK,NY,10017,Manhattan,,(212) 688-7666,150,15
1543,RICHMAN PLAZA GARAGE CORP.,,Parking Garage,1193976,"55 RICHMAN PLAZA, BRONX, NY 10453",55,RICHMAN PLAZA,BRONX,NY,10453,Bronx,,(718) 583-0620,800,26
1544,"RISING WOLF PARKING GARAGE, LLC",,Garage - Parking Lot Combo,966613,"336-338 EAST    9 STREET, NEW YORK, NY 10003",336-338,EAST    9 STREET,NEW YORK,NY,10003,Manhattan,,(212) 475-5858,48,
1545,"RITE-SITE MUFFLERS, INC.",RITE SITE PARKING,Parking Lot,1418561,"3559 WHITE PLAINS RD, BRONX, NY 10467",3559,WHITE PLAINS RD,BRONX,NY,10467,Bronx,,(718) 292-4220,25,
1546,RIVER PARKING SYSTEMS CORP,,Parking Garage,1193541,"85 EAST  158 STREET, BRONX, NY 10451",85,EAST  158 STREET,BRONX,NY,10451,Bronx,85-87 EAST 158 STREET,(718) 993-9026,155,15
1547,RIVER WATCH GARAGE LLC,,Parking Garage,1016422,"70 BATTERY PLACE, NEW YORK, NY 10280",70,BATTERY PLACE,NEW YORK,NY,10280,Manhattan,,(212) 838-9092,36,
1548,RIVER YORK BARCLAY LLC,,Parking Garage,1071281,"1749 YORK AVENUE, NEW YORK, NY 10128",1749,YORK AVENUE,NEW YORK,NY,10128,Manhattan,AKA 436-442 EAST 92 STREET,(212) 860-9888,150,15
1549,RIVER YORK STRATFORD LLC,,Parking Garage,1070442,"1385 YORK AVENUE, NEW YORK, NY 10021",1385,YORK AVENUE,NEW YORK,NY,10021,Manhattan,,(212) 650-1299,150,15
1550,RIVERBAY CORP,,Parking Garage,692569,"99 DREISER LOOP, BRONX, NY 10475",99,DREISER LOOP,BRONX,NY,10475,Bronx,,(718) 320-3326,1361,31
1551,RIVERBAY CORP,,Parking Garage,692570,"99 CARVER LOOP, BRONX, NY 10475",99,CARVER LOOP,BRONX,NY,10475,Bronx,,(718) 320-3326,1361,31
1552,RIVERBAY CORP,,Parking Garage,692571,"99 ASCH LOOP, BRONX, NY 10475",99,ASCH LOOP,BRONX,NY,10475,Bronx,,(718) 720-3326,1361,31
1553,RIVERBAY CORP,,Parking Garage,692572,"99 BELLAMY LOOP SOUTH, BRONX, NY 10475",99,BELLAMY LOOP SOUTH,BRONX,NY,10475,Bronx,,(718) 320-3326,1361,31
1554,RIVERBAY CORP,,Parking Garage,692573,"999 CO-OP CITY BOULEVARD, BRONX, NY 10475",999,CO-OP CITY BOULEVARD,BRONX,NY,10475,Bronx,,(718) 320-3326,1311,31
1555,RIVERBAY CORP,,Parking Garage,695802,"99 ERSKINE PL, BRONX, NY 10475",99,ERSKINE PL,BRONX,NY,10475,Bronx,,(718) 320-3326,1361,31
1556,RIVERBAY CORP,,Parking Garage,695804,"2099 BARTOW AVENUE, BRONX, NY 10475",2099,BARTOW AVENUE,BRONX,NY,10475,Bronx,,(718) 320-3391,1361,31
1557,RIVERBAY CORPORATION,,Parking Garage,695803,"99 EINSTEIN LOOP NORTH, BRONX, NY 10475",99,EINSTEIN LOOP NORTH,BRONX,NY,10475,Bronx,,(718) 320-3326,1311,31
1558,RL MERCER STREET LLC,,Parking Garage,1310031,"40 MERCER STREET, NEW YORK, NY 10013",40,MERCER STREET,NEW YORK,NY,10013,Manhattan,,(212) 832-066,100,10
1559,RMG PARKING CORP,CAR PARK,Parking Lot,904395,"610 WEST   46 STREET, NEW YORK, NY 10036",610,WEST   46 STREET,NEW YORK,NY,10036,Manhattan,,(212) 582-1951,185,18
1560,ROCKMILL GARAGE CORP,,Parking Garage,892164,"340 EAST   94 STREET, NEW YORK, NY 10128",340,EAST   94 STREET,NEW YORK,NY,10128,Manhattan,,(212) 866-1000,124,12
1561,"RODRIGUEZ, JAVIER",J S PARKING LOT,Parking Lot,1179976,"2801 JEROME AVENUE, BRONX, NY 10468",2801,JEROME AVENUE,BRONX,NY,10468,Bronx,,(718) 563-6413,100,10
1562,"ROMAN-FERNANDEZ, OLGA C","GARRISON PARKING LOT & SALES, CO.",Parking Lot,1177564,"1185 GARRISON AVENUE, BRONX, NY 10474",1185,GARRISON AVENUE,BRONX,NY,10474,Bronx,,(718) 893-1077,42,
1563,"ROMANO, ANTHONY S",,Parking Lot,760927,"2450 HOFFMAN STREET, BRONX, NY 10458",2450,HOFFMAN STREET,BRONX,NY,10458,Bronx,,(917) 930-6360,25,
1564,RONEL OPERATING LLC,,Parking Garage,1316955,"25 WEST   13 STREET, NEW YORK, NY 10011",25,WEST   13 STREET,NEW YORK,NY,10011,Manhattan,,(212) 929-9404,62,6
1565,"ROSARIO, HERIBERTO",1318 SOUTHERN BLVD PARKING,Parking Lot,1126560,"1318 SOUTHERN BOULEVARD, BRONX, NY 10459",1318,SOUTHERN BOULEVARD,BRONX,NY,10459,Bronx,,(917) 417-5886,33,
1566,ROYAL 89 PARKING LLC,,Parking Garage,1124818,"200-210 EAST   89 STREET, NEW YORK, NY 10128",200-210,EAST   89 STREET,NEW YORK,NY,10128,Manhattan,,(212) 686-9800,70,7
1567,"ROYAL CAR PARK, LLC",,Parking Lot,1280753,"86-90 WARREN STREET, NEW YORK, NY 10007",86-90,WARREN STREET,NEW YORK,NY,10007,Manhattan,,(212) 221-6111,52,5
1568,ROYAL CHARTER       PROPERTIES-EAST INC,HELMSLEY MEDICAL TOWER GRG,Parking Garage,831026,"507 EAST   70 STREET, NEW YORK, NY 10021",507,EAST   70 STREET,NEW YORK,NY,10021,Manhattan,,(212) 746-1969,175,17
1569,ROYAL CHARTER PROPERTIES INC,,Parking Garage,957484,"1285 YORK AVENUE, NEW YORK, NY 10021",1285,YORK AVENUE,NEW YORK,NY,10021,Manhattan,,(212) 746-1969,77,7
1570,"RUFRANO, ANNA",A RUFRANO PARKING LOT,Parking Lot,699282,"540-542 GRAHAM AVENUE, BROOKLYN, NY 11222",540-542,GRAHAM AVENUE,BROOKLYN,NY,11222,Brooklyn,,(516) 581-5717,14,
1571,S C R PARKING CORP,,Parking Garage,427311,"169 EAST   87 STREET, NEW YORK, NY 10128",169,EAST   87 STREET,NEW YORK,NY,10128,Manhattan,,(212) 249-3344,175,17
1572,S P I OPERATING CORP,,Parking Lot,909273,"132-142 WEST   27 STREET, NEW YORK, NY 10001",132-142,WEST   27 STREET,NEW YORK,NY,10001,Manhattan,,(718) 721-5243,85,8
1573,S S J T CORP,,Parking Garage,888851,"470 OCEAN AVENUE, BROOKLYN, NY 11226",470,OCEAN AVENUE,BROOKLYN,NY,11226,Brooklyn,ROOM RB5,(718) 282-0778,48,
1574,S T A PARKING CORP,,Parking Garage,427101,"433 EAST   76 STREET, NEW YORK, NY 10021",433,EAST   76 STREET,NEW YORK,NY,10021,Manhattan,,(212) 737-8850,131,13
1575,S.D. BARRON LLC,,Parking Garage,1018977,"85 4 AVENUE, NEW YORK, NY 10003",85,   4 AVENUE,NEW YORK,NY,10003,Manhattan,,(212) 375-8455,48,
1576,SAB PARKING INC.,INCORPORATION PARKING GARAGE,Garage - Parking Lot Combo,1452993,"200 EAST END AVE, NEW YORK, NY 10128",200,EAST END AVE,NEW YORK,NY,10128,Manhattan,,(646) 861-0883,41,
1577,SAFEWAY PARKING CORP.,,Parking Garage,888537,"345 EAST   86 STREET, NEW YORK, NY 10028",345,EAST   86 STREET,NEW YORK,NY,10028,Manhattan,,(212) 410-9609,56,5
1578,SALEM PARKING LLC,,Parking Lot,1109612,"497 WEST STREET, NEW YORK, NY 10014",497,WEST STREET,NEW YORK,NY,10014,Manhattan,497-501 WEST STREET,(212) 686-9800,150,15
1579,SALLY PARKING LOT INC,,Parking Lot,1281804,"4327 3 AVENUE, BRONX, NY 10457",4327,   3 AVENUE,BRONX,NY,10457,Bronx,,(646) 331-4615,40,
1580,"SALVATOR, JOSEPH",J & S PARKING FACILITY,Garage - Parking Lot Combo,1261502,"284 NASSAU AVENUE, BROOKLYN, NY 11222",284,NASSAU AVENUE,BROOKLYN,NY,11222,Brooklyn,284-286 NASSAU AVENUE,(347) 589-5454,25,
1581,"SAM PARKING, L.L.C.",,Parking Garage,926039,"360 WEST BROADWAY, NEW YORK, NY 10013",360,WEST BROADWAY,NEW YORK,NY,10013,Manhattan,,(212) 966-6774,180,18
1582,SAMI'S SERVICE STATION INC,RAAMCO,Parking Lot,427881,"4275 BROADWAY, NEW YORK, NY 10033",4275,BROADWAY,NEW YORK,NY,10033,Manhattan,,(212) 928-3112,50,
1583,SAMO PARKING LLC,,Parking Garage,1423764,"401 E 74TH ST, NEW YORK, NY 10021",401,E 74TH ST,NEW YORK,NY,10021,Manhattan,GARAGE,(212) 714-3571,61,6
1584,SANDS PARKING LLC,,Parking Lot,1276463,"66 SANDS STREET, BROOKLYN, NY 11201",66,SANDS STREET,BROOKLYN,NY,11201,Brooklyn,,(718) 643-6440,100,10
1585,"SANFORD TOWER GARAGE, INC.",,Parking Lot,1066286,"133-47 SANFORD AVENUE, FLUSHING, NY 11355",133-47,SANFORD AVENUE,FLUSHING,NY,11355,Queens,,(718) 359-8058,113,11
1586,"SARKISSIAN, SANDRA L",,Parking Lot,1009641,"3130 WEBSTER AVENUE, BRONX, NY 10467",3130,WEBSTER AVENUE,BRONX,NY,10467,Bronx,AKA 3128-30 WEBSTER AVENUE,(718) 655-7125,6,
1587,"SARNO, CATHERINE/SARNO, ANDREW",C.N.A. PARKING,Parking Lot,1019603,"99-101 HOYT STREET, BROOKLYN, NY 11217",99-101,HOYT STREET,BROOKLYN,NY,11217,Brooklyn,,(718) 857-4267,10,
1588,"SAUBER, DAVID - ET AL",MARLE REALTY CO,Parking Lot,369603,"415 ALBEMARLE ROAD, BROOKLYN, NY 11218",415,ALBEMARLE ROAD,BROOKLYN,NY,11218,Brooklyn,,(718) 338-2010,8,
1589,"SAVANNAH GARAGE, LLC",,Parking Garage,1181333,"250 WEST 89TH STREET, NEW YORK, NY 10024",250,WEST 89TH STREET,NEW YORK,NY,10024,Manhattan,,(212) 888-7400,52,5
1590,SAVOY GARAGE PARTNERS LLC,,Parking Garage,1413309,"118 EAST   86 STREET, NEW YORK, NY 10028",118,EAST   86 STREET,NEW YORK,NY,10028,Manhattan,,(212) 831-2700,184,18
1591,SAWYER PARKING LLC,,Parking Garage,1133687,"148-150 WEST   20 STREET, NEW YORK, NY 10011",148-150,WEST   20 STREET,NEW YORK,NY,10011,Manhattan,,(212) 242-8310,150,15
1592,SBC PARKING LLC,,Parking Garage,1310681,"50-56 EAST   89 STREET, NEW YORK, NY 10128",50-56,EAST   89 STREET,NEW YORK,NY,10128,Manhattan,,(212) 831-8816,153,15
1593,"SCHERMERHORN PARKING MGMT, LLC",,Parking Garage,1455589,"200 SCHERMERHORN ST, BROOKLYN, NY 11201",200,SCHERMERHORN ST,BROOKLYN,NY,11201,Brooklyn,,(212) 795-7275,144,
1594,"SCHNEEWEIS, IRVING &SCHNEEWEIS, MICHEAL",RIVEREDGE SUTTON GARDEN,Parking Garage,469257,"425 EAST   54 STREET, NEW YORK, NY 10022",425,EAST   54 STREET,NEW YORK,NY,10022,Manhattan,,(212) 956-2280,68,6
1595,SCHUR MANAGEMENT CO LTD,,Parking Lot,1294206,"3095 WEBSTER AVENUE, BRONX, NY 10467",3095,WEBSTER AVENUE,BRONX,NY,10467,Bronx,,(718) 733-6300,25,
1596,SCHUR MANAGEMENT COMPANY LTD,,Parking Lot,1294217,"3120 WEBSTER AVENUE, BRONX, NY 10467",3120,WEBSTER AVENUE,BRONX,NY,10467,Bronx,,(718) 733-6300,40,
1597,"SCOTTO, MICHAEL",,Parking Lot,787501,"72 DOUGLASS STREET, BROOKLYN, NY 11231",72,DOUGLASS STREET,BROOKLYN,NY,11231,Brooklyn,,(718) 236-0737,14,
1598,"SEAMAN PARKING, CORP",,Parking Lot,1210590,"433 WEST  218 STREET, NEW YORK, NY 10034",433,WEST  218 STREET,NEW YORK,NY,10034,Manhattan,433-439,(212) 569-9090,50,
1599,SEAPORT PARKING LLC,,Parking Garage,1343881,"80 BEEKMAN STREET, NEW YORK, NY 10038",80,BEEKMAN STREET,NEW YORK,NY,10038,Manhattan,,(212) 686-9800,661,24
1600,"SECURE PARKING, LLC",,Parking Garage,1099298,"363 WEST   30 STREET, NEW YORK, NY 10001",363,WEST   30 STREET,NEW YORK,NY,10001,Manhattan,,(212) 686-9800,18,
1601,SELECT PARKING LLC.,SELECT PARKING,Parking Garage,914923,"301-11 EAST   57 STREET, NEW YORK, NY 10022",301-11,EAST   57 STREET,NEW YORK,NY,10022,Manhattan,AKA 303 EAST 57 STREET,(212) 686-9800,328,21
1602,"SESSANTA PARKING CO, LLC",,Parking Garage,1342356,"229 WEST   60 STREET, NEW YORK, NY 10023",229,WEST   60 STREET,NEW YORK,NY,10023,Manhattan,,(718) 896-9600,200,20
1603,"SETTINERI, ALFRED",,Parking Lot,367420,"1421 61 STREET, BKLYN, NY 11219",1421,  61 STREET,BKLYN,NY,11219,Brooklyn,23,(718) 851-6442,25,
1604,SEVEN ELEVEN CAR PARK LLC,GGMC,Parking Garage,992903,"711 THIRD AVENUE, NEW YORK, NY 10017",711,THIRD AVENUE,NEW YORK,NY,10017,Manhattan,,(212) 996-6363,165,16
1605,SEVENTEEN STREET PARKING CORP,,Parking Lot,429693,"7 WEST   17 STREET, NEW YORK, NY 10011",7,WEST   17 STREET,NEW YORK,NY,10011,Manhattan,9,(212) 249-3344,25,
1606,SHARP PARKING LLC.,SHARP PARKING,Parking Garage,916698,"825-835 2 AVENUE, NEW YORK, NY 10017",825-835,   2 AVENUE,NEW YORK,NY,10017,Manhattan,,(212) 686-9800,126,12
1607,SHELTER PARKING BREVARD LLC,,Parking Garage,1373329,"245 E 54TH ST, NEW YORK, NY 10022",245,E 54TH ST,NEW YORK,NY,10022,Manhattan,,(516) 881-3535,178,17
1608,SHERIDAN GARAGE CORPORATION,,Parking Garage,1075136,"1040-52 FREEMAN STREET, BRONX, NY 10459",1040-52,FREEMAN STREET,BRONX,NY,10459,Bronx,,(718) 378-7688,96,9
1609,SHERMAN PARKING SYSTEMS INC.,,Parking Garage,1400052,"361 E 161ST ST, BRONX, NY 10451",361,E 161ST ST,BRONX,NY,10451,Bronx,,(914) 960-1795,50,
1610,"SHERMAN PARKING, INC",,Parking Garage,1103762,"210 SHERMAN AVENUE, NEW YORK, NY 10034",210,SHERMAN AVENUE,NEW YORK,NY,10034,Manhattan,,(212) 567-3629,65,6
1611,SHOW BIZ PARKING LIMITED LIABILITY COMPANY,,Parking Lot,952277,"256-262 WEST   46 STREET, NEW YORK, NY 10036",256-262,WEST   46 STREET,NEW YORK,NY,10036,Manhattan,,(212) 308-5959,90,9
1612,SHOW BIZ PARKING LIMITED LIABILITY COMPANY,,Parking Lot,952279,"251-57 WEST   45 STREET, NEW YORK, NY 10036",251-57,WEST   45 STREET,NEW YORK,NY,10036,Manhattan,,(212) 308-5959,256,20
1613,SIFNOS REALTY CORP,,Parking Lot,854269,"40-08 CRESCENT STREET, L I CITY, NY 11101",40-08,CRESCENT STREET,L I CITY,NY,11101,Queens,,(718) 937-9050,12,
1614,SILVER TOWERS GARAGE LLC,,Parking Garage,1260274,"125-10 QUEENS BOULEVARD, QUEENS, NY 11415",125-10,QUEENS BOULEVARD,QUEENS,NY,11415,Queens,,(718) 793-7498,400,22
1615,SKY PARKING CORP.,,Parking Garage,981503,"121 READE STREET, NEW YROK, NY 10013",121,READE STREET,NEW YROK,NY,10013,Manhattan,,(212) 490-3460,89,8
1616,SM OBAMA PARKING INC,,Parking Lot,1338416,"1325 BOSTON ROAD, BRONX, NY 10456",1325,BOSTON ROAD,BRONX,NY,10456,Bronx,,(718) 842-2018,160,16
