Facility Type,License Number,Entity Name,Trade Name,Address,Address Zip Code,Telephone Number,Number of Spaces
Parking Lot,1132122,"JALIL, RODOLFO CLAUDIO",RUDY'S PARKING,"362 364 EAST 148 STREET
BRONX, NY 10455
(40.813535754971156, -73.9053552520432)",10455,7182929382,80
Parking Lot,1140965,"GARDEN GARAGE, LLC",,"384 8 AVENUE
NEW YORK, NY 10001
(40.74910453074891, -73.99564883798935)",10001,2128322066,35
Parking Lot,1148572,ST.ANNS PARKING INC,,"234 240 WEST 148 STREET
NEW YORK, NY 10039
(40.82668192862815, -73.93777090780111)",10039,2122344326,110
Parking Lot,1153766,MPC PARKING LLC,,"1104 1116 2 AVENUE
NEW YORK, NY 10022
(40.758630224005685, -73.96809182217982)",10022,2126869800,227
Parking Lot,1177564,"ROMAN-FERNANDEZ, OLGA C","GARRISON PARKING LOT & SALES, CO.","1185 GARRISON AVENUE
BRONX, NY 10474
(40.82060556732158, -73.88798958514295)",10474,7188931077,42
Parking Lot,1179362,1161 PARKING LOT CORP.,,"1161 GARRISON AVENUE
BRONX, NY 10474
(40.820426108436045, -73.88825807015235)",10474,6462716133,28
Parking Lot,1180979,9 WEST 35TH STREET LLC,MEYERS PARKING,"39343 35 STREET
NEW YORK, NY 10001
(40.75025902143676, -73.99688630375988)",10001,2125025490,225
Parking Lot,1192089,A R M PARKING LLC,,"710 61 STREET
BROOKLYN, NY 11220
(40.63606504839026, -74.01210320711651)",11220,7325362049,50
Parking Lot,1195484,"CHAMPION PARKING 425, LLC",,"425 PARK AVENUE
NEW YORK, NY 10022
(40.76049599797038, -73.97136371093744)",10022,2123085959,130
Parking Lot,1202048,"FORDHAM AUTO PLUS, INC.",,"2389 2409 JEROME AVENUE
BRONX, NY 10468
(40.869693003729196, -73.89892699248668)",10468,7183652492,80
Parking Lot,1232549,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,"436 83 STREET
NEW YORK, NY 10028
(40.77415717340534, -73.94897265356548)",10028,2125025490,44
Parking Lot,1236246,STANDARD PARKING CORPORATION,,"75 RICHMOND TERRACE
STATEN ISLAND, NY 10301
(40.64452641160509, -74.07679791367903)",10301,7184206719,1050
Parking Lot,1237359,DYCKMAN LOT INC,,"131 DYCKMAN STREET
NEW YORK, NY 10040
(40.86258039147806, -73.9253388313658)",10040,2125672360,62
Parking Lot,1244617,"IMPERIAL PARKING (U.S.), INC",,"185 KING STREET
BROOKLYN, NY 11231
(40.67932916008601, -74.01311037483394)",11231,2129378660,597
Parking Lot,1246253,"GLOBAL EXPRESS LINES, INC.",,"691 149 STREET
BRONX, NY 10455
(40.81340534193023, -73.90973295003513)",10455,7182929796,20
Parking Lot,1259181,STANDARD PARKING CORP.,,"136 20 38 AVENUE
QUEENS, NY 11354
(40.76862022064671, -73.82719028070687)",11354,2129163480,401
Parking Lot,1273615,SOUTH BRONX OVERALL ECONOMIC DEVELOPMENT CORP,,"541 BROOK AVENUE
BRONX, NY 10455
(40.81501210219453, -73.9149589905113)",10455,7187327692,150
Parking Lot,1276463,SANDS PARKING LLC,,"66 SANDS STREET
BROOKLYN, NY 11201
(40.6999580873501, -73.98783422318382)",11201,7186436440,100
Parking Lot,1279294,2820 BAILEY PARKING CORP,,"2820 BAILEY STREET
BRONX, NY 10463
(40.873777196519704, -73.90525017457784)",10463,7188840680,63
Parking Lot,1170235,BARCLAY STREET PARKING LLC,,"233 BROADWAY
NEW YORK, NY 10007
(40.71241494274793, -74.00781024309606)",10007,2126869800,150
Parking Lot,1175736,A & Z BUSINESS CORP.,,"180 156 STREET
BRONX, NY 10451
(40.82324870610605, -73.92389210375656)",10451,7187424947,99
Parking Lot,1186129,TROY PARKING CORP,,"217 219 WEST 28 STREET
NEW YORK, NY 10001
(40.75025902143676, -73.99688630375988)",10001,7187215243,25
Parking Lot,1186413,K PARK GROUP LLC,,"680 12 AVENUE
NEW YORK, NY 10019
(40.766922776929974, -73.99647460753894)",10019,9999999999,170
Parking Lot,1195532,WHITE PLAINS PARKING LOT INC,,"3380 WHITE PLAINS ROAD
BRONX, NY 10467
(40.87491697552734, -73.86707172113108)",10467,7182312611,60
Parking Lot,1195622,"LARDON 1330, LLC",,"53 BOERUM PLACE
BROOKLYN, NY 11201
(40.68994185257395, -73.98987509886838)",11201,2124903460,80
Parking Lot,1204272,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,"28 11 47 AVENUE
LONG ISLND CITY, NY 11101
(40.74570244980828, -73.93866902925225)",11101,2125025490,225
Parking Lot,1206949,"EAST 111 STREET PROPERTIES, LLC",,"409 110 STREET
NEW YORK, NY 10029
(40.79216867527805, -73.93807954551811)",10029,9736437700,110
Parking Lot,1210590,"SEAMAN PARKING, CORP",,"433 218 STREET
NEW YORK, NY 10034
(40.87117946692083, -73.9139744804498)",10034,2125699090,50
Parking Lot,1226909,SUFFOLK PARKING INC,,"44 54 SUFFOLK STREET
NEW YORK, NY 10002
(40.71612146793143, -73.98583147024613)",10002,2125334640,100
Parking Lot,1234764,BROOME STREET PARKING LOT LLC,,"118 CLINTON STREET
NEW YORK, NY 10002
(40.71720385319203, -73.98600366003453)",10002,5167646247,48
Parking Lot,1242535,78 AC ENTERPRISES LTD,ONE WAY 24 HOUR PARKING,"1094 BROOK AVENUE
BRONX, NY 10456
(40.829066243141945, -73.91097176447961)",10456,7185370596,100
Parking Lot,1243733,PURE ROYALTY ENTERPRISES LLC,PURE ROYALTY PARKING GARAGE,"1843 CROTONA AVENUE
BRONX, NY 10457
(40.84362242559502, -73.89274331117706)",10457,7182942419,35
Parking Lot,1243909,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,"294 296 HUDSON STREET
NEW YORK, NY 10013
(40.721242188776046, -74.00888900022716)",10013,2125025490,43
Parking Lot,1248480,111-115 EAST 24TH PARKING LLC,,"111 115 EAST 24 STREET
NEW YORK, NY 10010
(40.73914078212147, -73.98289845639863)",10010,9174162150,45
Parking Lot,1248807,EFFECTIVE PARKING INC.,,"41 60 MAIN STREET
QUEENS, NY 11355
(40.7512997969481, -73.82147854789662)",11355,7184569331,50
Parking Lot,1249180,L PARK 30 LLC,,"405 38 STREET
NEW YORK, NY 10018
(40.756502990598705, -73.99581654620988)",10018,9172158632,30
Parking Lot,1251177,"GOOD DEAL TIME SQUARE PARKING, INC.",,"250 43 STREET
NEW YORK, NY 10036
(40.757528709083545, -73.98842591099088)",10036,2129911550,80
Parking Lot,1251700,"SA PARKING LOT, INC",,"1156 TIFFANY STREET
BRONX, NY 10459
(40.82780904012434, -73.89509401765575)",10459,6463140332,26
Parking Lot,1254337,J&L ENTERPRISES SYSTEMS INC,,"280 155 STREET
NEW YORK, NY 10039
(40.8289401430119, -73.93697606015313)",10039,2122837778,125
Parking Lot,1258468,IMPERIAL PARKING (US) INC,,"452 460 10 AVENUE
NEW YORK, NY 10018
(40.756840774582145, -73.99669149981281)",10018,2129378660,100
Parking Lot,1263624,200 SCHERMERHORN GARAGE CORP,,"200 SCHERMERHORN STREET
BROOKLYN, NY 11201
(40.688883501568036, -73.98588508629908)",11201,2127367171,77
Parking Lot,1263691,WEST 37TH STREET PARKING LLC,,"326 37 STREET
NEW YORK, NY 10018
(40.75459744906473, -73.99333747122344)",10018,2125358670,30
Parking Lot,1263880,"AMSTERDAM MARKET HOLDINGS, LLC",,"503 151 STREET
NEW YORK, NY 10031
(40.829105398504616, -73.94496210174754)",10031,2019478200,18
Parking Lot,1276007,GB ENTERPRISE GROUP INC.,,"1475 MACOMBS ROAD
BRONX, NY 10452
(40.84206308296988, -73.91800215592916)",10452,7183656310,99
Parking Lot,1278191,PORTS AMERICA MANAGEMENT CORP.,,"711 12 AVENUE
NEW YORK, NY 10019
(40.7643565910789, -73.99873177408536)",10019,2122465450,900
Parking Lot,1279597,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,"3260 WESTCHESTER AVENUE
BRONX, NY 10461
(40.852442253011844, -73.8281748002981)",10461,2125025490,176
Parking Lot,1280446,STANDARD PARKING CORPORATION.,,"111 151 STREET
BRONX, NY 10451
(40.82252550204921, -73.92848679118788)",10451,7185384249,79
Parking Lot,1280868,ACQ-HAMM 7W21 PARKING LLC,,"10 22 STREET
NEW YORK, NY 10010
(40.74054802215426, -73.98935001017486)",10010,2122436540,180
Parking Lot,1281676,THE NEW YORK BOTANICAL GARDEN,,"0 200 STREET
BRONX, NY 10458
(40.86725498987846, -73.88361892169624)",10458,7188178730,100
Parking Lot,1290056,STANDARD PARKING CORPORATION,,"90 02 168 STREET
JAMAICA, NY 11432
(40.71311535449007, -73.79282099978928)",11432,2129163480,291
Parking Lot,1294217,SCHUR MANAGEMENT COMPANY LTD,,"3120 WEBSTER AVENUE
BRONX, NY 10467
(40.8714145308621, -73.87639093053794)",10467,7187336300,40
Parking Lot,1303954,PARK KWIK LLC,,"50 WASHINGTON STREET
BROOKLYN, NY 11201
(40.70282902691865, -73.9896370764949)",11201,7182220500,150
Parking Lot,1305615,QUIK PARK 1633 GARAGE LLC,,"1633 BROADWAY
NEW YORK, NY 10019
(40.76152754942302, -73.98402289963542)",10019,2128322066,282
Parking Lot,1306494,GARRISON AVENUE PARKING LOT CORP.,,"941 GARRISON AVENUE
BRONX, NY 10474
(40.8181695970769, -73.89101193220735)",10474,3475770752,105
Parking Lot,1318554,HEIGHTS MANAGEMENT 168 LLC,,"514 168 STREET
NEW YORK, NY 10032
(40.84003552898206, -73.9373710096445)",10032,7187882109,35
Parking Lot,1321652,INWOOD AUTO SERVICE CORP.,,"4880 BROADWAY
NEW YORK, NY 10034
(40.86713807801465, -73.92278439607225)",10034,2123049202,50
Parking Lot,1326562,GREEN TERMINAL LLC,,"3010 RIVERDALE AVENUE
BRONX, NY 10463
(40.881415826103314, -73.90925761655359)",10463,7187085262,60
Parking Lot,1331210,EXPERT SERVICE STATION INC.,,"1866 WESTCHESTER AVENUE
BRONX, NY 10472
(40.83271685945605, -73.863408182515)",10472,7188225949,15
Parking Lot,1331863,"TARGEE PARKING, LLC.",,"49 TARGEE STREET
STATEN ISLAND, NY 10304
(40.625875104527815, -74.08330886320996)",10304,9173062415,23
Parking Lot,1338647,"198 COLUMBIA HEIGHTS, LLC",,"262 PACIFIC STREET
BROOKLYN, NY 11201
(40.6881729118432, -73.99014777251843)",11201,7188585556,50
Parking Lot,1340052,NYULMC E GARAGE CORP,,"333 38 STREET
NEW YORK, NY 10016
(40.74649220504499, -73.97205058058142)",10016,2127367171,146
Parking Lot,1340197,NYULMC B PARKING CORP,,"400 424 EAST 34 STREET
NEW YORK, NY 10016
(40.745242969987146, -73.97823298586354)",10016,2127367171,128
Parking Lot,1351793,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,"30 141 STREET
NEW YORK, NY 10037
(40.8166971992509, -73.93537942157488)",10037,2125025490,64
Parking Lot,1359316,KO HYONG INC,KO HYONG TRUCK PARKING,"5004 73RD PL
WOODSIDE, NY 11377
(40.737690538710794, -73.8900798445883)",11377,7187867844,80
Parking Lot,1250917,"GREEN, CHARLES E.",NEIGHBORHOOD PARKING FACILITY,"2043 WEBSTER AVENUE
BRONX, NY 10457
(40.85107579333667, -73.89894868232184)",10457,6467527366,20
Parking Lot,1251238,JTE SERVICE STATION INC,,"242 DYCKMAN STREET
NEW YORK, NY 10034
(40.86626573564621, -73.9281713350278)",10034,2125694700,24
Parking Lot,1264918,G & M PARKING GARAGE CORP.,,"1100 FRANKLIN AVENUE
BRONX, NY 10456
(40.82797910275287, -73.90609199100368)",10456,7184839458,36
Parking Lot,1271797,"C & S PARKING GARAGE, INC.",,"1208 FRANKLIN AVENUE
BRONX, NY 10456
(40.83008083670682, -73.90366402093981)",10456,6465336409,32
Parking Lot,1274218,CALAMARAS REALTY CORPORATION,,"18932 49 AVENUE
LONG ISLND CITY, NY 11101
(40.73725452570069, -73.92939045167974)",11101,9174179352,100
Parking Lot,1280753,"ROYAL CAR PARK, LLC",,"86 90 WARREN STREET
NEW YORK, NY 10007
(40.71363051943297, -74.00913138370635)",10007,2122216111,52
Parking Lot,1287869,A AND E PARKING LLC,,"688 BROADWAY
NEW YORK, NY 10012
(40.728057926183396, -73.99452331434952)",10012,7183750093,23
Parking Lot,1290052,STANDARD PARKING CORPORATION,,"90 01 168 STREET
JAMAICA, NY 11432
(40.71311535449007, -73.79282099978928)",11432,2129163480,253
Parking Lot,1298623,"EDISON NY PARKING, LLC",,"76 11 AVENUE
NEW YORK, NY 10011
(40.74540585477561, -74.0080901384846)",10011,2126336259,380
Parking Lot,1301644,"MY NEW PARKING, INC.",,"1600 SEDGWICK AVENUE
BRONX, NY 10453
(40.84809165013139, -73.92413645304677)",10453,3475388602,175
Parking Lot,1314114,PEAK TIME PARKING CORP.,,"535 159 STREET
NEW YORK, NY 10032
(40.834545729194744, -73.94208092371203)",10032,2129424295,75
Parking Lot,1323643,"DECATUR FAST PARK, INC.",,"59 60 DECATUR STREET
RIDGEWOOD, NY 11385
(40.70122489161548, -73.88334858436963)",11385,9174008562,98
Parking Lot,1328897,IMPERIAL PARKING US INC,IMPARK - SOUTHFIELD LOT,"120 01 ROOSEVELT AVENUE
FLUSHING, NY 11368
(40.749678220373596, -73.85304068857687)",11368,2129378660,1790
Parking Lot,1328904,IMPERIAL PARKING US INC,IMPARK CITIFIELD PARING LOT,"126 01 ROOSEVELT AVENUE
FLUSHING, NY 11368
(40.749678220373596, -73.85304068857687)",11368,2129378660,6640
Parking Lot,1334442,MANHATTAN PARKING EAST 12TH ST. CORP.,,"74 3 AVENUE
NEW YORK, NY 10003
(40.73160399871591, -73.98845653273814)",10003,2124903460,72
Parking Lot,1334946,K.J.L. PROPERTY MANAGEMENT CORP.,,"147 37 ARCHER AVENUE
JAMAICA, NY 11435
(40.70119264912154, -73.80979665579099)",11435,7182971049,50
Parking Lot,1338829,PROPARK AMERICA NEW YORK LLC,,"171 230 STREET
BRONX, NY 10463
(40.87676801682778, -73.90523408749225)",10463,9144786300,150
Parking Lot,1341905,CHAMPION PARKING 24 LLC,,"111 115 E 24 STREET
NEW YORK, NY 10010
(40.73914078212147, -73.98289845639863)",10010,2123085959,45
Parking Lot,1344256,"ROCKWELL CAR PARK, LLC",,"29 31 FLATBUSH AVENUE
BROOKLYN, NY 11217
(40.68231210132245, -73.97956718857483)",11217,2129966363,75
Parking Lot,1345872,PARKING SPACES OF THIRD AVE INC,,"514 178 STREET
BRONX, NY 10457
(40.847876093557645, -73.89608638939272)",10457,7189334893,90
Parking Lot,1346794,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,"2300 FIFTH AVENUE
NEW YORK, NY 10037
(40.816110546072196, -73.93522201973747)",10037,2125025490,66
Parking Lot,1352199,"FEI LONG MARKET, INC",,"6301 8 AVENUE
BROOKLYN, NY 11220
(40.63376608824031, -74.01130275361668)",11220,7186800118,115
Parking Lot,1356777,JFK LONG TERM PARKING INC,,"12202 CONDUIT AVE
JAMAICA, NY 11434
(40.6769452621142, -73.77530690169215)",11434,7188348400,408
Parking Lot,1323621,"ENTERPRISE GOLD PARKING, LLC",,"306 GOLD STREET
BROOKLYN, NY 11201
(40.69496334315263, -73.98329995620469)",11201,2126270012,122
Parking Lot,1335461,NYC FIVE SERVICE CORP.,,"456 ELEVENTH AVENUE
NEW YORK, NY 10018
(40.75778051925175, -74.00050380584435)",10018,2126957878,20
Parking Lot,1336402,"G.F. PARKING, INC.",,"537 539 WEST 211 STREET
NEW YORK, NY 10034
(40.8706171092922, -73.9242232587963)",10034,2019869816,22
Parking Lot,1340500,CITY FUELS LLC,,"4353 BROADWAY
NEW YORK, NY 10033
(40.8534234170678, -73.93407088753997)",10033,2127400001,5
Parking Lot,1341239,MYRTLE GARAGE CORP,,"225 FLATBUSH AVENUE EXTENSION
BROOKLYN, NY 11201
(40.693471868675104, -73.98307749389565)",11201,2127367171,60
Parking Lot,1345655,"NEW YORK PARKING, LLC",,"81 MERCER STREET
NEW YORK, NY 10012
(40.722814878752615, -74.00010810415148)",10012,9176622430,21
Parking Lot,1348470,J & P PARKING CORP,,"1150 WEBSTER AVENUE
BRONX, NY 10456
(40.829086637736275, -73.91133612979164)",10456,6464047585,149
Parking Lot,1348479,K & F PARKING CORP,,"1150 RIVER AVENUE
BRONX, NY 10452
(40.83425548527725, -73.92210946544559)",10452,6464047505,74
Parking Lot,1353957,"CENTRAL PARKING SYSTEMS OF NEW YORK, INC",,"3030 NORTHERN BLVD
ASTORIA, NY 11101
(40.751091770698615, -73.93454745113874)",11101,2125025490,99
Parking Lot,1357474,ALL PARKING CORP,RUSH PARKING,"5051 BROADWAY
NEW YORK, NY 10034
(40.870038044648865, -73.91568973105034)",10034,6464382955,100
Parking Lot,1357841,ASTORIA NY HOLDINGS LLC,U-SAVE CAR & TRUCK RENTAL,"8415 ASTORIA BLVD
EAST ELMHURST, NY 11370
(40.764760989501, -73.88497942686634)",11370,7185657222,30
Parking Lot,1359929,MANAGEMENT 1040 LLC,,"980 13TH ST
BROOKLYN, NY 11230
(40.62510757468804, -73.96330809934224)",11230,7183147722,20
Parking Lot,1361271,MP PEARL LLC,,"2510 WESTCHESTER AVE
BRONX, NY 10461
(40.83858915693431, -73.84445300643837)",10461,2124903460,131
Parking Lot,1360243,STRONG PARKING CORP,,"363 367 E 138TH ST
BRONX, NY 10454
(40.805846930091775, -73.91628504651766)",10454,7184503440,125
Parking Lot,1361558,"189 SCHERMERHORN CAR PARK, LLC",,"189 SCHERMERHORN STREET
BROOKLYN, NY 11201
(40.68914843493603, -73.98640947122978)",11201,2129966363,150
Parking Lot,1280864,ACQ-HAMM 7W21 PARKING LLC,,"7 21 STREET
NEW YORK, NY 10010
(40.7401254072641, -73.99015141016167)",10010,2122436540,76
Parking Lot,1289557,DO GOOD AUTOMOTIVE INC,,"2173 GRAND
BRONX, NY 10453
(40.85712261483571, -73.9068979083792)",10453,7183643939,20
Parking Lot,1298275,MT TOWN CORP,,"2801 JEROME AVENUE
BRONX, NY 10468
(40.87079245279179, -73.89438760521541)",10468,7189332734,100
Parking Lot,1299497,"NEW BRONX RIVER PARKING, INC",,"1185 BRONX RIVER AVENUE
BRONX, NY 10472
(40.828090611308326, -73.88308634647974)",10472,7183281240,80
Parking Lot,1303478,FIVE BROTHER'S PARKING CORP,,"1740 1746 ANDREWS AVENUE
BRONX, NY 10463
(40.88187196282087, -73.91120748054078)",10463,6462258626,125
Parking Lot,1303853,WESTBURY REALTY LLC,,"1184 RIVER AVENUE
BRONX, NY 10452
(40.83511775524557, -73.92160399684343)",10452,7185373101,88
Parking Lot,1305312,WEST 46 ST GARAGE LLC,,"305 7 WEST 46 STREET
NEW YORK, NY 10036
(40.75934682719435, -73.989860554421)",10036,2128322066,75
Parking Lot,1307263,"FORDHAM PETROLEUM, LLC",,"296 FORDHAM ROAD
BRONX, NY 10468
(40.86168850969341, -73.91182558527778)",10468,7183655624,75
Parking Lot,1308591,"ADAMS TOWER PARTNER, L.L.C.",,"351 84 STREET
NEW YORK, NY 10028
(40.776069248914276, -73.95147305084144)",10028,2126281994,92
Parking Lot,1309374,"242-248 NEWKIRK AVENUE REALTY, LLC",,"244 NEWKIRK AVENUE
BROOKLYN, NY 11230
(40.63194481257292, -73.97085093869258)",11230,7189836477,15
Parking Lot,1313602,STANDARD PARKING CORPORATION,,"951 RIVER AVENUE
BRONX, NY 10451
(40.827641648227534, -73.92608382901035)",10451,2129163480,668
Parking Lot,1316193,"PARKING J, INC.",,"2102 JEROME AVENUE
BRONX, NY 10453
(40.85487036871551, -73.9063756831609)",10453,3472977922,47
Parking Lot,1317520,GM PARKING GROUP INC,,"1171 ATLANTIC AVENUE
BROOKLYN, NY 11216
(40.67866621156036, -73.95190459723719)",11216,7186384977,120
Parking Lot,1321612,SOPHIE PARKING INC,,"1042 LOWELL STREET
BRONX, NY 10459
(40.825945111097354, -73.88723027866892)",10459,3475776076,39
Parking Lot,1325517,G S JEROME SERVICES INC.,,"2895 JEROME AVENUE
BRONX, NY 10468
(40.87094877559813, -73.89403587890115)",10468,7187334704,25
Parking Lot,1330321,LOS TAXITAS PARKING LOT CORP.,,"3835 10 AVENUE
NEW YORK, NY 10034
(40.86345985091481, -73.9196277757494)",10034,9176972889,30
Parking Lot,1334100,"MP 44, LLC",,"322 326 WEST 44 STREET
NEW YORK, NY 10036
(40.75934682719435, -73.989860554421)",10036,2124903476,77
Parking Lot,1337563,"MAPLE AVENUE MARINA, LLC",,"1904 SURF AVENUE
BROOKLYN, NY 11224
(40.575063444046904, -73.98560111593045)",11224,6316656001,808
Parking Lot,1338621,QUIK PARK HUDSON 200 LLC,,"200 RIVERSIDE BOULEVARD
NEW YORK, NY 10069
(40.77888167839483, -73.98830922939086)",10069,2128322066,284
Parking Lot,1339578,B K PARKING GR0UP INC,,"205 FORDHAM ROAD
BRONX, NY 10468
(40.86230128882914, -73.90992076920149)",10468,7187331013,59
Parking Lot,1346835,ENTERPRISE 49 PARKING LLC,,"677 11 AVENUE
NEW YORK, NY 10019
(40.76510100057027, -73.99528773807441)",10019,2125643199,107
Parking Lot,1348170,JUSLEA II INC.,,"2724 HEATH AVENUE
BRONX, NY 10463
(40.871470381851154, -73.90543128680311)",10463,3479232609,22
Parking Lot,1361126,GOTHAM PARKING LLC,,"13 GOLD ST
NEW YORK, NY 10038
(40.707666076777535, -74.0069799015462)",10038,2129799815,9
Parking Lot,1279332,N.N.I. ENTERPRISES LTD.,,"1762 SEDDON STREET
BRONX, NY 10461
(40.84223518981487, -73.85106852278818)",10461,7185904777,150
Parking Lot,1279598,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,"3261 WESTCHESTER AVENUE
BRONX, NY 10461
(40.852489025201436, -73.82821260976287)",10461,2125025490,40
Parking Lot,1281650,"BARON, RAFAEL",PARKING SERVICES,"45 66 DAVIS STREET
LONG ISLND CITY, NY 11101
(40.74570244980828, -73.93866902925225)",11101,9175667537,80
Parking Lot,1282474,AMAMCA PARKING TWO INC.,,"1963 1967
BRONX, NY 10453
(40.852786838341956, -73.91342678431863)",10453,9172920463,100
Parking Lot,1301176,TRY PROPERTIES LLC,,"136 78 ROOSEVELT AVENUE
FLUSHING, NY 11354
(40.76862022064671, -73.82719028070687)",11354,9173352775,39
Parking Lot,1303384,QUIK PARK CENTRAL PARK LLC,,"1880 BROADWAY
NEW YORK, NY 10023
(40.770326061560525, -73.98201374492197)",10023,2128322066,162
Parking Lot,1334951,K.J.L. PROPERTY MANAGEMENT CORP.,,"92 15 147 PLACE
JAMAICA, NY 11435
(40.70119264912154, -73.80979665579099)",11435,7182971049,50
Parking Lot,1335207,"PARKING COMPANY OF AMERICA AIRPORTS, LLC",AVISTAR AIRPORT PARKING,"110 00 ROCKAWAY BOULEVARD
OZONE PARK, NY 11420
(40.67334524268887, -73.81770717164864)",11420,7183222221,500
Parking Lot,1341969,FIH ENTERPRISE INC,,"1475 MCCOMBS ROAD
BRONX, NY 10452
(40.84206308296988, -73.91800215592916)",10452,9999999999,99
Parking Lot,1342009,DANESPARKING CORP,,"53 177 STREET
BRONX, NY 10453
(40.849909077686945, -73.9090884179854)",10453,3472700247,46
Parking Lot,1343022,RIVERDALE OSBORNE TOWERS HOUSING ASSOCIATES LLC,,"420 WATKINS ST
BROOKLYN, NY 11212
(40.66176429757527, -73.90586523895306)",11212,7186011483,268
Parking Lot,1343443,"CANAL PARKING MGMT, LLC",,"335 CANAL STREET
NEW YORK, NY 10013
(40.72032903248312, -74.00311280532443)",10013,2127957275,89
Parking Lot,1347212,PITKIN PARKING INC.,,"402 ROCKAWAY AVENUE
BROOKLYN, NY 11212
(40.67017407052108, -73.91090820323805)",11212,7182905212,75
Parking Lot,1348505,K & F PARKING CORP.,,"3604 JEROME AVENUE
BRONX, NY 10456
(40.88540606051126, -73.87913702271335)",10456,6464047585,125
Parking Lot,1351661,"FORDHAM NEIGHBORS PARKING, LLC",,"4452 BROADWAY
NEW YORK, NY 10040
(40.85656205095006, -73.93272190449602)",10040,9172920462,50
Parking Lot,1356588,SURF MANAGEMENT LLC,,"1625 SURF AVENUE
BROOKLYN, NY 11224
(40.575459678759984, -73.98373630293432)",11224,9175840383,100
Parking Lot,1360731,119 PARKING LOT CORP,,"1414 24 CROMWELL AVE
BRONX, NY 10452
(40.83772426336412, -73.9233322114124)",10452,718???????,70
Parking Garage,919848,AUTO STORAGE SYSTEMS INC,AUTO STORAGE SYSTEMS,"827 STERLING PLACE
BROOKLYN, NY 11216
(40.67260539236764, -73.95114704779188)",11216,7184939800,450
Parking Garage,921582,ARCHIVES GARAGE CORP,ARCHIVES GARAGE,"666 GREENWICH STREET
NEW YORK, NY 10014
(40.733021295073726, -74.00750324132107)",10014,2129727470,97
Parking Garage,924489,CHAMPION BROADWAY PARKING CORP,,"60 8 STREET
NEW YORK, NY 10003
(40.730782871932206, -73.99286856181561)",10003,2122493344,169
Parking Garage,928832,OLIANTHA GARAGE CORP.,OLIANTHA GARAGE,"102 107 STREET
NEW YORK, NY 10025
(40.800165566492694, -73.96295711112111)",10025,2128730135,188
Parking Garage,948602,82ND ST. PARKING GARAGE CORP.,,"35 55 82 STREET
JACKSON HEIGHTS, NY 11372
(40.75163073936716, -73.88361254528269)",11372,7187794774,139
Parking Garage,959289,"919 THIRD AVENUE GARAGE COMPANY, L.L.C.",,"919 3 AVENUE
NEW YORK, NY 10022
(40.75954747938434, -73.96802015469794)",10022,2128887400,316
Parking Garage,966973,THE SOCIETY OF NEW YORK HOSPITAL,,"525 68 STREET
NEW YORK, NY 10021
(40.76920532766377, -73.959183941086)",10021,2127461969,220
Parking Garage,968559,EFFICIENT PARKING LLC,,"170 23 STREET
NEW YORK, NY 10011
(40.7437117729647, -73.99480128049431)",10011,2126869800,105
Parking Garage,977109,F & F E 70 ST CORP,,"10 70 STREET
NEW YORK, NY 10021
(40.770658810711325, -73.96685117550794)",10021,2125359866,24
Parking Garage,982918,331 50 STREET PARKING CORP,,"336 51 STREET
NEW YORK, NY 10019
(40.76333950782849, -73.98673093196876)",10019,2127373279,124
Parking Garage,999985,CENTRAL PARKING SYSTEM OF NEW YORK INC,,"115 143 FORT WASHINGTON AVENUE
NEW YORK, NY 10032
(40.83693034905639, -73.94917852197119)",10032,2123052718,1365
Parking Garage,1005482,EAST 24 GARAGE CORP,,"214 24 STREET
NEW YORK, NY 10010
(40.73920951934673, -73.98199575848139)",10010,2124480725,37
Parking Garage,1007334,G & R GARAGE INC,,"230 149 STREET
BRONX, NY 10451
(40.81773038463474, -73.92435831755165)",10451,2127533100,750
Parking Garage,1009614,"DISCOUNT PARKING, INC",,"180 ASHLAND PLACE
BROOKLYN, NY 11217
(40.68948322832447, -73.97859121874431)",11217,7182320200,316
Parking Garage,1010038,PARK GATE PARKING INC,,"750 COLUMBUS AVENUE
NEW YORK, NY 10025
(40.79322280042646, -73.96725587042113)",10025,2127367171,80
Parking Garage,1010916,375 HUD PARKING LLC,,"375 HUDSON STREET
NEW YORK, NY 10014
(40.7284341989157, -74.00716314953092)",10014,2126869800,100
Parking Garage,1012474,ZETA PARKING CORP,,"213 80 STREET
NEW YORK, NY 10021
(40.62841625332653, -74.03159235272258)",10021,2126501988,51
Parking Garage,1013511,MTP OPERATING CORP,,"514 49 STREET
NEW YORK, NY 10019
(40.7646513395556, -73.99364197876082)",10019,2125755335,240
Parking Garage,1016447,PARADISE GARAGE CORP,,"62 60 99 STREET
REGO PARK, NY 11374
(40.72646491702238, -73.86148084756303)",11374,2127367171,202
Parking Garage,1021031,136 W 40 PARKING LLC,,"1411 BROADWAY
NEW YORK, NY 10018
(40.75411128537223, -73.98694202964253)",10018,2126869800,150
