EventName,EventTypeDescription,EventDescription,EventSetupStartDate,EventStartDate,EventEndDate,EventBreakDownEndDate,Acronym,IsRecurring,RecurringDaysNotes,Location,Borough,SpatialLocation
north railroad block party,Block Party,block party,8/6/11 12:00 PM,8/6/11 12:00 PM,8/6/11 9:00 PM,8/6/11 9:00 PM,SAPO,NO,, NORTH RAILROAD AVENUE between RIEDEL AVENUE and WINDERMERE AVENUE,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (948137 144321, 948655 144762))"
Terrace Place Block Party,Block Party,"Block Party on Terrace Place, between Sherman and Prospect Avenue, Brooklyn",9/18/11 11:00 AM,9/18/11 11:00 AM,9/18/11 8:00 PM,9/18/11 8:00 PM,SAPO,NO,, TERRACE PLACE between SHERMAN STREET and PROSPECT AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (991254 178282, 990751 178025))"
Back To Shool,Block Party,This event is a celebration for back to school. During this event we give away book bags with school supplies. We also have performances by our ministry team from our church. we also have tabling by orgnaizations in the community.,9/3/11 10:00 AM,9/3/11 11:00 AM,9/3/11 6:00 PM,9/3/11 7:00 PM,SAPO,NO,, EAST  101 STREET between LEXINGTON AVENUE and PARK AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (998482 226755, 998034 227004))"
Foruth Annual Health Fair,Block Party,"Health fair promoting good health to the Hunts Pt and Mott Haven area. we will be offereing free screening for blood pressure, diabetes, & choloesotral. there will be other CBO's from teh area participating in this event.",8/12/11 10:00 AM,8/12/11 11:00 AM,8/12/11 3:00 PM,8/12/11 3:00 PM,SAPO,NO,, TIFFANY STREET between WESTCHESTER AVENUE and EAST  165 STREET,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1013343 239185, 1013346 239477))"
Block party,Block Party,block party,8/27/11 11:00 AM,8/27/11 11:00 AM,8/27/11 8:00 PM,8/27/11 8:00 PM,SAPO,NO,, 76 STREET between 14 AVENUE and 13 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (982625 164565, 982014 165050))"
85 drive block party,Block Party,street closure for residents of 102 street and 85 drive,8/20/11 10:00 AM,8/20/11 10:00 AM,8/20/11 7:00 PM,8/20/11 7:00 PM,SAPO,NO,, 85 DRIVE between 102 STREET and DEAD END,Queens,"GEOMETRYCOLLECTION (LINESTRING (1026914 193198, 1027372 193350))"
Decatur Street Block Party,Block Party,"An event of family, friends, and community to have fun and play on Decatur Street between Wilson and Central Avenue.",9/3/11 11:00 AM,9/3/11 11:00 AM,9/3/11 8:00 PM,9/3/11 8:00 PM,SAPO,NO,, DECATUR STREET between CENTRAL AVENUE and WILSON AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1009767 190062, 1010168 190600))"
Baruch College Convocation,Block Party,Street Fair; Music; Food; All new Baruch College Students; 25th Street between Lex and 3rd,8/25/11 12:00 PM,8/25/11 1:00 PM,8/25/11 8:00 PM,8/25/11 9:00 PM,SAPO,NO,, EAST   25 STREET between LEXINGTON AVENUE and 3 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (988736 209167, 989179 208921))"
Crystal Street Block Party,Block Party,Block Party,8/13/11 10:00 AM,8/13/11 10:00 AM,8/13/11 7:00 PM,8/13/11 7:00 PM,SAPO,NO,,100 CRYSTAL STREET between GLENMORE AVENUE and LIBERTY AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1019015 185703, 1018929 186156))"
Block Party,Block Party,Block will be closed for the children to play.,8/6/11 12:00 PM,8/6/11 12:00 PM,8/6/11 8:00 PM,8/6/11 8:00 PM,SAPO,NO,, MONTREAL AVENUE between HYLAN BOULEVARD and PENDALE STREET,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (949377 142942, 949808 142581))"
Clean-Up,Clean-Up,Summer Clean-Up,7/23/11 9:00 AM,7/23/11 9:00 AM,7/23/11 1:00 PM,7/23/11 1:00 PM,SAPO,NO,, EAST   25 STREET between CLARENDON ROAD and AVENUE D,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (997139 173523, 997208 172686))"
Stanhope Street Block Party,Block Party,Block Party,8/27/11 11:00 AM,8/27/11 11:00 AM,8/27/11 8:00 PM,8/27/11 8:00 PM,SAPO,NO,,295 STANHOPE STREET between WYCKOFF AVENUE and IRVING AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1007048 195557, 1006620 194983))"
LPAC,Block Party,Summer Camp community street carnival.,8/25/11 9:00 AM,8/25/11 11:00 AM,8/25/11 5:00 PM,8/25/11 6:00 PM,SAPO,NO,, WEST  170 STREET between EAST  170 STREET and JEROME AVENUE,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1007027 245405, 1006922 245454))"
165th street,Block Party,165th street block party,8/13/11 9:00 AM,8/13/11 9:00 AM,8/13/11 5:00 PM,8/13/11 5:00 PM,SAPO,NO,, 165 STREET between 115 AVENUE and 116 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1044375 190051, 1044647 189448))"
Putnam Ave Block Party,Block Party,block party,9/4/11 11:00 AM,9/4/11 11:00 AM,9/4/11 8:00 PM,9/4/11 8:00 PM,SAPO,NO,, PUTNAM AVENUE between BUSHWICK AVENUE and EVERGREEN AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1007088 190388, 1007490 190925))"
Jefferson Avenue Block Association,Block Party,Block Party,7/16/11 11:00 AM,7/16/11 11:00 AM,7/16/11 8:00 PM,7/16/11 8:00 PM,SAPO,NO,, JEFFERSON AVENUE between MARCUS GARVEY BOULEVARD and LEWIS AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1001343 188710, 1002154 188834))"
117th block association,Block Party,annual block party,8/13/11 9:00 AM,8/13/11 10:00 AM,8/13/11 5:00 PM,8/13/11 6:00 PM,SAPO,NO,, WEST  117 STREET between FRED DOUGLAS BOULEVARD and MANHATTAN AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (996743 232599, 996341 232821))"
Block Party,Block Party,closeing the block for the kids,8/6/11 12:00 PM,8/6/11 12:00 PM,8/6/11 9:00 PM,8/6/11 9:00 PM,SAPO,NO,,354 41 STREET between 3 AVENUE and 4 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (981657 177082, 982215 176640))"
block party,Block Party,close block for the kids,9/17/11 12:00 PM,9/17/11 12:00 PM,9/17/11 9:00 PM,9/17/11 9:00 PM,SAPO,NO,,354 41 STREET between 3 AVENUE and 4 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (981657 177082, 982215 176640))"
Macon Block Party,Block Party,Games and music for kids,8/24/11 10:00 AM,8/24/11 10:00 AM,8/24/11 7:00 PM,8/24/11 7:00 PM,SAPO,NO,,661 MACON STREET between PATCHEN AVENUE and RALPH AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1004707 188401, 1005617 188539))"
BLOCK PARTY,Block Party,BLOCK PARTY,7/30/11 12:00 PM,7/30/11 12:00 PM,7/30/11 9:00 PM,7/30/11 9:00 PM,SAPO,NO,, 89TH AVENUE between 247 STREET and COMMONWEALTH BOULEVARD,Queens,"GEOMETRYCOLLECTION (LINESTRING (1061524 204379, 1062249 204182))"
PS 6 Back to School Bash,Block Party,street festival on east 80th btwn park and madison with adctivities in adjacent school yard,9/24/11 10:00 AM,9/24/11 12:00 PM,9/24/11 5:00 PM,9/24/11 6:00 PM,SAPO,NO,, EAST   82 STREET between PARK AVENUE and MADISON AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (995580 222577, 995134 222825))"
E 2nd Street Block Party,Block Party,Block closing on E 2nd St between Greenwood Ave and Ft Hamilton Pkwy,7/30/11 12:00 PM,7/30/11 12:00 PM,7/30/11 9:00 PM,7/30/11 9:00 PM,SAPO,NO,, EAST    2 STREET between GREENWOOD AVENUE and FT HAMILTON PARKWAY,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (989911 176071, 990008 175405))"
E35th Street- Block Party,Block Party,"Fun day for kids -face painting, bike riding etc.",8/27/11 9:00 AM,8/27/11 9:00 AM,8/27/11 6:00 PM,8/27/11 6:00 PM,SAPO,NO,, EAST   35 STREET between TILDEN AVENUE and BEVERLEY ROAD,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (999695 175029, 999743 174429))"
beach 42nd st Block Association,Block Party,"games,bouncing house,mini rides, personal music",8/27/11 12:00 PM,8/27/11 12:00 PM,8/27/11 9:00 PM,8/27/11 9:00 PM,SAPO,NO,,337 BEACH   42 STREET between BEACH CHANNEL DRIVE and ROCKAWAY BEACH AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1047043 156411, 1047106 155729))"
E 2nd Street Block Party,Block Party,Full block closing,9/10/11 12:00 PM,9/10/11 12:00 PM,9/10/11 9:00 PM,9/10/11 9:00 PM,SAPO,NO,, EAST    2 STREET between GREENWOOD AVENUE and FT HAMILTON PARKWAY,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (989911 176071, 990008 175405))"
7th Annual Back to School Family Day,Block Party,"Organizations and businesses will come together in donating free school supplies, book bags notebooks, paper and more.These donation will be given out free to the community and low income families to help with the first day back to school. Music, Face painting, Singing and Dancing,  and Family Games and Competition, Free Food and Refreshments, with Community Speakers and Leaders.",9/3/11 9:00 AM,9/3/11 9:00 AM,9/3/11 5:00 PM,9/3/11 5:00 PM,SAPO,NO,, FERNDALE AVENUE between LIVERPOOL STREET and INWOOD STREET,Queens,"GEOMETRYCOLLECTION (LINESTRING (1039841 190717, 1039363 190242))"
block party,Block Party,"bike ride, games , icecream",8/6/11 11:00 AM,8/6/11 11:00 AM,8/6/11 8:00 PM,8/6/11 8:00 PM,SAPO,NO,, 240 STREET between 88 AVENUE and 89 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1059944 205347, 1059749 204674))"
Light the Night Walk,Block Party,The annual Leukemia & Lymphoma Society Light the Night walk kickoff that happens each year at South Street Seaport,10/5/11 7:00 AM,10/5/11 5:00 PM,10/5/11 7:00 PM,10/5/11 11:00 PM,SAPO,NO,, SOUTH STREET between JOHN STREET and BEEKMAN STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (983177 196416, 983604 196749))"
NYU and CB2 Children's Halloween Parade,Block Party,"20th annual Greenwich Village Children's Halloween Parade - children march around park then enjoy rides, games, snacks, face painting",10/31/11 11:00 AM,10/31/11 3:00 PM,10/31/11 6:00 PM,10/31/11 8:00 PM,SAPO,NO,, LA GUARDIA PLACE between WASHINGTON SQUARE SOUTH and WEST    3 STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (984982 205214, 984836 204984))"
Minna Street Block party,Block Party,Minna Street Block party,8/6/11 12:00 PM,8/6/11 12:00 PM,8/6/11 9:00 PM,8/6/11 9:00 PM,SAPO,NO,, MINNA STREET between CHESTER AVENUE and BILLS PLACE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (989076 174612, 988460 174298))"
21ST STREET BLOCK PARTY,Block Party,BLOCK PARTY,8/27/11 12:00 PM,8/27/11 12:00 PM,8/27/11 9:00 PM,8/27/11 9:00 PM,SAPO,NO,,218 21 STREET between 4 AVENUE and 5 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (985444 180714, 986075 180224))"
BLOCK PARTY,Block Party,BLOCK  PARTY,9/17/11 12:00 PM,9/17/11 12:00 PM,9/17/11 9:00 PM,9/17/11 9:00 PM,SAPO,NO,, 21 STREET between 4 AVENUE and 5 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (985444 180714, 986075 180224))"
TBA Annual Block Party,Block Party,Street games and refreshments for children. Free International Buffet for homeowners and their guests prepared and served by neighbors.  Speeches and singing.,7/30/11 12:00 PM,7/30/11 12:00 PM,7/30/11 9:00 PM,7/30/11 9:00 PM,SAPO,NO,, 229 STREET between 130 AVENUE and 131 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1056843 187837, 1056529 187096))"
120th ST Block Party,Block Party,Block Party,8/27/11 7:00 AM,8/27/11 7:00 AM,8/27/11 7:00 PM,8/27/11 9:00 PM,SAPO,NO,, 120 STREET between 107 AVENUE and 109 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1033521 188760, 1033812 187981))"
"Day of Independence Committee of Panamanians in New York, Inc.",Block Party,Celebrating the independence of the Republic of Panama from Colombia in 1903.,10/8/11 10:00 AM,10/8/11 10:00 AM,10/8/11 7:00 PM,10/8/11 7:00 PM,SAPO,NO,,883 CLASSON AVENUE between PRESIDENT STREET and UNION STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (994885 183552, 994806 183245))"
BIRTHDAY CELEBRATIONS,Block Party,CELEBRATE BIRTHDAYS FOR CHILDREN ON THE BLOCK,8/20/11 12:00 PM,8/20/11 12:00 PM,8/20/11 9:00 PM,8/20/11 9:00 PM,SAPO,NO,, 81 STREET between 16 AVENUE and 17 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (983040 162578, 983721 162038))"
Public Block Party,Block Party,family BBQ's all around family fun,7/31/11 12:00 PM,7/31/11 12:00 PM,7/31/11 9:00 PM,7/31/11 9:00 PM,SAPO,NO,,702 54 STREET between 7 AVENUE and 8 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (981963 172520, 982573 172037))"
7th Annual Taxi Driver's Health Fair,Block Party,An event to provide health screenings and educational activities for the taxi drivers in the Washington Heights and Inwood community,9/17/11 9:00 AM,9/17/11 11:00 AM,9/17/11 3:00 PM,9/17/11 4:00 PM,SAPO,NO,, AUDUBON AVENUE between WEST  166 STREET and WEST  167 STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (1001063 245061, 1001186 245279))"
Public Block Party,Block Party,family BBQ's all around family fun,8/20/11 12:00 PM,8/20/11 12:00 PM,8/20/11 9:00 PM,8/20/11 9:00 PM,SAPO,NO,,702 54 STREET between 7 AVENUE and 8 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (981963 172520, 982573 172037))"
"Brooklyn Plaza Medical Center, Inc. 21st Annual Health Fair",Block Party,Community Health Fair,8/6/11 10:00 AM,8/6/11 10:00 AM,8/6/11 7:00 PM,8/6/11 7:00 PM,SAPO,NO,, ST FELIX STREET between FULTON STREET and LAFAYETTE AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (990491 189765, 990528 189540))"
48 street,Block Party,Block party,8/20/11 11:00 AM,8/20/11 11:00 AM,8/20/11 7:00 PM,8/20/11 8:00 PM,SAPO,NO,,944 EAST   48 STREET between FOSTER AVENUE and FARRAGUT ROAD,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1003388 172335, 1003457 171483))"
Back To School,Block Party,4th Annual Family/Back to School Street Festival,8/13/11 10:00 AM,8/13/11 10:00 AM,8/13/11 7:00 PM,8/13/11 7:00 PM,SAPO,NO,, BEACH   25 STREET between BOARDWALK and SEAGIRT BOULEVARD,Queens,"GEOMETRYCOLLECTION (LINESTRING (1051466 155166, 1051321 156219, 1051372 156304))"
Boston Secor Family Day,Block Party,fun and games,7/30/11 11:00 AM,7/30/11 11:00 AM,7/30/11 8:00 PM,7/30/11 8:00 PM,SAPO,NO,, BIVONA STREET between BOSTON ROAD and REEDS MILL LANE,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1030257 261454, 1030642 260677))"
College Avenue Block Party,Block Party,Block Party,9/3/11 12:00 PM,9/3/11 12:00 PM,9/3/11 8:00 PM,9/3/11 8:00 PM,SAPO,NO,,39 COLLEGE AVENUE between MANOR ROAD and BROOKSIDE AVENUE,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (950723 166017, 949820 165803))"
Car Show,Block Party,Car show,6/25/11 9:00 AM,6/25/11 10:00 AM,6/25/11 8:00 PM,6/25/11 9:00 PM,SAPO,NO,, 35 AVENUE between 41 STREET and 43 STREET,Queens,"GEOMETRYCOLLECTION (LINESTRING (1006048 214266, 1006492 213994))"
Cornelia street party,Block Party,Just would like to have a block party for the kids on Cornelia st,7/30/11 12:00 PM,7/30/11 12:00 PM,7/30/11 9:00 PM,7/30/11 9:00 PM,SAPO,NO,, CORNELIA STREET between ONDERDONK AVENUE and WOODWARD AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1010923 195035, 1011245 195450))"
43rd Street,Block Party,block party,7/30/11 12:00 PM,7/30/11 12:00 PM,7/30/11 9:00 PM,7/30/11 9:00 PM,SAPO,NO,, 43 STREET between 4 AVENUE and 5 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (981892 176232, 982518 175733))"
43rd Street,Block Party,block party,9/10/11 12:00 PM,9/10/11 12:00 PM,9/10/11 9:00 PM,9/10/11 9:00 PM,SAPO,NO,, 43 STREET between 4 AVENUE and 5 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (981892 176232, 982518 175733))"
Block Party   and Community Fair,Block Party,"Community Outreach event, featuring cultural cuisine, community information and services, etc.",7/16/11 10:00 AM,7/16/11 10:00 AM,7/16/11 7:00 PM,7/16/11 7:00 PM,SAPO,NO,, ST JOHN'S PLACE between TROY AVENUE and ALBANY AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1001868 183705, 1001099 183758))"
Williams Birthday Party,Block Party,Children's birthday celebration,7/29/11 9:00 AM,7/29/11 9:00 AM,7/29/11 5:00 PM,7/29/11 5:00 PM,SAPO,NO,, 121 AVENUE between FARMERS BOULEVARD and MONTAUK STREET,Queens,"GEOMETRYCOLLECTION (LINESTRING (1050311 188881, 1050610 188967))"
one-o-one and one twenty six block association,Block Party,block party,9/4/11 10:00 AM,9/4/11 10:00 AM,9/4/11 7:00 PM,9/4/11 7:00 PM,SAPO,NO,,26 126 STREET between 103 AVENUE and 101 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1034429 190584, 1034155 191312))"
BLOCK PARTY,Block Party,BLOCK PARTY,7/30/11 9:00 AM,7/30/11 9:00 AM,7/30/11 6:00 PM,7/30/11 6:00 PM,SAPO,NO,, 54 STREET between 2 AVENUE and 3 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (978907 174943, 979558 174430))"
BLOCK PARTY,Block Party,BLOCK PARTY,9/10/11 11:00 AM,9/10/11 11:00 AM,9/10/11 8:00 PM,9/10/11 8:00 PM,SAPO,NO,, 54 STREET between 2 AVENUE and 3 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (978907 174943, 979558 174430))"
EAST 93RD AVE D AND FOSTER AVE BLOCK ASSOC,Block Party,ANNUAL GET TOGETHER,9/10/11 10:00 AM,9/10/11 10:00 AM,9/10/11 7:00 PM,9/10/11 7:00 PM,SAPO,NO,, EAST   93 STREET between AVENUE D and FOSTER AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1009026 175332, 1009089 175258, 1009531 174738))"
W.137 ST. Block Party,Block Party,meet and greet new and old neirbors.,8/27/11 9:00 AM,8/27/11 10:00 AM,8/27/11 5:00 PM,8/27/11 6:00 PM,SAPO,NO,, WEST  137 STREET between 7 AVENUE and 8 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (1000095 236792, 999308 237228))"
East 57th Street 3rd Annual Block Party,Block Party,block party cook out with music,8/27/11 11:00 AM,8/27/11 11:00 AM,8/27/11 8:00 PM,8/27/11 8:00 PM,SAPO,NO,, EAST   57 STREET between TILDEN AVENUE and SNYDER AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1005548 175588, 1005498 176291))"
75th Place Block Party,Block Party,Gathering of neighbors,8/13/11 12:00 PM,8/13/11 12:00 PM,8/13/11 9:00 PM,8/13/11 9:00 PM,SAPO,NO,, 75 PLACE between ELIOT AVENUE and JUNIPER BLVD NORTH,Queens,"GEOMETRYCOLLECTION (LINESTRING (1016393 202621, 1016712 202094))"
East 43rd Street Block Association,Block Party,Block Party,8/20/11 10:00 AM,8/20/11 10:00 AM,8/20/11 7:00 PM,8/20/11 7:00 PM,SAPO,NO,, EAST   43 STREET between CHURCH AVENUE and SNYDER AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1001691 176613, 1001743 175983))"
28th Street Block Party,Block Party,Block Party 28th street in Brooklyn.,7/30/11 10:00 AM,7/30/11 10:00 AM,7/30/11 6:00 PM,7/30/11 7:00 PM,SAPO,NO,, 28 STREET between 4 AVENUE and 3 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (984312 179294, 983763 179737))"
CG AGENCY,Block Party,PARTY FOR THE COMMUNITY TO LET THEM KNOW ABOUT A DAY CARE SPECIAL AID CENTER THAT WILL BE OPEN DOOR HERE ON WASHINGTON HIGHT FOR THE CHILDREN UNDER AGE. TO PROVIDE THEM SPECIAL CARE BEFORE THEY RIGHT THE LEVEL OF SCHOOL AGE.,8/27/11 8:00 AM,8/27/11 11:00 AM,8/28/11 5:00 PM,8/28/11 8:00 PM,SAPO,NO,,4140 WEST  175 STREET between BROADWAY and SAINT NICHOLAS AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (1001279 247574, 1001799 247298))"
28th Street Block Party,Block Party,street closing on 28th Street between 4th & 3rd Ave,8/27/11 10:00 AM,8/27/11 10:00 AM,8/27/11 6:00 PM,8/27/11 7:00 PM,SAPO,NO,, 28 STREET between 4 AVENUE and 3 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (984312 179294, 983763 179737))"
Maple II Block Party,Block Party,Block party,9/10/11 12:00 PM,9/10/11 12:00 PM,9/10/11 9:00 PM,9/10/11 9:00 PM,SAPO,NO,, MAPLE STREET between BEDFORD AVENUE and ROGERS AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (996215 179896, 997140 179972))"
Token street,Block Party,Block Party,7/30/11 12:00 PM,7/30/11 12:00 PM,7/30/11 9:00 PM,7/30/11 9:00 PM,SAPO,NO,, TOKEN STREET between ARTHUR KILL ROAD and CROSSFIELD AVENUE,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (936047 144173, 935556 144091))"
STILL I RISE,Block Party,"BARBQUE, GAMES, RACES, DANCES,",9/10/11 11:00 AM,9/10/11 11:00 AM,9/10/11 8:00 PM,9/10/11 8:00 PM,SAPO,NO,, 223 STREET between 115 ROAD and 116 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1057521 193571, 1057278 192955))"
fun,Block Party,"ball playing,kid games",7/24/11 11:00 AM,7/24/11 11:00 AM,7/24/11 8:00 PM,7/24/11 8:00 PM,SAPO,NO,,720 HART STREET between WILSON AVENUE and CENTRAL AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1005162 194334, 1004684 193854))"
Covert Street Block Party,Block Party,Fun and games for the children,8/6/11 11:00 AM,8/6/11 11:00 AM,8/6/11 8:00 PM,8/6/11 8:00 PM,SAPO,NO,, COVERT STREET between BUSHWICK AVENUE and EVERGREEN AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1008548 189299, 1008949 189836))"
Brooklyn Bazaar,Block Party,third annual block party,9/17/11 11:00 AM,9/17/11 11:00 AM,9/17/11 8:00 PM,9/17/11 8:00 PM,SAPO,NO,, LEXINGTON AVENUE between GRAND AVENUE and CLASSON AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (994678 189335, 995463 189456))"
block party,Block Party,neighborhood get together,9/3/11 12:00 PM,9/3/11 12:00 PM,9/3/11 9:00 PM,9/3/11 9:00 PM,SAPO,NO,, 128 STREET between 107 AVENUE and 109 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1035331 189423, 1035622 188662))"
Health Fair,Block Party,"free blood pressure screening, eye exams ect.",9/17/11 9:00 AM,9/17/11 10:00 AM,9/17/11 2:00 PM,9/17/11 4:00 PM,SAPO,NO,, EAST  218 STREET between BRONXWOOD AVENUE and BARNES AVENUE,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1023670 260297, 1022873 260630))"
Warwick Street,Block Party,this is for the kids.,7/24/11 11:00 AM,7/24/11 11:00 AM,7/24/11 8:00 PM,7/24/11 8:00 PM,SAPO,NO,, WARWICK STREET between BELMONT AVENUE and SUTTER AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1016007 184166, 1016097 183709))"
Warren Street Block Party,Block Party,block party,9/10/11 9:00 AM,9/10/11 9:00 AM,9/10/11 6:00 PM,9/10/11 6:00 PM,SAPO,NO,, WARREN STREET between BOND STREET and NEVINS STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (987857 188391, 988467 188079))"
Glory of Christ Church Block Party,Block Party,"Community event used to reach out to all neighbors within the area of 2137 Ellis avenue. We will have various speakers, music, and entertainment for all ages.",8/27/11 9:00 AM,8/27/11 11:00 AM,8/27/11 5:30 PM,8/27/11 6:00 PM,SAPO,NO,,2 ELLIS AVENUE between CASTLE HILL AVENUE and OLMSTEAD AVENUE,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1025425 242668, 1024580 242517))"
Essex Street Annual Block Party,Block Party,Essex Street Residents will hold annual end of summer celebration for community residents.,8/28/11 11:00 AM,8/28/11 11:00 AM,8/28/11 8:00 PM,8/28/11 8:00 PM,SAPO,NO,, ESSEX STREET between DUMONT AVENUE and BLAKE AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1017453 182812, 1017346 183373))"
Liz  Toni's Event,Block Party,Block party for kids,7/30/11 12:00 PM,7/30/11 12:00 PM,7/30/11 9:00 PM,7/30/11 9:00 PM,SAPO,NO,, 41 STREET between 5 AVENUE and 4 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (982842 176142, 982215 176640))"
Healthy Together,Block Party,4th Annual Community Health Fair,8/27/11 11:00 AM,8/27/11 11:00 AM,8/27/11 8:00 PM,8/27/11 8:00 PM,SAPO,NO,, EAST   92 STREET between CHURCH AVENUE and AVENUE A,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1006872 177464, 1007377 176871))"
Annadale Road Block Party,Block Party,Annual Block Party,8/13/11 12:00 PM,8/13/11 12:00 PM,8/13/11 9:00 PM,8/13/11 9:00 PM,SAPO,NO,, ANNADALE ROAD between DORVAL AVENUE and FORRESTAL AVENUE,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (935139 142971, 935216 142487))"
powers street block party,Block Party,to have a nice day out the for the people of the block,8/20/11 10:00 AM,8/20/11 10:00 AM,8/20/11 7:00 PM,8/20/11 7:00 PM,SAPO,NO,,284 POWERS STREET between OLIVE STREET and BUSHWICK AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1001221 199117, 1000595 198925))"
Monroe TnT block Party,Block Party,Block assositation event,9/10/11 11:00 AM,9/10/11 11:00 AM,9/10/11 8:00 PM,9/10/11 8:00 PM,SAPO,NO,, MONROE STREET between THROOP AVENUE and TOMPKINS AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1000436 189391, 999649 189272))"
