BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Address,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
3-06818-0065,"1877 12 STREET
Brooklyn, NY
(40.60107682750459, -73.98408316603376)",MADISON,D4-ELEVATOR,48,1955,53500,574700,10.74,1790000,33.5,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,330990,13.2,775000,30.9,0.25,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4738227,44,23800000,221,2.3
3-06818-0074,"1855 12 STREET
Brooklyn, NY
(40.601564550004575, -73.98417046266798)",MADISON,D4-ELEVATOR,87,1963,90000,999050,11.1,3100000,34.4,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,330990,13.2,775000,30.9,0.25,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4738227,44,23800000,221,2.3
3-06819-0032,"1862 14 STREET
Brooklyn, NY
(40.6042606706342, -73.95840425834392)",MADISON,D4-ELEVATOR,47,1931,50400,508820,10.1,1450000,28.8,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,330990,13.2,775000,30.9,0.3,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4738227,44,23800000,221,2.25
3-06826-0062,"2331 OCEAN AVENUE
Brooklyn, NY
(40.604817073747064, -73.95234671024167)",MADISON,D4-ELEVATOR,36,1955,38900,431535,11.09,1340000,34.4,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,330990,13.2,775000,30.9,0.65,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4738227,44,23800000,221,1.85
3-06826-0070,"2301 OCEAN AVENUE
Brooklyn, NY
(40.60552828107566, -73.9524790278842)",MADISON,D4-ELEVATOR,65,1941,67000,751740,11.22,2340000,34.9,3-06653-0034,"1780 3 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GRAVESEND,D1-ELEVATOR,98,1962,81888,1148847,14.03,4190000,51,1.3,3-06730-0072,"1640 OCEAN AVENUE
Brooklyn, NY
(40.622064815978895, -73.9557980000395)",MIDWOOD,D1-ELEVATOR,98,1929,100610,956100,9.5,2730000,27.1,1.2
3-06835-0012,"3178 NOSTRAND AVENUE
Brooklyn, NY
(40.606740838746134, -73.94312259343532)",MADISON,D4-ELEVATOR,79,1958,81564,901020,11.05,2800000,34.3,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,330990,13.2,775000,30.9,1.1,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4738227,44,23800000,221,1.45
3-06835-0026,"3202 NOSTRAND AVENUE
Brooklyn, NY
(40.606159229217205, -73.94301438701133)",MADISON,D4-ELEVATOR,79,1959,81564,911625,11.18,2830000,34.7,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,330990,13.2,775000,30.9,1.1,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4738227,44,23800000,221,1.45
3-06836-0050,"3203 NOSTRAND AVENUE
Brooklyn, NY
(40.60611842911482, -73.94293386831934)",MADISON,D4-ELEVATOR,108,1958,97020,1243380,12.82,4290000,44.2,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,330990,13.2,775000,30.9,1.15,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4738227,44,23800000,221,1.35
3-06836-0064,"3165 NOSTRAND AVENUE
Brooklyn, NY
(40.60703931093483, -73.94310519516955)",MADISON,D4-ELEVATOR,108,1953,115300,1477650,12.82,5100000,44.2,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,330990,13.2,775000,30.9,1.15,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4738227,44,23800000,221,1.35
3-06888-0006,"8835 23 AVENUE
Brooklyn, NY
(40.59590943359354, -73.99640528861566)",GRAVESEND,D4-ELEVATOR,59,1927,42840,566773,13.23,2070000,48.3,3-05389-0067,"623 5 STREET
Brooklyn, NY
(40.66761257580861, -73.97598131123515)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,48,1932,41963,508339,12.11,1750000,41.7,3.05,,,,,,,,,,,,
3-06919-0001,"2475 16 STREET
Brooklyn, NY
(40.58679919607034, -73.98530791593018)",GRAVESEND,D4-ELEVATOR,364,1963,421800,6048612,14.34,14200000,33.7,3-07046-0001,"3528 MERMAID AVENUE
Brooklyn, NY
(40.57480803839534, -74.000984819778)",CONEY ISLAND,D7-ELEVATOR,261,1979,230500,3663218,15.89,14500000,63,1.2,3-01811-0019,"510 QUINCY STREET
Brooklyn, NY
(40.68810763433641, -73.9404295281224)",BEDFORD STUYVESANT,D7-ELEVATOR,196,1974,212405,2714389,12.78,9360000,44.1,7.4
3-06933-0046,"2606 CROPSEY AVENUE
Brooklyn, NY
(40.58133857330649, -73.9857319918521)",GRAVESEND,C6-WALK-UP,11,1975,8064,114105,14.15,417000,52,3-06093-0029,"92 PARROTT PLACE
Brooklyn, NY
(40.61630229186227, -74.02303070077822)",BAY RIDGE,C1-WALK-UP,12,1978,9369,119831,12.79,413000,44.1,2.5,3-06115-0151,"125 95 STREET
Brooklyn, NY
(40.61703711570941, -74.03696404426779)",BAY RIDGE,C1-WALK-UP,14,2002,16500,227898,13.81,832000,50,3.1
3-06933-0055,"2630 CROPSEY AVENUE
Brooklyn, NY
(40.58133857330649, -73.9857319918521)",GRAVESEND,D4-ELEVATOR,364,1963,421800,6048612,14.34,22100000,52,3-01811-0019,"510 QUINCY STREET
Brooklyn, NY
(40.68810763433641, -73.9404295281224)",BEDFORD STUYVESANT,D7-ELEVATOR,196,1974,212405,2714389,12.78,9360000,44.1,7.3,,,,,,,,,,,,
3-06935-0001,"2650 CROPSEY AVENUE
Brooklyn, NY
(40.58133857330649, -73.9857319918521)",GRAVESEND,D4-ELEVATOR,161,1967,188768,3033501,16.07,12000000,64,3-07234-0100,"2611 2 STREET
Brooklyn, NY
(40.5859498066473, -73.97121810923888)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,120,1949,97440,1413116,14.5,4880000,50,1.1,3-07212-0104,"557 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,120,1951,97440,2177644,22.35,9460000,97,0.95
3-06937-0048,"2740 CROPSEY AVENUE
Brooklyn, NY
(40.58133857330649, -73.9857319918521)",GRAVESEND,D4-ELEVATOR,320,1962,440000,6309600,14.34,14800000,33.6,3-07046-0001,"3528 MERMAID AVENUE
Brooklyn, NY
(40.57480803839534, -74.000984819778)",CONEY ISLAND,D7-ELEVATOR,261,1979,230500,3663218,15.89,14500000,63,1.05,3-01811-0019,"510 QUINCY STREET
Brooklyn, NY
(40.68810763433641, -73.9404295281224)",BEDFORD STUYVESANT,D7-ELEVATOR,196,1974,212405,2714389,12.78,9360000,44.1,7.4
3-06962-0011,"2659 36 STREET
Brooklyn, NY
(40.57993323063803, -74.00268009647931)",CONEY ISLAND,D4-ELEVATOR,157,1965,131439,1698191,12.92,3980000,30.3,3-08665-0547,"2911 BRIGHTON 5 STREET
Brooklyn, NY
(40.58057085937142, -73.96350607768144)",BRIGHTON BEACH,D1-ELEVATOR,106,1963,100300,1241286,12.38,4280000,42.7,2.05,3-07179-0058,"2375 3 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,135,1957,112320,1581612,14.08,5770000,51,2
3-07084-0039,"225 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GRAVESEND,D4-ELEVATOR,120,1960,113442,1823012,16.07,4270000,37.6,3-07234-0100,"2611 2 STREET
Brooklyn, NY
(40.5859498066473, -73.97121810923888)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,120,1949,97440,1413116,14.5,4880000,50,1.1,3-07212-0104,"557 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,120,1951,97440,2177644,22.35,9460000,97,0.95
3-07089-0062,"2035 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,66,1962,59312,865955,14.6,3160000,53,3-06382-0006,"2225 BENSON AVENUE
Brooklyn, NY
(40.59976930426334, -73.99476703168558)",GRAVESEND,D1-ELEVATOR,69,1960,52542,713420,13.58,2600000,49.5,1.55,3-05881-0038,"15 MACKAY PLACE
Brooklyn, NY
(40.63714657127319, -74.03545029116718)",BAY RIDGE,D1-ELEVATOR,69,1960,50400,763379,15.15,3020000,60,4.5
3-07104-0144,"388 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,72,1951,54000,788400,14.6,2880000,53,3-06382-0006,"2225 BENSON AVENUE
Brooklyn, NY
(40.59976930426334, -73.99476703168558)",GRAVESEND,D1-ELEVATOR,69,1960,52542,713420,13.58,2600000,49.5,1.2,3-05881-0038,"15 MACKAY PLACE
Brooklyn, NY
(40.63714657127319, -74.03545029116718)",BAY RIDGE,D1-ELEVATOR,69,1960,50400,763379,15.15,3020000,60,4.25
3-07109-0001,"602 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,66,1938,79920,1235563,15.46,4890000,61,3-06047-0031,"8708 RIDGE BOULEVARD
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BAY RIDGE,D1-ELEVATOR,78,1927,62556,1171266,18.72,4640000,74,4.1,3-06107-0029,"364 93 STREET
Brooklyn, NY
(40.618015768335695, -74.03138181363626)",BAY RIDGE,D1-ELEVATOR,83,1928,57024,847820,14.87,3090000,54,3.75
3-07158-0063,"2265 OCEAN PARKWAY
Brooklyn, NY
(40.594364129613616, -73.96448949634389)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,78,1956,64080,935568,14.6,3410000,53,3-07179-0058,"2375 3 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,135,1957,112320,1581612,14.08,5770000,51,0.2,3-07198-0006,"410 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,45,1957,43974,539681,12.27,1860000,42.3,0.35
3-07159-0040,"735 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,100,1962,91200,1465584,16.07,5800000,64,3-07212-0104,"557 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,120,1951,97440,2177644,22.35,9460000,97,0.75,,,,,,,,,,,,
3-07178-0022,"2400 3 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,180,1957,156610,2023401,12.92,7390000,47.2,3-07179-0058,"2375 3 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,135,1957,112320,1581612,14.08,5770000,51,0.05,,,,,,,,,,,,
3-07181-0001,"2310 OCEAN PARKWAY
Brooklyn, NY
(40.59298562912563, -73.9650128655541)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,60,1954,67000,824100,12.3,2840000,42.4,3-07158-0033,"2245 OCEAN PARKWAY
Brooklyn, NY
(40.59480172284381, -73.96457696200198)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,74,1958,67620,821604,12.15,2830000,41.9,0.2,3-07197-0001,"388 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,76,1957,74834,931151,12.44,3210000,42.9,0.25
3-07182-0031,"527 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,44,1962,26784,466041,17.4,1840000,69,3-06083-0038,"9102 COLONIAL ROAD
Brooklyn, NY
(40.62092962031196, -74.03803194000055)",BAY RIDGE,D1-ELEVATOR,32,1950,30077,508761,16.92,2010000,67,4.45,3-06110-0052,"9330 FT HAMILTON PARKWAY
Brooklyn, NY
(40.616114571706476, -74.02831956682367)",BAY RIDGE,D1-ELEVATOR,48,1955,32400,580321,17.91,2300000,71,3.8
3-07182-0046,"2373 OCEAN PARKWAY
Brooklyn, NY
(40.591696954404014, -73.96466648573211)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,63,1960,52800,770880,14.6,2810000,53,3-05881-0038,"15 MACKAY PLACE
Brooklyn, NY
(40.63714657127319, -74.03545029116718)",BAY RIDGE,D1-ELEVATOR,69,1960,50400,763379,15.15,3020000,60,4.9,3-06383-0006,"2255 BENSON AVENUE
Brooklyn, NY
(40.599318372950364, -73.99400824789245)",GRAVESEND,D1-ELEVATOR,69,1960,54210,761571,14.05,2780000,51,1.65
3-07214-0001,"2525 2 STREET
Brooklyn, NY
(40.587933028954176, -73.96779974801026)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,180,1957,177000,2286840,12.92,8350000,47.2,3-08665-0547,"2911 BRIGHTON 5 STREET
Brooklyn, NY
(40.58057085937142, -73.96350607768144)",BRIGHTON BEACH,D1-ELEVATOR,106,1963,100300,1241286,12.38,4280000,42.7,0.6,3-07179-0058,"2375 3 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,135,1957,112320,1581612,14.08,5770000,51,0.4
3-07218-0059,"2580 OCEAN PARKWAY
Brooklyn, NY
(40.58701757740027, -73.9663920808144)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,90,1961,87024,1398475,16.07,5540000,64,3-07212-0104,"557 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,120,1951,97440,2177644,22.35,9460000,97,0.35,,,,,,,,,,,,
3-07223-0011,"2514 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,60,1953,80955,1300946,16.07,5150000,64,3-07212-0104,"557 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,120,1951,97440,2177644,22.35,9460000,97,0.55,,,,,,,,,,,,
3-07223-0027,"2552 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,54,1953,66000,963600,14.6,3520000,53,3-06383-0006,"2255 BENSON AVENUE
Brooklyn, NY
(40.599318372950364, -73.99400824789245)",GRAVESEND,D1-ELEVATOR,69,1960,54210,761571,14.05,2780000,51,1.8,3-05881-0038,"15 MACKAY PLACE
Brooklyn, NY
(40.63714657127319, -74.03545029116718)",BAY RIDGE,D1-ELEVATOR,69,1960,50400,763379,15.15,3020000,60,5.1
3-07224-0037,"701 GERALD COURT
Brooklyn, NY
(40.58864163330494, -73.96140714281003)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,54,1953,54000,788400,14.6,2880000,53,3-06383-0006,"2255 BENSON AVENUE
Brooklyn, NY
(40.599318372950364, -73.99400824789245)",GRAVESEND,D1-ELEVATOR,69,1960,54210,761571,14.05,2780000,51,1.8,3-05881-0038,"15 MACKAY PLACE
Brooklyn, NY
(40.63714657127319, -74.03545029116718)",BAY RIDGE,D1-ELEVATOR,69,1960,50400,763379,15.15,3020000,60,5.1
3-07224-0050,"2531 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,84,1953,137280,1773657,12.92,6470000,47.1,3-07179-0058,"2375 3 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,135,1957,112320,1581612,14.08,5770000,51,0.4,3-08665-0547,"2911 BRIGHTON 5 STREET
Brooklyn, NY
(40.58057085937142, -73.96350607768144)",BRIGHTON BEACH,D1-ELEVATOR,106,1963,100300,1241286,12.38,4280000,42.7,0.5
3-07224-0128,"702 KATHLEEN COURT
Brooklyn, NY
(40.58791027725008, -73.96129496443712)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,36,1953,41436,548198,13.23,2000000,48.3,3-06060-0032,"8802 RIDGE BOULEVARD
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BAY RIDGE,D1-ELEVATOR,48,1935,46488,667193,14.35,2440000,52,4.6,3-05389-0067,"623 5 STREET
Brooklyn, NY
(40.66761257580861, -73.97598131123515)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,48,1932,41963,508339,12.11,1750000,41.7,3.5
3-07238-0042,"2610 OCEAN PARKWAY
Brooklyn, NY
(40.586355335545804, -73.9665413185926)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,56,1964,51800,756280,14.6,2760000,53,3-06383-0006,"2255 BENSON AVENUE
Brooklyn, NY
(40.599318372950364, -73.99400824789245)",GRAVESEND,D1-ELEVATOR,69,1960,54210,761571,14.05,2780000,51,1.6,3-05881-0038,"15 MACKAY PLACE
Brooklyn, NY
(40.63714657127319, -74.03545029116718)",BAY RIDGE,D1-ELEVATOR,69,1960,50400,763379,15.15,3020000,60,5
3-07238-0049,"2620 OCEAN PARKWAY
Brooklyn, NY
(40.586098707573186, -73.96659566333975)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,68,1960,67272,982171,14.6,3580000,53,3-06383-0006,"2255 BENSON AVENUE
Brooklyn, NY
(40.599318372950364, -73.99400824789245)",GRAVESEND,D1-ELEVATOR,69,1960,54210,761571,14.05,2780000,51,1.6,3-05881-0038,"15 MACKAY PLACE
Brooklyn, NY
(40.63714657127319, -74.03545029116718)",BAY RIDGE,D1-ELEVATOR,69,1960,50400,763379,15.15,3020000,60,5
3-07238-0115,"2650 OCEAN PARKWAY
Brooklyn, NY
(40.585336276539266, -73.96676342604596)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,190,1962,201360,3235855,16.07,12800000,64,3-07212-0104,"557 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,120,1951,97440,2177644,22.35,9460000,97,0.3,,,,,,,,,,,,
3-07244-0058,"711 MONTAUK COURT
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,60,1955,85680,1376877,16.07,5450000,64,3-07234-0100,"2611 2 STREET
Brooklyn, NY
(40.5859498066473, -73.97121810923888)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,120,1949,97440,1413116,14.5,4880000,50,0.5,3-07212-0104,"557 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,120,1951,97440,2177644,22.35,9460000,97,0.65
3-07244-0105,"2675 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,84,1956,120269,1743900,14.5,6370000,53,3-07235-0001,"2612 WEST STREET
Brooklyn, NY
(40.586035845350516, -73.9694095503607)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,240,1951,194880,2826236,14.5,9750000,50,0.45,,,,,,,,,,,,
3-07250-0001,"2790 5 STREET
Brooklyn, NY
(40.58008865994274, -73.97178703372533)",CONEY ISLAND,D4-ELEVATOR,1038,1963,1259938,18243902,14.48,42700000,33.9,3-06489-0001,"1483 SHORE PARKWAY
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BATH BEACH,D1-ELEVATOR,462,1949,349060,5193180,14.88,17900000,51,1.95,,,,,,,,,,,,
3-07253-0001,"2830 OCEAN PARKWAY
Brooklyn, NY
(40.58120472236336, -73.96772422727804)",CONEY ISLAND,D4-ELEVATOR,1557,1962,1800000,26064000,14.48,61000000,33.9,3-06489-0001,"1483 SHORE PARKWAY
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BATH BEACH,D1-ELEVATOR,462,1949,349060,5193180,14.88,17900000,51,2.1,3-07179-0058,"2375 3 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,135,1957,112320,1581612,14.08,5770000,51,0.75
3-07260-0009,"2815 OCEAN PARKWAY
Brooklyn, NY
(40.58130558149846, -73.96705340574407)",BRIGHTON BEACH,D4-ELEVATOR,68,1963,59700,871620,14.6,3180000,53,3-06382-0006,"2225 BENSON AVENUE
Brooklyn, NY
(40.59976930426334, -73.99476703168558)",GRAVESEND,D1-ELEVATOR,69,1960,52542,713420,13.58,2600000,49.5,1.9,3-05881-0038,"15 MACKAY PLACE
Brooklyn, NY
(40.63714657127319, -74.03545029116718)",BAY RIDGE,D1-ELEVATOR,69,1960,50400,763379,15.15,3020000,60,5.3
3-07260-0020,"2785 OCEAN PARKWAY
Brooklyn, NY
(40.58192476296585, -73.96691112076387)",BRIGHTON BEACH,D4-ELEVATOR,77,1964,67684,988186,14.6,3610000,53,3-05881-0038,"15 MACKAY PLACE
Brooklyn, NY
(40.63714657127319, -74.03545029116718)",BAY RIDGE,D1-ELEVATOR,69,1960,50400,763379,15.15,3020000,60,5.3,3-06383-0006,"2255 BENSON AVENUE
Brooklyn, NY
(40.599318372950364, -73.99400824789245)",GRAVESEND,D1-ELEVATOR,69,1960,54210,761571,14.05,2780000,51,1.85
3-07260-0028,"2727 OCEAN PARKWAY
Brooklyn, NY
(40.58310282804629, -73.96665486777158)",BRIGHTON BEACH,D4-ELEVATOR,174,1956,150000,1785000,11.9,6160000,41.1,3-08665-0547,"2911 BRIGHTON 5 STREET
Brooklyn, NY
(40.58057085937142, -73.96350607768144)",BRIGHTON BEACH,D1-ELEVATOR,106,1963,100300,1241286,12.38,4280000,42.7,0.2,3-08684-0062,"201 BRIGHTON 1 ROAD
Brooklyn, NY
(40.575178757355, -73.96665127360676)",BRIGHTON BEACH,D1-ELEVATOR,108,1954,111912,1302507,11.64,4490000,40.1,0.45
3-07268-0001,"2885 12 STREET
Brooklyn, NY
(40.5768087806492, -73.9795738920667)",CONEY ISLAND,D4-ELEVATOR,1760,1960,1736700,25199517,14.51,92000000,53,3-06469-0001,"2064 CROPSEY AVENUE
Brooklyn, NY
(40.58133857330649, -73.9857319918521)",BATH BEACH,D1-ELEVATOR,420,1948,316900,4721068,14.9,16300000,51,1.95,3-06489-0001,"1483 SHORE PARKWAY
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BATH BEACH,D1-ELEVATOR,462,1949,349060,5193180,14.88,17900000,51,1.95
3-07273-0025,"2928 5 STREET
Brooklyn, NY
(40.577256458164875, -73.97266738595276)",CONEY ISLAND,D4-ELEVATOR,572,1964,623806,9294709,14.9,33900000,54,3-06469-0001,"2064 CROPSEY AVENUE
Brooklyn, NY
(40.58133857330649, -73.9857319918521)",BATH BEACH,D1-ELEVATOR,420,1948,316900,4721068,14.9,16300000,51,2.05,3-06489-0001,"1483 SHORE PARKWAY
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BATH BEACH,D1-ELEVATOR,462,1949,349060,5193180,14.88,17900000,51,2.1
3-07273-0050,"2940 5 STREET
Brooklyn, NY
(40.57702970152223, -73.97273798000188)",CONEY ISLAND,D4-ELEVATOR,572,1964,623806,9294709,14.9,33900000,54,3-06469-0001,"2064 CROPSEY AVENUE
Brooklyn, NY
(40.58133857330649, -73.9857319918521)",BATH BEACH,D1-ELEVATOR,420,1948,316900,4721068,14.9,16300000,51,2.05,3-06489-0001,"1483 SHORE PARKWAY
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BATH BEACH,D1-ELEVATOR,462,1949,349060,5193180,14.88,17900000,51,2.1
