Entity Type,License Number,Entity Name,Camis Trade Name,Address Bldg,Address Street Name,Address Location,Address City,Address State,Address Zip Code,Telephone Number,Location
ELECTRONICS STORE,1340554,AA WIRELESS OF NY I CORP,,5416,5TH AVENUE,,BROOKLYN,NY,11220,3473216511,"5TH AVENUE
BROOKLYN, NY 11220
(40.6367227808876, -74.0190208464278)"
ELECTRONICS STORE,1340638,T-MOBILE NORTHEAST LLC,T-MOBILE,702,BRIGHTON BEACH AVENUE,,BROOKLYN,NY,11235,7087690754,"BRIGHTON BEACH AVENUE
BROOKLYN, NY 11235
(40.576270354078, -73.9685598873638)"
ELECTRONICS STORE,1340737,IDE WIRELESS INC,STOP N GO WIRELESS,122,EAST 42 STREET,,NEW YORK,NY,10168,2126823636,"EAST 42 STREET
NEW YORK, NY 10168
(40.7518270074177, -73.9770225076595)"
ELECTRONICS STORE,1340869,NEW TECH COMPUTER CORP,,92-29,QUEENS BOULEVARD,SUITE CU-5,REGO PARK,NY,11374,7185364011,"QUEENS BOULEVARD
REGO PARK, NY 11374
(40.7270776651714, -73.8537974032048)"
ELECTRONICS STORE,1341054,"GRAMEEN TELECOM, INC.",,7232,BROADWAY,,JACKSON HEIGHTS,NY,11372,7184247788,"BROADWAY
JACKSON HEIGHTS, NY 11372
(40.7468267769348, -73.8917667792818)"
ELECTRONICS STORE,1341719,T-MOBILE NORTHEAST LLC,T-MOBILE,2883,3 AVENUE,,BRONX,NY,10455,7189934906,"3 AVENUE
BRONX, NY 10455
(40.8139881460829, -73.9052026503996)"
ELECTRONICS STORE,1341751,T-MOBILE NORTHEAST LLC,T-MOBILE,783,BROADWAY,,BROOKLYN,NY,11206,7184522616,"BROADWAY
BROOKLYN, NY 11206
(40.7053860178247, -73.9502227111863)"
ELECTRONICS STORE,1341833,T MOBILE NORTHEAST LLC,,517,FULTON STREET,,BROOKLYN,NY,11201,7185324369,"FULTON STREET
BROOKLYN, NY 11201
(40.6889194314682, -73.9809705313681)"
ELECTRONICS STORE,1341852,T-MOBILE NORTHEAST LLC,T-MOBILE,307,MADISON AVENUE,,NEW YORK,NY,10017,2126874800,"MADISON AVENUE
NEW YORK, NY 10017
(40.7522496887715, -73.9731014636117)"
ELECTRONICS STORE,1342882,AMTOL RADIO COMMUNICATION SYSTEMS INC,,150-47A,12TH ROAD,,WHITESTONE,NY,11357,7187677500,"12TH ROAD
WHITESTONE, NY 11357
(40.7863609733428, -73.8111425593551)"
ELECTRONICS STORE,1343010,MR. TOPS MOBILE INC,,28-30,UNION STREET,,FLUSHING,NY,11354,7183585588,"UNION STREET
FLUSHING, NY 11354
(40.7598129870379, -73.8262062033459)"
ELECTRONICS STORE,1343039,BURNSIDE CONVENIENCE AND MORE INC.,,38,WEST BURNSIDE AVENUE,,BRONX,NY,10453,3475901946,"WEST BURNSIDE AVENUE
BRONX, NY 10453
(40.8542148204535, -73.9155088808553)"
ELECTRONICS STORE,1343241,PCS STORE NY INC,,771,E 149TH ST,,BRONX,NY,10455,7182211500,"E 149TH ST
BRONX, NY 10455
(40.8088170444144, -73.9029003860045)"
ELECTRONICS STORE,1343410,T MOBILE NORTHEAST LLC,,971,SOUTHERN BOULEVARD,,BRONX,NY,10459,7183282656,"SOUTHERN BOULEVARD
BRONX, NY 10459
(40.8263718104264, -73.8923783182618)"
ELECTRONICS STORE,1343509,"CHAUDHRY, SHAUKAT",CHAUDHRY  ELECTRONICS,117-25,JAMAICA AVENUE,,RICHMOND HILL,NY,11418,7182880682,"JAMAICA AVENUE
RICHMOND HILL, NY 11418
(40.7024362415685, -73.8165564779715)"
ELECTRONICS STORE,1344547,BOOST WIRELESS INC,,715,LYDIG AVENUE,,BRONX,NY,10462,7189041100,"LYDIG AVENUE
BRONX, NY 10462
(40.8407339832343, -73.8555420879416)"
ELECTRONICS STORE,1345033,"RSB WIRELESS, INC",,722,10 AVENUE,,NEW YORK,NY,10019,2123153933,"10 AVENUE
NEW YORK, NY 10019
(40.7663420649706, -73.9887856398027)"
ELECTRONICS STORE,1345588,MINSHE CORP,WIRELESS TECH,160-11,HILLSIDE AVENUE,,JAMAICA,NY,11432,7185260251,"HILLSIDE AVENUE
JAMAICA, NY 11432
(40.7107549703396, -73.7930392069053)"
ELECTRONICS STORE,1345976,J & F MOBILE INC,,4318,8TH AVE,UNIT A,BROOKLYN,NY,11232,7188780878,"8TH AVE
BROOKLYN, NY 11232
(40.6551588824883, -74.0028690227816)"
ELECTRONICS STORE,1346101,"JOULY PALACE, INC.",,439,KNICKERBOCKER AVENUE,,BROOKLYN,NY,11237,7184523339,"KNICKERBOCKER AVENUE
BROOKLYN, NY 11237
(40.698829960231, -73.9183777181288)"
ELECTRONICS STORE,1346191,"METRO 86, INC",METROPCS,1981,86TH ST,,BROOKLYN,NY,11214,3474622704,"86TH ST
BROOKLYN, NY 11214
(40.6066134793466, -74.0016099719405)"
ELECTRONICS STORE,1346980,STARNET MOBILE INC,,8604,BAY PARKWAY,,BROOKLYN,NY,11214,7183689328,"BAY PARKWAY
BROOKLYN, NY 11214
(40.5962982556705, -73.9997573685602)"
ELECTRONICS STORE,1347765,"MADISON AVENUE WIRELESS, INC",,79,MADISON AVENUE,,NEW YORK,NY,10016,2126964200,"MADISON AVENUE
NEW YORK, NY 10016
(40.7434183464437, -73.9861416330365)"
ELECTRONICS STORE,1350734,FIRST CLASS SHOP INC,,16328,JAMAICA AVE,,JAMAICA,NY,11432,6465495825,"JAMAICA AVE
JAMAICA, NY 11432
(40.7030567737688, -73.8010791458472)"
ELECTRONICS STORE,1350954,LG WIRELESS CORPORATION,,32-02,QUEENS BOULEVARD,,LONG ISLND CITY,NY,11101,7184721280,"QUEENS BOULEVARD
LONG ISLND CITY, NY 11101
(40.7491470277704, -73.9377131417588)"
ELECTRONICS STORE,1351713,AMBAR WIRELESS CORP.,,1647,ST NICHOLAS AVENUE,,NEW YORK,NY,10040,2125680555,"ST NICHOLAS AVENUE
NEW YORK, NY 10040
(40.8483422476021, -73.9284950909585)"
ELECTRONICS STORE,1353005,BURKE WIRELESS & ELECTRONIC GARDEN INC.,,719A,BURKE AVENUE,,BRONX,NY,10467,3473232630,"BURKE AVENUE
BRONX, NY 10467
(40.8714458305349, -73.8671613285602)"
ELECTRONICS STORE,1353006,BURKE WIRELESS & ELECTRONIC GARDEN INC,LIMITLESS WIRELESS,719B,BURKE AVENUE,,BRONX,NY,10467,3473232630,"BURKE AVENUE
BRONX, NY 10467
(40.8714458305349, -73.8671613285602)"
ELECTRONICS STORE,1353205,J & L MOBILE GROUP INC.,,53,MADISON ST,,NEW YORK,NY,10038,9174708218,"MADISON ST
NEW YORK, NY 10038
(40.7116812720298, -74.0008995075374)"
ELECTRONICS STORE,1353210,QUEENS BLVD WIRELESS INC,,4127,QUEENS BLVD,,SUNNY SIDE,NY,11104,5164396916,"QUEENS BLVD
SUNNY SIDE, NY 11104
(40.7461342989722, -73.9185845621955)"
ELECTRONICS STORE,1353783,"SAMI'S METRO PARTNER ASSOCIATE, CORP.",,836,WASHINGTON AVENUE,,BROOKLYN,NY,11238,7187892931,"WASHINGTON AVENUE
BROOKLYN, NY 11238
(40.6715984891839, -73.9625614094283)"
ELECTRONICS STORE,1354184,THIRD CELLCO INC,,985,E 174TH ST,,BRONX,NY,10460,7188235394,"E 174TH ST
BRONX, NY 10460
(40.8350412747888, -73.8662170404294)"
ELECTRONICS STORE,1336359,CELLULAR ARENA II INC,,563,86 ST,,BROOKLYN,NY,11209,7188339300,"86 ST
BROOKLYN, NY 11209
(40.6207238419863, -74.0291112395965)"
ELECTRONICS STORE,1336495,METROPOLITAN WIRELESS BK143 INC,,5100,KINGS PLAZA,K1,BROOKLYN,NY,11234,5165130408,"KINGS PLAZA
BROOKLYN, NY 11234
(40.6130346386358, -73.9175053757604)"
ELECTRONICS STORE,1336498,CELLULAR PLUS WIRELESS INC,CELLULAR PLUS,5517,5 AVENUE,,BROOKLYN,NY,11220,7184925800,"5 AVENUE
BROOKLYN, NY 11220
(40.6399963130742, -74.0183553481261)"
ELECTRONICS STORE,1336746,"GAMESTOP, INC.",GAMESTOP #6425,682,SIXTH AVENUE,,NEW YORK,NY,10010,2126752580,"SIXTH AVENUE
NEW YORK, NY 10010
(40.7387688515523, -73.9829400466123)"
ELECTRONICS STORE,1336749,C.E. WHOLESALE EXPRESS INC.,BIG DADDY,3516,NOSTRAND AVENUE,,BROOKLYN,NY,11229,7183361077,"NOSTRAND AVENUE
BROOKLYN, NY 11229
(40.5959205404183, -73.9410226468266)"
ELECTRONICS STORE,1337239,GO FOR IT WIRELESS INC.,,491,FULTON STREET,,BROOKLYN,NY,11201,7184276065,"FULTON STREET
BROOKLYN, NY 11201
(40.6889194314682, -73.9809705313681)"
ELECTRONICS STORE,1339063,B T ELECTRONIC INC,,7207,13 AVENUE,,BROOKLYN,NY,11228,7182323310,"13 AVENUE
BROOKLYN, NY 11228
(40.6168567572603, -74.012797537985)"
ELECTRONICS STORE,1339362,NEW PLANET MARS COMMUNICATIONS INC,,335,EAST FORDHAM ROAD,,BRONX,NY,10458,6462337497,"EAST FORDHAM ROAD
BRONX, NY 10458
(40.8582617695853, -73.8847700538939)"
ELECTRONICS STORE,1339550,T MOBILE NORTHEAST LLC,,300,UTICA AVENUE,,BROOKLYN,NY,11213,4253834000,"UTICA AVENUE
BROOKLYN, NY 11213
(40.6686756925886, -73.9311301045043)"
ELECTRONICS STORE,1340424,T-MOBILE NORTHEAST LLC,T-MOBILE,596,6 AVENUE,,NEW YORK,NY,10011,2126477062,"6 AVENUE
NEW YORK, NY 10011
(40.7423751328898, -74.0015380261782)"
ELECTRONICS STORE,1340442,T-MOBILE NORTHEAST LLC,T-MOBILE,136-16,ROOSEVELT AVENUE,,FLUSHING,NY,11354,7187628639,"ROOSEVELT AVENUE
FLUSHING, NY 11354
(40.7570520684079, -73.8385718812488)"
ELECTRONICS STORE,1340451,T-MOBILE NORTHEAST LLC,T-MOBILE,5019,5 AVENUE,,BROOKLYN,NY,11220,7188543463,"5 AVENUE
BROOKLYN, NY 11220
(40.6399963130742, -74.0183553481261)"
ELECTRONICS STORE,1340455,T-MOBILE NORTHEAST LLC,T-MOBILE,3923,103 STREET,,CORONA,NY,11368,7188039280,"103 STREET
CORONA, NY 11368
(40.7487243464166, -73.8534106947322)"
ELECTRONICS STORE,1340527,T-MOBILE NORTHEAST LLC,T-MOBILE,1224,AVE J,,BROOKLYN,NY,11238,7182525435,"AVE J
BROOKLYN, NY 11238
(40.6771652925452, -73.9644140128087)"
ELECTRONICS STORE,1340536,T-MOBILE NORTHEAST LLC,T-MOBILE,838,NOSTRAND AVENUE,,BROOKLYN,NY,11225,7184671271,"NOSTRAND AVENUE
BROOKLYN, NY 11225
(40.6697368925832, -73.9505104942357)"
ELECTRONICS STORE,1340711,O.R.C. REPEATER COMMUNICATIONS CORP.,,444,GERARD AVENUE,,BRONX,NY,10451,7184022929,"GERARD AVENUE
BRONX, NY 10451
(40.8190783087687, -73.929187568921)"
ELECTRONICS STORE,1340739,JOYERIA ESPINAL INC.,,546,WEST  181 STREET,,NEW YORK,NY,10033,2127815680,"WEST  181 STREET
NEW YORK, NY 10033
(40.84950237302, -73.936921738373)"
ELECTRONICS STORE,1341174,"AMERITEL OF KEW GARDENS, INC",,11076,QUEENS BOULEVARD,,FOREST HILLS,NY,11375,7188261111,"QUEENS BOULEVARD
FOREST HILLS, NY 11375
(40.7209712685924, -73.8430684913952)"
ELECTRONICS STORE,1341427,"EMPIRE STATE COMPUTER, INC",,177,SHERMAN AVENUE,,NEW YORK,NY,10034,3475653632,"SHERMAN AVENUE
NEW YORK, NY 10034
(40.8668053288637, -73.9224066808201)"
ELECTRONICS STORE,1341481,PC WIZARD INC,MARTECH COMPUTERS,6729,5 AVENUE,,BROOKLYN,NY,11220,7184919600,"5 AVENUE
BROOKLYN, NY 11220
(40.6399963130742, -74.0183553481261)"
ELECTRONICS STORE,1341630,"CITI CELL, & APPLIANCE INC.",,37-38,73 STREET,,QUEENS,NY,11372,7185051600,"73 STREET
QUEENS, NY 11372
(40.7518000277568, -73.882962416615)"
ELECTRONICS STORE,1341718,T-MOBILE NORTHEAST LLC,T-MOBILE,24,GRAHAM AVENUE,,BROOKLYN,NY,11206,7183020046,"GRAHAM AVENUE
BROOKLYN, NY 11206
(40.7009613534405, -73.9422727044473)"
ELECTRONICS STORE,1341755,T-MOBILE NORTHEAST LLC,T-MOBILE,408,KNICKERBOCKER AVE,,BROOKLYN,NY,11237,7184531485,"KNICKERBOCKER AVE
BROOKLYN, NY 11237
(40.698829960231, -73.9183777181288)"
ELECTRONICS STORE,1341848,T-MOBILE NORTHEAST LLC,T-MOBILE,320,WEST  125 STREET,,NEW YORK,NY,10027,2128642763,"WEST  125 STREET
NEW YORK, NY 10027
(40.8122254749055, -73.9531994671033)"
ELECTRONICS STORE,1341877,T-MOBILE NORTHEAST LLC,,617,WEST  181 STREET,,NEW YORK,NY,10033,2129231603,"WEST  181 STREET
NEW YORK, NY 10033
(40.84950237302, -73.936921738373)"
ELECTRONICS STORE,1342151,"ADELINA'S SERVICES, INC.",,234,PORT RICHMOND AVENUE,,STATEN ISLAND,NY,10302,7188157771,"PORT RICHMOND AVENUE
STATEN ISLAND, NY 10302
(40.6250046148458, -74.1454655237474)"
ELECTRONICS STORE,1342172,QUICK CASH OF FLATBUSH & LENOX RD. LLC,,753,FLATBUSH AVENUE,,BROOKLYN,NY,11226,7182872274,"FLATBUSH AVENUE
BROOKLYN, NY 11226
(40.6440882283076, -73.9579568806383)"
ELECTRONICS STORE,1342175,BROADWAY NYC WIRELESS INC,,2263,BROADWAY,,NEW YORK,NY,10024,2124962900,"BROADWAY
NEW YORK, NY 10024
(40.7831234140373, -73.9803140262867)"
ELECTRONICS STORE,1342473,PCS STORE NY INC,,266,KINGSTON AVE,,BROOKLYN,NY,11213,7182211500,"KINGSTON AVE
BROOKLYN, NY 11213
(40.6692872315685, -73.9422097519052)"
ELECTRONICS STORE,1342474,PCS STORE NY INC,,339,FLATBUSH AVE,,BROOKLYN,NY,11217,7182211500,"FLATBUSH AVE
BROOKLYN, NY 11217
(40.6867880382587, -73.9795046364603)"
ELECTRONICS STORE,1343009,T & J WIRELESS INCORPORATED,,8221,FLATLANDS AVENUE,,BROOKLYN,NY,11236,3474925044,"FLATLANDS AVENUE
BROOKLYN, NY 11236
(40.6320013402338, -73.9186025486362)"
ELECTRONICS STORE,1343190,WHITE WIRELESS INC,,156-16,NORTHERN BLVD,,FLUSHING,NY,11354,7189157737,"NORTHERN BLVD
FLUSHING, NY 11354
(40.7632663836304, -73.8312424067099)"
ELECTRONICS STORE,1343200,RANBOR TECHNOLOGY INC,,3702,MAIN ST,F20,FLUSHING,NY,11354,9172852252,"MAIN ST
FLUSHING, NY 11354
(40.7628886683781, -73.8319258914522)"
ELECTRONICS STORE,1343206,WIRELESSONE ON FIRST AVENUE INC,WIRELESSONE,996,1ST AVE,STORE FRONT,NEW YORK,NY,10022,2123552929,"1ST AVE
NEW YORK, NY 10022
(40.7598579531393, -73.961814972144)"
ELECTRONICS STORE,1343217,IMOBILE OF NY LLC,,1149A,2 AVENUE,,NEW YORK,NY,10065,5168139584,"2 AVENUE
NEW YORK, NY 10065
(40.7643185904047, -73.9624624840051)"
ELECTRONICS STORE,1343276,"ZOU, QIN MING",QQ COMPUTER,775,51 STREET,,BROOKLYN,NY,11220,7188538898,"51 STREET
BROOKLYN, NY 11220
(40.6399963130742, -74.0183553481261)"
ELECTRONICS STORE,1343361,RAVE PCS OF WASHINGTON HEIGHTS 105 INC,,3774,BROADWAY,,NEW YORK,NY,10032,3474322021,"BROADWAY
NEW YORK, NY 10032
(40.8418671289912, -73.9393499078521)"
ELECTRONICS STORE,1343390,ZCOM VERIZON WIRELESS PREMIUM RETAILER INC.,,1429,FOREST AVENUE,,STATEN ISLAND,NY,10302,7184428042,"FOREST AVENUE
STATEN ISLAND, NY 10302
(40.6249866284052, -74.1451237813762)"
ELECTRONICS STORE,1343412,T MOBILE NORTHEAST LLC,,124,WEST 34 STREET,,NEW YORK,NY,10001,2129041790,"WEST 34 STREET
NEW YORK, NY 10001
(40.749686620988, -73.9961510872227)"
ELECTRONICS STORE,1343419,T MOBILE NORTHEAST LLC,,914,3 AVENUE,,NEW YORK,NY,10022,2124212404,"3 AVENUE
NEW YORK, NY 10022
(40.7588057463651, -73.9680023077056)"
ELECTRONICS STORE,1343450,T MOBILE NORTHEAST LLC,,2122,RICHMOND AVENUE,,STATEN ISLAND,NY,10314,7189833745,"RICHMOND AVENUE
STATEN ISLAND, NY 10314
(40.6250945470487, -74.1487930152558)"
ELECTRONICS STORE,1344113,SIA COMMUNICATIONS INC.,,37-56A,74 STREET,,JACKSON HEIGHTS,NY,11372,7184297500,"74 STREET
JACKSON HEIGHTS, NY 11372
(40.7518000277568, -73.882962416615)"
ELECTRONICS STORE,1344165,I & R MULTISERVICES. CORP.,,214C,CLEVELAND STREET,,BROOKLYN,NY,11208,3475708163,"CLEVELAND STREET
BROOKLYN, NY 11208
(40.6796654077867, -73.8855524640593)"
ELECTRONICS STORE,1345257,PERFUME FOREVER INC,WIRELESS FOREVER,2,WEST 29 STREET,,NEW YORK,NY,10001,2126866988,"WEST 29 STREET
NEW YORK, NY 10001
(40.749686620988, -73.9961510872227)"
ELECTRONICS STORE,1310659,"ADVANCED SURVEILLANCE DEVICES, INC.",,15825,HORACE HARDING EXPRESSWA,,FRESH MEADOWS,NY,11365,7183532966,"HORACE HARDING EXPRESSWA
FRESH MEADOWS, NY 11365
(40.7392185125669, -73.8150456169623)"
ELECTRONICS STORE,1311244,JJC NEW ERA TECHNOLOGY INC.,JJC TECHNOLOGY,529,EAST  137 STREET,,BRONX,NY,10454,7185856555,"EAST  137 STREET
BRONX, NY 10454
(40.805732369854, -73.916911823221)"
ELECTRONICS STORE,1311412,ONE RATE WIRELESS LLC,,119-12,ROCKAWAY BOULEVARD,,QUEENS,NY,11420,7185291200,"ROCKAWAY BOULEVARD
QUEENS, NY 11420
(40.6747910823879, -73.8057196475184)"
ELECTRONICS STORE,1311432,CELL AND CELLULAR INC.,,122-16,LIBERTY AVENUE,GROUND,RICHMOND HILL,NY,11419,7183224383,"LIBERTY AVENUE
RICHMOND HILL, NY 11419
(40.688730573842, -73.8227707931939)"
ELECTRONICS STORE,1311550,"SMART CHOICE WIRELESS, INC.",,148,WEST   32 STREET,,NEW YORK,NY,10001,2129719110,"WEST   32 STREET
NEW YORK, NY 10001
(40.749686620988, -73.9961510872227)"
ELECTRONICS STORE,1311842,HOFFMAN SOUND & SECURITY LLC,,2514,HOFFMAN STREET,,BRONX,NY,10458,7183645070,"HOFFMAN STREET
BRONX, NY 10458
(40.8588283424638, -73.8859751454131)"
ELECTRONICS STORE,1311965,"METROCEL COMMUNICATIONS OF NEW YORK, INC",,860,MANHATTAN AVENUE,,BROOKLYN,NY,11222,9174787667,"MANHATTAN AVENUE
BROOKLYN, NY 11222
(40.7187049770786, -73.9467873010344)"
ELECTRONICS STORE,1312946,LVMA DISTRIBUTORS INC.,,163-13,JAMAICA AVENUE,,JAMAICA,NY,11432,9174000601,"JAMAICA AVENUE
JAMAICA, NY 11432
(40.7030567737688, -73.8010791458472)"
ELECTRONICS STORE,1313430,"GSM SAMSUNG CELLULAR, INC.",,76-09,BROADWAY,,ELMHURST,NY,11373,6465084014,"BROADWAY
ELMHURST, NY 11373
(40.7462422176158, -73.890390816577)"
ELECTRONICS STORE,1313453,"METRO EXPRESS CENTER, INC.",METROPCS,1110,PENNSYLVANIA AVENUE,STORE #9,BROOKLYN,NY,11207,5165543455,"PENNSYLVANIA AVENUE
BROOKLYN, NY 11207
(40.6781995128789, -73.8974145216258)"
ELECTRONICS STORE,1313582,82 ELECTRONICS INC.,,82-03,ROOSEVELT AVENUE,,QUEENS,NY,11372,7185051216,"ROOSEVELT AVENUE
QUEENS, NY 11372
(40.7518000277568, -73.882962416615)"
ELECTRONICS STORE,1313710,"COMPUTER US, CORP.",,135-20,NORTHERN BOULEVARD,,FLUSHING,NY,11354,7185398686,"NORTHERN BOULEVARD
FLUSHING, NY 11354
(40.7632663836304, -73.8312424067099)"
ELECTRONICS STORE,1314165,CELLULAR ARENA INC.,CELLULAR ARENA,2180,86 STREET,,BROOKLYN,NY,11214,9175362220,"86 STREET
BROOKLYN, NY 11214
(40.6040594047834, -74.0010254126215)"
ELECTRONICS STORE,1314181,"3G INTERNATIONAL WIRELESS, INC.",EMPIRE PAGING,5505,8 AVENUE,,BROOKLYN,NY,11220,7186868383,"8 AVENUE
BROOKLYN, NY 11220
(40.6399963130742, -74.0183553481261)"
ELECTRONICS STORE,1314291,BENSON MOBILE INC.,,8,BAY   31 STREET,,BROOKLYN,NY,11214,7188725001,"BAY   31 STREET
BROOKLYN, NY 11214
(40.6040594047834, -74.0010254126215)"
ELECTRONICS STORE,1314844,COMPUTER OUTLET AND TECH SOLUTIONS CORP,,1211,JEROME AVENUE,,BRONX,NY,10452,3472700038,"JEROME AVENUE
BRONX, NY 10452
(40.8446820069429, -73.9145106334028)"
ELECTRONICS STORE,1315679,110 TECHNOLOGIES INC.,,182-30,HILLSIDE AVENUE,,JAMAICA,NY,11432,3474944570,"HILLSIDE AVENUE
JAMAICA, NY 11432
(40.7107549703396, -73.7930392069053)"
ELECTRONICS STORE,1315690,"ESPINAL, RENSO",FANTASY ACCESSORIES,3385,FULTON STREET,,BROOKLYN,NY,11208,7182772377,"FULTON STREET
BROOKLYN, NY 11208
(40.6849444280987, -73.8675480370327)"
ELECTRONICS STORE,1315814,TD GROUP INC.,,4010,MAIN STREET,2G,FLUSHING,NY,11354,7188861488,"MAIN STREET
FLUSHING, NY 11354
(40.7628886683781, -73.8319258914522)"
ELECTRONICS STORE,1315932,"TMZ AT LINDEN BLVD, INC.",MOBILE ZONE,54-13,8 AVENUE,,BROOKLYN,NY,11220,7184395300,"8 AVENUE
BROOKLYN, NY 11220
(40.6399963130742, -74.0183553481261)"
ELECTRONICS STORE,1316194,GLOBAL GSM WHOLESALERS INC.,,90-15,QUEENS BOULEVARD,,REGO PARK,NY,11373,7186999200,"QUEENS BOULEVARD
REGO PARK, NY 11373
(40.7342542549652, -73.8732767183594)"
ELECTRONICS STORE,1316996,"FONES 2 GO, LLC",MECCA WIRELESS,1332B,EAST GUNHILL ROAD,,BRONX,NY,10469,3473468347,"EAST GUNHILL ROAD
BRONX, NY 10469
(40.873289440695, -73.853590559138)"
ELECTRONICS STORE,1317820,"BANG & OLUFSEN RETAIL EAST, LLC",BANG & OLUFSEN BROADWAY,927,BROADWAY,,NEW YORK,NY,10010,8475904948,"BROADWAY
NEW YORK, NY 10010
(40.7387688515523, -73.9829400466123)"
ELECTRONICS STORE,1318238,LMEG WIRELESS LLC,LM WIRELESS,254,36 STREET,5TH FLOOR,BROOKLYN,NY,11232,7188320700,"36 STREET
BROOKLYN, NY 11232
(40.6551588824883, -74.0028690227816)"
ELECTRONICS STORE,1318864,"AKHTAR, WASEEM",HRG GAMES,2856,3 AVENUE,,BRONX,NY,10455,6313980825,"3 AVENUE
BRONX, NY 10455
(40.8139881460829, -73.9052026503996)"
ELECTRONICS STORE,1322232,S WIRELESS 6TH AVENUE INC,,484,AVENUE OF THE AMERICAS,,NEW YORK,NY,10011,2122291664,"AVENUE OF THE AMERICAS
NEW YORK, NY 10011
(40.731700180402, -74.000917493978)"
ELECTRONICS STORE,1322407,FANTASTIC COMPUTER CORP.,,5621,8 AVENUE,,BROOKLYN,NY,11220,7182230553,"8 AVENUE
BROOKLYN, NY 11220
(40.6399963130742, -74.0183553481261)"
ELECTRONICS STORE,1322510,GERTRUDES JACKSON,CONNECTION WIRELESS & ELECTRONIC,1581B,ST NICHOLAS AVENUE,,NEW YORK,NY,10040,2129273800,"ST NICHOLAS AVENUE
NEW YORK, NY 10040
(40.8483422476021, -73.9284950909585)"
ELECTRONICS STORE,1322523,MOMAR DIONGUE,HARLEM CALLING,2470A,FREDRICK DOUGLASS BOULEVARD,,NEW YORK,NY,10027,9172515916,"FREDRICK DOUGLASS BOULEVARD
NEW YORK, NY 10027
(40.8122254749055, -73.9531994671033)"
ELECTRONICS STORE,1323394,88 COMMUNICATION INC.,WTC WIRELESS GROUP,63,EAST BROADWAY,,NEW YORK,NY,10002,2127326128,"EAST BROADWAY
NEW YORK, NY 10002
(40.7148288991323, -73.9830029991543)"
ELECTRONICS STORE,1323412,"METRO WIRELESS STADIUM, INC.",,81,EAST  161 STREET,,BRONX,NY,10451,7186171372,"EAST  161 STREET
BRONX, NY 10451
(40.8127740613434, -73.9204011926947)"
ELECTRONICS STORE,1324982,REMSEN AUTO ELECTRONICS LLC,,169,REMSEN AVENUE,,BROOKLYN,NY,11212,7187730138,"REMSEN AVENUE
BROOKLYN, NY 11212
(40.6543674791025, -73.9217052096372)"
ELECTRONICS STORE,1326673,UNIQUE CELLULAR ELECTRONICS CORP,,221,BROAD STREET,,STATEN ISLAND,NY,10304,3479649422,"BROAD STREET
STATEN ISLAND, NY 10304
(40.6245999199326, -74.0797790427273)"
ELECTRONICS STORE,1327311,"SALEH, OMAR",STOP ONE WIRELESS ELECTRONICS,2726,FREDERICK DOUGLAS BOULEVARD,A/K/A 8TH AVENUE,NEW YORK,NY,10030,2128620785,"FREDERICK DOUGLAS BOULEVARD
NEW YORK, NY 10030
(40.8179901291133, -73.9422727044473)"
ELECTRONICS STORE,1327324,ELECTRONICS PLUS INC,,73-08,37 AVENUE,,JACKSON HEIGHTS,NY,,7182365417,"37 AVENUE
JACKSON HEIGHTS, NY
(40.7519798921627, -73.8828275183106)"
ELECTRONICS STORE,1327912,GAME CENTER OF USA INC.,,344,EAST FORDHAM ROAD,,BRONX,NY,10458,7187586933,"EAST FORDHAM ROAD
BRONX, NY 10458
(40.8582617695853, -73.8847700538939)"
ELECTRONICS STORE,1328380,DYNAMIC CELLULAR OF HILLSIDE AV CORP,,181-02,HILLSIDE AVENUE,,QUEENS,NY,11432,7186574219,"HILLSIDE AVENUE
QUEENS, NY 11432
(40.7131921330389, -73.7928233696182)"
ELECTRONICS STORE,1328664,QIAN YI CHEN,,510A,BAY STREET,,STATEN ISLAND,NY,10304,7184484263,"BAY STREET
STATEN ISLAND, NY 10304
(40.620867733511, -74.0712894427707)"
ELECTRONICS STORE,1328942,A & Z RETAILERS INC,,510-512,FULTON STREET,,BROOKLYN,NY,11201,7184229181,"FULTON STREET
BROOKLYN, NY 11201
(40.6889194314682, -73.9809705313681)"
ELECTRONICS STORE,1329090,FUTURE BUY INC,FORDHAM ELECTRONICS AND APPLIANCE CENTER,385,EAST FORDHAM ROAD,,BRONX,NY,10458,6462564180,"EAST FORDHAM ROAD
BRONX, NY 10458
(40.8582617695853, -73.8847700538939)"
ELECTRONICS STORE,1329318,ABDELMALEK ELOUAZRI,ROGERS CARS ALARM AND SOUND SYSTEMS,625,ROGERS AVENUE,,BROOKLYN,NY,11225,3473654153,"ROGERS AVENUE
BROOKLYN, NY 11225
(40.6698807841079, -73.9532804060859)"
ELECTRONICS STORE,1330002,DYNAMIC CELLULAR OF JAMAICA AVE INC,METRO PCS,170-20,HILLSIDE AVENUE,A,JAMAICA,NY,11432,7185585577,"HILLSIDE AVENUE
JAMAICA, NY 11432
(40.7107549703396, -73.7930392069053)"
ELECTRONICS STORE,1308607,RAVE PCS OF 516 86TH STREET,METRO PCS,516,86 STREET,,BROOKLYN,NY,11209,3474975706,"86 STREET
BROOKLYN, NY 11209
(40.6207238419863, -74.0291112395965)"
