BRONX – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Address,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
2-02872-0001,"1372 SHAKESPEARE AVENUE
Bronx, NY
(40.84154338123717, -73.92154367927968)",HIGHBRIDGE/MORRIS HEIGHTS,C6-WALK-UP,57,1926,39745,360089,9.06,1020000,25.7,2-02876-0065,"1592 DR
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,32,1922,29315,265552,9.06,875000,29.8,0.4,2-02876-0067,"1600 DR
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,32,1922,29315,265552,9.06,875000,29.8,0.4
2-02876-0001,"1600 NELSON AVENUE
Bronx, NY
(40.84607242799119, -73.9196704835723)",HIGHBRIDGE/MORRIS HEIGHTS,C6-WALK-UP,32,1912,26650,241449,9.06,682000,25.6,2-02876-0065,"1592 DR
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,32,1922,29315,265552,9.06,875000,29.8,0.05,2-02876-0067,"1600 DR
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,32,1922,29315,265552,9.06,875000,29.8,0.05
2-02876-0131,"1713 NELSON AVENUE
Bronx, NY
(40.84808317856258, -73.91721947172982)",HIGHBRIDGE/MORRIS HEIGHTS,D4-ELEVATOR,48,1927,58350,460965,7.9,1420000,24.34,2-02870-0016,"2010 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,48,1924,50400,401854,7.97,1230000,24.4,0.5,2-02870-0020,"2020 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,55,1925,50400,344687,6.84,1060000,21.03,0.5
2-02878-0061,"1641 ANDREWS AVENUE
Bronx, NY
(40.84826788598777, -73.91941539299374)",HIGHBRIDGE/MORRIS HEIGHTS,C6-WALK-UP,61,1925,55750,490600,8.8,1390000,24.93,2-02865-0032,"1566 MACOMBS ROAD
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,56,1925,60000,527550,8.79,1620000,27,0.35,2-02879-0080,"1834 PHELAN PLACE
Bronx, NY
(40.853071904670976, -73.91656272399923)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,60,1926,55700,462867,8.31,1530000,27.5,0.35
2-02931-0098,"605 169 STREET
Bronx, NY
(40.83190131863027, -73.90234429859225)",MORRISANIA/LONGWOOD,D4-ELEVATOR,35,1931,41580,339708,8.17,959000,23.06,2-03237-0097,"160 KINGSBRIDGE ROAD
Bronx, NY
(40.87026634542542, -73.90444024198291)",KINGSBRIDGE HTS/UNIV HTS,D1-ELEVATOR,36,1927,39600,323532,8.17,993000,25.1,2.45,2-03298-0028,"2986 BRIGGS AVENUE
Bronx, NY
(40.87164829343862, -73.8849488800076)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,36,1938,40381,278611,6.9,855000,21.17,2.75
2-02933-0029,"1372 FRANKLIN AVENUE
Bronx, NY
(40.833338103365634, -73.9007112846625)",MORRISANIA/LONGWOOD,D4-ELEVATOR,48,1931,48852,421592,8.63,1190000,24.36,2-03352-0012,"3312 HULL AVENUE
Bronx, NY
(40.87694083877874, -73.87430056721519)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,48,1927,52000,448969,8.63,1480000,28.5,3.4,2-03356-0178,"3510 DECATUR AVENUE
Bronx, NY
(40.878941463589534, -73.87245099800796)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,48,1929,49700,400977,8.07,1230000,24.75,3.55
2-02935-0001,"625 JEFFERSON PLACE
Bronx, NY
(40.833442676336155, -73.89999329445317)",MORRISANIA/LONGWOOD,D4-ELEVATOR,16,1906,17100,185364,10.84,524000,30.6,2-02556-0017,"364 ST ANN'S AVENUE
Bronx, NY
(40.80993790328429, -73.91543817713595)",MOTT HAVEN/PORT MORRIS,D1-ELEVATOR,17,1905,12830,199070,15.52,810000,63,1.85,2-03335-0142,"171 MOSHOLU PARKWAY
Bronx, NY
(40.87560603427182, -73.88146926286912)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,18,1923,21000,189186,9.01,624000,29.7,3.05
2-02948-0025,"705 CROTONA PARK
Bronx, NY
(40.84212104413827, -73.89395187588254)",CROTONA PARK,C6-WALK-UP,20,1916,15000,190500,12.7,538000,35.9,2-02968-0014,"1347 PROSPECT AVENUE
Bronx, NY
(40.829812178032824, -73.89744128426666)",MORRISANIA/LONGWOOD,C1-WALK-UP,20,1913,14325,182000,12.71,684000,47.7,0.9,2-03369-0034,"125 233 STREET
Bronx, NY
(40.8797037324041, -73.901284738288)",WOODLAWN,C1-WALK-UP,20,1929,14798,188522,12.74,709000,47.9,3.9
2-02948-0028,"701 CROTONA PARK
Bronx, NY
(40.84219591912022, -73.89408109560947)",CROTONA PARK,C6-WALK-UP,25,1916,17860,226822,12.7,641000,35.9,2-02754-0044,"1145 LONGFELLOW AVENUE
Bronx, NY
(40.82763007430754, -73.88801396036853)",MORRISANIA/LONGWOOD,C1-WALK-UP,25,1915,17270,237953,13.78,943000,55,1,2-03082-0031,"650 182 STREET
Bronx, NY
(40.85108440047094, -73.88838193383748)",EAST TREMONT,C1-WALK-UP,25,1911,17835,218701,12.26,822000,46.1,0.6
2-02961-0015,"757 169 STREET
Bronx, NY
(40.830871349109934, -73.89977098100283)",MORRISANIA/LONGWOOD,C6-WALK-UP,32,1926,26347,334607,12.7,1260000,47.8,2-03225-0169,"2333 LORING PLACE
Bronx, NY
(40.861611275826476, -73.90851272444)",KINGSBRIDGE HTS/UNIV HTS,C7-WALK-UP,26,1927,26556,320335,12.06,1130000,42.6,2.15,2-02998-0166,"985 174 STREET
Bronx, NY
(40.836428279258726, -73.8848780309087)",CROTONA PARK,C7-WALK-UP,28,1931,24750,277486,11.21,978000,39.5,0.9
2-02962-0044,"1409 PROSPECT AVENUE
Bronx, NY
(40.83230653479862, -73.89666101747062)",MORRISANIA/LONGWOOD,C6-WALK-UP,11,1904,14175,161878,11.42,457000,32.2,2-02688-0054,"874 LONGWOOD AVENUE
Bronx, NY
(40.81883054544862, -73.90049085965116)",MORRISANIA/LONGWOOD,C1-WALK-UP,11,1904,13275,151662,11.42,428000,32.2,0.95,2-02754-0061,"1120 BRYANT AVENUE
Bronx, NY
(40.826822836763306, -73.888810796517)",MORRISANIA/LONGWOOD,C4-WALK-UP,11,1910,10030,111264,11.09,392000,39.1,0.6
2-02966-0017,"1500 BOSTON ROAD
Bronx, NY
(40.834951561901086, -73.89404595125656)",CROTONA PARK,C6-WALK-UP,43,1933,30000,295200,9.84,998000,33.3,2-02683-0043,"567 SOUTHERN BOULEVARD
Bronx, NY
(40.81241876142073, -73.90324592498636)",MORRISANIA/LONGWOOD,C7-WALK-UP,41,1907,25926,238260,9.19,673000,26,1.6,2-03974-0004,"1410 ROWLAND STREET
Bronx, NY
(40.83789699744085, -73.84576155801867)",WESTCHESTER,C1-WALK-UP,39,1928,32000,317075,9.91,1070000,33.4,2.45
2-02967-0006,"1574 BOSTON ROAD
Bronx, NY
(40.83573221556757, -73.89140585524403)",CROTONA PARK,D4-ELEVATOR,54,1929,50000,550000,11,1550000,31,2-02453-0030,"1210 SHERMAN AVENUE
Bronx, NY
(40.83394461859277, -73.91575865169428)",MELROSE/CONCOURSE,D7-ELEVATOR,56,1938,53000,657311,12.4,2470000,46.6,1.25,2-03197-0001,"2280 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE HTS/UNIV HTS,D7-ELEVATOR,55,1927,53662,589184,10.98,2080000,38.8,1.8
2-02968-0035,"810 RITTER PLACE
Bronx, NY
(40.830850271595146, -73.89844746313217)",MORRISANIA/LONGWOOD,C6-WALK-UP,21,1910,17520,173798,9.92,491000,28,2-02422-0048,"299 162 STREET
Bronx, NY
(40.826180186611026, -73.91678942669984)",MELROSE/CONCOURSE,C1-WALK-UP,21,1910,17550,174160,9.92,574000,32.7,1.05,2-02955-0005,"1912 PROSPECT AVENUE
Bronx, NY
(40.843421401140446, -73.88980294777713)",EAST TREMONT,C1-WALK-UP,21,1910,18250,182240,9.99,616000,33.8,1
2-02985-0023,"1922 CROTONA PARKWAY
Bronx, NY
(40.841576707924695, -73.88544205219551)",EAST TREMONT,D4-ELEVATOR,17,1911,27691,243957,8.81,689000,24.88,2-03214-0080,"2533 AQUEDUCT AVENUE
Bronx, NY
(40.86553520131429, -73.90206874587018)",KINGSBRIDGE HTS/UNIV HTS,D1-ELEVATOR,18,1929,24500,177870,7.26,546000,22.29,1.9,2-03335-0142,"171 MOSHOLU PARKWAY
Bronx, NY
(40.87560603427182, -73.88146926286912)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,18,1923,21000,189186,9.01,624000,29.7,2.35
2-02992-0018,"1898 DALY AVENUE
Bronx, NY
(40.84090147653475, -73.88441762119892)",EAST TREMONT,C6-WALK-UP,16,1993,15840,240610,15.19,979000,62,2-03077-0050,"2463 HUGHES AVENUE
Bronx, NY
(40.85647324862814, -73.88585763255445)",BELMONT,C1-WALK-UP,16,2004,13520,170750,12.63,642000,47.5,1.1,2-03199-0007,"2392 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE HTS/UNIV HTS,C1-WALK-UP,16,2005,15712,345664,22,1540000,98,1.8
2-02992-0073,"1883 VYSE AVENUE
Bronx, NY
(40.839548757803456, -73.88393502210386)",EAST TREMONT,C6-WALK-UP,16,1993,15840,240610,15.19,979000,62,2-03077-0050,"2463 HUGHES AVENUE
Bronx, NY
(40.85647324862814, -73.88585763255445)",BELMONT,C1-WALK-UP,16,2004,13520,170750,12.63,642000,47.5,1.1,2-03199-0007,"2392 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE HTS/UNIV HTS,C1-WALK-UP,16,2005,15712,345664,22,1540000,98,1.8
2-02998-0145,"1003 174 STREET
Bronx, NY
(40.836161091367636, -73.88411859798565)",CROTONA PARK,C6-WALK-UP,43,1923,28165,301366,10.7,851000,30.2,2-02609-0046,"1175 FULTON AVENUE
Bronx, NY
(40.829668127062035, -73.90520245684763)",MORRISANIA/LONGWOOD,C1-WALK-UP,43,1925,28800,371865,12.91,1400000,48.6,1.2,2-02754-0005,"1134 FARMS ROAD
Bronx, NY
(40.82722285127296, -73.8895463815305)",MORRISANIA/LONGWOOD,C1-WALK-UP,43,1926,30540,312946,10.25,1060000,34.7,0.75
2-03010-0004,"1670 LONGFELLOW AVENUE
Bronx, NY
(40.834674504393995, -73.88511321810832)",CROTONA PARK,D4-ELEVATOR,60,1928,66258,565843,8.54,1600000,24.15,2-02453-0045,"1254 SHERMAN AVENUE
Bronx, NY
(40.83455108779677, -73.91539926253637)",MELROSE/CONCOURSE,D1-ELEVATOR,60,1927,60360,438213,7.26,1350000,22.37,1.6,2-03909-0081,"1230 TREMONT AVENUE
Bronx, NY
(40.83970896311618, -73.8724248115558)",EAST TREMONT,D1-ELEVATOR,60,1932,62400,532896,8.54,1760000,28.2,0.7
2-03016-0005,"1898 LONGFELLOW AVENUE
Bronx, NY
(40.839101161616846, -73.88208739886875)",EAST TREMONT,C6-WALK-UP,17,1914,19250,176908,9.19,500000,26,2-03055-0014,"540 187 STREET
Bronx, NY
(40.85657376686306, -73.88954653431146)",BELMONT,C1-WALK-UP,17,1910,13600,127783,9.4,421000,31,1.25,2-03282-0042,"2679 DECATUR AVENUE
Bronx, NY
(40.86444294107542, -73.88930820482072)",BEDFORD PARK/NORWOOD,C1-WALK-UP,17,1912,18839,145403,7.72,446000,23.67,1.85
2-03016-0007,"1900 LONGFELLOW AVENUE
Bronx, NY
(40.83910851940562, -73.882078475593)",EAST TREMONT,C6-WALK-UP,28,1931,27550,225083,8.17,636000,23.09,2-03287-0066,"314 196 STREET
Bronx, NY
(40.86647092744072, -73.8901708632767)",BEDFORD PARK/NORWOOD,C1-WALK-UP,28,1922,27000,215730,7.99,662000,24.52,1.9,2-03346-0017,"3220 PERRY AVENUE
Bronx, NY
(40.875089828219494, -73.87676006037117)",BEDFORD PARK/NORWOOD,C1-WALK-UP,28,1927,25250,205494,8.14,631000,24.99,2.5
2-03030-0143,"2250 WEBSTER AVENUE
Bronx, NY
(40.85540424276108, -73.8960923540169)",BATHGATE,C6-WALK-UP,20,1913,16120,170872,10.6,483000,30,2-03050-0089,"509 182 STREET
Bronx, NY
(40.85351751149919, -73.8934981106762)",BATHGATE,C1-WALK-UP,15,1914,11200,118832,10.61,402000,35.9,0.15,2-03030-0138,"2242 WEBSTER AVENUE
Bronx, NY
(40.85504140373227, -73.89632262356649)",BATHGATE,C1-WALK-UP,25,1916,19500,196664,10.09,665000,34.1,0
2-03035-0048,"463 178 STREET
Bronx, NY
(40.848505008290445, -73.89783092578962)",BATHGATE,D4-ELEVATOR,38,1935,32200,236026,7.33,667000,20.71,2-03046-0003,"2028 WASHINGTON AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",BATHGATE,D1-ELEVATOR,34,1928,29300,223852,7.64,632000,21.57,0.15,,,,,,,,,,,,
2-03038-0046,"4554 PARK AVENUE
Bronx, NY
(40.85589858764452, -73.89431906811966)",BATHGATE,C6-WALK-UP,35,1915,33663,313402,9.31,885000,26.3,2-03050-0008,"2235 BASSFORD AVENUE
Bronx, NY
(40.853977562477745, -73.8934183874378)",BATHGATE,C1-WALK-UP,33,1925,28000,255920,9.14,844000,30.1,0.15,2-02927-0050,"1485 FULTON AVENUE
Bronx, NY
(40.83634866612074, -73.90075778298512)",BATHGATE,C1-WALK-UP,44,1931,39354,390500,9.92,1200000,30.5,1.4
2-03044-0027,"1993 BATHGATE AVENUE
Bronx, NY
(40.84879050958924, -73.89613002053754)",BATHGATE,C6-WALK-UP,16,1908,15175,107287,7.07,303000,19.97,2-03044-0029,"1991 BATHGATE AVENUE
Bronx, NY
(40.84874765843693, -73.89615421540584)",BATHGATE,C1-WALK-UP,17,1908,15175,109774,7.23,310000,20.43,0,2-02927-0033,"545 ST PAUL'S PLACE
Bronx, NY
(40.83573286961898, -73.90208916243223)",BATHGATE,C1-WALK-UP,18,1928,17020,175560,10.31,579000,34,0.9
2-03044-0040,"495 178 STREET
Bronx, NY
(40.84814214919991, -73.89669446945464)",BATHGATE,D4-ELEVATOR,56,1941,55137,485205,8.8,1600000,29,2-03044-0035,"1975 BATHGATE AVENUE
Bronx, NY
(40.84840484931321, -73.89634777429882)",BATHGATE,D1-ELEVATOR,54,1928,49500,298480,6.03,916000,18.51,0,2-02929-0024,"1605 FULTON AVENUE
Bronx, NY
(40.838930060581916, -73.89930001792655)",BATHGATE,D1-ELEVATOR,49,1928,45444,313109,6.89,961000,21.15,0.75
2-03045-0019,"2068 BATHGATE AVENUE
Bronx, NY
(40.85030943589351, -73.89518716595535)",BATHGATE,C6-WALK-UP,43,1911,32700,298224,9.12,842000,25.7,2-03031-0069,"4575 PARK AVENUE
Bronx, NY
(40.85678685878994, -73.89418005704759)",BATHGATE,C1-WALK-UP,62,1926,52547,479186,9.12,1580000,30.1,0.5,2-03038-0055,"450 184 STREET
Bronx, NY
(40.85620728374734, -73.89361627969845)",BATHGATE,C1-WALK-UP,47,1926,40715,378979,9.31,1250000,30.7,0.4
2-03047-0014,"490 181 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",BATHGATE,C6-WALK-UP,24,1927,26000,221000,8.5,624000,24,2-03047-0067,"503 180 STREET
Bronx, NY
(40.85106402056885, -73.89469932665685)",BATHGATE,C1-WALK-UP,21,1911,20050,169510,8.45,559000,27.9,0.05,2-03048-0030,"546 182 STREET
Bronx, NY
(40.853069547130616, -73.89278334161752)",BATHGATE,C1-WALK-UP,25,1913,21200,183735,8.67,606000,28.6,0.1
2-03061-0070,"565 178 STREET
Bronx, NY
(40.84740740068527, -73.89418068252056)",EAST TREMONT,C6-WALK-UP,20,1907,16100,161000,10,455000,28.3,2-03070-0026,"2119 HUGHES AVENUE
Bronx, NY
(40.84958393892202, -73.89011899405855)",EAST TREMONT,C1-WALK-UP,25,1911,22000,239031,10.87,843000,38.3,0.2,2-03070-0028,"2115 HUGHES AVENUE
Bronx, NY
(40.849448680909454, -73.89020092920079)",EAST TREMONT,C1-WALK-UP,27,1911,22000,224244,10.19,758000,34.5,0.2
2-03068-0006,"1974 LA FONTAINE AVENUE
Bronx, NY
(40.8470585809831, -73.89397140073956)",EAST TREMONT,C6-WALK-UP,49,1925,46800,468000,10,1580000,33.8,2-03070-0026,"2119 HUGHES AVENUE
Bronx, NY
(40.84958393892202, -73.89011899405855)",EAST TREMONT,C1-WALK-UP,25,1911,22000,239031,10.87,843000,38.3,0.25,2-03070-0028,"2115 HUGHES AVENUE
Bronx, NY
(40.849448680909454, -73.89020092920079)",EAST TREMONT,C1-WALK-UP,27,1911,22000,224244,10.19,758000,34.5,0.25
2-03069-0024,"2089 ARTHUR AVENUE
Bronx, NY
(40.8492155463867, -73.89173891376029)",EAST TREMONT,C6-WALK-UP,72,1925,55920,603936,10.8,1710000,30.6,2-03110-0063,"786 182 STREET
Bronx, NY
(40.84885932399732, -73.8841263779149)",EAST TREMONT,C1-WALK-UP,52,1924,41550,449571,10.82,1580000,38,0.4,2-03119-0037,"2136 SOUTHERN BOULEVARD
Bronx, NY
(40.84690922465688, -73.88363268363692)",EAST TREMONT,C1-WALK-UP,66,1931,43910,1410440,32.1,6830000,156,0.5
2-03069-0090,"2039 HUGHES AVENUE
Bronx, NY
(40.847947946162385, -73.8911030292157)",EAST TREMONT,D4-ELEVATOR,12,1911,13200,151800,11.5,429000,32.5,2-03061-0032,"2005 MONTEREY AVENUE
Bronx, NY
(40.84776886297071, -73.89466191323608)",EAST TREMONT,D1-ELEVATOR,18,1913,17407,178769,10.27,505000,29,0.15,2-03061-0034,"547 MONTEREY AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",EAST TREMONT,D7-ELEVATOR,20,1913,18800,214508,11.41,606000,32.2,0.15
2-03073-0041,"2386 ARTHUR AVENUE
Bronx, NY
(40.855246380614965, -73.88779091887343)",BELMONT,C6-WALK-UP,15,1905,10776,102372,9.5,289000,26.8,2-03088-0003,"2310 BELMONT AVENUE
Bronx, NY
(40.85290268676031, -73.88700022671632)",BELMONT,C1-WALK-UP,28,1910,22000,217800,9.9,736000,33.5,0.15,2-03145-0010,"2238 VALENTINE AVENUE
Bronx, NY
(40.85573857208608, -73.89860132317685)",FORDHAM,C1-WALK-UP,16,1925,11180,100000,8.94,330000,29.5,0.55
2-03080-0082,"2076 BELMONT AVENUE
Bronx, NY
(40.84814976712944, -73.8901137069794)",EAST TREMONT,C6-WALK-UP,16,1925,14850,141075,9.5,398000,26.8,2-03080-0038,"2037 BELMONT AVENUE
Bronx, NY
(40.84787590368671, -73.89042106701291)",EAST TREMONT,C1-WALK-UP,17,1909,11629,125433,10.79,354000,30.4,0.05,2-03081-0045,"2120 BELMONT AVENUE
Bronx, NY
(40.84920347242967, -73.8893719309378)",EAST TREMONT,C1-WALK-UP,25,1914,18113,168565,9.31,476000,26.3,0.05
2-03081-0013,"2121 BELMONT AVENUE
Bronx, NY
(40.84922718352818, -73.88943727683987)",EAST TREMONT,C6-WALK-UP,21,1910,17000,161500,9.5,456000,26.8,2-03744-0075,"1168 STRATFORD AVENUE
Bronx, NY
(40.8283767683573, -73.875278618425)",SOUNDVIEW,C1-WALK-UP,61,1930,67700,722691,10.67,2040000,30.1,1.65,2-03081-0045,"2120 BELMONT AVENUE
Bronx, NY
(40.84920347242967, -73.8893719309378)",EAST TREMONT,C1-WALK-UP,25,1914,18113,168565,9.31,476000,26.3,0.05
2-03081-0042,"2114 BELMONT AVENUE
Bronx, NY
(40.84902802159298, -73.88948319244398)",EAST TREMONT,C6-WALK-UP,16,1927,12200,115900,9.5,327000,26.8,2-03080-0038,"2037 BELMONT AVENUE
Bronx, NY
(40.84787590368671, -73.89042106701291)",EAST TREMONT,C1-WALK-UP,17,1909,11629,125433,10.79,354000,30.4,0.1,2-03081-0045,"2120 BELMONT AVENUE
Bronx, NY
(40.84920347242967, -73.8893719309378)",EAST TREMONT,C1-WALK-UP,25,1914,18113,168565,9.31,476000,26.3,0
2-03083-0001,"661 181 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",EAST TREMONT,D4-ELEVATOR,281,1959,272000,2904960,10.68,8200000,30.1,2-03138-0001,"999 180 STREET
Bronx, NY
(40.843235160415034, -73.8791946738251)",EAST TREMONT,D1-ELEVATOR,237,1974,276135,3148678,11.4,8890000,32.2,0.65,2-03140-0007,"2082 BOSTON ROAD
Bronx, NY
(40.84212344938782, -73.87844170199145)",EAST TREMONT,D1-ELEVATOR,169,1974,200529,2233479,11.14,6310000,31.5,0.75
2-03083-0045,"2167 CROTONA AVENUE
Bronx, NY
(40.84970066063368, -73.8872654938604)",EAST TREMONT,D4-ELEVATOR,22,1926,21000,194250,9.25,549000,26.1,2-03125-0001,"901 180 STREET
Bronx, NY
(40.84497023882115, -73.88230852215135)",EAST TREMONT,D7-ELEVATOR,76,1930,73824,732436,9.92,2470000,33.5,0.45,2-03128-0029,"2103 VYSE AVENUE
Bronx, NY
(40.84399949711774, -73.88043103752038)",EAST TREMONT,D7-ELEVATOR,29,1915,28500,308127,10.81,870000,30.5,0.5
2-03090-0049,"684 189 STREET
Bronx, NY
(40.85624141277491, -73.88375597556042)",BELMONT,C6-WALK-UP,37,1928,33984,374195,11.01,1320000,38.8,2-03123-0056,"882 180 STREET
Bronx, NY
(40.84517287241987, -73.88285496542997)",EAST TREMONT,D7-ELEVATOR,30,1916,34200,558507,16.33,2270000,66,0.75,2-03156-0150,"2115 RYER AVENUE
Bronx, NY
(40.853494083431876, -73.90065926395265)",FORDHAM,D7-ELEVATOR,69,1927,59520,710640,11.94,2510000,42.2,0.9
2-03092-0006,"1974 CROTONA AVENUE
Bronx, NY
(40.84595886451802, -73.89062738892538)",EAST TREMONT,C6-WALK-UP,25,1927,24100,216900,9,613000,25.4,2-03152-0018,"2407 VALENTINE AVENUE
Bronx, NY
(40.859643051502935, -73.89703151446655)",FORDHAM,C1-WALK-UP,40,1910,39285,344413,8.77,1140000,29,1.05,2-03801-0046,"2065 HAVILAND AVENUE
Bronx, NY
(40.829965665247634, -73.85486833823757)",CASTLE HILL/UNIONPORT,C1-WALK-UP,47,1929,49720,427630,8.6,1410000,28.4,2.1
2-03095-0001,"705 179 STREET
Bronx, NY
(40.84673418600808, -73.88977701093172)",EAST TREMONT,C6-WALK-UP,35,1916,30000,285000,9.5,805000,26.8,2-03091-0003,"655 189 STREET
Bronx, NY
(40.85667574902932, -73.8844910631887)",BELMONT,C1-WALK-UP,27,1912,20250,184627,9.12,609000,30.1,0.75,2-03111-0009,"814 181 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",EAST TREMONT,C1-WALK-UP,35,1931,33250,325974,9.8,1100000,33.1,0.25
2-03095-0007,"700 OAKLAND PLACE
Bronx, NY
(40.84734181573608, -73.88945310233484)",EAST TREMONT,D4-ELEVATOR,30,1931,25176,226584,9,640000,25.4,2-03136-0001,"2008 BRYANT AVENUE
Bronx, NY
(40.84012391800198, -73.88205571133663)",EAST TREMONT,D3-ELEVATOR,204,1973,222060,2344833,10.56,6620000,29.8,0.6,2-03218-0007,"2266 ANDREWS AVENUE
Bronx, NY
(40.86036418719391, -73.90827656217445)",KINGSBRIDGE HTS/UNIV HTS,D1-ELEVATOR,27,1939,25000,216376,8.66,713000,28.5,1.35
2-03097-0053,"2141 PROSPECT AVENUE
Bronx, NY
(40.84810021476886, -73.88587405630514)",EAST TREMONT,C6-WALK-UP,15,1910,10560,105072,9.95,297000,28.1,2-03080-0038,"2037 BELMONT AVENUE
Bronx, NY
(40.84787590368671, -73.89042106701291)",EAST TREMONT,C1-WALK-UP,17,1909,11629,125433,10.79,354000,30.4,0.25,2-03081-0045,"2120 BELMONT AVENUE
Bronx, NY
(40.84920347242967, -73.8893719309378)",EAST TREMONT,C1-WALK-UP,25,1914,18113,168565,9.31,476000,26.3,0.15
2-03098-0050,"2131 CLINTON AVENUE
Bronx, NY
(40.848656948404624, -73.88694481884345)",EAST TREMONT,C6-WALK-UP,27,1927,29600,275280,9.3,777000,26.3,2-03152-0018,"2407 VALENTINE AVENUE
Bronx, NY
(40.859643051502935, -73.89703151446655)",FORDHAM,C1-WALK-UP,40,1910,39285,344413,8.77,1140000,29,0.9,2-03214-0082,"2541 AQUEDUCT AVENUE
Bronx, NY
(40.86568293027277, -73.90195615244778)",KINGSBRIDGE HTS/UNIV HTS,C1-WALK-UP,37,1924,27250,302400,11.1,1020000,37.4,1.4
2-03100-0018,"765 GARDEN STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",BELMONT,C6-WALK-UP,20,1931,17600,160160,9.1,452000,25.7,2-03081-0045,"2120 BELMONT AVENUE
Bronx, NY
(40.84920347242967, -73.8893719309378)",EAST TREMONT,C1-WALK-UP,25,1914,18113,168565,9.31,476000,26.3,0.3,2-03091-0003,"655 189 STREET
Bronx, NY
(40.85667574902932, -73.8844910631887)",BELMONT,C1-WALK-UP,27,1912,20250,184627,9.12,609000,30.1,0.5
