District,Bldg Level,Bldg I.D.,Building Name,Bldg Enroll,Bldg Adjusted Capacity(Historical),Bldg Over/Under(Historical),Bldg Utilization(Historical),Bldg Capacity(Target),Bldg Over/Under(Target),Bldg Utilization(Target),Org ID,Organization Name,Org Enroll,Org Adjusted Capacity (Historical),Org Over/Under(Historical),Org Utilization(Historical),Org Adjusted Capacity(Target),Org Over Under(Target),Org Utilization(Target),No. of Actual Cluster Rms Used,No. of Historical Method Cluster Rms ,No. of Target Method Cluster Rms,Pre K Cap,No. of Special Rms Used,Inclusionary
27,MIDDLE,Q198,I.S. 198 - QUEENS,0,0,0,0,0,0,0,QG13,BEACON PROGRAM - QUEENS           ,,,0,,,0,,0,0,0,0,0,
27,MIDDLE,Q202,I.S. 202 - QUEENS,0,0,0,0,0,0,0,Q202,I.S. 202 - QUEENS                 ,1111,879,232,126,935,176,119,0,0,0,0,2,
27,MIDDLE,Q202,I.S. 202 - QUEENS,1689,1451,238,116,1478,211,114,Q308,HS OF COMMN. ARTS & TECH - QUEENS ,578,572,6,101,543,35,106,0,0,0,0,1,
27,MIDDLE,Q202,I.S. 202 - QUEENS,0,0,0,0,0,0,0,QG13,ASPECTS - QUEENS                  ,,,0,,,0,,0,0,0,0,0,
27,MIDDLE,Q210,I.S. 210 - QUEENS,0,0,0,0,0,0,0,Q210,I.S. 210 - QUEENS,2071,1840,231,113,1904,167,109,0,0,0,0,9,
27,MIDDLE,Q210,I.S. 210 - QUEENS,0,0,0,0,0,0,0,QG05,UFT TEACHER CENTER                ,,,0,,,0,,0,0,0,0,0,
27,MIDDLE,Q210,I.S. 210 - QUEENS,2071,1840,231,113,1904,167,109,QG13,BEACON PROGRAM - QUEENS           ,,,0,,,0,,0,0,0,0,0,
27,MIDDLE,Q226,I.S. 226 - QUEENS,0,0,0,0,0,0,0,Q226,I.S. 226 - QUEENS                 ,1328,1972,-644,67,1990,-662,67,0,0,0,0,18,
27,MIDDLE,Q226,I.S. 226 - QUEENS,0,0,0,0,0,0,0,Q233,Q233 SPED - QUEENS                ,37,44,-7,84,44,-7,84,0,0,0,0,0,
27,MIDDLE,Q226,I.S. 226 - QUEENS,1365,2016,-651,68,2034,-669,67,QG05,UFT TEACHER CENTER                ,,,0,,,0,,0,0,0,0,0,
27,MIDDLE,Q226,I.S. 226 - QUEENS,0,0,0,0,0,0,0,QG13,CHILD CENTER OF NEW YORK          ,,,0,,,0,,0,0,0,0,0,
27,MIDDLE,Q923,I.S. 226 TRANSPORTABLE - Q,0,101,-101,0,98,-98,0,Q226,I.S. 226 - QUEENS                 ,0,101,-101,0,98,-98,0,0,0,0,0,0,
28,PS,Q003,P.S. 303 - QUEENS,210,168,42,125,112,98,188,Q303,P.S. 303 - QUEENS                   ,210,168,42,125,112,98,188,0,1,2,36,0,
28,PS,Q030,P.S. 30 - QUEENS,0,0,0,0,0,0,0,Q030,P.S. 30 - QUEENS                  ,288,513,-225,56,424,-136,68,4,2,3,0,0,
28,PS,Q030,P.S. 30 - QUEENS,551,841,-290,66,618,-67,89,Q354,P.S. 354 - QUEENS,263,328,-65,80,194,69,136,0,1,3,18,0,
28,PS,Q040,P.S. 40 - QUEENS,551,1148,-597,48,886,-335,62,Q040,P.S. 40 - QUEENS,551,1148,-597,48,886,-335,62,8,3,3,36,0,
28,PS,Q040,P.S. 40 - QUEENS,0,0,0,0,0,0,0,Q998,NYC SCHOOL CONSTRUCTION AUTHORITY - QUEENS,,,0,,,0,,0,0,0,0,0,
28,PS,Q040,P.S. 40 - QUEENS,0,0,0,0,0,0,0,QG18,MULTIPLE C.B.O'S - QUEENS         ,,,0,,,0,,0,0,0,0,0,
28,PS,Q048,P.S. 48 - QUEENS,0,0,0,0,0,0,0,Q075,Q075 SPED - QUEENS                ,73,149,-76,49,149,-76,49,0,0,0,0,0,All
28,PS,Q048,P.S. 48 - QUEENS,73,149,-76,49,149,-76,49,QG05,UFT TEACHER CENTER - QUEENS       ,,,0,,,0,,0,0,0,0,0,
28,PS,Q050,P.S. 50 - QUEENS,563,686,-123,82,583,-20,97,Q050,P.S. 50 - QUEENS                  ,563,686,-123,82,583,-20,97,5,4,4,36,0,
28,PS,Q054,P.S. 54 - QUEENS,352,368,-16,96,333,19,106,Q054,P.S. 54 - QUEENS                  ,352,368,-16,96,333,19,106,1,3,3,0,0,
28,PS,Q055,P.S. 55 - QUEENS,380,365,15,104,314,66,121,Q055,P.S. 55 - QUEENS                  ,380,365,15,104,314,66,121,4,3,3,0,0,
28,PS,Q080,P.S. 80 - QUEENS,606,776,-170,78,679,-73,89,Q080,P.S. 80 - QUEENS                  ,606,776,-170,78,679,-73,89,5,3,3,0,0,
28,PS,Q080,P.S. 80 - QUEENS,0,0,0,0,0,0,0,QG05,UFT USE - Q                       ,,,0,,,0,,0,0,0,0,0,
28,PS,Q082,P.S. 82 - QUEENS,519,557,-38,93,496,23,105,Q082,P.S. 82 - QUEENS,519,557,-38,93,496,23,105,2,3,3,28,0,
28,PS,Q086,P.S. 86 - QUEENS,0,0,0,0,0,0,0,Q086,P.S. 86 - QUEENS                  ,910,859,51,106,802,108,113,1,4,4,72,0,
28,PS,Q086,P.S. 86 - QUEENS,910,859,51,106,802,108,113,QG12,QUEENS HEALTH NETWORK - QUEENS    ,,,0,,,0,,0,0,0,0,0,
28,PS,Q086,P.S. 86 - QUEENS,0,0,0,0,0,0,0,QG18,THE FOREST HILL COMM HOUSE - Q    ,,,0,,,0,,0,0,0,0,0,
28,PS,Q099,P.S. 99 - QUEENS,471,516,-45,91,479,-8,98,Q099,P.S. 99 - QUEENS                  ,471,516,-45,91,479,-8,98,4,4,4,0,0,
28,PS,Q101,P.S. 101 - QUEENS,666,612,54,109,523,143,127,Q101,P.S. 101 - QUEENS,666,612,54,109,523,143,127,1,3,3,18,0,
28,PS,Q117,P.S. 117 - QUEENS,1202,1057,145,114,995,207,121,Q117,P.S. 117 - QUEENS                 ,1202,1057,145,114,995,207,121,3,5,4,36,0,
28,PS,Q121,P.S. 121 - QUEENS,738,911,-173,81,870,-132,85,Q121,P.S. 121 - QUEENS                 ,738,911,-173,81,870,-132,85,1,4,4,0,0,
28,PS,Q121,P.S. 121 - QUEENS,0,0,0,0,0,0,0,QG05,UFT USE - QUEENS,,,0,,,0,,0,0,0,0,0,
28,PS,Q139,P.S. 139 - QUEENS,0,0,0,0,0,0,0,Q139,P.S. 139 - QUEENS,877,801,76,109,702,175,125,3,4,4,0,0,
28,PS,Q139,P.S. 139 - QUEENS,893,801,92,111,702,191,127,Q177,Q177 SPED - QUEENS,16,0,16,0,0,16,0,0,0,0,0,0,All
28,PS,Q140,P.S. 140 - QUEENS,640,929,-289,69,793,-153,81,Q140,P.S. 140 - QUEENS                 ,640,929,-289,69,793,-153,81,4,3,3,36,0,
28,PS,Q144,P.S. 144 - QUEENS,710,727,-17,98,658,52,108,Q144,P.S. 144 - QUEENS,710,727,-17,98,658,52,108,3,3,3,35,0,
28,PS,Q160,P.S. 160 - QUEENS,598,783,-185,76,701,-103,85,Q160,P.S. 160 - QUEENS,598,783,-185,76,701,-103,85,5,3,3,0,0,
28,PS,Q160,P.S. 160 - QUEENS,0,0,0,0,0,0,0,QG18,QUEENS HOSPITAL CTR - QUEENS      ,,,0,,,0,,0,0,0,0,0,
28,PS,Q161,P.S. 161 - QUEENS,0,0,0,0,0,0,0,Q004,Q004 SPED - QUEENS,16,0,16,0,0,16,0,0,0,0,0,0,
28,PS,Q161,P.S. 161 - QUEENS,780,711,69,110,650,130,120,Q161,P.S. 161 - QUEENS                 ,764,711,53,107,650,114,118,1,3,4,26,0,
28,PS,Q174,P.S. 174 - QUEENS,521,553,-32,94,497,24,105,Q174,P.S. 174 - QUEENS                 ,521,553,-32,94,497,24,105,2,3,3,0,0,
28,PS,Q175,P.S. 175 - QUEENS,712,748,-36,95,670,42,106,Q175,P.S. 175 - QUEENS                 ,712,748,-36,95,670,42,106,2,3,3,0,0,
28,PS,Q196,P.S. 196 - QUEENS,641,908,-267,71,772,-131,83,Q196,P.S. 196 - QUEENS                 ,641,908,-267,71,772,-131,83,5,3,3,0,0,
28,PS,Q206,P.S. 206 - QUEENS,542,590,-48,92,522,20,104,Q206,P.S. 206 - QUEENS                 ,542,590,-48,92,522,20,104,3,3,3,36,0,
28,PS,Q220,P.S. 220 - QUEENS,609,622,-13,98,545,64,112,Q220,P.S. 220 - QUEENS,609,622,-13,98,545,64,112,3,3,3,36,0,
28,PS,Q276,THE WILLIAM WORDSWORTH EDUCATIONAL COMPLEX - QUEENS,0,0,0,0,0,0,0,Q048,P.S. 48 - QUEENS,396,499,-103,79,457,-61,87,4,3,3,18,0,
28,PS,Q276,THE WILLIAM WORDSWORTH EDUCATIONAL COMPLEX - QUEENS,442,555,-113,80,513,-71,86,Q075,Q075 SPED - QUEENS,46,56,-10,82,56,-10,82,0,0,0,0,0,All
28,PS,Q278,PS 182 ANNEX - QUEENS     ,269,250,19,108,229,40,117,Q182,P.S. 182 - QUEENS,269,250,19,108,229,40,117,0,0,0,34,0,
28,PS,Q814,P.S. 82 ANNEX - QUEENS,138,88,50,157,88,50,157,Q082,P.S. 82 - QUEENS,138,88,50,157,88,50,157,0,0,0,0,0,
28,PS,Q850,P.S. 50 MINISCHOOL - QUEENS,220,162,58,136,143,77,154,Q050,P.S. 50 - QUEENS                  ,220,162,58,136,143,77,154,0,0,0,0,0,
28,PS,Q864,P.S. 54 MINISCHOOL - QUEENS,199,150,49,133,124,75,160,Q054,P.S. 54 - QUEENS                  ,199,150,49,133,124,75,160,0,0,0,0,0,
28,PS,Q865,P.S. 55 MINISCHOOL - QUEENS,207,198,9,105,166,41,125,Q055,P.S. 55 - QUEENS                  ,207,198,9,105,166,41,125,0,0,0,0,0,
28,PS,Q866,P.S. 99 ANNEX - QUEENS,342,332,10,103,279,63,123,Q099,P.S. 99 - QUEENS,342,332,10,103,279,63,123,0,0,0,0,0,
28,PS,Q882,P.S. 182 - QUEENS,399,311,88,128,250,149,160,Q182,P.S. 182 - QUEENS,399,311,88,128,250,149,160,3,4,4,0,0,
28,PS,Q883,P.S. 182 - QUEENS,167,167,0,100,165,2,101,Q182,P.S. 182 - QUEENS,167,167,0,100,165,2,101,0,0,0,0,0,
28,PS,Q915,P.S. 121 TRANSPORTABLE - Q,176,76,100,232,86,90,205,Q121,P.S. 121 - QUEENS                 ,176,76,100,232,86,90,205,0,0,0,32,0,
28,PS,Q935,P.S. 174 TRANSPORTABLE - Q,100,70,30,143,80,20,125,Q174,P.S. 174 - QUEENS                 ,100,70,30,143,80,20,125,0,0,0,36,0,
28,PS,Q953,P.S. 55 TRANSPORTABLE - Q,16,124,-108,13,124,-108,13,Q055,P.S. 55 - QUEENS                  ,16,124,-108,13,124,-108,13,0,0,0,16,0,
28,PS,Q954,P.S. 140 TRANSPORTABLE - Q,0,0,0,0,0,0,0,Q140,P.S. 140 - QUEENS                 ,0,224,-224,0,224,-224,0,0,0,0,0,0,
28,PS,Q954,P.S. 140 TRANSPORTABLE - Q,0,224,-224,0,224,-224,0,QG18,P.A.L. - QUEENS                   ,,,0,,,0,,0,0,0,0,0,
28,PS,Q956,P.S. 206 TRANSPORTABLE - Q,75,67,8,112,66,9,114,Q206,P.S. 206 - QUEENS                 ,75,67,8,112,66,9,114,0,0,0,0,0,
28,PS,Q958,P.S. 160 TRANSPORTABLE - Q,142,106,36,134,119,23,119,Q160,P.S. 160 - QUEENS                 ,142,106,36,134,119,23,119,0,0,0,48,0,
28,PS,Q962,P.S. 30 TRANSPORTABLE - Q,0,84,-84,0,84,-84,0,Q030,P.S. 30 - QUEENS                  ,0,84,-84,0,84,-84,0,0,0,0,0,0,
28,PS,Q973,P.S. 196 ANNEX - QUEENS,27,46,-19,59,46,-19,59,Q009,Q009 SPED - QUEENS                ,27,46,-19,59,46,-19,59,0,0,0,0,0,
28,PS,Q988,P.S. 40 TRANSPORTABLE - Q,0,0,0,0,0,0,0,Q040,P.S. 40 - QUEENS                  ,0,56,-56,0,56,-56,0,0,0,0,0,0,
28,PS,Q988,P.S. 40 TRANSPORTABLE - Q,0,56,-56,0,56,-56,0,QG18,GOODWILL INDUSTRIES - Q           ,,,0,,,0,,0,0,0,0,0,
28,MIDDLE,Q008,J.H.S. 8 - QUEENS,0,0,0,0,0,0,0,Q008,J.H.S. 8 - QUEENS,752,1179,-427,64,1189,-437,63,0,0,0,0,12,
28,MIDDLE,Q008,J.H.S. 8 - QUEENS,1241,1670,-429,74,1671,-430,74,Q284,YORK EARLY COLLEGE ACADEMY - Q    ,489,491,-2,100,482,7,101,0,0,0,0,0,
28,MIDDLE,Q008,J.H.S. 8 - QUEENS,0,0,0,0,0,0,0,QG05,UFT USE - Q                       ,,,0,,,0,,0,0,0,0,0,
28,MIDDLE,Q008,J.H.S. 8 - QUEENS,0,0,0,0,0,0,0,QG12,SOUTH QUEENS PARK ASSOC. - Q      ,,,0,,,0,,0,0,0,0,0,
28,MIDDLE,Q072,J.H.S. 72 - QUEENS,0,0,0,0,0,0,0,Q072,J.H.S. 72 - QUEENS                ,851,1463,-612,58,1520,-669,56,0,0,0,0,4,
28,MIDDLE,Q072,J.H.S. 72 - QUEENS,0,0,0,0,0,0,0,Q993,Q993 SPED - QUEENS                ,39,95,-56,41,95,-56,41,0,0,0,0,0,
28,MIDDLE,Q072,J.H.S. 72 - QUEENS,890,1558,-668,57,1615,-725,55,QG12,THE CNTR FOR CHILDREN & FAMILY-Q  ,,,0,,,0,,0,0,0,0,0,
28,MIDDLE,Q072,J.H.S. 72 - QUEENS,0,0,0,0,0,0,0,QG18,SAFE SPACE - QUEENS               ,,,0,,,0,,0,0,0,0,0,
28,MIDDLE,Q157,J.H.S. 157 - QUEENS,1247,1520,-273,82,1429,-182,87,Q157,J.H.S. 157 - QUEENS,1247,1520,-273,82,1429,-182,87,0,0,0,0,24,
28,MIDDLE,Q190,J.H.S. 190 - QUEENS,0,0,0,0,0,0,0,Q177,Q177 SPED - QUEENS,11,0,11,0,0,11,0,0,0,0,0,0,All
28,MIDDLE,Q190,J.H.S. 190 - QUEENS,1014,1046,-32,97,1034,-20,98,Q190,J.H.S. 190 - QUEENS,1003,1046,-43,96,1034,-31,97,0,0,0,0,10,
28,MIDDLE,Q217,I.S. 217 - QUEENS,0,0,0,0,0,0,0,Q217,I.S. 217 - QUEENS                 ,1377,1275,102,108,1328,49,104,0,0,0,0,6,
28,MIDDLE,Q217,I.S. 217 - QUEENS,0,0,0,0,0,0,0,QG05,UFT USE - Q                       ,,,0,,,0,,0,0,0,0,0,
28,MIDDLE,Q217,I.S. 217 - QUEENS,1377,1275,102,108,1328,49,104,QG18,FOREST HILLS COMM. HOUSE - QUEENS ,,,0,,,0,,0,0,0,0,0,
28,MIDDLE,Q994,I.S. 217 TEMP. C.R. BLDG. - Q,294,277,17,106,269,25,109,Q217,I.S. 217 - QUEENS                 ,294,277,17,106,269,25,109,0,0,0,0,0,
28,MIDDLE,Q994,I.S. 217 TEMP. C.R. BLDG. - Q,0,0,0,0,0,0,0,QG18,SAFE HORIZON - QUEENS             ,,,0,,,0,,0,0,0,0,0,
29,PS,Q015,P.S. 15 - QUEENS,398,460,-62,87,406,-8,98,Q015,P.S. 15 - QUEENS                  ,398,460,-62,87,406,-8,98,1,3,3,18,0,
29,PS,Q033,P.S. 33 - QUEENS,1054,1207,-153,87,1058,-4,100,Q033,P.S. 33 - QUEENS                  ,1054,1207,-153,87,1058,-4,100,9,4,4,0,0,
29,PS,Q034,P.S. 34 - QUEENS,376,408,-32,92,297,79,127,Q034,P.S. 34 - QUEENS                  ,376,408,-32,92,297,79,127,2,3,3,36,0,
29,PS,Q035,P.S. 35 - QUEENS,660,613,47,108,538,122,123,Q035,P.S. 35 - QUEENS                  ,660,613,47,108,538,122,123,3,3,3,18,0,
29,PS,Q036,P.S. 36 - QUEENS,287,295,-8,97,227,60,126,Q036,P.S. 36 - QUEENS                  ,274,295,-21,93,227,47,121,2,3,3,0,0,
29,PS,Q036,P.S. 36 - QUEENS,0,0,0,0,0,0,0,Q233,Q233 SPED - QUEENS                ,13,0,13,0,0,13,0,0,0,0,0,0,
29,PS,Q037,P.S. 37 - QUEENS,0,0,0,0,0,0,0,Q037,P.S. 37 - QUEENS                  ,577,969,-392,60,844,-267,68,6,3,3,54,0,
29,PS,Q037,P.S. 37 - QUEENS,577,969,-392,60,844,-267,68,QG09,ATTENDANCE PROGRAM - Q            ,,,0,,,0,,0,0,0,0,0,
29,PS,Q037,P.S. 37 - QUEENS,0,0,0,0,0,0,0,QG12,DISTRICT NURSE - QUEENS           ,,,0,,,0,,0,0,0,0,0,
29,PS,Q037,P.S. 37 - QUEENS,0,0,0,0,0,0,0,QG16,NY JUNIOR TENNIS LEAGUE - Q       ,,,0,,,0,,0,0,0,0,0,
29,PS,Q038,P.S. 38 - QUEENS,196,307,-111,64,238,-42,82,Q038,P.S. 38 - QUEENS,196,307,-111,64,238,-42,82,2,2,3,0,0,
29,PS,Q052,P.S. 52 - QUEENS,547,693,-146,79,624,-77,88,Q052,P.S. 52 - QUEENS,547,693,-146,79,624,-77,88,8,3,3,0,0,
29,PS,Q095,P.S. 95 - QUEENS,0,0,0,0,0,0,0,Q095,P.S. 95 - QUEENS                  ,1294,1094,200,118,952,342,136,0,5,5,0,0,
29,PS,Q095,P.S. 95 - QUEENS,1294,1094,200,118,952,342,136,QG12,Y.M.C.A. - QUEENS                 ,,,0,,,0,,0,0,0,0,0,
29,PS,Q116,P.S. 116 - QUEENS,706,863,-157,82,759,-53,93,Q116,P.S. 116 - QUEENS,706,863,-157,82,759,-53,93,4,3,4,0,0,
29,PS,Q118,P.S. 118 - QUEENS,603,870,-267,69,708,-105,85,Q118,P.S. 118 - QUEENS                 ,603,870,-267,69,708,-105,85,5,3,3,36,0,
29,PS,Q131,P.S. 131 - QUEENS,640,503,137,127,421,219,152,Q131,P.S. 131 - QUEENS                 ,640,503,137,127,421,219,152,1,4,4,0,0,
29,PS,Q132,P.S. 132 - QUEENS,394,400,-6,99,367,27,107,Q132,P.S. 132 - QUEENS                 ,394,400,-6,99,367,27,107,3,3,3,49,0,
29,PS,Q134,P.S. 134 - QUEENS,508,749,-241,68,671,-163,76,Q134,P.S. 134 - QUEENS                 ,508,749,-241,68,671,-163,76,2,3,3,36,0,
29,PS,Q135,P.S. 135 - QUEENS,1056,1125,-69,94,1010,46,105,Q135,P.S. 135 - QUEENS,1056,1125,-69,94,1010,46,105,5,4,4,0,0,
29,PS,Q136,P.S. 136 - QUEENS,0,0,0,0,0,0,0,Q136,P.S. 136 - QUEENS                 ,615,803,-188,77,672,-57,92,1,3,3,36,0,
29,PS,Q136,P.S. 136 - QUEENS,621,803,-182,77,672,-51,92,Q811,Q811 SPED - QUEENS                ,6,0,6,0,0,6,0,0,0,0,0,0,All
29,PS,Q138,P.S. 138 - QUEENS,857,1069,-212,80,1025,-168,84,Q138,P.S. 138 - QUEENS                 ,857,1069,-212,80,1025,-168,84,5,4,4,18,0,
29,PS,Q147,P.S. 147 - QUEENS ,581,890,-309,65,878,-297,66,Q147,P.S. 147 - QUEENS                 ,581,890,-309,65,878,-297,66,8,3,3,18,0,
29,PS,Q147,P.S. 147 - QUEENS ,0,0,0,0,0,0,0,QG12,COMM DIST. EDU COUNCIL - Q        ,,,0,,,0,,0,0,0,0,0,
29,PS,Q156,P.S. 156 - QUEENS,655,837,-182,78,820,-165,80,Q156,P.S. 156 - QUEENS,655,837,-182,78,820,-165,80,5,3,3,0,0,
29,PS,Q176,P.S. 176 - QUEENS,698,549,149,127,494,204,141,Q176,P.S. 176 - QUEENS                 ,698,549,149,127,494,204,141,0,4,4,18,0,
29,PS,Q181,P.S. 181 - QUEENS,408,672,-264,61,626,-218,65,Q181,P.S. 181 - QUEENS                 ,408,672,-264,61,626,-218,65,3,3,3,36,0,
29,PS,Q195,P.S. 195 - QUEENS,714,690,24,103,539,175,132,Q195,P.S. 195 - QUEENS                 ,714,690,24,103,539,175,132,2,3,3,54,0,
29,PS,Q251,P.S. 251 (TANDEM Q231) - QUEENS,333,389,-56,86,278,55,120,Q251,P.S. 251 - QUEENS                 ,333,389,-56,86,278,55,120,2,2,3,0,0,
29,PS,Q263,P.S. /I.S 295 - QUEENS,0,0,0,0,0,0,0,Q177,Q177 SPED - QUEENS                ,52,43,9,121,43,9,121,0,0,0,0,0,All
29,PS,Q263,P.S. /I.S 295 - QUEENS,0,0,0,0,0,0,0,Q295,P.S. /I.S 295 - QUEENS,572,591,-19,97,562,10,102,3,3,3,34,0,
29,PS,Q263,P.S. /I.S 295 - QUEENS,624,634,-10,98,605,19,103,QG12,DISTRICT OFFICE #29 - QUEENS,,,0,,,0,,0,0,0,0,0,
29,PS,Q268,P.S. 268 - QUEENS,670,711,-41,94,677,-7,99,Q009,Q009 SPED - QUEENS,57,49,8,116,49,8,116,0,0,0,0,0,
29,PS,Q268,P.S. 268 - QUEENS,0,0,0,0,0,0,0,Q268,P.S. 268 - QUEENS,613,662,-49,93,628,-15,98,5,3,3,0,0,
29,PS,Q270,P.S. 270 - QUEENS,717,694,23,103,671,46,107,Q004,Q004 SPED - QUEENS,50,64,-14,78,64,-14,78,0,0,0,0,0,
29,PS,Q270,P.S. 270 - QUEENS,0,0,0,0,0,0,0,Q270,P.S. / I.S. 270 - QUEENS,667,630,37,106,607,60,110,5,3,3,0,0,
29,PS,Q834,P.S. 34 MINISCHOOL - QUEENS,143,274,-131,52,264,-121,54,Q034,P.S. 34 - QUEENS,143,274,-131,52,264,-121,54,0,0,0,0,0,
29,PS,Q836,P.S. 36 MINISCHOOL - QUEENS,172,157,15,110,152,20,113,Q036,P.S. 36 - QUEENS                  ,172,157,15,110,152,20,113,0,0,0,0,0,
29,PS,Q851,P.S. 147 MINISCHOOL - QUEENS,164,173,-9,95,136,28,121,Q147,P.S. 147 - QUEENS                 ,164,173,-9,95,136,28,121,0,0,0,0,0,
29,PS,Q910,P.S. 95 TRANSPORTABLE - Q,120,83,37,145,65,55,185,Q095,P.S. 95 - QUEENS                  ,120,83,37,145,65,55,185,0,0,0,0,0,
29,PS,Q911,P.S. 131 TRANSPORTABLE - Q,186,131,55,142,128,58,145,Q131,P.S. 131 - QUEENS                 ,186,131,55,142,128,58,145,0,0,0,0,0,
29,PS,Q929,P.S. 35 TRANSPORTABLE - Q,20,96,-76,21,96,-76,21,Q035,P.S. 35 - QUEENS                  ,20,96,-76,21,96,-76,21,0,0,0,0,0,
29,PS,Q930,P.S. 116 TRANSPORTABLE - Q,64,51,13,125,55,9,116,Q116,P.S. 116 - QUEENS                 ,64,51,13,125,55,9,116,0,0,0,54,0,
29,PS,Q931,P.S. 33 TRANSPORTABLE - Q,0,54,-54,0,54,-54,0,Q033,P.S. 33 - QUEENS,0,54,-54,0,54,-54,0,0,0,0,0,0,
29,PS,Q946,P.S. 38 TRANSPORTABLE - Q,70,93,-23,75,86,-16,81,Q038,P.S. 38 - QUEENS                  ,70,93,-23,75,86,-16,81,0,0,0,0,0,
29,PS,Q957,P.S. 156 TRANSPORTABLE - Q,0,100,-100,0,56,-56,0,Q156,P.S. 156 - QUEENS                 ,0,100,-100,0,56,-56,0,0,0,0,0,0,
29,PS,Q960,P.S. 52 TRANSPORTABLE - Q,36,85,-49,42,83,-47,43,Q052,P.S. 52 - QUEENS                  ,36,85,-49,42,83,-47,43,0,0,0,34,0,
29,PS,Q992,P.S. 176 TRANSPORTABLE - Q,75,89,-14,84,74,1,101,Q176,P.S. 176 - QUEENS                 ,75,89,-14,84,74,1,101,0,0,0,0,0,
29,PS,Q996,P.S. 132 TRANSPORTABLE - Q,0,116,-116,0,112,-112,0,Q132,P.S. 132 - QUEENS                 ,0,116,-116,0,112,-112,0,0,0,0,0,0,
29,MIDDLE,Q059,I.S. 59 - QUEENS,0,0,0,0,0,0,0,Q059,I.S. 59 - QUEENS                  ,666,1111,-445,60,1068,-402,62,0,0,0,0,15,
29,MIDDLE,Q059,I.S. 59 - QUEENS,830,1344,-514,62,1295,-465,64,Q327,EAGLE ACADEMY III - QUEENS,164,233,-69,70,227,-63,72,0,0,0,0,0,
29,MIDDLE,Q109,I.S. 109 - QUEENS,1084,1308,-224,83,1364,-280,79,Q109,I.S. 109 - QUEENS,1084,1308,-224,83,1364,-280,79,0,0,0,0,5,
29,MIDDLE,Q109,I.S. 109 - QUEENS,0,0,0,0,0,0,0,QG12,Y.M.C.A - QUEENS                  ,,,0,,,0,,0,0,0,0,0,
29,MIDDLE,Q109,I.S. 109 - QUEENS,0,0,0,0,0,0,0,QG18,SPORTS AND ARTS FOUNDATION-Q      ,,,0,,,0,,0,0,0,0,0,
29,MIDDLE,Q192,I.S. 192 - QUEENS,1194,1439,-245,83,1414,-220,84,Q192,I.S. 192 - QUEENS,639,851,-212,75,845,-206,76,0,0,0,0,11,
29,MIDDLE,Q192,I.S. 192 - QUEENS,0,0,0,0,0,0,0,Q259,PATHWAYS COLL. PREP SCHOOL - Q,555,588,-33,94,569,-14,98,0,0,0,0,5,
29,MIDDLE,Q192,I.S. 192 - QUEENS,0,0,0,0,0,0,0,QG05,UFT USE - Q                       ,,,0,,,0,,0,0,0,0,0,
29,MIDDLE,Q231,I.S. 231 (TANDEM Q251) - QUEENS,0,0,0,0,0,0,0,Q231,I.S. 231 - QUEENS                 ,635,744,-109,85,737,-102,86,0,0,0,0,9,
29,MIDDLE,Q231,I.S. 231 (TANDEM Q251) - QUEENS,0,0,0,0,0,0,0,Q355,COLLABORATIVE ARTS MIDDLE SCHOOL - QUEENS,164,207,-43,79,188,-24,87,0,0,0,0,2,
29,MIDDLE,Q231,I.S. 231 (TANDEM Q251) - QUEENS,942,1209,-267,78,1200,-258,79,Q356,COMMUNITY VOICES MIDDLE SCHOOL - QUEENS,143,187,-44,76,183,-40,78,0,0,0,0,0,
29,MIDDLE,Q231,I.S. 231 (TANDEM Q251) - QUEENS,0,0,0,0,0,0,0,Q987,ALTERNATIVE LEARNING CENTER - Q,0,71,-71,0,92,-92,0,0,0,0,0,1,
29,MIDDLE,Q238,I.S. 238 - QUEENS,1572,1665,-93,94,1665,-93,94,Q238,I.S. 238 - QUEENS                 ,1572,1665,-93,94,1665,-93,94,0,0,0,0,19,
30,PS,Q002,P.S. 2 - QUEENS,695,742,-47,94,634,61,110,Q002,P.S. 2 - QUEENS,695,742,-47,94,634,61,110,3,3,3,0,0,
30,PS,Q011,P.S. 11 - QUEENS,837,719,118,116,657,180,127,Q011,P.S. 11 - QUEENS                  ,837,719,118,116,657,180,127,2,5,5,0,0,
30,PS,Q017,P.S. 17 - QUEENS,561,899,-338,62,776,-215,72,Q017,P.S. 17 - QUEENS,561,899,-338,62,776,-215,72,5,3,3,36,0,
30,PS,Q069,P.S. 69 - QUEENS,1147,943,204,122,849,298,135,Q069,P.S. 69 - QUEENS,1138,943,195,121,849,289,134,6,5,5,0,0,
30,PS,Q069,P.S. 69 - QUEENS,0,0,0,0,0,0,0,Q811,Q811 SPED - QUEENS                ,9,0,9,0,0,9,0,0,0,0,0,0,All
30,PS,Q070,P.S. 70 ADDITION - QUEENS,848,985,-137,86,891,-43,95,Q070,P.S. 70 - QUEENS                  ,848,985,-137,86,891,-43,95,4,4,4,0,0,
30,PS,Q076,P.S. 76 - QUEENS,587,1015,-428,58,913,-326,64,Q076,P.S. 76 - QUEENS                  ,587,1015,-428,58,913,-326,64,6,3,3,54,0,
30,PS,Q084,P.S. 84 - QUEENS,396,454,-58,87,420,-24,94,Q084,P.S. 84 - QUEENS,396,454,-58,87,420,-24,94,4,3,3,34,0,
30,PS,Q085,P.S. 85 - QUEENS,499,541,-42,92,449,50,111,Q085,P.S. 85 - QUEENS                  ,499,541,-42,92,449,50,111,4,3,3,0,0,
