DBN,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
27Q105,6,2007,Male,38,643,7,18.4%,13,34.2%,18,47.4%,0,0%,18,47.4%
27Q105,6,2008,Female,53,648,6,11.3%,15,28.3%,31,58.5%,1,1.9%,32,60.4%
27Q105,6,2008,Male,53,640,7,13.2%,29,54.7%,15,28.3%,2,3.8%,17,32.1%
27Q105,6,2009,Female,42,666,0,0%,10,23.8%,30,71.4%,2,4.8%,32,76.2%
27Q105,6,2009,Male,51,657,4,7.8%,12,23.5%,33,64.7%,2,3.9%,35,68.6%
27Q105,6,2010,Female,51,656,6,11.8%,36,70.6%,9,17.6%,0,0%,9,17.6%
27Q105,6,2010,Male,39,657,6,15.4%,25,64.1%,8,20.5%,0,0%,8,20.5%
27Q105,6,2011,Female,43,676,1,2.3%,19,44.2%,18,41.9%,5,11.6%,23,53.5%
27Q105,6,2011,Male,45,672,7,15.6%,16,35.6%,17,37.8%,5,11.1%,22,48.9%
27Q105,7,2006,Female,40,637,9,22.5%,15,37.5%,15,37.5%,1,2.5%,16,40%
27Q105,7,2006,Male,36,633,7,19.4%,20,55.6%,8,22.2%,1,2.8%,9,25%
27Q105,7,2007,Female,48,639,6,12.5%,27,56.3%,15,31.3%,0,0%,15,31.3%
27Q105,7,2007,Male,42,653,0,0%,22,52.4%,18,42.9%,2,4.8%,20,47.6%
27Q105,7,2008,Female,45,647,3,6.7%,21,46.7%,21,46.7%,0,0%,21,46.7%
27Q105,7,2008,Male,40,649,1,2.5%,16,40%,22,55%,1,2.5%,23,57.5%
27Q105,7,2009,Female,58,663,1,1.7%,10,17.2%,47,81%,0,0%,47,81%
27Q105,7,2009,Male,46,660,0,0%,13,28.3%,32,69.6%,1,2.2%,33,71.7%
27Q105,7,2010,Female,46,652,11,23.9%,24,52.2%,11,23.9%,0,0%,11,23.9%
27Q105,7,2010,Male,52,653,12,23.1%,29,55.8%,10,19.2%,1,1.9%,11,21.2%
27Q105,7,2011,Female,61,655,7,11.5%,43,70.5%,11,18%,0,0%,11,18%
27Q105,7,2011,Male,47,657,6,12.8%,29,61.7%,11,23.4%,1,2.1%,12,25.5%
27Q105,8,2007,Female,48,635,9,18.8%,26,54.2%,12,25%,1,2.1%,13,27.1%
27Q105,8,2007,Male,39,637,5,12.8%,24,61.5%,9,23.1%,1,2.6%,10,25.6%
27Q105,8,2008,Female,42,643,6,14.3%,20,47.6%,13,31%,3,7.1%,16,38.1%
27Q105,8,2008,Male,43,647,4,9.3%,17,39.5%,21,48.8%,1,2.3%,22,51.2%
27Q105,8,2009,Female,40,651,1,2.5%,16,40%,23,57.5%,0,0%,23,57.5%
27Q105,8,2009,Male,40,652,2,5%,14,35%,24,60%,0,0%,24,60%
27Q105,8,2010,Female,61,655,9,14.8%,43,70.5%,9,14.8%,0,0%,9,14.8%
27Q105,8,2010,Male,50,654,9,18%,34,68%,7,14%,0,0%,7,14%
27Q105,8,2011,Female,47,654,4,8.5%,35,74.5%,7,14.9%,1,2.1%,8,17%
27Q105,8,2011,Male,48,658,7,14.6%,30,62.5%,11,22.9%,0,0%,11,22.9%
27Q105,All Grades,2006,Female,229,,34,14.8%,66,28.8%,117,51.1%,12,5.2%,129,56.3%
27Q105,All Grades,2006,Male,224,,29,12.9%,65,29%,112,50%,18,8%,130,58%
27Q105,All Grades,2007,Female,287,,35,12.2%,103,35.9%,131,45.6%,18,6.3%,149,51.9%
27Q105,All Grades,2007,Male,255,,18,7.1%,93,36.5%,126,49.4%,18,7.1%,144,56.5%
27Q105,All Grades,2008,Female,290,,20,6.9%,87,30%,164,56.6%,19,6.6%,183,63.1%
27Q105,All Grades,2008,Male,265,,20,7.5%,87,32.8%,143,54%,15,5.7%,158,59.6%
27Q105,All Grades,2009,Female,286,,5,1.7%,60,21%,200,69.9%,21,7.3%,221,77.3%
27Q105,All Grades,2009,Male,269,,7,2.6%,60,22.3%,181,67.3%,21,7.8%,202,75.1%
27Q105,All Grades,2010,Female,304,,47,15.5%,180,59.2%,67,22%,10,3.3%,77,25.3%
27Q105,All Grades,2010,Male,290,,51,17.6%,164,56.6%,62,21.4%,13,4.5%,75,25.9%
27Q105,All Grades,2011,Female,316,667,33,10.4%,188,59.5%,82,25.9%,13,4.1%,95,30.1%
27Q105,All Grades,2011,Male,301,667,35,11.6%,164,54.5%,83,27.6%,19,6.3%,102,33.9%
27Q106,3,2006,Female,37,690,2,5.4%,3,8.1%,16,43.2%,16,43.2%,32,86.5%
27Q106,3,2006,Male,29,694,0,0%,3,10.3%,15,51.7%,11,37.9%,26,89.7%
27Q106,3,2007,Female,29,696,0,0%,2,6.9%,16,55.2%,11,37.9%,27,93.1%
27Q106,3,2007,Male,38,678,1,2.6%,6,15.8%,22,57.9%,9,23.7%,31,81.6%
27Q106,3,2008,Female,46,683,3,6.5%,1,2.2%,35,76.1%,7,15.2%,42,91.3%
27Q106,3,2008,Male,37,684,3,8.1%,3,8.1%,24,64.9%,7,18.9%,31,83.8%
27Q106,3,2009,Female,33,690,0,0%,3,9.1%,22,66.7%,8,24.2%,30,90.9%
27Q106,3,2009,Male,32,688,0,0%,4,12.5%,19,59.4%,9,28.1%,28,87.5%
27Q106,3,2010,Female,29,676,4,13.8%,16,55.2%,9,31%,0,0%,9,31%
27Q106,3,2010,Male,28,678,5,17.9%,12,42.9%,9,32.1%,2,7.1%,11,39.3%
27Q106,3,2011,Female,30,685,2,6.7%,13,43.3%,13,43.3%,2,6.7%,15,50%
27Q106,3,2011,Male,29,685,2,6.9%,8,27.6%,17,58.6%,2,6.9%,19,65.5%
27Q106,4,2006,Female,42,681,0,0%,8,19%,20,47.6%,14,33.3%,34,81%
27Q106,4,2006,Male,29,684,1,3.4%,6,20.7%,15,51.7%,7,24.1%,22,75.9%
27Q106,4,2007,Female,33,692,2,6.1%,5,15.2%,12,36.4%,14,42.4%,26,78.8%
27Q106,4,2007,Male,38,676,2,5.3%,7,18.4%,22,57.9%,7,18.4%,29,76.3%
27Q106,4,2008,Female,28,687,0,0%,6,21.4%,13,46.4%,9,32.1%,22,78.6%
27Q106,4,2008,Male,32,672,3,9.4%,5,15.6%,18,56.3%,6,18.8%,24,75%
27Q106,4,2009,Female,42,684,2,4.8%,3,7.1%,27,64.3%,10,23.8%,37,88.1%
27Q106,4,2009,Male,35,691,2,5.7%,3,8.6%,18,51.4%,12,34.3%,30,85.7%
27Q106,4,2010,Female,28,702,0,0%,4,14.3%,13,46.4%,11,39.3%,24,85.7%
27Q106,4,2010,Male,30,710,1,3.3%,5,16.7%,10,33.3%,14,46.7%,24,80%
27Q106,4,2011,Female,30,681,0,0%,13,43.3%,12,40%,5,16.7%,17,56.7%
27Q106,4,2011,Male,27,684,2,7.4%,10,37%,8,29.6%,7,25.9%,15,55.6%
27Q106,5,2006,Female,42,677,2,4.8%,5,11.9%,23,54.8%,12,28.6%,35,83.3%
27Q106,5,2006,Male,47,672,8,17%,6,12.8%,16,34%,17,36.2%,33,70.2%
27Q106,5,2007,Female,40,683,0,0%,3,7.5%,25,62.5%,12,30%,37,92.5%
27Q106,5,2007,Male,37,680,1,2.7%,7,18.9%,18,48.6%,11,29.7%,29,78.4%
27Q106,5,2008,Female,28,675,2,7.1%,3,10.7%,18,64.3%,5,17.9%,23,82.1%
27Q106,5,2008,Male,39,670,1,2.6%,3,7.7%,30,76.9%,5,12.8%,35,89.7%
27Q106,5,2009,Female,26,712,0,0%,0,0%,10,38.5%,16,61.5%,26,100%
27Q106,5,2009,Male,28,697,1,3.6%,5,17.9%,6,21.4%,16,57.1%,22,78.6%
27Q106,5,2010,Female,43,668,4,9.3%,27,62.8%,9,20.9%,3,7%,12,27.9%
27Q106,5,2010,Male,36,670,4,11.1%,17,47.2%,12,33.3%,3,8.3%,15,41.7%
27Q106,5,2011,Female,32,703,0,0%,2,6.3%,14,43.8%,16,50%,30,93.8%
27Q106,5,2011,Male,33,694,0,0%,12,36.4%,9,27.3%,12,36.4%,21,63.6%
27Q106,All Grades,2006,Female,121,,4,3.3%,16,13.2%,59,48.8%,42,34.7%,101,83.5%
27Q106,All Grades,2006,Male,105,,9,8.6%,15,14.3%,46,43.8%,35,33.3%,81,77.1%
27Q106,All Grades,2007,Female,102,,2,2%,10,9.8%,53,52%,37,36.3%,90,88.2%
27Q106,All Grades,2007,Male,113,,4,3.5%,20,17.7%,62,54.9%,27,23.9%,89,78.8%
27Q106,All Grades,2008,Female,102,,5,4.9%,10,9.8%,66,64.7%,21,20.6%,87,85.3%
27Q106,All Grades,2008,Male,108,,7,6.5%,11,10.2%,72,66.7%,18,16.7%,90,83.3%
27Q106,All Grades,2009,Female,101,,2,2%,6,5.9%,59,58.4%,34,33.7%,93,92.1%
27Q106,All Grades,2009,Male,95,,3,3.2%,12,12.6%,43,45.3%,37,38.9%,80,84.2%
27Q106,All Grades,2010,Female,100,,8,8%,47,47%,31,31%,14,14%,45,45%
27Q106,All Grades,2010,Male,94,,10,10.6%,34,36.2%,31,33%,19,20.2%,50,53.2%
27Q106,All Grades,2011,Female,92,690,2,2.2%,28,30.4%,39,42.4%,23,25%,62,67.4%
27Q106,All Grades,2011,Male,89,688,4,4.5%,30,33.7%,34,38.2%,21,23.6%,55,61.8%
27Q108,3,2006,Female,99,685,2,2%,11,11.1%,57,57.6%,29,29.3%,86,86.9%
27Q108,3,2006,Male,83,684,2,2.4%,9,10.8%,45,54.2%,27,32.5%,72,86.7%
27Q108,3,2007,Female,95,690,3,3.2%,12,12.6%,46,48.4%,34,35.8%,80,84.2%
27Q108,3,2007,Male,118,691,1,0.8%,10,8.5%,68,57.6%,39,33.1%,107,90.7%
27Q108,3,2008,Female,93,691,1,1.1%,5,5.4%,58,62.4%,29,31.2%,87,93.5%
27Q108,3,2008,Male,126,697,0,0%,7,5.6%,78,61.9%,41,32.5%,119,94.4%
27Q108,3,2009,Female,90,700,0,0%,0,0%,62,68.9%,28,31.1%,90,100%
27Q108,3,2009,Male,107,699,0,0%,3,2.8%,66,61.7%,38,35.5%,104,97.2%
27Q108,3,2010,Female,103,694,2,1.9%,32,31.1%,50,48.5%,19,18.4%,69,67%
27Q108,3,2010,Male,100,696,1,1%,34,34%,40,40%,25,25%,65,65%
27Q108,3,2011,Female,115,693,3,2.6%,17,14.8%,77,67%,18,15.7%,95,82.6%
27Q108,3,2011,Male,100,693,2,2%,20,20%,57,57%,21,21%,78,78%
27Q108,4,2006,Female,103,685,1,1%,10,9.7%,64,62.1%,28,27.2%,92,89.3%
27Q108,4,2006,Male,109,689,4,3.7%,12,11%,53,48.6%,40,36.7%,93,85.3%
27Q108,4,2007,Female,95,689,4,4.2%,5,5.3%,53,55.8%,33,34.7%,86,90.5%
27Q108,4,2007,Male,77,697,0,0%,7,9.1%,38,49.4%,32,41.6%,70,90.9%
27Q108,4,2008,Female,97,696,2,2.1%,6,6.2%,45,46.4%,44,45.4%,89,91.8%
27Q108,4,2008,Male,104,698,2,1.9%,6,5.8%,52,50%,44,42.3%,96,92.3%
27Q108,4,2009,Female,90,705,0,0%,5,5.6%,40,44.4%,45,50%,85,94.4%
27Q108,4,2009,Male,124,709,1,0.8%,3,2.4%,52,41.9%,68,54.8%,120,96.8%
27Q108,4,2010,Female,95,700,1,1.1%,19,20%,37,38.9%,38,40%,75,78.9%
27Q108,4,2010,Male,106,705,1,0.9%,14,13.2%,46,43.4%,45,42.5%,91,85.8%
27Q108,4,2011,Female,110,698,1,0.9%,22,20%,44,40%,43,39.1%,87,79.1%
27Q108,4,2011,Male,99,698,1,1%,18,18.2%,47,47.5%,33,33.3%,80,80.8%
27Q108,5,2006,Female,113,693,1,0.9%,10,8.8%,56,49.6%,46,40.7%,102,90.3%
27Q108,5,2006,Male,105,689,3,2.9%,9,8.6%,52,49.5%,41,39%,93,88.6%
27Q108,5,2007,Female,109,693,0,0%,8,7.3%,58,53.2%,43,39.4%,101,92.7%
27Q108,5,2007,Male,107,689,2,1.9%,5,4.7%,66,61.7%,34,31.8%,100,93.5%
27Q108,5,2008,Female,93,698,0,0%,3,3.2%,50,53.8%,40,43%,90,96.8%
27Q108,5,2008,Male,75,697,0,0%,3,4%,39,52%,33,44%,72,96%
27Q108,5,2009,Female,102,698,0,0%,0,0%,50,49%,52,51%,102,100%
27Q108,5,2009,Male,108,695,0,0%,5,4.6%,51,47.2%,52,48.1%,103,95.4%
27Q108,5,2010,Female,95,700,1,1.1%,12,12.6%,39,41.1%,43,45.3%,82,86.3%
27Q108,5,2010,Male,125,699,1,0.8%,17,13.6%,60,48%,47,37.6%,107,85.6%
27Q108,5,2011,Female,101,694,4,4%,13,12.9%,59,58.4%,25,24.8%,84,83.2%
27Q108,5,2011,Male,110,693,4,3.6%,19,17.3%,59,53.6%,28,25.5%,87,79.1%
27Q108,All Grades,2006,Female,315,,4,1.3%,31,9.8%,177,56.2%,103,32.7%,280,88.9%
27Q108,All Grades,2006,Male,297,,9,3%,30,10.1%,150,50.5%,108,36.4%,258,86.9%
27Q108,All Grades,2007,Female,299,,7,2.3%,25,8.4%,157,52.5%,110,36.8%,267,89.3%
27Q108,All Grades,2007,Male,302,,3,1%,22,7.3%,172,57%,105,34.8%,277,91.7%
27Q108,All Grades,2008,Female,283,,3,1.1%,14,4.9%,153,54.1%,113,39.9%,266,94%
27Q108,All Grades,2008,Male,305,,2,0.7%,16,5.2%,169,55.4%,118,38.7%,287,94.1%
27Q108,All Grades,2009,Female,282,,0,0%,5,1.8%,152,53.9%,125,44.3%,277,98.2%
27Q108,All Grades,2009,Male,339,,1,0.3%,11,3.2%,169,49.9%,158,46.6%,327,96.5%
27Q108,All Grades,2010,Female,293,,4,1.4%,63,21.5%,126,43%,100,34.1%,226,77.1%
27Q108,All Grades,2010,Male,331,,3,0.9%,65,19.6%,146,44.1%,117,35.3%,263,79.5%
27Q108,All Grades,2011,Female,326,695,8,2.5%,52,16%,180,55.2%,86,26.4%,266,81.6%
27Q108,All Grades,2011,Male,309,694,7,2.3%,57,18.4%,163,52.8%,82,26.5%,245,79.3%
27Q114,3,2006,Female,48,698,1,2.1%,3,6.3%,25,52.1%,19,39.6%,44,91.7%
27Q114,3,2006,Male,56,694,1,1.8%,5,8.9%,28,50%,22,39.3%,50,89.3%
27Q114,3,2007,Female,47,715,0,0%,0,0%,16,34%,31,66%,47,100%
27Q114,3,2007,Male,58,701,0,0%,1,1.7%,28,48.3%,29,50%,57,98.3%
27Q114,3,2008,Female,61,709,0,0%,0,0%,34,55.7%,27,44.3%,61,100%
27Q114,3,2008,Male,59,708,0,0%,0,0%,36,61%,23,39%,59,100%
27Q114,3,2009,Female,40,709,0,0%,0,0%,25,62.5%,15,37.5%,40,100%
27Q114,3,2009,Male,62,704,0,0%,0,0%,38,61.3%,24,38.7%,62,100%
27Q114,3,2010,Female,52,705,0,0%,10,19.2%,22,42.3%,20,38.5%,42,80.8%
27Q114,3,2010,Male,48,704,0,0%,12,25%,20,41.7%,16,33.3%,36,75%
27Q114,3,2011,Female,61,699,0,0%,8,13.1%,39,63.9%,14,23%,53,86.9%
27Q114,3,2011,Male,76,700,2,2.6%,8,10.5%,44,57.9%,22,28.9%,66,86.8%
27Q114,4,2006,Female,67,702,1,1.5%,3,4.5%,30,44.8%,33,49.3%,63,94%
27Q114,4,2006,Male,72,706,0,0%,1,1.4%,36,50%,35,48.6%,71,98.6%
27Q114,4,2007,Female,48,707,0,0%,4,8.3%,20,41.7%,24,50%,44,91.7%
27Q114,4,2007,Male,57,707,0,0%,2,3.5%,26,45.6%,29,50.9%,55,96.5%
27Q114,4,2008,Female,47,710,0,0%,1,2.1%,15,31.9%,31,66%,46,97.9%
27Q114,4,2008,Male,56,706,0,0%,1,1.8%,24,42.9%,31,55.4%,55,98.2%
27Q114,4,2009,Female,60,716,0,0%,0,0%,24,40%,36,60%,60,100%
27Q114,4,2009,Male,56,712,0,0%,1,1.8%,21,37.5%,34,60.7%,55,98.2%
27Q114,4,2010,Female,41,701,0,0%,6,14.6%,23,56.1%,12,29.3%,35,85.4%
27Q114,4,2010,Male,63,703,0,0%,8,12.7%,28,44.4%,27,42.9%,55,87.3%
27Q114,4,2011,Female,54,714,0,0%,3,5.6%,18,33.3%,33,61.1%,51,94.4%
27Q114,4,2011,Male,53,713,0,0%,5,9.4%,18,34%,30,56.6%,48,90.6%
27Q114,5,2006,Female,47,689,0,0%,4,8.5%,27,57.4%,16,34%,43,91.5%
27Q114,5,2006,Male,49,707,1,2%,1,2%,16,32.7%,31,63.3%,47,95.9%
27Q114,5,2007,Female,69,703,0,0%,1,1.4%,29,42%,39,56.5%,68,98.6%
27Q114,5,2007,Male,68,704,0,0%,1,1.5%,31,45.6%,36,52.9%,67,98.5%
27Q114,5,2008,Female,49,697,1,2%,2,4.1%,23,46.9%,23,46.9%,46,93.9%
27Q114,5,2008,Male,57,690,1,1.8%,4,7%,30,52.6%,22,38.6%,52,91.2%
27Q114,5,2009,Female,45,710,0,0%,0,0%,13,28.9%,32,71.1%,45,100%
27Q114,5,2009,Male,59,700,0,0%,1,1.7%,24,40.7%,34,57.6%,58,98.3%
27Q114,5,2010,Female,55,703,0,0%,7,12.7%,21,38.2%,27,49.1%,48,87.3%
27Q114,5,2010,Male,1,s,s,s,s,s,s,s,s,s,s,s
27Q114,5,2010,Male,55,704,0,0%,3,5.5%,28,50.9%,24,43.6%,52,94.5%
27Q114,5,2011,Female,40,705,0,0%,4,10%,18,45%,18,45%,36,90%
27Q114,5,2011,Male,61,705,0,0%,7,11.5%,22,36.1%,32,52.5%,54,88.5%
27Q114,6,2006,Female,13,679,0,0%,3,23.1%,7,53.8%,3,23.1%,10,76.9%
27Q114,6,2006,Male,16,658,2,12.5%,3,18.8%,10,62.5%,1,6.3%,11,68.8%
27Q114,6,2007,Female,14,682,0,0%,2,14.3%,9,64.3%,3,21.4%,12,85.7%
27Q114,6,2007,Male,13,690,0,0%,2,15.4%,6,46.2%,5,38.5%,11,84.6%
27Q114,6,2008,Female,27,677,0,0%,3,11.1%,21,77.8%,3,11.1%,24,88.9%
27Q114,6,2008,Male,26,679,0,0%,1,3.8%,21,80.8%,4,15.4%,25,96.2%
27Q114,6,2009,Female,16,689,0,0%,0,0%,11,68.8%,5,31.3%,16,100%
27Q114,6,2009,Male,28,697,0,0%,0,0%,14,50%,14,50%,28,100%
27Q114,6,2010,Female,11,676,1,9.1%,4,36.4%,4,36.4%,2,18.2%,6,54.5%
27Q114,6,2010,Male,20,683,0,0%,6,30%,10,50%,4,20%,14,70%
27Q114,6,2011,Female,20,678,0,0%,9,45%,8,40%,3,15%,11,55%
27Q114,6,2011,Male,23,688,1,4.3%,5,21.7%,10,43.5%,7,30.4%,17,73.9%
27Q114,7,2006,Female,11,656,1,9.1%,2,18.2%,8,72.7%,0,0%,8,72.7%
27Q114,7,2006,Male,12,620,4,33.3%,2,16.7%,6,50%,0,0%,6,50%
27Q114,7,2007,Female,12,672,0,0%,4,33.3%,5,41.7%,3,25%,8,66.7%
27Q114,7,2007,Male,16,673,0,0%,4,25%,8,50%,4,25%,12,75%
27Q114,7,2008,Female,19,668,2,10.5%,3,15.8%,11,57.9%,3,15.8%,14,73.7%
27Q114,7,2008,Male,10,664,1,10%,1,10%,7,70%,1,10%,8,80%
27Q114,7,2009,Female,25,676,0,0%,1,4%,21,84%,3,12%,24,96%
27Q114,7,2009,Male,22,677,0,0%,0,0%,19,86.4%,3,13.6%,22,100%
27Q114,7,2010,Female,15,674,0,0%,6,40%,7,46.7%,2,13.3%,9,60%
27Q114,7,2010,Male,28,680,0,0%,10,35.7%,13,46.4%,5,17.9%,18,64.3%
27Q114,7,2011,Female,10,682,0,0%,2,20%,4,40%,4,40%,8,80%
27Q114,7,2011,Male,16,685,0,0%,2,12.5%,9,56.3%,5,31.3%,14,87.5%
27Q114,8,2007,Female,12,665,1,8.3%,2,16.7%,7,58.3%,2,16.7%,9,75%
27Q114,8,2007,Male,11,646,2,18.2%,5,45.5%,4,36.4%,0,0%,4,36.4%
27Q114,8,2008,Female,13,656,0,0%,4,30.8%,9,69.2%,0,0%,9,69.2%
27Q114,8,2008,Male,15,668,1,6.7%,2,13.3%,10,66.7%,2,13.3%,12,80%
27Q114,8,2009,Female,17,687,0,0%,2,11.8%,11,64.7%,4,23.5%,15,88.2%
27Q114,8,2009,Male,10,672,0,0%,1,10%,9,90%,0,0%,9,90%
27Q114,8,2010,Female,23,692,1,4.3%,3,13%,13,56.5%,6,26.1%,19,82.6%
27Q114,8,2010,Male,20,689,0,0%,5,25%,9,45%,6,30%,15,75%
27Q114,8,2011,Female,14,685,0,0%,5,35.7%,6,42.9%,3,21.4%,9,64.3%
27Q114,8,2011,Male,30,691,0,0%,5,16.7%,16,53.3%,9,30%,25,83.3%
27Q114,All Grades,2006,Female,186,,3,1.6%,15,8.1%,97,52.2%,71,38.2%,168,90.3%
27Q114,All Grades,2006,Male,205,,8,3.9%,12,5.9%,96,46.8%,89,43.4%,185,90.2%
27Q114,All Grades,2007,Female,202,,1,0.5%,13,6.4%,86,42.6%,102,50.5%,188,93.1%
27Q114,All Grades,2007,Male,223,,2,0.9%,15,6.7%,103,46.2%,103,46.2%,206,92.4%
27Q114,All Grades,2008,Female,216,,3,1.4%,13,6%,113,52.3%,87,40.3%,200,92.6%
27Q114,All Grades,2008,Male,223,,3,1.3%,9,4%,128,57.4%,83,37.2%,211,94.6%
27Q114,All Grades,2009,Female,203,,0,0%,3,1.5%,105,51.7%,95,46.8%,200,98.5%
27Q114,All Grades,2009,Male,237,,0,0%,3,1.3%,125,52.7%,109,46%,234,98.7%
27Q114,All Grades,2010,Female,197,,2,1%,36,18.3%,90,45.7%,69,35%,159,80.7%
27Q114,All Grades,2010,Male,1,,s,s,s,s,s,s,s,s,s,s
27Q114,All Grades,2010,Male,234,,0,0%,44,18.8%,108,46.2%,82,35%,190,81.2%
27Q114,All Grades,2010,Male,234,,0,0%,44,18.8%,108,46.2%,82,35%,190,81.2%
27Q114,All Grades,2011,Female,199,700,0,0%,31,15.6%,93,46.7%,75,37.7%,168,84.4%
27Q114,All Grades,2011,Male,259,701,3,1.2%,32,12.4%,119,45.9%,105,40.5%,224,86.5%
27Q123,3,2006,Female,55,662,11,20%,10,18.2%,22,40%,12,21.8%,34,61.8%
27Q123,3,2006,Male,44,659,5,11.4%,11,25%,24,54.5%,4,9.1%,28,63.6%
27Q123,3,2007,Female,47,673,2,4.3%,11,23.4%,26,55.3%,8,17%,34,72.3%
27Q123,3,2007,Male,48,655,10,20.8%,12,25%,23,47.9%,3,6.3%,26,54.2%
27Q123,3,2008,Female,40,680,2,5%,2,5%,26,65%,10,25%,36,90%
27Q123,3,2008,Male,38,669,0,0%,9,23.7%,26,68.4%,3,7.9%,29,76.3%
27Q123,3,2009,Female,43,683,0,0%,6,14%,30,69.8%,7,16.3%,37,86%
27Q123,3,2009,Male,49,677,1,2%,3,6.1%,41,83.7%,4,8.2%,45,91.8%
27Q123,3,2010,Female,47,682,9,19.1%,22,46.8%,10,21.3%,6,12.8%,16,34%
27Q123,3,2010,Male,41,677,7,17.1%,16,39%,13,31.7%,5,12.2%,18,43.9%
27Q123,3,2011,Female,60,682,4,6.7%,29,48.3%,24,40%,3,5%,27,45%
27Q123,3,2011,Male,52,677,11,21.2%,22,42.3%,17,32.7%,2,3.8%,19,36.5%
27Q123,4,2006,Female,50,670,3,6%,9,18%,30,60%,8,16%,38,76%
27Q123,4,2006,Male,47,661,3,6.4%,17,36.2%,19,40.4%,8,17%,27,57.4%
27Q123,4,2007,Female,54,659,7,13%,17,31.5%,22,40.7%,8,14.8%,30,55.6%
27Q123,4,2007,Male,38,649,8,21.1%,9,23.7%,19,50%,2,5.3%,21,55.3%
27Q123,4,2008,Female,48,668,2,4.2%,10,20.8%,32,66.7%,4,8.3%,36,75%
27Q123,4,2008,Male,48,662,5,10.4%,13,27.1%,25,52.1%,5,10.4%,30,62.5%
27Q123,4,2009,Female,34,704,0,0%,0,0%,18,52.9%,16,47.1%,34,100%
27Q123,4,2009,Male,37,682,0,0%,6,16.2%,22,59.5%,9,24.3%,31,83.8%
27Q123,4,2010,Female,45,680,3,6.7%,16,35.6%,18,40%,8,17.8%,26,57.8%
27Q123,4,2010,Male,45,685,0,0%,14,31.1%,24,53.3%,7,15.6%,31,68.9%
27Q123,4,2011,Female,57,677,3,5.3%,25,43.9%,23,40.4%,6,10.5%,29,50.9%
27Q123,4,2011,Male,40,684,1,2.5%,17,42.5%,14,35%,8,20%,22,55%
27Q123,5,2006,Female,55,656,5,9.1%,19,34.5%,26,47.3%,5,9.1%,31,56.4%
27Q123,5,2006,Male,54,644,8,14.8%,19,35.2%,25,46.3%,2,3.7%,27,50%
27Q123,5,2007,Female,48,665,2,4.2%,14,29.2%,24,50%,8,16.7%,32,66.7%
27Q123,5,2007,Male,44,656,5,11.4%,12,27.3%,25,56.8%,2,4.5%,27,61.4%
27Q123,5,2008,Female,49,660,3,6.1%,16,32.7%,25,51%,5,10.2%,30,61.2%
27Q123,5,2008,Male,36,657,1,2.8%,12,33.3%,20,55.6%,3,8.3%,23,63.9%
27Q123,5,2009,Female,40,672,1,2.5%,6,15%,27,67.5%,6,15%,33,82.5%
27Q123,5,2009,Male,52,666,4,7.7%,10,19.2%,32,61.5%,6,11.5%,38,73.1%
27Q123,5,2010,Female,49,684,3,6.1%,15,30.6%,20,40.8%,11,22.4%,31,63.3%
27Q123,5,2010,Male,37,669,2,5.4%,19,51.4%,12,32.4%,4,10.8%,16,43.2%
27Q123,5,2011,Female,49,674,6,12.2%,21,42.9%,19,38.8%,3,6.1%,22,44.9%
27Q123,5,2011,Male,44,680,3,6.8%,15,34.1%,23,52.3%,3,6.8%,26,59.1%
27Q123,All Grades,2006,Female,160,,19,11.9%,38,23.8%,78,48.8%,25,15.6%,103,64.4%
27Q123,All Grades,2006,Male,145,,16,11%,47,32.4%,68,46.9%,14,9.7%,82,56.6%
27Q123,All Grades,2007,Female,149,,11,7.4%,42,28.2%,72,48.3%,24,16.1%,96,64.4%
27Q123,All Grades,2007,Male,130,,23,17.7%,33,25.4%,67,51.5%,7,5.4%,74,56.9%
27Q123,All Grades,2008,Female,137,,7,5.1%,28,20.4%,83,60.6%,19,13.9%,102,74.5%
27Q123,All Grades,2008,Male,122,,6,4.9%,34,27.9%,71,58.2%,11,9%,82,67.2%
27Q123,All Grades,2009,Female,117,,1,0.9%,12,10.3%,75,64.1%,29,24.8%,104,88.9%
27Q123,All Grades,2009,Male,138,,5,3.6%,19,13.8%,95,68.8%,19,13.8%,114,82.6%
27Q123,All Grades,2010,Female,141,,15,10.6%,53,37.6%,48,34%,25,17.7%,73,51.8%
27Q123,All Grades,2010,Male,123,,9,7.3%,49,39.8%,49,39.8%,16,13%,65,52.8%
27Q123,All Grades,2011,Female,166,678,13,7.8%,75,45.2%,66,39.8%,12,7.2%,78,47%
27Q123,All Grades,2011,Male,136,680,15,11%,54,39.7%,54,39.7%,13,9.6%,67,49.3%
27Q124,3,2006,Female,58,701,0,0%,1,1.7%,30,51.7%,27,46.6%,57,98.3%
27Q124,3,2006,Male,53,693,0,0%,3,5.7%,27,50.9%,23,43.4%,50,94.3%
27Q124,3,2007,Female,55,713,0,0%,2,3.6%,20,36.4%,33,60%,53,96.4%
27Q124,3,2007,Male,51,699,0,0%,3,5.9%,26,51%,22,43.1%,48,94.1%
27Q124,3,2008,Female,60,696,0,0%,3,5%,37,61.7%,20,33.3%,57,95%
27Q124,3,2008,Male,67,706,0,0%,0,0%,40,59.7%,27,40.3%,67,100%
