QUEENS CONDOMINIUM PROPERTY Boro-Block-Lot,QUEENS CONDOMINIUM PROPERTY Condo Section,QUEENS CONDOMINIUM PROPERTY Address,QUEENS CONDOMINIUM PROPERTY Neighborhood,QUEENS CONDOMINIUM PROPERTY Building Classification,QUEENS CONDOMINIUM PROPERTY Total Units,QUEENS CONDOMINIUM PROPERTY Year Built,QUEENS CONDOMINIUM PROPERTY Gross SqFt,QUEENS CONDOMINIUM PROPERTY Est. Gross Income,QUEENS CONDOMINIUM PROPERTY Gross Income per SqFt,QUEENS CONDOMINIUM PROPERTY Full Market Value,QUEENS CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
4-09245-7501,48-R1,"84 62 AUSTIN STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",KEW GARDENS,R2-WALK-UP,20,1982,16275,219712,13.5,826000,51,4-01606-0052,"40 37 97 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",CORONA,C1-WALK-UP,16,1990,12304,159599,12.97,600000,48.8,3.6,4-04995-0024,"144 22 34 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,136440,13.6,541000,54,4.2
4-09651-7501,215-R1,"85 15 MAIN STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",BRIARWOOD,R9-CONDOPS,223,1966,196355,2994418,15.25,12200000,62,4-09712-0102,"141 35 85 ROAD
Queens, New York
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D1-ELEVATOR,252,1951,179072,2899812,16.19,11800000,66,0.2,4-09644-0001,"86 25 VAN WYCK EXPRESSWAY
Queens, New York
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D3-ELEVATOR,201,1960,167400,2637782,15.76,10700000,64,0.2
4-09668-7501,251-R1,"135 08 82 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",BRIARWOOD,R4-ELEVATOR,20,1990,19000,285000,15,1130001,59,4-09651-0061,"84 48 MANTON STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",BRIARWOOD,C7-WALK-UP,30,1928,21220,287450,13.55,1080000,51,0.35,4-09710-0094,"139 21 86 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D1-ELEVATOR,60,1959,38394,607701,15.83,2470000,64,0.55
4-09736-7501,520-R1,"143 41 84 DRIVE
Queens, New York
(40.749436300045204, -73.79729979984586)",BRIARWOOD,R4-ELEVATOR,53,2007,29969,0,0,6580083,220,4-09660-0030,"82 46 135 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D1-ELEVATOR,126,1951,103842,1454335,14.01,5770000,56,0.5,,,,,,,,,,,,
4-09937-7501,500-R1,"178 36 WEXFORD TERRACE
Queens, New York
(40.749436300045204, -73.79729979984586)",JAMAICA ESTATES,R4-ELEVATOR,32,2006,32317,672193,20.8,2999998,93,4-00620-0178,"25 16 33 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,D3-ELEVATOR,11,2004,11596,241197,20.8,1080000,93,8,4-00573-0046,"27 10 ASTORIA BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",ASTORIA,D7-ELEVATOR,27,2004,25920,515860,19.9,2310000,89,8.3
4-09944-7501,208-R1,"180 16 WEXFORD TERRACE
Queens, New York
(40.749436300045204, -73.79729979984586)",JAMAICA ESTATES,R4-ELEVATOR,24,1986,19448,320892,16.5,1310001,67,4-09937-0025,"178 60 WEXFORD TERRACE
Queens, New York
(40.749436300045204, -73.79729979984586)",JAMAICA ESTATES,D1-ELEVATOR,73,1956,57186,882995,15.44,3590000,63,0.15,4-09884-0032,"86 15 AVA PLACE
Queens, New York
(40.749436300045204, -73.79729979984586)",JAMAICA ESTATES,D1-ELEVATOR,53,1963,38208,658216,17.23,2680000,70,0.35
4-11417-7502,12-R1,"149 30 88 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,R4-ELEVATOR,150,1967,199444,2842077,14.25,11300003,57,4-01909-0001,"55 15 99 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",CORONA,D1-ELEVATOR,138,1961,148548,2659635,17.9,8170000,55,4.85,4-01756-0005,"34 12 113 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",CORONA,D1-ELEVATOR,132,1973,133542,1374147,10.29,3880000,29.1,6
4-11431-7501,1-R1,"84 39 153 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,R4-ELEVATOR,156,0,198707,2831574,14.25,11200001,56,4-01756-0005,"34 12 113 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",CORONA,D1-ELEVATOR,132,1973,133542,1374147,10.29,3880000,29.1,6.1,,,,,,,,,,,,
4-11431-7502,2-R1,"151 15 84 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,R4-ELEVATOR,163,0,198687,2831289,14.25,11200001,56,4-01756-0005,"34 12 113 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",CORONA,D1-ELEVATOR,132,1973,133542,1374147,10.29,3880000,29.1,6.1,,,,,,,,,,,,
4-11440-7501,292-R1,"78 10 153 AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",HOWARD BEACH,R2-WALK-UP,95,1977,52400,707400,13.5,2660031,51,4-01956-0029,"60 15 CALLOWAY STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",CORONA,D1-ELEVATOR,67,1965,74300,1292275,17.39,3970000,53,5,4-16226-0074,"180 BEACH 117 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ROCKAWAY PARK,D1-ELEVATOR,61,1960,50347,477601,9.49,1570000,31.2,6
4-11599-7501,495-R1,"109 18 LEFFERTS BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",SOUTH OZONE PARK,R2-WALK-UP,24,0,19200,266880,13.9,1059998,55,4-11601-0001,"109 05 120 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",SOUTH OZONE PARK,C1-WALK-UP,27,1930,18700,306867,16.41,1250000,67,0.1,4-11599-0028,"109 44 LEFFERTS BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",SOUTH OZONE PARK,C1-WALK-UP,33,1925,24000,301544,12.56,1130000,47.1,0
4-15557-7501,179-R1,"10 11 NAMEOKE STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,R4-ELEVATOR,64,1961,73060,635622,8.7,2100011,28.7,4-15744-0007,"29 BEACH 32 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,107,1959,111102,960054,8.64,3160000,28.4,0.85,4-15753-0072,"23 11 CORNAGA AVENUE
Queens, New York
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,76,1964,78600,656805,8.36,2160000,27.5,0.45
4-16113-7501,463-R1,"2 21 BEACH 80 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",HAMMELS,R4-ELEVATOR,66,2005,93315,3732600,40,18799980,201,4-16151-0006,"2 14 BEACH 96 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",HAMMELS,D1-ELEVATOR,72,2004,55628,1043790,18.76,4250000,76,0.65,4-16232-0045,"122 20
Queens, New York
(40.749436300045204, -73.79729979984586)",ROCKAWAY PARK,D1-ELEVATOR,72,1932,64920,558216,8.6,1840000,28.3,2.05
4-16113-7502,462-R1,"260 BEACH 81 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",HAMMELS,R4-ELEVATOR,78,2005,82862,3314480,40,16699997,202,4-03173-0022,"102 02 QUEENS BOULEVARD
Queens, New York
(40.749436300045204, -73.79729979984586)",REGO PARK,D7-ELEVATOR,21,2002,20000,454865,22.74,2030000,102,9.7,4-09760-0025,"89 44 162 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",JAMAICA,D3-ELEVATOR,90,2003,97187,2222000,22.86,9930000,102,8
4-16173-7501,494-R1,"100 04 SHORE
Queens, New York
(40.749436300045204, -73.79729979984586)",ROCKAWAY PARK,R2-WALK-UP,78,2007,98222,1132500,11.53,3989996,40.6,4-16151-0006,"2 14 BEACH 96 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",HAMMELS,D1-ELEVATOR,72,2004,55628,1043790,18.76,4250000,76,0.3,4-16229-0041,"131 OCEAN
Queens, New York
(40.749436300045204, -73.79729979984586)",ROCKAWAY PARK,D1-ELEVATOR,48,1957,35159,363086,10.33,1230000,35,1
4-16226-7501,467-R1,"136 BEACH 117 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ROCKAWAY PARK,R4-ELEVATOR,93,2005,74400,2232000,30,10800009,145,4-16151-0006,"2 14 BEACH 96 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",HAMMELS,D1-ELEVATOR,72,2004,55628,1043790,18.76,4250000,76,1.1,4-16232-0045,"122 20
Queens, New York
(40.749436300045204, -73.79729979984586)",ROCKAWAY PARK,D1-ELEVATOR,72,1932,64920,558216,8.6,1840000,28.3,0.3
4-16233-7501,173-R1,"123 10 OAK STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ROCKAWAY PARK,R9-CONDOPS,81,1986,82600,850780,10.3,2870000,34.7,4-16226-0074,"180 BEACH 117 STREET
Queens, New York
(40.749436300045204, -73.79729979984586)",ROCKAWAY PARK,D1-ELEVATOR,61,1960,50347,477601,9.49,1570000,31.2,0.35,4-16229-0041,"131 OCEAN
Queens, New York
(40.749436300045204, -73.79729979984586)",ROCKAWAY PARK,D1-ELEVATOR,48,1957,35159,363086,10.33,1230000,35,0.2
