District,Bldg I.D.,Building Name,Bldg Enroll,Bldg Adjusted Capacity(Historical),Bldg Over/Under(Historical),Bldg Utilization(Historical),Bldg Capacity(Target),Bldg Over/Under(Target),Bldg Utilization(Target),Org ID,Organization Name,Org Enroll,Org Adjusted Capacity(Historical),Org Over/Under(Historical),Org Utilization(Historical),Org Adjusted Capacity(Target),Org Over Under(Target),Org Utilization(Target),No. of Spec rooms used,Inclusionary
25,Q460,FLUSHING HS - Q,3113,2153,960,145,2031,1082,153,Q460,FLUSHING HS - QUEENS,3113,2153,960,145,2031,1082,153,25,Some
25,Q460,FLUSHING HS - Q,0,0,0,0,0,0,0,Q467,YOUNG ADULT BORO CENTER - QUEENS  ,,,0,,,0,,0,Some
25,Q460,FLUSHING HS - Q,0,0,0,0,0,0,0,Q994,ALTERNATIVE LEARNING CENTER - QUEENS,,,0,,,0,,0,Some
25,Q460,FLUSHING HS - Q,0,0,0,0,0,0,0,QG12,REGIONAL SUSPENSION CENTER - Q    ,,,0,,,0,,0,Some
25,Q460,FLUSHING HS - Q,0,0,0,0,0,0,0,QG18,TASC - QUEENS                     ,,,0,,,0,,0,Some
25,Q515,TOWNSEND HARRIS HS - Q,1156,1002,154,115,916,240,126,Q255,Q255 SPED - QUEENS                ,16,10,6,160,10,6,160,0,Some
25,Q515,TOWNSEND HARRIS HS - Q,0,0,0,0,0,0,0,Q525,TOWNSEND HARRIS HS - Q            ,1140,992,148,115,906,234,126,21,Some
25,Q707,R. F. KENNEDY COMM. MIDDLE/HS-Q,721,522,199,138,515,206,140,Q670,R. F. KENNEDY COMM. MIDDLE/HS-Q   ,721,522,199,138,515,206,140,4,Some
25,Q792,NORTH QUEENS COMMUNITY HS - Q,198,281,-83,70,243,-45,81,Q792,NORTH QUEENS COMMUNITY HS - Q     ,198,281,-83,70,243,-45,81,2,Some
25,Q951,JOHN BOWNE HS TRANSPORTABLE - Q,0,0,0,0,0,0,0,Q425,JOHN BOWNE HS - QUEENS            ,0,0,0,,0,0,,0,Some
25,Q951,JOHN BOWNE HS TRANSPORTABLE - Q,0,0,0,0,0,0,0,Q998,NYC SCHOOL CONSTRUCTION AUTHORITY - Q,,,0,,,0,,0,Some
26,Q405,BAYSIDE HS - Q,3317,2312,1005,143,2235,1082,148,Q495,BAYSIDE HIGH SCHOOL - QUEENS,3308,2312,996,143,2235,1073,148,37,Some
26,Q405,BAYSIDE HS - Q,0,0,0,0,0,0,0,Q811,Q811 SPED - QUEENS                ,9,0,9,0,0,9,0,0,Some
26,Q415,BENJAMIN N. CARDOZO HS - Q,3932,2868,1064,137,2637,1295,149,Q415,BENJAMIN N. CARDOZO HS - QUEENS   ,3912,2868,1044,136,2637,1275,148,35,Some
26,Q415,BENJAMIN N. CARDOZO HS - Q,0,0,0,0,0,0,0,Q993,Q993 SPED - QUEENS                ,20,0,20,0,0,20,0,0,Some
26,Q430,FRANCIS LEWIS HS - Q,4161,2519,1642,165,2360,1801,176,Q430,FRANCIS LEWIS HS - QUEENS         ,4152,2519,1633,165,2360,1792,176,30,Some
26,Q430,FRANCIS LEWIS HS - Q,0,0,0,0,0,0,0,Q811,Q811 SPED - QUEENS                ,9,0,9,0,0,9,0,0,Some
26,Q435,MARTIN VAN BUREN HS - QUEENS,2390,2347,43,102,2318,72,103,Q435,MARTIN VAN BUREN HS - QUEENS,2390,2347,43,102,2318,72,103,28,Some
26,Q435,MARTIN VAN BUREN HS - QUEENS,0,0,0,0,0,0,0,QG15,HEARING ED. PROGRAM - QUEENS      ,,,0,,,0,,0,Some
26,Q566,"QNS HS OF TEACH., LIB. ARTS&SCI-Q",1257,1321,-64,95,1222,35,103,Q566,"QNS HS OF TEACH., LIB. ARTS&SCI-Q",1175,1169,6,101,1070,105,110,8,Some
26,Q566,"QNS HS OF TEACH., LIB. ARTS&SCI-Q",0,0,0,0,0,0,0,Q811,Q811 SPED - QUEENS,82,152,-70,54,152,-70,54,0,Some
26,Q761,BAYSIDE HS TRANSPORTABLE - QUEENS,0,0,0,0,0,0,0,Q495,BAYSIDE HIGH SCHOOL - QUEENS,0,0,0,,0,0,,0,Some
26,Q943,B. N. CARDOZO HS TRANSPORTABLE - Q,0,0,0,0,0,0,0,Q415,BENJAMIN N. CARDOZO HS - QUEENS   ,0,0,0,,0,0,,0,Some
26,Q966,FRANCIS LEWIS HS TRANSPORTABLE - Q,0,0,0,0,0,0,0,Q430,FRANCIS LEWIS HS - QUEENS         ,0,0,0,,0,0,,0,Some
27,Q400,AUGUST MARTIN HS - QUEENS         ,1029,1946,-917,53,1881,-852,55,Q400,AUGUST MARTIN HS - QUEENS         ,1029,1820,-791,57,1769,-740,58,23,Some
27,Q400,AUGUST MARTIN HS - QUEENS         ,0,0,0,0,0,0,0,Q995,ALTERNATIVE LEARNING CENTER - Q   ,0,126,-126,0,112,-112,0,0,Some
27,Q400,AUGUST MARTIN HS - QUEENS         ,0,0,0,0,0,0,0,QG05,TEACHER CENTER - QUEENS           ,,,0,,,0,,0,Some
27,Q410,BEACH CHANNEL HS - Q,1717,3312,-1595,52,3063,-1346,56,Q256,Q256 SPED - QUEENS,96,129,-33,74,129,-33,74,0,Some
27,Q410,BEACH CHANNEL HS - Q,0,0,0,0,0,0,0,Q262,CHANNEL VIEW SCL FOR RESEARCH - Q,636,894,-258,71,851,-215,75,7,Some
27,Q410,BEACH CHANNEL HS - Q,0,0,0,0,0,0,0,Q324,ROCKAWAY PARK HS FOR ENVIRONMENTAL SUST - Q,203,193,10,105,213,-10,95,5,Some
27,Q410,BEACH CHANNEL HS - Q,0,0,0,0,0,0,0,Q351,ROCKAWAY COLLEGIATE HIGH SCHOOL - Q,98,391,-293,25,365,-267,27,0,Some
27,Q410,BEACH CHANNEL HS - Q,0,0,0,0,0,0,0,Q410,BEACH CHANNEL HS - QUEENS         ,684,1705,-1021,40,1505,-821,45,31,Some
27,Q410,BEACH CHANNEL HS - Q,0,0,0,0,0,0,0,QG02,HIGH SCHOOL PROGRAM - QUEENS      ,,,0,,,0,,0,Some
27,Q465,FAR ROCKAWAY HS - Q,1546,1888,-342,82,1853,-307,83,Q260,FREDERICK DOUGLASS ACADEMY VI HS-Q,445,542,-97,82,534,-89,83,7,Some
27,Q465,FAR ROCKAWAY HS - Q,0,0,0,0,0,0,0,Q282,M.S. 282 - QUEENS                 ,264,305,-41,87,322,-58,82,0,Some
27,Q465,FAR ROCKAWAY HS - Q,0,0,0,0,0,0,0,Q302,QNS HS FOR INF. RESEARCH & TECH.-Q,310,521,-211,60,477,-167,65,3,Some
27,Q465,FAR ROCKAWAY HS - Q,0,0,0,0,0,0,0,Q309,ACAD. OF MEDICAL TECHNOLOGY - Q   ,527,520,7,101,520,7,101,3,Some
27,Q465,FAR ROCKAWAY HS - Q,0,0,0,0,0,0,0,QG02,LYFE CENTERS - QUEENS             ,,,0,,,0,,0,Some
27,Q465,FAR ROCKAWAY HS - Q,0,0,0,0,0,0,0,QG13,SCHOOL SAFETY - QUEENS            ,,,0,,,0,,0,Some
27,Q465,FAR ROCKAWAY HS - Q,0,0,0,0,0,0,0,QG16,NORTH SHORE CLINIC - QUEENS       ,,,0,,,0,,0,Some
27,Q475,RICHMOND HILL HS - Q,2585,2326,259,111,2211,374,117,Q475,RICHMOND HILL HS - QUEENS,2585,2326,259,111,2211,374,117,27,Some
27,Q475,RICHMOND HILL HS - Q,0,0,0,0,0,0,0,QG05,UFT USE - QUEENS,,,0,,,0,,0,Some
27,Q475,RICHMOND HILL HS - Q,0,0,0,0,0,0,0,QG13,CENTRAL BOARD PROGRAM - QUEENS,,,0,,,0,,0,Some
27,Q480,JOHN ADAMS HS - QUEENS,3386,2967,419,114,2773,613,122,Q480,JOHN ADAMS HS - QUEENS,3386,2967,419,114,2773,613,122,34,Some
27,Q650,"HS FOR CONST.TRADES,ENGG.,& ARCH-Q",984,1078,-94,91,1031,-47,95,Q233,Q233 SPED - QUEENS                ,60,90,-30,67,90,-30,67,0,Some
27,Q650,"HS FOR CONST.TRADES,ENGG.,& ARCH-Q",0,0,0,0,0,0,0,Q650,"HS FOR CONST.TRADES,ENGG.,& ARCH-Q",924,988,-64,94,941,-17,98,13,Some
27,Q650,"HS FOR CONST.TRADES,ENGG.,& ARCH-Q",0,0,0,0,0,0,0,Q998,NYC SCHOOL CONSTRUCTION AUTHORITY - Q,,,0,,,0,,0,Some
27,Q726,JOHN ADAMS HS TRANSPORTABLE-Q,44,37,7,119,38,6,116,Q480,JOHN ADAMS HS - QUEENS,0,0,0,,0,0,,0,Some
27,Q726,JOHN ADAMS HS TRANSPORTABLE-Q,0,0,0,0,0,0,0,Q950,GED PLUS - CITYWIDE,44,37,7,119,38,6,116,0,Some
27,Q750,AVIATION HS ANNEX - QUEENS,0,0,0,0,0,0,0,Q610,AVIATION HS - QUEENS              ,0,0,0,,0,0,,0,Some
27,Q781,JOHN ADAMS HS ANNEX - QUEENS,0,0,0,0,0,0,0,Q480,JOHN ADAMS HS - QUEENS,0,0,0,,0,0,,0,Some
27,Q944,RICHMOND HILL HS TRANSPORTABLE - Q,0,0,0,0,0,0,0,Q475,RICHMOND HILL HS - QUEENS,0,0,0,,0,0,,0,Some
28,Q440,FOREST HILLS HS - Q,3834,2199,1635,174,2064,1770,186,Q440,FOREST HILLS HS - QUEENS          ,3834,2199,1635,174,2064,1770,186,31,Some
28,Q440,FOREST HILLS HS - Q,0,0,0,0,0,0,0,QD16,SPECIALIZED HS INSTITUTE - QUEENS,,,0,,,0,,0,Some
28,Q440,FOREST HILLS HS - Q,0,0,0,0,0,0,0,QG05,UFT USE - Q                       ,,,0,,,0,,0,Some
28,Q470,JAMAICA HS - QUEENS,1694,2025,-331,84,2014,-320,84,Q310,QUEENS COLLEGIATE SCHOOL - QUEENS ,529,556,-27,95,548,-19,97,0,Some
28,Q470,JAMAICA HS - QUEENS,0,0,0,0,0,0,0,Q325,HILLSIDE ACADEMY FOR ARTS AND LETTERS - Q,200,236,-36,85,224,-24,89,0,Some
28,Q470,JAMAICA HS - QUEENS,0,0,0,0,0,0,0,Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP - Q ,177,255,-78,69,245,-68,72,6,Some
28,Q470,JAMAICA HS - QUEENS,0,0,0,0,0,0,0,Q350,JAMAICA GATEWAY TO THE SCIENCES - Q,224,239,-15,94,240,-16,93,3,Some
28,Q470,JAMAICA HS - QUEENS,0,0,0,0,0,0,0,Q470,JAMAICA HS - QUEENS,564,739,-175,76,757,-193,75,15,Some
28,Q505,HILLCREST HS - QUEENS,3103,2908,195,107,2676,427,116,Q505,HILLCREST HS - QUEENS,3103,2908,195,107,2676,427,116,29,Some
28,Q505,HILLCREST HS - QUEENS,0,0,0,0,0,0,0,QG18,QUEENS COMMUNITY HOUSE - Q        ,,,0,,,0,,0,Some
28,Q620,THOMAS A. EDISON VOC HS - Q,2269,1891,378,120,1768,501,128,Q620,THOMAS A. EDISON HS - Q           ,2252,1891,361,119,1768,484,127,34,Some
28,Q620,THOMAS A. EDISON VOC HS - Q,0,0,0,0,0,0,0,Q752,Q752 SPED - QUEENS                ,17,0,17,0,0,17,0,0,Some
28,Q680,YOUNG WOMENS' LEADERSHIP SCHOOL - QUEENS,510,550,-40,93,502,8,102,Q896,YOUNG WOMENS' LEADERSHIP SCHOOL - QUEENS,510,550,-40,93,502,8,102,7,Some
28,Q686,METROPOLITAN AVENUE CAMPUS - QUEENS,1389,2019,-630,69,1846,-457,75,Q167,I.S. /H.S. 167 - QUEENS,342,581,-239,59,525,-183,65,8,Some
28,Q686,METROPOLITAN AVENUE CAMPUS - QUEENS,0,0,0,0,0,0,0,Q233,Q233 SPED - QUEENS,136,151,-15,90,151,-15,90,0,Some
28,Q686,METROPOLITAN AVENUE CAMPUS - QUEENS,0,0,0,0,0,0,0,Q585,MASPETH HIGH SCHOOL -QUEENS,248,301,-53,82,276,-28,90,3,Some
28,Q686,METROPOLITAN AVENUE CAMPUS - QUEENS,0,0,0,0,0,0,0,Q686,QUEENS METROPOLITAN HIGH SCHOOL - QUEENS,663,986,-323,67,894,-231,74,10,Some
28,Q686,METROPOLITAN AVENUE CAMPUS - QUEENS,0,0,0,0,0,0,0,Q998,NYC SCHOOL CONSTRUCTION AUTHORITY - Q,,,0,,,0,,0,Some
28,Q690,HS FOR LAW ENFORCEMENT - QUEENS,590,955,-365,62,971,-381,61,Q690,HS FOR LAW ENFORCEMENT - QUEENS   ,536,867,-331,62,883,-347,61,12,Some
28,Q690,HS FOR LAW ENFORCEMENT - QUEENS,0,0,0,0,0,0,0,Q752,Q752 SPED - QUEENS                ,54,88,-34,61,88,-34,61,0,Some
28,Q695,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - QUEENS,816,786,30,104,680,136,120,Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - QUEENS,783,744,39,105,638,145,123,12,Some
28,Q695,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - QUEENS,0,0,0,0,0,0,0,Q752,Q752 SPED - QUEENS,33,42,-9,79,42,-9,79,0,Some
28,Q695,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - QUEENS,0,0,0,0,0,0,0,QG05,UFT USE - QUEENS,,,0,,,0,,0,Some
28,Q695,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL - QUEENS,0,0,0,0,0,0,0,QG13,SCHOOL SAFETY - QUEENS            ,,,0,,,0,,0,Some
28,Q774,QUEENS HS FOR THE SCIENCES - QUEENS,418,333,85,126,379,39,110,Q687,QUEENS HS FOR THE SCIENCES - QUEENS,418,333,85,126,379,39,110,5,Some
29,Q420,SPRINGFIELD GARDENS HS - Q,1831,2578,-747,71,2325,-494,79,Q248,QUEENS PREPARATORY ACADEMY - Q,441,532,-91,83,473,-32,93,7,Some
29,Q420,SPRINGFIELD GARDENS HS - Q,0,0,0,0,0,0,0,Q265,EXCELSIOR PREP HIGH SCHOOL - Q,443,589,-146,75,534,-91,83,9,Some
29,Q420,SPRINGFIELD GARDENS HS - Q,0,0,0,0,0,0,0,Q272,G. WASHINGTON CARVER HS FOR SCI.-Q,474,737,-263,64,676,-202,70,12,Some
29,Q420,SPRINGFIELD GARDENS HS - Q,0,0,0,0,0,0,0,Q283,PREPARATORY ACADEMY FOR WRITERS-Q,473,720,-247,66,642,-169,74,7,Some
29,Q420,SPRINGFIELD GARDENS HS - Q,0,0,0,0,0,0,0,QG02,LYFE CENTER - QUEENS              ,,,0,,,0,,0,Some
29,Q420,SPRINGFIELD GARDENS HS - Q,0,0,0,0,0,0,0,QG12,QUEENS CHILD GUIDANCE - Q         ,,,0,,,0,,0,Some
29,Q420,SPRINGFIELD GARDENS HS - Q,0,0,0,0,0,0,0,QG13,OFFICE OF SCHOOL SAFETY - QUEENS  ,,,0,,,0,,0,Some
29,Q490,CAMPUS MAGNET HS (JACKSON) - Q,1700,2024,-324,84,2009,-309,85,Q492,"MATH, SCI., RESEARCH & TECH. HS-Q ",412,535,-123,77,517,-105,80,10,Some
29,Q490,CAMPUS MAGNET HS (JACKSON) - Q,0,0,0,0,0,0,0,Q494,"LAW, GOVT & COMM. SERVICE HS-Q   ",454,414,40,110,446,8,102,5,Some
29,Q490,CAMPUS MAGNET HS (JACKSON) - Q,0,0,0,0,0,0,0,Q496,BUS. & COMPUTER APPLICATIONS HS-Q ,353,478,-125,74,509,-156,69,2,Some
29,Q490,CAMPUS MAGNET HS (JACKSON) - Q,0,0,0,0,0,0,0,Q498,HUMANITIES & THE ARTS HS - Q      ,481,597,-116,81,537,-56,90,15,Some
29,Q490,CAMPUS MAGNET HS (JACKSON) - Q,0,0,0,0,0,0,0,QG16,JAMAICA HOSPITAL - QUEENS         ,,,0,,,0,,0,Some
29,Q799,CAMBRIA HEIGHTS ACADEMY - QUEENS,147,317,-170,46,307,-160,48,Q326,CAMBRIA HEIGHTS ACADEMY - QUEENS,147,317,-170,46,307,-160,48,1,Some
30,Q445,WILLIAM C. BRYANT HS - Q,2945,2821,124,104,2742,203,107,Q445,WILLIAM C. BRYANT HS - QUEENS     ,2945,2821,124,104,2742,203,107,31,Some
30,Q450,NEWCOMERS HIGH SCHOOL (OLD LIC)-Q,1636,1372,264,119,1355,281,121,Q555,NEWCOMERS HIGH SCHOOL - Q         ,932,901,31,103,895,37,104,10,Some
30,Q450,NEWCOMERS HIGH SCHOOL (OLD LIC)-Q,0,0,0,0,0,0,0,Q575,ACADEMY OF AMERICAN STUDIES - Q,704,471,233,149,460,244,153,3,Some
30,Q451,ACADEMY OF AMERICAN STUD HS AX - Q,0,0,0,0,0,0,0,Q575,ACADEMY OF AMERICAN STUDIES - Q,0,0,0,,0,0,,0,Some
30,Q452,LONG ISLAND CITY HS (NEW) - Q ,3430,2387,1043,144,2156,1274,159,Q450,LONG ISLAND CITY HS - Q           ,3386,2342,1044,145,2111,1275,160,38,Some
30,Q452,LONG ISLAND CITY HS (NEW) - Q ,0,0,0,0,0,0,0,Q993,Q993 SPED - QUEENS                ,44,45,-1,98,45,-1,98,0,Some
30,Q452,LONG ISLAND CITY HS (NEW) - Q ,0,0,0,0,0,0,0,QG02,LYFE CENTER - QUEENS              ,,,0,,,0,,0,Some
30,Q452,LONG ISLAND CITY HS (NEW) - Q ,0,0,0,0,0,0,0,QG05,UFT USE - Q                       ,,,0,,,0,,0,Some
30,Q452,LONG ISLAND CITY HS (NEW) - Q ,0,0,0,0,0,0,0,QG16,ROTC - QUEENS                     ,,,0,,,0,,0,Some
30,Q570,FRANK SINATRA HIGH SCHOOL-Q,779,977,-198,80,820,-41,95,Q501,FRANK SINATRA SCL OF THE ARTS HS - QUEENS,756,903,-147,84,746,10,101,20,Some
30,Q570,FRANK SINATRA HIGH SCHOOL-Q,0,0,0,0,0,0,0,Q993,Q993 SPED - QUEENS,23,74,-51,31,74,-51,31,0,Some
30,Q570,FRANK SINATRA HIGH SCHOOL-Q,0,0,0,0,0,0,0,Q998,NYC SCHOOL CONSTRUCTION AUTHORITY - Q,,,0,,,0,,0,Some
30,Q570,FRANK SINATRA HIGH SCHOOL-Q,0,0,0,0,0,0,0,QG05,UFT TEACHERS CENTER - Q           ,,,0,,,0,,0,Some
30,Q725,HS FOR INFORMATION TECH - QUEENS,982,899,83,109,854,128,115,Q502,HS FOR INFORMATION TECH - QUEENS  ,917,793,124,116,748,169,123,10,Some
30,Q725,HS FOR INFORMATION TECH - QUEENS,0,0,0,0,0,0,0,Q721,Q721 SPED - QUEENS                ,65,106,-41,61,106,-41,61,0,Some
30,Q725,HS FOR INFORMATION TECH - QUEENS,0,0,0,0,0,0,0,QG18,R.I.I.S.  SETTLEMENT - Q          ,,,0,,,0,,0,Some
30,Q739,YOUNG WOMEN'S LEADERSHIP ACADEMY- QUEENS,495,594,-99,83,575,-80,86,Q286,YOUNG W. LEADERSHIP SCL ASTORIA- Q,495,594,-99,83,575,-80,86,5,Some
30,Q798,BACCALAUREATE SCL FOR GLOBAL ED-Q,440,469,-29,94,397,43,111,Q580,BACCALAUREATE SCL FOR GLOBAL ED-Q ,440,469,-29,94,397,43,111,6,Some
30,Q885,RENAISSANCE CHARTER SCHOOL - Q,555,684,-129,81,561,-6,99,Q255,Q255 SPED - QUEENS                ,7,0,7,0,0,7,0,0,Some
30,Q885,RENAISSANCE CHARTER SCHOOL - Q,0,0,0,0,0,0,0,Q675,RENAISSANCE CHARTER SCHOOL -QUEENS,548,684,-136,80,561,-13,98,0,Some
30,Q949,WILLIAM BRYANT HS TRANSPORTABLE-Q,0,0,0,0,0,0,0,Q445,WILLIAM C. BRYANT HS - QUEENS     ,0,0,0,,0,0,,0,Some
31,R435,NEW DORP HS (NEW) - S. I.,2698,3613,-915,75,3383,-685,80,R025,R025 SPED - STATEN ISLAND,13,0,13,0,0,13,0,0,Some
31,R435,NEW DORP HS (NEW) - S. I.,0,0,0,0,0,0,0,R440,NEW DORP HS - STATEN ISLAND       ,2658,3575,-917,74,3345,-687,79,29,Some
31,R435,NEW DORP HS (NEW) - S. I.,0,0,0,0,0,0,0,R721,R721 SPED - STATEN ISLAND         ,27,38,-11,71,38,-11,71,0,Some
31,R435,NEW DORP HS (NEW) - S. I.,0,0,0,0,0,0,0,RG12,TEENAGE WELLENESS CENTER - S.I.   ,,,0,,,0,,0,Some
31,R435,NEW DORP HS (NEW) - S. I.,0,0,0,0,0,0,0,RG16,S. I. UNIVERSITY HEALTH - S. I.   ,,,0,,,0,,0,Some
31,R440,STATEN ISLAND TECHNICAL HS - S.I.,1104,1190,-86,93,1140,-36,97,R605,STATEN ISLAND TECHNICAL HS - S.I.,1104,1190,-86,93,1140,-36,97,22,Some
31,R440,STATEN ISLAND TECHNICAL HS - S.I.,0,0,0,0,0,0,0,RG18,UNITED ACTIVITIES UNLIMITED - S.I.,,,0,,,0,,0,Some
31,R445,PORT RICHMOND HS - S. I.,2163,2311,-148,94,2145,18,101,R025,R025 SPED - STATEN ISLAND,12,0,12,0,0,12,0,0,Some
31,R445,PORT RICHMOND HS - S. I.,0,0,0,0,0,0,0,R445,PORT RICHMOND HS - S.I.,2151,2311,-160,93,2145,6,100,29,Some
31,R445,PORT RICHMOND HS - S. I.,0,0,0,0,0,0,0,RG02,LYFE CENTER - S. I.               ,,,0,,,0,,0,Some
31,R445,PORT RICHMOND HS - S. I.,0,0,0,0,0,0,0,RG16,JROTC - S. I.                     ,,,0,,,0,,0,Some
31,R450,CURTIS HS - S. I. ,2569,1677,892,153,1697,872,151,R025,R025 SPED - STATEN ISLAND,17,0,17,0,0,17,0,0,Some
31,R450,CURTIS HS - S. I. ,0,0,0,0,0,0,0,R450,CURTIS HS - STATEN ISLAND         ,2552,1677,875,152,1697,855,150,20,Some
31,R455,TOTTENVILLE HS - S. I. ,3905,3636,269,107,3531,374,111,R025,R025 SPED - STATEN ISLAND,11,0,11,0,0,11,0,0,Some
31,R455,TOTTENVILLE HS - S. I. ,0,0,0,0,0,0,0,R455,TOTTENVILLE HS - STATEN ISLAND    ,3874,3636,238,107,3531,343,110,22,Some
31,R455,TOTTENVILLE HS - S. I. ,0,0,0,0,0,0,0,R607,YOUNG ADULT BORO CENTER - S.I.    ,,,0,,,0,,0,Some
31,R455,TOTTENVILLE HS - S. I. ,0,0,0,0,0,0,0,R721,R721 SPED - STATEN ISLAND         ,20,0,20,0,0,20,0,0,Some
31,R460,SUSAN E. WAGNER HS - S. I.,3256,2961,295,110,2699,557,121,Q950,GED PLUS - CITYWIDE,21,14,7,150,14,7,150,0,Some
31,R460,SUSAN E. WAGNER HS - S. I.,0,0,0,0,0,0,0,R460,SUSAN E. WAGNER HS - STATEN ISLAND,3235,2947,288,110,2685,550,120,21,Some
31,R600,RALPH MCKEE VOC HS - S. I. ,682,1186,-504,58,1046,-364,65,R600,RALPH MCKEE VOC HS - S. I.,675,1186,-511,57,1046,-371,65,23,Some
31,R600,RALPH MCKEE VOC HS - S. I. ,0,0,0,0,0,0,0,R721,R721 SPED - STATEN ISLAND         ,7,0,7,0,0,7,0,0,Some
31,R814,CURTIS HS TRANSPORTABLE - R,0,0,0,0,0,0,0,R450,CURTIS HS - STATEN ISLAND         ,0,0,0,,0,0,,0,
31,R815,PORT RICHMOND HS TRANS. - R,66,37,29,178,38,28,174,Q950,GED PLUS - CITYWIDE,66,37,29,178,38,28,174,4,
31,R815,PORT RICHMOND HS TRANS. - R,0,0,0,0,0,0,0,R445,PORT RICHMOND HS - S.I.,0,0,0,,0,0,,0,
32,K480,BUSHWICK HS - K,1237,1809,-572,68,1747,-510,71,K168,BROOKLYN SCHOOL FOR MATH AND RESEARCH - K,43,339,-296,13,333,-290,13,0,
32,K480,BUSHWICK HS - K,0,0,0,0,0,0,0,K403,ACAD. FOR ENVIRON. LDRSHP - K     ,362,379,-17,96,368,-6,98,0,
32,K480,BUSHWICK HS - K,0,0,0,0,0,0,0,K549,BUSHWICK HS OF SOCIAL JUSTICE - K ,434,547,-113,79,506,-72,86,5,
32,K480,BUSHWICK HS - K,0,0,0,0,0,0,0,K552,HIGH SCHOOL OF URBAN PLANNING - K ,398,544,-146,73,540,-142,74,6,
32,K480,BUSHWICK HS - K,0,0,0,0,0,0,0,KG02,LYFE PROGRAM - BROOKLYN           ,,,0,,,0,,0,
32,K779,ALL CITY LEADERSHIP SCHOOL - K,263,279,-16,94,237,26,111,K554,I.S. 554 - BROOKLYN               ,263,279,-16,94,237,26,111,3,
32,K779,ALL CITY LEADERSHIP SCHOOL - K,0,0,0,0,0,0,0,KG18,RIDGEWOOD BUSHWICK SENIOR CTR - K ,,,0,,,0,,0,
32,K799,BUSHWICK LEADERS HS FOR ACAD EXL-K,0,190,-190,0,193,-193,0,K607,ALTERNATIVE LEARNING CENTER - K,0,190,-190,0,193,-193,0,0,
32,K913,EBC HS FOR PUB. SERV. - BUSHWICK-K,606,655,-49,93,613,-7,99,K545,EBC HS FOR PUB. SERV. - BUSHWICK-K,606,655,-49,93,613,-7,99,2,
