QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Address,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Total Units,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Year Built,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
4-00579-0055,"25 40 31 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D4-ELEVATOR,121,1939,100000,1365000,13.65,4250000,42.5,4-00580-0030,"32 02 29 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D7-ELEVATOR,63,1931,48000,794502,16.55,2690000,56,0.1,4-00587-0004,"32 79 30 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,54,1930,43070,638314,14.82,2160000,50,0.2
4-00654-0024,"24 75 38 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,C6-WALK-UP,49,1929,29328,369532,12.6,1040000,35.5,4-00649-0009,"31 77 36 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,C1-WALK-UP,24,1927,21240,264862,12.47,744000,35,0.55,4-00664-0005,"28 35 41 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,C1-WALK-UP,35,1931,28980,434160,14.98,1470000,51,0.2
4-00654-0029,"24 65 38 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,C6-WALK-UP,49,1929,29328,369532,12.6,1040000,35.5,4-00649-0009,"31 77 36 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,C1-WALK-UP,24,1927,21240,264862,12.47,744000,35,0.55,4-00664-0005,"28 35 41 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,C1-WALK-UP,35,1931,28980,434160,14.98,1470000,51,0.2
4-00654-0034,"24 51 38 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,C6-WALK-UP,49,1929,29328,369532,12.6,1040000,35.5,4-00664-0005,"28 35 41 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,C1-WALK-UP,35,1931,28980,434160,14.98,1470000,51,0.2,4-00649-0009,"31 77 36 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,C1-WALK-UP,24,1927,21240,264862,12.47,744000,35,0.55
4-00654-0039,"24 39 38 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,C6-WALK-UP,36,1929,24508,308800,12.6,868000,35.4,4-00664-0005,"28 35 41 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,C1-WALK-UP,35,1931,28980,434160,14.98,1470000,51,0.2,4-00649-0009,"31 77 36 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,C1-WALK-UP,24,1927,21240,264862,12.47,744000,35,0.55
4-00709-0028,"44 02 NEWTOWN ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D4-ELEVATOR,110,1930,80382,924393,11.5,2600000,32.3,4-00704-0022,"34 05 44 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,48,1932,46000,466558,10.14,1110000,24.13,0.3,4-00704-0027,"34 06 45 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,48,1932,46000,527355,11.46,1370000,29.8,0.3
4-00872-0068,"25 34 CRESCENT STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D4-ELEVATOR,83,1965,66100,832860,12.6,2340000,35.4,4-00846-0048,"21 38 31 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,116,1929,87396,1399072,16.01,4730000,54,0.75,4-00704-0027,"34 06 45 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,48,1932,46000,527355,11.46,1370000,29.8,1.3
4-01111-0001,"55 17 31 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,970,1935,743160,8917920,12,25100000,33.8,4-01455-0055,"94 06 34 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,59,1928,46662,663037,14.21,2060000,44.1,1.8,4-01131-0001,"53 01 32 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D3-ELEVATOR,113,1941,108384,1494165,13.79,4650000,42.9,0.2
4-01132-0036,"31 31 54 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,59,1941,58280,670220,11.5,1880000,32.3,4-09803-0015,"89 07 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,71,1941,73500,961138,13.08,2990000,40.7,6.9,4-15563-0056,"14 50 GATEWAY BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,154,1931,145398,1750034,12.04,3710000,25.5,13.5
4-01132-0044,"31 21 54 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,59,1941,58280,670220,11.5,1880000,32.3,4-09803-0015,"89 07 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,71,1941,73500,961138,13.08,2990000,40.7,6.9,4-15563-0056,"14 50 GATEWAY BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,154,1931,145398,1750034,12.04,3710000,25.5,13.5
4-01177-0001,"32 05 81 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,C6-WALK-UP,46,1927,39600,671220,16.95,2510000,63,4-01299-0024,"40 07 67 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,C1-WALK-UP,35,1921,22410,402695,17.97,1510000,67,1,4-00565-0027,"33 10 CRESCENT STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,C1-WALK-UP,33,1929,23516,374014,15.9,1260000,54,2.35
4-01188-0055,"60 11
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,130,1962,131412,2069739,15.75,7000000,53,4-01304-0021,"40 19 72 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,50,1965,30618,718143,23.45,2970000,97,0.6,4-01305-0001,"73 01 73 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,40,1950,25000,515218,20.61,1930000,77,0.65
4-01199-0020,"34 43 60 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,83,1962,81128,1103340,13.6,3430000,42.3,4-00903-0007,"26 45 9 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,108,1972,131250,2092491,15.94,7070000,54,2.2,4-15960-0060,"40 22 BEACH CHANNEL DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",ARVERNE,D3-ELEVATOR,353,1972,334586,6500000,19.43,13800000,41.2,12.5
4-01219-0006,"37 75 64 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,C6-WALK-UP,49,1917,37525,472815,12.6,1330000,35.4,4-00131-0025,"41 16 51 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SUNNYSIDE,D1-ELEVATOR,42,1931,43150,693453,16.07,2340000,54,0.8,4-00588-0014,"31 65 29 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,48,1928,39549,575427,14.55,1950000,49.3,1.8
4-01222-0009,"65 15 38 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,145,1958,130000,1638000,12.6,4600000,35.4,4-00903-0007,"26 45 9 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,108,1972,131250,2092491,15.94,7070000,54,2.55,4-15960-0060,"40 22 BEACH CHANNEL DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",ARVERNE,D3-ELEVATOR,353,1972,334586,6500000,19.43,13800000,41.2,12.2
4-01223-0038,"38 05 65 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,C6-WALK-UP,44,1929,30880,421512,13.65,1310000,42.4,4-09120-0048,"103 45 97 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",OZONE PARK,C1-WALK-UP,24,1931,15800,298000,18.86,1110000,70,5.3,4-08885-0001,"85 31 WOODHAVEN BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODHAVEN,C1-WALK-UP,12,1942,9078,113000,12.45,318000,35,4.25
4-01226-0001,"55 05 WOODSIDE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,147,1956,145379,1831775,12.6,5150000,35.4,4-00903-0007,"26 45 9 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,108,1972,131250,2092491,15.94,7070000,54,2.2,4-15960-0060,"40 22 BEACH CHANNEL DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",ARVERNE,D3-ELEVATOR,353,1972,334586,6500000,19.43,13800000,41.2,12.5
4-01227-0001,"39 76 57 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,60,1963,41808,526780,12.6,1480000,35.4,4-01567-0040,"92 01 LAMONT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,98,1962,82700,1078841,13.05,3360000,40.6,1.7,4-09236-0033,"120 07 85 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,57,1962,46692,580000,12.42,1630000,34.9,5
4-01227-0006,"39 75 56 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,54,1928,39860,502236,12.6,1410000,35.4,4-09803-0015,"89 07 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,71,1941,73500,961138,13.08,2990000,40.7,6.6,4-15563-0056,"14 50 GATEWAY BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,154,1931,145398,1750034,12.04,3710000,25.5,13
4-01235-0070,"52 05 39 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,C6-WALK-UP,67,1951,92130,1257574,13.65,3910000,42.4,4-03156-0092,"66 23 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,55,1985,51700,775500,15,2620000,51,3.3,4-01505-0076,"40 23 ITHACA STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,21,1991,19250,260493,13.53,811000,42.1,1.55
4-01238-0006,"39 65 52 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,219,1961,207086,2588575,12.5,7270000,35.1,4-01263-0015,"34 34 77 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,120,1951,104000,1602228,15.41,5420000,52,1.2,4-01263-0044,"34 35 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,122,1949,124600,1648764,13.23,5130000,41.2,1.2
4-01238-0025,"52 30 39 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,442,1963,441929,5104279,11.55,14300000,32.4,4-00903-0007,"26 45 9 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ASTORIA,D1-ELEVATOR,108,1972,131250,2092491,15.94,7070000,54,2.15,4-15960-0060,"40 22 BEACH CHANNEL DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",ARVERNE,D3-ELEVATOR,353,1972,334586,6500000,19.43,13800000,41.2,12.6
4-01238-0040,"39 60 54 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",WOODSIDE,D4-ELEVATOR,224,1972,208252,2603150,12.5,7310000,35.1,4-01263-0015,"34 34 77 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,120,1951,104000,1602228,15.41,5420000,52,1.2,4-01263-0044,"34 35 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,122,1949,124600,1648764,13.23,5130000,41.2,1.2
4-01245-0030,"72 17 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,96,1937,106308,1275696,12,3580000,33.7,4-01246-0035,"33 51 73 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,48,1936,49800,653600,13.12,2040000,41,0.05,4-01249-0033,"76 09 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D3-ELEVATOR,96,1937,100890,1223159,12.12,3440000,34.1,0.2
4-01254-0012,"33 15 81 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,270,1951,186300,2151765,11.55,6050000,32.5,4-12148-0100,"159 01 110 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",SOUTH JAMAICA,D3-ELEVATOR,330,1967,352800,3990000,11.31,8460000,23.98,6.5,4-15815-0220,"20 55 SEAGIRT BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FAR ROCKAWAY,D1-ELEVATOR,402,1952,322584,4500530,13.95,14000000,43.4,13
4-01256-0035,"69 05 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,75,1963,59756,690181,11.55,1940000,32.5,4-01567-0040,"92 01 LAMONT AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,98,1962,82700,1078841,13.05,3360000,40.6,1.25,4-09236-0033,"120 07 85 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,57,1962,46692,580000,12.42,1630000,34.9,4.75
4-01261-0001,"74 02 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,161,1952,135070,1566812,11.6,4400000,32.6,4-01455-0055,"94 06 34 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,59,1928,46662,663037,14.21,2060000,44.1,1,4-01511-0032,"89 05 ELMHURST AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,107,1938,104646,1257630,12.02,3530000,33.7,0.8
4-01263-0001,"76 10 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,109,1950,96000,1248000,13,3890000,40.5,4-01263-0015,"34 34 77 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,120,1951,104000,1602228,15.41,5420000,52,0,4-01263-0044,"34 35 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,122,1949,124600,1648764,13.23,5130000,41.2,0
4-01264-0001,"77 10 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,96,1950,90950,1273300,14,3960000,43.5,4-01304-0021,"40 19 72 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,50,1965,30618,718143,23.45,2970000,97,0.5,4-01305-0001,"73 01 73 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,40,1950,25000,515218,20.61,1930000,77,0.45
4-01264-0014,"34 20 78 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,162,1951,114000,1596000,14,4970000,43.6,4-01304-0021,"40 19 72 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,50,1965,30618,718143,23.45,2970000,97,0.5,4-01305-0001,"73 01 73 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,40,1950,25000,515218,20.61,1930000,77,0.45
4-01264-0035,"77 11 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,97,1941,112760,1308016,11.6,3680000,32.6,4-01570-0001,"88 10 WHITNEY AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,60,1939,55553,699689,12.59,1970000,35.5,0.9,4-01570-0046,"43 31 ITHACA STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",ELMHURST,D1-ELEVATOR,59,1941,59000,750935,12.73,2340000,39.7,0.9
4-01265-0001,"78 10 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,60,1906,65000,715000,11,1850000,28.5,4-01275-0061,"35 15 75 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,59,1939,60000,769482,12.82,2160000,36,0.2,4-01443-0040,"34 57 82 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,46,1936,51872,762322,14.7,2580000,49.7,0.2
4-01265-0011,"34 20 79 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,60,1939,65000,715000,11,1850000,28.5,4-01275-0061,"35 15 75 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,59,1939,60000,769482,12.82,2160000,36,0.2,4-01443-0040,"34 57 82 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,46,1936,51872,762322,14.7,2580000,49.7,0.2
4-01265-0030,"34 40 79 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,60,1939,65000,715000,11,1850000,28.5,4-01275-0061,"35 15 75 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,59,1939,60000,769482,12.82,2160000,36,0.2,4-01443-0040,"34 57 82 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,46,1936,51872,762322,14.7,2580000,49.7,0.2
4-01265-0033,"78 11 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,60,1939,65000,715000,11,1850000,28.5,4-01275-0061,"35 15 75 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,59,1939,60000,769482,12.82,2160000,36,0.2,4-01443-0040,"34 57 82 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,46,1936,51872,762322,14.7,2580000,49.7,0.2
4-01265-0052,"34 41 78 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,60,1939,65000,715000,11,1850000,28.5,4-01275-0061,"35 15 75 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,59,1939,60000,769482,12.82,2160000,36,0.2,4-01443-0040,"34 57 82 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,46,1936,51872,762322,14.7,2580000,49.7,0.2
4-01265-0058,"34 21 78 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,60,1939,65000,715000,11,1850000,28.5,4-01275-0061,"35 15 75 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,59,1939,60000,769482,12.82,2160000,36,0.2,4-01443-0040,"34 57 82 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,46,1936,51872,762322,14.7,2580000,49.7,0.2
4-01266-0001,"79 10 34 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,150,1955,165000,1914000,11.6,5380000,32.6,4-01275-0001,"75 08 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,96,1950,95000,1020127,10.74,2640000,27.8,0.25,4-01263-0044,"34 35 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,122,1949,124600,1648764,13.23,5130000,41.2,0.15
4-01266-0038,"79 01 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,47,1939,50996,589003,11.55,1660000,32.6,4-01455-0055,"94 06 34 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,59,1928,46662,663037,14.21,2060000,44.1,0.75,4-09694-0052,"148 25 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,78,1927,50070,751727,15.01,2540000,51,5.3
4-01267-0001,"34 05 80 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,11,1922,16800,194880,11.6,548000,32.6,4-01275-0001,"75 08 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,96,1950,95000,1020127,10.74,2640000,27.8,0.3,4-01263-0044,"34 35 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,122,1949,124600,1648764,13.23,5130000,41.2,0.2
4-01267-0006,"34 06 81 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,11,1922,16800,194880,11.6,548000,32.6,4-01275-0001,"75 08 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,96,1950,95000,1020127,10.74,2640000,27.8,0.3,4-01263-0044,"34 35 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,122,1949,124600,1648764,13.23,5130000,41.2,0.2
4-01267-0012,"34 14 81 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,11,1922,14255,165358,11.6,465000,32.6,4-01275-0001,"75 08 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,96,1950,95000,1020127,10.74,2640000,27.8,0.3,4-01263-0044,"34 35 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,122,1949,124600,1648764,13.23,5130000,41.2,0.2
4-01267-0016,"34 22 81 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,11,1922,15530,180148,11.6,506000,32.6,4-01275-0001,"75 08 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,96,1950,95000,1020127,10.74,2640000,27.8,0.3,4-01263-0044,"34 35 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,122,1949,124600,1648764,13.23,5130000,41.2,0.2
4-01267-0020,"34 30 81 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,11,1922,15530,180148,11.6,506000,32.6,4-01275-0001,"75 08 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,96,1950,95000,1020127,10.74,2640000,27.8,0.3,4-01263-0044,"34 35 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,122,1949,124600,1648764,13.23,5130000,41.2,0.2
4-01267-0024,"34 38 81 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,11,1922,14255,165358,11.6,465000,32.6,4-01275-0001,"75 08 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,96,1950,95000,1020127,10.74,2640000,27.8,0.3,4-01263-0044,"34 35 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,122,1949,124600,1648764,13.23,5130000,41.2,0.2
4-01267-0046,"34 47 80 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D4-ELEVATOR,11,1922,16800,194880,11.6,548000,32.6,4-01275-0001,"75 08 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,96,1950,95000,1020127,10.74,2640000,27.8,0.3,4-01263-0044,"34 35 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JACKSON HEIGHTS,D1-ELEVATOR,122,1949,124600,1648764,13.23,5130000,41.2,0.2
