BRONX – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Address,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Estimated Gross Income,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Estimated Expense,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Expense per SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Net Operating Income,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 – Boro-Block-Lot,COMPARABLE RENTAL – 1 – Address,COMPARABLE RENTAL – 1 – Neighborhood,COMPARABLE RENTAL – 1 – Building Classification,COMPARABLE RENTAL – 1 – Total Units,COMPARABLE RENTAL – 1 – Year Built,COMPARABLE RENTAL – 1 – Gross SqFt,COMPARABLE RENTAL – 1 – Estimated Gross Income,COMPARABLE RENTAL – 1 – Gross Income per SqFt,COMPARABLE RENTAL – 1 – Estimated Expense,COMPARABLE RENTAL – 1 – Expense per SqFt,COMPARABLE RENTAL – 1 – Net Operating Income,COMPARABLE RENTAL – 1 – Full Market Value,COMPARABLE RENTAL – 1 – Market Value per SqFt,COMPARABLE RENTAL – 1 – Distance from Coop in miles,COMPARABLE RENTAL – 2 – Boro-Block-Lot,COMPARABLE RENTAL – 2 – Address,COMPARABLE RENTAL – 2 – Neighborhood,COMPARABLE RENTAL – 2 – Building Classification,COMPARABLE RENTAL – 2 – Total Units,COMPARABLE RENTAL – 2 – Year Built,COMPARABLE RENTAL – 2 – Gross SqFt,COMPARABLE RENTAL – 2 – Estimated Gross Income,COMPARABLE RENTAL – 2 – Gross Income per SqFt,COMPARABLE RENTAL – 2 – Estimated Expense,COMPARABLE RENTAL – 2 – Expense per SqFt,COMPARABLE RENTAL – 2 – Net Operating Income,COMPARABLE RENTAL – 2 – Full Market Value,COMPARABLE RENTAL – 2 – Market Value per SqFt,COMPARABLE RENTAL – 2 – Distance from Coop in miles,COMPARABLE RENTAL – 3 – Boro-Block-Lot,COMPARABLE RENTAL – 3 – Address,COMPARABLE RENTAL – 3 – Neighborhood,COMPARABLE RENTAL – 3 – Building Classification,COMPARABLE RENTAL – 3 – Total Units,COMPARABLE RENTAL – 3 – Year Built,COMPARABLE RENTAL – 3 – Gross SqFt,COMPARABLE RENTAL – 3 – Estimated Gross Income,COMPARABLE RENTAL – 3 – Gross Income per SqFt,COMPARABLE RENTAL – 3 – Estimated Expense,COMPARABLE RENTAL – 3 – Expense per SqFt,COMPARABLE RENTAL – 3 – Net Operating Income,COMPARABLE RENTAL – 3 – Full Market Value,COMPARABLE RENTAL – 3 – Market Value per SqFt,COMPARABLE RENTAL – 3 – Distance from Coop in miles
2-03083-0045,"2167 CROTONA AVENUE
Bronx, NY
(40.84970066063368, -73.8872654938604)",EAST TREMONT,D4-ELEVATOR,22,1926,21000,150097,7.15,92799,4.42,57298,340000,16.19,2-03111-0010,"2125 SOUTHERN BOULEVARD
Bronx, NY
(40.84676892814889, -73.8838403800604)",EAST TREMONT,C7-WALK-UP,41,1931,31190,312306,10.01,198350,6.36,113956,694000,22.25,0.28,2-03111-0065,"2159 SOUTHERN BOULEVARD
Bronx, NY
(40.847213945681695, -73.88349610874548)",EAST TREMONT,C1-WALK-UP,46,1924,46000,435533,9.47,297300,6.46,138233,821000,17.85,0.25,2-03114-0071,2359 SOUTHERN BOULEVARD,BELMONT,C1-WALK-UP,20,1931,"19,030","178,933",9.40,"121,214",6.37,"57,719","343,000",18.02,0.34
2-03090-0049,"684 189 STREET
Bronx, NY
(40.85624141277491, -73.88375597556042)",BELMONT,C6-WALK-UP,37,1928,33984,436630,12.85,221103,6.51,215527,1439000,42.34,2-03105-0034,"2465 CROTONA AVENUE
Bronx, NY
(40.855734886042626, -73.88275374362932)",BELMONT,C1-WALK-UP,32,1926,26250,307913,11.73,169313,6.45,138600,886000,33.75,0.05,2-03105-0032,"2469 CROTONA AVENUE
Bronx, NY
(40.855840838158535, -73.88270076757138)",BELMONT,C1-WALK-UP,24,1926,15562,214261,13.77,108987,7,105274,695000,44.66,0.05,, , , , , , , , , , , , , , 
2-03092-0006,"1974 CROTONA AVENUE
Bronx, NY
(40.84595886451802, -73.89062738892538)",EAST TREMONT,C6-WALK-UP,25,1927,24100,235457,9.77,145564,6.04,89893,532000,22.07,2-03111-0010,"2125 SOUTHERN BOULEVARD
Bronx, NY
(40.84676892814889, -73.8838403800604)",EAST TREMONT,C7-WALK-UP,41,1931,31190,312306,10.01,198350,6.36,113956,694000,22.25,0.29,2-03119-0007,"2116 CROTONA PARKWAY
Bronx, NY
(40.846247830163435, -73.88373272669216)",EAST TREMONT,C1-WALK-UP,22,1931,19668,192252,9.77,118759,6.04,73493,435000,22.12,0.35,2-03119-0029,2104 CROTONA PARKWAY,EAST TREMONT,C7-WALK-UP,43,1924,"42,426","376,950",8.88,"246,489",5.81,"130,461","778,000",18.34,0.35
2-03095-0001,"705 179 STREET
Bronx, NY
(40.84673418600808, -73.88977701093172)",EAST TREMONT,C6-WALK-UP,35,1916,30000,300300,10.01,190800,6.36,109500,684000,22.8,2-03111-0010,"2125 SOUTHERN BOULEVARD
Bronx, NY
(40.84676892814889, -73.8838403800604)",EAST TREMONT,C7-WALK-UP,41,1931,31190,312306,10.01,198350,6.36,113956,694000,22.25,0.23,2-03099-0006,"743 182 STREET
Bronx, NY
(40.8500580893534, -73.88596975140898)",BELMONT,C1-WALK-UP,20,1913,19750,215772,10.93,135607,6.87,80165,496000,25.11,0.3,2-03111-0065,2159 SOUTHERN BOULEVARD,EAST TREMONT,C1-WALK-UP,46,1924,"46,000","435,533",9.47,"297,300",6.46,"138,233","821,000",17.85,0.27
2-03095-0007,"700 OAKLAND PLACE
Bronx, NY
(40.84734181573608, -73.88945310233484)",EAST TREMONT,D4-ELEVATOR,30,1931,25176,333330,13.24,189324,7.52,144006,957000,38.01,2-03125-0012,"908 181 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",EAST TREMONT,D1-ELEVATOR,18,1915,19250,263022,13.66,139240,7.23,123782,774000,40.21,0.4,2-03128-0029,"2103 VYSE AVENUE
Bronx, NY
(40.84399949711774, -73.88043103752038)",EAST TREMONT,D7-ELEVATOR,29,1915,28500,365307,12.82,222615,7.81,142692,953000,33.44,0.46,, , , , , , , , , , , , , , 
2-03097-0053,"2141 PROSPECT AVENUE
Bronx, NY
(40.84810021476886, -73.88587405630514)",EAST TREMONT,C6-WALK-UP,15,1910,10560,118166,11.19,70646,6.69,47520,306000,28.98,2-03099-0006,"743 182 STREET
Bronx, NY
(40.8500580893534, -73.88596975140898)",BELMONT,C1-WALK-UP,20,1913,19750,215772,10.93,135607,6.87,80165,496000,25.11,0.09,2-03119-0058,"2150 CROTONA PARKWAY
Bronx, NY
(40.847212004164334, -73.88296823376224)",EAST TREMONT,C1-WALK-UP,11,1914,9815,109850,11.19,65648,6.69,44202,285000,29.04,0.21,2-03125-0014,2117 DALY AVENUE,EAST TREMONT,C1-WALK-UP,18,1915,"19,250","263,022",13.66,"139,240",7.23,"123,782","774,000",40.21,0.34
2-03098-0050,"2131 CLINTON AVENUE
Bronx, NY
(40.848656948404624, -73.88694481884345)",EAST TREMONT,C6-WALK-UP,27,1927,29600,309912,10.47,195952,6.62,113960,708000,23.92,2-03099-0006,"743 182 STREET
Bronx, NY
(40.8500580893534, -73.88596975140898)",BELMONT,C1-WALK-UP,20,1913,19750,215772,10.93,135607,6.87,80165,496000,25.11,0.1,2-03111-0010,"2125 SOUTHERN BOULEVARD
Bronx, NY
(40.84676892814889, -73.8838403800604)",EAST TREMONT,C7-WALK-UP,41,1931,31190,312306,10.01,198350,6.36,113956,694000,22.25,0.22,, , , , , , , , , , , , , , 
2-03100-0018,"765 GARDEN STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",BELMONT,C6-WALK-UP,20,1931,17600,182160,10.35,113696,6.46,68464,426000,24.2,2-03099-0006,"743 182 STREET
Bronx, NY
(40.8500580893534, -73.88596975140898)",BELMONT,C1-WALK-UP,20,1913,19750,215772,10.93,135607,6.87,80165,496000,25.11,0.09,2-03119-0007,"2116 CROTONA PARKWAY
Bronx, NY
(40.846247830163435, -73.88373272669216)",EAST TREMONT,C1-WALK-UP,22,1931,19668,192252,9.77,118759,6.04,73493,435000,22.12,0.27,, , , , , , , , , , , , , , 
2-03105-0005,"2420 BEAUMONT AVENUE
Bronx, NY
(40.85474138278792, -73.88411447692351)",BELMONT,C6-WALK-UP,17,1912,11580,143708,12.41,74691,6.45,69017,437000,37.74,2-03145-0028,"2273 TIEBOUT AVENUE
Bronx, NY
(40.85616010947528, -73.8975696904693)",FORDHAM,C1-WALK-UP,16,1925,10032,126737,12.63,73439,7.32,53298,357000,35.59,0.75,2-03031-0029,"2362 WEBSTER AVENUE
Bronx, NY
(40.85799150348508, -73.89442696976936)",BATHGATE,C1-WALK-UP,26,1917,19613,221627,11.3,128465,6.55,93162,585000,29.83,0.55,, , , , , , , , , , , , , , 
2-03106-0044,"1961 MAPES AVENUE
Bronx, NY
(40.844343299280034, -73.88753798625936)",EAST TREMONT,C6-WALK-UP,24,1910,23550,234087,9.94,143655,6.1,90432,565000,23.99,2-03111-0010,"2125 SOUTHERN BOULEVARD
Bronx, NY
(40.84676892814889, -73.8838403800604)",EAST TREMONT,C7-WALK-UP,41,1931,31190,312306,10.01,198350,6.36,113956,694000,22.25,0.23,2-03119-0007,"2116 CROTONA PARKWAY
Bronx, NY
(40.846247830163435, -73.88373272669216)",EAST TREMONT,C1-WALK-UP,22,1931,19668,192252,9.77,118759,6.04,73493,435000,22.12,0.26,2-02948-0018,1795 CLINTON AVENUE,CROTONA PARK,C1-WALK-UP,30,1924,"20,785","206,678",9.94,"126,790",6.10,"79,888","499,000",24.01,0.31
2-03107-0006,"810 178 STREET
Bronx, NY
(40.84452944148892, -73.8870469995906)",EAST TREMONT,C6-WALK-UP,20,1911,18450,184685,10.01,117342,6.36,67343,420000,22.76,2-03119-0007,"2116 CROTONA PARKWAY
Bronx, NY
(40.846247830163435, -73.88373272669216)",EAST TREMONT,C1-WALK-UP,22,1931,19668,192252,9.77,118759,6.04,73493,435000,22.12,0.23,2-03111-0010,"2125 SOUTHERN BOULEVARD
Bronx, NY
(40.84676892814889, -73.8838403800604)",EAST TREMONT,C7-WALK-UP,41,1931,31190,312306,10.01,198350,6.36,113956,694000,22.25,0.22,2-03119-0058,2150 CROTONA PARKWAY,EAST TREMONT,C1-WALK-UP,11,1914,"9,815","109,850",11.19,"65,648",6.69,"44,202","285,000",29.04,0.32
2-03110-0089,"785 181 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",EAST TREMONT,C6-WALK-UP,26,1913,19523,195425,10.01,124166,6.36,71259,445000,22.79,2-03099-0006,"743 182 STREET
Bronx, NY
(40.8500580893534, -73.88596975140898)",BELMONT,C1-WALK-UP,20,1913,19750,215772,10.93,135607,6.87,80165,496000,25.11,0.13,2-03111-0065,"2159 SOUTHERN BOULEVARD
Bronx, NY
(40.847213945681695, -73.88349610874548)",EAST TREMONT,C1-WALK-UP,46,1924,46000,435533,9.47,297300,6.46,138233,821000,17.85,0.06,2-03111-0010,2125 SOUTHERN BOULEVARD,EAST TREMONT,C7-WALK-UP,41,1931,"31,190","312,306",10.01,"198,350",6.36,"113,956","694,000",22.25,0.11
2-03111-0004,"2120 MAPES AVENUE
Bronx, NY
(40.847241299302894, -73.88496470768143)",EAST TREMONT,C6-WALK-UP,29,1914,27495,288148,10.48,175143,6.37,113005,702000,25.53,2-03119-0007,"2116 CROTONA PARKWAY
Bronx, NY
(40.846247830163435, -73.88373272669216)",EAST TREMONT,C1-WALK-UP,22,1931,19668,192252,9.77,118759,6.04,73493,435000,22.12,0.08,2-03119-0058,"2150 CROTONA PARKWAY
Bronx, NY
(40.847212004164334, -73.88296823376224)",EAST TREMONT,C1-WALK-UP,11,1914,9815,109850,11.19,65648,6.69,44202,285000,29.04,0.12,, , , , , , , , , , , , , , 
2-03112-0003,"803 182 STREET
Bronx, NY
(40.84880999131803, -73.88392841038208)",BELMONT,C6-WALK-UP,44,1931,35715,357507,10.01,227147,6.36,130360,814000,22.79,2-03111-0065,"2159 SOUTHERN BOULEVARD
Bronx, NY
(40.847213945681695, -73.88349610874548)",EAST TREMONT,C1-WALK-UP,46,1924,46000,435533,9.47,297300,6.46,138233,821000,17.85,0.1,2-03111-0010,"2125 SOUTHERN BOULEVARD
Bronx, NY
(40.84676892814889, -73.8838403800604)",EAST TREMONT,C7-WALK-UP,41,1931,31190,312306,10.01,198350,6.36,113956,694000,22.25,0.18,2-03099-0006,743 EAST 182 STREET,BELMONT,C1-WALK-UP,20,1913,"19,750","215,772",10.93,"135,607",6.87,"80,165","496,000",25.11,0.10
2-03117-0010,"851 TREMONT AVENUE
Bronx, NY
(40.84330281104432, -73.88679248714871)",EAST TREMONT,C6-WALK-UP,26,1931,21150,211712,10.01,134514,6.36,77198,482000,22.79,2-03119-0007,"2116 CROTONA PARKWAY
Bronx, NY
(40.846247830163435, -73.88373272669216)",EAST TREMONT,C1-WALK-UP,22,1931,19668,192252,9.77,118759,6.04,73493,435000,22.12,0.23,2-03111-0010,"2125 SOUTHERN BOULEVARD
Bronx, NY
(40.84676892814889, -73.8838403800604)",EAST TREMONT,C7-WALK-UP,41,1931,31190,312306,10.01,198350,6.36,113956,694000,22.25,0.23,2-03125-0014,2117 DALY AVENUE,EAST TREMONT,C1-WALK-UP,18,1915,"19,250","263,022",13.66,"139,240",7.23,"123,782","774,000",40.21,0.25
2-03117-0023,"855 178 STREET
Bronx, NY
(40.84397201531771, -73.88578896834105)",EAST TREMONT,C6-WALK-UP,107,1931,90600,885162,9.77,547224,6.04,337938,2001000,22.09,2-03111-0010,"2125 SOUTHERN BOULEVARD
Bronx, NY
(40.84676892814889, -73.8838403800604)",EAST TREMONT,C7-WALK-UP,41,1931,31190,312306,10.01,198350,6.36,113956,694000,22.25,0.18,2-03119-0007,"2116 CROTONA PARKWAY
Bronx, NY
(40.846247830163435, -73.88373272669216)",EAST TREMONT,C1-WALK-UP,22,1931,19668,192252,9.77,118759,6.04,73493,435000,22.12,0.17,2-02978-0179,1674 BOSTON ROAD,CROTONA PARK,C1-WALK-UP,21,1912,"15,590","151,834",9.74,"98,510",6.32,"53,324","316,000",20.27,0.57
2-03126-0028,"940 178 STREET
Bronx, NY
(40.842471366381965, -73.88282439982855)",EAST TREMONT,C6-WALK-UP,18,1992,17820,254291,14.27,139531,7.83,114760,730000,40.97,2-03107-0013,"811 178 STREET
Bronx, NY
(40.844558126343124, -73.88697264849138)",EAST TREMONT,C1-WALK-UP,20,1913,20704,234498,11.33,93942,4.54,140556,791000,38.21,0.26,2-03082-0031,"650 182 STREET
Bronx, NY
(40.85108440047094, -73.88838193383748)",EAST TREMONT,C1-WALK-UP,25,1911,17835,254544,14.27,140819,7.9,113725,696000,39.02,0.67,2-03134-0033,983 EAST 181 STREET,EAST TREMONT,C1-WALK-UP,20,1913,"18,200","270,213",14.85,"136,240",7.49,"133,973","924,000",50.77,0.28
2-03127-0001,"2000 DALY AVENUE
Bronx, NY
(40.84273116726936, -73.88308974405669)",EAST TREMONT,C6-WALK-UP,50,1926,42455,296317,6.98,206843,4.87,89474,532000,12.53,2-03133-0013,"966 181 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",EAST TREMONT,D1-ELEVATOR,42,1915,45000,634253,14.09,333032,7.4,301221,2010000,44.67,0.17,2-03119-0029,"2104 CROTONA PARKWAY
Bronx, NY
(40.845936253625624, -73.88400082743401)",EAST TREMONT,C7-WALK-UP,43,1924,42426,376950,8.88,246489,5.81,130461,778000,18.34,0.24,2-03125-0014,2117 DALY AVENUE,EAST TREMONT,C1-WALK-UP,18,1915,"19,250","263,022",13.66,"139,240",7.23,"123,782","774,000",40.21,0.17
2-03130-0007,"1962 VYSE AVENUE
Bronx, NY
(40.84134661072107, -73.88269878936971)",EAST TREMONT,C6-WALK-UP,24,1992,23760,324086,13.64,140184,5.9,183902,1216000,51.18,2-03005-0082,"1010 TREMONT AVENUE
Bronx, NY
(40.84051165822669, -73.88126147746789)",EAST TREMONT,C7-WALK-UP,31,1918,22875,366485,16.02,186430,8.15,180055,1228000,53.68,0.07,2-04199-0037,"3100 ARNOW PLACE
Bronx, NY
(40.85017752879254, -73.83015718557478)",SCHUYLERVILLE/PELHAM BAY,C9-WALK-UP,15,1964,11145,125478,11.26,40659,3.65,84819,393000,35.26,2.71,, , , , , , , , , , , , , , 
2-03130-0100,"1010 178 STREET
Bronx, NY
(40.84145710780744, -73.8805653518054)",EAST TREMONT,D4-ELEVATOR,225,1972,214344,2724312,12.71,1530416,7.14,1193896,7985000,37.25,2-03005-0007,"1904 VYSE AVENUE
Bronx, NY
(40.83984708857424, -73.88365808479703)",EAST TREMONT,D1-ELEVATOR,96,2005,98524,992829,10.08,502077,5.1,490752,3062000,31.08,0.1,2-03134-0020,"990 BRONX PARK
Bronx, NY
(40.84465967977715, -73.878312290716)",EAST TREMONT,D1-ELEVATOR,53,1924,60000,809456,13.49,443322,7.39,366134,1870000,31.17,0.27,, , , , , , , , , , , , , , 
2-03131-0020,"998 179 STREET
Bronx, NY
(40.84217954852657, -73.88018895017126)",EAST TREMONT,D4-ELEVATOR,90,1971,90900,1098981,12.09,602667,6.63,496314,3157000,34.73,2-03005-0007,"1904 VYSE AVENUE
Bronx, NY
(40.83984708857424, -73.88365808479703)",EAST TREMONT,D1-ELEVATOR,96,2005,98524,992829,10.08,502077,5.1,490752,3062000,31.08,0.15,2-03134-0020,"990 BRONX PARK
Bronx, NY
(40.84465967977715, -73.878312290716)",EAST TREMONT,D1-ELEVATOR,53,1924,60000,809456,13.49,443322,7.39,366134,1870000,31.17,0.2,, , , , , , , , , , , , , , 
2-03144-0018,"2122 VALENTINE AVENUE
Bronx, NY
(40.85345869456599, -73.89955669831528)",FORDHAM,C6-WALK-UP,26,1926,19715,224357,11.38,123396,6.26,100961,649000,32.92,2-03145-0028,"2273 TIEBOUT AVENUE
Bronx, NY
(40.85616010947528, -73.8975696904693)",FORDHAM,C1-WALK-UP,16,1925,10032,126737,12.63,73439,7.32,53298,357000,35.59,0.2,2-03181-0022,"62 182 STREET
Bronx, NY
(40.85690882679, -73.90338724167646)",FORDHAM,C1-WALK-UP,24,1921,23556,268067,11.38,155470,6.6,112597,724000,30.74,0.31,2-03146-0069,2307 TIEBOUT AVENUE,FORDHAM,C1-WALK-UP,26,1931,"19,210","204,087",10.62,"131,836",6.86,"72,251","448,000",23.32,0.32
2-03145-0026,"2279 TIEBOUT AVENUE
Bronx, NY
(40.85629114069495, -73.8974872676053)",FORDHAM,C6-WALK-UP,16,1925,10032,130516,13.01,70525,7.03,59991,400000,39.87,2-03151-0012,"2326 RYER AVENUE
Bronx, NY
(40.857814775345936, -73.89874240719945)",FORDHAM,C1-WALK-UP,26,1916,17460,246186,14.1,133045,7.62,113141,688000,39.4,0.14,2-03145-0028,"2273 TIEBOUT AVENUE
Bronx, NY
(40.85616010947528, -73.8975696904693)",FORDHAM,C1-WALK-UP,16,1925,10032,126737,12.63,73439,7.32,53298,357000,35.59,0,, , , , , , , , , , , , , , 
2-03149-0061,"2025 VALENTINE AVENUE
Bronx, NY
(40.849455668917464, -73.90091702660018)",FORDHAM,D4-ELEVATOR,36,1940,37350,507587,13.59,283860,7.6,223727,1480000,39.63,2-03125-0012,"908 181 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",EAST TREMONT,D1-ELEVATOR,18,1915,19250,263022,13.66,139240,7.23,123782,774000,40.21,1.08,2-02866-0086,"47 175 STREET
Bronx, NY
(40.84737517942544, -73.91151694254387)",HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,21,1923,23250,314085,13.51,185233,7.97,128852,853000,36.69,0.78,, , , , , , , , , , , , , , 
2-03149-0096,"268 181 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",FORDHAM,C6-WALK-UP,30,1913,22202,249328,11.23,140539,6.33,108789,701000,31.57,2-03181-0022,"62 182 STREET
Bronx, NY
(40.85690882679, -73.90338724167646)",FORDHAM,C1-WALK-UP,24,1921,23556,268067,11.38,155470,6.6,112597,724000,30.74,0.26,2-03151-0010,"2322 RYER AVENUE
Bronx, NY
(40.8577054417717, -73.8987886203597)",FORDHAM,C1-WALK-UP,21,1916,17460,193466,11.08,111714,6.4,81752,505000,28.92,0.33,, , , , , , , , , , , , , , 
2-03151-0028,"254 184 STREET
Bronx, NY
(40.85903777573765, -73.898140069093)",FORDHAM,C6-WALK-UP,24,1916,20955,244126,11.65,142284,6.79,101842,652000,31.11,2-03151-0010,"2322 RYER AVENUE
Bronx, NY
(40.8577054417717, -73.8987886203597)",FORDHAM,C1-WALK-UP,21,1916,17460,193466,11.08,111714,6.4,81752,505000,28.92,0,2-03152-0029,"2385 VALENTINE AVENUE
Bronx, NY
(40.85916088273288, -73.89723815822514)",FORDHAM,C1-WALK-UP,46,1922,30590,373690,12.22,219584,7.18,154106,978000,31.97,0.11,, , , , , , , , , , , , , , 
2-03165-0022,"2414 CRESTON AVENUE
Bronx, NY
(40.860783349708846, -73.89914954053901)",FORDHAM,C6-WALK-UP,30,1914,23250,284115,12.22,166935,7.18,117180,744000,32,2-03152-0029,"2385 VALENTINE AVENUE
Bronx, NY
(40.85916088273288, -73.89723815822514)",FORDHAM,C1-WALK-UP,46,1922,30590,373690,12.22,219584,7.18,154106,978000,31.97,0.1,2-03151-0012,"2326 RYER AVENUE
Bronx, NY
(40.857814775345936, -73.89874240719945)",FORDHAM,C1-WALK-UP,26,1916,17460,246186,14.1,133045,7.62,113141,688000,39.4,0.18,2-03183-0037,2356 WALTON AVENUE,FORDHAM,C1-WALK-UP,34,1921,"26,515","302,006",11.39,"175,264",6.61,"126,742","815,000",30.74,0.17
2-03173-0001,"2386 MORRIS AVENUE
Bronx, NY
(40.8603223836433, -73.90054583957516)",FORDHAM,D4-ELEVATOR,33,1928,30886,332642,10.77,177903,5.76,154739,859000,27.81,2-03026-0005,"2466 MARION AVENUE
Bronx, NY
(40.860427189421394, -73.89388293856203)",FORDHAM,D1-ELEVATOR,47,1907,56160,689403,12.28,383696,6.83,305707,1939000,34.53,0.36,2-02870-0016,"2010 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,48,1924,50400,466108,9.25,235745,4.68,230363,1370000,27.18,0.74,, , , , , , , , , , , , , , 
2-03173-0013,"2420 MORRIS AVENUE
Bronx, NY
(40.86117304680999, -73.90010446152046)",FORDHAM,D4-ELEVATOR,74,1955,75010,781604,10.42,514569,6.86,267035,1661000,22.14,2-03173-0041,"2435 CRESTON AVENUE
Bronx, NY
(40.8611520414217, -73.89903018628671)",FORDHAM,D1-ELEVATOR,85,1927,83413,874340,10.48,545897,6.54,328443,2041000,24.47,0,2-03164-0011,"2320 CRESTON AVENUE
Bronx, NY
(40.858430575659185, -73.90049951769456)",FORDHAM,D1-ELEVATOR,43,1936,39654,398895,10.06,232915,5.87,165980,986000,24.87,0.18,2-03173-0005,2390 MORRIS AVENUE,FORDHAM,D1-ELEVATOR,71,1930,"73,734","727,339",9.86,"459,872",6.24,"267,467","1,583,000",21.47,0.00
2-03175-0010,"55 190 STREET
Bronx, NY
(40.863027925179985, -73.89841960610934)",FORDHAM,D4-ELEVATOR,54,1942,55440,663062,11.96,364684,6.58,298378,1901000,34.29,2-03175-0001,"75 190 STREET
Bronx, NY
(40.86290262367372, -73.89812723592806)",FORDHAM,D1-ELEVATOR,54,1942,48600,587031,12.08,326900,6.73,260131,1655000,34.05,0,2-03175-0007,"65 190 STREET
Bronx, NY
(40.862965274409646, -73.89827342097854)",FORDHAM,D1-ELEVATOR,56,1942,47373,586500,12.38,321198,6.78,265302,1680000,35.46,0,2-03190-0056,2501 MORRIS AVENUE,FORDHAM,D1-ELEVATOR,63,1960,"69,800","475,226",6.81,"272,359",3.90,"202,867","1,188,000",17.02,0.06
2-03179-0052,"2075 WALTON AVENUE
Bronx, NY
(40.85408903739643, -73.90591457729302)",FORDHAM,D4-ELEVATOR,54,1927,53898,428263,7.95,291157,5.4,137106,809000,15.01,2-03169-0043,"2095 CRESTON AVENUE
Bronx, NY
(40.854023177685335, -73.90366509691266)",FORDHAM,D1-ELEVATOR,79,1928,70110,865045,12.34,277701,3.96,587344,2079000,29.65,0.1,2-03194-0031,"2151 DAVIDSON AVENUE
Bronx, NY
(40.856133967974145, -73.90646506278577)",KINGSBRIDGE HTS/UNIV HTS,D7-ELEVATOR,48,1926,34950,375850,10.75,220846,6.32,155004,916000,26.21,0.1,2-03186-0032,2195 WALTON AVENUE,FORDHAM,D1-ELEVATOR,43,1929,"44,928","382,615",8.52,"238,674",5.31,"143,941","861,000",19.16,0.16
2-03180-0013,"2163 MORRIS AVENUE
Bronx, NY
(40.85540682530966, -73.90369956542591)",FORDHAM,C6-WALK-UP,21,1917,18710,211236,11.29,127789,6.83,83447,537000,28.7,2-03180-0020,"2151 MORRIS AVENUE
Bronx, NY
(40.85500242261871, -73.90397080488069)",FORDHAM,C1-WALK-UP,21,1917,17340,195708,11.29,109976,6.34,85732,529000,30.51,0,2-03180-0009,"2160 WALTON AVENUE
Bronx, NY
(40.85562886507989, -73.90444464948756)",FORDHAM,C7-WALK-UP,49,1922,40075,601161,15,355474,8.87,245687,1691000,42.2,0,2-03186-0030,2201 WALTON AVENUE,FORDHAM,C1-WALK-UP,27,1926,"24,534","254,044",10.35,"153,184",6.24,"100,860","628,000",25.60,0.08
2-03199-0062,"2400 DAVIDSON AVENUE
Bronx, NY
(40.86151677827787, -73.90309148194865)",KINGSBRIDGE HTS/UNIV HTS,C6-WALK-UP,52,1923,40000,488800,12.22,287200,7.18,201600,1280000,32,2-03183-0037,"2356 WALTON AVENUE
Bronx, NY
(40.859846069142144, -73.90186084626613)",FORDHAM,C1-WALK-UP,34,1921,26515,302006,11.39,175264,6.61,126742,815000,30.74,0.17,2-03152-0029,"2385 VALENTINE AVENUE
Bronx, NY
(40.85916088273288, -73.89723815822514)",FORDHAM,C1-WALK-UP,46,1922,30590,373690,12.22,219584,7.18,154106,978000,31.97,0.29,2-03151-0012,2326 RYER AVENUE,FORDHAM,C1-WALK-UP,26,1916,"17,460","246,186",14.10,"133,045",7.62,"113,141","688,000",39.40,0.33
2-03199-0066,"2410 DAVIDSON AVENUE
Bronx, NY
(40.86173175256552, -73.90295665626552)",KINGSBRIDGE HTS/UNIV HTS,C6-WALK-UP,51,1923,40000,488800,12.22,287200,7.18,201600,1280000,32,2-03183-0037,"2356 WALTON AVENUE
Bronx, NY
(40.859846069142144, -73.90186084626613)",FORDHAM,C1-WALK-UP,34,1921,26515,302006,11.39,175264,6.61,126742,815000,30.74,0.17,2-03152-0029,"2385 VALENTINE AVENUE
Bronx, NY
(40.85916088273288, -73.89723815822514)",FORDHAM,C1-WALK-UP,46,1922,30590,373690,12.22,219584,7.18,154106,978000,31.97,0.29,2-03151-0012,2326 RYER AVENUE,FORDHAM,C1-WALK-UP,26,1916,"17,460","246,186",14.10,"133,045",7.62,"113,141","688,000",39.40,0.33
