District,Grade,Year,Category,Number Tested,Mean Scale Score,Level 1 #,Level 1 %,Level 2 #,Level 2 %,Level 3 #,Level 3 %,Level 4 #,Level 4 %,Level 3+4 #,Level 3+4 %
30,6,2010,White,442,669,28,6.3%,132,29.9%,242,54.8%,40,9%,282,63.8%
30,7,2010,Asian,648,677,44,6.8%,187,28.9%,288,44.4%,129,19.9%,417,64.4%
30,7,2010,Black,279,658,50,17.9%,146,52.3%,70,25.1%,13,4.7%,83,29.7%
30,7,2010,Hispanic,1549,659,236,15.2%,775,50%,466,30.1%,72,4.6%,538,34.7%
30,7,2010,White,438,678,33,7.5%,139,31.7%,175,40%,91,20.8%,266,60.7%
30,8,2010,Asian,598,671,43,7.2%,163,27.3%,291,48.7%,101,16.9%,392,65.6%
30,8,2010,Black,282,647,37,13.1%,166,58.9%,73,25.9%,6,2.1%,79,28%
30,8,2010,Hispanic,1611,650,170,10.6%,837,52%,568,35.3%,36,2.2%,604,37.5%
30,8,2010,White,404,665,23,5.7%,145,35.9%,196,48.5%,40,9.9%,236,58.4%
30,All Grades,2010,Asian,3929,676,260,6.6%,1121,28.5%,1913,48.7%,635,16.2%,2548,64.9%
30,All Grades,2010,Black,1498,654,304,20.3%,752,50.2%,394,26.3%,48,3.2%,442,29.5%
30,All Grades,2010,Hispanic,9391,660,1319,14%,4310,45.9%,3326,35.4%,436,4.6%,3762,40.1%
30,All Grades,2010,White,2768,674,187,6.8%,846,30.6%,1327,47.9%,408,14.7%,1735,62.7%
31,3,2010,Asian,323,676,20,6.2%,82,25.4%,146,45.2%,75,23.2%,221,68.4%
31,3,2010,Black,663,654,188,28.4%,263,39.7%,166,25%,46,6.9%,212,32%
31,3,2010,Hispanic,1091,658,239,21.9%,426,39%,338,31%,88,8.1%,426,39%
31,3,2010,White,2281,672,203,8.9%,613,26.9%,1003,44%,462,20.3%,1465,64.2%
31,4,2010,Asian,371,683,19,5.1%,89,24%,226,60.9%,37,10%,263,70.9%
31,4,2010,Black,671,654,143,21.3%,336,50.1%,185,27.6%,7,1%,192,28.6%
31,4,2010,Hispanic,1057,660,152,14.4%,529,50%,353,33.4%,23,2.2%,376,35.6%
31,4,2010,White,2372,675,117,4.9%,795,33.5%,1334,56.2%,126,5.3%,1460,61.6%
31,5,2010,Asian,332,690,18,5.4%,75,22.6%,146,44%,93,28%,239,72%
31,5,2010,Black,661,660,159,24.1%,301,45.5%,170,25.7%,31,4.7%,201,30.4%
31,5,2010,Hispanic,1015,665,158,15.6%,460,45.3%,332,32.7%,65,6.4%,397,39.1%
31,5,2010,White,2345,678,135,5.8%,761,32.5%,1068,45.5%,381,16.2%,1449,61.8%
31,6,2010,Asian,338,669,18,5.3%,107,31.7%,179,53%,34,10.1%,213,63%
31,6,2010,Black,656,652,173,26.4%,326,49.7%,152,23.2%,5,0.8%,157,23.9%
31,6,2010,Hispanic,996,654,216,21.7%,463,46.5%,305,30.6%,12,1.2%,317,31.8%
31,6,2010,White,2209,666,157,7.1%,741,33.5%,1177,53.3%,134,6.1%,1311,59.3%
31,7,2010,Asian,361,677,13,3.6%,114,31.6%,171,47.4%,63,17.5%,234,64.8%
31,7,2010,Black,649,653,141,21.7%,352,54.2%,139,21.4%,17,2.6%,156,24%
31,7,2010,Hispanic,939,657,186,19.8%,457,48.7%,250,26.6%,46,4.9%,296,31.5%
31,7,2010,White,2271,670,153,6.7%,835,36.8%,1029,45.3%,254,11.2%,1283,56.5%
31,8,2010,Asian,330,665,13,3.9%,113,34.2%,171,51.8%,33,10%,204,61.8%
31,8,2010,Black,693,643,129,18.6%,401,57.9%,154,22.2%,9,1.3%,163,23.5%
31,8,2010,Hispanic,978,648,134,13.7%,534,54.6%,286,29.2%,24,2.5%,310,31.7%
31,8,2010,White,2373,660,122,5.1%,1003,42.3%,1092,46%,156,6.6%,1248,52.6%
31,All Grades,2010,Asian,2055,677,101,4.9%,580,28.2%,1039,50.6%,335,16.3%,1374,66.9%
31,All Grades,2010,Black,3993,653,933,23.4%,1979,49.6%,966,24.2%,115,2.9%,1081,27.1%
31,All Grades,2010,Hispanic,6076,657,1085,17.9%,2869,47.2%,1864,30.7%,258,4.2%,2122,34.9%
31,All Grades,2010,White,13851,670,887,6.4%,4748,34.3%,6703,48.4%,1513,10.9%,8216,59.3%
32,3,2010,Asian,20,667,1,5%,9,45%,7,35%,3,15%,10,50%
32,3,2010,Black,280,657,68,24.3%,104,37.1%,81,28.9%,27,9.6%,108,38.6%
32,3,2010,Hispanic,966,658,221,22.9%,365,37.8%,296,30.6%,84,8.7%,380,39.3%
32,3,2010,White,37,656,6,16.2%,19,51.4%,11,29.7%,1,2.7%,12,32.4%
32,4,2010,Asian,31,670,1,3.2%,14,45.2%,15,48.4%,1,3.2%,16,51.6%
32,4,2010,Black,268,657,40,14.9%,149,55.6%,76,28.4%,3,1.1%,79,29.5%
32,4,2010,Hispanic,939,659,148,15.8%,477,50.8%,296,31.5%,18,1.9%,314,33.4%
32,4,2010,White,20,659,3,15%,12,60%,4,20%,1,5%,5,25%
32,5,2010,Asian,24,673,4,16.7%,7,29.2%,6,25%,7,29.2%,13,54.2%
32,5,2010,Black,371,665,56,15.1%,153,41.2%,135,36.4%,27,7.3%,162,43.7%
32,5,2010,Hispanic,920,661,176,19.1%,417,45.3%,287,31.2%,40,4.3%,327,35.5%
32,5,2010,White,12,664,0,0%,9,75%,3,25%,0,0%,3,25%
32,6,2010,Asian,27,666,3,11.1%,11,40.7%,10,37%,3,11.1%,13,48.1%
32,6,2010,Black,402,660,65,16.2%,139,34.6%,183,45.5%,15,3.7%,198,49.3%
32,6,2010,Hispanic,886,652,245,27.7%,398,44.9%,235,26.5%,8,0.9%,243,27.4%
32,6,2010,White,11,630,6,54.5%,3,27.3%,2,18.2%,0,0%,2,18.2%
32,7,2010,Asian,30,671,3,10%,11,36.7%,10,33.3%,6,20%,16,53.3%
32,7,2010,Black,490,663,52,10.6%,219,44.7%,185,37.8%,34,6.9%,219,44.7%
32,7,2010,Hispanic,963,653,208,21.6%,511,53.1%,216,22.4%,28,2.9%,244,25.3%
32,7,2010,White,11,651,3,27.3%,6,54.5%,2,18.2%,0,0%,2,18.2%
32,8,2010,Asian,37,657,4,10.8%,12,32.4%,20,54.1%,1,2.7%,21,56.8%
32,8,2010,Black,520,652,58,11.2%,237,45.6%,208,40%,17,3.3%,225,43.3%
32,8,2010,Hispanic,975,640,242,24.8%,533,54.7%,189,19.4%,11,1.1%,200,20.5%
32,8,2010,White,9,626,6,66.7%,3,33.3%,0,0%,0,0%,0,0%
32,All Grades,2010,Asian,169,667,16,9.5%,64,37.9%,68,40.2%,21,12.4%,89,52.7%
32,All Grades,2010,Black,2331,659,339,14.5%,1001,42.9%,868,37.2%,123,5.3%,991,42.5%
32,All Grades,2010,Hispanic,5649,654,1240,22%,2701,47.8%,1519,26.9%,189,3.3%,1708,30.2%
32,All Grades,2010,White,100,651,24,24%,52,52%,22,22%,2,2%,24,24%
1,3,2011,Asian,155,670,14,9%,34,21.9%,88,56.8%,19,12.3%,107,69%
1,3,2011,Black,122,659,21,17.2%,51,41.8%,43,35.2%,7,5.7%,50,41%
1,3,2011,Hispanic,383,657,64,16.7%,171,44.6%,137,35.8%,11,2.9%,148,38.6%
1,3,2011,White,141,685,3,2.1%,8,5.7%,93,66%,37,26.2%,130,92.2%
1,4,2011,Asian,156,684,7,4.5%,36,23.1%,103,66%,10,6.4%,113,72.4%
1,4,2011,Black,127,668,10,7.9%,55,43.3%,58,45.7%,4,3.1%,62,48.8%
1,4,2011,Hispanic,419,661,61,14.6%,199,47.5%,154,36.8%,5,1.2%,159,37.9%
1,4,2011,White,136,696,2,1.5%,19,14%,95,69.9%,20,14.7%,115,84.6%
1,5,2011,Asian,158,678,9,5.7%,22,13.9%,106,67.1%,21,13.3%,127,80.4%
1,5,2011,Black,150,663,16,10.7%,69,46%,63,42%,2,1.3%,65,43.3%
1,5,2011,Hispanic,418,661,56,13.4%,210,50.2%,147,35.2%,5,1.2%,152,36.4%
1,5,2011,White,122,684,4,3.3%,19,15.6%,71,58.2%,28,23%,99,81.1%
1,6,2011,Asian,143,676,4,2.8%,28,19.6%,89,62.2%,22,15.4%,111,77.6%
1,6,2011,Black,125,655,19,15.2%,67,53.6%,39,31.2%,0,0%,39,31.2%
1,6,2011,Hispanic,403,655,75,18.6%,193,47.9%,130,32.3%,5,1.2%,135,33.5%
1,6,2011,White,126,679,5,4%,18,14.3%,73,57.9%,30,23.8%,103,81.7%
1,7,2011,Asian,148,674,7,4.7%,31,20.9%,98,66.2%,12,8.1%,110,74.3%
1,7,2011,Black,131,656,19,14.5%,81,61.8%,30,22.9%,1,0.8%,31,23.7%
1,7,2011,Hispanic,370,657,38,10.3%,230,62.2%,99,26.8%,3,0.8%,102,27.6%
1,7,2011,White,101,678,3,3%,21,20.8%,62,61.4%,15,14.9%,77,76.2%
1,8,2011,Asian,175,663,10,5.7%,43,24.6%,117,66.9%,5,2.9%,122,69.7%
1,8,2011,Black,142,646,18,12.7%,92,64.8%,31,21.8%,1,0.7%,32,22.5%
1,8,2011,Hispanic,431,646,50,11.6%,284,65.9%,96,22.3%,1,0.2%,97,22.5%
1,8,2011,White,120,672,0,0%,19,15.8%,97,80.8%,4,3.3%,101,84.2%
1,All Grades,2011,Asian,935,674,51,5.5%,194,20.7%,601,64.3%,89,9.5%,690,73.8%
1,All Grades,2011,Black,797,658,103,12.9%,415,52.1%,264,33.1%,15,1.9%,279,35%
1,All Grades,2011,Hispanic,2424,656,344,14.2%,1287,53.1%,763,31.5%,30,1.2%,793,32.7%
1,All Grades,2011,White,746,683,17,2.3%,104,13.9%,491,65.8%,134,18%,625,83.8%
2,3,2011,Asian,752,670,41,5.5%,158,21%,500,66.5%,53,7%,553,73.5%
2,3,2011,Black,205,662,25,12.2%,77,37.6%,93,45.4%,10,4.9%,103,50.2%
2,3,2011,Hispanic,435,664,52,12%,151,34.7%,215,49.4%,17,3.9%,232,53.3%
2,3,2011,White,991,678,29,2.9%,124,12.5%,689,69.5%,149,15%,838,84.6%
2,4,2011,Asian,763,685,30,3.9%,154,20.2%,519,68%,60,7.9%,579,75.9%
2,4,2011,Black,233,667,24,10.3%,94,40.3%,114,48.9%,1,0.4%,115,49.4%
2,4,2011,Hispanic,406,671,26,6.4%,156,38.4%,216,53.2%,8,2%,224,55.2%
2,4,2011,White,907,694,17,1.9%,103,11.4%,685,75.5%,102,11.2%,787,86.8%
2,5,2011,Asian,822,675,61,7.4%,141,17.2%,526,64%,94,11.4%,620,75.4%
2,5,2011,Black,251,663,42,16.7%,85,33.9%,118,47%,6,2.4%,124,49.4%
2,5,2011,Hispanic,485,665,53,10.9%,204,42.1%,218,44.9%,10,2.1%,228,47%
2,5,2011,White,859,681,19,2.2%,127,14.8%,597,69.5%,116,13.5%,713,83%
2,6,2011,Asian,687,666,67,9.8%,157,22.9%,416,60.6%,47,6.8%,463,67.4%
2,6,2011,Black,235,659,38,16.2%,82,34.9%,110,46.8%,5,2.1%,115,48.9%
2,6,2011,Hispanic,496,661,58,11.7%,197,39.7%,228,46%,13,2.6%,241,48.6%
2,6,2011,White,767,676,21,2.7%,89,11.6%,551,71.8%,106,13.8%,657,85.7%
2,7,2011,Asian,708,668,63,8.9%,185,26.1%,408,57.6%,52,7.3%,460,65%
2,7,2011,Black,237,660,19,8%,129,54.4%,87,36.7%,2,0.8%,89,37.6%
2,7,2011,Hispanic,464,662,38,8.2%,235,50.6%,179,38.6%,12,2.6%,191,41.2%
2,7,2011,White,760,678,18,2.4%,128,16.8%,524,68.9%,90,11.8%,614,80.8%
2,8,2011,Asian,709,658,75,10.6%,205,28.9%,413,58.3%,16,2.3%,429,60.5%
2,8,2011,Black,273,653,21,7.7%,146,53.5%,101,37%,5,1.8%,106,38.8%
2,8,2011,Hispanic,468,652,32,6.8%,247,52.8%,186,39.7%,3,0.6%,189,40.4%
2,8,2011,White,695,669,11,1.6%,144,20.7%,515,74.1%,25,3.6%,540,77.7%
2,All Grades,2011,Asian,4441,671,337,7.6%,1000,22.5%,2782,62.6%,322,7.3%,3104,69.9%
2,All Grades,2011,Black,1434,661,169,11.8%,613,42.7%,623,43.4%,29,2%,652,45.5%
2,All Grades,2011,Hispanic,2754,662,259,9.4%,1190,43.2%,1242,45.1%,63,2.3%,1305,47.4%
2,All Grades,2011,White,4979,680,115,2.3%,715,14.4%,3561,71.5%,588,11.8%,4149,83.3%
3,3,2011,Asian,98,681,2,2%,8,8.2%,71,72.4%,17,17.3%,88,89.8%
3,3,2011,Black,396,658,60,15.2%,171,43.2%,158,39.9%,7,1.8%,165,41.7%
3,3,2011,Hispanic,423,659,56,13.2%,180,42.6%,172,40.7%,15,3.5%,187,44.2%
3,3,2011,White,459,679,13,2.8%,49,10.7%,315,68.6%,82,17.9%,397,86.5%
3,4,2011,Asian,73,697,0,0%,11,15.1%,49,67.1%,13,17.8%,62,84.9%
3,4,2011,Black,418,662,43,10.3%,205,49%,167,40%,3,0.7%,170,40.7%
3,4,2011,Hispanic,454,666,47,10.4%,203,44.7%,202,44.5%,2,0.4%,204,44.9%
3,4,2011,White,419,697,9,2.1%,42,10%,314,74.9%,54,12.9%,368,87.8%
3,5,2011,Asian,88,685,2,2.3%,8,9.1%,61,69.3%,17,19.3%,78,88.6%
3,5,2011,Black,405,663,60,14.8%,194,47.9%,139,34.3%,12,3%,151,37.3%
3,5,2011,Hispanic,463,663,60,13%,207,44.7%,185,40%,11,2.4%,196,42.3%
3,5,2011,White,386,684,12,3.1%,34,8.8%,272,70.5%,68,17.6%,340,88.1%
3,6,2011,Asian,79,684,1,1.3%,6,7.6%,58,73.4%,14,17.7%,72,91.1%
3,6,2011,Black,406,656,66,16.3%,177,43.6%,158,38.9%,5,1.2%,163,40.1%
3,6,2011,Hispanic,429,660,53,12.4%,186,43.4%,180,42%,10,2.3%,190,44.3%
3,6,2011,White,349,680,3,0.9%,15,4.3%,270,77.4%,61,17.5%,331,94.8%
3,7,2011,Asian,63,681,1,1.6%,10,15.9%,42,66.7%,10,15.9%,52,82.5%
3,7,2011,Black,385,657,41,10.6%,229,59.5%,112,29.1%,3,0.8%,115,29.9%
3,7,2011,Hispanic,419,661,34,8.1%,226,53.9%,155,37%,4,1%,159,37.9%
3,7,2011,White,319,684,3,0.9%,25,7.8%,232,72.7%,59,18.5%,291,91.2%
3,8,2011,Asian,75,671,2,2.7%,11,14.7%,57,76%,5,6.7%,62,82.7%
3,8,2011,Black,445,648,43,9.7%,279,62.7%,122,27.4%,1,0.2%,123,27.6%
3,8,2011,Hispanic,415,650,39,9.4%,241,58.1%,133,32%,2,0.5%,135,32.5%
3,8,2011,White,291,672,3,1%,47,16.2%,229,78.7%,12,4.1%,241,82.8%
3,All Grades,2011,Asian,476,683,8,1.7%,54,11.3%,338,71%,76,16%,414,87%
3,All Grades,2011,Black,2455,657,313,12.7%,1255,51.1%,856,34.9%,31,1.3%,887,36.1%
3,All Grades,2011,Hispanic,2603,660,289,11.1%,1243,47.8%,1027,39.5%,44,1.7%,1071,41.1%
3,All Grades,2011,White,2223,683,43,1.9%,212,9.5%,1632,73.4%,336,15.1%,1968,88.5%
4,3,2011,Asian,40,675,3,7.5%,8,20%,21,52.5%,8,20%,29,72.5%
4,3,2011,Black,336,658,70,20.8%,136,40.5%,122,36.3%,8,2.4%,130,38.7%
4,3,2011,Hispanic,730,656,153,21%,291,39.9%,274,37.5%,12,1.6%,286,39.2%
4,3,2011,White,29,664,4,13.8%,6,20.7%,17,58.6%,2,6.9%,19,65.5%
4,4,2011,Asian,27,683,1,3.7%,6,22.2%,17,63%,3,11.1%,20,74.1%
4,4,2011,Black,336,667,24,7.1%,145,43.2%,163,48.5%,4,1.2%,167,49.7%
4,4,2011,Hispanic,688,667,68,9.9%,271,39.4%,343,49.9%,6,0.9%,349,50.7%
4,4,2011,White,25,682,2,8%,6,24%,17,68%,0,0%,17,68%
4,5,2011,Asian,44,678,2,4.5%,8,18.2%,29,65.9%,5,11.4%,34,77.3%
4,5,2011,Black,316,663,45,14.2%,142,44.9%,125,39.6%,4,1.3%,129,40.8%
4,5,2011,Hispanic,684,664,80,11.7%,325,47.5%,259,37.9%,20,2.9%,279,40.8%
4,5,2011,White,23,672,2,8.7%,7,30.4%,13,56.5%,1,4.3%,14,60.9%
4,6,2011,Asian,36,663,5,13.9%,10,27.8%,21,58.3%,0,0%,21,58.3%
4,6,2011,Black,357,656,81,22.7%,141,39.5%,132,37%,3,0.8%,135,37.8%
4,6,2011,Hispanic,648,655,132,20.4%,287,44.3%,227,35%,2,0.3%,229,35.3%
4,6,2011,White,25,669,2,8%,6,24%,14,56%,3,12%,17,68%
4,7,2011,Asian,42,666,5,11.9%,10,23.8%,25,59.5%,2,4.8%,27,64.3%
4,7,2011,Black,354,655,49,13.8%,218,61.6%,87,24.6%,0,0%,87,24.6%
4,7,2011,Hispanic,677,656,91,13.4%,403,59.5%,181,26.7%,2,0.3%,183,27%
4,7,2011,White,29,670,1,3.4%,9,31%,16,55.2%,3,10.3%,19,65.5%
4,8,2011,Asian,38,659,5,13.2%,10,26.3%,22,57.9%,1,2.6%,23,60.5%
4,8,2011,Black,391,646,56,14.3%,245,62.7%,88,22.5%,2,0.5%,90,23%
4,8,2011,Hispanic,677,646,81,12%,430,63.5%,164,24.2%,2,0.3%,166,24.5%
4,8,2011,White,21,664,0,0%,7,33.3%,13,61.9%,1,4.8%,14,66.7%
4,All Grades,2011,Asian,227,670,21,9.3%,52,22.9%,135,59.5%,19,8.4%,154,67.8%
4,All Grades,2011,Black,2090,657,325,15.6%,1027,49.1%,717,34.3%,21,1%,738,35.3%
4,All Grades,2011,Hispanic,4104,657,605,14.7%,2007,48.9%,1448,35.3%,44,1.1%,1492,36.4%
4,All Grades,2011,White,152,670,11,7.2%,41,27%,90,59.2%,10,6.6%,100,65.8%
5,3,2011,Asian,7,658,1,14.3%,4,57.1%,2,28.6%,0,0%,2,28.6%
5,3,2011,Black,512,652,124,24.2%,245,47.9%,136,26.6%,7,1.4%,143,27.9%
5,3,2011,Hispanic,386,650,116,30.1%,156,40.4%,112,29%,2,0.5%,114,29.5%
5,3,2011,White,16,649,4,25%,7,43.8%,5,31.3%,0,0%,5,31.3%
5,4,2011,Asian,15,666,1,6.7%,7,46.7%,7,46.7%,0,0%,7,46.7%
5,4,2011,Black,576,658,96,16.7%,292,50.7%,188,32.6%,0,0%,188,32.6%
5,4,2011,Hispanic,378,658,64,16.9%,189,50%,125,33.1%,0,0%,125,33.1%
5,4,2011,White,14,664,1,7.1%,6,42.9%,7,50%,0,0%,7,50%
5,5,2011,Asian,10,651,4,40%,4,40%,2,20%,0,0%,2,20%
5,5,2011,Black,517,660,91,17.6%,257,49.7%,163,31.5%,6,1.2%,169,32.7%
5,5,2011,Hispanic,351,660,67,19.1%,166,47.3%,109,31.1%,9,2.6%,118,33.6%
5,5,2011,White,10,656,3,30%,5,50%,2,20%,0,0%,2,20%
5,6,2011,Asian,26,666,2,7.7%,6,23.1%,16,61.5%,2,7.7%,18,69.2%
5,6,2011,Black,524,651,148,28.2%,242,46.2%,133,25.4%,1,0.2%,134,25.6%
5,6,2011,Hispanic,404,654,96,23.8%,185,45.8%,117,29%,6,1.5%,123,30.4%
5,6,2011,White,35,673,3,8.6%,8,22.9%,21,60%,3,8.6%,24,68.6%
5,7,2011,Asian,23,660,4,17.4%,9,39.1%,9,39.1%,1,4.3%,10,43.5%
5,7,2011,Black,617,653,121,19.6%,368,59.6%,126,20.4%,2,0.3%,128,20.7%
5,7,2011,Hispanic,384,654,74,19.3%,221,57.6%,86,22.4%,3,0.8%,89,23.2%
5,7,2011,White,36,677,2,5.6%,6,16.7%,24,66.7%,4,11.1%,28,77.8%
5,8,2011,Asian,14,660,1,7.1%,6,42.9%,6,42.9%,1,7.1%,7,50%
5,8,2011,Black,685,645,104,15.2%,410,59.9%,170,24.8%,1,0.1%,171,25%
5,8,2011,Hispanic,438,646,55,12.6%,267,61%,115,26.3%,1,0.2%,116,26.5%
5,8,2011,White,35,670,5,14.3%,4,11.4%,23,65.7%,3,8.6%,26,74.3%
5,All Grades,2011,Asian,95,662,13,13.7%,36,37.9%,42,44.2%,4,4.2%,46,48.4%
5,All Grades,2011,Black,3431,653,684,19.9%,1814,52.9%,916,26.7%,17,0.5%,933,27.2%
5,All Grades,2011,Hispanic,2341,653,472,20.2%,1184,50.6%,664,28.4%,21,0.9%,685,29.3%
5,All Grades,2011,White,146,669,18,12.3%,36,24.7%,82,56.2%,10,6.8%,92,63%
6,3,2011,Asian,16,660,4,25%,3,18.8%,8,50%,1,6.3%,9,56.3%
6,3,2011,Black,111,653,26,23.4%,57,51.4%,26,23.4%,2,1.8%,28,25.2%
6,3,2011,Hispanic,1832,653,443,24.2%,759,41.4%,617,33.7%,13,0.7%,630,34.4%
6,3,2011,White,103,668,12,11.7%,28,27.2%,53,51.5%,10,9.7%,63,61.2%
6,4,2011,Asian,14,657,2,14.3%,5,35.7%,6,42.9%,1,7.1%,7,50%
6,4,2011,Black,152,657,21,13.8%,81,53.3%,49,32.2%,1,0.7%,50,32.9%
6,4,2011,Hispanic,1856,658,272,14.7%,919,49.5%,661,35.6%,4,0.2%,665,35.8%
6,4,2011,White,79,681,1,1.3%,19,24.1%,56,70.9%,3,3.8%,59,74.7%
6,5,2011,Asian,16,679,1,6.3%,5,31.3%,8,50%,2,12.5%,10,62.5%
6,5,2011,Black,105,662,16,15.2%,49,46.7%,36,34.3%,4,3.8%,40,38.1%
6,5,2011,Hispanic,1625,661,293,18%,731,45%,573,35.3%,28,1.7%,601,37%
6,5,2011,White,64,677,2,3.1%,19,29.7%,33,51.6%,10,15.6%,43,67.2%
6,6,2011,Asian,14,660,1,7.1%,4,28.6%,9,64.3%,0,0%,9,64.3%
6,6,2011,Black,101,651,31,30.7%,40,39.6%,29,28.7%,1,1%,30,29.7%
6,6,2011,Hispanic,1692,651,456,27%,773,45.7%,455,26.9%,8,0.5%,463,27.4%
6,6,2011,White,38,667,6,15.8%,10,26.3%,19,50%,3,7.9%,22,57.9%
6,7,2011,Asian,5,s,s,s,s,s,s,s,s,s,s,s
6,7,2011,Black,121,657,19,15.7%,67,55.4%,34,28.1%,1,0.8%,35,28.9%
6,7,2011,Hispanic,1923,653,374,19.4%,1118,58.1%,422,21.9%,9,0.5%,431,22.4%
6,7,2011,White,56,666,5,8.9%,20,35.7%,29,51.8%,2,3.6%,31,55.4%
6,8,2011,Asian,10,658,1,10%,3,30%,6,60%,0,0%,6,60%
6,8,2011,Black,155,642,25,16.1%,109,70.3%,21,13.5%,0,0%,21,13.5%
6,8,2011,Hispanic,1976,642,355,18%,1211,61.3%,406,20.5%,4,0.2%,410,20.7%
6,8,2011,White,42,656,3,7.1%,20,47.6%,19,45.2%,0,0%,19,45.2%
6,All Grades,2011,Asian,75,663,10,13.3%,22,29.3%,39,52%,4,5.3%,43,57.3%
6,All Grades,2011,Black,745,653,138,18.5%,403,54.1%,195,26.2%,9,1.2%,204,27.4%
6,All Grades,2011,Hispanic,10904,653,2193,20.1%,5511,50.5%,3134,28.7%,66,0.6%,3200,29.3%
6,All Grades,2011,White,382,671,29,7.6%,116,30.4%,209,54.7%,28,7.3%,237,62%
7,3,2011,Asian,6,660,2,33.3%,0,0%,4,66.7%,0,0%,4,66.7%
7,3,2011,Black,365,650,102,27.9%,169,46.3%,93,25.5%,1,0.3%,94,25.8%
7,3,2011,Hispanic,907,652,225,24.8%,411,45.3%,263,29%,8,0.9%,271,29.9%
7,3,2011,White,11,653,2,18.2%,5,45.5%,4,36.4%,0,0%,4,36.4%
7,4,2011,Asian,8,681,0,0%,2,25%,5,62.5%,1,12.5%,6,75%
7,4,2011,Black,383,655,66,17.2%,202,52.7%,114,29.8%,1,0.3%,115,30%
7,4,2011,Hispanic,937,657,160,17.1%,474,50.6%,298,31.8%,5,0.5%,303,32.3%
7,4,2011,White,15,660,1,6.7%,9,60%,5,33.3%,0,0%,5,33.3%
7,5,2011,Asian,10,674,1,10%,3,30%,3,30%,3,30%,6,60%
7,5,2011,Black,340,656,82,24.1%,167,49.1%,88,25.9%,3,0.9%,91,26.8%
7,5,2011,Hispanic,893,659,176,19.7%,459,51.4%,244,27.3%,14,1.6%,258,28.9%
7,5,2011,White,12,651,3,25%,6,50%,3,25%,0,0%,3,25%
7,6,2011,Asian,4,s,s,s,s,s,s,s,s,s,s,s
7,6,2011,Black,411,650,122,29.7%,200,48.7%,89,21.7%,0,0%,89,21.7%
7,6,2011,Hispanic,935,650,268,28.7%,456,48.8%,210,22.5%,1,0.1%,211,22.6%
7,6,2011,White,10,637,6,60%,4,40%,0,0%,0,0%,0,0%
7,7,2011,Asian,7,620,3,42.9%,4,57.1%,0,0%,0,0%,0,0%
7,7,2011,Black,367,651,66,18%,247,67.3%,54,14.7%,0,0%,54,14.7%
7,7,2011,Hispanic,965,650,211,21.9%,593,61.5%,159,16.5%,2,0.2%,161,16.7%
7,7,2011,White,4,s,s,s,s,s,s,s,s,s,s,s
7,8,2011,Asian,18,635,7,38.9%,7,38.9%,4,22.2%,0,0%,4,22.2%
7,8,2011,Black,398,639,80,20.1%,265,66.6%,53,13.3%,0,0%,53,13.3%
7,8,2011,Hispanic,948,641,172,18.1%,624,65.8%,152,16%,0,0%,152,16%
7,8,2011,White,10,626,5,50%,4,40%,1,10%,0,0%,1,10%
7,All Grades,2011,Asian,53,652,13,24.5%,19,35.8%,17,32.1%,4,7.5%,21,39.6%
7,All Grades,2011,Black,2264,650,518,22.9%,1250,55.2%,491,21.7%,5,0.2%,496,21.9%
7,All Grades,2011,Hispanic,5585,651,1212,21.7%,3017,54%,1326,23.7%,30,0.5%,1356,24.3%
7,All Grades,2011,White,62,647,18,29%,31,50%,13,21%,0,0%,13,21%
8,3,2011,Asian,104,662,13,12.5%,33,31.7%,57,54.8%,1,1%,58,55.8%
8,3,2011,Black,522,652,132,25.3%,217,41.6%,170,32.6%,3,0.6%,173,33.1%
8,3,2011,Hispanic,1474,655,317,21.5%,658,44.6%,477,32.4%,22,1.5%,499,33.9%
8,3,2011,White,176,662,28,15.9%,55,31.3%,89,50.6%,4,2.3%,93,52.8%
8,4,2011,Asian,115,678,7,6.1%,29,25.2%,75,65.2%,4,3.5%,79,68.7%
8,4,2011,Black,580,660,95,16.4%,267,46%,213,36.7%,5,0.9%,218,37.6%
8,4,2011,Hispanic,1469,659,236,16.1%,671,45.7%,553,37.6%,9,0.6%,562,38.3%
8,4,2011,White,155,670,16,10.3%,57,36.8%,78,50.3%,4,2.6%,82,52.9%
8,5,2011,Asian,107,675,6,5.6%,22,20.6%,71,66.4%,8,7.5%,79,73.8%
8,5,2011,Black,583,661,101,17.3%,268,46%,207,35.5%,7,1.2%,214,36.7%
8,5,2011,Hispanic,1556,661,244,15.7%,719,46.2%,563,36.2%,30,1.9%,593,38.1%
8,5,2011,White,157,668,9,5.7%,65,41.4%,78,49.7%,5,3.2%,83,52.9%
8,6,2011,Asian,101,664,8,7.9%,31,30.7%,59,58.4%,3,3%,62,61.4%
8,6,2011,Black,616,652,153,24.8%,283,45.9%,174,28.2%,6,1%,180,29.2%
8,6,2011,Hispanic,1443,653,374,25.9%,615,42.6%,446,30.9%,8,0.6%,454,31.5%
8,6,2011,White,139,662,16,11.5%,45,32.4%,70,50.4%,8,5.8%,78,56.1%
8,7,2011,Asian,112,666,7,6.3%,39,34.8%,63,56.3%,3,2.7%,66,58.9%
8,7,2011,Black,633,652,126,19.9%,386,61%,120,19%,1,0.2%,121,19.1%
8,7,2011,Hispanic,1449,652,291,20.1%,883,60.9%,266,18.4%,9,0.6%,275,19%
