Medallion Number,Garage/Agent,Telephone,Cross Streets,Borough,Zip Code,Hours of Operation,Fax #,Website,Languages,Location 1,Location 2
9G95,UNITED MANAGEMENT GROUP INC,718-392-4600,,Queens,11232,9a-6p/ M-F,N/A,N/A,"English, Spanish","43-10 39th Street
Queens, New York 11232
(40.654640000000086, -74.00049999999999)","N/A
"
9G96,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
9G97,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
9G98,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
9G99,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
9H10,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
9H11,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
9H12,MIDTOWN OPERATING CORP,718-937-2080,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","42-50 24th Street
Queens, New York 11101
(40.750022875345415, -73.9423642525135)","N/A
"
9H13,MIDTOWN OPERATING CORP,718-937-2080,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","42-50 24th Street
Queens, New York 11101
(40.750022875345415, -73.9423642525135)","N/A
"
9H14,MIDTOWN OPERATING CORP,718-937-2080,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","42-50 24th Street
Queens, New York 11101
(40.750022875345415, -73.9423642525135)","N/A
"
9H15,MIDTOWN OPERATING CORP,718-937-2080,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","42-50 24th Street
Queens, New York 11101
(40.750022875345415, -73.9423642525135)","N/A
"
9H16,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9H17,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9H18,MIDTOWN OPERATING CORP,718-937-2080,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","42-50 24th Street
Queens, New York 11101
(40.750022875345415, -73.9423642525135)","N/A
"
9H19,MIDTOWN OPERATING CORP,718-937-2080,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","42-50 24th Street
Queens, New York 11101
(40.750022875345415, -73.9423642525135)","N/A
"
9H20,MIDTOWN OPERATING CORP,718-937-2080,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","42-50 24th Street
Queens, New York 11101
(40.750022875345415, -73.9423642525135)","N/A
"
9H21,MIDTOWN OPERATING CORP,718-937-2080,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","42-50 24th Street
Queens, New York 11101
(40.750022875345415, -73.9423642525135)","N/A
"
9H22,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
9H23,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
9H24,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
9H25,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
9H26,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
9H27,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
9H28,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
9H29,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
9H30,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
9H31,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
9H32,AVENUE M MANAGEMENT CORP,718-627-7097,,Brooklyn,11230,24/7,N/A,N/A,"English, Urdu","1500 McDonald Avenue
Brooklyn, New York 11230
(40.61632023963897, -73.97452820750327)","N/A
"
9H33,AVENUE M MANAGEMENT CORP,718-627-7097,,Brooklyn,11230,24/7,N/A,N/A,"English, Urdu","1500 McDonald Avenue
Brooklyn, New York 11230
(40.61632023963897, -73.97452820750327)","N/A
"
9H34,MIDTOWN OPERATING CORP,718-937-2080,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","42-50 24th Street
Queens, New York 11101
(40.750022875345415, -73.9423642525135)","N/A
"
9H35,MIDTOWN OPERATING CORP,718-937-2080,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","42-50 24th Street
Queens, New York 11101
(40.750022875345415, -73.9423642525135)","N/A
"
9H36,MIDTOWN OPERATING CORP,718-937-2080,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","42-50 24th Street
Queens, New York 11101
(40.750022875345415, -73.9423642525135)","N/A
"
9H37,MIDTOWN OPERATING CORP,718-937-2080,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","42-50 24th Street
Queens, New York 11101
(40.750022875345415, -73.9423642525135)","N/A
"
9H38,MIDTOWN OPERATING CORP,718-937-2080,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","42-50 24th Street
Queens, New York 11101
(40.750022875345415, -73.9423642525135)","N/A
"
9H39,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
9H40,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
9H41,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
9H42,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
9H43,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
9H44,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
9H45,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
9H46,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
9H47,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
9H48,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
9H49,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
9H50,FA MANAGEMENT INC,718-204-9241,,Queens,11106,9a-6p/ M-F,,N/A,English,"11-06 Broadway
Queens, New York 11106
(40.76748052022034, -73.93589645210491)","dla217@aim.com
"
9H51,FA MANAGEMENT INC,718-204-9241,,Queens,11106,9a-6p/ M-F,,N/A,English,"11-06 Broadway
Queens, New York 11106
(40.76748052022034, -73.93589645210491)","dla217@aim.com
"
9H52,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
9H53,ARTHUR CAB LEASING CORP,718-392-3013,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Urdu","25-11B 41st Avenue
Queens, New York 11101
(40.745679999999936, -73.93815999999998)","N/A
"
9H54,ARTHUR CAB LEASING CORP,718-392-3013,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Urdu","25-11B 41st Avenue
Queens, New York 11101
(40.745679999999936, -73.93815999999998)","N/A
"
9H55,UTICA TAXI CENTER,718-774-9767,,Brooklyn,11203,9a-6p/ M-F,N/A,N/A,English,"465 Utica Avenue
Brooklyn, New York 11203
(40.66202970279221, -73.93148084009562)","N/A
"
9H56,UTICA TAXI CENTER,718-774-9767,,Brooklyn,11203,9a-6p/ M-F,N/A,N/A,English,"465 Utica Avenue
Brooklyn, New York 11203
(40.66202970279221, -73.93148084009562)","N/A
"
9H57,YELLOW CAB SLS JET MANAGEMENT CORP,718-752-9097,,Queens,11101,24/7,N/A,N/A,"English, Russian, Bangladesh","22-05 43rd Avenue
Queens, New York 11101
(40.749938431156295, -73.94424221969138)","N/A
"
9H58,YELLOW CAB SLS JET MANAGEMENT CORP,718-752-9097,,Queens,11101,24/7,N/A,N/A,"English, Russian, Bangladesh","22-05 43rd Avenue
Queens, New York 11101
(40.749938431156295, -73.94424221969138)","N/A
"
9H59,S&R MEDALLION CORP,212-957-9200,,Manhattan,10019,9a-5p/ M-F,N/A,N/A,"English, Urdu, Hindi","625 W 51st Street
Manhattan, New York 10019
(40.76706152259413, -73.99548558892087)","N/A
"
9H60,S&R MEDALLION CORP,212-957-9200,,Manhattan,10019,9a-5p/ M-F,N/A,N/A,"English, Urdu, Hindi","625 W 51st Street
Manhattan, New York 10019
(40.76706152259413, -73.99548558892087)","N/A
"
9H61,TUNNEL TAXI MANAGEMENT LLC,718-396-9020,,Queens,11101,24/7,N/A,N/A,"English, Russian","44-07 Vernon Boulevard
Queens, New York 11101
(40.74908717367135, -73.95213874379196)","N/A
"
9H62,TUNNEL TAXI MANAGEMENT LLC,718-396-9020,,Queens,11101,24/7,N/A,N/A,"English, Russian","44-07 Vernon Boulevard
Queens, New York 11101
(40.74908717367135, -73.95213874379196)","N/A
"
9H63,EXECUTIVE OWNERS HOLDING CORP,718-784-9292,,Queens,11101,9a-5:30p/ M-F,N/A,N/A,"English, Russian (partial)","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)","N/A
"
9H64,EXECUTIVE OWNERS HOLDING CORP,718-784-9292,,Queens,11101,9a-5:30p/ M-F,N/A,N/A,"English, Russian (partial)","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)","N/A
"
9H65,ON OUR WAY MANAGEMENT CORP INC,718-833-8110,,Brooklyn,11220,9a-5p/ M-F,N/A,N/A,English,"6814 5th Avenue
Brooklyn, New York 11220
(40.6337909910722, -74.02088244302831)","N/A
"
9H66,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9H68,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9H69,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9H70,CHECKER MANAGEMENT,718-361-6300,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","22-10 Jackson Avenue
Queens, New York 11101
(40.746581531043894, -73.94360639079504)","N/A
"
9H71,CHECKER MANAGEMENT,718-361-6300,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","22-10 Jackson Avenue
Queens, New York 11101
(40.746581531043894, -73.94360639079504)","N/A
"
9H72,CHECKER MANAGEMENT,718-361-6300,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","22-10 Jackson Avenue
Queens, New York 11101
(40.746581531043894, -73.94360639079504)","N/A
"
9H73,CHECKER MANAGEMENT,718-361-6300,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","22-10 Jackson Avenue
Queens, New York 11101
(40.746581531043894, -73.94360639079504)","N/A
"
9H74,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
9H75,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
9H76,28TH STREET MANAGEMENT,212-244-6553,,Manhattan,10001,9a-5p/ M-F,N/A,N/A,English,"313 10th Avenue
Manhattan, New York 10001
(40.750900705727645, -74.00182580922746)","N/A
"
9H77,28TH STREET MANAGEMENT,212-244-6553,,Manhattan,10001,9a-5p/ M-F,N/A,N/A,English,"313 10th Avenue
Manhattan, New York 10001
(40.750900705727645, -74.00182580922746)","N/A
"
9H78,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
9H79,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
9H80,RADAS MANAGEMENT CORP - BIG APPLE BROKERAGE,718-397-0504,,Queens,11377,9a-5p/ M-F,N/A,N/A,"English, Spanish, Hindi","55-10 37th Avenue
Queens, New York 11377
(40.75075681420293, -73.90662357920576)","N/A
"
9H81,RADAS MANAGEMENT CORP - BIG APPLE BROKERAGE,718-397-0504,,Queens,11377,9a-5p/ M-F,N/A,N/A,"English, Spanish, Hindi","55-10 37th Avenue
Queens, New York 11377
(40.75075681420293, -73.90662357920576)","N/A
"
9H82,BOULEVARD TAXI LEASING INC,718-932-3312,,Queens,11103,9a-5:30a/ M-F,N/A,N/A,"English, Russian","32-56 49th Street
Queens, New York 11103
(40.7541472582534, -73.91299077917319)","N/A
"
9H83,BOULEVARD TAXI LEASING INC,718-932-3312,,Queens,11103,9a-5:30a/ M-F,N/A,N/A,"English, Russian","32-56 49th Street
Queens, New York 11103
(40.7541472582534, -73.91299077917319)","N/A
"
9H84,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9H85,EAST WEST MANAGEMENT CO.,212-665-4900,,Manhattan,10027,9a-7p/ M-F,N/A,N/A,English,"415 W 127th Street
Manhattan, New York 10027
(40.81309781727401, -73.95412576879335)","N/A
"
9H86,EAST WEST MANAGEMENT CO.,212-665-4900,,Manhattan,10027,9a-7p/ M-F,N/A,N/A,English,"415 W 127th Street
Manhattan, New York 10027
(40.81309781727401, -73.95412576879335)","N/A
"
9H87,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
9H88,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
9H89,FA MANAGEMENT INC,718-204-9241,,Queens,11106,9a-6p/ M-F,,N/A,English,"11-06 Broadway
Queens, New York 11106
(40.76748052022034, -73.93589645210491)","dla217@aim.com
"
9H90,GREEN APPLE MANAGEMENT CORP,718-361-5555,,Queens,11106,9a-6p/ M-F,N/A,N/A,"English, Spanish, Italian (partial)","34-20 31st Street
Queens, New York 11106
(40.7593614506997, -73.9275931621103)","N/A
"
9H91,CHECKER MANAGEMENT,718-361-6300,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","22-10 Jackson Avenue
Queens, New York 11101
(40.746581531043894, -73.94360639079504)","N/A
"
9H92,CHECKER MANAGEMENT,718-361-6300,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","22-10 Jackson Avenue
Queens, New York 11101
(40.746581531043894, -73.94360639079504)","N/A
"
9H93,QUEENS MEDALLION LEASING INC,718-784-9292,,Queens,11101,9a-5:30p/ M-F,,http://qmlny.tripod.com/,"English, Spanish","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)",
9H94,QUEENS MEDALLION LEASING INC,718-784-9292,,Queens,11101,9a-5:30p/ M-F,,http://qmlny.tripod.com/,"English, Spanish","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)",
9H95,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9H96,GREEN APPLE MANAGEMENT CORP,718-361-5555,,Queens,11106,9a-6p/ M-F,N/A,N/A,"English, Spanish, Italian (partial)","34-20 31st Street
Queens, New York 11106
(40.7593614506997, -73.9275931621103)","N/A
"
9H97,GREEN APPLE MANAGEMENT CORP,718-361-5555,,Queens,11106,9a-6p/ M-F,N/A,N/A,"English, Spanish, Italian (partial)","34-20 31st Street
Queens, New York 11106
(40.7593614506997, -73.9275931621103)","N/A
"
9H98,GREEN APPLE MANAGEMENT CORP,718-361-5555,,Queens,11106,9a-6p/ M-F,N/A,N/A,"English, Spanish, Italian (partial)","34-20 31st Street
Queens, New York 11106
(40.7593614506997, -73.9275931621103)","N/A
"
9H99,GREEN APPLE MANAGEMENT CORP,718-361-5555,,Queens,11106,9a-6p/ M-F,N/A,N/A,"English, Spanish, Italian (partial)","34-20 31st Street
Queens, New York 11106
(40.7593614506997, -73.9275931621103)","N/A
"
9J10,AJB TAXI MANAGEMENT INC,212-956-3177,,Manhattan,10036,9a-5p/ M-F,N/A,N/A,English,"662 10th Avenue
Manhattan, New York 10036
(40.762512749657965, -73.99328753212242)","N/A
"
9J11,BOULEVARD TAXI LEASING INC,718-932-3312,,Queens,11103,9a-5:30a/ M-F,N/A,N/A,"English, Russian","32-56 49th Street
Queens, New York 11103
(40.7541472582534, -73.91299077917319)","N/A
"
9J12,BOULEVARD TAXI LEASING INC,718-932-3312,,Queens,11103,9a-5:30a/ M-F,N/A,N/A,"English, Russian","32-56 49th Street
Queens, New York 11103
(40.7541472582534, -73.91299077917319)","N/A
"
9J13,EAST WEST MANAGEMENT CO.,212-665-4900,,Manhattan,10027,9a-7p/ M-F,N/A,N/A,English,"415 W 127th Street
Manhattan, New York 10027
(40.81309781727401, -73.95412576879335)","N/A
"
9J14,ARTHUR CAB LEASING CORP,718-392-3013,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Urdu","25-11B 41st Avenue
Queens, New York 11101
(40.745679999999936, -73.93815999999998)","N/A
"
9J15,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
9J16,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
9J17,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9J18,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9J19,MIDTOWN OPERATING CORP,718-937-2080,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","42-50 24th Street
Queens, New York 11101
(40.750022875345415, -73.9423642525135)","N/A
"
9J20,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
9J21,MIDTOWN OPERATING CORP,718-937-2080,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","42-50 24th Street
Queens, New York 11101
(40.750022875345415, -73.9423642525135)","N/A
"
9J22,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
9J23,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
9J24,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
9J25,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
9J26,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
9J27,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
9J28,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
9J29,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
9J30,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
9J31,UTICA TAXI CENTER,718-774-9767,,Brooklyn,11203,9a-6p/ M-F,N/A,N/A,English,"465 Utica Avenue
Brooklyn, New York 11203
(40.66202970279221, -73.93148084009562)","N/A
"
9J32,UTICA TAXI CENTER,718-774-9767,,Brooklyn,11203,9a-6p/ M-F,N/A,N/A,English,"465 Utica Avenue
Brooklyn, New York 11203
(40.66202970279221, -73.93148084009562)","N/A
"
9J33,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
9J34,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
9J35,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9J36,28TH STREET MANAGEMENT,212-244-6553,,Manhattan,10001,9a-5p/ M-F,N/A,N/A,English,"313 10th Avenue
Manhattan, New York 10001
(40.750900705727645, -74.00182580922746)","N/A
"
9J37,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
9J38,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
9J39,28TH STREET MANAGEMENT,212-244-6553,,Manhattan,10001,9a-5p/ M-F,N/A,N/A,English,"313 10th Avenue
Manhattan, New York 10001
(40.750900705727645, -74.00182580922746)","N/A
"
9J40,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
9J41,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
9J42,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
9J43,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
