BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Address,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
3-00236-0078,"175 HICKS STREET
Brooklyn, NY
(40.696410828601124, -73.9952681208108)",BROOKLYN HEIGHTS,D4-ELEVATOR,24,1900,18300,417789,22.83,1870000,102,3-00265-0050,"56 COURT STREET
Brooklyn, NY
(40.692196389982534, -73.99119596833461)",BROOKLYN HEIGHTS,D7-ELEVATOR,48,1927,19622,459961,23.44,2060000,105,0.35,3-01932-0022,"309 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D2-ELEVATOR,35,1905,19291,428587,22.22,1920000,100,1.6
3-00236-0088,"145 HICKS STREET
Brooklyn, NY
(40.69723018013175, -73.99487795341527)",BROOKLYN HEIGHTS,D4-ELEVATOR,107,1935,113604,2385684,21,10700000,94,3-01946-0004,"379 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D5-ELEVATOR,86,1905,113924,1709714,15.01,6780000,60,1.7,3-08723-0410,"1511 CORBIN PLACE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BRIGHTON BEACH,D1-ELEVATOR,132,1951,109832,1689216,15.38,6870000,63,8.6
3-00236-0112,"70 CLARK STREET
Brooklyn, NY
(40.6975315237587, -73.99344249363024)",BROOKLYN HEIGHTS,D4-ELEVATOR,48,1960,30610,510880,16.69,2080000,68,3-00297-0019,"182 AMITY STREET
Brooklyn, NY
(40.68876793976408, -73.99458746144349)",COBBLE HILL,C1-WALK-UP,48,1900,35950,575302,16,2340000,65,0.6,3-01178-0087,"487 LINCOLN PLACE
Brooklyn, NY
(40.672080286310006, -73.96013186708203)",CROWN HEIGHTS,C1-WALK-UP,31,1920,26952,468417,17.38,1440000,53,2.5
3-00236-0133,"148 HENRY STREET
Brooklyn, NY
(40.69617444175369, -73.9936591186448)",BROOKLYN HEIGHTS,C6-WALK-UP,12,1840,4050,84645,20.9,378000,93,3-00970-0009,"283 5 AVENUE
Brooklyn, NY
(40.67384806116828, -73.98236420354428)",PARK SLOPE,C1-WALK-UP,16,1920,7652,269351,35.2,1350000,176,1.8,3-00146-0036,"406 ALBEE SQUARE
Brooklyn, NY
(40.69103473400113, -73.9835005854088)",DOWNTOWN-FULTON MALL,C1-WALK-UP,15,1905,9055,148593,16.41,604000,67,0.7
3-00237-0008,"161 HENRY STREET
Brooklyn, NY
(40.69578275505145, -73.99377259859254)",BROOKLYN HEIGHTS,D4-ELEVATOR,31,1906,51110,1026288,20.08,7195000,141,3-06264-0029,"2160 78 STREET
Brooklyn, NY
(40.60697514631586, -73.99005245849692)",BENSONHURST,D9-ELEVATOR,52,1991,51419,979251,19.04,2770000,54,6.2,,,,,,,,,,,,
3-00237-0017,"153 HENRY STREET
Brooklyn, NY
(40.69603757485943, -73.9936485405661)",BROOKLYN HEIGHTS,D4-ELEVATOR,74,1928,49013,1007217,20.55,4500000,92,3-01177-0007,"781 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,D5-ELEVATOR,63,1920,47925,872518,18.21,2680000,56,2.3,,,,,,,,,,,,
3-00238-0006,"123 PIERREPONT STREET
Brooklyn, NY
(40.695105553607, -73.99257293895238)",BROOKLYN HEIGHTS,C6-WALK-UP,14,1849,14905,503640,33.8,2440000,164,3-00146-0036,"406 ALBEE SQUARE
Brooklyn, NY
(40.69103473400113, -73.9835005854088)",DOWNTOWN-FULTON MALL,C1-WALK-UP,15,1905,9055,148593,16.41,604000,67,0.55,3-00172-0064,"375 STATE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",DOWNTOWN-FULTON MALL,C1-WALK-UP,20,1905,15200,248858,16.37,1010000,66,0.75
3-00238-0024,"28 MONROE PLACE
Brooklyn, NY
(40.69664662228256, -73.99235938216377)",BROOKLYN HEIGHTS,D4-ELEVATOR,35,1955,27294,843930,30.9,4895000,179,3-00178-0016,"404 STATE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BOERUM HILL,D1-ELEVATOR,60,1928,29214,702732,24.05,3140000,107,0.8,3-00193-0050,"129 BOERUM PLACE
Brooklyn, NY
(40.68785047746899, -73.99153634261823)",BOERUM HILL,D9-ELEVATOR,46,1999,42000,1188240,28.3,5760000,137,0.6
3-00238-0026,"22 MONROE PLACE
Brooklyn, NY
(40.69676497306161, -73.99230337688441)",BROOKLYN HEIGHTS,D4-ELEVATOR,53,1928,70645,2331285,33,11300000,160,3-01874-0001,"39 WAVERLY AVENUE
Brooklyn, NY
(40.696638202920575, -73.96848651587052)",NAVY YARD,D6-ELEVATOR,76,1920,70000,3305005,47.2,16600000,237,1.25,3-00275-0001,"200 CLINTON STREET
Brooklyn, NY
(40.69034763482251, -73.99434898464544)",BROOKLYN HEIGHTS,D7-ELEVATOR,94,1926,73032,1458823,19.98,6520000,89,0.4
3-00238-0035,"10 CLINTON STREET
Brooklyn, NY
(40.69610047390438, -73.99158861159269)",BROOKLYN HEIGHTS,D4-ELEVATOR,121,1971,212656,2790046,13.12,7880000,37.1,3-00250-0030,"182 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D6-ELEVATOR,187,1999,182000,6855305,37.7,34500000,190,0.15,3-08723-0410,"1511 CORBIN PLACE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BRIGHTON BEACH,D1-ELEVATOR,132,1951,109832,1689216,15.38,6870000,63,8.5
3-00238-0061,"24 CLINTON STREET
Brooklyn, NY
(40.69576271394904, -73.99175055991476)",BROOKLYN HEIGHTS,D4-ELEVATOR,60,1926,36480,891571,24.44,3980000,109,3-02764-0008,"692 METROPOLITAN AVENUE
Brooklyn, NY
(40.71435182261865, -73.94597265661777)",WILLIAMSBURG-EAST,D5-ELEVATOR,35,1930,37500,771774,20.58,3450000,92,2.75,3-00193-0050,"129 BOERUM PLACE
Brooklyn, NY
(40.68785047746899, -73.99153634261823)",BOERUM HILL,D9-ELEVATOR,46,1999,42000,1188240,28.3,5760000,137,0.6
3-00238-0065,"40 CLINTON STREET
Brooklyn, NY
(40.69537538413037, -73.99193192863936)",BROOKLYN HEIGHTS,D4-ELEVATOR,153,1964,116245,2942160,25.3,13100000,113,3-00250-0030,"182 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D6-ELEVATOR,187,1999,182000,6855305,37.7,34500000,190,0.15,3-08723-0410,"1511 CORBIN PLACE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BRIGHTON BEACH,D1-ELEVATOR,132,1951,109832,1689216,15.38,6870000,63,8.5
3-00241-0001,"200 HICKS STREET
Brooklyn, NY
(40.69550288862913, -73.99576431023434)",BROOKLYN HEIGHTS,D4-ELEVATOR,17,1910,39000,702000,18,2860000,73,3-00247-0028,"74 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D3-ELEVATOR,59,1912,54640,984472,18.02,4000000,73,0.05,3-01177-0007,"781 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,D5-ELEVATOR,63,1920,47925,872518,18.21,2680000,56,2.4
3-00241-0008,"65 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D4-ELEVATOR,42,1934,29000,475310,16.39,1930000,67,3-00242-0018,"191 HICKS STREET
Brooklyn, NY
(40.69586019482132, -73.99552357285327)",BROOKLYN HEIGHTS,D9-ELEVATOR,19,1920,24528,401914,16.39,1630000,66,0.1,3-00268-0039,"54 LIVINGSTON STREET
Brooklyn, NY
(40.69175587256905, -73.99208589968839)",BROOKLYN HEIGHTS,D9-ELEVATOR,32,1900,21040,396484,18.84,1610000,77,0.35
3-00241-0012,"57 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D4-ELEVATOR,128,1949,97938,1995976,20.38,8920000,91,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,558799,14.23,2220000,57,2.05,3-01079-0040,"70 PROSPECT PARK
Brooklyn, NY
(40.700642038028796, -73.98786881209446)",PARK SLOPE,D1-ELEVATOR,30,1920,36636,495008,13.51,1860000,51,2.15
3-00241-0028,"20 PIERREPONT STREET
Brooklyn, NY
(40.69607618473513, -73.99631740959609)",BROOKLYN HEIGHTS,D4-ELEVATOR,24,1934,29100,476949,16.39,1940000,67,3-00242-0018,"191 HICKS STREET
Brooklyn, NY
(40.69586019482132, -73.99552357285327)",BROOKLYN HEIGHTS,D9-ELEVATOR,19,1920,24528,401914,16.39,1630000,66,0.1,3-00268-0039,"54 LIVINGSTON STREET
Brooklyn, NY
(40.69175587256905, -73.99208589968839)",BROOKLYN HEIGHTS,D9-ELEVATOR,32,1900,21040,396484,18.84,1610000,77,0.35
3-00241-0036,"34 PIERREPONT STREET
Brooklyn, NY
(40.695916411183426, -73.99574932585662)",BROOKLYN HEIGHTS,C6-WALK-UP,11,1900,8555,165795,19.38,741000,87,3-01162-0010,"635 GRAND AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C1-WALK-UP,11,1931,6924,134098,19.37,599000,87,2.3,3-01162-0011,"633 GRAND AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C1-WALK-UP,11,1931,7280,141084,19.38,631000,87,2.3
3-00242-0012,"103 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D4-ELEVATOR,26,1900,38760,830626,21.43,3710000,96,3-00253-0007,"99 JORALEMON STREET
Brooklyn, NY
(40.693303242648284, -73.99578418454517)",BROOKLYN HEIGHTS,D3-ELEVATOR,32,1922,30480,653273,21.43,2920000,96,0.1,3-02425-0029,"399 HEWES STREET
Brooklyn, NY
(40.708645651376486, -73.95123344075785)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1917,25800,741492,28.7,2610000,101,2.45
3-00242-0027,"66 PIERREPONT STREET
Brooklyn, NY
(40.69560547231704, -73.99463967017441)",BROOKLYN HEIGHTS,D4-ELEVATOR,40,1912,54000,899100,16.65,3660000,68,3-00254-0081,"142 REMSEN STREET
Brooklyn, NY
(40.69367158124257, -73.99309397026552)",BROOKLYN HEIGHTS,D7-ELEVATOR,51,1936,41250,716046,17.36,2910000,71,0.15,3-00265-0006,"59 LIVINGSTON STREET
Brooklyn, NY
(40.691765672845165, -73.99190984647106)",BROOKLYN HEIGHTS,D1-ELEVATOR,43,1917,63224,1006882,15.93,4100000,65,0.25
3-00247-0009,"39 REMSEN STREET
Brooklyn, NY
(40.694797237247776, -73.99691779450673)",BROOKLYN HEIGHTS,C6-WALK-UP,16,1910,17600,330880,18.8,1350000,77,3-00396-0053,"311 BALTIC STREET
Brooklyn, NY
(40.68504638083661, -73.99225927747258)",BOERUM HILL,C1-WALK-UP,20,1900,17640,342456,19.41,1530000,87,0.7,3-00268-0039,"54 LIVINGSTON STREET
Brooklyn, NY
(40.69175587256905, -73.99208589968839)",BROOKLYN HEIGHTS,D9-ELEVATOR,32,1900,21040,396484,18.84,1610000,77,0.35
3-00247-0025,"62 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D4-ELEVATOR,43,1900,45000,820800,18.24,3340000,74,3-00254-0006,"141 JORALEMON STREET
Brooklyn, NY
(40.6929985611618, -73.99397694982594)",BROOKLYN HEIGHTS,D3-ELEVATOR,47,1923,46410,846432,18.24,3440000,74,0.15,3-00254-0081,"142 REMSEN STREET
Brooklyn, NY
(40.69367158124257, -73.99309397026552)",BROOKLYN HEIGHTS,D7-ELEVATOR,51,1936,41250,716046,17.36,2910000,71,0.15
3-00247-0027,"66 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,C6-WALK-UP,11,1940,11750,236842,20.16,1060000,90,3-00177-0034,"397 ATLANTIC AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BOERUM HILL,C1-WALK-UP,13,2004,14800,333422,22.53,1490000,101,0.8,3-00307-0006,"265 CLINTON STREET
Brooklyn, NY
(40.68723541333382, -73.99576968074265)",COBBLE HILL,C1-WALK-UP,14,1931,9500,164792,17.35,670000,71,0.6
3-00250-0014,"159 REMSEN STREET
Brooklyn, NY
(40.693471819540406, -73.99216535903378)",BROOKLYN HEIGHTS,D4-ELEVATOR,21,1930,20570,460768,22.4,2060000,100,3-00235-0042,"36 CLARK STREET
Brooklyn, NY
(40.69791574707, -73.99482062564938)",BROOKLYN HEIGHTS,D1-ELEVATOR,33,1910,24570,550296,22.4,2460000,100,0.3,3-02425-0029,"399 HEWES STREET
Brooklyn, NY
(40.708645651376486, -73.95123344075785)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1917,25800,741492,28.7,2610000,101,2.35
3-00251-0001,"1 GRACE COURT
Brooklyn, NY
(40.69453045372352, -73.99842465308134)",BROOKLYN HEIGHTS,D4-ELEVATOR,24,1926,46080,767232,16.65,3120000,68,3-00254-0081,"142 REMSEN STREET
Brooklyn, NY
(40.69367158124257, -73.99309397026552)",BROOKLYN HEIGHTS,D7-ELEVATOR,51,1936,41250,716046,17.36,2910000,71,0.15,3-00265-0006,"59 LIVINGSTON STREET
Brooklyn, NY
(40.691765672845165, -73.99190984647106)",BROOKLYN HEIGHTS,D1-ELEVATOR,43,1917,63224,1006882,15.93,4100000,65,0.3
3-00251-0043,"41 GRACE COURT
Brooklyn, NY
(40.694314937699474, -73.99764283315041)",BROOKLYN HEIGHTS,D4-ELEVATOR,33,1963,27664,473607,17.12,1930000,70,3-01091-0040,"136 PROSPECT PARK
Brooklyn, NY
(40.7005708318806, -73.98538827418518)",PARK SLOPE,D1-ELEVATOR,18,1931,20562,398394,19.38,1780000,87,2.25,3-02409-0027,"271 2 STREET
Brooklyn, NY
(40.67583015648056, -73.98767428412886)",WILLIAMSBURG-SOUTH,D9-ELEVATOR,35,1914,22308,394182,17.67,1210000,54,2.45
3-00251-0055,"19 GRACE COURT
Brooklyn, NY
(40.69443172452173, -73.99807404603257)",BROOKLYN HEIGHTS,D4-ELEVATOR,33,1926,41028,621984,15.16,2530000,62,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,558799,14.23,2220000,57,2,3-01079-0040,"70 PROSPECT PARK
Brooklyn, NY
(40.700642038028796, -73.98786881209446)",PARK SLOPE,D1-ELEVATOR,30,1920,36636,495008,13.51,1860000,51,2.15
3-00252-0008,"2 GRACE COURT
Brooklyn, NY
(40.69447915252656, -73.99845015025642)",BROOKLYN HEIGHTS,D4-ELEVATOR,144,1930,143418,2124020,14.81,8420000,59,3-01925-0007,"213 TAAFFE PLACE
Brooklyn, NY
(40.6921260857635, -73.95974625971935)",BEDFORD STUYVESANT,D1-ELEVATOR,90,1935,108000,1812951,16.79,7370000,68,2.05,3-01946-0004,"379 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D5-ELEVATOR,86,1905,113924,1709714,15.01,6780000,60,1.8
3-00253-0053,"60 REMSEN STREET
Brooklyn, NY
(40.694519300700726, -73.99613538479859)",BROOKLYN HEIGHTS,D4-ELEVATOR,87,1956,76730,1644323,21.43,7350000,96,3-00253-0007,"99 JORALEMON STREET
Brooklyn, NY
(40.693303242648284, -73.99578418454517)",BROOKLYN HEIGHTS,D3-ELEVATOR,32,1922,30480,653273,21.43,2920000,96,0,3-02305-0018,"193 9 STREET
Brooklyn, NY
(40.6712945215417, -73.99062423891033)",WILLIAMSBURG-NORTH,D9-ELEVATOR,68,1930,105718,2684180,25.4,13000000,123,2.75
3-00253-0057,"68 REMSEN STREET
Brooklyn, NY
(40.69443209486436, -73.99582927451584)",BROOKLYN HEIGHTS,D4-ELEVATOR,103,1928,66500,1212960,18.24,4930000,74,3-00254-0006,"141 JORALEMON STREET
Brooklyn, NY
(40.6929985611618, -73.99397694982594)",BROOKLYN HEIGHTS,D3-ELEVATOR,47,1923,46410,846432,18.24,3440000,74,0.1,3-00247-0028,"74 MONTAGUE STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,D3-ELEVATOR,59,1912,54640,984472,18.02,4000000,73,0.1
3-00253-0061,"76 REMSEN STREET
Brooklyn, NY
(40.694344889027995, -73.99552316423308)",BROOKLYN HEIGHTS,D4-ELEVATOR,26,1923,29472,512518,17.39,2080000,71,3-00268-0039,"54 LIVINGSTON STREET
Brooklyn, NY
(40.69175587256905, -73.99208589968839)",BROOKLYN HEIGHTS,D9-ELEVATOR,32,1900,21040,396484,18.84,1610000,77,0.25,3-00235-0042,"36 CLARK STREET
Brooklyn, NY
(40.69791574707, -73.99482062564938)",BROOKLYN HEIGHTS,D1-ELEVATOR,33,1910,24570,550296,22.4,2460000,100,0.2
3-00254-0001,"114 CLINTON STREET
Brooklyn, NY
(40.69311767301416, -73.99301044150174)",BROOKLYN HEIGHTS,D4-ELEVATOR,38,1924,48138,729772,15.16,2970000,62,3-00242-0018,"191 HICKS STREET
Brooklyn, NY
(40.69586019482132, -73.99552357285327)",BROOKLYN HEIGHTS,D9-ELEVATOR,19,1920,24528,401914,16.39,1630000,66,0.15,3-01948-0040,"91 CLIFTON PLACE
Brooklyn, NY
(40.68810450441841, -73.96046921535479)",CLINTON HILL,D5-ELEVATOR,22,1920,22500,341387,15.17,1390000,62,1.8
3-00254-0004,"151 JORALEMON STREET
Brooklyn, NY
(40.69292459192491, -73.9934433146168)",BROOKLYN HEIGHTS,C6-WALK-UP,20,1905,12450,311250,25,1390000,112,3-00470-0008,"451 COURT STREET
Brooklyn, NY
(40.677737475824514, -73.99810088641885)",CARROLL GARDENS,C7-WALK-UP,13,1920,12800,350720,27.4,1700000,133,1.15,3-00254-0066,"110 REMSEN STREET
Brooklyn, NY
(40.69397996955827, -73.99422472742312)",BROOKLYN HEIGHTS,D7-ELEVATOR,15,1900,13258,320158,24.15,1430000,108,0
3-00254-0019,"245 HENRY STREET
Brooklyn, NY
(40.69315247111073, -73.99503039651863)",BROOKLYN HEIGHTS,D4-ELEVATOR,56,1957,58803,836766,14.23,3320000,56,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,558799,14.23,2220000,57,1.85,3-02789-0011,"740 GRAND STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",WILLIAMSBURG-EAST,D5-ELEVATOR,27,1920,48000,811761,16.91,3300000,69,2.95
3-00254-0062,"100 REMSEN STREET
Brooklyn, NY
(40.694076340906925, -73.99457808903486)",BROOKLYN HEIGHTS,D4-ELEVATOR,81,1950,65920,999347,15.16,4060000,62,3-00242-0018,"191 HICKS STREET
Brooklyn, NY
(40.69586019482132, -73.99552357285327)",BROOKLYN HEIGHTS,D9-ELEVATOR,19,1920,24528,401914,16.39,1630000,66,0.15,3-01948-0040,"91 CLIFTON PLACE
Brooklyn, NY
(40.68810450441841, -73.96046921535479)",CLINTON HILL,D5-ELEVATOR,22,1920,22500,341387,15.17,1390000,62,1.8
3-00255-0025,"99 CLINTON STREET
Brooklyn, NY
(40.69318493027044, -73.99290087587642)",BROOKLYN HEIGHTS,C6-WALK-UP,11,1900,25900,409220,15.8,1660000,64,3-00182-0057,"103 SMITH STREET
Brooklyn, NY
(40.68825379886824, -73.98936844039507)",BOERUM HILL,C7-WALK-UP,28,1900,19200,287704,14.98,1140000,59,0.4,3-00020-0006,"25 JAY STREET
Brooklyn, NY
(40.70418821230073, -73.98654953086015)",DOWNTOWN-FULTON FERRY,C7-WALK-UP,28,1920,47735,793631,16.63,3230000,68,0.85
3-00258-0106,"65 ATLANTIC AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BROOKLYN HEIGHTS,C6-WALK-UP,16,1900,6920,148434,21.45,663000,96,3-01104-0002,"453 7 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",PARK SLOPE SOUTH,C7-WALK-UP,16,1921,5732,126824,22.13,567000,99,2.25,3-01150-0001,"305 FLATBUSH AVENUE
Brooklyn, NY
(40.6918209275785, -73.98229044239675)",PROSPECT HEIGHTS,C7-WALK-UP,13,1931,5541,95335,17.21,388000,70,1.65
3-00259-0047,"30 WILLOW PLACE
Brooklyn, NY
(40.693145764041404, -73.99786351412581)",BROOKLYN HEIGHTS,C6-WALK-UP,15,1900,13925,369430,26.5,1790000,129,3-00183-0047,"373 PACIFIC STREET
Brooklyn, NY
(40.68657970417705, -73.98588457687731)",BOERUM HILL,C1-WALK-UP,14,1930,10375,275239,26.5,1330000,128,0.75,3-00258-0048,"42 COLUMBIA PLACE
Brooklyn, NY
(40.69312873812375, -73.99863930586338)",BROOKLYN HEIGHTS,C1-WALK-UP,20,1900,11160,324731,29.1,1570000,141,0.05
3-00261-0018,"277 HICKS STREET
Brooklyn, NY
(40.693118169056, -73.99682619349038)",BROOKLYN HEIGHTS,C6-WALK-UP,18,1960,24925,593962,23.83,2650000,106,3-02558-0064,"109 GREENPOINT AVENUE
Brooklyn, NY
(40.73009052256537, -73.95575198434207)",GREENPOINT,C1-WALK-UP,16,1930,13000,285818,21.99,1280000,98,3.35,3-01824-0070,"377 PUTNAM AVENUE
Brooklyn, NY
(40.68450515333922, -73.94621545600121)",BEDFORD STUYVESANT,C1-WALK-UP,31,1910,16800,425603,25.3,1900000,113,2.75
3-00262-0055,"282 HENRY STREET
Brooklyn, NY
(40.69173316816489, -73.99579867365253)",BROOKLYN HEIGHTS,C6-WALK-UP,11,1900,5850,130162,22.25,582000,99,3-00657-0018,"158 26 STREET
Brooklyn, NY
(40.60060785635078, -74.00010262214717)",SUNSET PARK,C1-WALK-UP,12,1930,4500,121706,27,590000,131,2.25,3-00280-0027,"16 DEAN STREET
Brooklyn, NY
(40.6882290082979, -73.99232544437157)",BOERUM HILL,C1-WALK-UP,16,1900,7624,216408,28.4,1050000,138,0.35
3-00264-0010,"132 JORALEMON STREET
Brooklyn, NY
(40.69295004084468, -73.99402549915943)",BROOKLYN HEIGHTS,C6-WALK-UP,14,1900,8700,174000,20,778000,89,3-00216-0014,"58 MIDDAGH STREET
Brooklyn, NY
(40.70029324753504, -73.99278249962025)",BROOKLYN HEIGHTS,C1-WALK-UP,16,1900,8456,177420,20.98,793000,94,0.5,3-00236-0101,"50 CLARK STREET
Brooklyn, NY
(40.69775214160333, -73.99424391875333)",BROOKLYN HEIGHTS,C7-WALK-UP,14,1928,7250,145402,20.06,650000,90,0.3
3-00264-0017,"130 CLINTON STREET
Brooklyn, NY
(40.692638677842794, -73.99324419496145)",BROOKLYN HEIGHTS,D4-ELEVATOR,92,1926,93500,1330505,14.23,5270000,56,3-05099-0106,"522 OCEAN AVENUE
Brooklyn, NY
(40.65003105794815, -73.9610245528892)",FLATBUSH-CENTRAL,D7-ELEVATOR,99,1927,78889,1115068,14.13,4420000,56,3.4,3-06034-0041,"8502 4 AVENUE
Brooklyn, NY
(40.623526331909176, -74.02810830343962)",BAY RIDGE,D7-ELEVATOR,55,1925,64000,957100,14.95,3790000,59,5.1
3-00265-0001,"75 LIVINGSTON STREET
Brooklyn, NY
(40.69162780345564, -73.99144383296918)",BROOKLYN HEIGHTS,D4-ELEVATOR,109,1927,180000,3573000,19.85,16000000,89,3-02305-0018,"193 9 STREET
Brooklyn, NY
(40.6712945215417, -73.99062423891033)",WILLIAMSBURG-NORTH,D9-ELEVATOR,68,1930,105718,2684180,25.4,13000000,123,2.65,3-00051-0001,"65 WASHINGTON STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",DOWNTOWN-FULTON FERRY,D5-ELEVATOR,104,1914,123700,2126783,17.19,8650000,70,0.7
3-00266-0012,"77 LIVINGSTON STREET
Brooklyn, NY
(40.691607850513854, -73.99137356832084)",DOWNTOWN-FULTON MALL,D4-ELEVATOR,240,1964,260189,3960076,15.22,16100000,62,3-00236-0015,"55 PIERREPONT STREET
Brooklyn, NY
(40.695829631477615, -73.99523151776565)",BROOKLYN HEIGHTS,D7-ELEVATOR,191,1928,157042,2390870,15.22,6750000,43,0.35,3-01946-0004,"379 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D5-ELEVATOR,86,1905,113924,1709714,15.01,6780000,60,1.35
3-00268-0015,"11 SCHERMERHORN STREET
Brooklyn, NY
(40.6914336698983, -73.99326071286495)",BROOKLYN HEIGHTS,D4-ELEVATOR,29,1914,31920,483907,15.16,1970000,62,3-00242-0018,"191 HICKS STREET
Brooklyn, NY
(40.69586019482132, -73.99552357285327)",BROOKLYN HEIGHTS,D9-ELEVATOR,19,1920,24528,401914,16.39,1630000,66,0.3,3-01948-0040,"91 CLIFTON PLACE
Brooklyn, NY
(40.68810450441841, -73.96046921535479)",CLINTON HILL,D5-ELEVATOR,22,1920,22500,341387,15.17,1390000,62,1.65
