Affiliated Base License Number,License Number,Name of Licensee,License Type,DMV License Plate,VIN,Model Year,License Expiration Date
B90640,5282830,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T501708C,1FTSS34L69DA79625,2009,12/19/2011 08:00:00 AM +0000
B90640,5282842,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T501707C,1FTSS34L69DA32031,2009,12/19/2011 08:00:00 AM +0000
B90640,5289746,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T507796C,1FBSS31L96HA73959,2006,03/10/2012 08:00:00 AM +0000
B90640,5291010,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T507835C,1FTSS34L06DB20097,2006,03/19/2012 07:00:00 AM +0000
B90640,5291939,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T504331C,1FBSS31L66HB38511,2006,03/28/2012 07:00:00 AM +0000
B90640,5293021,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T508501C,1FBSS31L36DB40062,2006,04/04/2012 07:00:00 AM +0000
B90640,5293700,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T501855C,1FTSS34L86DB06397,2006,04/11/2012 07:00:00 AM +0000
B90640,5294340,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T504373C,1FBSS31L88DA38386,2008,04/16/2012 07:00:00 AM +0000
B90640,5303483,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T511855C,1FTSS34LX8DB06906,2008,07/16/2012 07:00:00 AM +0000
B90640,5303894,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T504651C,1FBSS31L18DA76350,2008,07/24/2012 07:00:00 AM +0000
B90640,5303897,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T504652C,1FBSS31L38DA76351,2008,07/28/2012 07:00:00 AM +0000
B90640,5305974,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T507113C,1FBSS31L26DB33491,2006,08/14/2012 07:00:00 AM +0000
B90640,5306572,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T507154C,1FTSS34L18DB06907,2008,08/20/2012 07:00:00 AM +0000
B90640,5306574,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T510771C,1FBSS31LX6DB40141,2006,08/20/2012 07:00:00 AM +0000
B90640,5306576,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T510772C,1FBSS31L56DB40144,2006,08/20/2012 07:00:00 AM +0000
B90640,5307187,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T510754C,1FBSS31L96DB38011,2006,08/29/2012 07:00:00 AM +0000
B90640,5307193,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T605168C,1FBSS31L96DB38140,2006,08/29/2012 07:00:00 AM +0000
B90640,5307597,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T507164C,1FTSS34L98DB08176,2008,09/11/2012 07:00:00 AM +0000
B90640,5308137,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T507177C,1FBSS31L77DA02302,2007,09/23/2012 07:00:00 AM +0000
B90640,5308148,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T507180C,1FBSS31L07DA59490,2007,09/23/2012 07:00:00 AM +0000
B90640,5308150,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T507179C,1FBSS31L16DB38150,2006,09/23/2012 07:00:00 AM +0000
B90640,5308151,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T507178C,1FBSS31LX7DA59433,2007,09/23/2012 07:00:00 AM +0000
B90640,5308707,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T507198C,1FTSS34L38DB41092,2008,10/07/2012 07:00:00 AM +0000
B90640,5308712,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T507197C,1FTSS34L78DB41094,2008,09/29/2012 07:00:00 AM +0000
B90640,5309072,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T513903C,1FBSS31L66HB34748,2006,09/30/2012 07:00:00 AM +0000
B90640,5309074,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T504479C,1FTSS34L98DB41095,2008,09/30/2012 07:00:00 AM +0000
B90640,5309887,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T513913C,1FTSS34L08DB41096,2008,10/03/2012 07:00:00 AM +0000
B90640,5309888,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T513912C,1FTSS34LX8DB41090,2008,10/03/2012 07:00:00 AM +0000
B90640,5310031,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T512062C,1FBSS31L66DB24406,2006,10/08/2012 07:00:00 AM +0000
B90640,5310562,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T514905C,1FBSS31L16HA63491,2006,10/10/2012 07:00:00 AM +0000
B90640,5310568,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T514904C,1FBSS31L16HA54256,2006,10/10/2012 07:00:00 AM +0000
B90640,5311348,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T514008C,1FTSS34L18DB41091,2008,10/17/2012 07:00:00 AM +0000
B90640,5312134,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T513941C,1FTSS34L08DB49263,2008,10/24/2012 07:00:00 AM +0000
B90640,5315889,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T514099C,1FTSS34L59DA16676,2009,12/04/2012 08:00:00 AM +0000
B90640,5315894,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T605125C,1FTSS34L19DA16674,2009,12/04/2012 08:00:00 AM +0000
B90640,5319300,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T516415C,1FTSS34L39DA25523,2009,01/13/2013 08:00:00 AM +0000
B90640,5324163,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T516511C,1FTSS34L49DA28706,2009,03/04/2013 08:00:00 AM +0000
B90640,5324165,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T516512C,1FTSS34L19DA25522,2009,03/04/2013 08:00:00 AM +0000
B90640,5328276,"GREAT AMBULETTE SERVICE,INC",Paratransit Vehicle,T516624C,1FTSS34L99DA28703,2009,04/07/2013 07:00:00 AM +0000
B90640,5328286,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T516625C,1FTSS34L59DA32036,2009,04/07/2013 07:00:00 AM +0000
B90640,5337133,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T519401C,1FTSS34LX9DA32033,2009,07/10/2013 07:00:00 AM +0000
B90640,5337975,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T519329C,1FTSS34LX9DA39807,2009,07/15/2013 07:00:00 AM +0000
B90640,5337979,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T519328C,1FTSS34L29DA39803,2009,07/15/2013 07:00:00 AM +0000
B90640,5340134,"GREAT AMBULETTE SERVICE,INC",Paratransit Vehicle,T519426C,1FTSS34L19DA39808,2009,08/05/2013 07:00:00 AM +0000
B90640,5340139,"GREAT AMBULETTE SERVICE,INC",Paratransit Vehicle,T519427C,1FTSS34L99DA73821,2009,08/05/2013 07:00:00 AM +0000
B90640,5346855,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T523719C,1FTSSEL3ADA00379,2010,10/26/2013 07:00:00 AM +0000
B90640,5349008,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T523843C,1FTSSEL7ADA00384,2010,11/19/2011 08:00:00 AM +0000
B90640,5349012,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T527612C,1FTSS3EL8ADA00362,2010,11/19/2011 08:00:00 AM +0000
B90640,5349013,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T527611C,1FTSSEL8ADA00359,2010,11/19/2011 08:00:00 AM +0000
B90640,5349017,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T523837C,1FTSSEL3ADA00382,2010,11/19/2011 08:00:00 AM +0000
B90640,5349020,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T523836C,1FTSS3ELXADA00363,2010,11/19/2011 08:00:00 AM +0000
B90640,5351658,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T523915C,1FTSS3EL1ADA00381,2010,12/21/2011 08:00:00 AM +0000
B90640,5351659,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T523914C,1FTSS3EL1ADA00364,2010,12/21/2011 08:00:00 AM +0000
B90640,5351662,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T525823C,1FTSS34L09DA79622,2009,12/21/2011 08:00:00 AM +0000
B90640,5395126,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T608577C,1FTSS3EL4ADA98452,2010,04/07/2013 07:00:00 AM +0000
B90640,5395129,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T608578C,1FTSS3EL6BDA25603,2011,04/07/2013 07:00:00 AM +0000
B90640,5395132,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T608576C,1FTSS3EL5ADA98458,2010,04/07/2013 07:00:00 AM +0000
B90640,5403590,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T611144C,1FTSS3EL1BDA70450,2011,07/06/2013 07:00:00 AM +0000
B90640,5405745,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T611213C,1FTSS3EL3BDA81918,2011,07/20/2013 07:00:00 AM +0000
B90640,5406885,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T611249C,1FTSS3EL1BDA81917,2011,08/01/2013 07:00:00 AM +0000
B90640,5406889,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T611271C,1FTSS3EL4BDA81913,2011,08/01/2013 07:00:00 AM +0000
B90640,5406891,GREAT AMBULETTE SERVICE INC,Paratransit Vehicle,T611270C,1FTSS3EL4BDA81927,2011,08/01/2013 07:00:00 AM +0000
B90643,5266811,MR TRANSPORTATION INC,Paratransit Vehicle,60526LA,1FTNS24W78DA21846,2008,06/28/2013 07:00:00 AM +0000
B90643,5266821,MR TRANSPORTATION INC,Paratransit Vehicle,59993LA,1FTNS24W36DB34450,2006,06/28/2013 07:00:00 AM +0000
B90643,5266835,MR TRANSPORTATION INC,Paratransit Vehicle,64357LA,1FTSS3EL6ADA64075,2010,06/28/2013 07:00:00 AM +0000
B90643,5266852,MR TRANSPORTATION INC,Paratransit Vehicle,64358LA,1FTNS24W38DA21844,2008,06/28/2013 07:00:00 AM +0000
B90643,5309544,MR TRANSPORTATION INC,Paratransit Vehicle,67760LA,1FBSS31L37DA86389,2007,09/19/2012 07:00:00 AM +0000
B90643,5309548,MR TRANSPORTATION INC,Paratransit Vehicle,67762LA,1FBSS31L27DA33764,2007,09/19/2012 07:00:00 AM +0000
B90643,5309555,MR TRANSPORTATION INC,Paratransit Vehicle,67761LA,1FBSS31L87DA41819,2007,09/19/2012 07:00:00 AM +0000
B90643,5312928,MR TRANSPORTATION INC,Paratransit Vehicle,67773LA,1FBSS31L66DA81069,2006,10/24/2012 07:00:00 AM +0000
B90643,5315349,MR TRANSPORTATION INC,Paratransit Vehicle,67781LA,1FBSS31L63HA81268,2003,11/20/2012 08:00:00 AM +0000
B90643,5317922,MR TRANSPORTATION INC,Paratransit Vehicle,67785LA,1FTSS34L64HA97074,2004,12/18/2012 08:00:00 AM +0000
B90643,5317924,MR TRANSPORTATION INC,Paratransit Vehicle,67784LA,1FBSS31L93HA10436,2003,12/18/2012 08:00:00 AM +0000
B90643,5341257,MR TRANSPORTATION INC,Paratransit Vehicle,73545LA,1FTNS24W76DB34449,2006,08/13/2013 07:00:00 AM +0000
B90643,5352402,MR TRANSPORTATION INC,Paratransit Vehicle,T525430C,1FBSS31L28DB19769,2008,01/13/2012 08:00:00 AM +0000
B90643,5381679,MR TRANSPORTATION INC,Paratransit Vehicle,76679LA,1FBSS3BL3ADA49882,2010,11/17/2012 08:00:00 AM +0000
B90643,5384709,MR TRANSPORTATION INC,Paratransit Vehicle,76674LA,1FBSS3BL6ADA64022,2010,12/20/2012 08:00:00 AM +0000
B90647,5287063,APOLLO NY-CITY AMBULETTE INC,Paratransit Vehicle,T508207C,1FTNS24W88DA01587,2008,02/06/2012 08:00:00 AM +0000
B90647,5315961,APOLLO NY-CITY AMBULETTE INC,Paratransit Vehicle,T515874C,1FTNS24W98DB08602,2008,12/04/2012 08:00:00 AM +0000
B90647,5322297,APOLLO NY-CITY AMBULETTE INC,Paratransit Vehicle,T516271C,1FTNS24W99DA21770,2009,02/10/2013 08:00:00 AM +0000
B90647,5344930,APOLLO NY-CITY AMBULETTE INC,Paratransit Vehicle,T524534C,1FTNE24W29DA79632,2009,10/01/2011 07:00:00 AM +0000
B90647,5368504,APOLLO NY-CITY AMBULETTE INC,Paratransit Vehicle,T527528C,1FTNE2EW1ADA23300,2010,06/29/2012 07:00:00 AM +0000
B90647,5369515,APOLLO NY-CITY AMBULETTE INC,Paratransit Vehicle,T603052C,1FTNS24W18DA65535,2008,07/15/2012 07:00:00 AM +0000
B90647,5388010,APOLLO NY-CITY AMBULETTE INC,Paratransit Vehicle,T606500C,1FTNE2EW9BDA26785,2011,02/03/2013 08:00:00 AM +0000
B90648,5289379,MEGA LINE INC,Paratransit Vehicle,T501759C,1FTNE24W16DB03849,2006,03/05/2012 08:00:00 AM +0000
B90648,5289382,MEGA LINE INC,Paratransit Vehicle,T501833C,1FBSS31L18DA28914,2008,03/05/2012 08:00:00 AM +0000
B90648,5289384,MEGA LINE INC,Paratransit Vehicle,T501761C,1FTNE24W98DA14453,2008,03/05/2012 08:00:00 AM +0000
B90648,5289388,MEGA LINE INC,Paratransit Vehicle,T506450C,1FBNE31L46DA82273,2006,03/06/2012 08:00:00 AM +0000
B90648,5289391,MEGA LINE INC,Paratransit Vehicle,T526727C,1FBNE31L69DA20989,2009,03/06/2012 08:00:00 AM +0000
B90648,5289517,MEGA LINE INC,Paratransit Vehicle,T501834C,1FBNE31L97DA75093,2007,03/06/2012 08:00:00 AM +0000
B90648,5292564,MEGA LINE INC,Paratransit Vehicle,T506749C,1FTNE24W19DA25514,2009,04/04/2012 07:00:00 AM +0000
B90648,5293620,MEGA LINE INC,Paratransit Vehicle,T505395C,1FTNE24W38DA72686,2008,04/10/2012 07:00:00 AM +0000
B90648,5296388,MEGA LINE INC,Paratransit Vehicle,T508475C,1FTNE2EWXADB02643,2010,05/09/2012 07:00:00 AM +0000
B90648,5305141,MEGA LINE INC,Paratransit Vehicle,T526716C,1FBNE31L67DA62768,2007,11/24/2012 08:00:00 AM +0000
B90648,5305736,MEGA LINE INC,Paratransit Vehicle,T513625C,1FTNE24W38DB41117,2008,08/07/2012 07:00:00 AM +0000
B90648,5335433,MEGA LINE INC,Paratransit Vehicle,T521802C,1FBNE31L69DA53359,2009,06/23/2013 07:00:00 AM +0000
B90648,5339989,MEGA LINE INC,Paratransit Vehicle,T521877C,1FTNE24W69DA73817,2009,08/04/2013 07:00:00 AM +0000
B90648,5348501,MEGA LINE INC,Paratransit Vehicle,T524602C,1FTNE24W59DA79639,2009,11/17/2011 08:00:00 AM +0000
B90648,5355236,MEGA LINE INC,Paratransit Vehicle,T526627C,1FTNE2EW8ADA00337,2010,02/17/2012 08:00:00 AM +0000
B90648,5392335,MEGA LINE INC,Paratransit Vehicle,T608890C,1FBNE3BL3BDA45322,2011,03/15/2013 07:00:00 AM +0000
B90648,5393928,MEGA LINE INC,Paratransit Vehicle,T609087C,1FTNE2EW9BDA24258,2011,04/04/2013 07:00:00 AM +0000
B90650,5274707,JEWISH HOME LIFECARE TRANSP. SVCS LLC,Paratransit Vehicle,T497171C,1FTNS24WX7DB37072,2007,09/26/2013 07:00:00 AM +0000
B90651,5294570,AFFORDABLE SENIOR CARE INC,Paratransit Vehicle,T508385C,1FMRE11W75HA08764,2005,04/14/2012 07:00:00 AM +0000
B90651,5297614,AFFORDABLE SENIOR CARE INC,Paratransit Vehicle,T504518C,1FBSS31L44HB52758,2004,05/21/2012 07:00:00 AM +0000
B90651,5302515,AFFORDABLE SENIOR CARE INC,Paratransit Vehicle,T612250C,1FMRE11L16DA44092,2006,07/11/2012 07:00:00 AM +0000
B90651,5331845,AFFORDABLE SENIOR CARE INC/ASC.TRNSPRTN.,Paratransit Vehicle,T511299C,1FTNE24W69DA50778,2009,05/18/2013 07:00:00 AM +0000
B90651,5331849,AFFORDABLE SENIOR CARE INC,Paratransit Vehicle,T521655C,5TDZK23C68S163912,2008,06/24/2013 07:00:00 AM +0000
B90651,5331854,AFFORDABLE SENIOR CARE INC/ASC TRNSPRTN.,Paratransit Vehicle,T521529C,1FTNE24W09DA50775,2009,05/18/2013 07:00:00 AM +0000
B90651,5331858,AFFORDABLE SENIOR CARE INC/ASC TRNSPRTN.,Paratransit Vehicle,T521530C,1FTNE24W49DA50780,2009,05/18/2013 07:00:00 AM +0000
B90651,5333286,AFFORDABLE SENIOR CARE INC/DBA ASC TRA,Paratransit Vehicle,T521653C,1FTNE24WX9DA50783,2009,06/09/2013 07:00:00 AM +0000
B90651,5345768,AFFORDABLE SENIOR CARE INC,Paratransit Vehicle,69359LA,1FTNE14W08DB06674,2008,10/07/2011 07:00:00 AM +0000
B90653,5373226,LAKEVILLE AMBULETTE TRANSPORTATION LLC,Paratransit Vehicle,T603298C,1FTNS2EW8ADA94101,2010,09/03/2012 07:00:00 AM +0000
B90653,5381017,LAKEVILLE AMBULETTE TRANSPORTATION LLC,Paratransit Vehicle,T604788C,1FTNS2EW6ADA94100,2010,11/17/2012 08:00:00 AM +0000
B90654,5284355,JAMES KUSI APPOUGH,Paratransit Vehicle,T499615C,1FBNE31L06DA82366,2006,01/09/2012 08:00:00 AM +0000
B90655,5304763,MR. D'S AMBULETTE SERVICE INC.,Paratransit Vehicle,T515971C,1FBNE31L87DA55367,2007,08/08/2012 07:00:00 AM +0000
B90656,5302966,CHELSEA EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T525585C,1FMNE11L07DA19538,2007,07/17/2012 07:00:00 AM +0000
B90656,5303341,CHELSEA EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T511854C,1FBNE31L15HA17694,2005,07/15/2012 07:00:00 AM +0000
B90656,5308345,CHELSEA EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T512010C,1FTNE24W78DA70617,2008,09/22/2012 07:00:00 AM +0000
B90656,5318406,CHELSEA EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T515093C,1FTNE24W29DA26901,2009,01/05/2013 08:00:00 AM +0000
B90656,5323280,CHELSEA EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T515183C,1FTNE24W09DA26900,2009,02/23/2013 08:00:00 AM +0000
B90656,5323679,CHELSEA EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T515197C,1FTNS24W58DA92222,2008,03/02/2013 08:00:00 AM +0000
B90656,5327915,CHELSEA EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T517950C,1FBNE31L08DB11299,2008,04/06/2013 07:00:00 AM +0000
B90656,5336351,CHELSEA EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T522166C,1FTNE24W19DA29871,2009,06/30/2013 07:00:00 AM +0000
B90656,5353727,CHELSEA EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T525836C,2D4GP44L46R908748,2006,01/15/2012 08:00:00 AM +0000
B90656,5353836,CHELSEA EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T525888C,1A4GP45R96B595804,2006,01/26/2012 08:00:00 AM +0000
B90656,5358889,CHELSEA EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T525644C,2FMZA51297BA31768,2007,03/24/2012 07:00:00 AM +0000
B90656,5371378,CHELSEA EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T603705C,1FTNE1EW5ADA85308,2010,08/06/2012 07:00:00 AM +0000
B90656,5393014,CHELSEA EXPRESS TRANSPORTATION INC,Paratransit Vehicle,T609279C,1FTNE2EW1BDA00245,2011,04/04/2013 07:00:00 AM +0000
B90657,5304374,DIANE TRANSPORTATION INC,Paratransit Vehicle,T513843C,1FBNE31L46HA02849,2006,07/23/2012 07:00:00 AM +0000
B90657,5305517,DIANE TRANSPORTATION INC,Paratransit Vehicle,DIAN2,1FBNE31L97DA26590,2007,08/06/2012 07:00:00 AM +0000
B90657,5306591,DIANE TRANSPORTATION INC,Paratransit Vehicle,T513730C,1A4GJ45R77B240696,2007,08/20/2012 07:00:00 AM +0000
B90657,5311875,DIANE TRANSPORTATION INC,Paratransit Vehicle,T514322C,1GNDV23128D206841,2008,10/23/2012 07:00:00 AM +0000
B90657,5329063,DIANE TRANSPORTATION INC,Paratransit Vehicle,T517465C,1FBNE31L88DA73434,2008,04/14/2013 07:00:00 AM +0000
B90657,5339946,DIANE TRANSPORTATION INC,Paratransit Vehicle,T521876C,1FTNE24W49DA28696,2009,08/03/2013 07:00:00 AM +0000
B90657,5339949,DIANE TRANSPORTATION INC,Paratransit Vehicle,T603711C,1FBNE31L67DA84933,2007,08/04/2013 07:00:00 AM +0000
B90657,5341564,DIANE TRANSPORTATION INC,Paratransit Vehicle,T524403C,1FBSS31L56DA34518,2006,08/20/2013 07:00:00 AM +0000
B90657,5347624,DIANE TRANSPORTATION INC,Paratransit Vehicle,T524722C,1FTNE24W29DA85284,2009,10/30/2011 07:00:00 AM +0000
B90657,5363133,DIANE TRANSPORTATION INC,Paratransit Vehicle,T527190C,1FBNE31L57DA87287,2007,05/04/2012 07:00:00 AM +0000
B90657,5369582,DIANE TRANSPORTATION INC,Paratransit Vehicle,T603607C,1FBNE31L39DA40181,2009,07/15/2012 07:00:00 AM +0000
B90657,5373961,DIANE TRANSPORTATION INC,Paratransit Vehicle,T603293C,1FTNE2EW0ADA85559,2010,09/03/2012 07:00:00 AM +0000
B90660,5312732,G & M AMBULETTE SERVICE INC,Paratransit Vehicle,T504689C,1FTNE24W88DB59824,2008,12/04/2012 08:00:00 AM +0000
B90660,5312735,G & M AMBULETTE SERVICE INC,Paratransit Vehicle,T504688C,1FTNE24W28DB59821,2008,12/09/2012 08:00:00 AM +0000
B90660,5317822,G & M AMBULETTE SERVICE INC,Paratransit Vehicle,T510873C,1FTNE24W68DB59823,2008,12/23/2012 08:00:00 AM +0000
B90660,5317838,G & M AMBULETTE SERVICE INC,Paratransit Vehicle,T605700C,1FTNE24W48DB59822,2008,12/23/2012 08:00:00 AM +0000
B90660,5367144,G & M AMBULETTE SERVICE INC,Paratransit Vehicle,T520633C,1FTNE24W97DA63330,2007,06/18/2012 07:00:00 AM +0000
B90660,5367902,G & M AMBULETTE SERVICE INC,Paratransit Vehicle,T528726C,1FTNE2EW4ADA63998,2010,06/29/2012 07:00:00 AM +0000
B90660,5367910,G & M AMBULETTE SERVICE INC,Paratransit Vehicle,T529834C,1FBNE31L75HB02085,2005,06/21/2012 07:00:00 AM +0000
B90660,5368430,G & M AMBULETTE SERVICE INC,Paratransit Vehicle,T528725C,1FTNE2EW1ADA85554,2010,07/01/2012 07:00:00 AM +0000
B90660,5368655,G & M AMBULETTE SERVICE INC,Paratransit Vehicle,T529804C,1FBNE31L26DA20287,2006,06/29/2012 07:00:00 AM +0000
B90660,5369098,G & M AMBULETTE SERVICE INC,Paratransit Vehicle,T602507C,1FBSS31L63HA49520,2003,07/08/2012 07:00:00 AM +0000
B90660,5369801,G & M AMBULETTE SERVICE INC,Paratransit Vehicle,T529703C,1FTNE2EWXADA22369,2010,07/15/2012 07:00:00 AM +0000
B90660,5370687,G & M AMBULETTE SERVICE INC,Paratransit Vehicle,T602565C,1FTNE2EW0ADA63996,2010,07/30/2012 07:00:00 AM +0000
B90660,5384494,G & M AMBULETTE SERVICE INC,Paratransit Vehicle,T602742C,2D4RN5D12AR283651,2010,12/21/2012 08:00:00 AM +0000
B90660,5390865,G & M AMBULETTE SERVICE INC,Paratransit Vehicle,T608911C,1FTSS3EL9BDA26115,2011,03/07/2013 08:00:00 AM +0000
B90660,5398711,G & M AMBULETTE SERVICE INC,Paratransit Vehicle,T608097C,5TDYK3DC1BS127309,2011,05/17/2013 07:00:00 AM +0000
B90660,5399646,G & M AMBULETTE SERVICE INC,Paratransit Vehicle,T605805C,5FNRL38607B404632,2007,05/17/2013 07:00:00 AM +0000
B90662,5311537,MAYOOR TRANSPORTATION INC,Paratransit Vehicle,67415LA,1FTNE24W56DA44725,2006,10/10/2012 07:00:00 AM +0000
B90662,5311568,MAYOOR TRANSPORTATION INC,Paratransit Vehicle,62811LA,1FTNE24W56HB34174,2006,10/10/2012 07:00:00 AM +0000
B90662,5313650,MAYOOR TRANSPORTATION INC,Paratransit Vehicle,62948LA,1FTNE24W26DA44732,2006,11/03/2012 07:00:00 AM +0000
B90662,5313659,MAYOOR TRANSPORTATION INC,Paratransit Vehicle,71290LA,1FTNE24W84HB39592,2004,11/03/2012 07:00:00 AM +0000
B90662,5338522,MAYOOR TRANSPORTATION INC,Paratransit Vehicle,71091LA,1FTNE24W38DB60332,2008,07/13/2013 07:00:00 AM +0000
B90662,5345695,MAYOOR TRANSPORTATION INC,Paratransit Vehicle,71877LA,1FTNE24W39DA81342,2009,10/06/2013 07:00:00 AM +0000
B90662,5346925,MAYOOR TRANSPORTATION INC,Paratransit Vehicle,14244LV,1FTNE24W39DA78652,2009,10/20/2013 07:00:00 AM +0000
B90662,5354492,MAYOOR TRANSPORTATION INC,Paratransit Vehicle,77300LA,1FTNE24W59DA83545,2009,01/25/2012 08:00:00 AM +0000
B90662,5363163,MAYOOR TRANSPORTATION INC,Paratransit Vehicle,77301LA,1FTNE24WX9DA83542,2009,04/26/2012 07:00:00 AM +0000
B90662,5363164,MAYOOR TRANSPORTATION INC,Paratransit Vehicle,77331LA,1FTNE2EW6ADA09795,2010,04/26/2012 07:00:00 AM +0000
B90662,5380430,MAYOOR TRANSPORTATION INC,Paratransit Vehicle,75402LA,1FTNE2EW6ADA99644,2010,11/04/2012 07:00:00 AM +0000
B90662,5380431,MAYOOR TRANSPORTATION INC,Paratransit Vehicle,75403LA,1FTNE2EWXADA99663,2010,11/04/2012 07:00:00 AM +0000
B90663,5313320,CITI COACH NYC INC,Paratransit Vehicle,T504399C,1FBSS31L96HA46695,2006,10/30/2012 07:00:00 AM +0000
B90663,5313322,CITI COACH NYC INC,Paratransit Vehicle,T504183C,1FBNE31L18DB31724,2008,10/30/2012 07:00:00 AM +0000
B90663,5315017,CITI COACH NYC INC,Paratransit Vehicle,T515019C,5TDZK23C37S090223,2007,11/26/2012 08:00:00 AM +0000
B90663,5315096,CITI COACH NYC INC,Paratransit Vehicle,T514774C,1FMRE11W26DA68041,2006,12/01/2012 08:00:00 AM +0000
B90663,5315731,CITI COACH NYC INC,Paratransit Vehicle,T514998C,5TDZA23C95S332254,2005,12/03/2012 08:00:00 AM +0000
B90663,5316897,CITI COACH NYC INC,Paratransit Vehicle,T510923C,2A8HR44H48R767649,2008,12/17/2012 08:00:00 AM +0000
B90663,5325339,CITI COACH NYC INC,Paratransit Vehicle,T516543C,1FBSS31LX6DB07771,2006,03/23/2013 07:00:00 AM +0000
B90663,5325536,CITI COACH NYC INC,Paratransit Vehicle,T516552C,5FNRL38238G081613,2008,03/16/2013 07:00:00 AM +0000
B90663,5326473,CITI COACH NYC INC,Paratransit Vehicle,T511210C,1FMRE11W66DB43100,2006,03/23/2013 07:00:00 AM +0000
B90663,5330567,CITI COACH NYC INC,Paratransit Vehicle,T519221C,1FTNS24W78DA92223,2008,05/08/2013 07:00:00 AM +0000
B90663,5330807,CITI COACH NYC INC,Paratransit Vehicle,T511269C,1FTNS24WX9DA28713,2009,05/04/2013 07:00:00 AM +0000
B90663,5334214,CITI COACH NYC INC,Paratransit Vehicle,T520072C,1D4GP24R96B691303,2006,06/15/2013 07:00:00 AM +0000
