BRONX – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Address,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
2-03098-0050,"2131 CLINTON AVENUE
Bronx, NY
(40.848656948404624, -73.88694481884345)",EAST TREMONT,C6-WALK-UP,27,1927,29600,291560,9.85,683000,23.07,2-03107-0016,"800 179 STREET
Bronx, NY
(40.84517355137441, -73.88673616680222)",EAST TREMONT,C1-WALK-UP,29,1912,20300,233417,11.5,805000,39.7,0.35,2-03107-0034,"1981 MARMION AVENUE
Bronx, NY
(40.84374573270548, -73.88651956602247)",EAST TREMONT,C1-WALK-UP,25,1915,21213,208083,9.81,594000,28,0.35
2-03100-0018,"765 GARDEN STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",BELMONT,C6-WALK-UP,20,1931,17600,169840,9.65,398000,22.61,2-03099-0006,"743 182 STREET
Bronx, NY
(40.8500580893534, -73.88596975140898)",BELMONT,C1-WALK-UP,20,1913,19750,183905,9.31,525000,26.6,0.1,2-03102-0035,"2367 PROSPECT AVENUE
Bronx, NY
(40.85306101626318, -73.88305442703644)",BELMONT,C1-WALK-UP,24,1916,17200,190207,11.06,591000,34.4,0.2
2-03105-0005,"2420 BEAUMONT AVENUE
Bronx, NY
(40.85474138278792, -73.88411447692351)",BELMONT,C6-WALK-UP,17,1912,11580,127380,11,298000,25.7,2-03090-0036,"691 188 STREET
Bronx, NY
(40.8553795797648, -73.88458475010998)",BELMONT,C1-WALK-UP,20,1913,17845,220432,12.35,761000,42.6,0.05,2-03114-0075,"775 185 STREET
Bronx, NY
(40.85244416511822, -73.88277816113805)",BELMONT,C1-WALK-UP,20,1931,17200,178500,10.38,555000,32.3,0.15
2-03106-0044,"1961 MAPES AVENUE
Bronx, NY
(40.844343299280034, -73.88753798625936)",EAST TREMONT,C6-WALK-UP,24,1910,23550,235500,10,551000,23.4,2-03080-0038,"2037 BELMONT AVENUE
Bronx, NY
(40.84787590368671, -73.89042106701291)",EAST TREMONT,C1-WALK-UP,17,1909,11629,125843,10.82,295000,25.4,0.3,,,,,,,,,,,,
2-03107-0006,"810 178 STREET
Bronx, NY
(40.84452944148892, -73.8870469995906)",EAST TREMONT,C6-WALK-UP,20,1911,18450,202950,11,475000,25.7,2-03111-0040,"2136 MAPES AVENUE
Bronx, NY
(40.84754261029299, -73.8847064210658)",EAST TREMONT,C1-WALK-UP,20,1931,16840,187065,11.11,438000,26,0.3,2-03134-0033,"983 181 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",EAST TREMONT,C1-WALK-UP,20,1913,18200,210129,11.55,725000,39.8,0.4
2-03110-0089,"785 181 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",EAST TREMONT,C6-WALK-UP,26,1913,19523,204991,10.5,480000,24.59,2-03119-0060,"840 BRONX PARK
Bronx, NY
(40.8474007689883, -73.88230780932982)",EAST TREMONT,C7-WALK-UP,14,1931,14805,202911,13.71,741000,50,0.15,2-03121-0058,"1963 DALY AVENUE
Bronx, NY
(40.84192771610387, -73.88383426201953)",EAST TREMONT,C7-WALK-UP,26,1911,22619,242218,10.71,753000,33.3,0.4
2-03111-0004,"2120 MAPES AVENUE
Bronx, NY
(40.847241299302894, -73.88496470768143)",EAST TREMONT,C6-WALK-UP,29,1914,27495,270825,9.85,634000,23.06,2-03119-0021,"2115 MOHEGAN AVENUE
Bronx, NY
(40.845901909365814, -73.88316827543402)",EAST TREMONT,C1-WALK-UP,25,1916,19800,193493,9.77,552000,27.9,0.1,2-03107-0016,"800 179 STREET
Bronx, NY
(40.84517355137441, -73.88673616680222)",EAST TREMONT,C1-WALK-UP,29,1912,20300,233417,11.5,805000,39.7,0.15
2-03112-0003,"803 182 STREET
Bronx, NY
(40.84880999131803, -73.88392841038208)",BELMONT,C6-WALK-UP,44,1931,35715,348221,9.75,815000,22.82,2-03084-0008,"670 GARDEN STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",BELMONT,C1-WALK-UP,42,1923,33350,331037,9.93,944000,28.3,0.2,2-03089-0001,"685 183 STREET
Bronx, NY
(40.852212958769336, -73.88618098414776)",BELMONT,C1-WALK-UP,45,1913,37392,393435,10.52,1220000,32.6,0.3
2-03117-0010,"851 TREMONT AVENUE
Bronx, NY
(40.84330281104432, -73.88679248714871)",EAST TREMONT,C6-WALK-UP,26,1931,21150,190350,9,446000,21.09,2-03111-0010,"2125 SOUTHERN BOULEVARD
Bronx, NY
(40.84676892814889, -73.8838403800604)",EAST TREMONT,C7-WALK-UP,41,1931,31190,259103,8.31,669000,21.45,0.25,2-03121-0058,"1963 DALY AVENUE
Bronx, NY
(40.84192771610387, -73.88383426201953)",EAST TREMONT,C7-WALK-UP,26,1911,22619,242218,10.71,753000,33.3,0.15
2-03117-0023,"855 178 STREET
Bronx, NY
(40.84397201531771, -73.88578896834105)",EAST TREMONT,C6-WALK-UP,107,1931,90600,806340,8.9,1890000,20.86,2-03737-0018,"1130 COLGATE AVENUE
Bronx, NY
(40.82652056238975, -73.88151699495037)",SOUNDVIEW,C1-WALK-UP,118,1927,94208,758306,8.05,1960000,20.81,1.2,2-05704-0050,"224 NAPLES TERRACE
Bronx, NY
(40.87975505800646, -73.90514393888233)",KINGSBRIDGE/JEROME PARK,C7-WALK-UP,100,1927,122640,1124547,9.17,2900000,23.65,2.65
2-03126-0028,"940 178 STREET
Bronx, NY
(40.842471366381965, -73.88282439982855)",EAST TREMONT,C6-WALK-UP,18,1992,17820,220077,12.35,759000,42.6,2-03080-0038,"2037 BELMONT AVENUE
Bronx, NY
(40.84787590368671, -73.89042106701291)",EAST TREMONT,C1-WALK-UP,17,1909,11629,125843,10.82,295000,25.4,0.6,2-03187-0045,"2327 WALTON AVENUE
Bronx, NY
(40.85920834674378, -73.90232497637182)",FORDHAM,C1-WALK-UP,17,1926,16200,200000,12.35,690000,42.6,1.6
2-03127-0001,"2000 DALY AVENUE
Bronx, NY
(40.84273116726936, -73.88308974405669)",EAST TREMONT,C6-WALK-UP,50,1926,42455,369358,8.7,865000,20.37,2-03111-0049,"2158 MAPES AVENUE
Bronx, NY
(40.84792490206866, -73.88437320728835)",EAST TREMONT,C1-WALK-UP,46,1931,46000,399762,8.69,1030000,22.39,0.35,2-03119-0029,"2104 180 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",EAST TREMONT,C7-WALK-UP,43,1924,42426,366151,8.63,945000,22.27,0.25
2-03130-0007,"1962 VYSE AVENUE
Bronx, NY
(40.84134661072107, -73.88269878936971)",EAST TREMONT,C6-WALK-UP,24,1992,23760,292248,12.3,1010000,42.5,2-03082-0031,"650 182 STREET
Bronx, NY
(40.85108440047094, -73.88838193383748)",EAST TREMONT,C1-WALK-UP,25,1911,17835,218701,12.26,755000,42.3,0.75,2-03128-0005,"2114 DALY AVENUE
Bronx, NY
(40.84497847459039, -73.88133481038031)",EAST TREMONT,C1-WALK-UP,27,1911,21355,261000,12.22,901000,42.2,0.25
2-03130-0100,"1010 178 STREET
Bronx, NY
(40.84145710780744, -73.8805653518054)",EAST TREMONT,D4-ELEVATOR,225,1972,214344,2732886,12.75,6400000,29.9,2-03124-0001,"883 180 STREET
Bronx, NY
(40.84521908653462, -73.88281597920675)",EAST TREMONT,D1-ELEVATOR,196,1979,181093,2624741,14.49,9580000,53,0.3,2-03136-0001,"2008 BRYANT AVENUE
Bronx, NY
(40.84012391800198, -73.88205571133663)",EAST TREMONT,D3-ELEVATOR,204,1973,222060,2669734,12.02,6250000,28.1,0.05
2-03131-0020,"998 179 STREET
Bronx, NY
(40.84217954852657, -73.88018895017126)",EAST TREMONT,D4-ELEVATOR,90,1971,90900,1054440,11.6,3640000,40,2-03108-0044,"825 179 STREET
Bronx, NY
(40.84475108602305, -73.88575980494782)",EAST TREMONT,D1-ELEVATOR,90,2001,82309,797128,9.68,2270000,27.6,0.35,2-03797-0001,"2001 BRUCKNER BOULEVARD
Bronx, NY
(40.82557699997852, -73.91844899972153)",CASTLE HILL/UNIONPORT,D3-ELEVATOR,118,1964,112507,1412246,12.55,4870000,43.3,1.7
2-03144-0018,"2122 VALENTINE AVENUE
Bronx, NY
(40.85345869456599, -73.89955669831528)",FORDHAM,C6-WALK-UP,26,1926,19715,207007,10.5,485000,24.6,2-03153-0037,"2463 VALENTINE AVENUE
Bronx, NY
(40.861087623921875, -73.8964255688359)",FORDHAM,C7-WALK-UP,30,1915,22700,353482,15.57,1400000,62,0.6,2-03148-0034,"2463 TIEBOUT AVENUE
Bronx, NY
(40.86085731493407, -73.89536223065782)",FORDHAM,C7-WALK-UP,20,1915,17545,197871,11.28,615000,35.1,0.6
2-03145-0026,"2279 TIEBOUT AVENUE
Bronx, NY
(40.85629114069495, -73.8974872676053)",FORDHAM,C6-WALK-UP,16,1925,10032,123393,12.3,289000,28.8,2-03143-0172,"2245 WEBSTER AVENUE
Bronx, NY
(40.85518064592971, -73.89631471194755)",FORDHAM,C1-WALK-UP,12,1911,9684,120466,12.44,416000,43,0.1,2-03183-0024,"2332 WALTON AVENUE
Bronx, NY
(40.85930243584144, -73.90218858691631)",FORDHAM,C1-WALK-UP,11,1916,11625,103917,8.94,268000,23.05,0.3
2-03149-0061,"2025 VALENTINE AVENUE
Bronx, NY
(40.849455668917464, -73.90091702660018)",FORDHAM,D4-ELEVATOR,36,1940,37350,356692,9.55,835000,22.36,2-03146-0023,"2340 VALENTINE AVENUE
Bronx, NY
(40.857919525086565, -73.89769163846917)",FORDHAM,D1-ELEVATOR,49,1927,38500,447009,11.61,1540000,40,0.45,2-03149-0118,"253 181 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",FORDHAM,D1-ELEVATOR,37,1939,32175,292722,9.1,835000,26,0.25
2-03149-0096,"268 181 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",FORDHAM,C6-WALK-UP,30,1913,22202,234231,10.55,548000,24.68,2-03148-0001,"2460 VALENTINE AVENUE
Bronx, NY
(40.861015927402704, -73.8963790443199)",FORDHAM,C7-WALK-UP,23,1915,17870,188539,10.55,486000,27.2,0.6,2-03153-0037,"2463 VALENTINE AVENUE
Bronx, NY
(40.861087623921875, -73.8964255688359)",FORDHAM,C7-WALK-UP,30,1915,22700,353482,15.57,1400000,62,0.6
2-03151-0028,"254 184 STREET
Bronx, NY
(40.85903777573765, -73.898140069093)",FORDHAM,C6-WALK-UP,24,1916,20955,199072,9.5,466000,22.24,2-03151-0022,"2350 RYER AVENUE
Bronx, NY
(40.85846107456858, -73.8984685474168)",FORDHAM,C1-WALK-UP,24,1923,17640,177460,10.06,506000,28.7,0,2-03174-0024,"62 190 STREET
Bronx, NY
(40.8630759133421, -73.8986786103072)",FORDHAM,C1-WALK-UP,26,1916,21190,183037,8.64,429000,20.25,0.3
2-03165-0022,"2414 CRESTON AVENUE
Bronx, NY
(40.860783349708846, -73.89914954053901)",FORDHAM,C6-WALK-UP,30,1914,23250,230175,9.9,539000,23.18,2-03171-0034,"2255 CRESTON AVENUE
Bronx, NY
(40.85693280578918, -73.90144141510987)",FORDHAM,C1-WALK-UP,28,1923,22000,255832,11.63,883000,40.1,0.25,2-03148-0010,"2482 VALENTINE AVENUE
Bronx, NY
(40.86162617360721, -73.89612913396951)",FORDHAM,C1-WALK-UP,26,1915,21585,215188,9.97,555000,25.7,0.2
2-03173-0001,"2386 MORRIS AVENUE
Bronx, NY
(40.8603223836433, -73.90054583957516)",FORDHAM,D4-ELEVATOR,33,1928,30886,293417,9.5,687000,22.24,2-03168-0049,"2625 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",FORDHAM,D7-ELEVATOR,41,1948,44550,386986,8.69,998000,22.4,0.35,2-03169-0053,"2075 CRESTON AVENUE
Bronx, NY
(40.853573276560695, -73.90409043383974)",FORDHAM,D7-ELEVATOR,32,1921,29000,290305,10.01,828000,28.6,0.55
2-03173-0013,"2420 MORRIS AVENUE
Bronx, NY
(40.86117304680999, -73.90010446152046)",FORDHAM,D4-ELEVATOR,74,1955,75010,723846,9.65,2060000,27.5,2-03143-0001,"2100 TIEBOUT AVENUE
Bronx, NY
(40.85329287197814, -73.8985681668501)",FORDHAM,D1-ELEVATOR,84,1971,86275,1067304,12.37,2500000,29,0.5,2-03169-0045,"2089 CRESTON AVENUE
Bronx, NY
(40.85394191686277, -73.9037417796607)",FORDHAM,D1-ELEVATOR,92,2003,92728,891566,9.61,2540000,27.4,0.55
2-03175-0010,"55 190 STREET
Bronx, NY
(40.863027925179985, -73.89841960610934)",FORDHAM,D4-ELEVATOR,54,1942,55440,554400,10,1580000,28.5,2-03147-0026,"2395 TIEBOUT AVENUE
Bronx, NY
(40.859070385558525, -73.89612709360159)",FORDHAM,D1-ELEVATOR,54,1936,51240,545555,10.65,1700000,33.2,0.3,2-03157-0020,"2186 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",FORDHAM,D1-ELEVATOR,54,1940,46495,516269,11.1,1600000,34.4,0.6
2-03179-0052,"2075 WALTON AVENUE
Bronx, NY
(40.85408903739643, -73.90591457729302)",FORDHAM,D4-ELEVATOR,54,1927,53898,466217,8.65,1090000,20.22,2-03144-0058,"2206 VALENTINE AVENUE
Bronx, NY
(40.855148327922386, -73.8988452554966)",FORDHAM,D1-ELEVATOR,66,1928,62094,517390,8.33,1330000,21.42,0.35,2-03173-0024,"2438 MORRIS AVENUE
Bronx, NY
(40.86162450952034, -73.89987508933696)",FORDHAM,D1-ELEVATOR,65,1928,48000,480770,10.02,1370000,28.5,0.55
2-03180-0013,"2163 MORRIS AVENUE
Bronx, NY
(40.85540682530966, -73.90369956542591)",FORDHAM,C6-WALK-UP,21,1917,18710,182422,9.75,520000,27.8,2-03158-0043,"2243 RYER AVENUE
Bronx, NY
(40.85594260019519, -73.899600602071)",FORDHAM,C1-WALK-UP,21,1924,18000,208645,11.59,720000,40,0.25,2-03183-0072,"2307 MORRIS AVENUE
Bronx, NY
(40.85842883388489, -73.90173503846832)",FORDHAM,C1-WALK-UP,21,1916,21544,197372,9.16,563000,26.1,0.3
2-03199-0062,"2400 DAVIDSON AVENUE
Bronx, NY
(40.86151677827787, -73.90309148194865)",KINGSBRIDGE HTS/UNIV HTS,C6-WALK-UP,52,1923,40000,424000,10.6,993000,24.83,2-03193-0001,"2042 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE HTS/UNIV HTS,C7-WALK-UP,55,1923,54723,486578,8.89,1260000,23.03,0.6,2-03214-0013,"2532 UNIVERSITY AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE HTS/UNIV HTS,C7-WALK-UP,57,1922,42730,474956,11.12,1230000,28.8,0.3
2-03199-0066,"2410 DAVIDSON AVENUE
Bronx, NY
(40.86173175256552, -73.90295665626552)",KINGSBRIDGE HTS/UNIV HTS,C6-WALK-UP,51,1923,40000,424000,10.6,993000,24.83,2-03214-0074,"2525 AQUEDUCT AVENUE
Bronx, NY
(40.86538747235581, -73.90218133929258)",KINGSBRIDGE HTS/UNIV HTS,C1-WALK-UP,51,1923,42790,420600,9.83,1200000,28,0.3,2-03213-0063,"60 190 STREET
Bronx, NY
(40.863089582583875, -73.89871050520468)",KINGSBRIDGE HTS/UNIV HTS,C1-WALK-UP,47,1922,45035,468413,10.4,1460000,32.4,0.2
2-03201-0003,"2506 DAVIDSON AVENUE
Bronx, NY
(40.86433762324093, -73.90102954829885)",KINGSBRIDGE HTS/UNIV HTS,D4-ELEVATOR,42,1941,37000,314500,8.5,811000,21.92,2-03216-0016,"1940 ANDREWS AVENUE
Bronx, NY
(40.85499871797411, -73.91295077484332)",KINGSBRIDGE HTS/UNIV HTS,D1-ELEVATOR,43,1925,54150,434728,8.03,1120000,20.68,0.95,2-03225-0106,"2326 LORING PLACE
Bronx, NY
(40.8614893158787, -73.90852288395664)",KINGSBRIDGE HTS/UNIV HTS,D1-ELEVATOR,42,1928,39780,405070,10.18,1260000,31.7,0.5
2-03209-0045,"2333 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE HTS/UNIV HTS,D4-ELEVATOR,42,1926,40428,448750,11.1,1050000,26,2-03196-0001,"2200 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE HTS/UNIV HTS,D1-ELEVATOR,49,1932,45387,402515,8.87,942000,20.75,0.2,2-03218-0052,"2325 DR
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE HTS/UNIV HTS,D1-ELEVATOR,49,1924,39792,553917,13.92,2020000,51,0.1
2-03212-0092,"55 184 STREET
Bronx, NY
(40.86019245542125, -73.90131607797763)",KINGSBRIDGE HTS/UNIV HTS,C6-WALK-UP,27,1926,22500,216000,9.6,506000,22.49,2-03196-0074,"18 183 STREET
Bronx, NY
(40.85856947593473, -73.9033601646275)",KINGSBRIDGE HTS/UNIV HTS,C7-WALK-UP,29,1924,22475,235945,10.5,733000,32.6,0.15,2-03228-0005,"183 BURNSIDE AVENUE
Bronx, NY
(40.85270692117717, -73.90405981170953)",KINGSBRIDGE HTS/UNIV HTS,C7-WALK-UP,39,1925,39400,370734,9.41,957000,24.29,0.65
2-03213-0033,"2471 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE HTS/UNIV HTS,D4-ELEVATOR,42,1928,43000,451500,10.5,1400000,32.6,2-03228-0097,"1945 LORING PLACE
Bronx, NY
(40.85536762192235, -73.91420897254945)",KINGSBRIDGE HTS/UNIV HTS,D1-ELEVATOR,42,1927,47500,398833,8.4,1030000,21.68,0.85,,,,,,,,,,,,
2-03218-0074,"2265 DR
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE HTS/UNIV HTS,D4-ELEVATOR,42,1936,46440,394740,8.5,1020000,21.96,2-03216-0016,"1940 ANDREWS AVENUE
Bronx, NY
(40.85499871797411, -73.91295077484332)",KINGSBRIDGE HTS/UNIV HTS,D1-ELEVATOR,43,1925,54150,434728,8.03,1120000,20.68,0.55,2-03225-0094,"2300 LORING PLACE
Bronx, NY
(40.86108344263084, -73.90884951969007)",KINGSBRIDGE HTS/UNIV HTS,D1-ELEVATOR,47,1927,48500,439148,9.05,1030000,21.24,0.1
2-03219-0201,"2471 UNIVERSITY AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE HTS/UNIV HTS,C6-WALK-UP,20,1915,21750,215325,9.9,504000,23.17,2-03219-0091,"2440 WEBB AVENUE
Bronx, NY
(40.864962245020976, -73.90630371253478)",KINGSBRIDGE HTS/UNIV HTS,C1-WALK-UP,20,1917,19280,172334,8.94,445000,23.08,0.1,2-03214-0005,"2512 UNIVERSITY AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE HTS/UNIV HTS,C1-WALK-UP,24,1914,21385,247453,11.57,854000,39.9,0.15
2-03225-0022,"2295 ANDREWS AVENUE
Bronx, NY
(40.86088865839223, -73.9078919363838)",KINGSBRIDGE HTS/UNIV HTS,C6-WALK-UP,36,1922,41107,442000,10.75,1030000,25.1,2-03225-0052,"135 183 STREET
Bronx, NY
(40.85775936334993, -73.90085517700491)",KINGSBRIDGE HTS/UNIV HTS,C1-WALK-UP,52,1924,47054,439430,9.34,1250000,26.6,0.05,,,,,,,,,,,,
2-03226-0053,"4 FORDHAM HILL OVAL
Bronx, NY
(40.86368886017623, -73.90801173099784)",KINGSBRIDGE HTS/UNIV HTS,D4-ELEVATOR,1153,1950,1230965,12001908,9.75,34200000,27.8,2-03623-0001,"823 COLGATE AVENUE
Bronx, NY
(40.81968254528181, -73.87996619530318)",SOUNDVIEW,D3-ELEVATOR,968,1969,1069698,10009550,9.36,23400000,21.88,3.45,2-03142-0200,"1937 WEBSTER AVENUE
Bronx, NY
(40.848882305037634, -73.90040602107877)",FORDHAM,D1-ELEVATOR,99,1972,199500,2067904,10.37,4840000,24.26,1.25
2-03237-0067,"2630 KINGSBRIDGE TERRACE
Bronx, NY
(40.87011398555815, -73.90559985194173)",KINGSBRIDGE HTS/UNIV HTS,D4-ELEVATOR,185,1955,200000,2050000,10.25,6370000,31.9,2-03230-0016,"1981 SEDGWICK AVENUE
Bronx, NY
(40.85725737076833, -73.916078888922)",KINGSBRIDGE HTS/UNIV HTS,D1-ELEVATOR,225,1952,202600,2472876,12.21,8530000,42.1,0.9,2-03212-0005,"2260 DR
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE HTS/UNIV HTS,D1-ELEVATOR,110,1959,122883,1137080,9.25,3240000,26.4,0.5
2-03237-0145,"2545 SEDGWICK AVENUE
Bronx, NY
(40.86725481807509, -73.90756990750896)",KINGSBRIDGE HTS/UNIV HTS,D4-ELEVATOR,62,1964,71640,698490,9.75,1990000,27.8,2-03212-0088,"2385 GRAND AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE HTS/UNIV HTS,D1-ELEVATOR,51,1961,50000,457850,9.16,1310000,26.2,0.5,2-03211-0035,"2230 DR
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE HTS/UNIV HTS,D1-ELEVATOR,84,1951,75085,829425,11.05,1940000,25.8,0.7
2-03246-0056,"3850 SEDGWICK AVENUE
Bronx, NY
(40.882672795821556, -73.89501269789471)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,122,1955,141055,1489940,10.56,4630000,32.8,2-02880-0115,"1655 UNDERCLIFF AVENUE
Bronx, NY
(40.84939071194516, -73.92181057046024)",HIGHBRIDGE/MORRIS HEIGHTS,D3-ELEVATOR,125,1967,146286,1160203,7.93,2990000,20.44,2.5,2-03253-0063,"2735 SEDGWICK AVENUE
Bronx, NY
(40.87067559536871, -73.90264077320232)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,124,1922,137495,1744570,12.69,6020000,43.8,0.6
2-03250-0040,"2835 WEBB AVENUE
Bronx, NY
(40.8728267133709, -73.90083505380962)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,73,1959,83000,764048,9.21,2180000,26.3,2-02431-0001,"1230 TELLER AVENUE
Bronx, NY
(40.83302031027906, -73.9111409531919)",MELROSE/CONCOURSE,D3-ELEVATOR,79,1941,73724,689482,9.35,1970000,26.7,2.85,2-03343-0042,"277 207 STREET
Bronx, NY
(40.82557699997852, -73.91844899972153)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,68,1959,75000,764048,10.19,2370000,31.6,1.15
2-03251-0420,"3400 PAUL AVENUE
Bronx, NY
(40.877088902777075, -73.88957359897962)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,352,1967,381213,4287758,11.25,10000000,26.2,2-03668-0001,"920 THIERIOT AVENUE
Bronx, NY
(40.82404871944026, -73.86258293845654)",SOUNDVIEW,D3-ELEVATOR,459,1965,490000,4287758,8.75,11100000,22.65,3.95,2-03672-0001,"1965 LAFAYETTE AVENUE
Bronx, NY
(40.82229539387017, -73.85643000837979)",CASTLE HILL/UNIONPORT,D3-ELEVATOR,353,1969,400932,2970226,7.41,6950000,17.33,4.15
2-03252-0052,"3975 SEDGWICK AVENUE
Bronx, NY
(40.882746554099654, -73.88940042701635)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,317,1968,425070,3663456,8.62,8580000,20.18,2-02944-0001,"1803 CROTONA PARK
Bronx, NY
(40.84238626802839, -73.89399100320789)",CROTONA PARK,D3-ELEVATOR,281,1962,286346,3081083,10.76,7210000,25.2,2.8,2-04347-0007,"2324 BOSTON ROAD
Bronx, NY
(40.85993248480023, -73.8671915106287)",PELHAM PARKWAY NORTH,D1-ELEVATOR,322,1963,337570,3666010,10.86,11400000,33.8,1.95
2-03252-0117,"3960 SEDGWICK AVENUE
Bronx, NY
(40.88244863077695, -73.89025683102211)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,139,1950,186000,1317681,7.08,3080000,16.56,2-02386-0144,"1011 WASHINGTON AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",MORRISANIA/LONGWOOD,D1-ELEVATOR,136,2004,126284,1317681,10.43,4090000,32.4,4.05,2-03262-0077,"114 238 STREET
Bronx, NY
(40.883226556210396, -73.89783189488651)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,139,1928,115428,1314475,11.39,4530000,39.2,0.45
2-03252-0135,"4016 HILLMAN AVENUE
Bronx, NY
(40.8837268858965, -73.89055283964228)",KINGSBRIDGE/JEROME PARK,C6-WALK-UP,30,1947,31150,268317,8.61,628000,20.16,2-03636-0001,"1735 LAFAYETTE AVENUE
Bronx, NY
(40.820880681417655, -73.86693224487657)",SOUNDVIEW,C1-WALK-UP,32,1929,31300,422237,13.49,1540000,49.2,4.4,2-04248-0026,"2954 196 STREET
Bronx, NY
(40.85414155731376, -73.82966723424137)",SCHUYLERVILLE/PELHAM BAY,C1-WALK-UP,33,1932,31500,354690,11.26,1100000,34.9,3.8
2-03252-0143,"74 VAN CORTLANDT PARK
Bronx, NY
(40.884562844842804, -73.8894014459459)",KINGSBRIDGE/JEROME PARK,C6-WALK-UP,55,1928,76320,613043,8.03,1440000,18.87,2-03191-0048,"25 193 STREET
Bronx, NY
(40.86645620606386, -73.89731206853551)",FORDHAM,C1-WALK-UP,56,1921,69000,613043,8.88,1580000,22.9,1.2,2-03258-0177,"3470 CANNON PLACE
Bronx, NY
(40.8816306842248, -73.8980393308039)",KINGSBRIDGE/JEROME PARK,C1-WALK-UP,55,1927,65000,430187,6.62,1010000,15.54,0.4
