Company Name,Address,Address2,City,Category Name,URL,Hiring,Jobs URL,Why NYC
BigTwist,68 Jay Street,Suite 201,Brooklyn,HQ'd in NY,http://www.bigtwist.com,false,,That's home !
Happy,41 Union Square West,301,New York,HQ'd in NY,http://www.happy.is,false,,
Junkkit,20 Jay Street,3rd Floor,Brooklyn,HQ'd in NY,http://www.junkkit.com,false,,The large city market provides the best place to develop and run a mobile app.
"PlaceIQ, Inc.",27 West 20th Street,700,New York,HQ'd in NY,http://www.placeiq.com,true,http://www.placeiq.com/jobs,
Golden Seeds,750 Lexington Ave,6th,New York,Investors,http://www.goldenseeds.com,false,,New York is home to many of our clients. Many of us had careers on Wall St or in the media industry before Golden Seeds.
Byte Dept. ,148 Madison Avenue,Suite 600,New York,HQ'd in NY,http://bytedept.com,false,,"Work-for-hire, collaborations, problems without obvious solutions and everything in between. We work with brands of every size to develop the technology they need and an experience their users love."
"Aereo, Inc.",37-18 Northern Boulevard,5th floor,Queens,HQ'd in NY,http://aereo.com,true,,"It's the ideal city to grow a company - with a strong infrastructure, diverse talent pool, and supportive tech community - NYC has all the key ingredients for a successful start-up."
AC Lion,62 West 45th St 4th Floor,,New York,HQ'd in NY,http://www.aclion.com,true,http://www.aclion.com/candidates/searchjobs.php?skills=&category=,Because that's where the real action is--dream on Silicon Valley--the BigApple is making its mark on the digital tech world.
Nazca Inc,2805 Astoria Blvd,,Queens,HQ'd in NY,http://www.nazcainc.net,true,,
CrowdCentric/Social Media Week,1 Little West 12th Street,,New York,HQ'd in NY,http://crowdcentric.net/,false,,
Momentum Worldwide,250 Hudson St,2nd floor,New York,HQ'd in NY,http://momentumww.com,true,http://www.momentumww.com/#/careers,
Sprinklr,115 W 30 Street,910,New York,HQ'd in NY,http://www.sprinklr.com/,true,http://www.sprinklr.com/careers-page/,To be Social@Scale
Myriad Supply Co.,23 West 18th Street,4th Floor ,New York,HQ'd in NY,http://www.myriadsupply.com,true,,
Cater2.me,40 West 29th Street,#204,New York,HQ'd in NY,http://cater2.me,true,http://cater2.me/jobs,"Started in San Francisco, but conceived in NYC, Cater2.me has returned to the Big Apple to feed the hungry denizens of Silicon Alley and the rest of the city. We're finding the best local food providers and bringing them to your office, hassle free."
Fog,260 West 35th Street,Suite 703,New York,HQ'd in NY,http://foghq.com/,false,,Cofounders are native New Yorkers.
Holstee,37 West 28th Street,3rd floor,New York,HQ'd in NY,http://www.holstee.com,true,http://shop.holstee.com/pages/jobs,We love NYC and we think it's the best place in the world to build a business.
Rewind.Me,28 West 27th Street,10,New York,HQ'd in NY,http://www.rewind.me,true,http://www.rewind.me/jobs/,
Cobra Sun Studio,194 Bay Street,,Staten Island,HQ'd in NY,http://www.cobrasun.com,false,,"We are located in Staten Island to breathe artistic and musical life into this seemingly \""uncharted\"" borough of New York City"
Medidata Solutions,79 5th Ave,8th Floor,New York,HQ'd in NY,http://mdsol.com/,true,http://mdsol.com/about/careers.htm,Medidata is where health care meets technology. The heart of our business is building technology solutions that help improve quality of life. What better place than NYC could there be? We invite you to make a difference.
Flatiron Apps LLC,85 5th Avenue,3rd Floor,New York,HQ'd in NY,http://www.flatironapps.com,false,,"It's the technological, financial and cultural center of the world.

There's no place we'd rather be."
Tivity,137 Varick Street,2,New York,HQ'd in NY,http://www.tivity.us,true,,"The people, the opportunity and the chance to make a difference in our home town."
EveryScreen Media,160 Mercer Street,3,New York,HQ'd in NY,http://www.everyscreenmedia.com,true,http://everyscreenmedia.com/careers.php,the company has NY running in its veins
ACE Group,711 Third Avenue,16th Floor,New York,HQ'd in NY,https://www.aceportal.com/,false,,We are a financial services start up with a portal that is an online marketplace for new issuances of private securities. ACE connects Qualified Institutional Buyers and other Accredited Investors with private investment opportunities marketed by investment banks and other private placement agents. Our proximity to Wall Street is key to getting our listings.
Togather,45 Main St,Suite 404,Brooklyn,HQ'd in NY,http://www.togather.com,true,http://www.startuply.com/Companies/Togather_6007.aspx,
Scratch Interactive,222 E. 19th Street,7th,New York,HQ'd in NY,http://www.scratchinteractive.com,true,,
Three Ring,27 Union Square West,400,New York,HQ'd in NY,http://www.threering.com,true,http://threering.com/careers,NYC is the center of new ed-tech and has one of the most well-regarded school systems in the country. We love the environment!
EDGE Collective,611 Broadway,704,New York,HQ'd in NY,http://edge-collective.com/,false,,
Instinct,412 Broadway,2,New York,HQ'd in NY,http://getinstinct.com,false,,
dMetrics,160 North 11th St,313,Brooklyn,HQ'd in NY,http://dmetrics.com,true,http://dmetrics.com/careers,"Our company, led by 6 PhDs (mostly from MIT) provides the most in-depth analytics of online chatter. This is of use to brand management teams as well as ad agencies - both of which predominantly reside in NYC."
Macro Design Group,"1501 Broadway New York, New York 10036",,New York,HQ'd in NY,http://www.macrodesigngroup.com/,false,,We are proud to contribute to the growing community of entrepreneurs and technology forward companies growing in NYC.
Flatiron Health,200 Park Ave S,1501,New York,HQ'd in NY,http://flatironhealth.com,true,http://flatironhealth.com/positions.shtml,
Ontodia,137 Varick St ,2nd Floor,New York,HQ'd in NY,http://www.ontodia.com,true,http://www.ontodia.com/contact/,
Raygun,81 2nd Street,,Brooklyn,HQ'd in NY,http://madebyraygun.com,false,,"We love working in Brooklyn. It's such a dynamic, creative community and we're very fortunate to be a part of it."
Fluent Medical,73 Spring Street ,507,New York,HQ'd in NY,http://www.fluentmedical.com,true,http://fluentmedical.com/careers,
nLytics,45 Main St.,406,Brooklyn,HQ'd in NY,http://www.nlytics.com,true,http://blog.nlytics.com/join-our-team/,
Winfield & Co.,22 West 19th St,10,New York,HQ'd in NY,http://winfieldco.com,false,,
Krate,44-02 23rd Street,516,Queens,HQ'd in NY,http://www.kratedesign.com,true,http://www.kratedesign.com/join-us/,"Creative diversity, stimulation and inspiration!"
Vedanta Capital,540 Madison Avenue,38th Floor,New York,Investors,http://www.vedantacapital.com,false,,"Our team has been based in the city for over 30 years (under different umbrellas). We try to add value by introducing our portfolio companies to customers, and many are in the NYC."
nylmedia,443 Park Ave South,807,New York,HQ'd in NY,http://www.nylmedia.com,false,,
ZenCat Productions,333 Hudson Street,506,New York,HQ'd in NY,http://www.uncensoredinterview.com,false,,NYC is the media capital. We couldn't do what we do and be anywhere else.
"SamStella, LLC",242 West 30th Street,suite 404,New York,HQ'd in NY,http://www.samstella.com,true,http://www.samstella.com/careers-job-openings,"We are AdTech investors, focused in the alley."
Black Ocean,240 West 30th Street,Suite 806,New York,Coworking / Incubators,http://www.blackocean.com,true,http://www.blackocean.com,Incubator/accelerator/holding company
JWT,466 Lexington Avenue,,New York,HQ'd in NY,http://www.jwt.com/newyork,true,http://www.jwt.com/careers,"Because it is an amazing city with great people that get creativity, technology and global thinking."
Gruvify Inc.,1470 Royce St,10,Brooklyn,HQ'd in NY,http://www.gruvify.com,true,,"Besides being a NYC native, there's no place I'd rather build my tech startup."
Kairosly Inc.,1470 Royce St,10,Brooklyn,HQ'd in NY,http://www.kairosly.com,true,,"Besides being a NYC native, there's no place I'd rather build my tech startup :-)"
Enliken,540 President St,1g,Brooklyn,HQ'd in NY,http://enliken.com/,true,http://blog.enliken.com/post/30395866027/were-looking-for-an-intern,"To take advantage of new talent, access to non-profits, and like-minded companies and investors that are interested in the data space."
Brandemix,1270 Broadway,803,New York,HQ'd in NY,http://www.brandemix.com,false,,"Our founder and president, Jody Ordioni, spent 15 years in advertising and realized the best copywriters, graphic designers, and project managers are right here in NYC."
The Molecule,594 Broadway,906,New York,HQ'd in NY,http://www.themolecule.com,true,http://www.themolecule.com/#employment,"New York houses some of the best artists in Visual Effects.

The New York Post Production tax incentive has invited many new Television and Film productions to New York, which has helped us to grow and succeed as a company."
Castle Ridge Media,78 Ridge Street,1D,New York,HQ'd in NY,http://www.castleridgemedia.com,false,,Our company is in NYC because that's where the action is.
Ricochet Media,620 8th Ave,,New York,HQ'd in NY,http://www.ricochetmedia.net,false,,New York Times R&D Ventures Group
Ketchum Digital,1285 Ave. of the Americas,4th FL,New York,Coworking / Incubators,http://www.ketchum.com/digital?type=main,true,https://careers-ketchum.icims.com/jobs/search?ss=1&searchKeyword=&searchLocation=-12816-New+York&searchCategory=16858&searchPositionType=&searchRadius=5&searchZip=,
DoSomething.org,19 West 21st St. ,8th Floor,New York,HQ'd in NY,http://www.dosomething.org,true,http://www.dosomething.org/jobs,"We love teens. They are creative, active, wiredÛ_and frustrated that our world is so messed up. DoSomething.org harnesses that awesome energy and unleashes it on causes teens care about. Almost every week, we launch a new national campaign. The call to action is always something that has a real impact and doesnÛªt require money, an adult, or a car. With a goal of 5 million active members by 2015, DoSomething.org is one of the largest organizations in the US for teens and social change. Join us."
IT Central Station,244 5th Avenue,,New York,HQ'd in NY,http://www.itcentralstation.com,false,,Great people and great place to live and work.
Remedy Systems,286 Madison Ave,Suite 1301,New York,HQ'd in NY,http://www.remedysystems.com,true,,
MyHomie,84 N. 9th Street,,Brooklyn,HQ'd in NY,http://www.MyHomie.com,false,,MyHomie helps roommates live together.
Brand Networks,175 Varick Street,6th Floor,New York,HQ'd in NY,http://www.brandnetworksinc.com,true,http://www.brandnetworksinc.com/careers,
TouchTunes Interactive Networks,850 Third Avenue,15C,New York,HQ'd in NY,http://www.touchtunes.com,true,http://www.linkedin.com/company/touchtunes-interactive-networks,
Cross Pond Media,355 Lexington Avenue,4th Floor,New York,HQ'd in NY,http://www.crosspondmedia.com,true,,"We are a new media company specializing in Mobile, Email, Affiliate and Digital Marketing."
Vizzuality Inc. ,148 Lafayette St,Penthouse,New York,HQ'd in NY,http://vizzuality.com,false,,"NYC is a bridge between Europe and the West Coast, and a growing tech hub. No better place to foster the growth of our flagship product CartoDB."
LocalVox Media,5 Hanover Square,9th,New York,HQ'd in NY,http://www.localvox.com,true,http://www.localvox.com/careers,
Roundarch Isobar, 140 Broadway,Suite 4520,New York,HQ'd in NY,http://www.roundarchisobar.com,true,,We build digital experiences for the world's largest organizations.
BrunchCritic,175 Varick St.,4th Floor,New York,HQ'd in NY,http://www.brunchcritic.com,false,,"BrunchCritic's mission is to provide a simple and effective way to find a brunch spot in New York. While there are a lot of good food related websites in New York, we felt a need wasn't being met and this site (and company) was made. We plan to expand to other urban cities and build around the breakfast & brunch experience. 
New York is am amazing place to have a start-up and we are grateful and excited to be in a city that truly embraces entrepreneurs and creative minds."
Truth On Call,82 University Place,7,New York,HQ'd in NY,http://www.truthoncall.com,false,,"New York is a great place for any tech startup but particular ours which is focused on healthcare! There are major pharmaceutical companies in NY and NJ and many large market research and ad agencies here in NYC. In addition, the financial services community is based here and they are a growing client base for us. We heart NYC!"
Picturelife,175 Varick Street,4th Floor,New York,HQ'd in NY,http://picturelife.com,true,http://picturelife.com/jobs,
Swaag,670 Broadway,#5A,New York,HQ'd in NY,http://www.swaag.it,false,,
Fon,39 Wooster street,3rd Floor,New York,HQ'd in NY,http://www.fon.com,true,,
Cake,195 Broadway,14th Floor,New York,HQ'd in NY,http://www.cakegroup.com,true,,"We have 12 years of great heritage in London where our original office was based. We moved to NYC when we joined the Havas group of companies to be part of the thriving scenes of both technology and creativity. We bring ideas to life for brands, connecting them with customers or consumers socially and digitally, as well as through real life experiences."
Oh My! Me Studios,73 Gold St.,#2,Brooklyn,HQ'd in NY,http://www.ohmy.me,false,,"NYC has THE best mix of talent in tech, art, and business, and this melting pot of talent is incredibly inspiring!"
"Webline Designs, Inc.",31-00 47th Avenue,,Queens,HQ'd in NY,http://WeblineDesigns.com,false,,
herematch,201 East 87th Street,14J,New York,HQ'd in NY,http://herematch.com,true,http://herematch.com/content/career-opportunities,
Solidoodle,631 Hicks Street,Main,Brooklyn,HQ'd in NY,http://www.solidoodle.com,true,,
BarkBox,50 Eldridge Street,5C,New York,HQ'd in NY,https://barkbox.com/,true,,
Brandt Works Inc.,611 Broadway,Suite 504,New York,HQ'd in NY,http://www.brandtworksinc.com,true,http://www.brandtworksinc.com/,"We moved to New York because this the NY technology and start-up community is growing in very interesting ways. We wanted to be part of that. Plus c'mon, it's New York!"
"Align Communications, Inc.",55 Broad Street,6th Floor,New York,HQ'd in NY,http://www.align.com,false,,
The Crowd Funds,261 Madison Avenue,,New York,HQ'd in NY,http://www.thecrowdfunds.com,true,http://thecrowdfunds.com/hiring,
Grelos e Greludas,"435 Hudson Street, New York, NY, United States",,New York,HQ'd in NY,http://www.grelos.com,true,http://www.grelos.com,
Pond5,155 Water St.,6th Floor,Brooklyn,HQ'd in NY,http://www.pond5.com,true,,"it's an amazing, dynamic global city where media and technology are on fire!"
Hotwire PR,349 Fifth Avenue,5th floor,New York,HQ'd in NY,http://www.hotwirepr.us/,true,http://www.hotwirepr.us/careers/,
Fiestah,500 7th ave,17 Floor,New York,HQ'd in NY,http://www.fiestah.com/,false,,"We're creating a marketplace for events, what other better city is there to have access to so many events."
Makeably,315 E. 12th St.,,New York,HQ'd in NY,http://makeably.com,true,http://makeably.tumblr.com/jobs,Why not? :)
Minus,535 8th Ave,4th Floor,New York,HQ'd in NY,http://minus.com,true,http://minus.com/pages/careers,Some of the best talents around the country are in NYC not to mention NYC is a great place to live and work.
Social Bicycles,95 Morton St,7,New York,HQ'd in NY,https://www.socialbicycles.com,true,http://socialbicycles.theresumator.com/apply/mLmTmr/C-Developer-Needed-Do-You-Like-Bicycles-And-Solving-Problems.html,
EAT,70 Wooster St,4f,New York,HQ'd in NY,http://www.eatmedia.net,true,http://eatmedia.net/about/#about-workwithus,One_of_a_kind.
The Flatiron School,33 West 26th Street,2nd Floor,New York,HQ'd in NY,http://www.flatironschool.com,true,http://blog.flatironschool.com,
Feelday Inc,"33 Nassau Ave , Brooklyn NY",#82,Brooklyn,HQ'd in NY,http://feelday.com,false,,
Medialets,192 Lexington Ave,14th Floor,New York,HQ'd in NY,http://www.medialets.com/,true,http://www.medialets.com/careers/,There's no better access to media and talent anywhere in the world.
AD60,68 Jay Street,Unit 616,Brooklyn,HQ'd in NY,http://www.ad60.com,true,http://www.ad60.com/jobs/,
mappedinworld,italy,http://www.mappedinworld.com/,New York,HQ'd in NY,http://www.mappedinworld.com/,false,http://www.mappedinworld.com/,
Test,street 1,floor 1,Queens,HQ'd in NY,http://test.com,true,http://test.com/carrier,testing solutions
Stinkdigital,54 West 21st,503,New York,HQ'd in NY,http://www.stinkdigital.com,true,http://www.stinkdigital.com/careers,Our NY office is our flagship North American office.
Nest New York,108 E. 16th St.,6th floor,New York,Coworking / Incubators,http://www.nestnewyork.com,false,,Nest helps startups grow and write their success stories in the books of history right in the heart of Manhattan. Fly into the Nest & join us today!
Candelita,111 W 16th St. ,4O,New York,HQ'd in NY,http://www.candelitamultimedialab.com,true,,The great mix of talent and inspiration!
Internet Week New York,711 Third Ave,,New York,HQ'd in NY,https://www.internetweekny.com/,true,http://ch.tbe.taleo.net/CH12/ats/careers/requisition.jsp?org=CRAINCOMM&cws=1&rid=1355,"That incredibly unique blend of ad agencies, tech start-ups, traditional media, content creation, development companies, investors, co-working spaces, creatives, entrepreneurs....need we say more?"
Dash,40 West 4th Street,,New York,HQ'd in NY,http://www.dash.by,false,,It's where we live!
Real Food Works,460 W. 34th St,14th floor,New York,HQ'd in NY,http://www.realfoodworks.com,true,http://www.realfoodworks.com/about/jobs/,"Best food, best people, best city!"
Next Street,37 West 20th Street,Suite 1101,New York,HQ'd in NY,http://www.nextstreetagency.com/,true,http://www.nextstreet.com/about_us/careers/,
NowThis News,36 W. 37th Street,7th Floor,New York,HQ'd in NY,http://www.nowthisnews.com,true,http://www.nowthisnews.com/info/careers/,"NowThis News is disrupting the traditional news industry. From its midtown manhattan studio, NowThis News is building, from the ground up, a new news outlet for today's mobile and social news consumers. NowThis News launched its iOS app in 2012 and is backed by Lerer Ventures, Bedrocket Media Ventures, and Oak Ventures."
Conversocial,902 Broadway,6th Floor,New York,HQ'd in NY,http://www.conversocial.com,true,http://www.conversocial.com/jobs/positions,"We viewed New York as the natural place for our first US office, with its thriving tech scene and locality to a large number of our current and future clients."
the {c}0dEd subsidiary of 140 Ventures,"500 7th Ave, New York, NY 10018",17,New York,HQ'd in NY,http://www.thecoded.com,false,,"The {c}0dEd is a place to learn how to make apps like never before. We seek individuals with no programming experience. Programming is no longer about sitting at home in the dark working all night without social interaction. Programming is collaborative. We teach all elements of web and mobile app development via team exercises, utilizing immersive learning methods to ensure that by the time you finish our class, the possibilities of your app adventures can begin to unfold with sign-up pages and app releases."
New Work City,412 Broadway,2nd Floor,New York,Coworking / Incubators,http://nwc.co/,false,,"New Work City is a coworking space and center for independents. Built as a community first and a business second, New Work City is the collective result of the participation of countless people who believe in its mission and subscribe to its values."
Trendabl,598 Broadway,10A,New York,HQ'd in NY,http://trendabl.com,true,,
Contently,598 Broadway,4th Floor,New York,HQ'd in NY,http://contently.com,true,,"It's the media capital of the world, and we love it. But most importantly, we haven't found better pizza anywhere else."
GumGum,257 Park Avenue South,Suite 500,New York,HQ'd in NY,http://www.gumgum.com,true,http://gumgum.com/careers,
AlleyNYC,500 7th Ave.,17th Floor,New York,Coworking / Incubators,http://www.thealleynyc.com,false,,
"SeedInvest, LLC",447 Broadway,Suite #2,New York,HQ'd in NY,http://www.seedinvest.com,false,,
bContext,500 7th Av,17th Floor,New York,HQ'd in NY,http://bcontext.com,false,,Just because NY is the greatest city ever... This is where I want to live and grow my company...
Special Applied Intelligence,2620 Jackson Avenue,,Queens,HQ'd in NY,http://www.specialai.com,false,,Native New Yorker
NYC Media Lab,5 MetroTech Center,,Brooklyn,HQ'd in NY,http://www.nycmedialab.org,true,http://www.mediabistro.com/joblistings/jobview.asp?joid=141134&page=1,
Honest Buildings,137 Varick Street,2nd floor,New York,HQ'd in NY,http://www.honestbuildings.com,false,,
Aggregift,349 5th Ave,7th,New York,HQ'd in NY,http://www.aggregift.com,true,http://www.aggregift.com/jobs/,"New York City is a vibrant hub for not just technology but entertainment, finance, fashion, publishing as well."
Oracle,120 Park Ave.,26th Floor,New York,HQ'd in NY,http://www.oracle.com,true,http://www.oracle.com/us/corporate/careers/index.html,"Oracle recruiters are always searching for brilliant employees with an entrepreneurial spirit, looking for a work culture where innovation is the goal, hard work is expected, and creativity is rewarded. Oracle employees enjoy competitive salaries, excellent health benefits, and a network of like-minded colleagues that driveinnovation across the entire technology industry."
New York Startup Lab,244 Fifth Avenue,Suite 2575,New York,HQ'd in NY,http://www.nystartuplab.com,false,,"We believe that New York is on the brink of a technological renaissance that will cement its position among the ranks of its West Coast neighbors in Silicon Valley.

However, we are confident that due to a multitude of reasons, New York will be a more vibrant startup ecosystem."
L+R,20 Jay St.,924,Brooklyn,HQ'd in NY,http://www.levinriegner.com,true,,Stimulation Inspiration.
mobAVE | Mobile Avenue,215 West40th Street,Floor 7,New York,HQ'd in NY,http://www.mobave.com,true,http://www.mobave.com/contact/,"We do mobile advertising. We named the company mobAVE because we believe that the ÛÏmobile AVENUEÛ is the place where everything will converge ÛÒ a sort of mega crossroads: similar to the one in our neighboring Times Square). More broadly, we believe NYC is the perfect place for media, advertising, and, increasingly, tech."
Brightidea Inc.,810 7th Avenue,11,New York,Coworking / Incubators,http://www.brightidea.com/,true,http://www.brightidea.com/about-us-careers.bix,
Worry Free Labs,175 Varick St,3rd,New York,HQ'd in NY,http://www.worryfreelabs.com,true,http://www.worryfreelabs.com,We love NYC! It's where most of our clients are (the best ones) and we get so much creative energy from being here.
Witbe Inc,16 W 22 Street,Floor 3,New York,HQ'd in NY,http://www.witbe.net,true,,Best place to be when you have on International team in Asia and Europe and customer in Canada and USA. Very convenient place to live without car. Ecosystem ...
"Verizon Communications, Inc.",140 West St.,,New York,HQ'd in NY,http://www.verizon.com,true,http://www.verizon.com/jobs/,
GE | OMD Incubator,195 Broadway,27th Floor,New York,Coworking / Incubators,http://geomdincubator.com/,true,http://www.accelerato.rs/,"GE and OmnicomÛªs OMD have partnered to create a 10-week incubator bringing together the brightest entrepreneurs to work in New York City for the Summer of 2012. Now in its third year, the GE | OMD Incubator aims to create a collaborative environment where entrepreneurs can learn, thrive and build great digital products.

Located in the heart of Manhattan, the GE | OMD Incubator provides a space where accepted applicants will develop their ideas, learn from industry mentors and become entrenched in New York CityÛªs startup scene.

As part of the program, selected entrepreneurs will receive complimentary work space, mentorship from GE and OMD executives, free access to classes at General Assembly, weekly sessions with founders and product/design leads from notable startups, compensation throughout the summer, and most importantly, no equity exchange. At the end of the summer, participants will have the opportunity to pitch to GE and OMD executives for the chance to win $10,000."
BK Advisory Group,1441 Broadway,5th Floor,New York,HQ'd in NY,http://www.bkadvisory.com,false,,"NYC is the digital apex. It's a place where commerce, design, invention & innovation meet, network & spark game-changing ideas & businesses. It's the idea capital of the world. And noone does networking like New Yorkers."
GroupMe,26 West 17th Street,Suite 1002,New York,HQ'd in NY,http://groupme.com,true,http://www.microsoft-careers.com/search?q=groupme,
Milewise,648 broadway,805,New York,HQ'd in NY,http://www.milewise.com,false,,Cause its the best place to live!
BetterCloud,299 Broadway,1310,New York,HQ'd in NY,http://www.bettercloud.com,true,http://www.bettercloud.com/careers/,
www.its-your-internet.com,7050 Austin Street,118 UL,Queens,HQ'd in NY,http://www.its-your-internet.com,false,http://www.its-your-internet.com,
DecisionDesk,108 Bayard St.,2nd Fl.,Brooklyn,HQ'd in NY,http://decisiondesk.com,true,http://www.decisiondesk.com/clients/devjobs/apply/flexform/1/,"NYC has the greatest blend of innovation, art, and nonconformity. DecisionDesk's product and culture align with this."
Amazon Web Services,1350 Avenue of Americas,1100,New York,HQ'd in NY,http://aws.amazon.com/,true,https://aws.amazon.com/careers/,
Uncharted Play,100 Church St,7th Floor,New York,HQ'd in NY,http://unchartedplay.com,false,,We believe that NYC is the center of innovation and sustainability and we want to be in a community that fosters the entrepreneurial spirit.
Accenture,1345 Avenue of the Americas,,New York,HQ'd in NY,http://www.accenture.com,true,http://careers.accenture.com,
"Group 8A, LLC",475 10th Ave.,9th Fl,New York,HQ'd in NY,http://www.group8a.com,false,,
Soho Gallery For Digital Art,138 Sullivan St. ,,New York,HQ'd in NY,http://www.sohodigart.com,false,,"THE SOHO GALLERY FOR DIGITAL ART is the \""heartchild\"" of John Ordover, son of the late lawyer Jerry Ordover, a leading figure in the Modern Art community. His father's clients over the years included artists such as Roy Lichtenstein, Frank Stella, Richard Serra, Nam Jun Paik and preeminent gallery owner Leo Castelli. \""Growing up around the brilliant, spontaneous and off-beat crowd my father introduced me to,\"" Ordover said, \""that creative energy drove my work as a writer and editor; opening a gallery is simply coming full circle.\""

 Named as one of the top contemporary galleries in NYC, Soho Gallery For Digital Art is a cutting edge digital art exhibition, performance and event space in Soho. SGDA is located at 138 Sullivan Street btwn Houston and Prince in NYC. The gallery is 2000 sq. feet on 2 floors with 16 40Û digital canvases.

SDGA has hosted a variety of tech events; including The International IPhoneography Show, FX Photo Studio, Hipstamatic, Global Art Group, MerckÛªs I Design with Mondo Guerra, Founder's Fair, Expand Your Brand, Land Art Generator Initiative, Mixed-Up Mosaics, The Baddish Group, Instagram NYC, Kogeto, MacGuffin Films and HBOÛªs Girls. The gallery has been recently featured in NY Times, NY-1 and CBS."
Enfatica,236 West 30th Street,Suite 5R,New York,HQ'd in NY,http://www.enfatica.com,true,http://www.enfatica.com/jobs.html,
SocialQ,1 State Street Plaza,22nd Floor,New York,HQ'd in NY,http://www.socialq.com,false,,Where else is there?
Homply,"307 W 38th St New York, NY",13 (Headhunter Labs),New York,HQ'd in NY,http://www.homply.com,false,,We are in NYC because it's the heart of real estate and advertising and it's one of the most fragmented market everywhere with tons of brokers which we aim to serve better via demand aggregation: they save on co-broker commission and close more deals
SubwayFunFinder.com,89 Murray Street,7M,New York,HQ'd in NY,http://www.SubwayFunFinder.com,false,,Our site provides info abou the best places around nyc's 400+ subway stations.
E-SPRING,"155 Water Street, 11201 Brooklyn NY",,Brooklyn,HQ'd in NY,http://www.e-springconsulting.com/en,false,,Because if you are an IT company NYC is place to facing everyday challenges!
GetRaised,171 West 73rd Street,Apt 1,New York,HQ'd in NY,http://www.getraised.com,false,,
OneADayForCharity,175 Varick Street,Floor 4,New York,HQ'd in NY,http://www.oneadayforcharity.com,false,,
POV (The American Documentary Inc.),20 Jay Street,940,Brooklyn,HQ'd in NY,http://www.pbs.org/pov/,true,http://pov.org/jobs,
"Secret Clubhouse, LLC",117 South 3rd St,First Floor ,Brooklyn,Coworking / Incubators,http://secretclubhou.se,false,,
www.glovico.org,2960 Broadway,,New York,HQ'd in NY,http://www.glovico.org,false,,We are a global company since we are a platform providing online language lessons via Skype with tutors from many countries. The majority of our core team is in New York because we love the support we receive from professors at Columbia University and the opportunities to interact with the New York start-up scene.
DFJ Gotham,132 West 31st Street ,1102,New York,Investors,http://www.dfjgotham.com,false,,To Invest in NYC technology companies
Vidaao Inc,353 W 48th St,4th Floor,New York,HQ'd in NY,http://www.vidaao.com,true,,NYC is where we choose to live and we want to grow our business here.
PlaceIQ,115 West 30th Street,Suite 910,New York,HQ'd in NY,http://www.placeiq.com,true,http://placeiq.theresumator.com/apply/,
Flocabulary,55 Washington St,Suite 259,Brooklyn,HQ'd in NY,http://flocabulary.com,true,http://flocabulary.com/jobs-application-support-developer/,
"ByteFly, Inc.",217 Water Street,201,New York,HQ'd in NY,http://www.bytefly.com,true,,We build iPhone and Android Apps for Digital Agencies and Startups. Many of clients are here in NYC.
Siftsort.com,420 Lexington Ave,402,New York,HQ'd in NY,http://www.siftsort.com,false,,"This is the place that we found talent, networking opportunities and business deals that helped us grow our business."
DigitalOcean,270 Lafayette Street,1206,New York,HQ'd in NY,https://www.digitalocean.com,true,,Because we love being in a growing community of emerging tech-startups and talented developers/engineers.
"Modi Research Group, Columbia U.",500 w 120th St,134F,New York,HQ'd in NY,http://modi.mech.columbia.edu,true,http://github.com/modilabs/jobs,
Command C,240 N Henry St,#1,Brooklyn,HQ'd in NY,http://www.commandc.com,true,,
"Wynter Consulting Group, LLC",189 Schermerhorn Street,,Brooklyn,HQ'd in NY,http://www.wynterconsulting.com,false,,We believe that no project is too small and we will work with you to develop a game plan for success. Our scaleable IT/Business solutions will meet your needs. Send us your requirements and we will return your request within 24 hours.
CONSIGND,483 Broadway,2nd Floor,New York,HQ'd in NY,http://www.consignd.com,true,,"Consignd puts the consignment model online in a way that allows anyone to become a store or a merchant. Many of the brands, blogs and individuals we work with hail from NYC and we love being able to go to them to learn how we can make their lives better."
Bizbash Media,8 West 38th Street,2nd Floor,New York,HQ'd in NY,http://www.bizbash.com,true,,We cover the face to face event industry.
Varonis Systems,1250 Broadway,31st Floor,New York,HQ'd in NY,http://www.varonis.com,true,http://www.varonis.com/company/careers/index.html,
Kettle,560 Broadway,508,New York,HQ'd in NY,http://kettlenyc.com,true,http://kettlenyc.com/,
Antarctic Creative,122 Norfolk Street,Suite 20,New York,HQ'd in NY,http://www.antarcticcreative.com,true,,"We are a brand-building agency dedicated to the concept and creation
of brand experiences through strategic + community engaging marketing campaigns.

We create smart and engaging spaces, places, objects and experiences
for projects and people we believe in.

WeÛªre a group of designers, artists, strategists, producers, radicals, conjurers, creators.

We are Antarctic."
"BetterBizWorks, LLC",1855 Victory Blvd.,2nd Floor,Staten Island,HQ'd in NY,http://www.betterbizworks.com,true,http://www.betterbizworks.com/contact-us/exciting-careers/,
GetTaxi,149 Fifth Ave ,8th fl ,New York,HQ'd in NY,http://www.gettaxi.com,true,http://www.gettaxi.com/career.html,"GetTaxi is a consumer and enterprise mobile application for booking and paying for a ride to get around the city - we are live in London, Moscow, St. Petersburg, and all over central Israel. Launching soon in NYC!"
[x+1],315 Park Ave South,12th Floor,New York,HQ'd in NY,http://www.xplusone.com,true,http://www.xplusone.com/about/careers/,NYC is a hub for digital media companies and talent. We want to be here and our clients like us to be here.
TheFix.com,19 West 21st Street,Suite 901,New York,HQ'd in NY,http://www.thefix.com/,true,http://www.thefix.com/content/work-fix,
