CSD,BOROUGH,GRADE LEVEL,PROGRAM TYPE,CORE SUBJECT,SERVICE CATEGORY,CLASS SIZE,NUMBER OF CLASSES,NUMBER OF STUDENTS,PERCENT OF STUDENTS IN DISTRICT / BOROUGH / GRADE / PROGRAM / SUBJECT
26,Q,06,GEN ED / CTT / G&T,-,-,28,6,168,10%
26,Q,06,GEN ED / CTT / G&T,-,-,29,5,145,8%
26,Q,06,GEN ED / CTT / G&T,-,-,30,22,660,38%
26,Q,06,GEN ED / CTT / G&T,-,-,31,13,403,23%
26,Q,06,GEN ED / CTT / G&T,-,-,32,6,192,11%
26,Q,07,GEN ED / CTT / G&T,-,-,23,1,23,1%
26,Q,07,GEN ED / CTT / G&T,-,-,26,1,26,1%
26,Q,07,GEN ED / CTT / G&T,-,-,27,1,27,1%
26,Q,07,GEN ED / CTT / G&T,-,-,28,9,252,14%
26,Q,07,GEN ED / CTT / G&T,-,-,29,11,319,17%
26,Q,07,GEN ED / CTT / G&T,-,-,30,5,150,8%
26,Q,07,GEN ED / CTT / G&T,-,-,31,16,496,27%
26,Q,07,GEN ED / CTT / G&T,-,-,32,11,352,19%
26,Q,07,GEN ED / CTT / G&T,-,-,33,6,198,11%
26,Q,08,GEN ED / CTT / G&T,-,-,21,1,21,1%
26,Q,08,GEN ED / CTT / G&T,-,-,22,1,22,1%
26,Q,08,GEN ED / CTT / G&T,-,-,26,3,78,4%
26,Q,08,GEN ED / CTT / G&T,-,-,27,2,54,3%
26,Q,08,GEN ED / CTT / G&T,-,-,28,1,28,1%
26,Q,08,GEN ED / CTT / G&T,-,-,29,12,348,18%
26,Q,08,GEN ED / CTT / G&T,-,-,30,18,540,29%
26,Q,08,GEN ED / CTT / G&T,-,-,31,11,341,18%
26,Q,08,GEN ED / CTT / G&T,-,-,32,12,384,20%
26,Q,08,GEN ED / CTT / G&T,-,-,33,2,66,4%
26,Q,0K-09,SPEC ED,-,12:1,<6,2,10,6%
26,Q,0K-09,SPEC ED,-,12:1,7,1,7,4%
26,Q,0K-09,SPEC ED,-,12:1,8,1,8,5%
26,Q,0K-09,SPEC ED,-,12:1,9,2,18,11%
26,Q,0K-09,SPEC ED,-,12:1,10,6,60,37%
26,Q,0K-09,SPEC ED,-,12:1,11,3,33,20%
26,Q,0K-09,SPEC ED,-,12:1,13,2,26,16%
26,Q,0K-09,SPEC ED,-,12:1:1,<6,1,5,2%
26,Q,0K-09,SPEC ED,-,12:1:1,6,4,24,8%
26,Q,0K-09,SPEC ED,-,12:1:1,7,3,21,7%
26,Q,0K-09,SPEC ED,-,12:1:1,8,2,16,6%
26,Q,0K-09,SPEC ED,-,12:1:1,9,7,63,22%
26,Q,0K-09,SPEC ED,-,12:1:1,10,3,30,10%
26,Q,0K-09,SPEC ED,-,12:1:1,11,5,55,19%
26,Q,0K-09,SPEC ED,-,12:1:1,12,6,72,25%
26,Q,MS Core,GEN ED / CTT,ENGLISH,-,21,1,21,0%
26,Q,MS Core,GEN ED / CTT,ENGLISH,-,22,2,44,1%
26,Q,MS Core,GEN ED / CTT,ENGLISH,-,24,1,24,0%
26,Q,MS Core,GEN ED / CTT,ENGLISH,-,25,1,25,0%
26,Q,MS Core,GEN ED / CTT,ENGLISH,-,26,6,156,3%
26,Q,MS Core,GEN ED / CTT,ENGLISH,-,27,7,189,3%
26,Q,MS Core,GEN ED / CTT,ENGLISH,-,28,24,672,12%
26,Q,MS Core,GEN ED / CTT,ENGLISH,-,29,29,841,15%
26,Q,MS Core,GEN ED / CTT,ENGLISH,-,30,38,1140,20%
26,Q,MS Core,GEN ED / CTT,ENGLISH,-,31,42,1302,23%
26,Q,MS Core,GEN ED / CTT,ENGLISH,-,32,31,992,17%
26,Q,MS Core,GEN ED / CTT,ENGLISH,-,33,8,264,5%
26,Q,MS Core,GEN ED / CTT,MATH,-,21,1,21,0%
26,Q,MS Core,GEN ED / CTT,MATH,-,22,2,44,1%
26,Q,MS Core,GEN ED / CTT,MATH,-,24,1,24,0%
26,Q,MS Core,GEN ED / CTT,MATH,-,25,1,25,0%
26,Q,MS Core,GEN ED / CTT,MATH,-,26,6,156,3%
26,Q,MS Core,GEN ED / CTT,MATH,-,27,5,135,3%
26,Q,MS Core,GEN ED / CTT,MATH,-,28,19,532,11%
26,Q,MS Core,GEN ED / CTT,MATH,-,29,25,725,14%
26,Q,MS Core,GEN ED / CTT,MATH,-,30,34,1020,20%
26,Q,MS Core,GEN ED / CTT,MATH,-,31,39,1209,24%
26,Q,MS Core,GEN ED / CTT,MATH,-,32,27,864,17%
26,Q,MS Core,GEN ED / CTT,MATH,-,33,8,264,5%
26,Q,MS Core,GEN ED / CTT,SCIENCE,-,21,1,21,0%
26,Q,MS Core,GEN ED / CTT,SCIENCE,-,22,2,44,1%
26,Q,MS Core,GEN ED / CTT,SCIENCE,-,24,2,48,1%
26,Q,MS Core,GEN ED / CTT,SCIENCE,-,25,1,25,0%
26,Q,MS Core,GEN ED / CTT,SCIENCE,-,26,6,156,3%
26,Q,MS Core,GEN ED / CTT,SCIENCE,-,27,7,189,3%
26,Q,MS Core,GEN ED / CTT,SCIENCE,-,28,22,616,11%
26,Q,MS Core,GEN ED / CTT,SCIENCE,-,29,27,783,14%
26,Q,MS Core,GEN ED / CTT,SCIENCE,-,30,37,1110,20%
26,Q,MS Core,GEN ED / CTT,SCIENCE,-,31,40,1240,22%
26,Q,MS Core,GEN ED / CTT,SCIENCE,-,32,32,1024,18%
26,Q,MS Core,GEN ED / CTT,SCIENCE,-,33,9,297,5%
26,Q,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,21,1,21,0%
26,Q,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,22,2,44,1%
26,Q,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,24,1,24,0%
26,Q,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,25,1,25,0%
26,Q,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,26,7,182,3%
26,Q,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,27,6,162,3%
26,Q,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,28,23,644,11%
26,Q,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,29,30,870,15%
26,Q,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,30,38,1140,20%
26,Q,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,31,42,1302,23%
26,Q,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,32,29,928,16%
26,Q,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,33,9,297,5%
26,Q,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,>34,1,35,1%
26,Q,MS Core,SPEC ED,ENGLISH,-,<6,1,5,4%
26,Q,MS Core,SPEC ED,ENGLISH,-,6,2,12,10%
26,Q,MS Core,SPEC ED,ENGLISH,-,7,2,14,12%
26,Q,MS Core,SPEC ED,ENGLISH,-,8,1,8,7%
26,Q,MS Core,SPEC ED,ENGLISH,-,9,2,18,15%
26,Q,MS Core,SPEC ED,ENGLISH,-,10,2,20,17%
26,Q,MS Core,SPEC ED,ENGLISH,-,11,4,44,36%
26,Q,MS Core,SPEC ED,MATH,-,<6,1,5,5%
26,Q,MS Core,SPEC ED,MATH,-,6,1,6,6%
26,Q,MS Core,SPEC ED,MATH,-,7,1,7,7%
26,Q,MS Core,SPEC ED,MATH,-,8,2,16,15%
26,Q,MS Core,SPEC ED,MATH,-,9,2,18,17%
26,Q,MS Core,SPEC ED,MATH,-,10,2,20,19%
26,Q,MS Core,SPEC ED,MATH,-,11,3,33,31%
26,Q,MS Core,SPEC ED,SCIENCE,-,6,1,6,6%
26,Q,MS Core,SPEC ED,SCIENCE,-,7,2,14,14%
26,Q,MS Core,SPEC ED,SCIENCE,-,8,2,16,16%
26,Q,MS Core,SPEC ED,SCIENCE,-,10,2,20,20%
26,Q,MS Core,SPEC ED,SCIENCE,-,11,4,44,44%
26,Q,MS Core,SPEC ED,SOCIAL STUDIES,-,<6,1,5,4%
26,Q,MS Core,SPEC ED,SOCIAL STUDIES,-,6,2,12,10%
26,Q,MS Core,SPEC ED,SOCIAL STUDIES,-,7,1,7,6%
26,Q,MS Core,SPEC ED,SOCIAL STUDIES,-,8,2,16,13%
26,Q,MS Core,SPEC ED,SOCIAL STUDIES,-,9,2,18,15%
26,Q,MS Core,SPEC ED,SOCIAL STUDIES,-,10,3,30,25%
26,Q,MS Core,SPEC ED,SOCIAL STUDIES,-,11,3,33,27%
26,Q,09-12,GEN ED / CTT,ENGLISH,-,<15,21,249,1%
26,Q,09-12,GEN ED / CTT,ENGLISH,-,15,2,30,0%
26,Q,09-12,GEN ED / CTT,ENGLISH,-,16,2,32,0%
26,Q,09-12,GEN ED / CTT,ENGLISH,-,17,4,68,0%
26,Q,09-12,GEN ED / CTT,ENGLISH,-,18,3,54,0%
26,Q,09-12,GEN ED / CTT,ENGLISH,-,19,2,38,0%
26,Q,09-12,GEN ED / CTT,ENGLISH,-,20,3,60,0%
26,Q,09-12,GEN ED / CTT,ENGLISH,-,21,13,273,2%
26,Q,09-12,GEN ED / CTT,ENGLISH,-,22,4,88,1%
26,Q,09-12,GEN ED / CTT,ENGLISH,-,23,9,207,1%
26,Q,09-12,GEN ED / CTT,ENGLISH,-,24,8,192,1%
26,Q,09-12,GEN ED / CTT,ENGLISH,-,25,10,250,1%
26,Q,09-12,GEN ED / CTT,ENGLISH,-,26,10,260,2%
26,Q,09-12,GEN ED / CTT,ENGLISH,-,27,10,270,2%
26,Q,09-12,GEN ED / CTT,ENGLISH,-,28,17,476,3%
26,Q,09-12,GEN ED / CTT,ENGLISH,-,29,28,812,5%
26,Q,09-12,GEN ED / CTT,ENGLISH,-,30,38,1140,7%
26,Q,09-12,GEN ED / CTT,ENGLISH,-,31,47,1457,9%
26,Q,09-12,GEN ED / CTT,ENGLISH,-,32,38,1216,7%
26,Q,09-12,GEN ED / CTT,ENGLISH,-,33,81,2673,16%
26,Q,09-12,GEN ED / CTT,ENGLISH,-,34,200,6800,40%
26,Q,09-12,GEN ED / CTT,ENGLISH,-,>34,11,395,2%
26,Q,09-12,GEN ED / CTT,MATH,-,<15,17,207,2%
26,Q,09-12,GEN ED / CTT,MATH,-,15,3,45,0%
26,Q,09-12,GEN ED / CTT,MATH,-,16,3,48,0%
26,Q,09-12,GEN ED / CTT,MATH,-,17,6,102,1%
26,Q,09-12,GEN ED / CTT,MATH,-,18,1,18,0%
26,Q,09-12,GEN ED / CTT,MATH,-,20,1,20,0%
26,Q,09-12,GEN ED / CTT,MATH,-,21,6,126,1%
26,Q,09-12,GEN ED / CTT,MATH,-,22,4,88,1%
26,Q,09-12,GEN ED / CTT,MATH,-,23,2,46,0%
26,Q,09-12,GEN ED / CTT,MATH,-,24,3,72,1%
26,Q,09-12,GEN ED / CTT,MATH,-,25,10,250,2%
26,Q,09-12,GEN ED / CTT,MATH,-,26,5,130,1%
26,Q,09-12,GEN ED / CTT,MATH,-,27,6,162,1%
26,Q,09-12,GEN ED / CTT,MATH,-,28,6,168,1%
26,Q,09-12,GEN ED / CTT,MATH,-,29,10,290,2%
26,Q,09-12,GEN ED / CTT,MATH,-,30,22,660,5%
26,Q,09-12,GEN ED / CTT,MATH,-,31,25,775,6%
26,Q,09-12,GEN ED / CTT,MATH,-,32,48,1536,12%
26,Q,09-12,GEN ED / CTT,MATH,-,33,59,1947,16%
26,Q,09-12,GEN ED / CTT,MATH,-,34,154,5236,42%
26,Q,09-12,GEN ED / CTT,MATH,-,>34,11,406,3%
26,Q,09-12,GEN ED / CTT,SCIENCE,-,<15,19,238,1%
26,Q,09-12,GEN ED / CTT,SCIENCE,-,15,2,30,0%
26,Q,09-12,GEN ED / CTT,SCIENCE,-,16,4,64,0%
26,Q,09-12,GEN ED / CTT,SCIENCE,-,17,4,68,0%
26,Q,09-12,GEN ED / CTT,SCIENCE,-,18,5,90,0%
26,Q,09-12,GEN ED / CTT,SCIENCE,-,19,4,76,0%
26,Q,09-12,GEN ED / CTT,SCIENCE,-,20,3,60,0%
26,Q,09-12,GEN ED / CTT,SCIENCE,-,21,3,63,0%
26,Q,09-12,GEN ED / CTT,SCIENCE,-,22,9,198,1%
26,Q,09-12,GEN ED / CTT,SCIENCE,-,23,8,184,1%
26,Q,09-12,GEN ED / CTT,SCIENCE,-,24,7,168,1%
26,Q,09-12,GEN ED / CTT,SCIENCE,-,25,9,225,1%
26,Q,09-12,GEN ED / CTT,SCIENCE,-,26,10,260,1%
26,Q,09-12,GEN ED / CTT,SCIENCE,-,27,12,324,2%
26,Q,09-12,GEN ED / CTT,SCIENCE,-,28,13,364,2%
26,Q,09-12,GEN ED / CTT,SCIENCE,-,29,7,203,1%
26,Q,09-12,GEN ED / CTT,SCIENCE,-,30,32,960,5%
26,Q,09-12,GEN ED / CTT,SCIENCE,-,31,47,1457,8%
26,Q,09-12,GEN ED / CTT,SCIENCE,-,32,64,2048,11%
26,Q,09-12,GEN ED / CTT,SCIENCE,-,33,113,3729,20%
26,Q,09-12,GEN ED / CTT,SCIENCE,-,34,209,7106,38%
26,Q,09-12,GEN ED / CTT,SCIENCE,-,>34,23,828,4%
26,Q,09-12,GEN ED / CTT,SOCIAL STUDIES,-,<15,27,323,2%
26,Q,09-12,GEN ED / CTT,SOCIAL STUDIES,-,15,3,45,0%
26,Q,09-12,GEN ED / CTT,SOCIAL STUDIES,-,16,1,16,0%
26,Q,09-12,GEN ED / CTT,SOCIAL STUDIES,-,17,3,51,0%
26,Q,09-12,GEN ED / CTT,SOCIAL STUDIES,-,18,3,54,0%
26,Q,09-12,GEN ED / CTT,SOCIAL STUDIES,-,19,3,57,0%
26,Q,09-12,GEN ED / CTT,SOCIAL STUDIES,-,20,5,100,1%
26,Q,09-12,GEN ED / CTT,SOCIAL STUDIES,-,21,7,147,1%
26,Q,09-12,GEN ED / CTT,SOCIAL STUDIES,-,22,5,110,1%
26,Q,09-12,GEN ED / CTT,SOCIAL STUDIES,-,23,6,138,1%
26,Q,09-12,GEN ED / CTT,SOCIAL STUDIES,-,24,4,96,1%
26,Q,09-12,GEN ED / CTT,SOCIAL STUDIES,-,25,9,225,1%
26,Q,09-12,GEN ED / CTT,SOCIAL STUDIES,-,26,14,364,2%
26,Q,09-12,GEN ED / CTT,SOCIAL STUDIES,-,27,12,324,2%
26,Q,09-12,GEN ED / CTT,SOCIAL STUDIES,-,28,14,392,2%
26,Q,09-12,GEN ED / CTT,SOCIAL STUDIES,-,29,13,377,2%
26,Q,09-12,GEN ED / CTT,SOCIAL STUDIES,-,30,24,720,4%
26,Q,09-12,GEN ED / CTT,SOCIAL STUDIES,-,31,31,961,6%
26,Q,09-12,GEN ED / CTT,SOCIAL STUDIES,-,32,61,1952,12%
26,Q,09-12,GEN ED / CTT,SOCIAL STUDIES,-,33,85,2805,17%
26,Q,09-12,GEN ED / CTT,SOCIAL STUDIES,-,34,210,7140,42%
26,Q,09-12,GEN ED / CTT,SOCIAL STUDIES,-,>34,14,512,3%
26,Q,09-12,SPEC ED,ENGLISH,-,7,3,21,4%
26,Q,09-12,SPEC ED,ENGLISH,-,8,2,16,3%
26,Q,09-12,SPEC ED,ENGLISH,-,9,2,18,3%
26,Q,09-12,SPEC ED,ENGLISH,-,10,5,50,9%
26,Q,09-12,SPEC ED,ENGLISH,-,11,4,44,8%
26,Q,09-12,SPEC ED,ENGLISH,-,12,8,96,17%
26,Q,09-12,SPEC ED,ENGLISH,-,13,5,65,11%
26,Q,09-12,SPEC ED,ENGLISH,-,14,10,140,24%
26,Q,09-12,SPEC ED,ENGLISH,-,15,5,75,13%
26,Q,09-12,SPEC ED,ENGLISH,-,>15,3,48,8%
26,Q,09-12,SPEC ED,MATH,-,6,1,6,2%
26,Q,09-12,SPEC ED,MATH,-,9,1,9,3%
26,Q,09-12,SPEC ED,MATH,-,10,2,20,8%
26,Q,09-12,SPEC ED,MATH,-,11,3,33,12%
26,Q,09-12,SPEC ED,MATH,-,12,1,12,5%
26,Q,09-12,SPEC ED,MATH,-,13,4,52,20%
26,Q,09-12,SPEC ED,MATH,-,14,2,28,11%
26,Q,09-12,SPEC ED,MATH,-,15,6,90,34%
26,Q,09-12,SPEC ED,MATH,-,>15,1,16,6%
26,Q,09-12,SPEC ED,SCIENCE,-,7,1,7,2%
26,Q,09-12,SPEC ED,SCIENCE,-,8,2,16,5%
26,Q,09-12,SPEC ED,SCIENCE,-,9,2,18,6%
26,Q,09-12,SPEC ED,SCIENCE,-,10,6,60,19%
26,Q,09-12,SPEC ED,SCIENCE,-,11,4,44,14%
26,Q,09-12,SPEC ED,SCIENCE,-,12,3,36,12%
26,Q,09-12,SPEC ED,SCIENCE,-,13,1,13,4%
26,Q,09-12,SPEC ED,SCIENCE,-,14,5,70,23%
26,Q,09-12,SPEC ED,SCIENCE,-,15,2,30,10%
26,Q,09-12,SPEC ED,SCIENCE,-,>15,1,16,5%
26,Q,09-12,SPEC ED,SOCIAL STUDIES,-,7,1,7,1%
26,Q,09-12,SPEC ED,SOCIAL STUDIES,-,9,2,18,4%
26,Q,09-12,SPEC ED,SOCIAL STUDIES,-,10,5,50,11%
26,Q,09-12,SPEC ED,SOCIAL STUDIES,-,11,5,55,12%
26,Q,09-12,SPEC ED,SOCIAL STUDIES,-,12,2,24,5%
26,Q,09-12,SPEC ED,SOCIAL STUDIES,-,13,6,78,17%
26,Q,09-12,SPEC ED,SOCIAL STUDIES,-,14,7,98,21%
26,Q,09-12,SPEC ED,SOCIAL STUDIES,-,15,6,90,19%
26,Q,09-12,SPEC ED,SOCIAL STUDIES,-,>15,3,50,11%
27,Q,0K,GEN ED / CTT / G&T,-,-,<15,4,51,1%
27,Q,0K,GEN ED / CTT / G&T,-,-,15,2,30,1%
27,Q,0K,GEN ED / CTT / G&T,-,-,16,9,144,4%
27,Q,0K,GEN ED / CTT / G&T,-,-,17,5,85,2%
27,Q,0K,GEN ED / CTT / G&T,-,-,18,3,54,1%
27,Q,0K,GEN ED / CTT / G&T,-,-,19,9,171,5%
27,Q,0K,GEN ED / CTT / G&T,-,-,20,10,200,6%
27,Q,0K,GEN ED / CTT / G&T,-,-,21,9,189,5%
27,Q,0K,GEN ED / CTT / G&T,-,-,22,21,462,13%
27,Q,0K,GEN ED / CTT / G&T,-,-,23,29,667,19%
27,Q,0K,GEN ED / CTT / G&T,-,-,24,30,720,20%
27,Q,0K,GEN ED / CTT / G&T,-,-,25,20,500,14%
27,Q,0K,GEN ED / CTT / G&T,-,-,26,2,52,1%
27,Q,0K,GEN ED / CTT / G&T,-,-,27,5,135,4%
27,Q,0K,GEN ED / CTT / G&T,-,-,28,4,112,3%
27,Q,0K,GEN ED / CTT / G&T,-,-,29,1,29,1%
27,Q,01,GEN ED / CTT / G&T,-,-,<15,2,22,1%
27,Q,01,GEN ED / CTT / G&T,-,-,15,1,15,0%
27,Q,01,GEN ED / CTT / G&T,-,-,16,1,16,0%
27,Q,01,GEN ED / CTT / G&T,-,-,17,2,34,1%
27,Q,01,GEN ED / CTT / G&T,-,-,18,5,90,3%
27,Q,01,GEN ED / CTT / G&T,-,-,19,8,152,4%
27,Q,01,GEN ED / CTT / G&T,-,-,20,12,240,7%
27,Q,01,GEN ED / CTT / G&T,-,-,21,23,483,14%
27,Q,01,GEN ED / CTT / G&T,-,-,22,17,374,11%
27,Q,01,GEN ED / CTT / G&T,-,-,23,24,552,16%
27,Q,01,GEN ED / CTT / G&T,-,-,24,13,312,9%
27,Q,01,GEN ED / CTT / G&T,-,-,25,5,125,4%
27,Q,01,GEN ED / CTT / G&T,-,-,26,15,390,11%
27,Q,01,GEN ED / CTT / G&T,-,-,27,12,324,9%
27,Q,01,GEN ED / CTT / G&T,-,-,28,11,308,9%
27,Q,01,GEN ED / CTT / G&T,-,-,29,2,58,2%
27,Q,01,GEN ED / CTT / G&T,-,-,32,1,32,1%
27,Q,02,GEN ED / CTT / G&T,-,-,15,1,15,0%
27,Q,02,GEN ED / CTT / G&T,-,-,16,2,32,1%
27,Q,02,GEN ED / CTT / G&T,-,-,17,2,34,1%
27,Q,02,GEN ED / CTT / G&T,-,-,18,3,54,2%
27,Q,02,GEN ED / CTT / G&T,-,-,19,6,114,3%
27,Q,02,GEN ED / CTT / G&T,-,-,20,4,80,2%
27,Q,02,GEN ED / CTT / G&T,-,-,21,14,294,8%
27,Q,02,GEN ED / CTT / G&T,-,-,22,14,308,9%
27,Q,02,GEN ED / CTT / G&T,-,-,23,30,690,19%
27,Q,02,GEN ED / CTT / G&T,-,-,24,19,456,13%
27,Q,02,GEN ED / CTT / G&T,-,-,25,15,375,11%
27,Q,02,GEN ED / CTT / G&T,-,-,26,15,390,11%
27,Q,02,GEN ED / CTT / G&T,-,-,27,4,108,3%
27,Q,02,GEN ED / CTT / G&T,-,-,28,12,336,9%
27,Q,02,GEN ED / CTT / G&T,-,-,29,3,87,2%
27,Q,02,GEN ED / CTT / G&T,-,-,30,2,60,2%
27,Q,02,GEN ED / CTT / G&T,-,-,31,2,62,2%
27,Q,02,GEN ED / CTT / G&T,-,-,32,2,64,2%
27,Q,03,GEN ED / CTT / G&T,-,-,16,1,16,0%
27,Q,03,GEN ED / CTT / G&T,-,-,17,1,17,0%
27,Q,03,GEN ED / CTT / G&T,-,-,18,2,36,1%
27,Q,03,GEN ED / CTT / G&T,-,-,19,10,190,5%
27,Q,03,GEN ED / CTT / G&T,-,-,20,12,240,7%
27,Q,03,GEN ED / CTT / G&T,-,-,21,11,231,7%
27,Q,03,GEN ED / CTT / G&T,-,-,22,10,220,6%
27,Q,03,GEN ED / CTT / G&T,-,-,23,17,391,11%
27,Q,03,GEN ED / CTT / G&T,-,-,24,11,264,8%
27,Q,03,GEN ED / CTT / G&T,-,-,25,11,275,8%
27,Q,03,GEN ED / CTT / G&T,-,-,26,14,364,10%
27,Q,03,GEN ED / CTT / G&T,-,-,27,18,486,14%
27,Q,03,GEN ED / CTT / G&T,-,-,28,11,308,9%
27,Q,03,GEN ED / CTT / G&T,-,-,29,3,87,2%
27,Q,03,GEN ED / CTT / G&T,-,-,30,6,180,5%
27,Q,03,GEN ED / CTT / G&T,-,-,31,3,93,3%
27,Q,03,GEN ED / CTT / G&T,-,-,32,3,96,3%
27,Q,04,GEN ED / CTT / G&T,-,-,16,1,16,0%
27,Q,04,GEN ED / CTT / G&T,-,-,18,1,18,1%
27,Q,04,GEN ED / CTT / G&T,-,-,20,1,20,1%
27,Q,04,GEN ED / CTT / G&T,-,-,21,7,147,4%
27,Q,04,GEN ED / CTT / G&T,-,-,22,5,110,3%
27,Q,04,GEN ED / CTT / G&T,-,-,23,13,299,9%
27,Q,04,GEN ED / CTT / G&T,-,-,24,4,96,3%
27,Q,04,GEN ED / CTT / G&T,-,-,25,14,350,10%
27,Q,04,GEN ED / CTT / G&T,-,-,26,15,390,11%
27,Q,04,GEN ED / CTT / G&T,-,-,27,16,432,12%
27,Q,04,GEN ED / CTT / G&T,-,-,28,19,532,15%
27,Q,04,GEN ED / CTT / G&T,-,-,29,8,232,7%
27,Q,04,GEN ED / CTT / G&T,-,-,30,14,420,12%
27,Q,04,GEN ED / CTT / G&T,-,-,31,7,217,6%
27,Q,04,GEN ED / CTT / G&T,-,-,32,6,192,6%
27,Q,05,GEN ED / CTT / G&T,-,-,16,1,16,0%
27,Q,05,GEN ED / CTT / G&T,-,-,18,3,54,2%
27,Q,05,GEN ED / CTT / G&T,-,-,19,5,95,3%
27,Q,05,GEN ED / CTT / G&T,-,-,20,4,80,2%
27,Q,05,GEN ED / CTT / G&T,-,-,21,4,84,3%
27,Q,05,GEN ED / CTT / G&T,-,-,22,11,242,7%
27,Q,05,GEN ED / CTT / G&T,-,-,23,13,299,9%
27,Q,05,GEN ED / CTT / G&T,-,-,24,12,288,9%
27,Q,05,GEN ED / CTT / G&T,-,-,25,11,275,8%
27,Q,05,GEN ED / CTT / G&T,-,-,26,12,312,9%
27,Q,05,GEN ED / CTT / G&T,-,-,27,4,108,3%
27,Q,05,GEN ED / CTT / G&T,-,-,28,8,224,7%
27,Q,05,GEN ED / CTT / G&T,-,-,29,12,348,10%
27,Q,05,GEN ED / CTT / G&T,-,-,30,14,420,13%
27,Q,05,GEN ED / CTT / G&T,-,-,31,3,93,3%
27,Q,05,GEN ED / CTT / G&T,-,-,32,11,352,10%
27,Q,05,GEN ED / CTT / G&T,-,-,34,2,68,2%
27,Q,06,GEN ED / CTT / G&T,-,-,<15,4,45,1%
27,Q,06,GEN ED / CTT / G&T,-,-,15,2,30,1%
27,Q,06,GEN ED / CTT / G&T,-,-,18,1,18,1%
27,Q,06,GEN ED / CTT / G&T,-,-,19,3,57,2%
27,Q,06,GEN ED / CTT / G&T,-,-,20,7,140,4%
27,Q,06,GEN ED / CTT / G&T,-,-,21,1,21,1%
27,Q,06,GEN ED / CTT / G&T,-,-,22,10,220,6%
27,Q,06,GEN ED / CTT / G&T,-,-,23,8,184,5%
27,Q,06,GEN ED / CTT / G&T,-,-,24,7,168,5%
27,Q,06,GEN ED / CTT / G&T,-,-,25,11,275,8%
27,Q,06,GEN ED / CTT / G&T,-,-,26,6,156,5%
27,Q,06,GEN ED / CTT / G&T,-,-,27,11,297,9%
27,Q,06,GEN ED / CTT / G&T,-,-,28,10,280,8%
27,Q,06,GEN ED / CTT / G&T,-,-,29,9,261,8%
27,Q,06,GEN ED / CTT / G&T,-,-,30,12,360,10%
27,Q,06,GEN ED / CTT / G&T,-,-,31,11,341,10%
27,Q,06,GEN ED / CTT / G&T,-,-,32,13,416,12%
27,Q,06,GEN ED / CTT / G&T,-,-,33,5,165,5%
27,Q,07,GEN ED / CTT / G&T,-,-,<15,2,20,1%
27,Q,07,GEN ED / CTT / G&T,-,-,15,2,30,1%
27,Q,07,GEN ED / CTT / G&T,-,-,17,1,17,0%
27,Q,07,GEN ED / CTT / G&T,-,-,18,1,18,1%
27,Q,07,GEN ED / CTT / G&T,-,-,19,4,76,2%
27,Q,07,GEN ED / CTT / G&T,-,-,20,2,40,1%
27,Q,07,GEN ED / CTT / G&T,-,-,21,3,63,2%
27,Q,07,GEN ED / CTT / G&T,-,-,22,4,88,2%
27,Q,07,GEN ED / CTT / G&T,-,-,23,5,115,3%
27,Q,07,GEN ED / CTT / G&T,-,-,24,3,72,2%
27,Q,07,GEN ED / CTT / G&T,-,-,25,5,125,3%
27,Q,07,GEN ED / CTT / G&T,-,-,26,1,26,1%
27,Q,07,GEN ED / CTT / G&T,-,-,27,9,243,7%
27,Q,07,GEN ED / CTT / G&T,-,-,28,10,280,8%
27,Q,07,GEN ED / CTT / G&T,-,-,29,20,580,16%
27,Q,07,GEN ED / CTT / G&T,-,-,30,17,510,14%
27,Q,07,GEN ED / CTT / G&T,-,-,31,10,310,9%
27,Q,07,GEN ED / CTT / G&T,-,-,32,15,480,13%
27,Q,07,GEN ED / CTT / G&T,-,-,33,14,462,13%
27,Q,07,GEN ED / CTT / G&T,-,-,34,1,34,1%
27,Q,08,GEN ED / CTT / G&T,-,-,15,1,15,0%
27,Q,08,GEN ED / CTT / G&T,-,-,16,2,32,1%
27,Q,08,GEN ED / CTT / G&T,-,-,17,1,17,0%
27,Q,08,GEN ED / CTT / G&T,-,-,18,3,54,2%
27,Q,08,GEN ED / CTT / G&T,-,-,19,3,57,2%
27,Q,08,GEN ED / CTT / G&T,-,-,20,1,20,1%
27,Q,08,GEN ED / CTT / G&T,-,-,21,1,21,1%
27,Q,08,GEN ED / CTT / G&T,-,-,22,2,44,1%
27,Q,08,GEN ED / CTT / G&T,-,-,23,4,92,3%
27,Q,08,GEN ED / CTT / G&T,-,-,24,4,96,3%
27,Q,08,GEN ED / CTT / G&T,-,-,25,3,75,2%
