PROGRAM TYPE,PROGRAM,SITE NAME,BOROUGH / COMMUNITY,AGENCY,Contact Number,Grade Level / Age Group ,Location 1
After-School Programs,Out of School Time,MS 56-Corlears,Manhattan,Vision Urbana Senior Center,(212) 227-0762,Middle School,"220 Henry Street
10002
(40.713663660512324, -73.98651124295314)"
After-School Programs,Out of School Time,P.S. 189 P.S.  189,Manhattan,"Washington Heights- Inwood Coalition, Inc",(347) 726-8046,Elementary,"2580 AMSTERDAM AVENUE
10040
(40.85286583740964, -73.92742489774344)"
After-School Programs,Out of School Time,P.S./I.S.12 TAG YOUNG SCHOLARS,Manhattan,YMCA of Greater New York/Vanderbilt,(212) 360-5683,Elementary,"240 109 STREET
10029
(40.793077367476975, -73.94234859437678)"
After-School Programs,Out of School Time,YMCA/Vanderbilt,Manhattan,YMCA of Greater New York/Vanderbilt,(212) 912-2557,High School,"224 47th Street
10017
(40.75367123996815, -73.97158674865985)"
After-School Programs,Out of School Time,MOTT HALL II (M862),Manhattan,YMCA of Greater New York/West Side YMCA,(347) 350-1808,Middle School,"234 109 Street
10025
(40.80275180384162, -73.96526411800443)"
After-School Programs,Out of School Time,P.S. 165 ROBERT E. SIMON SCHOOL,Manhattan,YMCA of Greater New York/West Side YMCA,(212) 875-4138,Elementary,"234 109 STREET
10025
(40.80275180384162, -73.96526411800443)"
After-School Programs,Out of School Time,P.S. 166 RICHARD ROGERS SCHOOL,Manhattan,YMCA of Greater New York/West Side YMCA,(917) 531-7166,Elementary,"132 89th Street
10024
(40.78879730248958, -73.97173720762139)"
After-School Programs,Out of School Time,Murry Bergtraum HS,Manhattan,YWCA of the City of New York (Main Branch),(212) 964-9610,High School,"411 Pearl Street
10038
(40.71134852287901, -74.00080058211404)"
After-School Programs,Out of School Time,Highbridge Rec Center,Manhattan,"Alianza Dominicana, Inc.",(212) 740-1960,Elem/MS/HS,"2301 Amsterdam Avenue
10033
(40.84359991656404, -73.93415982932619)"
After-School Programs,Out of School Time,J. Hood Wright Rec Ctr,Manhattan,"Alianza Dominicana, Inc.",(212) 740-1960,Elem/MS/HS,"351 Fort
WASHINGTON 10033
(40.85621992920642, -73.94585900019268)"
After-School Programs,Out of School Time,Big Brother Big Sister,Manhattan,Big Brothers/Big Sisters Inc. of NYC,(212) 686-2042,High School,"223 30th Street
10016
(40.74299651651833, -73.97939049107566)"
After-School Programs,Out of School Time,Broadway Housing,Manhattan,"Broadway Housing Communities, Inc",(212) 862-7155,Elem/MS,"583 Riverside Drive
10031
(40.821344600282714, -73.95718346369301)"
After-School Programs,Out of School Time,Joseph P. Kennedy Center,Manhattan,"Catholic Charities Community Service, Archdiocese of N Y",(212) 862-6401,Elem/MS,"34 134th Street
10037
(40.812690673719295, -73.93971876746738)"
After-School Programs,Out of School Time,Center for Alternative,Manhattan,Center for Alternative Sentencing and Employment Services,(212) 553-6650,High School,"346 Broadway
10013
(40.71671747539392, -74.00413706684276)"
After-School Programs,Out of School Time,Central Park East,Manhattan,"East Harlem Tutorial Program, Inc.",(212) 831-0650,High School,"1573 Madison Avenue
10029
(40.793633986899536, -73.94945722406031)"
After-School Programs,Out of School Time,Edgies,Manhattan,"Educational Alliance, Inc.",(212) 780-2300,MS/HS,"197 Broadway
10002
(40.714215401222326, -73.98812347574558)"
After-School Programs,Out of School Time,Fresh Youth,Manhattan,Fresh Youth Initiatives Opt 2 HS,(212) 781-1113,Elem/MS/HS,"505 171st Street
10032
(40.841804428261874, -73.93572094240423)"
After-School Programs,Out of School Time,Global Kids Opt2 HS Baruch,Manhattan,"Global Kids, Inc.",(212) 226-0130,High School,"137 25th Street
10010
(40.740767209215875, -73.98369122381075)"
After-School Programs,Out of School Time,Truce,Manhattan,"Harlem Children's Zone, Inc",(212) 663-0555,MS/HS,"147 St Nicholas Avenue
10026
(40.80477908850298, -73.95274980608855)"
After-School Programs,Out of School Time,JHS 99-Julia DeBurgos,Manhattan,Harlem RBI (Reviving Baseball in Inner Cities),(212) 722-1608,High School,"410 100th Street
10029
(40.78568168708408, -73.94263982259875)"
After-School Programs,Out of School Time,Henry Street SettlemntOpt 2 HS,Manhattan,Henry Street Settlement,(212) 254-3100,High School,"301 Henry Street
10002
(40.71399949305981, -73.98339877304709)"
After-School Programs,Out of School Time,P.S./I.S. 110 FLORENCE NIGHTIN,Manhattan,Henry Street Settlement,(212) 254-3100,Elementary,"301 Henry Street
10002
(40.71399949305981, -73.98339877304709)"
After-School Programs,Out of School Time,Harvey Milk HS,Manhattan,"Hetrick-Martin Institute, Inc.",(212) 674-2400,High School,"2 Astor Place
10003
(40.73004972130843, -73.99278994498403)"
After-School Programs,Out of School Time,P.S. 19 ASHER LEVY SCHOOL,Manhattan,Institute for Labor and the Community,(212) 505-3184,Elementary,"185 1st Avenue
10009
(40.72964016707, -73.98387383336257)"
After-School Programs,Out of School Time,Manhattan Summer,Manhattan,"Legal Outreach, Inc",(212) 690-9989,High School,"402 145th Street
10031
(40.82406207755695, -73.94489305673513)"
After-School Programs,Out of School Time,Lincoln Square,Manhattan,"Lincoln Square Neighborhood Center, Inc.",(212) 874-0860,Elem/MS,"206 64th Street
10023
(40.774162347214755, -73.98686256939689)"
After-School Programs,Out of School Time,I.S. 13 JACKIE ROBINSON SCHOOL,Manhattan,New York Junior Tennis League,(347) 417-8189,Middle School,"1573 Madison Avenue
10029
(40.793633986899536, -73.94945722406031)"
After-School Programs,Out of School Time,Planned Parenthood,Manhattan,Planned Parenthood of NYC,(212) 274-7367,High School,"26 Bleecker Street
10012
(40.72557579738253, -73.99351607367669)"
After-School Programs,Out of School Time,PAL Armory,Manhattan,"Police Athletic League, Inc.",(212) 477-9450,High School,"216 Fort Washington Avenue
10032
(40.842343769666854, -73.94220075868486)"
After-School Programs,Out of School Time,P.S./I.S. 184 SHUANG WEN ACADEMY,Manhattan,Shuang Wen Academy Network,(212) 602-9700,Elem/MS,"327 Cherry Street
10002
(40.71217484702834, -73.98042410080346)"
After-School Programs,Out of School Time,CAS 1,Manhattan,The Childrens Aid Society,(212) 533-1675,Elem/MS/HS,"219 Sullivan Street
10012
(40.729268082230085, -73.99997267801156)"
After-School Programs,Out of School Time,CAS-Rhinelander,Manhattan,The Childrens Aid Society,(212) 876-0500,Elem/MS/HS,"350 88th Street
10128
(40.77864263426987, -73.94959258494134)"
After-School Programs,Out of School Time,The Door-Alternatives,Manhattan,The Door - A Center of Alternatives,(212) 941-9090,High School,"121 6th Avenue
10013
(40.72398399739069, -74.00464968039944)"
After-School Programs,Out of School Time,YES Program,Manhattan,"The Lesbian, Gay, Bisexual & Transgender Community Center",(212) 620-7310,High School,"208 13th Street
10011
(40.73793401314603, -74.0004413046957)"
After-School Programs,Out of School Time,East Harlem Center 2,Manhattan,The Salvation Army,(212) 860-3200,High School,"175 125th Street
10035
(40.80402989040983, -73.93651379190982)"
After-School Programs,Out of School Time,VISIONS at Selis Manor,Manhattan,VISIONS Services for the Blind & Visually Impaired,(646) 486-4444,High School,"135 23rd Street
10011
(40.743346641377066, -73.99378785031564)"
After-School Programs,Out of School Time,Dyckman Community Center,Manhattan,YM-YWHA of Washington Heights Inwood,(212) 569-6200,Elementary,"3782 10th Avenue
10034
(40.862021922675375, -73.92075311672906)"
After-School Programs,Out of School Time,Harbor Heights,Manhattan,YM-YWHA of Washington Heights Inwood,(212) 569-6200,Middle School,"549 Audubon Avenue
10040
(40.856389753646916, -73.92672451121956)"
After-School Programs,Out of School Time,McDonalds Restaurant 1,Manhattan,YM-YWHA of Washington Heights Inwood,(212) 569-6200,Elementary,"208 Dyckman Street
10040
(40.86522165603176, -73.92711210121912)"
After-School Programs,Out of School Time,YM-YWHA Inwood,Manhattan,YM-YWHA of Washington Heights Inwood,(212) 569-6200,High School,"54 Nagle Avenue
10040
(40.86003561997804, -73.92907209539446)"
After-School Programs,Out of School Time,YMCA/West Side,Manhattan,YMCA of Greater New York/West Side YMCA,(212) 875-4107,Middle School,"5 63rd Street
10023
(40.770651671717935, -73.98031431612111)"
After-School Programs,Out of School Time,P.S. 106 P.S. 106,Queens,"Action Center for Education and Community Development, Inc",(718) 337-5040,Elementary,"180 BEACH 35 STREET
11691
(40.59369559776782, -73.76715346585395)"
After-School Programs,Out of School Time,Amistad Early Ed Center,Queens,Amistad Early Childhood Educational Center Inc,(718) 526-5911,Elementary,"110 15 164th Place
11433
(40.698104881734935, -73.7875740339145)"
After-School Programs,Out of School Time,P.S./I.S. 225 SEASIDE SCHOOL,Queens,Bergen Basin Community Development Corp.,(917) 626-4703,Elementary,"1 90 BEACH 110 STREET
11694
(40.57657830564432, -73.85077700055808)"
After-School Programs,Out of School Time,Bnos Bais Yaakov,Queens,Bnos Bais Yaakov,(718) 337-6000,Elementary,"613 Beach 9th Street
11691
(40.60131428151014, -73.74530695065206)"
After-School Programs,Out of School Time,P.S. 50 TALFOURD LAWN SCHOOL,Queens,"Catholic Charities Neighborhood Services, Inc.",(718) 526-5336,Elementary,"143 26 101st Avenue
11435
(40.70119264912154, -73.80979665579099)"
After-School Programs,Out of School Time,P.S. 36 ST. ALBANS SCHOOL,Queens,Charosa Foundation Corporation,(718) 723-1400,Elementary,"187 01 Foch Boulevard
11412
(40.69812711747255, -73.75923519834566)"
After-School Programs,Out of School Time,Nan Shan LDC,Queens,Chinese American Planning Council,(718) 358-8899,High School,"136 18 39th Avenue
11355
(40.7512997969481, -73.82147854789662)"
After-School Programs,Out of School Time,P.S. 20 JOHN BOWNE SCHOOL,Queens,Chinese American Planning Council,(718) 358-7602,Elementary,"142 30 Barclay Avenue
11355
(40.7512997969481, -73.82147854789662)"
After-School Programs,Out of School Time,51 AVENUE ACADEMY PATH TOQ877,Queens,Coalition for Hispanic Family Services,(347) 768-0241,Elementary,"76 05 51 AVENUE
11373
(40.73871040256307, -73.87835115518163)"
After-School Programs,Out of School Time,P.S. 92 HARRY T. STEWART SR. S,Queens,Coalition for Hispanic Family Services,(718) 497-6090,Elementary,"99 01 34 AVENUE
11368
(40.749678220373596, -73.85304068857687)"
After-School Programs,Out of School Time,P.S./I.S. 43 P.S. 43,Queens,Federation Employment & Guidance Services (FEGS),(718) 471-7875,Elementary,"160 Beach 29th Street
11691
(40.594515128003, -73.76182654029463)"
After-School Programs,Out of School Time,Philippine Center,Queens,"Filipino American Human Services, Inc.",(718) 883-1295,High School,"185 14 Hillside Avenue
11432
(40.71311535449007, -73.79282099978928)"
After-School Programs,Out of School Time,M.S. 210 ELIZABETH BLACKWELL S,Queens,Forest Park Rangers Inc.,(917) 309-4059,Middle School,"93 11 101st Avenue
11416
(40.68457809700163, -73.8496016684822)"
After-School Programs,Out of School Time,Academy of Amerian,Queens,"Global Kids, Inc.",(212) 226-0130,High School,"28 01 41st Avenue
11101
(40.74570244980828, -73.93866902925225)"
After-School Programs,Out of School Time,International HS,Queens,"Global Kids, Inc.",(212) 226-0130,High School,"31 10 Thompson Avenue
11101
(40.74570244980828, -73.93866902925225)"
After-School Programs,Out of School Time,LIC High School,Queens,"Global Kids, Inc.",(718) 545-7095,High School,"14 30
Broadway 11106
(40.761699790013324, -73.9316632529567)"
After-School Programs,Out of School Time,William Bryant HS,Queens,"Global Kids, Inc.",(212) 226-0130,High School,"48 10 31st Avenue
11103
(40.76286893025696, -73.91327185810974)"
After-School Programs,Out of School Time,PS 40-Samuel Huntington,Queens,Goodwill Industries of Greater New York,(718) 523-0801,Elementary,"109 20 Union Hall Street
11433
(40.698104881734935, -73.7875740339145)"
After-School Programs,Out of School Time,I.S. 77 I.S. 77,Queens,"Greater Ridgewood Youth Council, Inc.",(718) 456-5437,Middle School,"976 Seneca Avenue
11385
(40.699542257956786, -73.90222734682403)"
After-School Programs,Out of School Time,I.S. 93 RIDGEWOOD INTERMEDIATE,Queens,"Greater Ridgewood Youth Council, Inc.",(718) 456-5437,Middle School,"66 56 Forest Avenue
11385
(40.70122489161548, -73.88334858436963)"
After-School Programs,Out of School Time,P.S. 153 MASPETH SCHOOL,Queens,"Greater Ridgewood Youth Council, Inc.",(718) 456-5437,Elementary,"60 02 60 LANE
11378
(40.72145310497689, -73.90854350068196)"
After-School Programs,Out of School Time,P.S. 239 P.S. 239,Queens,"Greater Ridgewood Youth Council, Inc.",(718) 456-5437,Elementary,"1715 Weirfield Street
11385
(40.69906105426729, -73.90392123291511)"
After-School Programs,Out of School Time,P.S. 71 FOREST SCHOOL,Queens,"Greater Ridgewood Youth Council, Inc.",(718) 456-5437,Elementary,"62 85 Forest Avenue
11385
(40.70122489161548, -73.88334858436963)"
After-School Programs,Out of School Time,P.S. 81 JEAN PAUL RICHTER SCHOOL,Queens,"Greater Ridgewood Youth Council, Inc.",(718) 456-5437,Elementary,"559 CYPRESS AVENUE
11385
(40.70373293561221, -73.91225035614077)"
After-School Programs,Out of School Time,P.S. 88 SENECA SCHOOL,Queens,"Greater Ridgewood Youth Council, Inc.",(718) 456-5437,Elementary,"60 85 CATALPA AVENUE
11385
(40.70122489161548, -73.88334858436963)"
After-School Programs,Out of School Time,P.S. 91 RICHARD ARKWRIGHT SCHOOL,Queens,"Greater Ridgewood Youth Council, Inc.",(718) 456-5437,Elementary,"68 10 Central Avenue
11385
(40.70122489161548, -73.88334858436963)"
After-School Programs,Out of School Time,P.S. 2 ALFRED ZIMBERG SCHOOL,Queens,Hellenic American Neighborhood Action Committee (HANAC),(718) 728-1459,Elementary,"75 10 21st Avenue
11370
(40.75935377085989, -73.89184400040028)"
After-School Programs,Out of School Time,P.S. 212 P.S. 212,Queens,Hellenic American Neighborhood Action Committee (HANAC),(718) 898-6973,Elementary,"34 25 82 Street
11372
(40.75163073936716, -73.88361254528269)"
After-School Programs,Out of School Time,Saratoga Inn,Queens,Homes for the Homeless,(718) 244-0670,Elementary,"175 15 Rockaway Boulevard
11434
(40.6769452621142, -73.77530690169215)"
After-School Programs,Out of School Time,I.S. 126 ALBERT SHANKER SCHOOL,Queens,"Jacob A. Riis Neighborhood Settlement, Inc.",(718) 626-1651,Middle School,"31 51 21st Street
11106
(40.761699790013324, -73.9316632529567)"
After-School Programs,Out of School Time,Jacob A. Riis,Queens,"Jacob A. Riis Neighborhood Settlement, Inc.",(718) 784-7447,Elementary,"10 25 41st Avenue
11101
(40.74570244980828, -73.93866902925225)"
After-School Programs,Out of School Time,P.S. 166 HENRY GRADSTEIN SCHOOL,Queens,"Jacob A. Riis Neighborhood Settlement, Inc.",(718) 361-2341,Elementary,"33 09 35th Avenue
11106
(40.761699790013324, -73.9316632529567)"
After-School Programs,Out of School Time,Jewish Institute of Queens,Queens,Jewish Institute of Queens,(718) 426-9369,Elementary,"60 05 Woodhaven Boulevard
11373
(40.73871040256307, -73.87835115518163)"
After-School Programs,Out of School Time,Jewish Institute (QNS),Queens,Jewish Institute of Queens,(718) 426-9369,Middle School,"60 05 Woodhaven Boulevard
11373
(40.73871040256307, -73.87835115518163)"
After-School Programs,Out of School Time,Beach 41st Club (high school),Queens,Madison Square Boys & Girls Club,(718) 471-5453,High School,"426 Beach 40th Street
11691
(40.59615143909763, -73.77237265921477)"
After-School Programs,Out of School Time,Beach 41st Club (middle sch..),Queens,Madison Square Boys & Girls Club,(718) 471-5453,Middle School,"426 Beach 40th Street
11691
(40.59615143909763, -73.77237265921477)"
After-School Programs,Out of School Time,I.S. 73 I.S. 73 - THE FRANK SA,Queens,"Maspeth Town Hall, Inc.",(718) 335-6049,Middle School,"70 02 54 Avenue
11378
(40.72145310497689, -73.90854350068196)"
After-School Programs,Out of School Time,P.S. 102 BAYVIEW SCHOOL,Queens,"Maspeth Town Hall, Inc.",(646) 300-4320,Elementary,"55 24 Van Horn Street
11373
(40.73871040256307, -73.87835115518163)"
After-School Programs,Out of School Time,P.S. 12 JAMES B. COLGATE SCHOO,Queens,"Maspeth Town Hall, Inc.",(646) 300-4311,Elementary,"42 00 72 STREET
11377
(40.74519376448069, -73.9048471440804)"
After-School Programs,Out of School Time,P.S. 229 EMANUEL KAPLAN SCHOOL,Queens,"Maspeth Town Hall, Inc.",(718) 446-2120,Elementary,"67 25 51st Road
11377
(40.74519376448069, -73.9048471440804)"
After-School Programs,Out of School Time,P.S./I.S. 124 OSMOND A. CHURCH,Queens,Mercy First,(718) 848-1532,Middle School,"129 15 150th Avenue
11420
(40.67334524268887, -73.81770717164864)"
After-School Programs,Out of School Time,Health Sciences HS,Queens,Mt. Sinai School of Medicine,(718) 344-8753,High School,"150 91 87th Road
11432
(40.71311535449007, -73.79282099978928)"
After-School Programs,Out of School Time,National for Negro Women 1,Queens,National Council for Negro Women of Greater New York,(718) 657-8585,High School,"114 02 Guy R Brewer Boulevard
11434
(40.6769452621142, -73.77530690169215)"
After-School Programs,Out of School Time,Our World Neighbor (Q706),Queens,New York Junior Tennis League,(718) 784-2543,Elementary,"36 12 35th Avenue
11106
(40.761699790013324, -73.9316632529567)"
After-School Programs,Out of School Time,P.S. 37 CYNTHIA JENKINS SCHOOL,Queens,New York Junior Tennis League,(718) 528-5399,Elementary,"179 37 137th Avenue
11434
(40.6769452621142, -73.77530690169215)"
After-School Programs,Out of School Time,P.S./I.S. 42 ROBERT VERNAM SCHOOL,Queens,New York Junior Tennis League,(718) 634-4372,Elementary,"488 BEACH 66 STREET
11692
(40.59475372321819, -73.79529882397365)"
After-School Programs,Out of School Time,South Jamaica Center 1,Queens,"Police Athletic League, Inc.",(718) 978-4655,Elementary,"116 25 Guy R Brewer Boulevard
11434
(40.6769452621142, -73.77530690169215)"
After-School Programs,Out of School Time,South Jamaica PAL,Queens,"Police Athletic League, Inc.",(718) 978-4655,High School,"116 25 Guy R Brewer Boulevard
11434
(40.6769452621142, -73.77530690169215)"
After-School Programs,Out of School Time,Foster-Laurie,Queens,"Police Athletic League, Inc.",(718) 468-1888,High School,"199 10 112th Avenue
11412
(40.69812711747255, -73.75923519834566)"
After-School Programs,Out of School Time,J.H.S. 217 ROBERT VAN WYCK SCH,Queens,"Police Athletic League, Inc.",(718) 527-0874,High School,"85 05 144th Street
11435
(40.70119264912154, -73.80979665579099)"
After-School Programs,Out of School Time,P.S. 214 CADWALLADER COLDEN SC,Queens,"Police Athletic League, Inc.",(718) 353-8457,Elementary,"31 15 140 STREET
11354
(40.76862022064671, -73.82719028070687)"
After-School Programs,Out of School Time,Forest Hills,Queens,"Queens Community House, Inc",(718) 592-5757,Elementary,"108 25 62nd Drive
11375
(40.720707263029794, -73.84628429608335)"
After-School Programs,Out of School Time,J.H.S. 217 ROBERT VAN WYCK SCHOOL,Queens,"Queens Community House, Inc",(718) 262-9234,Middle School,"85 05 144th Street
11435
(40.70119264912154, -73.80979665579099)"
After-School Programs,Out of School Time,P.S. 82 HAMMOND SCHOOL,Queens,"Queens Community House, Inc",(718) 297-0562,Elementary,"88 02 144th Street
11435
(40.70119264912154, -73.80979665579099)"
After-School Programs,Out of School Time,P.S. 86,Queens,"Queens Community House, Inc",(718) 206-0517,Elementary,"87 41 PARSONS BOULEVARD
11432
(40.71311535449007, -73.79282099978928)"
After-School Programs,Out of School Time,Pomonok Center,Queens,"Queens Community House, Inc",(718) 591-6060,Elementary,"67 09 Kissena Boulevard
11367
(40.730323085042414, -73.82610630716033)"
After-School Programs,Out of School Time,M.S. 53 BRIAN PICCOLO SCHOOL,Queens,"Rockaway Artist Alliance, Inc.",,Middle School,"1045 Nameoke Street
11691
(40.604063741214375, -73.74929267161791)"
After-School Programs,Out of School Time,Beach Channel HS,Queens,Rockaway Development & Revitalization Corporation,(718) 945-6900,High School,"100 00 Beach Channel Drive
11694
(40.57657830564432, -73.85077700055808)"
After-School Programs,Out of School Time,P.S. 123 P.S. 123,Queens,Safe Space,(347) 678-6437,Elementary,"145 01 119th Avenue
11436
(40.67571820912809, -73.79646501494847)"
After-School Programs,Out of School Time,P.S. 215 LUCRETIA MOTT SCHOOL,Queens,Safe Space,(347) 489-0857,Elementary,"535 Briar Place
11691
(40.59915376512268, -73.75832418340367)"
After-School Programs,Out of School Time,P.S. 30 P.S. 30,Queens,Safe Space,(646) 523-8616,Elementary,"126 10 Bedell Street
11434
(40.6769452621142, -73.77530690169215)"
After-School Programs,Out of School Time,HS For Teaching Arts,Queens,"Samuel Field YM & YWHA, Inc.",(718) 479-3920,High School,"74 20 Commonwealth Boulevard
11426
(40.73704138495202, -73.72415699894628)"
After-School Programs,Out of School Time,J.H.S. 216 GEORGE J. RYAN JUNI,Queens,"Samuel Field YM & YWHA, Inc.",(646) 752-3226,Middle School,"64 20 175th Street
11365
(40.73987184371066, -73.79462153515567)"
After-School Programs,Out of School Time,M.S. 158 MARIE CURIE SCHOOL,Queens,"Samuel Field YM & YWHA, Inc.",(718) 281-1053,Middle School,"46 35 Oceania Street
11361
(40.76418884813688, -73.77232552860022)"
After-School Programs,Out of School Time,M.S. 172 IRWIN ALTMAN MIDDLE S,Queens,"Samuel Field YM & YWHA, Inc.",(718) 347-3162,Middle School,"81 14 257th Street
11004
(40.74323783435864, -73.71201500019208)"
After-School Programs,Out of School Time,P.S. 115 GLEN OAKS SCHOOL,Queens,"Samuel Field YM & YWHA, Inc.",(718) 225-6750,Elementary,"80 51 261st Street
11004
(40.74323783435864, -73.71201500019208)"
After-School Programs,Out of School Time,P.S. 178 HOLLISWOOD SCHOOL,Queens,"Samuel Field YM & YWHA, Inc.",(718) 225-6750,Elementary,"189 10 RADNOR ROAD
11423
(40.71722229567246, -73.7671414999802)"
After-School Programs,Out of School Time,P.S. 186 CASTLEWOOD SCHOOL,Queens,"Samuel Field YM & YWHA, Inc.",(718) 225-6750,Elementary,"252 12 72 AVENUE
11426
(40.73704138495202, -73.72415699894628)"
After-School Programs,Out of School Time,P.S./I.S. 266 P.S./I.S. 266,Queens,"Samuel Field YM & YWHA, Inc.",(718) 479-3920,Middle School,"7410 Commonwealth Boulevard
11426
(40.74543773288209, -73.72720912903414)"
After-School Programs,Out of School Time,PS 169-Bay Terrace 1,Queens,"Samuel Field YM & YWHA, Inc.",(718) 423-6111,Elementary,"18 25 212th Street
11360
(40.78070133439911, -73.78226733686807)"
After-School Programs,Out of School Time,PS 169-Bay Terrace 2,Queens,"Samuel Field YM & YWHA, Inc.",(718) 423-6111,High School,"18 25 212th Street
11360
(40.78070133439911, -73.78226733686807)"
After-School Programs,Out of School Time,Samuel Field,Queens,"Samuel Field YM & YWHA, Inc.",(718) 225-6750,High School,"58 20 Little Neck Parkway
11362
(40.759074216601846, -73.73430017711144)"
After-School Programs,Out of School Time,P.S./I.S. 124 OSMOND A. CHURCH,Queens,South Asian Youth Action,(347) 272-0740,Elementary,"129 15 150 Avenue
11420
(40.67334524268887, -73.81770717164864)"
After-School Programs,Out of School Time,SAYA (H.S.),Queens,South Asian Youth Action,(718) 651-3484,High School,"54 05 Seabury Street
11373
(40.73871040256307, -73.87835115518163)"
After-School Programs,Out of School Time,M.S. 137 M.S. 137 - AMERICA'S,Queens,South Queens Boys & Girls Club,(718) 441-6050,Middle School,"109 15 98th Street
11417
(40.6763637308016, -73.84454275534387)"
After-School Programs,Out of School Time,So. Queens Boys/Girls (HS),Queens,South Queens Boys & Girls Club,(718) 441-6050,High School,"110 04 Atlantic Avenue
11419
(40.68871379040917, -73.82288833053201)"
After-School Programs,Out of School Time,Roy Wilkins Rec Ctr 2,Queens,Southern Queens Park Association,(718) 276-4630,Elementary,"177th
11434
(40.66437499777747, -73.76986251690334)"
After-School Programs,Out of School Time,Roy Wilkins Rec Ctr 1,Queens,Southern Queens Park Association,(718) 276-4630,Middle School,"177th
11434
(40.66437499777747, -73.76986251690334)"
After-School Programs,Out of School Time,I.S. 125 WOODSIDE SCHOOL,Queens,"Sports and Arts In Schools Foundation, Inc.",(917) 922-5290,Middle School,"46 02 47th Avenue
11377
(40.74519376448069, -73.9048471440804)"
After-School Programs,Out of School Time,I.S. 192 THE RENAISSANCE MIDDLE,Queens,"Sports and Arts In Schools Foundation, Inc.",(646) 418-2038,Middle School,"109 89 204 Street
11412
(40.69812711747255, -73.75923519834566)"
After-School Programs,Out of School Time,I.S. 238 SUSAN B. ANTHONY SCHOOL,Queens,"Sports and Arts In Schools Foundation, Inc.",(718) 297-9821,Middle School,"88 15 182nd Street
11423
(40.71722229567246, -73.7671414999802)"
After-School Programs,Out of School Time,I.S. 61 LEONARDO DA VINCI SCHOOL,Queens,"Sports and Arts In Schools Foundation, Inc.",(347) 458-2405,Middle School,"98 50 50th Avenue
11368
(40.749678220373596, -73.85304068857687)"
After-School Programs,Out of School Time,J.H.S. 231 IS 231 MAGNETECH 20,Queens,"Sports and Arts In Schools Foundation, Inc.",(718) 276-5140,Middle School,"145 00 Springfield Boulevard
11413
(40.66971118122609, -73.75087393328533)"
After-School Programs,Out of School Time,P.S. 193 ALFRED KENNEDY SCHOOL,Queens,"Sports and Arts In Schools Foundation, Inc.",(718) 276-5140,Elementary,"152 20 11 AVENUE
11357
(40.78628404147537, -73.81123206101074)"
After-School Programs,Out of School Time,P.S./I.S. 116 WILLIAM HUGHLEY ,Queens,"Sports and Arts In Schools Foundation, Inc.",718-526-48884 ext.459,Elementary,"107 25 Waren Place
11433
(40.698104881734935, -73.7875740339145)"
After-School Programs,Out of School Time,P.S. 150 P.S. 150,Queens,"Sunnyside Community Service, Inc.",(718) 392-6365,Elementary,"40 01 43rd Avenue
11104
(40.74489336663561, -73.92054134530679)"
After-School Programs,Out of School Time,P.S. 199 MAURICE FITZGERALD SC,Queens,"Sunnyside Community Service, Inc.",(917) 843-7953,Elementary,"39 20 48 AVENUE
11104
(40.74489336663561, -73.92054134530679)"
After-School Programs,Out of School Time,Sunnyside Community,Queens,"Sunnyside Community Service, Inc.",(718) 784-6173,High School,"43 31 39th Street
11104
(40.74489336663561, -73.92054134530679)"
After-School Programs,Out of School Time,City Scholars at Thomas Edison,Queens,The After School Corporation,(646) 943-8766,High School,"165 65 84th Avenue
11432
(40.71311535449007, -73.79282099978928)"
After-School Programs,Out of School Time,IS 72,Queens,The Child Center of New York (QCG) ,(718) 276-7728,Middle School,"133 25 Guy R Brewer Boulevard
11434
(40.6769452621142, -73.77530690169215)"
After-School Programs,Out of School Time,J.H.S. 237 I.S. 237,Queens,The Child Center of New York (QCG) ,(718) 353-6464,Middle School,"46 21 Colden Street
11355
(40.7512997969481, -73.82147854789662)"
After-School Programs,Out of School Time,J.H.S. 25 ADRIEN BLOCK SCHOOL,Queens,The Child Center of New York (QCG) ,(718) 353-3690,Middle School,"34 65 192nd Street
11358
(40.760350968822195, -73.79632645819947)"
After-School Programs,Out of School Time,M.S. 74 NATHANIEL HAWTHORNE SC,Queens,The Child Center of New York (QCG) ,(718) 423-1232,Middle School,"61 15 Oceania Street
11364
(40.745924680379744, -73.75790275560763)"
After-School Programs,Out of School Time,P.S. 188 KINGSBURY SCHOOL,Queens,The Child Center of New York (QCG) ,(917) 459-4417,Elementary,"218 12 HARTLAND AVENUE
11364
(40.745924680379744, -73.75790275560763)"
After-School Programs,Out of School Time,P.S. 223 LYNDON BAINES JOHNSON,Queens,The Child Center of New York (QCG) ,(347) 510-4895,Elementary,"125 20 SUTPHIN BOULEVARD
11434
(40.6769452621142, -73.77530690169215)"
After-School Programs,Out of School Time,P.S. 24 ANDREW JACKSON SCHOOL,Queens,The Child Center of New York (QCG) ,(718) 445-8176,Elementary,"141 11 Holly Avenue
11355
(40.7512997969481, -73.82147854789662)"
After-School Programs,Out of School Time,P.S. 89 ELMHURST SCHOOL,Queens,The Child Center of New York (QCG) ,(718) 565-5702,Elementary,"85 28 Britton Avenue
11373
(40.73871040256307, -73.87835115518163)"
After-School Programs,Out of School Time,PS 056 HARRY EICHLER (Q056),Queens,The Child Center of New York (QCG) ,(347) 510-4894,Elementary,"86 10 114 STREET
11418
(40.69637041236467, -73.84031024991805)"
