BRONX – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Address,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
2-02522-0109,"1383 PLIMPTON AVENUE
Bronx, NY
(40.842210247633716, -73.92323872588163)",HIGHBRIDGE/MORRIS HEIGHTS,C6-WALK-UP,26,1922,19250,187570,9.74,398000,20.68,2-02397-0001,"357 150 STREET
Bronx, NY
(40.81721756259438, -73.91909189734953)",MELROSE/CONCOURSE,C1-WALK-UP,18,1931,20728,183529,8.85,389000,18.77,1.75,2-02504-0094,"1038 ANDERSON AVENUE
Bronx, NY
(40.833150550279285, -73.92644422203932)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,172,1926,143606,1277308,8.89,2710000,18.87,0.75
2-02523-0150,"1015 SUMMIT AVENUE
Bronx, NY
(40.83360700450424, -73.93002678756274)",HIGHBRIDGE/MORRIS HEIGHTS,D4-ELEVATOR,38,1928,36900,266810,7.23,566000,15.34,2-02555-0013,"592 OAK TERRACE
Bronx, NY
(40.8088700304608, -73.91441649985781)",MOTT HAVEN/PORT MORRIS,D1-ELEVATOR,32,1925,23635,384033,16.25,1300000,55,1.85,2-02456-0175,"1181 SHERIDAN AVENUE
Bronx, NY
(40.8334812062784, -73.91710652155521)",MELROSE/CONCOURSE,D1-ELEVATOR,68,1936,72276,606956,8.4,1290000,17.85,0.7
2-02534-0008,"1380 DR
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,D4-ELEVATOR,140,1967,182218,1645990,9.03,3910000,21.46,2-02869-0058,"109 TREMONT AVENUE
Bronx, NY
(40.850833686417225, -73.90755599532852)",HIGHBRIDGE/MORRIS HEIGHTS,D7-ELEVATOR,69,1941,64594,636273,9.85,1510000,23.38,1,2-02878-0015,"1615 DR
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,D7-ELEVATOR,33,1917,46383,480945,10.37,1020000,21.99,0.45
2-02534-0038,"185 170 STREET
Bronx, NY
(40.8390436141133, -73.91422280219068)",HIGHBRIDGE/MORRIS HEIGHTS,C6-WALK-UP,21,1926,18750,179220,9.56,426000,22.72,2-02674-0027,"592 UNION AVENUE
Bronx, NY
(40.81365223753357, -73.90495325584675)",MORRISANIA/LONGWOOD,C1-WALK-UP,43,1926,33890,534664,15.78,1810000,53,2.25,2-02532-0015,"1344 DR
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,52,1926,55000,510873,9.29,1080000,19.64,0.1
2-02582-0061,"823 147 STREET
Bronx, NY
(40.81109679995666, -73.90614202693932)",MOTT HAVEN/PORT MORRIS,C6-WALK-UP,38,1920,25980,201230,7.75,427000,16.44,2-02579-0025,"740 149 STREET
Bronx, NY
(40.813050000207554, -73.90833103997885)",MOTT HAVEN/PORT MORRIS,C7-WALK-UP,21,1920,15045,122228,8.12,259000,17.22,0.15,2-02265-0049,"213 ST ANNS AVENUE
Bronx, NY
(40.80632461498203, -73.91787380344104)",MOTT HAVEN/PORT MORRIS,C7-WALK-UP,11,1920,12539,136611,10.89,354000,28.2,0.75
2-02603-0024,"590 SOUTHERN BOULEVARD
Bronx, NY
(40.81254573251176, -73.90260323770909)",MORRISANIA/LONGWOOD,C6-WALK-UP,29,1924,26742,264975,9.91,562000,21.02,2-02750-0022,"1206 WESTCHESTER AVENUE
Bronx, NY
(40.82587625346987, -73.88950235292432)",MORRISANIA/LONGWOOD,C7-WALK-UP,106,1924,81708,871877,10.67,2260000,27.7,1.15,2-02603-0026,"1034 AVENUE ST
Bronx, NY
(40.82557699997852, -73.91844899972153)",MORRISANIA/LONGWOOD,C7-WALK-UP,32,1924,31050,183233,5.9,389000,12.53,0
2-02608-0019,"1109 FRANKLIN AVENUE
Bronx, NY
(40.828015136085305, -73.90614659452487)",MORRISANIA/LONGWOOD,C6-WALK-UP,25,1917,24750,197255,7.97,418000,16.89,2-02609-0028,"536 168 STREET
Bronx, NY
(40.83087166972546, -73.90534722440665)",MORRISANIA/LONGWOOD,C7-WALK-UP,38,1917,24174,329683,13.64,1030000,42.6,0.2,2-02418-0001,"299 158 STREET
Bronx, NY
(40.8232941753595, -73.91799700102091)",MELROSE/CONCOURSE,C7-WALK-UP,15,1931,11815,99710,8.44,211000,17.86,0.65
2-02608-0022,"1103 FRANKLIN AVENUE
Bronx, NY
(40.82794822762804, -73.90622370935696)",MORRISANIA/LONGWOOD,C6-WALK-UP,25,1917,24750,298260,12.05,632000,25.5,2-02609-0028,"536 168 STREET
Bronx, NY
(40.83087166972546, -73.90534722440665)",MORRISANIA/LONGWOOD,C7-WALK-UP,38,1917,24174,329683,13.64,1030000,42.6,0.2,2-02418-0001,"299 158 STREET
Bronx, NY
(40.8232941753595, -73.91799700102091)",MELROSE/CONCOURSE,C7-WALK-UP,15,1931,11815,99710,8.44,211000,17.86,0.65
2-02609-0051,"1165 FULTON AVENUE
Bronx, NY
(40.829458029583236, -73.90534542258764)",MORRISANIA/LONGWOOD,C6-WALK-UP,40,1927,36560,320080,8.75,679000,18.57,2-02433-0057,"320 166 STREET
Bronx, NY
(40.829935747998604, -73.91395076514198)",MELROSE/CONCOURSE,C1-WALK-UP,15,1928,15925,111874,7.03,237000,14.88,0.45,2-02418-0001,"299 158 STREET
Bronx, NY
(40.8232941753595, -73.91799700102091)",MELROSE/CONCOURSE,C7-WALK-UP,15,1931,11815,99710,8.44,211000,17.86,0.8
2-02615-0055,"1225 BOSTON ROAD
Bronx, NY
(40.82992767025238, -73.90190545696247)",MORRISANIA/LONGWOOD,C6-WALK-UP,25,1905,24930,236749,9.5,502000,20.14,2-02615-0029,"622 169 STREET
Bronx, NY
(40.831443554942354, -73.90125916044589)",MORRISANIA/LONGWOOD,C7-WALK-UP,24,1905,25790,272429,10.56,706000,27.4,0,2-02376-0049,"3009 3 AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",MORRISANIA/LONGWOOD,C7-WALK-UP,12,1905,11022,162569,14.75,550000,49.9,1
2-02627-0005,"902 EAGLE AVENUE
Bronx, NY
(40.822373041470385, -73.90830957384752)",MORRISANIA/LONGWOOD,C6-WALK-UP,25,1914,21295,241270,11.33,512000,24.04,2-02620-0001,"575 161 STREET
Bronx, NY
(40.82230134705778, -73.9087972516016)",MORRISANIA/LONGWOOD,C7-WALK-UP,14,1914,10829,116673,10.77,277000,25.6,0.05,2-02680-0077,"1095 PROSPECT AVENUE
Bronx, NY
(40.825981017383654, -73.89903574179004)",MORRISANIA/LONGWOOD,C7-WALK-UP,24,1914,15020,229452,15.28,776000,52,0.5
2-02627-0007,"906 EAGLE AVENUE
Bronx, NY
(40.82245109533786, -73.90827704806941)",MORRISANIA/LONGWOOD,C6-WALK-UP,25,1914,21295,241270,11.33,512000,24.04,2-02427-0001,"391 168 STREET
Bronx, NY
(40.83246316219535, -73.91007687887051)",MELROSE/CONCOURSE,C7-WALK-UP,16,1923,11055,134407,12.16,378000,34.2,0.7,2-02266-0020,"550 139 STREET
Bronx, NY
(40.807704734232956, -73.91756117581463)",MOTT HAVEN/PORT MORRIS,C7-WALK-UP,11,1931,11405,210856,18.49,788000,69,1.2
2-02638-0001,"872 TRINITY AVENUE
Bronx, NY
(40.82175554801533, -73.9064010294727)",MORRISANIA/LONGWOOD,D4-ELEVATOR,320,1960,292000,3431670,11.75,7280000,24.93,2-02456-0175,"1181 SHERIDAN AVENUE
Bronx, NY
(40.8334812062784, -73.91710652155521)",MELROSE/CONCOURSE,D1-ELEVATOR,68,1936,72276,606956,8.4,1290000,17.85,1.05,2-02555-0013,"592 OAK TERRACE
Bronx, NY
(40.8088700304608, -73.91441649985781)",MOTT HAVEN/PORT MORRIS,D1-ELEVATOR,32,1925,23635,384033,16.25,1300000,55,1.05
2-02663-0004,"1218 BOSTON ROAD
Bronx, NY
(40.829839156022466, -73.90191380884619)",MORRISANIA/LONGWOOD,C6-WALK-UP,13,1905,14516,142340,9.81,302000,20.8,2-02430-0033,"1191 CLAY AVENUE
Bronx, NY
(40.83192503007201, -73.91091398535674)",MELROSE/CONCOURSE,C1-WALK-UP,12,1929,11500,140601,12.23,395000,34.3,0.55,2-02427-0018,"1268 CLAY AVENUE
Bronx, NY
(40.833666143802176, -73.90985166470924)",MELROSE/CONCOURSE,C1-WALK-UP,12,1909,11345,102734,9.06,218000,19.22,0.5
2-02663-0011,"1230 BOSTON ROAD
Bronx, NY
(40.8300927648154, -73.90160947829469)",MORRISANIA/LONGWOOD,C6-WALK-UP,20,1909,21500,256880,11.95,545000,25.3,2-02749-0010,"1018 HOE AVENUE
Bronx, NY
(40.82369201009576, -73.89042028459218)",MORRISANIA/LONGWOOD,C1-WALK-UP,20,1909,14450,161001,11.14,417000,28.9,0.7,2-02749-0020,"1046 HOE AVENUE
Bronx, NY
(40.8244505549147, -73.89049297499187)",MORRISANIA/LONGWOOD,C1-WALK-UP,21,1909,14450,160061,11.08,415000,28.7,0.7
2-02669-0050,"975 UNION AVENUE
Bronx, NY
(40.82340142841953, -73.90161621010908)",MORRISANIA/LONGWOOD,C6-WALK-UP,35,1912,33790,410680,12.15,1150000,34,2-02615-0048,"1245 BOSTON ROAD
Bronx, NY
(40.83014683838349, -73.90164245520513)",MORRISANIA/LONGWOOD,C1-WALK-UP,14,1912,11725,132444,11.3,343000,29.3,0.45,2-02674-0027,"592 UNION AVENUE
Bronx, NY
(40.81365223753357, -73.90495325584675)",MORRISANIA/LONGWOOD,C1-WALK-UP,43,1926,33890,534664,15.78,1810000,53,0.7
2-02683-0041,"571 SOUTHERN BOULEVARD
Bronx, NY
(40.812451395449806, -73.90313388148654)",MORRISANIA/LONGWOOD,C6-WALK-UP,42,1907,25926,320445,12.36,679000,26.2,2-02266-0020,"550 139 STREET
Bronx, NY
(40.807704734232956, -73.91756117581463)",MOTT HAVEN/PORT MORRIS,C7-WALK-UP,11,1931,11405,210856,18.49,788000,69,0.9,2-02620-0022,"3246 3 AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",MORRISANIA/LONGWOOD,C7-WALK-UP,25,1907,22672,358446,15.81,1210000,53,0.75
2-02683-0052,"547 SOUTHERN BOULEVARD
Bronx, NY
(40.81225559124173, -73.90380614260093)",MORRISANIA/LONGWOOD,C6-WALK-UP,19,1906,16875,203360,12.05,431000,25.5,2-02653-0067,"786 152 STREET
Bronx, NY
(40.81558592474938, -73.90596211475062)",MORRISANIA/LONGWOOD,C7-WALK-UP,31,1906,19422,243483,12.54,684000,35.2,0.2,2-02653-0065,"644 WALES AVENUE
Bronx, NY
(40.8150382235727, -73.90643268539284)",MORRISANIA/LONGWOOD,C7-WALK-UP,25,1906,20700,222176,10.73,576000,27.8,0.2
2-02683-0100,"1021 AVENUE ST
Bronx, NY
(40.82557699997852, -73.91844899972153)",MORRISANIA/LONGWOOD,C6-WALK-UP,79,1925,61878,520070,8.4,1100000,17.78,2-02742-0043,"952 ALDUS STREET
Bronx, NY
(40.82310105849876, -73.89069196935375)",MORRISANIA/LONGWOOD,C1-WALK-UP,19,1925,15780,128942,8.17,273000,17.3,0.75,2-02757-0014,"1244 WESTCHESTER AVENUE
Bronx, NY
(40.82665396334035, -73.88801948924471)",MORRISANIA/LONGWOOD,C1-WALK-UP,58,1925,43565,375138,8.61,795000,18.25,1.05
2-02684-0074,"986 LEGGETT AVENUE
Bronx, NY
(40.814631976912494, -73.89993608514311)",MORRISANIA/LONGWOOD,C6-WALK-UP,21,1916,16950,170395,10.05,361000,21.3,2-02612-0053,"1253 FRANKLIN AVENUE
Bronx, NY
(40.83092102246496, -73.90287046166648)",MORRISANIA/LONGWOOD,C1-WALK-UP,37,1916,33055,278466,8.42,590000,17.85,1.15,2-02266-0020,"550 139 STREET
Bronx, NY
(40.807704734232956, -73.91756117581463)",MOTT HAVEN/PORT MORRIS,C7-WALK-UP,11,1931,11405,210856,18.49,788000,69,1
2-02691-0117,"883 165 STREET
Bronx, NY
(40.82387499335147, -73.89822327862164)",MORRISANIA/LONGWOOD,C6-WALK-UP,38,1907,29664,385335,12.99,817000,27.5,2-03249-0108,"2769 UNIVERSITY AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",KINGSBRIDGE/JEROME PARK,C1-WALK-UP,37,1923,31875,404168,12.68,1260000,39.5,3.15,2-04655-0011,"630 221 STREET
Bronx, NY
(40.88559924509169, -73.86399116859955)",WILLIAMSBRIDGE,C1-WALK-UP,38,1931,32780,356934,10.89,757000,23.09,4.5
2-02698-0063,"941 ROGERS PLACE
Bronx, NY
(40.82195378327424, -73.89791233464382)",MORRISANIA/LONGWOOD,C6-WALK-UP,20,1925,16950,193060,11.39,409000,24.13,2-05042-0025,"676 NEREID AVENUE
Bronx, NY
(40.898755050968795, -73.8551512406037)",WAKEFIELD,C1-WALK-UP,22,1924,17952,214346,11.94,602000,33.5,5.7,2-02785-0048,"1369 COLLEGE AVENUE
Bronx, NY
(40.83678222415456, -73.91105976552018)",MELROSE/CONCOURSE,C1-WALK-UP,21,1924,16000,137472,8.59,291000,18.19,1.2
2-02700-0053,"1061 INTERVALE AVENUE
Bronx, NY
(40.824954497084995, -73.89688610387776)",MORRISANIA/LONGWOOD,C6-WALK-UP,31,1925,20825,254273,12.21,539000,25.9,2-02716-0034,"900 167 STREET
Bronx, NY
(40.82606139642748, -73.89537299839637)",MORRISANIA/LONGWOOD,C7-WALK-UP,31,1924,22770,290849,12.77,906000,39.8,0.1,2-02948-0018,"1795 CLINTON AVENUE
Bronx, NY
(40.84222759896924, -73.89260503711543)",CROTONA PARK,C1-WALK-UP,30,1924,20785,202625,9.75,430000,20.69,1.2
2-02711-0021,"921 TIFFANY STREET
Bronx, NY
(40.820144051175625, -73.89494965318585)",MORRISANIA/LONGWOOD,C6-WALK-UP,18,1989,14000,147560,10.54,383000,27.4,2-02700-0001,"911 165 STREET
Bronx, NY
(40.8238811201347, -73.89687133112004)",MORRISANIA/LONGWOOD,C9-WALK-UP,18,1989,12730,138606,10.89,294000,23.1,0.35,2-04305-0004,"1110 LYDIG AVENUE
Bronx, NY
(40.85485360990503, -73.85658728786413)",PELHAM PARKWAY SOUTH,C1-WALK-UP,15,1952,14400,243792,16.93,824000,57,3.1
2-02717-0048,"1049 FOX STREET
Bronx, NY
(40.82502897040945, -73.89392720984351)",MORRISANIA/LONGWOOD,D4-ELEVATOR,42,1915,42000,513720,12.23,1090000,26,2-03172-0011,"2324 MORRIS AVENUE
Bronx, NY
(40.858867944165475, -73.90138611632005)",FORDHAM,D1-ELEVATOR,43,1937,41910,454075,10.83,963000,22.98,2.35,2-03324-0055,"3450 GATES PLACE
Bronx, NY
(40.88261229638404, -73.88390524265346)",BEDFORD PARK/NORWOOD,D1-ELEVATOR,43,1937,41610,515561,12.39,1450000,34.8,3.95
2-02717-0070,"1020 TIFFANY STREET
Bronx, NY
(40.82397579103741, -73.89483294669691)",MORRISANIA/LONGWOOD,C6-WALK-UP,13,1931,10055,135742,13.5,288000,28.6,2-02690-0105,"954 PROSPECT AVENUE
Bronx, NY
(40.822659392537716, -73.9003299074023)",MORRISANIA/LONGWOOD,C4-WALK-UP,12,1904,12495,132743,10.62,344000,27.5,0.35,2-03334-0022,"3070 BAINBRIDGE AVENUE
Bronx, NY
(40.87341748130874, -73.8796601551116)",BEDFORD PARK/NORWOOD, ,11,1920,9000,164219,18.25,614000,68,3.35
2-02720-0041,"1025 LEGGETT AVENUE
Bronx, NY
(40.813635277583515, -73.89934547520724)",MORRISANIA/LONGWOOD,C6-WALK-UP,57,1924,41010,652138,15.9,1380000,33.7,2-02855-0020,"8 169 STREET
Bronx, NY
(40.837701864034806, -73.91934350137474)",HIGHBRIDGE/MORRIS HEIGHTS,C7-WALK-UP,54,1928,38288,482718,12.61,1360000,35.5,1.95,2-03305-0001,"2851 VALENTINE AVENUE
Bronx, NY
(40.86958795286466, -73.88987797626623)",BEDFORD PARK/NORWOOD,C7-WALK-UP,59,1922,53000,649530,12.26,1830000,34.5,3.9
2-02721-0020,"829 SOUTHERN BOULEVARD
Bronx, NY
(40.81728936848532, -73.8952736104896)",MORRISANIA/LONGWOOD,C6-WALK-UP,49,1925,31335,418948,13.37,888000,28.3,2-03196-0058,"2265 DAVIDSON AVENUE
Bronx, NY
(40.858550044674125, -73.90500430430119)",KINGSBRIDGE HTS/UNIV HTS,C7-WALK-UP,56,1926,38920,582208,14.96,1970000,51,2.85,2-03923-0009,"1565 WHITE PLAINS ROAD
Bronx, NY
(40.8397468445477, -73.8639148344914)",PARKCHESTER,C1-WALK-UP,49,1927,31282,418868,13.39,1300000,41.6,2.25
2-02721-0042,"1019 LONGWOOD AVENUE
Bronx, NY
(40.816607228366905, -73.89665312146003)",MORRISANIA/LONGWOOD,C6-WALK-UP,16,1931,18300,190137,10.39,493000,26.9,2-02426-0002,"1100 CLAY AVENUE
Bronx, NY
(40.82976158999511, -73.91201608211026)",MELROSE/CONCOURSE,C1-WALK-UP,16,1929,14355,143220,9.98,341000,23.75,1.2,2-03071-0039,"2220 ADAMS PLACE
Bronx, NY
(40.85207470465805, -73.88931571490217)",BELMONT,C1-WALK-UP,16,1931,14652,158753,10.83,412000,28.1,2.45
2-02721-0043,"1015 LONGWOOD AVENUE
Bronx, NY
(40.81670867188794, -73.89682595116254)",MORRISANIA/LONGWOOD,C6-WALK-UP,23,1931,20580,0,0,494000,24,2-04839-0017,"765 225 STREET
Bronx, NY
(40.88758993969684, -73.85967333727753)",WILLIAMSBRIDGE,C1-WALK-UP,23,1927,19080,233234,12.22,655000,34.3,5.2,2-02522-0124,"1345 PLIMPTON AVENUE
Bronx, NY
(40.84125909419022, -73.92394266359884)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,23,1917,20800,292865,14.08,621000,29.9,2.25
2-02722-0001,"854 INTERVALE AVENUE
Bronx, NY
(40.8179554688546, -73.89555179464249)",MORRISANIA/LONGWOOD,C6-WALK-UP,18,1931,10220,0,0,400000,39.1,2-02410-0001,"271 150 STREET
Bronx, NY
(40.81805396470726, -73.92234340859706)",MELROSE/CONCOURSE,C7-WALK-UP,20,1910,10587,123126,11.63,346000,32.7,1.35,2-03080-0038,"2037 BELMONT AVENUE
Bronx, NY
(40.84787590368671, -73.89042106701291)",EAST TREMONT,C1-WALK-UP,17,1909,11629,162311,13.96,344000,29.6,2.1
2-02723-0028,"906 SIMPSON STREET
Bronx, NY
(40.82003469796446, -73.89365241335457)",MORRISANIA/LONGWOOD,C6-WALK-UP,31,1925,34875,367931,10.55,780000,22.37,2-04833-0058,"636 231 STREET
Bronx, NY
(40.88322407498513, -73.91453554898627)",WILLIAMSBRIDGE,C1-WALK-UP,31,1929,32710,314822,9.62,749000,22.9,5.2,2-03301-0066,"2821 BRIGGS AVENUE
Bronx, NY
(40.868564581595635, -73.88967303562967)",BEDFORD PARK/NORWOOD,C1-WALK-UP,31,1916,30780,386206,12.55,1090000,35.4,3.35
2-02723-0029,"914 SIMPSON STREET
Bronx, NY
(40.82024702173242, -73.89342078742588)",MORRISANIA/LONGWOOD,C6-WALK-UP,31,1925,34875,367931,10.55,780000,22.37,2-04833-0058,"636 231 STREET
Bronx, NY
(40.88322407498513, -73.91453554898627)",WILLIAMSBRIDGE,C1-WALK-UP,31,1929,32710,314822,9.62,749000,22.9,5.2,2-03301-0066,"2821 BRIGGS AVENUE
Bronx, NY
(40.868564581595635, -73.88967303562967)",BEDFORD PARK/NORWOOD,C1-WALK-UP,31,1916,30780,386206,12.55,1090000,35.4,3.35
2-02727-0039,"1111 SOUTHERN BOULEVARD
Bronx, NY
(40.82592956390337, -73.89199186179843)",MORRISANIA/LONGWOOD,C6-WALK-UP,26,1925,21917,185856,8.48,394000,17.98,2-02699-0048,"993 INTERVALE AVENUE
Bronx, NY
(40.822960584513964, -73.8969085571462)",MORRISANIA/LONGWOOD,C7-WALK-UP,25,1925,21995,237106,10.78,503000,22.87,0.3,2-02740-0007,"887 HUNTS POINT AVENUE
Bronx, NY
(40.81903014357878, -73.8895316271308)",HUNTS POINT,C7-WALK-UP,25,1925,22120,212874,9.62,506000,22.88,0.55
2-02732-0021,"850 SOUTHERN BOULEVARD
Bronx, NY
(40.817723033952014, -73.89473420662962)",MORRISANIA/LONGWOOD,C6-WALK-UP,58,1923,41874,375235,8.96,796000,19.01,2-02603-0020,"582 SOUTHERN BOULEVARD
Bronx, NY
(40.81247641675874, -73.90284584284457)",MORRISANIA/LONGWOOD,C1-WALK-UP,35,1923,29230,325680,11.14,690000,23.61,0.55,2-02674-0027,"592 UNION AVENUE
Bronx, NY
(40.81365223753357, -73.90495325584675)",MORRISANIA/LONGWOOD,C1-WALK-UP,43,1926,33890,534664,15.78,1810000,53,0.55
2-02740-0071,"874 MANIDA STREET
Bronx, NY
(40.818208731316, -73.88999056603153)",HUNTS POINT,C6-WALK-UP,19,1910,14880,173160,11.64,487000,32.7,2-02762-0049,"1216 SENECA AVENUE
Bronx, NY
(40.81869736329105, -73.8884727869651)",HUNTS POINT,C1-WALK-UP,26,1910,18470,160587,8.69,340000,18.41,0.05,2-02740-0073,"1002 GARRISON AVENUE
Bronx, NY
(40.818778317534985, -73.89030588192107)",HUNTS POINT,C1-WALK-UP,21,1910,15915,196774,12.36,553000,34.7,0
2-02744-0060,"1116 HOE AVENUE
Bronx, NY
(40.826113736018925, -73.89087593093079)",MORRISANIA/LONGWOOD,C6-WALK-UP,24,1914,21025,188190,8.95,399000,18.98,2-02427-0018,"1268 CLAY AVENUE
Bronx, NY
(40.833666143802176, -73.90985166470924)",MELROSE/CONCOURSE,C1-WALK-UP,12,1909,11345,102734,9.06,218000,19.22,1.1,2-02674-0027,"592 UNION AVENUE
Bronx, NY
(40.81365223753357, -73.90495325584675)",MORRISANIA/LONGWOOD,C1-WALK-UP,43,1926,33890,534664,15.78,1810000,53,1.15
2-02746-0021,"946 HOE AVENUE
Bronx, NY
(40.82202729050957, -73.89028510579791)",MORRISANIA/LONGWOOD,C6-WALK-UP,20,1913,17550,173895,9.91,369000,21.03,2-02674-0027,"592 UNION AVENUE
Bronx, NY
(40.81365223753357, -73.90495325584675)",MORRISANIA/LONGWOOD,C1-WALK-UP,43,1926,33890,534664,15.78,1810000,53,0.95,2-02427-0018,"1268 CLAY AVENUE
Bronx, NY
(40.833666143802176, -73.90985166470924)",MELROSE/CONCOURSE,C1-WALK-UP,12,1909,11345,102734,9.06,218000,19.22,1.3
2-02746-0023,"950 HOE AVENUE
Bronx, NY
(40.82210834748791, -73.89029262101445)",MORRISANIA/LONGWOOD,C6-WALK-UP,20,1913,17550,173895,9.91,369000,21.03,2-02674-0027,"592 UNION AVENUE
Bronx, NY
(40.81365223753357, -73.90495325584675)",MORRISANIA/LONGWOOD,C1-WALK-UP,43,1926,33890,534664,15.78,1810000,53,0.95,2-02427-0018,"1268 CLAY AVENUE
Bronx, NY
(40.833666143802176, -73.90985166470924)",MELROSE/CONCOURSE,C1-WALK-UP,12,1909,11345,102734,9.06,218000,19.22,1.3
2-02751-0008,"1096 FARMS ROAD
Bronx, NY
(40.82637954008869, -73.89028008260792)",MORRISANIA/LONGWOOD,C6-WALK-UP,15,1910,14575,133890,9.19,284000,19.49,2-02674-0027,"592 UNION AVENUE
Bronx, NY
(40.81365223753357, -73.90495325584675)",MORRISANIA/LONGWOOD,C1-WALK-UP,43,1926,33890,534664,15.78,1810000,53,1.15,2-02427-0018,"1268 CLAY AVENUE
Bronx, NY
(40.833666143802176, -73.90985166470924)",MELROSE/CONCOURSE,C1-WALK-UP,12,1909,11345,102734,9.06,218000,19.22,1.15
2-02763-0227,"750 FAILE STREET
Bronx, NY
(40.81564596217016, -73.8868975936805)",HUNTS POINT,D4-ELEVATOR,111,1965,108306,1435715,13.26,3040000,28.1,2-02740-0001,"893 HUNTS POINT AVENUE
Bronx, NY
(40.819196944721575, -73.8896421159668)",HUNTS POINT,D7-ELEVATOR,26,1914,24640,340920,13.84,723000,29.3,0.2,2-02762-0181,"1325 LAFAYETTE AVENUE
Bronx, NY
(40.81706610778938, -73.88583994986557)",HUNTS POINT,D7-ELEVATOR,60,1931,67800,617868,9.11,1470000,21.68,0.15
2-02765-0140,"1230 SPOFFORD AVENUE
Bronx, NY
(40.81393876463469, -73.88968686782661)",HUNTS POINT,C6-WALK-UP,68,1928,56400,489715,8.68,1040000,18.44,2-02608-0033,"3416 3 AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",MORRISANIA/LONGWOOD,C1-WALK-UP,13,1910,10850,87523,8.07,186000,17.14,1.4,2-02674-0027,"592 UNION AVENUE
Bronx, NY
(40.81365223753357, -73.90495325584675)",MORRISANIA/LONGWOOD,C1-WALK-UP,43,1926,33890,534664,15.78,1810000,53,0.8
2-02765-0146,"645 BARRETTO STREET
Bronx, NY
(40.81280074773447, -73.88895490075504)",HUNTS POINT,C6-WALK-UP,48,1927,38720,391238,10.1,829000,21.41,2-02762-0086,"836 FAILE STREET
Bronx, NY
(40.817995199491754, -73.88736761758695)",HUNTS POINT,C1-WALK-UP,35,1927,33880,354486,10.46,919000,27.1,0.35,2-02674-0027,"592 UNION AVENUE
Bronx, NY
(40.81365223753357, -73.90495325584675)",MORRISANIA/LONGWOOD,C1-WALK-UP,43,1926,33890,534664,15.78,1810000,53,0.8
2-02791-0052,"1695 TOPPING AVENUE
Bronx, NY
(40.84394803638615, -73.90587932110851)",MOUNT HOPE/MOUNT EDEN,C6-WALK-UP,27,1926,17000,200770,11.81,478000,28.1,2-02792-0014,"1665 MONROE AVENUE
Bronx, NY
(40.84345965805986, -73.90683447034547)",MOUNT HOPE/MOUNT EDEN,C1-WALK-UP,48,1926,28000,514860,18.39,1930000,69,0.1,2-02795-0026,"1796 GRAND
Bronx, NY
(40.82557699997852, -73.91844899972153)",MOUNT HOPE/MOUNT EDEN,C1-WALK-UP,24,1911,24500,289361,11.81,813000,33.2,0.2
