ID,Business Name,Trade Name,Sidewalk Cafe Type,License Number,Full Address,Address Building,Address Street Name,City,State,ZIP Code,Borough,Address Location,Phone Number,Lic Area Sq Ft
866,POUPETTO INC.,LE BILBOQUET,Unenclosed Sidewalk Cafe,1169925,"25 E 63TH ST, NEW YORK, NY 10021",25,E 63TH ST,NEW YORK,NY,10021,Manhattan,,(212) 751-3036,151
867,"POY LAUNG THAI RESTAURANT,INC.",TAI THAI,Unenclosed Sidewalk Cafe,1349191,"206 BEDFORD AVENUE, BROOKLYN, NY 11211",206,BEDFORD AVENUE,BROOKLYN,NY,11211,Brooklyn,,(718) 599-5556,52
868,PPB PUB LTD,,Unenclosed Sidewalk Cafe,1381569,"37-11/13 30TH AVENUE, ASTORIA, NY 11103",37-11/13,30TH AVENUE,ASTORIA,NY,11103,Queens,,(718) 626-0033,390
869,"PQ 53RD STREET, INC.",LE PAIN QUOTIDIEN,Unenclosed Sidewalk Cafe,1414267,"7 EAST   53 STREET, NEW YORK, NY 10022",7,EAST   53 STREET,NEW YORK,NY,10022,Manhattan,,(212) 359-9000,48
870,PQ 550 HUDSON INC,LE PAIN QUOTIDIEN,Unenclosed Sidewalk Cafe,1274769,"550 HUDSON ST, NEW YORK, NY 10014",550,HUDSON ST,NEW YORK,NY,10014,Manhattan,,(212) 359-9000,328
871,PQ CARNEGIE HILL INC,,Unenclosed Sidewalk Cafe,1381014,"1309 LEXINGTON AVENUE, NEW YORK, NY 10128",1309,LEXINGTON AVENUE,NEW YORK,NY,10128,Manhattan,,(212) 359-9000,126
872,PQ CHELSEA INC,LE PAIN QUOTIDIEN,Unenclosed Sidewalk Cafe,1251800,"124 7 AVENUE, NEW YORK, NY 10011",124,   7 AVENUE,NEW YORK,NY,10011,Manhattan,,(212) 359-9000,198
873,PQ FIRST INC,LE PAIN QUOTIDIEN,Unenclosed Sidewalk Cafe,1251803,"1270 1 AVENUE, NEW YORK, NY 10065",1270,   1 AVENUE,NEW YORK,NY,10065,Manhattan,,(212) 359-9000,126
874,PQ MEATPACKING DISTRICT INC,LE PAIN QUOTIDIEN,Unenclosed Sidewalk Cafe,1384166,"52 9 AVENUE, NEW YORK, NY 10011",52,   9 AVENUE,NEW YORK,NY,10011,Manhattan,,(212) 359-9000,90
875,"PQ UNION SQUARE, INC",LE PAIN QUOTIDIEN,Unenclosed Sidewalk Cafe,1380933,"801 BROADWAY, NEW YORK, NY 10003",801,BROADWAY,NEW YORK,NY,10003,Manhattan,,(212) 359-9000,529
876,PQ UPPER WEST INC,LE PAIN QUOTIDIEN,Unenclosed Sidewalk Cafe,1277778,"2463 BROADWAY, NEW YORK, NY 10025",2463,BROADWAY,NEW YORK,NY,10025,Manhattan,,(212) 359-9000,171
877,"PQ WEST 84TH, INC.",LE PAIN QUOTIDIEN,Unenclosed Sidewalk Cafe,1207810,"494 AMSTERDAM AVE, NEW YORK, NY 10024",494,AMSTERDAM AVE,NEW YORK,NY,10024,Manhattan,,(212) 359-9000,202
878,PROGETTO INC.,ETCETERA ETCETERA RESTAURANT,Unenclosed Sidewalk Cafe,1289268,"352 W 44TH ST, NEW YORK, NY 10036",352,W 44TH ST,NEW YORK,NY,10036,Manhattan,,(212) 399-4141,106
879,PRY RESTAURANT CORP,DRESNERS,Enclosed Sidewalk Cafe,1292658,"1479 YORK AVENUE, NEW YORK, NY 10075",1479,YORK AVENUE,NEW YORK,NY,10075,Manhattan,,(212) 988-5153,189
880,"PS BROTHERS GOURMET, INC.",INDUS VALLEY,Enclosed Sidewalk Cafe,1169442,"2636 BROADWAY, NEW YORK, NY 10025",2636,BROADWAY,NEW YORK,NY,10025,Manhattan,,(212) 222-9222,200
881,PSSP NY INC,SOFIA'S LITTLE ITALY,Unenclosed Sidewalk Cafe,1383044,"143 MULBERRY STREET, NEW YORK, NY 10013",143,MULBERRY STREET,NEW YORK,NY,10013,Manhattan,,(212) 219-9799,61
882,QUALITY EDIBLES LLC,GELATO TI AMO,Unenclosed Sidewalk Cafe,1420814,"68 2ND AVE, NEW YORK, NY 10003",68,   2ND AVE,NEW YORK,NY,10003,Manhattan,,(718) 607-8306,89
883,R ANGEL INC,MCDONALD'S,Enclosed Sidewalk Cafe,970546,"5725 ROOSEVELT AVE, WOODSIDE, NY 11377",5725,ROOSEVELT AVE,WOODSIDE,NY,11377,Queens,,(631) 698-4788,176
884,R&A EAST 16TH ASSOCIATES,CHAT 'N CHEW,Unenclosed Sidewalk Cafe,943587,"10 EAST   16 STREET, NEW YORK, NY 10003",10,EAST   16 STREET,NEW YORK,NY,10003,Manhattan,,(212) 661-1313,85
885,RAGUBOY CORP.,SUPPER,Unenclosed Sidewalk Cafe,1097153,"156 E 2ND ST, NEW YORK, NY 10009",156,E 2ND ST,NEW YORK,NY,10009,Manhattan,,(212) 477-7600,162
886,"RAJMAR HOLDINGS, INC.",HUDSON BAR AND BOOKS,Unenclosed Sidewalk Cafe,1092103,"636 HUDSON STREET, NEW YORK, NY 10014",636,HUDSON STREET,NEW YORK,NY,10014,Manhattan,,(212) 355-9888,80
887,RAM EATS LLC,BLOCKHEADS BURRITOS,Unenclosed Sidewalk Cafe,1277938,"951 AMSTERDAM AVE, NEW YORK, NY 10025",951,AMSTERDAM AVE,NEW YORK,NY,10025,Manhattan,,(212) 662-8226,137
888,RAMBLING HOUSE INC,TARA HILL,Unenclosed Sidewalk Cafe,1192697,"4292 KATONAH AVENUE, BRONX, NY 10470",4292,KATONAH AVENUE,BRONX,NY,10470,Bronx,,(718) 798-4510,300
889,RARO INC,RAFELE,Unenclosed Sidewalk Cafe,1419407,"29 7 AVE S, NEW YORK, NY 10014",29,   7 AVE S,NEW YORK,NY,10014,Manhattan,,(212) 253-1373,351
890,RAYNICK CORP,MOLE,Unenclosed Sidewalk Cafe,1281981,"205 ALLEN ST, NEW YORK, NY 10002",205,ALLEN ST,NEW YORK,NY,10002,Manhattan,,(212) 289-8226,54
891,RAYRAY THAI INC.,NATIONAL THAI RESTAURANT,Unenclosed Sidewalk Cafe,1425803,"723 FULTON ST, BROOKLYN, NY 11217",723,FULTON ST,BROOKLYN,NY,11217,Brooklyn,,(718) 522-3510,160
892,RBG VILLAGE LLC,TAVERN ON 3RD,Unenclosed Sidewalk Cafe,1217616,"380 3RD AVE, NEW YORK, NY 10016",380,3RD AVE,NEW YORK,NY,10016,Manhattan,,(917) 589-7089,138
893,RDK RESTAURANT CORP.,BISTRO LES AMIS,Unenclosed Sidewalk Cafe,1101999,"180 SPRING STREET, NEW YORK, NY 10012",180,SPRING STREET,NEW YORK,NY,10012,Manhattan,,(212) 226-8645,298
894,RE SPEC CORP,JACKSON HOLE        S/C #594,Unenclosed Sidewalk Cafe,812902,"517 COLUMBUS AVENUE, NEW YORK, NY 10024",517,COLUMBUS AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 362-5177,453
895,REBA REALTY CORP.,WALKER'S,Unenclosed Sidewalk Cafe,1116343,"16 N MOORE ST, NEW YORK, NY 10013",16,N MOORE ST,NEW YORK,NY,10013,Manhattan,,(212) 941-0142,237
896,RECTOR STREET FOOD ENTERPRISES LTD.,GEORGE'S,Unenclosed Sidewalk Cafe,1315977,"11 RECTOR STREET, NEW YORK, NY 10006",11,RECTOR STREET,NEW YORK,NY,10006,Manhattan,87-89 GREENWICH STREET,(212) 269-8026,140
897,"RED BAMBOO ON 7TH AVENUE, INC",,Enclosed Sidewalk Cafe,1301309,"47-49 7 AVENUE SOUTH, NEW YORK, NY 10014",47-49,   7 AVENUE SOUTH,NEW YORK,NY,10014,Manhattan,,(212) 255-2848,735
898,RED MULBERRY LTD,SAMBUCA'S,Unenclosed Sidewalk Cafe,1158751,"105 MULBERRY STREET, NEW YORK, NY 10013",105,MULBERRY STREET,NEW YORK,NY,10013,Manhattan,,(212) 431-0408,145
899,"RED ROOSTER HARLEM, LLC",,Unenclosed Sidewalk Cafe,1385339,"310 LENOX AVENUE, NEW YORK, NY 10027",310,LENOX AVENUE,NEW YORK,NY,10027,Manhattan,,(212) 792-9001,493
900,REGIONAL THAI LTD,REGIONAL THAI,Unenclosed Sidewalk Cafe,1135513,"208 7TH AVE, NEW YORK, NY 10011",208,   7TH AVE,NEW YORK,NY,10011,Manhattan,,(212) 807-9872,105
901,REMEDY BAR GROUP LLC,UPTOWN,Unenclosed Sidewalk Cafe,1161913,"1576 3RD AVE, NEW YORK, NY 10128",1576,3RD AVE,NEW YORK,NY,10128,Manhattan,,(212) 858-1388,190
902,RENOLTA LLC,NICE MATIN,Unenclosed Sidewalk Cafe,1125981,"201 WEST   79 STREET, NEW YORK, NY 10024",201,WEST   79 STREET,NEW YORK,NY,10024,Manhattan,,(212) 573-1988,820
903,RESTAURANT 101 INC.,DYCKMAN EXPRESS RESTAURANT,Unenclosed Sidewalk Cafe,1281025,"101B DYCKMAN ST, NEW YORK, NY 10040",101B,DYCKMAN ST,NEW YORK,NY,10040,Manhattan,,(212) 567-2288,311
904,RESTAURANT 597 INC.,BUS STOP,Unenclosed Sidewalk Cafe,918358,"597 HUDSON ST, NEW YORK, NY 10014",597,HUDSON ST,NEW YORK,NY,10014,Manhattan,,(212) 206-1100,297
905,"RESTAURANT VENTURES OF NY,INC.",SAVORE RISTORANTE,Unenclosed Sidewalk Cafe,920983,"200 SPRING ST, NEW YORK, NY 10012",200,SPRING ST,NEW YORK,NY,10012,Manhattan,,(212) 431-1212,293
906,RIGOLETTO LLC,5 NAPKIN BURGER,Unenclosed Sidewalk Cafe,1356065,"3501 36 STREET, L.I.C., NY 11106",3501,  36 STREET,L.I.C.,NY,11106,Queens,,(212) 333-2323,778
907,RIOMAR CORP,KANA,Unenclosed Sidewalk Cafe,1003195,"324 SPRING STREET, SOHO, NY 10013",324,SPRING STREET,SOHO,NY,10013,Manhattan,,(212) 343-8180,119
908,RIVER BARREL INC,MRS. KIM'S,Unenclosed Sidewalk Cafe,1346892,"87 KENT ST, BROOKLYN, NY 11222",87,KENT ST,BROOKLYN,NY,11222,Brooklyn,,(718) 349-3263,175
909,RIZ BAGELS INC.,,Enclosed Sidewalk Cafe,1252836,"57-20 WOODSIDE AVENUE, WOODSIDE, NY 11377",57-20,WOODSIDE AVENUE,WOODSIDE,NY,11377,Queens,,(718) 803-3595,306
910,"ROCCO'S ITALIAN CAFETERIA,INC.",ROCCO'S ITALIAN CAFETERIA,Unenclosed Sidewalk Cafe,1008741,"6408 FORT HAMILTON PARKWAY, BROOKLYN, NY 11219",6408,FORT HAMILTON PARKWAY,BROOKLYN,NY,11219,Brooklyn,,(718) 833-2109,402
911,ROLL-N-ROASTER CORP.,,Enclosed Sidewalk Cafe,698346,"2901 EMMONS AVENUE, BROOKLYN, NY 11235",2901,EMMONS AVENUE,BROOKLYN,NY,11235,Brooklyn,,(718) 769-5831,260
912,ROMAGICA CORP,CELESTE,Enclosed Sidewalk Cafe,1429718,"502 AMSTERDAM AVENUE, NEW YORK, NY 10024",502,AMSTERDAM AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 874-4559,
913,ROMANOS FAMOUS PIZZA CORP.,,Unenclosed Sidewalk Cafe,1277441,"32-21 BROADWAY, LIC, NY 11106",32-21,BROADWAY,LIC,NY,11106,Queens,,(718) 626-5292,423
914,ROMY EAST LLC,SHALIZAR,Unenclosed Sidewalk Cafe,1314788,"1420 3 AVENUE, NEW YORK, NY 10028",1420,   3 AVENUE,NEW YORK,NY,10028,Manhattan,,(212) 288-0012,54
915,"ROTHMANN'S 54TH STREET, LLC",ROTHMANN'S,Unenclosed Sidewalk Cafe,1348207,"3 EAST   54 STREET, NEW YORK, NY 10022",3,EAST   54 STREET,NEW YORK,NY,10022,Manhattan,,(212) 319-550,147
916,S & K HALAL CHINESE FUSION INC,,Unenclosed Sidewalk Cafe,1324320,"18422 HORACE HARDING EXPRESSWAY, FRESH MEADOWS, NY 11365",18422,HORACE HARDING EXPRESSWAY,FRESH MEADOWS,NY,11365,Queens,,(917) 415-6515,213
917,S. G. M. G. CORP.,FULL MOON PIZZERIA,Unenclosed Sidewalk Cafe,1315889,"600 EAST  187 STREET, BRONX, NY 10458",600,EAST  187 STREET,BRONX,NY,10458,Bronx,,(718) 584-3451,349
918,"S. R. G. RESTAURANT GROUP, LLC",WHISKEY PARK,Unenclosed Sidewalk Cafe,1387126,"100 CENTRAL PARK SOUTH, NEW YORK, NY 10022",100,CENTRAL PARK SOUTH,NEW YORK,NY,10022,Manhattan,,(212) 307-9222,352
919,S.A.V. ASSOCIATES INC.,TURKVAZ,Unenclosed Sidewalk Cafe,1280169,"2637 BROADWAY, NEW YORK, NY 10025",2637,BROADWAY,NEW YORK,NY,10025,Manhattan,,(212) 665-1141,264
920,"S.I.A.E.A.1,INC.",K H AMAZON CAFE,Unenclosed Sidewalk Cafe,1134143,"1123 QUENTIN RD, BROOKLYN, NY 11229",1123,QUENTIN RD,BROOKLYN,NY,11229,Brooklyn,,(718) 382-8360,160
921,"SABOR LATINO I,CORP",SABOR LATINORESTAURANT,Unenclosed Sidewalk Cafe,1311161,"95-35 40TH RD, QUEENS, NY 11373",95-35,  40TH RD,QUEENS,NY,11373,Queens,,(718) 457-3966,315
922,SABROSURA RESTAURANT INC.,SABROSURA RESTAURANT INC,Enclosed Sidewalk Cafe,1311514,"1200 CASTLE HILL AVE, BRONX, NY 10462",1200,CASTLE HILL AVE,BRONX,NY,10462,Bronx,,(718) 597-1344,603
923,SAC'S PIZZA PLACE INC.,SAC'S PLACE,Enclosed Sidewalk Cafe,974443,"25-41 BROADWAY, ASTORIA, NY 11106",25-41,BROADWAY,ASTORIA,NY,11106,Queens,,(718) 204-5002,346
924,SAGI RESTAURANT CORP,FRANCESA LA VELA CUCINA ITALIANA,Unenclosed Sidewalk Cafe,1416326,"373 AMSTERDAM AVENUE, NEW YORK, NY 10024",373,AMSTERDAM AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 877-7718,140
925,SAL & VIK CORP.,BELLA VIA RESTAURANT,Unenclosed Sidewalk Cafe,1165566,"47-46 VERNON BOULEVARD, LIC, NY 11101",47-46,VERNON BOULEVARD,LIC,NY,11101,Queens,,(718) 361-7510,392
926,SALERNITANI LTD,,Unenclosed Sidewalk Cafe,1391390,"1739 2 AVENUE, NEW YORK, NY 10128",1739,   2 AVENUE,NEW YORK,NY,10128,Manhattan,,(212) 426-6943,107
927,SALSA SALON INC,,Unenclosed Sidewalk Cafe,1252203,"47 EAST   12 STREET, NEW YORK, NY 10003",47,EAST   12 STREET,NEW YORK,NY,10003,Manhattan,,(212) 253-7594,71
928,SALVATORE'S CORP.,COPPOLAS,Unenclosed Sidewalk Cafe,1233901,"378 THIRD AVENUE, NEW YORK, NY 10016",378,THIRD AVENUE,NEW YORK,NY,10016,Manhattan,,(212) 679-0070,109
929,SALVATORES OF SOHO INC,SALVATORES OF SOHO,Unenclosed Sidewalk Cafe,1377344,"3738 RIVERDALE AVE, BRONX, NY 10463",3738,RIVERDALE AVE,BRONX,NY,10463,Bronx,,(917) 578-5461,380
930,SAMMY'S S.B. REST. CORP.,SAMMY'S ORIGNAL SHRIMP BOX,Unenclosed Sidewalk Cafe,1251412,"64 CITY ISLAND AVENUE, BRONX, NY 10464",64,CITY ISLAND AVENUE,BRONX,NY,10464,Bronx,,(718) 885-3200,426
931,SANGE REST. INC.,TIO PEPE            S/C #215,Enclosed Sidewalk Cafe,693313,"168 WEST    4 STREET, NEW YORK, NY 10014",168,WEST    4 STREET,NEW YORK,NY,10014,Manhattan,,(212) 675-5097,129
932,"SANTORINI FOOD, INC.",,Enclosed Sidewalk Cafe,1413270,"108-40 CORONA AVENUE, QUEENS, NY 11368",108-40,CORONA AVENUE,QUEENS,NY,11368,Queens,,(212) 513-1988,
933,"SARABETH'S TRIBECA, LLC",SARABETH'S,Unenclosed Sidewalk Cafe,1384470,"339 GREENWICH STREET, NEW YORK, NY 10013",339,GREENWICH STREET,NEW YORK,NY,10013,Manhattan,,(212) 513-1988,368
934,SATO INC,MOLE BY TACO TACO,Unenclosed Sidewalk Cafe,1389784,"1735 2 AVENUE, NEW YORK, NY 10128",1735,   2 AVENUE,NEW YORK,NY,10128,Manhattan,,(917) 539-3431,138
935,SBAFO NYC LLC,LIEVITO PIZZERIA,Unenclosed Sidewalk Cafe,1381707,"581 HUDSON STREET, NEW YORK, NY 10014",581,HUDSON STREET,NEW YORK,NY,10014,Manhattan,,(212) 645-5811,188
936,"SBCPS,LLC",SARABETH'S,Unenclosed Sidewalk Cafe,1189655,"40 CENTRAL PARK SOUTH, NEW YORK, NY 10019",40,CENTRAL PARK SOUTH,NEW YORK,NY,10019,Manhattan,,(212) 826-5959,256
937,SCENIC ROUTE 66 CAFE INC,ROUTE 66 CAFE,Unenclosed Sidewalk Cafe,1254413,"858 9TH AVE, NEW YORK, NY 10019",858, 9TH AVE,NEW YORK,NY,10019,Manhattan,,(212) 977-7600,115
938,SCHATZI CORP.,WALLSE,Unenclosed Sidewalk Cafe,1257073,"342-344 WEST   11 STREET, NEW YORK, NY 10014",342-344,WEST   11 STREET,NEW YORK,NY,10014,Manhattan,,(212) 352-2300,270
939,SCODITTI CONSULTING GROUP INC,BRIO DOWNTOWN NYC,Unenclosed Sidewalk Cafe,1387415,"920 BROADWAY, NEW YORK, NY 10010",920,BROADWAY,NEW YORK,NY,10010,Manhattan,,(212) 673-4818,380
940,"SDNY 19 MAD PARK, LLC",SD26,Unenclosed Sidewalk Cafe,1394111,"19 EAST   26 STREET, NEW YORK, NY 10010",19,EAST   26 STREET,NEW YORK,NY,10010,Manhattan,,(212) 265-5959,148
941,SEA BREEZE PHARMACY & MEDICAL SUPPLY INC,SEA BREEZE PHARMACY,Unenclosed Sidewalk Cafe,1326438,"1129 BRIGHTON BEACH AVENUE, BROOKLYN, NY 11235",1129,BRIGHTON BEACH AVENUE,BROOKLYN,NY,11235,Brooklyn,,(718) 646-0660,174
942,SEAN OG ENTERPRISES LLC,SEAN OG'S,Unenclosed Sidewalk Cafe,1310982,"60-02 WOODSIDE AVENUE, QUEENS, NY 11377",60-02,WOODSIDE AVENUE,QUEENS,NY,11377,Queens,,(718) 899-3499,342
943,SELVAM CORP,,Unenclosed Sidewalk Cafe,1380992,"222 DEKALB AVENUE, BROOKLYN, NY 11205",222,DEKALB AVENUE,BROOKLYN,NY,11205,Brooklyn,,(718) 222-1888,77
944,SENGUPTA FOOD SERVICES LLC,SOHO PARK,Unenclosed Sidewalk Cafe,1277362,"62 PRINCE ST, NEW YORK, NY 10012",62,PRINCE ST,NEW YORK,NY,10012,Manhattan,,(212) 219-2129,255
945,"SERAFINA 77 WEST, LLC",SERAFINA,Unenclosed Sidewalk Cafe,1418144,"2178 BROADWAY, NEW YORK, NY 10024",2178,BROADWAY,NEW YORK,NY,10024,Manhattan,,(631) 424-8480,847
946,SERAFINA BROADWAY LTD,,Unenclosed Sidewalk Cafe,1169547,"210 W 55TH ST, NEW YORK, NY 10019",210,W 55TH ST,NEW YORK,NY,10019,Manhattan,,(212) 315-1700,537
947,SERAFINA MEATPACKING LLC,,Unenclosed Sidewalk Cafe,1418637,"7 9TH AVE, NEW YORK, NY 10014",7, 9TH AVE,NEW YORK,NY,10014,Manhattan,,(631) 424-8480,405
948,SERVICE CORP,JACQUES RESTAURANT,Unenclosed Sidewalk Cafe,1173208,"20 PRINCE ST, NEW YORK, NY 10012",20,PRINCE ST,NEW YORK,NY,10012,Manhattan,,(212) 966-8886,118
949,SEVEN A CAFE INC,,Unenclosed Sidewalk Cafe,811344,"109 AVE A, NEW YORK, NY 10009",109,AVE A,NEW YORK,NY,10009,Manhattan,,(212) 673-6583,251
950,"SEVENTH AVENUE TOMATO,INC.",RESTIVO RISTORANTE,Unenclosed Sidewalk Cafe,936261,"209 7 AVENUE, NEW YORK, NY 10011",209,   7 AVENUE,NEW YORK,NY,10011,Manhattan,,(212) 366-4133,272
951,SHAKE SHACK 366 COLUMBUS LLC,SHAKE SHACK,Enclosed Sidewalk Cafe,1282506,"366 COLUMBUS AVE, NEW YORK, NY 10024",366,COLUMBUS AVE,NEW YORK,NY,10024,Manhattan,,(212) 227-1771,431
952,"SHAKE SHACK FULTON STREET BROOKLYN, LLC",SHAKE SHACK,Enclosed Sidewalk Cafe,1389508,"409 FULTON STREET, BROOKLYN, NY 11201",409,FULTON STREET,BROOKLYN,NY,11201,Brooklyn,,(646) 747-7212,613
953,SHALIZAR LLC,PERSEPOLIS,Unenclosed Sidewalk Cafe,1361517,"1407 2ND AVE, NEW YORK, NY 10021",1407, 2ND AVE,NEW YORK,NY,10021,Manhattan,,(212) 535-1100,195
954,SHANGRILA DELI CORP,SHANGRILA DELI,Enclosed Sidewalk Cafe,1251807,"228 FORT WASHINGTON AVENUE, NEW YORK, NY 10032",228,FORT WASHINGTON AVENUE,NEW YORK,NY,10032,Manhattan,,(212) 927-6685,262
955,SHANNON CAFE LLC,PIG N WHISTLE ON 2ND,Unenclosed Sidewalk Cafe,1277414,"951 2ND AVE, NEW YORK, NY 10022",951,2ND AVE,NEW YORK,NY,10022,Manhattan,,(917) 543-2948,113
956,"SHARAKU, INC",,Enclosed Sidewalk Cafe,1323624,"14 STUYVESANT ST, NEW YORK, NY 10003",14,STUYVESANT ST,NEW YORK,NY,10003,Manhattan,,(212) 598-0403,254
957,"SHELBURNE BAR AND GRILL, INC.",THE IRISH PUB,Unenclosed Sidewalk Cafe,1424846,"837 7TH AVE, NEW YORK, NY 10019",837,   7TH AVE,NEW YORK,NY,10019,Manhattan,,(212) 664-9364,192
958,SHIRT RESTAURANT CORP,,Unenclosed Sidewalk Cafe,1191523,"1305 MADISON AVENUE, NEW YORK, NY 10128",1305,MADISON AVENUE,NEW YORK,NY,10128,Manhattan,,(212) 996-1200,83
959,SHNY RESTAURANT GROUP LLC,SOUTHERN HOSPITALITY,Unenclosed Sidewalk Cafe,1415822,"645 9TH AVE, NEW YORK, NY 10036",645,   9TH AVE,NEW YORK,NY,10036,Manhattan,,(212) 201-0719,102
960,SIBECA CORPORATION,POLLOS MARIO,Enclosed Sidewalk Cafe,978206,"40-19 BROADWAY, ASTORIA, NY 11103",40-19,BROADWAY,ASTORIA,NY,11103,Queens,,(718) 932-2424,366
961,SIGGY'S GOOD FOOD L.L.C.,,Unenclosed Sidewalk Cafe,1277182,"76 HENRY ST, BROOKLYN, NY 11201",76,HENRY ST,BROOKLYN,NY,11201,Brooklyn,,(718) 237-3199,158
962,SIGNATURE 102 NORTH END AVE LLC,NORTH END GRILL,Unenclosed Sidewalk Cafe,1433949,"102 N END AVE, NEW YORK, NY 10282",102,N END AVE,NEW YORK,NY,10282,Manhattan,,(646) 747-1600,462
963,SILVER MOON BAKERY INC.,,Unenclosed Sidewalk Cafe,1222176,"2740 BROADWAY, NEW YORK, NY 10025",2740,BROADWAY,NEW YORK,NY,10025,Manhattan,,(212) 866-4717,261
964,SIX LOUNGE LLC,HARLEM FOOD BAR,Unenclosed Sidewalk Cafe,1420812,"2100 FREDERICK DOUGLASS BOULEVARD, NEW YORK, NY 10026",2100,FREDERICK DOUGLASS BOULEVARD,NEW YORK,NY,10026,Manhattan,,(917) 582-4214,261
965,SKDL CORP,LIDO,Unenclosed Sidewalk Cafe,1387872,"2168 FREDERICK DOUGLAS BLVD, NEW YORK, NY 10026",2168,FREDERICK DOUGLAS BLVD,NEW YORK,NY,10026,Manhattan,,(212) 490-8575,300
966,SKIPWELL CORP,BISTRO TEN-18,Unenclosed Sidewalk Cafe,1133929,"1018 AMSTERDAM AVENUE, NEW YORK, NY 10025",1018,AMSTERDAM AVENUE,NEW YORK,NY,10025,Manhattan,,(212) 662-7600,271
967,SL & H BAGEL INC.,BAGAL EXPRESS II,Unenclosed Sidewalk Cafe,1286845,"1228 2ND AVE, NEW YORK, NY 10065",1228, 2ND AVE,NEW YORK,NY,10065,Manhattan,,(212) 879-3960,208
968,"SLICE WEST VILLAGE, LTD.","SLICE, THE PERFECT FOOD",Unenclosed Sidewalk Cafe,1346838,"535 HUDSON ST, NEW YORK, NY 10014",535,HUDSON ST,NEW YORK,NY,10014,Manhattan,,(212) 929-2920,193
969,SMITHFIELD ASSOCIATES LLC,PASTIS,Unenclosed Sidewalk Cafe,1186742,"9-19 9 AVENUE, NEW YORK, NY 10014",9-19,   9 AVENUE,NEW YORK,NY,10014,Manhattan,,(212) 989-4244,1010
970,SMOKE CITY ENTERPRISES LLC,NATIVE,Unenclosed Sidewalk Cafe,1159785,"161 LENOX AVE, NEW YORK, NY 10026",161,LENOX AVE,NEW YORK,NY,10026,Manhattan,101 W 118TH ST,(212) 665-2525,503
971,SMORGAS CHEF WEST VILLAGE LLC,,Unenclosed Sidewalk Cafe,1233131,"283 WEST   12 STREET, NEW YORK, NY 10014",283,WEST   12 STREET,NEW YORK,NY,10014,Manhattan,,(646) 209-9633,275
972,SNOWDAY LLC,THE SKYLARK,Unenclosed Sidewalk Cafe,1420950,"477 5TH AVE, BROOKLYN, NY 11215",477,5TH AVE,BROOKLYN,NY,11215,Brooklyn,,(347) 564-3364,236
973,SO-TAUN ENTERPRISES LLC,WAVE THAI,Unenclosed Sidewalk Cafe,1277928,"21-37 31ST ST, ASTORIA, NY 11105",21-37, 31ST ST,ASTORIA,NY,11105,Queens,,(718) 777-6789,129
974,SOH PEACE INC,FUKUROU,Unenclosed Sidewalk Cafe,1452982,"87 MACDOUGAL ST, NEW YORK, NY 10012",87,MACDOUGAL ST,NEW YORK,NY,10012,Manhattan,,(646) 244-6911,108
975,SOI 30 INC.,SOI 30 THAI,Enclosed Sidewalk Cafe,1375450,"430 3RD AVE, NEW YORK, NY 10016",430,   3RD AVE,NEW YORK,NY,10016,Manhattan,,(212) 481-5211,233
976,SOL Y SOMBRE LTD,,Unenclosed Sidewalk Cafe,1218320,"462 AMSTERDAM AVE, NEW YORK, NY 10024",462,AMSTERDAM AVE,NEW YORK,NY,10024,Manhattan,,(212) 400-4036,120
977,"SOL'S RESTAURANT,INC",IL SOLE,Unenclosed Sidewalk Cafe,1224759,"233 DYCKMAN ST, NEW YORK, NY 10034",233,DYCKMAN ST,NEW YORK,NY,10034,Manhattan,,(212) 544-0406,542
978,SONNY LOU INC,,Unenclosed Sidewalk Cafe,1351690,"253 10 AVE, NEW YORK, NY 10001",253,  10 AVE,NEW YORK,NY,10001,Manhattan,,(646) 552-9587,91
979,SOUP KITCHEN ASSOC. LTD.,BISTRO 33,Unenclosed Sidewalk Cafe,1250759,"19-33 DITMARS BOULEVARD, ASTORIA, NY 11105",19-33,DITMARS BOULEVARD,ASTORIA,NY,11105,Queens,,(718) 721-1933,555
980,SOUTH ELLIOTT BK LLC, BERLYN,Unenclosed Sidewalk Cafe,1422648,"25 LAFAYETTE AVE, BROOKLYN, NY 11217",25,LAFAYETTE AVE,BROOKLYN,NY,11217,Brooklyn,,(718) 222-5800,315
981,SOUTH LAKE HOSPITALITY GROUP INC,HARLEM PUBLIC,Unenclosed Sidewalk Cafe,1428232,"3612 BROADWAY, NEW YORK, NY 10031",3612,BROADWAY,NEW YORK,NY,10031,Manhattan,,(201) 230-2574,113
982,SPARTAN SOUVLAKI CORP,SPARTAN SOUVLAKI,Unenclosed Sidewalk Cafe,1142568,"6818 8 AVENUE, BROOKLYN, NY 11220",6818,   8 AVENUE,BROOKLYN,NY,11220,Brooklyn,,(718) 748-5838,361
983,SPICE CORNER 236 INC,,Unenclosed Sidewalk Cafe,1378222,"1479 1 AVENUE, NEW YORK, NY 10075",1479,   1 AVENUE,NEW YORK,NY,10075,Manhattan,,(212) 744-6374,92
984,"SPOONBREAD, INC",MISS MAMIES,Unenclosed Sidewalk Cafe,1039389,"364 WEST  110 STREET, NEW YORK, NY 10025",364,WEST  110 STREET,NEW YORK,NY,10025,Manhattan,,(212) 865-0700,149
