VENDOR_NAME,ZIP CODE,PHONE,FAX,CONTACT PERSON,MBE,WBE,LBE,> 1M,PREQUALIFIED DATE,TRADE CODE (MASTER FORMAT),TRADE DESCRIPTION,Location 1
RECINE MATERIALS CORP.,147 E. 2nd Street,Mineola,NY,516-833-6481,516-833-6308,TINA RECINE,N,N,N,N,12/21/2013,
RECINE MATERIALS CORP.,147 E. 2nd Street,Mineola,NY,516-833-6481,516-833-6308,TINA RECINE,N,N,N,N,12/21/2013,
RECON CONSTRUCTION CORP,42-12 192ND STREET,FLUSHING,NY,718-939-1305,718-463-6263,GLORIA E. KEMPER,N,Y,N,N,2/23/2013,
Red & Blue Construction Corp.,677 Ashford Street,Brooklyn,NY,718-484-0188,718-715-0502,Muhammad Sajid,Y,N,N,N,11/30/2011,
Red & Blue Construction Corp.,677 Ashford Street,Brooklyn,NY,718-484-0188,718-715-0502,Muhammad Sajid,Y,N,N,N,11/30/2011,
Red & Blue Construction Corp.,677 Ashford Street,Brooklyn,NY,718-484-0188,718-715-0502,Muhammad Sajid,Y,N,N,N,11/30/2011,
Red & Blue Construction Corp.,677 Ashford Street,Brooklyn,NY,718-484-0188,718-715-0502,Muhammad Sajid,Y,N,N,N,11/30/2011,
Red & Blue Construction Corp.,677 Ashford Street,Brooklyn,NY,718-484-0188,718-715-0502,Muhammad Sajid,Y,N,N,N,11/30/2011,
Red & Blue Construction Corp.,677 Ashford Street,Brooklyn,NY,718-484-0188,718-715-0502,Muhammad Sajid,Y,N,N,N,11/30/2011,
"Red Hook Construction Group-I, LLC",209 south fehr way,bayshore,NY,631-841-4501,631-841-4507,angela macchia,N,N,N,Y,6/21/2014,
"Red Hook Construction Group-I, LLC",209 south fehr way,bayshore,NY,631-841-4501,631-841-4507,angela macchia,N,N,N,Y,6/21/2014,"99999
"
REDTOP  ARCHITECTS LLP,29 West 17th Street,New York,NY,212-274-0770,212-274-0796,L. Knight-Keating,N,Y,N,Y,8/18/2014,"31000
"
REGAL CLEANING LTD.,8 SAGAMORE HILL DRIVE,PORT WASHINGTON,NY,516-767-8200,516-767-8270,HOWARD BORIS,N,N,Y,Y,9/18/2012,"80025
(39.98447900030567, -105.2376580001166)"
REICHMAN FRANKLE INC.,560 Sylvan Avenue,Englewood Cliffs,NJ,201-816-1211,201-816-8424,ROSE REICHMAN,N,Y,N,Y,5/6/2014,"86005
"
REICHMAN FRANKLE INC.,560 Sylvan Avenue,Englewood Cliffs,NJ,201-816-1211,201-816-8424,ROSE REICHMAN,N,Y,N,Y,5/6/2014,"86065
"
"REMEDE CONSULTING GROUP, INC",99 Tulip Avenue,Floral Park,NY,516-616-6800,516-616-6801,Finny Yarghese,N,N,N,N,1/9/2012,"86060
"
RENEE SACKS ASSOC. INC.,500 Hampton Avenue,Brooklyn,NY,718-646-2700,718-646-2727,RENEE SACKS,N,N,N,Y,11/30/2011,"86005
"
"Resolution Management Consultants, Inc.",5 Greentree Centre,Marlton,NJ,856-985-5000,856-985-5656,Jeffrey B. Kozek,N,N,N,Y,6/1/2012,"86100
"
RESTANI CONSTRUCTION CORP.,42-04 BERRIAN BLVD.,ASTORIA,NY,718-728-0870,718-728-0873,SALVATORE RESTIVO,N,N,N,Y,9/9/2014,
RESTANI CONSTRUCTION CORP.,42-04 BERRIAN BLVD.,ASTORIA,NY,718-728-0870,718-728-0873,SALVATORE RESTIVO,N,N,N,Y,9/9/2014,
RESTANI CONSTRUCTION CORP.,42-04 BERRIAN BLVD.,ASTORIA,NY,718-728-0870,718-728-0873,SALVATORE RESTIVO,N,N,N,Y,9/9/2014,
RESTANI CONSTRUCTION CORP.,42-04 BERRIAN BLVD.,ASTORIA,NY,718-728-0870,718-728-0873,SALVATORE RESTIVO,N,N,N,Y,9/9/2014,
RESTANI CONSTRUCTION CORP.,42-04 BERRIAN BLVD.,ASTORIA,NY,718-728-0870,718-728-0873,SALVATORE RESTIVO,N,N,N,Y,9/9/2014,
RESTANI CONSTRUCTION CORP.,42-04 BERRIAN BLVD.,ASTORIA,NY,718-728-0870,718-728-0873,SALVATORE RESTIVO,N,N,N,Y,9/9/2014,
"RESTOR TECHNOLOGIES, INC.",16 NORDEN LANE,HUNTINGTON STATION,NY,631-385-8400,631-385-8669,Harold J. Glasband,N,N,N,N,8/17/2013,
"RFJ Insulation Contractor, Inc.",232-c Orinoco Drive,Brightwaters,NY,516-790-5685,631-666-4300,robert f jelardi,N,N,N,N,2/22/2013,"15080
"
"RGBS ENTERPRISES, INC.",2842 Richmond Terrace,Staten Island,NY,718-981-0734,718-981-0736,Brian Simpson,N,N,N,N,3/1/2014,"15900
"
"RGBS ENTERPRISES, INC.",2842 Richmond Terrace,Staten Island,NY,718-981-0734,718-981-0736,Brian Simpson,N,N,N,N,3/1/2014,"15935
(40.20390659181584, -78.96395219953433)"
"RGBS ENTERPRISES, INC.",2842 Richmond Terrace,Staten Island,NY,718-981-0734,718-981-0736,Brian Simpson,N,N,N,N,3/1/2014,"13800
"
RICHARD BUDINICH CORP.,103 8th Avenue,East Northport,NY,631-757-8326,631-757-4644,Laura Mezic,N,N,N,N,3/31/2013,"15080
"
"RICHMAR CONTROLS & SVC CO., INC.",851 Mclean Avenue,Yonkers,NY,914-776-6060,914-776-2254,Margarete Ekberg,N,N,N,Y,5/3/2013,"15900
"
"RICHMAR CONTROLS & SVC CO., INC.",851 Mclean Avenue,Yonkers,NY,914-776-6060,914-776-2254,Margarete Ekberg,N,N,N,Y,5/3/2013,"15935
(40.20390659181584, -78.96395219953433)"
RICI CORP.,41 Liberty Street,Passaic,NJ,973-614-1266,973-614-1268,Risto Trajkov,N,N,Y,Y,7/28/2012,
RICI CORP.,41 Liberty Street,Passaic,NJ,973-614-1266,973-614-1268,Risto Trajkov,N,N,Y,Y,7/28/2012,"13280
"
RICI CORP.,41 Liberty Street,Passaic,NJ,973-614-1266,973-614-1268,Risto Trajkov,N,N,Y,Y,7/28/2012,"99960
"
RICI CORP.,41 Liberty Street,Passaic,NJ,973-614-1266,973-614-1268,Risto Trajkov,N,N,Y,Y,7/28/2012,"13285
"
"RIGGS CONSTRUCTION CO., INC.",213 Washington Avenue,Brooklyn,NY,718-398-6423,718-398-6424,Michael DeRiggs,N,N,N,N,4/1/2014,
"RIGGS CONSTRUCTION CO., INC.",213 Washington Avenue,Brooklyn,NY,718-398-6423,718-398-6424,Michael DeRiggs,N,N,N,N,4/1/2014,
"RIGGS CONSTRUCTION CO., INC.",213 Washington Avenue,Brooklyn,NY,718-398-6423,718-398-6424,Michael DeRiggs,N,N,N,N,4/1/2014,
"RIGGS CONSTRUCTION CO., INC.",213 Washington Avenue,Brooklyn,NY,718-398-6423,718-398-6424,Michael DeRiggs,N,N,N,N,4/1/2014,
"RIGGS CONSTRUCTION CO., INC.",213 Washington Avenue,Brooklyn,NY,718-398-6423,718-398-6424,Michael DeRiggs,N,N,N,N,4/1/2014,
"RIGGS CONSTRUCTION CO., INC.",213 Washington Avenue,Brooklyn,NY,718-398-6423,718-398-6424,Michael DeRiggs,N,N,N,N,4/1/2014,"99960
"
RISA MANAGEMENT CORPORATION,1400 Old Country Road,Westbury,NY,516-338-4800,516-338-4900,D. SAVI PRASHAD,Y,Y,N,N,6/25/2012,
RISA MANAGEMENT CORPORATION,1400 Old Country Road,Westbury,NY,516-338-4800,516-338-4900,D. SAVI PRASHAD,Y,Y,N,N,6/25/2012,
RISA MANAGEMENT CORPORATION,1400 Old Country Road,Westbury,NY,516-338-4800,516-338-4900,D. SAVI PRASHAD,Y,Y,N,N,6/25/2012,
"Rite-Way Internal Removal, Inc.",64-05 34 AVENUE,WOODSIDE,NY,718-458-8900,718-899-0515,Leroy Barroca,N,N,N,Y,6/15/2013,
"Rite-Way Internal Removal, Inc.",64-05 34 AVENUE,WOODSIDE,NY,718-458-8900,718-899-0515,Leroy Barroca,N,N,N,Y,6/15/2013,"80230
(39.72043080803542, -104.88925884172215)"
Riverdale Electric Corporation,4215  PETERS PLACE,BRONX,NY,917-640-9508,718-548-4997,AFRIM GASHI,N,N,Y,N,10/22/2013,"16500
"
Riverdale Electric Corporation,4215  PETERS PLACE,BRONX,NY,917-640-9508,718-548-4997,AFRIM GASHI,N,N,Y,N,10/22/2013,"16100
"
Riverdale Electric Corporation,4215  PETERS PLACE,BRONX,NY,917-640-9508,718-548-4997,AFRIM GASHI,N,N,Y,N,10/22/2013,"16700
"
Riverdale Electric Corporation,4215  PETERS PLACE,BRONX,NY,917-640-9508,718-548-4997,AFRIM GASHI,N,N,Y,N,10/22/2013,"16550
(42.13320700030289, -80.0877600002238)"
Riverdale Electric Corporation,4215  PETERS PLACE,BRONX,NY,917-640-9508,718-548-4997,AFRIM GASHI,N,N,Y,N,10/22/2013,"16200
"
Riverdale Electric Corporation,4215  PETERS PLACE,BRONX,NY,917-640-9508,718-548-4997,AFRIM GASHI,N,N,Y,N,10/22/2013,"16080
"
Riverdale Electric Corporation,4215  PETERS PLACE,BRONX,NY,917-640-9508,718-548-4997,AFRIM GASHI,N,N,Y,N,10/22/2013,"16710
"
Riverdale Electric Corporation,4215  PETERS PLACE,BRONX,NY,917-640-9508,718-548-4997,AFRIM GASHI,N,N,Y,N,10/22/2013,"16800
"
Riverdale Electric Corporation,4215  PETERS PLACE,BRONX,NY,917-640-9508,718-548-4997,AFRIM GASHI,N,N,Y,N,10/22/2013,"16300
"
Riverdale Electric Corporation,4215  PETERS PLACE,BRONX,NY,917-640-9508,718-548-4997,AFRIM GASHI,N,N,Y,N,10/22/2013,"16050
(41.043973583514116, -79.7705795610978)"
Riverdale Electric Corporation,4215  PETERS PLACE,BRONX,NY,917-640-9508,718-548-4997,AFRIM GASHI,N,N,Y,N,10/22/2013,"16400
"
"Riverside Materials, LLC",1 Edison Avenue,Mount Vernon,NY,914-664-4771,914-664-4967,Bill Steele,N,N,N,Y,10/23/2012,
"Riverside Materials, LLC",1 Edison Avenue,Mount Vernon,NY,914-664-4771,914-664-4967,Bill Steele,N,N,N,Y,10/23/2012,
Rizzo Environmental Services Corp.,1605  Lakeview Drive,Hewlett,NY,516-791-9000,516-927-0903,Kelly Rizzo,N,Y,N,N,9/28/2012,
Rizzo Environmental Services Corp.,1605  Lakeview Drive,Hewlett,NY,516-791-9000,516-927-0903,Kelly Rizzo,N,Y,N,N,9/28/2012,
"RKI Construction, LLC",2  Bretwood Drive North,Colts Neck,NJ,732-577-2809,732-577-8592,Alice Kay,N,Y,N,N,1/28/2014,"15700
"
RLB GENERAL CONSTRUCTION CORP,142-16 56 Road,Flushing,NY,718-539-3864,718-539-2283,Mohammed Hossain,Y,N,N,N,6/26/2012,"99945
"
RLB GENERAL CONSTRUCTION CORP,142-16 56 Road,Flushing,NY,718-539-3864,718-539-2283,Mohammed Hossain,Y,N,N,N,6/26/2012,"99960
"
RMT TRACKING CORPORATION,11 Penn Plaza,New York,NY,212-946-2621,917-591-7383,Rosalind M. Triggs,Y,Y,N,Y,8/24/2013,"80040
(39.74110999992661, -104.87581100037733)"
RMT TRACKING CORPORATION,11 Penn Plaza,New York,NY,212-946-2621,917-591-7383,Rosalind M. Triggs,Y,Y,N,Y,8/24/2013,"86025
(34.9262226098856, -110.07514261294119)"
"RNH ELECTRIC CO., INC.",45-46 11th Street,Long Island City,NY,732-970-9333,732-970-9334,Eileen Nappi,N,Y,N,Y,11/18/2013,"16000
"
ROBCO ELECTRIC CORPORATION,2630 CHESBROUGH AVENUE,BRONX,NY,718-409-9001,718-409-9699,ROBERT BERTIE,N,N,N,N,6/8/2012,"16000
"
"ROBERT A. M. STERN ARCHITECTS, LLP",460 West 34th Street,New York,NY,212-967-5100,212-967-5330,Robert S. Buford,N,N,N,Y,11/30/2011,"31015
(31.943178611803546, -83.77858975071638)"
"Robert Ettinger, P.E., P.C.",505 EIGHTH AVENUE,NEW YORK,NY,212-244-2410,212-643-1606,ERIC ETTINGER,N,N,N,Y,6/16/2014,"32025
(30.144822635456308, -82.51089275010031)"
ROBERT L. KEARNEY,207 Park Place,Brooklyn,NY,718-638-3290,718-638-9196,Robert L. Kearney,N,N,N,N,12/15/2011,"80230
(39.72043080803542, -104.88925884172215)"
ROBERT L. KEARNEY,207 Park Place,Brooklyn,NY,718-638-3290,718-638-9196,Robert L. Kearney,N,N,N,N,12/15/2011,"80025
(39.98447900030567, -105.2376580001166)"
Robert S. Interiors Inc.,445 Beach 68th Street,Arverne,NY,718-945-3229,718-945-0993,Andrew R. Robert,Y,N,N,N,5/20/2014,
Robert S. Interiors Inc.,445 Beach 68th Street,Arverne,NY,718-945-3229,718-945-0993,Andrew R. Robert,Y,N,N,N,5/20/2014,
Robert S. Interiors Inc.,445 Beach 68th Street,Arverne,NY,718-945-3229,718-945-0993,Andrew R. Robert,Y,N,N,N,5/20/2014,
Robert S. Interiors Inc.,445 Beach 68th Street,Arverne,NY,718-945-3229,718-945-0993,Andrew R. Robert,Y,N,N,N,5/20/2014,
"Robert Silman Associates, PC",88 University Place,New York,NY,212-620-7970,212-620-8157,Joseph Tortorella,N,N,N,Y,2/4/2013,"32030
(30.07093199971206, -81.86194799970036)"
ROBERT W. PARCHMENT PLBMG & HTG,533 WEST 145TH STREET,NEW YORK,NY,212-694-2537,212-694-2539,ROBERT PARCHMENT,Y,N,N,Y,1/29/2013,"15400
"
ROBERT W. PARCHMENT PLBMG & HTG,533 WEST 145TH STREET,NEW YORK,NY,212-694-2537,212-694-2539,ROBERT PARCHMENT,Y,N,N,Y,1/29/2013,"13900
"
"Roberta Washington Architects, P.C.",68 EAST 131ST STREET,NEW YORK,NY,212-281-5700,212-282-5757,ROBERTA WASHINGTON,Y,Y,N,Y,3/23/2014,"31015
(31.943178611803546, -83.77858975071638)"
ROCKLEDGE SCAFFOLD CORP.,808 NEPPERHAN AVENUE,YONKERS,NY,914-423-0400,914-423-6543,J. Harrington,N,N,N,N,10/31/2011,"14800
"
ROCKLEDGE SCAFFOLD CORP.,808 NEPPERHAN AVENUE,YONKERS,NY,914-423-0400,914-423-6543,J. Harrington,N,N,N,N,10/31/2011,
ROCKMORE CONTRACTING CORP.,80 Remington Road,Ronkonkoma,NY,631-366-6200,631-366-2556,John M. Finn,N,N,N,Y,3/17/2012,"99999
"
ROCON PLUMBING AND HEATING CORP.,16 First Street,Garden City Park,NY,516-535-4620,516-535-4623,SALVATORE ROMANO,N,N,N,Y,4/27/2014,"15400
"
ROCON PLUMBING AND HEATING CORP.,16 First Street,Garden City Park,NY,516-535-4620,516-535-4623,SALVATORE ROMANO,N,N,N,Y,4/27/2014,"13900
"
ROCON PLUMBING AND HEATING CORP.,16 First Street,Garden City Park,NY,516-535-4620,516-535-4623,SALVATORE ROMANO,N,N,N,Y,4/27/2014,"15700
"
"RODBUSTERS, INC.",36 BROADMOOR LANE,WESTBURY,NY,516-333-7604,516-333-7604,LINDA MCLOUGHLIN,N,Y,N,N,11/1/2013,
"RODEL ELECTRICAL CONTRACTORS, INC.",31-29  Vernon Blvd,L.I.C.,NY,718-784-1460,718-784-1449,Georgios Rodas,N,N,Y,N,8/26/2014,"16500
"
"RODEL ELECTRICAL CONTRACTORS, INC.",31-29  Vernon Blvd,L.I.C.,NY,718-784-1460,718-784-1449,Georgios Rodas,N,N,Y,N,8/26/2014,"16100
"
"RODEL ELECTRICAL CONTRACTORS, INC.",31-29  Vernon Blvd,L.I.C.,NY,718-784-1460,718-784-1449,Georgios Rodas,N,N,Y,N,8/26/2014,"16700
"
"RODEL ELECTRICAL CONTRACTORS, INC.",31-29  Vernon Blvd,L.I.C.,NY,718-784-1460,718-784-1449,Georgios Rodas,N,N,Y,N,8/26/2014,"16550
(42.13320700030289, -80.0877600002238)"
"RODEL ELECTRICAL CONTRACTORS, INC.",31-29  Vernon Blvd,L.I.C.,NY,718-784-1460,718-784-1449,Georgios Rodas,N,N,Y,N,8/26/2014,"16200
"
"RODEL ELECTRICAL CONTRACTORS, INC.",31-29  Vernon Blvd,L.I.C.,NY,718-784-1460,718-784-1449,Georgios Rodas,N,N,Y,N,8/26/2014,"13850
(42.05322342981748, -76.03346068865983)"
"RODEL ELECTRICAL CONTRACTORS, INC.",31-29  Vernon Blvd,L.I.C.,NY,718-784-1460,718-784-1449,Georgios Rodas,N,N,Y,N,8/26/2014,"16080
"
"RODEL ELECTRICAL CONTRACTORS, INC.",31-29  Vernon Blvd,L.I.C.,NY,718-784-1460,718-784-1449,Georgios Rodas,N,N,Y,N,8/26/2014,"16710
"
"RODEL ELECTRICAL CONTRACTORS, INC.",31-29  Vernon Blvd,L.I.C.,NY,718-784-1460,718-784-1449,Georgios Rodas,N,N,Y,N,8/26/2014,"16800
"
"RODEL ELECTRICAL CONTRACTORS, INC.",31-29  Vernon Blvd,L.I.C.,NY,718-784-1460,718-784-1449,Georgios Rodas,N,N,Y,N,8/26/2014,"16810
"
"RODEL ELECTRICAL CONTRACTORS, INC.",31-29  Vernon Blvd,L.I.C.,NY,718-784-1460,718-784-1449,Georgios Rodas,N,N,Y,N,8/26/2014,"16300
"
"RODEL ELECTRICAL CONTRACTORS, INC.",31-29  Vernon Blvd,L.I.C.,NY,718-784-1460,718-784-1449,Georgios Rodas,N,N,Y,N,8/26/2014,"16050
(41.043973583514116, -79.7705795610978)"
"RODEL ELECTRICAL CONTRACTORS, INC.",31-29  Vernon Blvd,L.I.C.,NY,718-784-1460,718-784-1449,Georgios Rodas,N,N,Y,N,8/26/2014,"16400
"
"Rodkin Cardinale Consulting Engineers, P.C.",214 WEST 29TH STREET,NEW YORK,NY,212-239-1892,212-239-6412,"Dominic Cardinale,",N,N,N,Y,9/17/2013,"32025
(30.144822635456308, -82.51089275010031)"
"ROEBELL PAINTING CO., INC.",960 EASTON STREET,RONKONKOMA,NY,631-471-6200,631-471-6718,Gina Stayton,N,N,N,N,9/17/2013,
"ROEBELL PAINTING CO., INC.",960 EASTON STREET,RONKONKOMA,NY,631-471-6200,631-471-6718,Gina Stayton,N,N,N,N,9/17/2013,
"ROLF'S METAL TOPS, INC.",6904 Colonial Road,Brooklyn,NY,718-360-0536,718-775-3881,Joseph C. Iorio,N,N,N,Y,11/30/2011,
"ROLF'S METAL TOPS, INC.",6904 Colonial Road,Brooklyn,NY,718-360-0536,718-775-3881,Joseph C. Iorio,N,N,N,Y,11/30/2011,
"Roma Scaffolding, Inc.",41-33 38 Street,Long Island City,NY,718-392-6000,718-392-6002,Helen Aniftos,N,N,N,N,6/4/2013,"14800
"
"Roma Scaffolding, Inc.",41-33 38 Street,Long Island City,NY,718-392-6000,718-392-6002,Helen Aniftos,N,N,N,N,6/4/2013,
ROMAR SHEET METAL INC.,1830 ADEE AVENUE,BRONX,NY,718-671-6700,718-671-6702,ROBERT S. GRANDE,N,N,N,Y,8/19/2013,
ROMAR SHEET METAL INC.,1830 ADEE AVENUE,BRONX,NY,718-671-6700,718-671-6702,ROBERT S. GRANDE,N,N,N,Y,8/19/2013,"15700
"
RONNETTE RILEY ARCHITECT,350 FIFTH AVENUE,NEW YORK,NY,212-594-4015,212-594-2868,RONNETTE RILEY,N,Y,N,Y,6/9/2014,"31015
(31.943178611803546, -83.77858975071638)"
"Rosenbaum Design Group Architecture Engineering, P.C.",2001 Marcus Avenue,Lake Success,NY,516-616-6111,516-616-6222,Dennis Flynn,N,N,N,Y,5/25/2014,"33000
"
Rossini Excavating Corp,113  Edison Avenue,Mount Vernon,NY,914-664-4300,914-664-6435,Joseph Rossini,N,N,N,N,12/29/2012,
Rossini Excavating Corp,113  Edison Avenue,Mount Vernon,NY,914-664-4300,914-664-6435,Joseph Rossini,N,N,N,N,12/29/2012,
"ROTHZEID,KAISERMAN,THOMSON & BEE",150 West 22nd Street,NEW YORK,NY,212-807-9500,212-627-2409,Peter Bafitis,N,N,N,Y,1/15/2012,"31015
(31.943178611803546, -83.77858975071638)"
"Royal Waste Services, Inc",187-40 Hollis Avenue,Hollis,NY,718-468-8679,718-291-7140,Michael Reali,N,N,N,N,7/8/2013,"80230
(39.72043080803542, -104.88925884172215)"
RRS Construction Corp,116-18 Myrtle Avenue,Richmond Hill,NY,718-785-0467,718-785-4199,Ronald Kumar,Y,N,N,N,9/24/2013,
RRS Construction Corp,116-18 Myrtle Avenue,Richmond Hill,NY,718-785-0467,718-785-4199,Ronald Kumar,Y,N,N,N,9/24/2013,
RRS Construction Corp,116-18 Myrtle Avenue,Richmond Hill,NY,718-785-0467,718-785-4199,Ronald Kumar,Y,N,N,N,9/24/2013,
"RSD ENGINEERING, PC",50 Broadway,New York,NY,212-324-9900,212-324-9910,Richard S. Donald,N,N,N,Y,9/15/2014,"32030
(30.07093199971206, -81.86194799970036)"
"RSG CAULKING & WATERPROOFING, INC.",132 East Prospect Avenue,Mamaroneck,NY,914-381-3607,914-381-3719,Robert Guerrerio,N,N,N,Y,1/8/2013,
"RSG CAULKING & WATERPROOFING, INC.",132 East Prospect Avenue,Mamaroneck,NY,914-381-3607,914-381-3719,Robert Guerrerio,N,N,N,Y,1/8/2013,
"RSG CAULKING & WATERPROOFING, INC.",132 East Prospect Avenue,Mamaroneck,NY,914-381-3607,914-381-3719,Robert Guerrerio,N,N,N,Y,1/8/2013,
"RSI Equipment, Inc.",1325 M Street,ELMONT,NY,516-561-6161,516-561-6481,Charles Kratt,N,Y,N,N,5/10/2014,
"RSI Equipment, Inc.",1325 M Street,ELMONT,NY,516-561-6161,516-561-6481,Charles Kratt,N,Y,N,N,5/10/2014,
"RSI Equipment, Inc.",1325 M Street,ELMONT,NY,516-561-6161,516-561-6481,Charles Kratt,N,Y,N,N,5/10/2014,"11680
"
"RSI Equipment, Inc.",1325 M Street,ELMONT,NY,516-561-6161,516-561-6481,Charles Kratt,N,Y,N,N,5/10/2014,"80185
"
"RSS First Company, LLC",1501  Broadway,New York,NY,212-290-8517,212-643-0304,John V. Palomba,N,N,N,N,6/29/2012,
"RSS First Company, LLC",1501  Broadway,New York,NY,212-290-8517,212-643-0304,John V. Palomba,N,N,N,N,6/29/2012,
Rudd Mechanical Associates,31 Florence Avenue,Brooklyn,NY,718-648-1049,--,Rostislava Rud,N,N,N,N,7/21/2012,"15800
"
Rudd Mechanical Associates,31 Florence Avenue,Brooklyn,NY,718-648-1049,--,Rostislava Rud,N,N,N,N,7/21/2012,"15700
"
"RUKH ENTERPRISES, INC.",965 TYRUS COURT,NORTH MERRICK,NY,516-564-4352,516-565-3856,HARJEET SINGH,Y,N,Y,N,12/23/2013,
"RUKH ENTERPRISES, INC.",965 TYRUS COURT,NORTH MERRICK,NY,516-564-4352,516-565-3856,HARJEET SINGH,Y,N,Y,N,12/23/2013,
"RUKH ENTERPRISES, INC.",965 TYRUS COURT,NORTH MERRICK,NY,516-564-4352,516-565-3856,HARJEET SINGH,Y,N,Y,N,12/23/2013,
"RUKH ENTERPRISES, INC.",965 TYRUS COURT,NORTH MERRICK,NY,516-564-4352,516-565-3856,HARJEET SINGH,Y,N,Y,N,12/23/2013,
"RUKH ENTERPRISES, INC.",965 TYRUS COURT,NORTH MERRICK,NY,516-564-4352,516-565-3856,HARJEET SINGH,Y,N,Y,N,12/23/2013,
"RUSSELL REID WASTE HAULING & DISPOSAL SERVICE CO., INC.",200 Smith Street,Keasbey,NJ,732-225-2238,732-417-0367,Mitchell Weiner,N,N,N,Y,2/27/2012,"80220
(39.73365043741779, -104.91655188985777)"
"RYDER CONSTRUCTION, INC",519 Eighth Avenue,NEW YORK,NY,212-465-8700,212-465-2323,Jerome Alessi,N,N,N,Y,12/13/2013,"35000
"
"RYDER CONSTRUCTION, INC",519 Eighth Avenue,NEW YORK,NY,212-465-8700,212-465-2323,Jerome Alessi,N,N,N,Y,12/13/2013,"99960
"
S & C PRODUCTS CORP.,201 EAST 36TH STREET,NEW YORK,NY,212-685-4727,212-684-1790,MATT SABATINE,N,N,N,Y,12/21/2013,
S & C PRODUCTS CORP.,201 EAST 36TH STREET,NEW YORK,NY,212-685-4727,212-684-1790,MATT SABATINE,N,N,N,Y,12/21/2013,
S & C PRODUCTS CORP.,201 EAST 36TH STREET,NEW YORK,NY,212-685-4727,212-684-1790,MATT SABATINE,N,N,N,Y,12/21/2013,
S & C PRODUCTS CORP.,201 EAST 36TH STREET,NEW YORK,NY,212-685-4727,212-684-1790,MATT SABATINE,N,N,N,Y,12/21/2013,
"S & L INDUSTRIES, INC.",9201 DITMAS AVENUE,BROOKLYN,NY,718-385-5000,718-385-5602,SHARON CRADDOCK,Y,N,N,N,12/30/2011,
"S & L INDUSTRIES, INC.",9201 DITMAS AVENUE,BROOKLYN,NY,718-385-5000,718-385-5602,SHARON CRADDOCK,Y,N,N,N,12/30/2011,
"S & L INDUSTRIES, INC.",9201 DITMAS AVENUE,BROOKLYN,NY,718-385-5000,718-385-5602,SHARON CRADDOCK,Y,N,N,N,12/30/2011,
"S & N BUILDERS, INC.",107 Front Street,Hempstead,NY,516-505-7778,516-505-7779,Sakander Raja,N,N,N,Y,2/24/2012,"99945
"
S & W CONSTRUCTION,5015 Avenue D,BROOKLYN,NY,718-940-3325,718-282-9523,WENDEL ANDERSON,Y,N,Y,N,2/20/2012,
S & W CONSTRUCTION,5015 Avenue D,BROOKLYN,NY,718-940-3325,718-282-9523,WENDEL ANDERSON,Y,N,Y,N,2/20/2012,
S & W CONSTRUCTION,5015 Avenue D,BROOKLYN,NY,718-940-3325,718-282-9523,WENDEL ANDERSON,Y,N,Y,N,2/20/2012,"80095
"
S & W CONSTRUCTION,5015 Avenue D,BROOKLYN,NY,718-940-3325,718-282-9523,WENDEL ANDERSON,Y,N,Y,N,2/20/2012,
S & W CONSTRUCTION,5015 Avenue D,BROOKLYN,NY,718-940-3325,718-282-9523,WENDEL ANDERSON,Y,N,Y,N,2/20/2012,
S & W CONSTRUCTION,5015 Avenue D,BROOKLYN,NY,718-940-3325,718-282-9523,WENDEL ANDERSON,Y,N,Y,N,2/20/2012,
S & W CONSTRUCTION,5015 Avenue D,BROOKLYN,NY,718-940-3325,718-282-9523,WENDEL ANDERSON,Y,N,Y,N,2/20/2012,
S & W CONSTRUCTION,5015 Avenue D,BROOKLYN,NY,718-940-3325,718-282-9523,WENDEL ANDERSON,Y,N,Y,N,2/20/2012,
"S. M.  & B CONSTRUCTION CO., INC.",244 52nd STREET,BROOKLYN,NY,718-765-0600,718-765-0700,MUZAFFAR NADEEM,Y,N,N,N,7/16/2012,"99945
"
"S. M.  & B CONSTRUCTION CO., INC.",244 52nd STREET,BROOKLYN,NY,718-765-0600,718-765-0700,MUZAFFAR NADEEM,Y,N,N,N,7/16/2012,"99960
"
"S.M. CONSTRUCTION CO., INC.",32-22 79th Street,Jackson Heights,NY,718-396-2896,718-396-2068,Mushtaq Ahmed,Y,N,N,N,11/1/2013,
"S.M. CONSTRUCTION CO., INC.",32-22 79th Street,Jackson Heights,NY,718-396-2896,718-396-2068,Mushtaq Ahmed,Y,N,N,N,11/1/2013,
"S.M. CONSTRUCTION CO., INC.",32-22 79th Street,Jackson Heights,NY,718-396-2896,718-396-2068,Mushtaq Ahmed,Y,N,N,N,11/1/2013,
"S.M. CONSTRUCTION CO., INC.",32-22 79th Street,Jackson Heights,NY,718-396-2896,718-396-2068,Mushtaq Ahmed,Y,N,N,N,11/1/2013,
S.T.S. CONTRACTORS INC.,77-16  164 Street,Fresh Meadows,NY,718-969-2929,718-969-2828,Tahir Mahmood,N,N,N,Y,8/18/2014,
S.T.S. CONTRACTORS INC.,77-16  164 Street,Fresh Meadows,NY,718-969-2929,718-969-2828,Tahir Mahmood,N,N,N,Y,8/18/2014,
"SA ENGINEERING, INC.",27 Clyde Road,Somerset,NJ,732-939-6211,732-873-1168,Syed A. Ashraf,Y,N,N,Y,1/6/2012,"32030
(30.07093199971206, -81.86194799970036)"
