CBO Name,Program ID,Name,Fiscal Year,Amount
St. Stanislaus Athletic Association,518,Tax Levy/Discretionary Group,2010,$0.00
St. Stanislaus Athletic Association,518,Tax Levy/Discretionary Group,2011,$0.00
St. Stanislaus Athletic Association,518,Tax Levy/Discretionary Group,2012,$0.00
St. Stanislaus Athletic Association,518,Tax Levy/Discretionary Group,2013,$0.00
Titan Youth Development,518,Tax Levy/Discretionary Group,2010,$4000.00
Titan Youth Development,518,Tax Levy/Discretionary Group,2011,$0.00
Titan Youth Development,518,Tax Levy/Discretionary Group,2012,$0.00
Titan Youth Development,518,Tax Levy/Discretionary Group,2013,$0.00
"Year UP, Inc.",518,Tax Levy/Discretionary Group,2010,$8000.00
"Year UP, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"Year UP, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Year UP, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"New York Citiworks, Inc.",518,Tax Levy/Discretionary Group,2010,$3500.00
"New York Citiworks, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"New York Citiworks, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"New York Citiworks, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"Queens Sickle Cell Advocacy Network, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Queens Sickle Cell Advocacy Network, Inc.",518,Tax Levy/Discretionary Group,2011,$15000.00
"Queens Sickle Cell Advocacy Network, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Queens Sickle Cell Advocacy Network, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"The Glendale Civilian Observation Patrol, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"The Glendale Civilian Observation Patrol, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"The Glendale Civilian Observation Patrol, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"The Glendale Civilian Observation Patrol, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Community Impact,2853,Youth Workforce Development,2010,$0.00
Community Impact,2853,Youth Workforce Development,2011,$458337.00
Community Impact,2853,Youth Workforce Development,2012,$466137.00
Community Impact,2853,Youth Workforce Development,2013,$464837.00
KRA Corporation,2853,Youth Workforce Development,2010,$0.00
KRA Corporation,2853,Youth Workforce Development,2011,$365745.00
KRA Corporation,2853,Youth Workforce Development,2012,$372245.00
KRA Corporation,2853,Youth Workforce Development,2013,$365745.00
"Brooklyn City Streetcar Company, Inc.",518,Tax Levy/Discretionary Group,2010,$3500.00
"Brooklyn City Streetcar Company, Inc.",518,Tax Levy/Discretionary Group,2011,$4000.00
"Brooklyn City Streetcar Company, Inc.",518,Tax Levy/Discretionary Group,2012,$3500.00
"Brooklyn City Streetcar Company, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"Early Stages Program, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Early Stages Program, Inc.",518,Tax Levy/Discretionary Group,2011,$70000.00
"Early Stages Program, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Early Stages Program, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"66th Precinct Community Council, Inc.",518,Tax Levy/Discretionary Group,2010,$3500.00
"66th Precinct Community Council, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"66th Precinct Community Council, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"66th Precinct Community Council, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Grace Lutheran Church of Queens,518,Tax Levy/Discretionary Group,2010,$5000.00
Grace Lutheran Church of Queens,518,Tax Levy/Discretionary Group,2011,$0.00
Grace Lutheran Church of Queens,518,Tax Levy/Discretionary Group,2012,$0.00
Grace Lutheran Church of Queens,518,Tax Levy/Discretionary Group,2013,$0.00
"Helping Our Guys and Girls Succeed, Inc.",518,Tax Levy/Discretionary Group,2010,$10000.00
"Helping Our Guys and Girls Succeed, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"Helping Our Guys and Girls Succeed, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Helping Our Guys and Girls Succeed, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"Sylk's Angels in the Zone, Inc",518,Tax Levy/Discretionary Group,2010,$5000.00
"Sylk's Angels in the Zone, Inc",518,Tax Levy/Discretionary Group,2011,$5000.00
"Sylk's Angels in the Zone, Inc",518,Tax Levy/Discretionary Group,2012,$0.00
"Sylk's Angels in the Zone, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
"UBA Sports Club 4 Kids, Inc",518,Tax Levy/Discretionary Group,2010,$3500.00
"UBA Sports Club 4 Kids, Inc",518,Tax Levy/Discretionary Group,2011,$0.00
"UBA Sports Club 4 Kids, Inc",518,Tax Levy/Discretionary Group,2012,$0.00
"UBA Sports Club 4 Kids, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
"Disaster Chaplaincy Services, Inc.",518,Tax Levy/Discretionary Group,2010,$5000.00
"Disaster Chaplaincy Services, Inc.",518,Tax Levy/Discretionary Group,2011,$5000.00
"Disaster Chaplaincy Services, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Disaster Chaplaincy Services, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
East Harlem Preservation,518,Tax Levy/Discretionary Group,2010,$5500.00
East Harlem Preservation,518,Tax Levy/Discretionary Group,2011,$0.00
East Harlem Preservation,518,Tax Levy/Discretionary Group,2012,$0.00
East Harlem Preservation,518,Tax Levy/Discretionary Group,2013,$0.00
"Peter Young Shelter Services, Inc.",518,Tax Levy/Discretionary Group,2010,$3500.00
"Peter Young Shelter Services, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"Peter Young Shelter Services, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Peter Young Shelter Services, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"St. Albans Civic Improvement Association, Inc.",518,Tax Levy/Discretionary Group,2010,$3500.00
"St. Albans Civic Improvement Association, Inc.",518,Tax Levy/Discretionary Group,2011,$3500.00
"St. Albans Civic Improvement Association, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"St. Albans Civic Improvement Association, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"TribecArt, Inc",518,Tax Levy/Discretionary Group,2010,$0.00
"TribecArt, Inc",518,Tax Levy/Discretionary Group,2011,$0.00
"TribecArt, Inc",518,Tax Levy/Discretionary Group,2012,$0.00
"TribecArt, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
Riverside Opera Company,518,Tax Levy/Discretionary Group,2010,$0.00
Riverside Opera Company,518,Tax Levy/Discretionary Group,2011,$0.00
Riverside Opera Company,518,Tax Levy/Discretionary Group,2012,$3500.00
Riverside Opera Company,518,Tax Levy/Discretionary Group,2013,$0.00
"Open Space Institute, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Open Space Institute, Inc.",518,Tax Levy/Discretionary Group,2011,$8500.00
"Open Space Institute, Inc.",518,Tax Levy/Discretionary Group,2012,$15500.00
"Open Space Institute, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Ditmas Park Youth Group,518,Tax Levy/Discretionary Group,2010,$5000.00
Ditmas Park Youth Group,518,Tax Levy/Discretionary Group,2011,$5000.00
Ditmas Park Youth Group,518,Tax Levy/Discretionary Group,2012,$5000.00
Ditmas Park Youth Group,518,Tax Levy/Discretionary Group,2013,$0.00
St. Patrick Vincent dePaul Food Pantry,518,Tax Levy/Discretionary Group,2010,$0.00
St. Patrick Vincent dePaul Food Pantry,518,Tax Levy/Discretionary Group,2011,$0.00
St. Patrick Vincent dePaul Food Pantry,518,Tax Levy/Discretionary Group,2012,$3500.00
St. Patrick Vincent dePaul Food Pantry,518,Tax Levy/Discretionary Group,2013,$0.00
"Guyana Cultural Association of New York, Inc",518,Tax Levy/Discretionary Group,2010,$5000.00
"Guyana Cultural Association of New York, Inc",518,Tax Levy/Discretionary Group,2011,$5000.00
"Guyana Cultural Association of New York, Inc",518,Tax Levy/Discretionary Group,2012,$10000.00
"Guyana Cultural Association of New York, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
"Friends of Firefighters, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Friends of Firefighters, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"Friends of Firefighters, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Friends of Firefighters, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
New World Creations Resource Center,518,Tax Levy/Discretionary Group,2010,$4000.00
New World Creations Resource Center,518,Tax Levy/Discretionary Group,2011,$4000.00
New World Creations Resource Center,518,Tax Levy/Discretionary Group,2012,$0.00
New World Creations Resource Center,518,Tax Levy/Discretionary Group,2013,$0.00
New York Teens Empowering More People Onward,518,Tax Levy/Discretionary Group,2010,$4000.00
New York Teens Empowering More People Onward,518,Tax Levy/Discretionary Group,2011,$0.00
New York Teens Empowering More People Onward,518,Tax Levy/Discretionary Group,2012,$0.00
New York Teens Empowering More People Onward,518,Tax Levy/Discretionary Group,2013,$0.00
"Wellness in the Schools, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Wellness in the Schools, Inc.",518,Tax Levy/Discretionary Group,2011,$4000.00
"Wellness in the Schools, Inc.",518,Tax Levy/Discretionary Group,2012,$7500.00
"Wellness in the Schools, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"The Battery Conservancy, Inc. (TBC)",518,Tax Levy/Discretionary Group,2010,$0.00
"The Battery Conservancy, Inc. (TBC)",518,Tax Levy/Discretionary Group,2011,$4500.00
"The Battery Conservancy, Inc. (TBC)",518,Tax Levy/Discretionary Group,2012,$5000.00
"The Battery Conservancy, Inc. (TBC)",518,Tax Levy/Discretionary Group,2013,$5000.00
Brooklyn Defender Services,518,Tax Levy/Discretionary Group,2010,$0.00
Brooklyn Defender Services,518,Tax Levy/Discretionary Group,2011,$13500.00
Brooklyn Defender Services,518,Tax Levy/Discretionary Group,2012,$28375.00
Brooklyn Defender Services,518,Tax Levy/Discretionary Group,2013,$0.00
Brooklyn Defender Services,3135,Tax Levy/Immigration Initiative (IOI),2010,$0.00
Brooklyn Defender Services,3135,Tax Levy/Immigration Initiative (IOI),2011,$22006.00
Brooklyn Defender Services,3135,Tax Levy/Immigration Initiative (IOI),2012,$8886.00
Brooklyn Defender Services,3135,Tax Levy/Immigration Initiative (IOI),2013,$20000.00
"1332 Fulton Avenue Day Care, Inc.",518,Tax Levy/Discretionary Group,2010,$17500.00
"1332 Fulton Avenue Day Care, Inc.",518,Tax Levy/Discretionary Group,2011,$33500.00
"1332 Fulton Avenue Day Care, Inc.",518,Tax Levy/Discretionary Group,2012,$35500.00
"1332 Fulton Avenue Day Care, Inc.",518,Tax Levy/Discretionary Group,2013,$33500.00
"Brooklyn Greenway Initiative, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Brooklyn Greenway Initiative, Inc.",518,Tax Levy/Discretionary Group,2011,$7000.00
"Brooklyn Greenway Initiative, Inc.",518,Tax Levy/Discretionary Group,2012,$7000.00
"Brooklyn Greenway Initiative, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"The Brooklyn Steppers, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"The Brooklyn Steppers, Inc.",518,Tax Levy/Discretionary Group,2011,$20000.00
"The Brooklyn Steppers, Inc.",518,Tax Levy/Discretionary Group,2012,$30000.00
"The Brooklyn Steppers, Inc.",518,Tax Levy/Discretionary Group,2013,$23000.00
"Lady Doves Self Enrichment Organization, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Lady Doves Self Enrichment Organization, Inc.",518,Tax Levy/Discretionary Group,2011,$3500.00
"Lady Doves Self Enrichment Organization, Inc.",518,Tax Levy/Discretionary Group,2012,$3500.00
"Lady Doves Self Enrichment Organization, Inc.",518,Tax Levy/Discretionary Group,2013,$3500.00
"Grassroots Initiative, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Grassroots Initiative, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"Grassroots Initiative, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Grassroots Initiative, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"Benevolent Tax Professional Services, Inc",518,Tax Levy/Discretionary Group,2010,$8500.00
"Benevolent Tax Professional Services, Inc",518,Tax Levy/Discretionary Group,2011,$15000.00
"Benevolent Tax Professional Services, Inc",518,Tax Levy/Discretionary Group,2012,$15000.00
"Benevolent Tax Professional Services, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
Community Emergency Response Team,518,Tax Levy/Discretionary Group,2010,$0.00
Community Emergency Response Team,518,Tax Levy/Discretionary Group,2011,$0.00
Community Emergency Response Team,518,Tax Levy/Discretionary Group,2012,$0.00
Community Emergency Response Team,518,Tax Levy/Discretionary Group,2013,$0.00
St. Stephen's Meals Program,518,Tax Levy/Discretionary Group,2010,$5000.00
St. Stephen's Meals Program,518,Tax Levy/Discretionary Group,2011,$0.00
St. Stephen's Meals Program,518,Tax Levy/Discretionary Group,2012,$0.00
St. Stephen's Meals Program,518,Tax Levy/Discretionary Group,2013,$0.00
LCG Community Services Inc.,518,Tax Levy/Discretionary Group,2010,$0.00
LCG Community Services Inc.,518,Tax Levy/Discretionary Group,2011,$0.00
LCG Community Services Inc.,518,Tax Levy/Discretionary Group,2012,$0.00
LCG Community Services Inc.,518,Tax Levy/Discretionary Group,2013,$0.00
"Racing Club Haitien, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Racing Club Haitien, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"Racing Club Haitien, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Racing Club Haitien, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Teen Entrepreneur Boot Camp,518,Tax Levy/Discretionary Group,2010,$3500.00
Teen Entrepreneur Boot Camp,518,Tax Levy/Discretionary Group,2011,$0.00
Teen Entrepreneur Boot Camp,518,Tax Levy/Discretionary Group,2012,$0.00
Teen Entrepreneur Boot Camp,518,Tax Levy/Discretionary Group,2013,$0.00
Creative Arts Workshops for Kids,518,Tax Levy/Discretionary Group,2010,$0.00
Creative Arts Workshops for Kids,518,Tax Levy/Discretionary Group,2011,$4500.00
Creative Arts Workshops for Kids,518,Tax Levy/Discretionary Group,2012,$5000.00
Creative Arts Workshops for Kids,518,Tax Levy/Discretionary Group,2013,$0.00
"Word of Life International, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Word of Life International, Inc.",518,Tax Levy/Discretionary Group,2011,$5000.00
"Word of Life International, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Word of Life International, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"Lakay Legal Service, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Lakay Legal Service, Inc.",518,Tax Levy/Discretionary Group,2011,$3500.00
"Lakay Legal Service, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Lakay Legal Service, Inc.",518,Tax Levy/Discretionary Group,2013,$12719.00
Maspeth Chamber of Commerce,518,Tax Levy/Discretionary Group,2010,$10000.00
Maspeth Chamber of Commerce,518,Tax Levy/Discretionary Group,2011,$0.00
Maspeth Chamber of Commerce,518,Tax Levy/Discretionary Group,2012,$0.00
Maspeth Chamber of Commerce,518,Tax Levy/Discretionary Group,2013,$0.00
Greenpoint Reformed Church,518,Tax Levy/Discretionary Group,2010,$10000.00
Greenpoint Reformed Church,518,Tax Levy/Discretionary Group,2011,$9000.00
Greenpoint Reformed Church,518,Tax Levy/Discretionary Group,2012,$10000.00
Greenpoint Reformed Church,518,Tax Levy/Discretionary Group,2013,$4000.00
American MidEast Leadership Network (AMLN),518,Tax Levy/Discretionary Group,2010,$3500.00
American MidEast Leadership Network (AMLN),518,Tax Levy/Discretionary Group,2011,$0.00
American MidEast Leadership Network (AMLN),518,Tax Levy/Discretionary Group,2012,$0.00
American MidEast Leadership Network (AMLN),518,Tax Levy/Discretionary Group,2013,$0.00
"Globalhood, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Globalhood, Inc.",518,Tax Levy/Discretionary Group,2011,$10000.00
"Globalhood, Inc.",518,Tax Levy/Discretionary Group,2012,$10000.00
"Globalhood, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"Anthology Film Archives, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Anthology Film Archives, Inc.",518,Tax Levy/Discretionary Group,2011,$15000.00
"Anthology Film Archives, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Anthology Film Archives, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Asian Communtiy United Society,518,Tax Levy/Discretionary Group,2010,$0.00
Asian Communtiy United Society,518,Tax Levy/Discretionary Group,2011,$0.00
Asian Communtiy United Society,518,Tax Levy/Discretionary Group,2012,$18500.00
Asian Communtiy United Society,518,Tax Levy/Discretionary Group,2013,$0.00
"Adams Street Foundation, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Adams Street Foundation, Inc.",518,Tax Levy/Discretionary Group,2011,$16000.00
"Adams Street Foundation, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Adams Street Foundation, Inc.",518,Tax Levy/Discretionary Group,2013,$3500.00
"New Amsterdam Public Market Association, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"New Amsterdam Public Market Association, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"New Amsterdam Public Market Association, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"New Amsterdam Public Market Association, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"Swim Strong Foundation, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Swim Strong Foundation, Inc.",518,Tax Levy/Discretionary Group,2011,$15000.00
"Swim Strong Foundation, Inc.",518,Tax Levy/Discretionary Group,2012,$18500.00
"Swim Strong Foundation, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Brooklyn Congregations United,518,Tax Levy/Discretionary Group,2010,$0.00
Brooklyn Congregations United,518,Tax Levy/Discretionary Group,2011,$13500.00
Brooklyn Congregations United,518,Tax Levy/Discretionary Group,2012,$12000.00
Brooklyn Congregations United,518,Tax Levy/Discretionary Group,2013,$0.00
Achievement First North Crown Heights Charter School,2835,Charter School Program,2010,$0.00
Achievement First North Crown Heights Charter School,2835,Charter School Program,2011,$116688.00
Achievement First North Crown Heights Charter School,2835,Charter School Program,2012,$0.00
Achievement First North Crown Heights Charter School,2835,Charter School Program,2013,$0.00
Bedford Stuyvesant New Beginnings Charter School,2835,Charter School Program,2010,$0.00
Bedford Stuyvesant New Beginnings Charter School,2835,Charter School Program,2011,$129200.00
Bedford Stuyvesant New Beginnings Charter School,2835,Charter School Program,2012,$0.00
Bedford Stuyvesant New Beginnings Charter School,2835,Charter School Program,2013,$0.00
Bronx Success Academy CS 1,2835,Charter School Program,2010,$0.00
Bronx Success Academy CS 1,2835,Charter School Program,2011,$121380.00
Bronx Success Academy CS 1,2835,Charter School Program,2012,$0.00
Bronx Success Academy CS 1,2835,Charter School Program,2013,$0.00
Bronx Sucess Academy CS 2,2835,Charter School Program,2010,$0.00
Bronx Sucess Academy CS 2,2835,Charter School Program,2011,$121380.00
Bronx Sucess Academy CS 2,2835,Charter School Program,2012,$0.00
Bronx Sucess Academy CS 2,2835,Charter School Program,2013,$0.00
Brooklyn Dreams Charter School,2835,Charter School Program,2010,$0.00
Brooklyn Dreams Charter School,2835,Charter School Program,2011,$127636.00
Brooklyn Dreams Charter School,2835,Charter School Program,2012,$0.00
Brooklyn Dreams Charter School,2835,Charter School Program,2013,$0.00
Bushwick Ascend Charter School,2835,Charter School Program,2010,$0.00
Bushwick Ascend Charter School,2835,Charter School Program,2011,$131155.00
Bushwick Ascend Charter School,2835,Charter School Program,2012,$0.00
Bushwick Ascend Charter School,2835,Charter School Program,2013,$0.00
Challenge Preparatory Charter School,2835,Charter School Program,2010,$0.00
Challenge Preparatory Charter School,2835,Charter School Program,2011,$97920.00
Challenge Preparatory Charter School,2835,Charter School Program,2012,$0.00
Challenge Preparatory Charter School,2835,Charter School Program,2013,$0.00
Crown Heights Collegiate Charter School,2835,Charter School Program,2010,$0.00
Crown Heights Collegiate Charter School,2835,Charter School Program,2011,$81498.00
Crown Heights Collegiate Charter School,2835,Charter School Program,2012,$0.00
Crown Heights Collegiate Charter School,2835,Charter School Program,2013,$0.00
Cultural Arts Academy Charter School at Spring Creek,2835,Charter School Program,2010,$0.00
Cultural Arts Academy Charter School at Spring Creek,2835,Charter School Program,2011,$97920.00
Cultural Arts Academy Charter School at Spring Creek,2835,Charter School Program,2012,$0.00
Cultural Arts Academy Charter School at Spring Creek,2835,Charter School Program,2013,$0.00
Democracy Prep Harlem Charter School,2835,Charter School Program,2010,$0.00
Democracy Prep Harlem Charter School,2835,Charter School Program,2011,$98844.00
Democracy Prep Harlem Charter School,2835,Charter School Program,2012,$0.00
Democracy Prep Harlem Charter School,2835,Charter School Program,2013,$0.00
Dr. Richard Izquierdo Health and Science Charter School,2835,Charter School Program,2010,$0.00
Dr. Richard Izquierdo Health and Science Charter School,2835,Charter School Program,2011,$98844.00
Dr. Richard Izquierdo Health and Science Charter School,2835,Charter School Program,2012,$0.00
Dr. Richard Izquierdo Health and Science Charter School,2835,Charter School Program,2013,$0.00
East New York Collegiate Charter School,2835,Charter School Program,2010,$0.00
East New York Collegiate Charter School,2835,Charter School Program,2011,$81498.00
East New York Collegiate Charter School,2835,Charter School Program,2012,$0.00
East New York Collegiate Charter School,2835,Charter School Program,2013,$0.00
Harlem Success Academy Charter School 5,2835,Charter School Program,2010,$0.00
Harlem Success Academy Charter School 5,2835,Charter School Program,2011,$121380.00
Harlem Success Academy Charter School 5,2835,Charter School Program,2012,$0.00
Harlem Success Academy Charter School 5,2835,Charter School Program,2013,$0.00
Hyde Leadership Charter School -Brooklyn,2835,Charter School Program,2010,$0.00
Hyde Leadership Charter School -Brooklyn,2835,Charter School Program,2011,$102612.00
Hyde Leadership Charter School -Brooklyn,2835,Charter School Program,2012,$0.00
Hyde Leadership Charter School -Brooklyn,2835,Charter School Program,2013,$0.00
Imagine Me Leadership Charter School,2835,Charter School Program,2010,$0.00
Imagine Me Leadership Charter School,2835,Charter School Program,2011,$100266.00
Imagine Me Leadership Charter School,2835,Charter School Program,2012,$0.00
Imagine Me Leadership Charter School,2835,Charter School Program,2013,$0.00
Inwood Academy for Leadership Charter School,2835,Charter School Program,2010,$0.00
Inwood Academy for Leadership Charter School,2835,Charter School Program,2011,$90100.00
Inwood Academy for Leadership Charter School,2835,Charter School Program,2012,$0.00
Inwood Academy for Leadership Charter School,2835,Charter School Program,2013,$0.00
Kingsbridge Innovative Design Charter School (KIDS),2835,Charter School Program,2010,$0.00
Kingsbridge Innovative Design Charter School (KIDS),2835,Charter School Program,2011,$109650.00
Kingsbridge Innovative Design Charter School (KIDS),2835,Charter School Program,2012,$0.00
Kingsbridge Innovative Design Charter School (KIDS),2835,Charter School Program,2013,$0.00
Leadership Preparatory Brownsville Charter School,2835,Charter School Program,2010,$0.00
Leadership Preparatory Brownsville Charter School,2835,Charter School Program,2011,$107695.00
Leadership Preparatory Brownsville Charter School,2835,Charter School Program,2012,$0.00
Leadership Preparatory Brownsville Charter School,2835,Charter School Program,2013,$0.00
Lefferts Garden Charter School,2835,Charter School Program,2010,$0.00
Lefferts Garden Charter School,2835,Charter School Program,2011,$109650.00
Lefferts Garden Charter School,2835,Charter School Program,2012,$0.00
Lefferts Garden Charter School,2835,Charter School Program,2013,$0.00
Metropolitan Lighthouse Charter School,2835,Charter School Program,2010,$0.00
Metropolitan Lighthouse Charter School,2835,Charter School Program,2011,$104958.00
Metropolitan Lighthouse Charter School,2835,Charter School Program,2012,$0.00
Metropolitan Lighthouse Charter School,2835,Charter School Program,2013,$0.00
New Hope Academy Charter School,2835,Charter School Program,2010,$0.00
New Hope Academy Charter School,2835,Charter School Program,2011,$116688.00
New Hope Academy Charter School,2835,Charter School Program,2012,$0.00
New Hope Academy Charter School,2835,Charter School Program,2013,$0.00
New World Preparatory Charter School,2835,Charter School Program,2010,$0.00
New World Preparatory Charter School,2835,Charter School Program,2011,$106375.00
New World Preparatory Charter School,2835,Charter School Program,2012,$0.00
New World Preparatory Charter School,2835,Charter School Program,2013,$0.00
New York French American Charter School,2835,Charter School Program,2010,$0.00
New York French American Charter School,2835,Charter School Program,2011,$109650.00
New York French American Charter School,2835,Charter School Program,2012,$0.00
New York French American Charter School,2835,Charter School Program,2013,$0.00
Renaissance Charter High School for Innovation,2835,Charter School Program,2010,$0.00
Renaissance Charter High School for Innovation,2835,Charter School Program,2011,$98500.00
Renaissance Charter High School for Innovation,2835,Charter School Program,2012,$0.00
Renaissance Charter High School for Innovation,2835,Charter School Program,2013,$0.00
Riverton Street Charter School,2835,Charter School Program,2010,$0.00
Riverton Street Charter School,2835,Charter School Program,2011,$127636.00
Riverton Street Charter School,2835,Charter School Program,2012,$0.00
Riverton Street Charter School,2835,Charter School Program,2013,$0.00
Rochdale Early Advantage Charter School,2835,Charter School Program,2010,$0.00
Rochdale Early Advantage Charter School,2835,Charter School Program,2011,$77588.00
Rochdale Early Advantage Charter School,2835,Charter School Program,2012,$0.00
Rochdale Early Advantage Charter School,2835,Charter School Program,2013,$0.00
Staten Island Community Charter School,2835,Charter School Program,2010,$0.00
Staten Island Community Charter School,2835,Charter School Program,2011,$90100.00
Staten Island Community Charter School,2835,Charter School Program,2012,$0.00
Staten Island Community Charter School,2835,Charter School Program,2013,$0.00
"ActNow Foundation, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"ActNow Foundation, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"ActNow Foundation, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"ActNow Foundation, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Chekpeds,518,Tax Levy/Discretionary Group,2010,$0.00
Chekpeds,518,Tax Levy/Discretionary Group,2011,$5000.00
Chekpeds,518,Tax Levy/Discretionary Group,2012,$5000.00
Chekpeds,518,Tax Levy/Discretionary Group,2013,$5000.00
Children,518,Tax Levy/Discretionary Group,2010,$0.00
Children,518,Tax Levy/Discretionary Group,2011,$5000.00
Children,518,Tax Levy/Discretionary Group,2012,$0.00
Children,518,Tax Levy/Discretionary Group,2013,$0.00
"Chinese American Parents Association, Inc",518,Tax Levy/Discretionary Group,2010,$0.00
"Chinese American Parents Association, Inc",518,Tax Levy/Discretionary Group,2011,$0.00
"Chinese American Parents Association, Inc",518,Tax Levy/Discretionary Group,2012,$0.00
"Chinese American Parents Association, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
Coastal Preservation,518,Tax Levy/Discretionary Group,2010,$0.00
Coastal Preservation,518,Tax Levy/Discretionary Group,2011,$5000.00
Coastal Preservation,518,Tax Levy/Discretionary Group,2012,$0.00
Coastal Preservation,518,Tax Levy/Discretionary Group,2013,$0.00
"Crow Hill Community Association, Inc",518,Tax Levy/Discretionary Group,2010,$0.00
"Crow Hill Community Association, Inc",518,Tax Levy/Discretionary Group,2011,$6000.00
"Crow Hill Community Association, Inc",518,Tax Levy/Discretionary Group,2012,$0.00
"Crow Hill Community Association, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
"East 49th Streer Block Association of Lenox, Linden and Clar",518,Tax Levy/Discretionary Group,2010,$0.00
"East 49th Streer Block Association of Lenox, Linden and Clar",518,Tax Levy/Discretionary Group,2011,$0.00
"East 49th Streer Block Association of Lenox, Linden and Clar",518,Tax Levy/Discretionary Group,2012,$0.00
"East 49th Streer Block Association of Lenox, Linden and Clar",518,Tax Levy/Discretionary Group,2013,$0.00
